FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW11Forecast,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Darren,Randolph,GLK,WHU,4500000,0,0,0.0,0.0,0.0,0,790,0,0,0,0,0,0,0,0.0,19,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,79,0,0,0,0,0,5,0,0,0,Liverpool,Watford,Leicester,Everton,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Angel,Rangel,DEF,SWA,3900000,0,1,0.0333333333333333,8.54700854700855e-09,2.56410256410256e-07,0,465018,0,0,0,0,0,0,0,0.3,31335,-1,0,1,1,0.0,0,0.0,0,0,0,0,0,11.8,177887,0,0,0,0,2,5224,0,0,3,Brighton,Burnley,Bournemouth,Chelsea,Stoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
Marcus,Rashford,FWD,MUN,7600000,2,43,4.3,5.65789473684211e-07,5.6578947368421e-06,0,402441,0,2,0,0,0,3,0,5.7,28391,1,0,43,-1,0.4,0,3.3,5,0,6,0,3,8.0,488455,0,0,0,0,607,27435,0,0,157,Chelsea,Newcastle,Brighton,Watford,Arsenal,3.7,6.0,6.0,5.1,2.4,4.7,6.2,3.7,3.4,5.2,4.8,4.5,6.3,3.4,3.3,5.8,3.2,4.2,4.5,6.2,3.4,4.8,3.3,6.1,4.5,6.2,3.8,5.0,66.1
Nathan,Redmond,MID,SOU,6200000,1,27,2.7,4.3548387096774207e-07,4.3548387096774204e-06,0,303296,1,8,0,0,0,0,0,4.4,14059,-3,1,27,3,0.4,0,2.7,2,0,3,0,2,2.8,74540,0,0,0,0,695,1387,-1,0,100,Burnley,Liverpool,Everton,Man City,Bournemouth,2.1,1.6,3.2,1.5,2.7,2.8,2.5,2.6,2.5,2.2,1.5,2.6,2.7,1.6,2.0,2.1,2.4,2.3,2.1,2.1,3.1,2.3,1.7,1.6,2.2,2.6,3.1,1.4,61.9
Winston,Reid,DEF,WHU,4900000,0,23,3.3,6.73469387755102e-07,4.69387755102041e-06,0,54329,2,11,0,0,0,0,0,4.7,3921,-1,0,23,1,0.1,0,0.7,3,0,3,0,0,0.8,11852,0,0,0,0,630,54,0,0,131,Liverpool,Watford,Leicester,Everton,Man City,0.0,4.0,3.5,2.0,2.0,3.3,4.5,2.6,4.3,2.7,2.9,4.5,2.8,4.0,4.9,2.9,3.7,2.0,2.5,4.0,3.6,3.6,3.0,3.9,1.8,2.9,1.8,3.5,17.6
Declan,Rice,DEF,WHU,4400000,1,4,0.133333333333333,3.03030303030303e-08,9.09090909090909e-07,0,1273,0,6,0,0,0,0,0,0.9,51,-1,0,4,1,0.1,0,0.3,0,0,0,0,0,0.0,1476,0,0,0,0,164,71,0,0,29,Liverpool,Watford,Leicester,Everton,Man City,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3.0
,Richarlison,MID,WAT,6400000,1,51,5.1,7.96875e-07,7.96875e-06,0,293523,2,17,0,0,0,3,0,8.0,50367,4,0,51,-4,0.6,0,3.7,4,0,3,0,4,16.8,1099948,0,0,0,2,840,79762,0,0,128,Everton,West Ham,Newcastle,Man Utd,Tottenham,7.1,5.9,6.1,4.4,3.8,6.4,6.5,5.5,5.7,5.5,5.3,4.7,4.2,6.3,6.2,3.9,6.4,6.2,5.2,5.1,5.0,5.7,4.9,6.2,5.8,6.1,5.9,4.6,81.2
Jairo,Riedewald,DEF,CRY,4700000,0,4,0.133333333333333,2.83687943262411e-08,8.51063829787234e-07,0,14560,0,4,0,0,0,0,0,0.8,187,-3,1,4,3,0.1,0,0.3,0,0,0,0,0,0.1,457,0,0,0,0,124,25,-1,0,27,Tottenham,Everton,Stoke,Brighton,West Brom,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3.5
Matt,Ritchie,MID,NEW,5900000,2,38,3.8,6.44067796610169e-07,6.44067796610169e-06,0,272035,3,9,0,0,0,0,0,6.4,17880,-1,0,38,1,0.6,0,3.3,3,0,3,0,5,4.5,331237,0,0,0,1,885,12589,0,0,175,Bournemouth,Man Utd,Watford,West Brom,Chelsea,5.0,1.9,3.2,2.6,3.3,4.9,5.7,2.0,2.9,2.9,4.3,2.8,4.8,1.9,4.5,3.0,4.1,3.4,2.0,4.0,2.7,4.9,2.8,5.4,3.9,4.7,3.4,3.7,61.4
Andrew,Robertson,DEF,LIV,4700000,0,11,0.3666666666666671,7.801418439716309e-08,2.34042553191489e-06,0,97993,0,1,0,0,0,0,0,2.3,3711,-3,0,11,3,0.0,0,0.0,3,0,1,0,0,1.0,57819,0,0,0,0,180,144,0,0,47,West Ham,Southampton,Chelsea,Stoke,Brighton,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,11.8
Paul,Robinson,GLK,BUR,4500000,0,0,0.0,0.0,0.0,0,266,0,0,0,0,0,0,0,0.0,7,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,42,0,0,0,0,0,2,0,0,0,Southampton,Swansea,Arsenal,Bournemouth,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joel,Robles,GLK,EVE,4400000,0,0,0.0,0.0,0.0,0,6448,0,0,0,0,0,0,0,0.0,290,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.2,690,0,0,0,0,0,23,0,0,0,Watford,Crystal Palace,Southampton,West Ham,Huddersfield,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hal,Robson-Kanu,FWD,WBA,4900000,1,8,0.266666666666667,5.4421768707482993e-08,1.63265306122449e-06,0,37659,1,3,0,0,0,1,0,1.6,968,-1,0,8,1,0.1,0,0.3,1,0,0,0,0,0.4,16020,0,0,0,0,168,704,0,1,30,Huddersfield,Chelsea,Tottenham,Newcastle,Crystal Palace,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,11.2
Joe,Rodon,DEF,SWA,4000000,0,0,0.0,0.0,0.0,0,131,0,0,0,0,0,0,0,0.0,131,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,648,0,0,0,0,0,648,0,0,0,Brighton,Burnley,Bournemouth,Chelsea,Stoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jay,Rodriguez,FWD,WBA,5600000,6,26,2.6,4.6428571428571395e-07,4.64285714285714e-06,0,137289,2,13,0,0,0,2,0,4.6,2623,-4,0,26,4,0.6,0,3.3,0,0,3,0,0,0.9,52387,0,0,0,0,887,4684,0,0,75,Huddersfield,Chelsea,Tottenham,Newcastle,Crystal Palace,1.6,1.8,1.6,2.9,3.7,1.9,1.4,2.4,2.3,3.5,3.0,1.6,2.9,2.4,1.6,2.1,1.8,2.8,2.6,2.8,2.2,2.4,2.1,1.3,3.1,1.5,1.9,2.5,43.0
Marcos,Rojo,DEF,MUN,5400000,0,0,0.0,0.0,0.0,0,1480,0,0,0,0,0,0,0,0.0,47,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,303,0,0,0,0,0,34,0,0,0,Chelsea,Newcastle,Brighton,Watford,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sergio,Romero,GLK,MUN,4800000,0,0,0.0,0.0,0.0,0,4928,0,0,0,0,0,0,0,0.0,158,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.1,657,0,0,0,0,0,45,0,0,0,Chelsea,Newcastle,Brighton,Watford,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Salomon,Rondon,FWD,WBA,6000000,1,16,1.8,3e-07,2.66666666666667e-06,0,79146,1,9,0,0,0,1,0,2.6,1744,-5,1,16,5,0.3,0,1.7,0,0,0,0,0,0.5,13287,0,0,0,0,487,930,-1,0,35,Huddersfield,Chelsea,Tottenham,Newcastle,Crystal Palace,0.9,1.0,0.9,1.7,2.2,1.0,0.9,1.4,1.3,2.1,1.8,0.9,1.7,1.3,0.9,1.2,1.0,1.6,1.5,1.6,1.2,1.3,1.2,0.9,1.8,0.9,1.0,1.4,18.2
Wayne,Rooney,FWD,EVE,7300000,2,40,4.0,5.47945205479452e-07,5.47945205479452e-06,0,929654,3,14,0,0,0,4,0,5.5,37254,-2,0,40,2,0.8,0,5.7,9,0,1,0,0,9.9,571031,0,0,0,0,756,22200,0,0,159,Watford,Crystal Palace,Southampton,West Ham,Huddersfield,4.2,4.5,3.9,5.3,5.0,2.9,3.2,4.0,3.5,3.7,4.4,4.5,3.3,5.4,5.0,2.4,6.0,5.0,3.4,5.2,4.5,4.0,5.5,3.8,5.3,3.3,4.1,3.4,65.6
Danny,Rose,DEF,TOT,6400000,0,0,0.0,0.0,0.0,0,16491,0,0,0,0,0,0,0,0.0,679,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.3,4374,0,0,0,0,0,1360,0,0,0,Crystal Palace,Arsenal,West Brom,Leicester,Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liam,Rosenior,DEF,BHA,4000000,0,3,0.1,2.5e-08,7.5e-07,0,116848,0,3,0,0,0,0,0,0.8,6111,0,0,3,0,0.0,0,0.0,0,0,0,0,0,2.9,111179,0,0,0,0,163,1271,0,0,22,Swansea,Stoke,Man Utd,Crystal Palace,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6
Wayne,Routledge,MID,SWA,5300000,0,6,0.2,3.77358490566038e-08,1.13207547169811e-06,0,4141,1,3,0,0,0,0,0,1.1,140,-2,0,6,2,0.1,0,0.3,0,0,1,0,0,0.1,1131,0,0,0,0,145,22,0,0,9,Brighton,Burnley,Bournemouth,Chelsea,Stoke,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3.7
Antonio,Rudiger,DEF,CHE,5900000,7,29,3.6,6.10169491525424e-07,4.91525423728814e-06,0,73933,3,8,0,0,0,0,0,4.9,3025,-1,0,29,1,0.4,0,2.3,3,0,3,0,1,1.9,29355,0,0,0,0,720,1225,0,0,166,Man Utd,West Brom,Liverpool,Swansea,Newcastle,3.2,4.2,3.2,2.6,4.0,4.0,4.1,3.1,3.2,4.1,3.5,2.9,3.0,4.2,3.6,5.3,4.3,2.8,3.2,4.8,4.2,3.1,4.2,4.5,4.2,3.9,4.1,3.5,20.7
Mathew,Ryan,GLK,BHA,4500000,2,35,3.5,7.77777777777778e-07,7.777777777777781e-06,0,17337,0,11,0,26,0,0,0,7.8,1662,0,0,35,0,0.8,0,3.7,2,0,3,0,0,0.8,21877,0,0,0,1,900,1202,0,0,174,Swansea,Stoke,Man Utd,Crystal Palace,Liverpool,3.0,4.1,2.0,5.2,4.6,3.3,3.4,4.3,3.9,3.6,2.7,4.2,3.4,3.4,3.6,4.7,3.1,3.2,4.8,2.4,2.4,3.6,4.7,4.0,3.7,3.3,3.8,2.4,17.7
Abdelhamid,Sabiri,MID,HUD,5000000,0,8,0.266666666666667,5.33333333333333e-08,1.6e-06,0,679,1,2,0,0,0,0,0,1.6,52,0,0,8,0,0.0,0,0.0,0,0,1,0,1,0.0,834,0,0,0,0,158,23,0,0,24,West Brom,Bournemouth,Man City,Arsenal,Everton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,10.0
Henri,Saivet,MID,NEW,4500000,0,0,0.0,0.0,0.0,0,1446,0,0,0,0,0,0,0,0.0,60,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,1684,0,0,0,0,0,34,0,0,0,Bournemouth,Man Utd,Watford,West Brom,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diafra,Sakho,FWD,WHU,5500000,0,13,0.4333333333333329,7.87878787878788e-08,2.36363636363636e-06,0,10626,2,6,0,0,0,1,0,2.4,590,0,0,13,0,0.1,0,0.3,1,0,0,0,1,0.2,9424,0,0,0,0,115,366,0,0,39,Liverpool,Watford,Leicester,Everton,Man City,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,11.9
Mamadou,Sakho,DEF,CRY,4900000,0,9,0.3,6.122448979591839e-08,1.8367346938775502e-06,0,8873,0,11,0,0,0,0,0,1.8,2482,-1,0,9,1,0.6,0,3.0,2,0,0,0,1,0.2,12330,0,0,0,0,360,135,0,0,76,Tottenham,Everton,Stoke,Brighton,West Brom,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,10.5
Bakary,Sako,MID,CRY,4900000,1,6,0.2,4.08163265306122e-08,1.22448979591837e-06,0,3318,0,5,0,0,0,0,0,1.2,206,-1,0,6,1,0.1,0,0.7,0,0,0,0,0,0.1,2043,0,0,0,0,135,117,0,0,20,Tottenham,Everton,Stoke,Brighton,West Brom,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,7.2
Mohamed,Salah,MID,LIV,9300000,4,57,5.7,6.12903225806452e-07,6.12903225806452e-06,0,866216,0,11,0,0,0,5,0,6.2,37900,3,-1,57,-3,0.5,1,4.7,4,0,3,0,3,37.1,1437243,0,0,0,2,759,115781,1,0,156,West Ham,Southampton,Chelsea,Stoke,Brighton,4.9,7.3,7.0,4.8,4.2,8.6,8.2,5.8,3.6,8.2,8.5,5.0,5.7,6.4,4.8,6.8,5.5,8.6,8.6,3.1,6.2,5.1,5.5,8.6,4.4,7.9,5.6,7.8,102.9
Renato,Sanches,MID,SWA,4800000,0,8,1.6,3.3333333333333304e-07,1.66666666666667e-06,0,135105,1,4,0,0,0,0,0,1.7,9515,-2,1,8,2,0.1,0,0.7,0,0,1,0,0,0.7,165137,0,0,0,0,297,94,-1,0,39,Brighton,Burnley,Bournemouth,Chelsea,Stoke,0.0,1.0,1.1,1.1,0.9,1.0,0.8,1.4,1.2,0.8,1.2,0.8,0.9,1.1,1.3,0.9,0.9,0.8,1.2,0.9,0.8,0.8,0.9,1.5,0.8,0.8,1.2,0.9,11.6
Alexis,Sanchez,MID,ARS,11800000,2,29,4.1,3.47457627118644e-07,2.45762711864407e-06,0,192028,1,6,0,0,0,1,0,2.5,29164,-2,0,29,2,0.4,0,4.7,2,0,2,0,3,2.9,181520,0,0,0,0,452,3629,0,0,105,Man City,Tottenham,Burnley,Huddersfield,Man Utd,2.0,4.4,2.6,5.7,4.9,2.9,2.6,6.0,5.7,2.7,2.2,4.5,3.1,5.9,3.7,6.1,2.4,3.6,2.1,3.9,2.5,5.2,4.7,2.4,6.0,2.0,5.3,2.5,67.5
Davinson,Sanchez,DEF,TOT,6000000,0,28,0.933333333333333,1.5555555555555599e-07,4.6666666666666705e-06,0,9862,0,3,0,0,0,0,0,4.7,1895,0,0,28,0,0.5,0,2.7,0,0,4,0,0,0.5,24915,0,0,0,0,541,4858,0,0,146,Crystal Palace,Arsenal,West Brom,Leicester,Watford,1.3,0.5,0.6,0.5,0.7,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.6,1.2,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,14.5
,Sandro,FWD,EVE,7100000,0,7,0.23333333333333303,3.28638497652582e-08,9.859154929577472e-07,0,67965,0,7,0,0,0,0,0,1.0,704,-4,0,7,4,0.0,0,0.0,0,0,1,0,0,0.4,4707,0,0,0,0,215,170,0,0,12,Watford,Crystal Palace,Southampton,West Ham,Huddersfield,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,7.5
Leroy,Sane,MID,MCI,8800000,12,71,7.1,8.06818181818182e-07,8.06818181818182e-06,0,305250,2,5,0,0,0,6,0,8.2,12635,3,-2,71,-3,1.3,0,11.3,9,0,3,0,5,23.4,1245357,0,0,0,3,586,377923,2,0,222,Arsenal,Leicester,Huddersfield,Southampton,West Ham,10.6,8.8,8.7,8.6,10.5,6.5,9.9,8.0,9.8,8.5,8.8,7.3,7.0,10.6,9.9,9.0,10.2,7.2,8.2,8.8,9.2,8.9,8.9,8.6,9.1,8.6,10.2,9.6,91.1
Sean,Scannell,MID,HUD,4500000,0,0,0.0,0.0,0.0,0,2636,0,0,0,0,0,0,0,0.0,39,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,127,0,0,0,0,0,4,0,0,0,West Brom,Bournemouth,Man City,Arsenal,Everton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ezequiel,Schelotto,DEF,BHA,4400000,0,2,0.0666666666666667,1.5151515151515202e-08,4.54545454545455e-07,0,409,0,0,0,0,0,0,0,0.5,33,-1,0,2,1,0.1,0,0.3,0,0,0,0,0,0.0,505,0,0,0,0,24,26,0,0,6,Swansea,Stoke,Man Utd,Crystal Palace,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1
Christopher,Schindler,DEF,HUD,4600000,1,34,3.4,7.391304347826091e-07,7.39130434782609e-06,0,146807,3,13,0,0,0,0,0,7.4,8547,1,0,34,-1,0.2,0,0.7,6,0,4,0,0,4.4,300775,0,0,0,2,900,8871,0,0,214,West Brom,Bournemouth,Man City,Arsenal,Everton,4.7,2.9,3.0,2.0,2.2,4.5,3.3,4.3,3.4,4.0,4.2,2.0,4.6,2.9,4.5,1.8,4.1,3.1,3.1,3.1,5.1,2.5,3.1,3.8,3.3,3.6,2.2,4.6,37.2
Jeffrey,Schlupp,DEF,CRY,4700000,1,10,1.3,2.76595744680851e-07,2.12765957446809e-06,0,11303,1,14,0,0,0,0,0,2.1,368,-3,0,10,3,0.4,0,1.7,0,0,0,0,0,0.2,2333,0,0,0,0,597,143,0,0,55,Tottenham,Everton,Stoke,Brighton,West Brom,0.6,0.8,0.9,0.6,0.6,0.9,0.8,0.6,0.6,1.2,0.6,0.7,1.0,0.6,0.6,1.1,0.6,0.8,0.8,0.7,0.6,1.1,0.6,1.1,1.0,0.8,0.6,1.2,28.6
Kasper,Schmeichel,GLK,LEI,5000000,6,44,4.4,8.8e-07,8.8e-06,0,79955,1,14,0,31,0,0,0,8.8,5134,0,0,44,0,0.7,0,3.7,6,0,3,0,0,4.4,100235,0,0,1,1,900,11268,0,0,208,Stoke,Man City,West Ham,Tottenham,Burnley,4.3,4.4,4.3,5.2,5.9,3.8,4.9,6.6,5.3,6.0,3.4,6.4,4.8,5.4,3.4,4.6,3.4,5.7,5.8,4.6,6.5,4.6,6.2,4.6,5.3,4.9,6.4,4.6,23.7
Morgan,Schneiderlin,MID,EVE,4800000,0,11,1.6,3.3333333333333304e-07,2.29166666666667e-06,0,43996,1,11,0,0,0,0,0,2.2,1656,-2,1,11,2,0.1,0,0.7,0,0,1,0,0,0.6,14485,0,0,0,0,599,227,-1,1,91,Watford,Crystal Palace,Southampton,West Ham,Huddersfield,0.8,0.8,0.9,1.4,1.3,0.8,0.8,1.2,0.9,0.8,0.9,1.0,0.8,1.2,1.3,0.8,1.4,0.9,0.8,1.1,0.8,0.8,1.3,1.2,1.4,0.8,0.9,0.8,17.1
Kyle,Scott,MID,CHE,4400000,0,0,0.0,0.0,0.0,0,3526,0,0,0,0,0,0,0,0.0,321,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,4080,0,0,0,0,0,247,0,0,0,Man Utd,West Brom,Liverpool,Swansea,Newcastle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Xherdan,Shaqiri,MID,STK,5900000,5,32,3.6,6.10169491525424e-07,5.42372881355932e-06,0,250423,2,18,0,0,0,1,0,5.4,7624,-1,0,32,1,0.4,0,2.3,2,0,1,0,3,3.6,221954,0,0,0,0,737,14530,0,0,133,Leicester,Brighton,Crystal Palace,Liverpool,Swansea,4.2,2.7,3.3,4.2,4.1,3.0,3.2,4.5,4.0,3.1,3.6,4.5,2.0,4.2,2.6,3.7,3.6,3.1,3.5,2.3,5.1,2.3,3.0,3.2,3.8,2.3,4.5,4.3,62.5
Luke,Shaw,DEF,MUN,4900000,0,0,0.0,0.0,0.0,0,3487,0,0,0,0,0,0,0,0.0,177,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,1772,0,0,0,0,0,99,0,0,0,Chelsea,Newcastle,Brighton,Watford,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan,Shawcross,DEF,STK,4800000,6,17,3.4,7.08333333333333e-07,3.5416666666666703e-06,0,58192,0,4,0,0,0,0,0,3.5,986,-2,0,17,2,0.5,0,2.3,0,0,2,0,0,0.8,12942,0,0,0,0,450,1347,0,0,75,Leicester,Brighton,Crystal Palace,Liverpool,Swansea,0.0,3.4,4.1,4.3,2.9,3.4,3.4,4.4,4.5,3.3,3.6,4.2,2.1,4.4,3.6,3.2,4.3,2.3,3.6,2.8,3.4,2.2,3.4,3.1,4.0,2.5,5.0,3.1,16.2
Jonjo,Shelvey,MID,NEW,5300000,2,13,0.4333333333333329,8.17610062893082e-08,2.45283018867925e-06,0,69421,0,6,0,0,0,0,0,2.5,1263,-2,0,13,2,0.4,0,2.3,1,0,1,0,1,0.5,11708,0,0,0,0,450,1254,0,1,65,Bournemouth,Man Utd,Watford,West Brom,Chelsea,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,24.8
,Sheyi Ojo,MID,LIV,5000000,0,0,0.0,0.0,0.0,0,1439,0,0,0,0,0,0,0,0.0,9,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,50,0,0,0,0,0,0,0,0,0,West Ham,Southampton,Chelsea,Stoke,Brighton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Steve,Sidwell,MID,BHA,4400000,0,0,0.0,0.0,0.0,0,17656,0,0,0,0,0,0,0,0.0,366,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,1285,0,0,0,0,0,27,0,0,0,Swansea,Stoke,Man Utd,Crystal Palace,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gylfi,Sigurdsson,MID,EVE,8100000,1,16,1.8,2.22222222222222e-07,1.97530864197531e-06,0,296978,0,18,0,0,0,0,0,2.0,8949,-4,0,16,4,0.2,0,1.7,0,0,0,0,0,2.3,85802,0,0,0,0,675,1584,0,0,85,Watford,Crystal Palace,Southampton,West Ham,Huddersfield,0.9,1.0,1.1,1.7,1.6,0.9,0.9,1.5,1.0,0.9,1.1,1.2,0.9,1.5,1.6,0.9,1.7,1.1,0.9,1.3,0.9,0.9,1.6,1.4,1.7,0.9,1.1,0.9,48.1
