FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW9Forecast,GW10Forecast,GW11Forecast,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Alexandre,Lacazette,FWD,ARS,10400000,2,34,4.3,4.13461538461538e-07,3.26923076923077e-06,0,791962,0,5,0,0,0,4,0,3.3,154397,-1,0,34,1,0.5,0,5.7,3,0,5,0,0,12.0,535693,0,0,0,1,554,7927,0,0,144,Everton,Swansea,Man City,Tottenham,Burnley,2.9,4.9,2.2,4.3,2.5,5.8,5.4,2.8,2.2,6.1,6.4,3.0,2.2,4.8,2.6,6.4,2.2,6.4,2.2,4.9,2.3,5.1,2.2,6.4,5.1,2.2,6.4,2.2,5.3,2.2,55.9
Olayinka Fredrick Oladotun,Ladapo,FWD,CRY,4500000,0,1,1.0,2.22222222222222e-07,2.22222222222222e-07,0,47522,0,1,0,0,0,0,0,0.2,9399,0,0,1,0,0.1,0,0.3,0,0,0,0,0,1.7,118844,0,0,0,0,16,13627,0,0,3,Newcastle,West Ham,Tottenham,Everton,Stoke,0.5,0.8,0.5,0.8,0.9,0.5,0.5,0.8,0.5,0.5,0.5,0.8,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.8,0.5,0.6,0.5,0.6,0.2
Adam,Lallana,MID,LIV,7300000,0,0,0.0,0.0,0.0,0,31080,0,0,0,0,0,0,0,0.0,372,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.3,1308,0,0,0,0,0,75,0,0,0,Tottenham,Huddersfield,West Ham,Southampton,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Erik,Lamela,MID,TOT,6400000,0,0,0.0,0.0,0.0,0,2718,0,0,0,0,0,0,0,0.0,63,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,656,0,0,0,0,0,57,0,0,0,Liverpool,Man Utd,Crystal Palace,Arsenal,West Brom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Manuel,Lanzini,MID,WHU,6800000,2,4,0.166666666666667,2.45098039215686e-08,5.882352941176471e-07,0,44246,0,3,0,0,0,0,0,0.6,825,-2,0,4,2,0.1,0,1.0,0,0,0,0,0,0.6,11208,0,0,0,0,160,2515,0,0,24,Brighton,Crystal Palace,Liverpool,Watford,Leicester,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,6.1
Jamaal,Lascelles,DEF,NEW,4700000,1,35,4.4,9.36170212765958e-07,7.4468085106383e-06,0,144335,2,8,0,0,0,2,0,7.4,18725,2,0,35,-2,0.3,0,1.3,3,0,2,0,0,11.7,629047,0,0,0,1,713,45884,0,0,143,Crystal Palace,Burnley,Bournemouth,Man Utd,Watford,6.5,4.9,6.1,3.1,5.1,5.0,5.1,5.0,5.0,2.8,4.0,3.8,6.6,4.0,4.4,3.5,5.0,5.2,4.9,4.1,3.8,4.7,5.6,6.2,3.4,6.6,3.6,6.4,6.0,5.0,33.2
,Lee Chung-yong,MID,CRY,4400000,0,3,0.125,2.84090909090909e-08,6.81818181818182e-07,0,22465,0,2,0,0,0,0,0,0.7,1825,-1,0,3,1,0.0,0,0.0,0,0,0,0,0,0.6,40978,0,0,0,0,109,312,0,0,8,Newcastle,West Ham,Tottenham,Everton,Stoke,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,4.2
Adam,Legzdins,GLK,BUR,4000000,0,0,0.0,0.0,0.0,0,1462,0,0,0,0,0,0,0,0.0,169,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,6111,0,0,0,0,0,188,0,0,0,Man City,Newcastle,Southampton,Swansea,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Florian,Lejeune,DEF,NEW,4400000,1,2,0.0833333333333333,1.8939393939393898e-08,4.54545454545455e-07,0,26942,0,2,0,0,0,0,0,0.5,347,-1,0,2,1,0.1,0,0.3,0,0,0,0,0,0.2,1752,0,0,0,0,123,445,0,0,14,Crystal Palace,Burnley,Bournemouth,Man Utd,Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
Jonathan,Leko,MID,WBA,4500000,0,0,0.0,0.0,0.0,0,3516,0,0,0,0,0,0,0,0.0,101,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,565,0,0,0,0,0,2,0,0,0,Southampton,Man City,Huddersfield,Chelsea,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mario,Lemina,MID,SOU,5000000,2,14,0.583333333333333,1.1666666666666698e-07,2.8e-06,0,12976,0,6,0,0,0,0,0,2.8,1499,0,0,14,0,0.4,0,2.0,0,0,2,0,0,0.3,18879,0,0,0,0,482,1489,0,0,109,West Brom,Brighton,Burnley,Liverpool,Everton,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,22.9
Aaron,Lennon,MID,EVE,5400000,0,1,0.0416666666666667,7.71604938271605e-09,1.85185185185185e-07,0,4325,0,0,0,0,0,0,0,0.2,380,-1,0,1,1,0.0,0,0.0,0,0,0,0,0,0.1,1239,0,0,0,0,7,9,0,0,4,Arsenal,Leicester,Watford,Crystal Palace,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3
,Lewis Cook,MID,BOU,4400000,2,5,0.208333333333333,4.7348484848484904e-08,1.13636363636364e-06,0,27472,0,1,0,0,0,0,0,1.1,2368,-1,0,5,1,0.4,0,1.7,0,0,1,0,0,1.0,26187,0,0,0,0,172,4380,0,0,35,Stoke,Chelsea,Newcastle,Huddersfield,Swansea,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,10.2
Anders,Lindegaard,GLK,BUR,4000000,0,0,0.0,0.0,0.0,0,770,0,0,0,0,0,0,0,0.0,278,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,4476,0,0,0,0,0,937,0,0,0,Man City,Newcastle,Southampton,Swansea,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Victor,Lindelof,DEF,MUN,4900000,1,1,0.0416666666666667,8.50340136054422e-09,2.04081632653061e-07,0,235280,0,0,0,0,0,0,0,0.2,1748,-6,0,1,6,0.1,0,0.3,0,0,0,0,0,1.0,8391,0,0,0,0,1,604,0,0,3,Huddersfield,Tottenham,Chelsea,Newcastle,Brighton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jesse,Lingard,MID,MUN,5800000,1,12,0.5,8.62068965517241e-08,2.06896551724138e-06,0,14260,0,0,0,0,0,0,0,2.1,717,-2,1,12,2,0.1,0,0.7,0,0,0,0,2,0.3,7046,0,0,0,0,102,486,-1,0,36,Huddersfield,Tottenham,Chelsea,Newcastle,Brighton,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.2,0.2,14.0
Jake,Livermore,MID,WBA,5000000,2,14,2.0,4e-07,2.8e-06,0,9316,1,7,0,0,0,0,0,2.8,473,0,0,14,0,0.3,0,1.3,0,0,2,0,0,0.2,5790,0,0,0,0,520,106,0,0,65,Southampton,Man City,Huddersfield,Chelsea,Tottenham,1.5,1.0,1.1,1.4,1.3,1.8,2.1,1.7,1.0,1.2,1.0,2.3,2.7,1.0,1.8,1.6,1.0,1.3,1.4,1.7,1.3,1.9,1.4,1.4,1.8,1.0,1.7,1.2,1.0,1.4,12.7
Fernando,Llorente,FWD,TOT,7400000,1,2,0.7,9.459459459459461e-08,2.7027027027027e-07,0,9880,1,0,0,0,0,0,0,0.3,519,-1,0,2,1,0.0,0,0.3,0,0,0,0,0,0.1,6075,0,0,0,0,22,687,0,0,7,Liverpool,Man Utd,Crystal Palace,Arsenal,West Brom,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,1.3
Hugo,Lloris,GLK,TOT,5500000,6,35,4.4,8e-07,6.36363636363636e-06,0,203362,0,5,0,11,0,0,0,6.4,16507,0,0,35,0,0.8,0,4.3,0,0,5,0,0,11.7,111861,0,0,0,0,720,4577,0,0,155,Liverpool,Man Utd,Crystal Palace,Arsenal,West Brom,5.0,4.1,5.5,3.7,5.4,4.4,6.6,4.9,6.0,4.5,5.9,3.6,6.0,5.3,3.9,6.2,3.8,4.8,5.9,6.1,5.1,5.1,4.4,6.1,5.0,2.7,5.8,3.9,5.9,3.8,11.0
Ruben,Loftus-Cheek,MID,CRY,4500000,0,8,0.33333333333333304,7.40740740740741e-08,1.77777777777778e-06,0,370180,0,10,0,0,0,0,0,1.8,17211,0,0,8,0,0.2,0,0.7,0,0,0,0,0,5.7,141694,0,0,0,0,347,4993,0,0,61,Newcastle,West Ham,Tottenham,Everton,Stoke,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,19.8
Jason,Lokilo,MID,CRY,4400000,0,0,0.0,0.0,0.0,0,11230,0,0,0,0,0,0,0,0.0,698,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.2,12373,0,0,0,0,0,532,0,0,0,Newcastle,West Ham,Tottenham,Everton,Stoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joe,Lolley,MID,HUD,4400000,0,0,0.0,0.0,0.0,0,2968,0,0,0,0,0,0,0,0.0,239,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,3008,0,0,0,0,0,251,0,0,0,Man Utd,Liverpool,West Brom,Bournemouth,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kevin,Long,DEF,BUR,3900000,0,0,0.0,0.0,0.0,0,77262,0,0,0,0,0,0,0,0.0,4275,-1,1,0,1,0.0,0,0.0,0,0,0,0,0,2.2,37243,0,0,0,0,0,7344,-1,0,0,Man City,Newcastle,Southampton,Swansea,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shane,Long,FWD,SOU,5800000,5,15,2.1,3.62068965517241e-07,2.58620689655172e-06,0,25388,2,5,0,0,0,0,0,2.6,1320,-2,0,15,2,0.6,0,3.7,0,0,1,0,2,0.4,10943,0,0,0,0,400,2061,0,0,34,West Brom,Brighton,Burnley,Liverpool,Everton,1.5,1.7,1.0,1.5,1.8,1.6,1.9,2.0,1.5,1.7,1.3,1.7,1.2,2.1,2.3,1.0,1.9,1.7,1.6,1.9,2.2,1.7,1.7,1.3,1.0,1.0,1.7,1.9,2.1,1.0,28.3
Ademola,Lookman,MID,EVE,5200000,0,0,0.0,0.0,0.0,0,6622,0,0,0,0,0,0,0,0.0,224,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,0.1,819,0,0,0,0,0,66,0,0,0,Arsenal,Leicester,Watford,Crystal Palace,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jonas,Lossl,GLK,HUD,4600000,1,35,4.4,9.56521739130435e-07,7.608695652173911e-06,0,132304,0,9,0,20,0,0,0,7.6,20039,1,0,35,-1,0.7,0,3.0,3,0,4,0,0,8.5,361954,0,0,0,1,720,2215,0,0,160,Man Utd,Liverpool,West Brom,Bournemouth,Man City,4.9,3.9,6.3,4.3,3.7,2.9,3.7,6.6,4.9,6.1,5.4,5.9,4.9,3.5,6.6,4.2,6.0,3.2,6.0,5.1,5.7,4.3,6.4,4.2,5.0,5.0,5.2,4.9,3.6,6.6,16.1
Dejan,Lovren,DEF,LIV,5400000,7,16,2.7,5e-07,2.96296296296296e-06,0,61052,2,6,0,0,0,0,0,3.0,1088,-1,0,16,1,0.6,0,3.0,1,0,2,0,0,0.9,10606,0,0,0,0,451,1558,0,0,90,Tottenham,Huddersfield,West Ham,Southampton,Chelsea,2.4,3.4,1.5,2.4,2.6,1.6,2.1,2.6,3.5,1.6,1.4,2.2,2.6,2.0,1.9,1.7,2.1,2.5,2.3,3.9,2.9,1.4,2.7,2.8,1.4,3.3,2.1,3.2,2.2,4.0,17.0
Chris,Lowe,DEF,HUD,4500000,1,33,4.1,9.111111111111108e-07,7.33333333333333e-06,0,85682,0,4,0,0,0,0,0,7.3,14829,0,0,33,0,0.5,0,2.3,0,0,5,0,0,3.9,230607,0,0,0,0,580,5081,0,0,135,Man Utd,Liverpool,West Brom,Bournemouth,Man City,4.4,3.5,5.8,3.8,3.3,2.6,3.3,6.1,4.5,5.5,4.9,5.4,4.5,3.1,6.1,3.7,5.5,2.9,5.5,4.6,5.1,3.8,6.0,3.7,4.6,4.5,4.7,4.5,3.2,6.1,12.6
Matthew,Lowton,DEF,BUR,4500000,2,30,3.8,8.444444444444441e-07,6.66666666666667e-06,0,26819,0,6,0,0,0,0,0,6.7,3361,0,0,30,0,1.0,0,4.7,0,0,3,0,1,1.3,40635,0,0,0,0,720,4925,0,0,136,Man City,Newcastle,Southampton,Swansea,Arsenal,3.3,3.9,4.9,2.9,5.2,3.9,3.2,3.5,4.3,4.6,3.3,3.0,4.6,4.4,5.0,3.4,3.8,2.5,4.1,3.2,3.5,3.8,3.5,4.6,5.5,3.4,3.8,5.4,2.7,4.5,23.2
Leiva,Lucas,MID,LIV,4500000,0,0,0.0,0.0,0.0,0,914,0,0,0,0,0,0,0,0.0,15,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,156,0,0,0,0,0,9,0,0,0,Tottenham,Huddersfield,West Ham,Southampton,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Romelu,Lukaku,FWD,MUN,11800000,2,52,6.5,5.508474576271189e-07,4.4067796610169505e-06,0,666826,1,2,0,0,0,7,0,4.4,94539,3,0,52,-3,0.4,1,5.0,8,0,7,0,1,57.4,1080246,0,0,0,2,720,53778,0,0,193,Huddersfield,Tottenham,Chelsea,Newcastle,Brighton,6.8,6.8,7.2,9.5,9.8,8.9,4.6,7.8,9.8,7.1,7.2,8.3,8.0,7.3,9.8,7.7,7.3,9.1,7.0,7.6,7.3,9.8,5.9,7.8,6.8,9.7,7.0,9.8,6.8,8.0,94.7
Levi,Lumeka,MID,CRY,4500000,0,1,0.0416666666666667,9.259259259259259e-09,2.22222222222222e-07,0,225,0,0,0,0,0,0,0,0.2,34,0,0,1,0,0.0,0,0.0,0,0,0,0,0,0.0,342,0,0,0,0,25,34,0,0,3,Newcastle,West Ham,Tottenham,Everton,Stoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3
Niki,Maenpaa,GLK,BHA,4000000,0,0,0.0,0.0,0.0,0,23340,0,0,0,0,0,0,0,0.0,1449,0,0,0,0,0.0,0,0.0,0,0,0,0,0,1.2,19577,0,0,0,0,0,846,0,0,0,West Ham,Southampton,Swansea,Stoke,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Harry,Maguire,DEF,LEI,5100000,2,35,4.4,8.627450980392159e-07,6.86274509803922e-06,0,174244,0,13,0,0,0,1,0,6.9,15766,1,0,35,-1,0.8,0,4.3,4,0,2,0,2,7.5,394105,0,0,0,1,720,17972,0,0,185,Swansea,Everton,Stoke,Man City,West Ham,4.3,5.1,4.0,3.9,3.9,4.9,5.1,4.0,5.2,6.5,5.0,5.9,3.7,6.2,5.0,5.1,3.5,4.4,3.4,6.0,6.2,4.9,6.6,4.8,5.6,4.8,4.8,5.1,6.6,5.5,38.3
Riyad,Mahrez,MID,LEI,8400000,8,33,4.1,4.88095238095238e-07,3.9285714285714305e-06,0,218070,0,12,0,0,0,1,0,3.9,11113,-1,1,33,1,0.4,0,3.7,3,0,1,0,3,3.6,194634,0,0,0,1,615,5697,-1,0,106,Swansea,Everton,Stoke,Man City,West Ham,5.0,6.0,3.2,3.0,3.3,3.4,4.4,3.7,4.6,5.7,4.0,4.1,2.6,5.0,4.2,3.3,4.6,5.1,2.6,5.2,6.1,3.2,6.1,2.9,5.2,4.2,4.2,4.2,6.1,3.9,46.8
Ainsley,Maitland-Niles,MID,ARS,4500000,0,1,0.0416666666666667,9.259259259259259e-09,2.22222222222222e-07,0,338,0,0,0,0,0,0,0,0.2,66,0,0,1,0,0.1,0,0.3,0,0,0,0,0,0.0,576,0,0,0,0,1,72,0,0,3,Everton,Swansea,Man City,Tottenham,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Scott,Malone,DEF,HUD,4300000,1,2,0.0833333333333333,1.93798449612403e-08,4.65116279069767e-07,0,5571,0,5,0,0,0,0,0,0.5,214,-2,0,2,2,0.2,0,0.7,0,0,0,0,0,0.1,1427,0,0,0,0,137,179,0,0,30,Man Utd,Liverpool,West Brom,Bournemouth,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8
Sadio,Mane,MID,LIV,9300000,0,22,0.916666666666667,9.85663082437276e-08,2.36559139784946e-06,0,1326406,1,9,0,0,0,3,0,2.3,52077,-2,1,22,2,0.1,0,0.7,0,0,2,0,0,7.4,506304,0,0,0,0,362,147,-1,1,92,Tottenham,Huddersfield,West Ham,Southampton,Chelsea,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.7,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.8,0.6,0.5,0.5,0.5,0.5,0.8,0.5,0.6,0.5,0.6,41.0
Eliaquim,Mangala,DEF,MCI,5000000,0,1,0.0416666666666667,8.33333333333333e-09,2e-07,0,3360,0,0,0,0,0,0,0,0.2,278,0,0,1,0,0.0,0,0.0,0,0,0,0,0,0.1,2992,0,0,0,0,19,149,0,0,3,Burnley,West Brom,Arsenal,Leicester,Huddersfield,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
Javier,Manquillo,DEF,NEW,4400000,1,19,3.2,7.27272727272727e-07,4.31818181818182e-06,0,40881,0,6,0,0,0,0,0,4.3,2286,-1,0,19,1,0.2,0,1.0,1,0,2,0,0,0.9,24810,0,0,0,0,540,4693,0,0,91,Crystal Palace,Burnley,Bournemouth,Man Utd,Watford,4.7,3.1,4.0,1.8,3.2,3.1,3.2,3.1,3.1,1.6,2.4,2.3,4.7,2.4,2.7,2.1,3.1,3.8,3.1,2.5,2.3,2.9,3.6,4.0,2.0,4.6,2.1,4.2,3.9,3.1,18.7
Solomon,March,MID,BHA,5000000,3,26,3.3,6.6e-07,5.2e-06,0,17277,1,9,0,0,0,1,0,5.2,3172,0,0,26,0,0.5,0,2.7,0,0,3,0,1,0.7,39980,0,0,0,0,669,2860,0,0,100,West Ham,Southampton,Swansea,Stoke,Man Utd,2.0,3.2,3.3,4.0,1.6,4.4,3.8,2.3,2.5,3.4,2.5,2.7,2.3,4.7,2.0,3.3,3.0,4.9,2.0,4.0,4.9,3.0,1.6,4.2,3.8,2.7,2.6,2.6,3.0,1.6,37.5
Adrian,Mariappa,DEF,WAT,4000000,2,5,1.0,2.5e-07,1.25e-06,0,89385,0,10,0,0,0,0,0,1.3,6388,0,0,5,0,0.4,0,1.7,0,0,0,0,0,3.6,86798,0,0,0,0,361,22565,0,0,51,Chelsea,Stoke,Everton,West Ham,Newcastle,0.7,0.5,0.5,0.6,0.5,0.5,0.5,0.6,1.3,0.5,0.7,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.7,1.1,0.8,0.5,0.5,9.4
Dean,Marney,MID,BUR,4500000,0,0,0.0,0.0,0.0,0,721,0,0,0,0,0,0,0,0.0,26,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,327,0,0,0,0,0,20,0,0,0,Man City,Newcastle,Southampton,Swansea,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anthony,Martial,MID,MUN,8000000,3,33,1.375,1.71875e-07,4.125e-06,0,121639,0,0,0,0,0,3,0,4.1,9184,0,0,33,0,0.3,0,2.3,1,0,2,0,2,2.6,155596,0,0,0,0,202,15165,0,0,118,Huddersfield,Tottenham,Chelsea,Newcastle,Brighton,0.7,0.7,0.7,1.0,1.0,0.7,0.7,0.7,1.4,0.7,0.7,0.8,0.7,0.8,1.0,0.7,0.7,1.0,0.7,0.8,0.7,0.9,0.7,1.0,0.7,0.9,0.7,1.7,0.7,0.7,43.7
Cuco,Martina,DEF,EVE,4300000,0,5,0.208333333333333,4.84496124031008e-08,1.16279069767442e-06,0,29756,1,9,0,0,0,0,0,1.2,4068,-2,0,5,2,0.3,0,1.3,0,0,0,0,0,0.6,30186,0,0,0,0,390,1067,0,0,61,Arsenal,Leicester,Watford,Crystal Palace,Southampton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,20.1
Damian Emiliano,Martinez,GLK,ARS,4000000,0,0,0.0,0.0,0.0,0,19560,0,0,0,0,0,0,0,0.0,664,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.7,826,0,0,0,0,0,31,0,0,0,Everton,Swansea,Man City,Tottenham,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bruno,Martins Indi,DEF,STK,4900000,-1,4,0.7,1.42857142857143e-07,8.16326530612245e-07,0,1467,0,11,0,0,0,0,0,0.8,57,-1,0,4,1,0.0,0,0.0,0,0,0,0,0,0.0,1277,0,0,0,0,346,64,0,0,61,Bournemouth,Watford,Leicester,Brighton,Crystal Palace,0.0,0.4,0.4,0.4,0.6,0.4,0.4,0.4,0.4,0.6,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.6,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.9,0.4,12.3
Brandon,Mason,DEF,WAT,4000000,0,0,0.0,0.0,0.0,0,34896,0,0,0,0,0,0,0,0.0,1948,0,0,0,0,0.0,0,0.0,0,0,0,0,0,1.3,20854,0,0,0,0,0,990,0,0,0,Chelsea,Stoke,Everton,West Ham,Newcastle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
