FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW9Forecast,GW10Forecast,GW11Forecast,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
,Bernardo Silva,MID,MCI,7500000,6,13,0.5416666666666671,7.22222222222222e-08,1.7333333333333302e-06,0,89657,0,1,0,0,0,1,0,1.7,1123,-5,0,13,5,0.4,0,2.7,0,0,0,0,0,0.6,15171,0,0,0,0,188,1220,0,0,56,Burnley,West Brom,Arsenal,Leicester,Huddersfield,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,20.3
Ryan,Bertrand,DEF,SOU,5500000,1,26,3.3,6e-07,4.7272727272727305e-06,0,392647,0,9,0,0,0,0,0,4.7,27017,0,0,26,0,0.2,0,1.3,2,0,3,0,0,10.4,203329,0,0,0,0,715,4737,0,0,141,West Brom,Brighton,Burnley,Liverpool,Everton,3.6,4.0,2.5,3.1,2.5,2.9,3.4,4.0,2.5,4.1,3.4,4.4,2.6,4.2,4.7,2.4,4.2,4.0,3.3,3.9,3.2,3.3,3.5,3.3,2.3,2.5,2.8,3.4,2.9,1.7,32.2
Muhamed,Besic,MID,EVE,4400000,0,2,0.0833333333333333,1.8939393939393898e-08,4.54545454545455e-07,0,7102,0,0,0,0,0,0,0,0.5,674,-1,0,2,1,0.0,0,0.0,0,0,0,0,0,0.2,7294,0,0,0,0,46,472,0,0,10,Arsenal,Leicester,Watford,Crystal Palace,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Philip,Billing,MID,HUD,4500000,1,12,0.5,1.11111111111111e-07,2.66666666666667e-06,0,23607,2,5,0,0,0,0,0,2.7,3048,0,0,12,0,0.2,0,1.0,0,0,3,0,0,0.5,31422,0,0,0,0,420,37,0,0,52,Man Utd,Liverpool,West Brom,Bournemouth,Man City,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,12.6
Daley,Blind,DEF,MUN,5400000,0,19,4.8,8.888888888888891e-07,3.5185185185185204e-06,0,144847,0,0,0,0,0,0,0,3.5,8818,-1,1,19,1,0.1,0,0.3,0,0,3,0,0,1.5,127619,0,0,0,0,271,1983,-1,0,84,Huddersfield,Tottenham,Chelsea,Newcastle,Brighton,5.4,5.7,5.5,6.3,7.2,6.5,3.0,4.5,7.0,5.4,3.7,5.8,5.5,3.8,6.8,5.3,6.0,7.0,4.4,5.8,5.4,6.9,4.3,5.1,3.8,7.2,4.5,7.2,5.0,5.9,14.8
Jeremie,Boga,MID,CHE,6000000,0,1,1.0,1.66666666666667e-07,1.66666666666667e-07,0,870,0,0,0,0,0,0,0,0.2,12,0,0,1,0,0.0,0,0.0,0,0,0,0,0,0.0,513,0,0,0,0,17,0,0,0,1,Watford,Bournemouth,Man Utd,West Brom,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Bojan,MID,STK,5500000,0,2,2.0,3.63636363636364e-07,3.63636363636364e-07,0,6131,0,1,0,0,0,0,0,0.4,75,0,0,2,0,0.0,0,0.0,0,0,0,0,0,0.1,1853,0,0,0,0,71,1,0,0,5,Bournemouth,Watford,Leicester,Brighton,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9
Yannick,Bolasie,MID,EVE,6400000,0,0,0.0,0.0,0.0,0,3254,0,0,0,0,0,0,0,0.0,71,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,422,0,0,0,0,0,25,0,0,0,Arsenal,Leicester,Watford,Crystal Palace,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gaetan,Bong,DEF,BHA,4400000,0,1,0.0416666666666667,9.46969696969697e-09,2.2727272727272702e-07,0,3477,0,2,0,0,0,0,0,0.2,92,-1,0,1,1,0.1,0,0.3,0,0,0,0,0,0.1,430,0,0,0,0,90,24,0,0,13,West Ham,Southampton,Swansea,Stoke,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Wilfried,Bony,FWD,SWA,5900000,0,7,0.29166666666666696,4.9435028248587595e-08,1.1864406779661002e-06,0,43401,1,2,0,0,0,0,0,1.2,8916,-1,1,7,1,0.3,0,1.7,0,0,0,0,1,0.3,53952,0,0,0,0,168,121,-1,0,15,Leicester,Arsenal,Brighton,Burnley,Bournemouth,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,7.1
Artur,Boruc,GLK,BOU,4300000,0,0,0.0,0.0,0.0,0,113759,0,0,0,0,0,0,0,0.0,4387,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,2.0,2886,0,0,0,0,0,213,0,0,0,Stoke,Chelsea,Newcastle,Huddersfield,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sofiane,Boufal,MID,SOU,5700000,1,5,0.208333333333333,3.65497076023392e-08,8.7719298245614e-07,0,7829,0,3,0,0,0,0,0,0.9,196,-3,0,5,3,0.1,0,0.7,0,0,0,0,0,0.1,1266,0,0,0,0,151,101,0,0,28,West Brom,Brighton,Burnley,Liverpool,Everton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,11.0
,Brad Smith,DEF,BOU,4000000,0,0,0.0,0.0,0.0,0,110029,0,0,0,0,0,0,0,0.0,9856,0,0,0,0,0.0,0,0.0,0,0,0,0,0,3.4,48698,0,0,0,0,0,173,0,0,0,Stoke,Chelsea,Newcastle,Huddersfield,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Robbie,Brady,MID,BUR,5500000,2,27,3.4,6.18181818181818e-07,4.9090909090909104e-06,0,80725,2,6,0,0,0,0,0,4.9,16225,0,0,27,0,0.5,0,2.7,4,0,3,0,2,2.2,160427,0,0,0,0,707,2432,0,0,104,Man City,Newcastle,Southampton,Swansea,Arsenal,2.4,3.4,4.1,3.4,4.9,3.7,3.4,2.0,3.4,2.7,2.0,2.1,3.3,3.1,3.8,2.4,3.4,1.7,4.4,2.6,4.2,3.0,2.6,3.0,3.7,3.6,3.0,3.4,2.7,4.2,50.6
Claudio,Bravo,GLK,MCI,4800000,0,1,0.0416666666666667,8.68055555555556e-09,2.0833333333333302e-07,0,29160,0,0,0,0,0,0,0,0.2,1246,-2,0,1,2,0.0,0,0.0,0,0,0,0,0,0.5,5799,0,0,0,0,44,145,0,0,4,Burnley,West Brom,Arsenal,Leicester,Huddersfield,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3
Miguel,Britos,DEF,WAT,4500000,2,12,0.5,1.11111111111111e-07,2.66666666666667e-06,0,115976,1,4,0,0,0,1,0,2.7,1718,0,0,12,0,0.2,0,0.7,0,0,1,0,0,1.1,112187,0,0,0,0,293,304,0,1,54,Chelsea,Stoke,Everton,West Ham,Newcastle,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.5,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.2,0.2,0.2,12.7
Leon,Britton,MID,SWA,4500000,3,8,2.7,6e-07,1.77777777777778e-06,0,5030,1,0,0,0,0,0,0,1.8,236,0,0,8,0,0.4,0,1.7,0,0,3,0,0,0.1,3060,0,0,0,0,224,299,0,0,21,Leicester,Arsenal,Brighton,Burnley,Bournemouth,2.5,1.9,2.4,2.7,3.0,2.7,2.1,2.1,1.4,3.0,2.7,1.7,2.7,1.4,2.4,2.2,3.6,2.4,1.9,1.9,3.2,2.3,1.7,1.4,2.1,3.0,1.7,1.8,2.7,2.4,1.4
Isaiah,Brown,MID,BHA,5300000,1,4,0.166666666666667,3.14465408805031e-08,7.54716981132075e-07,0,3047,0,3,0,0,0,0,0,0.8,74,-2,0,4,2,0.2,0,1.0,0,0,0,0,0,0.0,301,0,0,0,0,103,22,0,0,14,West Ham,Southampton,Swansea,Stoke,Man Utd,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3.7
,Bruno,DEF,BHA,4500000,1,18,2.6,5.77777777777778e-07,4e-06,0,8893,2,7,0,0,0,0,0,4.0,589,0,0,18,0,0.7,0,3.0,2,0,2,0,0,0.3,6974,0,0,0,0,556,889,0,0,96,West Ham,Southampton,Swansea,Stoke,Man Utd,1.4,2.3,1.6,3.1,1.3,3.9,3.1,1.9,2.3,2.5,2.5,2.0,1.5,3.2,1.9,2.5,2.1,3.7,1.5,2.1,3.7,1.3,1.3,2.5,3.2,2.7,2.4,1.9,2.4,1.3,14.5
Chris,Brunt,MID,WBA,5400000,0,19,0.791666666666667,1.46604938271605e-07,3.5185185185185204e-06,0,100613,0,2,0,0,0,0,0,3.5,5919,-1,1,19,1,0.1,0,0.7,3,0,3,0,1,1.1,118645,0,0,0,0,402,234,-1,0,90,Southampton,Man City,Huddersfield,Chelsea,Tottenham,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.5,0.7,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,21.8
Harry,Bunn,MID,HUD,4500000,0,0,0.0,0.0,0.0,0,489,0,0,0,0,0,0,0,0.0,15,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,58,0,0,0,0,0,5,0,0,0,Man Utd,Liverpool,West Brom,Bournemouth,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oliver,Burke,MID,WBA,5400000,0,5,0.208333333333333,3.85802469135802e-08,9.25925925925926e-07,0,2508,0,1,0,0,0,0,0,0.9,305,-1,0,5,1,0.0,0,0.0,0,0,0,0,1,0.0,3278,0,0,0,0,35,10,0,0,16,Southampton,Man City,Huddersfield,Chelsea,Tottenham,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,5.6
Jack,Butland,GLK,STK,5000000,0,22,2.8,5.6e-07,4.4e-06,0,69180,0,18,0,24,0,0,0,4.4,5660,0,0,22,0,0.1,0,0.7,3,0,1,0,0,3.4,86329,0,0,0,1,720,1690,0,0,136,Bournemouth,Watford,Leicester,Brighton,Crystal Palace,3.4,3.0,2.7,2.4,3.1,3.4,2.3,2.7,2.3,4.0,3.6,2.3,2.4,3.0,1.4,3.5,2.7,1.8,4.1,1.4,2.5,1.9,2.7,1.4,2.6,1.8,2.7,1.7,4.2,2.0,19.1
Sam,Byram,DEF,WHU,4300000,0,0,0.0,0.0,0.0,0,5732,0,0,0,0,0,0,0,0.0,222,-2,1,0,2,0.0,0,0.0,0,0,0,0,0,0.1,900,0,0,0,0,0,103,-1,0,0,Brighton,Crystal Palace,Liverpool,Watford,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Willy,Caballero,GLK,CHE,4900000,0,0,0.0,0.0,0.0,0,3070,0,0,0,0,0,0,0,0.0,139,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,432,0,0,0,0,0,33,0,0,0,Watford,Bournemouth,Man Utd,West Brom,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yohan,Cabaye,MID,CRY,5400000,7,14,2.3,4.25925925925926e-07,2.59259259259259e-06,0,16644,2,9,0,0,0,0,0,2.6,759,-1,0,14,1,0.6,0,3.3,3,0,0,0,1,0.3,8652,0,0,0,0,443,4515,0,0,91,Newcastle,West Ham,Tottenham,Everton,Stoke,1.5,2.9,1.6,2.8,2.2,1.2,1.3,2.8,1.3,1.5,2.2,3.2,1.2,1.9,1.8,1.2,1.3,2.2,2.0,1.3,1.6,1.8,1.5,2.0,1.7,2.2,1.7,2.4,1.3,2.0,31.9
Gary,Cahill,DEF,CHE,6300000,1,8,0.33333333333333304,5.29100529100529e-08,1.2698412698412702e-06,0,482420,0,6,0,0,0,0,0,1.3,6496,-2,0,8,2,0.2,0,1.3,1,0,1,0,0,3.7,24059,0,0,0,0,314,4126,0,1,60,Watford,Bournemouth,Man Utd,West Brom,Liverpool,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,7.7
,Callum Wilson,FWD,BOU,5900000,0,0,0.0,0.0,0.0,0,1351,0,0,0,0,0,0,0,0.0,33,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,352,0,0,0,0,0,33,0,0,0,Stoke,Chelsea,Newcastle,Huddersfield,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dominic,Calvert-Lewin,FWD,EVE,5000000,5,21,2.6,5.2e-07,4.2000000000000004e-06,0,109311,1,8,0,0,0,0,0,4.2,11009,0,0,21,0,0.5,0,2.7,0,0,1,0,3,2.1,172833,0,0,0,0,537,6498,0,0,51,Arsenal,Leicester,Watford,Crystal Palace,Southampton,3.4,1.9,2.0,2.6,2.3,3.2,2.4,1.5,1.8,1.9,1.8,1.8,2.1,2.2,1.9,2.7,2.8,1.3,3.5,2.5,2.0,3.2,2.4,1.9,2.9,1.9,2.6,1.7,1.9,1.4,45.2
Geoff,Cameron,DEF,STK,4400000,-1,12,2.0,4.54545454545455e-07,2.7272727272727298e-06,0,23992,0,10,0,0,0,0,0,2.7,829,-1,0,12,1,0.1,0,0.3,0,0,1,0,0,0.4,21294,0,0,0,0,473,3316,0,0,79,Bournemouth,Watford,Leicester,Brighton,Crystal Palace,2.1,1.8,1.6,1.4,2.2,2.1,1.3,1.6,1.3,2.6,2.3,1.4,1.4,1.8,1.0,2.2,1.6,1.0,2.6,1.0,1.5,1.1,1.6,1.0,1.5,1.0,1.6,1.0,3.0,1.1,14.2
Emre,Can,MID,LIV,5000000,3,18,3.0,6e-07,3.6000000000000003e-06,0,285596,2,11,0,0,0,0,0,3.6,16397,0,0,18,0,0.3,0,1.7,0,0,2,0,2,6.4,233403,0,0,0,0,516,11816,0,0,106,Tottenham,Huddersfield,West Ham,Southampton,Chelsea,2.1,3.4,1.7,2.8,2.8,1.7,1.5,4.2,3.2,2.3,1.5,3.5,3.7,2.3,1.9,2.9,1.9,2.2,2.6,4.3,3.5,1.5,2.2,2.3,2.6,4.2,1.7,3.5,2.3,3.5,30.9
Etienne,Capoue,MID,WAT,5200000,4,13,0.5416666666666671,1.04166666666667e-07,2.5e-06,0,237915,1,4,0,0,0,1,0,2.5,6204,-3,0,13,3,0.4,0,2.0,0,0,0,0,1,2.3,35875,0,0,0,0,145,810,0,0,50,Chelsea,Stoke,Everton,West Ham,Newcastle,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,15.5
Michael,Carrick,MID,MUN,4300000,0,0,0.0,0.0,0.0,0,65568,0,0,0,0,0,0,0,0.0,5321,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,1.3,59822,0,0,0,0,0,4069,0,0,0,Huddersfield,Tottenham,Chelsea,Newcastle,Brighton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andre,Carrillo,MID,WAT,5500000,1,14,0.583333333333333,1.0606060606060599e-07,2.5454545454545503e-06,0,1487,0,9,0,0,0,0,0,2.5,334,0,0,14,0,0.5,0,2.7,0,0,1,0,1,0.0,3117,0,0,0,0,397,144,0,0,53,Chelsea,Stoke,Everton,West Ham,Newcastle,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,13.5
Andy,Carroll,FWD,WHU,5900000,-2,4,0.8,1.35593220338983e-07,6.77966101694915e-07,0,24766,2,4,0,0,0,0,0,0.7,10801,-1,0,4,1,0.0,0,0.0,0,0,3,0,0,0.3,30168,0,0,0,0,340,170,0,1,-9,Brighton,Crystal Palace,Liverpool,Watford,Leicester,0.0,0.4,0.5,0.4,0.5,0.4,0.4,0.4,0.7,0.4,0.5,0.4,0.4,0.5,0.4,0.7,0.7,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.7,0.4,0.4,0.4,0.6,20.7
Tom,Carroll,MID,SWA,4500000,8,24,3.0,6.66666666666667e-07,5.333333333333329e-06,0,174856,1,8,0,0,0,0,0,5.3,12342,0,0,24,0,0.9,0,4.0,2,0,4,0,1,7.0,240105,0,0,0,0,715,60627,0,0,119,Leicester,Arsenal,Brighton,Burnley,Bournemouth,3.0,2.2,2.8,3.1,3.5,3.2,2.5,2.5,1.5,3.5,3.2,2.0,3.1,1.6,2.8,2.6,4.1,2.9,2.2,2.2,3.7,2.8,2.1,1.7,2.5,3.5,2.0,2.1,3.1,2.8,37.1
Cameron,Carter-Vickers,DEF,TOT,4500000,0,0,0.0,0.0,0.0,0,599,0,0,0,0,0,0,0,0.0,9,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,330,0,0,0,0,0,3,0,0,0,Liverpool,Man Utd,Crystal Palace,Arsenal,West Brom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Craig,Cathcart,DEF,WAT,4400000,0,1,0.0416666666666667,9.46969696969697e-09,2.2727272727272702e-07,0,801,0,0,0,0,0,0,0,0.2,31,-1,1,1,1,0.0,0,0.0,0,0,0,0,0,0.0,132,0,0,0,0,19,5,-1,0,4,Chelsea,Stoke,Everton,West Ham,Newcastle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3
Santiago,Cazorla,MID,ARS,6900000,0,0,0.0,0.0,0.0,0,1450,0,0,0,0,0,0,0,0.0,53,-1,1,0,1,0.0,0,0.0,0,0,0,0,0,0.0,416,0,0,0,0,0,27,-1,0,0,Everton,Swansea,Man City,Tottenham,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Petr,Cech,GLK,ARS,5500000,1,35,4.4,8e-07,6.36363636363636e-06,0,108516,0,10,0,19,0,0,0,6.4,9652,0,0,35,0,0.8,0,4.3,3,0,4,0,0,5.5,50908,0,0,0,0,720,2062,0,0,162,Everton,Swansea,Man City,Tottenham,Burnley,2.2,5.2,2.2,5.7,2.9,6.6,5.7,3.2,2.2,6.2,6.6,3.1,2.9,5.8,2.2,6.6,2.4,5.8,3.5,4.6,2.8,5.8,2.2,6.6,5.5,2.2,6.6,2.2,5.8,2.9,17.9
,Cedric,DEF,SOU,5000000,1,24,3.0,6e-07,4.8e-06,0,317313,0,9,0,0,0,0,0,4.8,23036,0,0,24,0,0.3,0,1.3,0,0,3,0,0,9.0,197554,0,0,0,0,712,8541,0,0,123,West Brom,Brighton,Burnley,Liverpool,Everton,3.1,3.5,2.1,2.7,2.1,2.5,2.9,3.5,2.1,3.6,3.0,3.9,2.2,3.8,4.2,2.0,3.7,3.5,2.9,3.4,2.8,2.8,3.0,2.8,2.0,2.1,2.4,2.9,2.5,1.5,33.0
Nacer,Chadli,MID,WBA,5700000,10,10,0.4166666666666671,7.30994152046784e-08,1.75438596491228e-06,0,29676,0,1,0,0,0,1,0,1.8,724,-3,0,10,3,0.6,0,3.3,3,0,0,0,0,0.3,6917,0,0,0,1,83,4204,0,0,25,Southampton,Man City,Huddersfield,Chelsea,Tottenham,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,5.7
Nathaniel,Chalobah,MID,WAT,4500000,0,12,2.4,5.33333333333333e-07,2.66666666666667e-06,0,138098,1,7,0,0,0,0,0,2.7,12075,0,0,12,0,0.0,0,0.0,0,0,3,0,0,1.8,123523,0,0,0,0,429,107,0,0,37,Chelsea,Stoke,Everton,West Ham,Newcastle,0.0,0.0,0.0,0.0,0.0,1.2,1.2,2.4,2.5,1.5,1.7,1.8,1.6,1.5,1.2,2.2,1.9,1.2,1.9,2.2,1.5,1.7,1.5,2.2,1.2,2.1,2.0,2.3,1.7,1.3,19.6
,Chamberlain,MID,LIV,5700000,1,11,0.4583333333333329,8.04093567251462e-08,1.9298245614035097e-06,0,184839,0,11,0,0,0,0,0,1.9,5837,-3,1,11,3,0.2,0,1.0,0,0,0,0,0,1.7,83834,0,0,0,0,326,1181,-1,0,82,Tottenham,Huddersfield,West Ham,Southampton,Chelsea,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,30.8
Calum,Chambers,DEF,ARS,4800000,0,0,0.0,0.0,0.0,0,17083,0,0,0,0,0,0,0,0.0,322,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.2,1642,0,0,0,0,0,26,0,0,0,Everton,Swansea,Man City,Tottenham,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Chicharito,FWD,WHU,7000000,2,29,3.6,5.14285714285714e-07,4.14285714285714e-06,0,1197837,2,13,0,0,0,3,0,4.1,161790,0,0,29,0,0.4,0,3.0,3,0,4,0,0,15.7,967292,0,0,0,1,649,15523,0,0,100,Brighton,Crystal Palace,Liverpool,Watford,Leicester,0.0,3.3,5.0,3.1,4.9,2.8,2.0,3.5,5.4,2.9,4.7,2.5,2.2,4.8,2.0,5.4,5.4,2.2,3.8,1.8,2.2,3.9,4.0,3.7,2.2,5.4,1.8,3.6,2.2,5.3,48.2
Benjamin,Chilwell,DEF,LEI,4300000,1,4,0.166666666666667,3.87596899224806e-08,9.30232558139535e-07,0,13102,0,4,0,0,0,0,0,0.9,600,-2,1,4,2,0.2,0,0.7,0,0,0,0,0,0.3,3620,0,0,0,0,196,449,-1,0,34,Swansea,Everton,Stoke,Man City,West Ham,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,8.5
