FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
Sam,Field,MID,WBA,4400000,0,7,0.0864197530864197,1.9640852974186297e-08,1.59090909090909e-06,0,632,1,1,0,0,0,0,0,1.6,5,-1,0,7,1,0.1,0,0.3,0,0,1,0,0,0.0,641,0,0,0,0,171,10,0,0,38,Everton,Arsenal,Man Utd,Watford,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Roberto,Firmino,MID,LIV,8500000,12,136,5.2,6.117647058823529e-07,1.6e-05,0,1145161,3,33,0,0,0,9,0,16.2,20529,0,-1,136,0,0.8,0,6.7,14,0,7,0,7,12.1,1222731,0,522,0,5,2312,120310,1,0,463,Burnley,Man City,Everton,Bournemouth,Stoke,0.0,4.2,6.7,6.5,4.6,4.4,6.1,5.8,6.4,3.9,7.1
Viktor,Fischer,MID,MID,4900000,0,21,0.25925925925925897,5.29100529100529e-08,4.28571428571429e-06,0,43799,0,6,0,0,0,0,0,4.3,40,-6,0,21,6,0.0,0,0.0,0,0,1,0,2,0.2,2148,0,0,0,0,407,3,0,0,74,Man Utd,Swansea,Hull City,Burnley,Arsenal,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Mathieu,Flamini,MID,CRY,4300000,0,9,0.111111111111111,2.5839793281653704e-08,2.09302325581395e-06,0,5150,0,4,0,0,0,0,0,2.1,187,-2,0,9,2,0.0,0,0.0,0,0,0,0,0,0.1,6149,0,0,0,0,238,21,0,0,36,Watford,Chelsea,Southampton,Arsenal,Leicester,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Jon,Flanagan,DEF,BUR,4300000,0,8,0.0987654320987654,2.29687051392478e-08,1.86046511627907e-06,0,18514,2,4,0,0,0,0,0,1.9,190,-2,0,8,2,0.0,0,0.0,0,0,1,0,0,0.2,4821,0,67,0,0,315,43,0,0,51,Liverpool,Sunderland,Tottenham,Stoke,Middlesbrough,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ashley,Fletcher,FWD,WHU,5000000,0,13,0.160493827160494,3.20987654320988e-08,2.6e-06,0,12341,2,10,0,0,0,0,0,2.6,175,0,0,13,0,0.0,0,0.0,0,0,0,0,0,0.2,13523,0,0,0,0,322,149,0,0,24,Bournemouth,Leicester,Hull City,Arsenal,Swansea,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Darren,Fletcher,MID,WBA,4500000,2,78,2.9,6.44444444444444e-07,1.7333333333333302e-05,0,514324,0,29,0,0,0,2,0,17.3,9325,0,0,78,0,0.4,0,2.0,2,0,7,0,2,10.0,400143,0,403,0,1,2334,8725,0,0,343,Everton,Arsenal,Man Utd,Watford,Southampton,1.8,2.1,2.1,2.5,2.7,2.0,1.7,3.6,2.0,2.2,2.1
Michael,Folivi,FWD,WAT,4500000,0,1,1.0,2.22222222222222e-07,2.22222222222222e-07,0,338,0,0,0,0,0,0,0,0.2,10,0,0,1,0,0.0,0,0.0,0,0,0,0,0,0.0,440,0,0,0,0,10,6,0,0,2,Crystal Palace,Sunderland,West Brom,Tottenham,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jose,Fonte,DEF,WHU,5300000,1,64,2.9,5.47169811320755e-07,1.2075471698113199e-05,0,228244,2,31,0,0,0,0,0,12.1,3804,-2,0,64,2,0.2,0,1.3,6,0,7,0,0,3.4,149966,0,487,0,0,1980,3549,0,0,392,Bournemouth,Leicester,Hull City,Arsenal,Swansea,0.0,2.9,2.8,3.1,2.9,2.2,3.0,2.8,3.3,4.0,1.9
Adam,Forshaw,MID,MID,4500000,0,63,2.4,5.33333333333333e-07,1.4000000000000001e-05,0,39407,3,25,0,0,0,0,0,14.0,3531,0,0,63,0,0.2,0,1.0,3,0,7,0,2,0.6,59924,0,0,0,0,2127,358,0,0,354,Man Utd,Swansea,Hull City,Burnley,Arsenal,0.0,1.9,1.5,1.9,2.8,1.5,1.3,1.5,1.2,2.0,1.2
Fraser,Forster,GLK,SOU,5000000,1,82,3.2,6.4e-07,1.64e-05,0,195116,2,34,0,42,0,0,0,16.4,4769,0,0,82,0,0.7,0,3.5,1,0,9,0,0,4.0,156380,0,233,0,0,2340,1098,0,0,388,Tottenham,Bournemouth,Crystal Palace,West Brom,Man City,0.0,2.3,4.3,3.9,3.1,3.4,2.6,4.2,3.5,2.7,4.2
Ben,Foster,GLK,WBA,4700000,1,87,3.2,6.808510638297871e-07,1.85106382978723e-05,0,389849,2,34,0,92,0,0,0,18.5,9707,2,0,87,-2,0.4,0,1.7,4,0,5,0,0,15.2,654003,0,129,0,2,2430,6867,0,0,481,Everton,Arsenal,Man Utd,Watford,Southampton,2.4,4.3,2.4,2.4,4.2,4.6,2.9,3.5,2.1,3.7,2.8
Timothy,Fosu-Mensah,DEF,MUN,4100000,0,1,0.0123456790123457,3.0111412225233398e-09,2.4390243902438996e-07,0,9321,0,0,0,0,0,0,0,0.2,76,-4,0,1,4,0.0,0,0.0,0,0,0,0,0,0.1,3659,0,40,0,0,1,33,0,0,2,Middlesbrough,West Brom,Everton,Sunderland,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Simon,Francis,DEF,BOU,4500000,0,56,2.4,5.33333333333333e-07,1.24444444444444e-05,0,166443,3,39,0,0,0,0,0,12.2,3978,0,1,56,0,0.1,0,0.3,5,0,6,0,1,1.4,162283,0,462,0,1,1948,100,-1,1,426,West Ham,Swansea,Southampton,Liverpool,Chelsea,0.0,0.0,2.0,2.3,2.4,1.4,2.5,1.5,2.8,2.6,1.2
Ryan,Fraser,MID,BOU,4800000,2,71,0.876543209876543,1.8261316872428e-07,1.47916666666667e-05,0,55338,1,23,0,0,0,3,0,14.8,2501,-2,0,71,2,0.8,0,3.7,8,0,3,0,6,2.1,143328,0,0,0,2,1090,13363,0,0,233,West Ham,Swansea,Southampton,Liverpool,Chelsea,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.6,0.4
George,Friend,DEF,MID,4300000,0,46,2.7,6.27906976744186e-07,1.06976744186047e-05,0,275453,2,19,0,0,0,0,0,10.7,3554,-2,0,46,2,0.0,0,0.0,5,0,3,0,2,2.1,147800,0,0,0,0,1350,502,0,0,276,Man Utd,Swansea,Hull City,Burnley,Arsenal,0.0,2.2,2.2,2.3,3.1,3.4,2.5,2.6,2.0,3.3,2.7
Dael,Fry,DEF,MID,4000000,0,0,0.0,0.0,0.0,0,65032,0,0,0,0,0,0,0,0.0,129,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.5,4262,0,0,0,0,0,39,0,0,0,Man Utd,Swansea,Hull City,Burnley,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ezekiel,Fryers,DEF,CRY,4500000,0,9,0.111111111111111,2.46913580246914e-08,2e-06,0,868,0,7,0,0,0,0,0,2.0,13,0,0,9,0,0.0,0,0.0,0,0,0,0,1,0.0,1005,0,0,0,0,188,6,0,0,38,Watford,Chelsea,Southampton,Arsenal,Leicester,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Christian,Fuchs,DEF,LEI,5200000,9,69,2.7,5.19230769230769e-07,1.3269230769230801e-05,0,399938,7,43,0,0,0,2,0,13.3,2087,-3,0,69,3,0.9,0,4.7,5,0,4,0,3,4.5,132855,0,482,0,1,2203,3068,0,0,463,West Ham,Stoke,Sunderland,Everton,Crystal Palace,0.0,2.7,3.5,2.8,1.6,2.5,3.3,2.2,2.8,2.0,3.5
Jay,Fulton,MID,SWA,4400000,0,17,0.20987654320987698,4.7699214365880995e-08,3.86363636363636e-06,0,1466,2,14,0,0,0,0,0,3.9,11,-1,0,17,1,0.0,0,0.0,0,0,3,0,0,0.0,956,0,4,0,0,624,7,0,0,81,Hull City,Bournemouth,Middlesbrough,Tottenham,West Ham,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Ramiro,Funes Mori,DEF,EVE,4800000,1,67,3.2,6.66666666666667e-07,1.3958333333333301e-05,0,98746,0,19,0,0,0,0,0,14.3,2096,-2,-1,67,2,1.0,0,4.7,4,0,7,0,1,3.9,153241,0,304,0,0,1463,18184,1,0,357,West Brom,Hull City,Liverpool,Man Utd,Leicester,4.2,4.2,3.4,2.3,3.5,4.0,3.7,3.7,2.7,3.5,3.3
Manolo,Gabbiadini,FWD,SOU,6800000,5,25,0.30864197530864196,4.53885257806826e-08,3.6764705882352896e-06,0,61997,1,5,0,0,0,4,0,3.7,41361,3,-1,25,-3,1.3,0,9.0,4,0,1,0,0,8.4,426176,0,0,0,1,246,44233,1,0,111,Tottenham,Bournemouth,Crystal Palace,West Brom,Man City,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
,Gabriel,DEF,ARS,4800000,0,28,0.34567901234567894,7.20164609053498e-08,5.83333333333333e-06,0,37020,3,12,0,0,0,0,0,5.8,2070,-2,0,28,2,0.0,0,0.0,0,0,3,0,0,0.4,41396,0,244,0,0,986,50,0,0,196,West Brom,Man City,West Ham,Crystal Palace,Middlesbrough,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Brendan,Galloway,DEF,WBA,4000000,0,9,0.111111111111111,2.7777777777777797e-08,2.25e-06,0,19067,0,3,0,0,0,0,0,2.3,208,-5,0,9,5,0.0,0,0.0,0,0,1,0,0,0.2,15856,0,126,0,0,247,44,0,0,44,Everton,Arsenal,Man Utd,Watford,Southampton,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Cristian,Gamboa,DEF,WBA,4000000,0,0,0.0,0.0,0.0,0,28690,0,0,0,0,0,0,0,0.0,133,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.4,1989,0,0,0,0,0,5,0,0,0,Everton,Arsenal,Man Utd,Watford,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Garcia,MID,MCI,5000000,0,3,0.037037037037037,7.407407407407409e-09,6e-07,0,544,0,1,0,0,0,0,0,0.6,24,0,0,3,0,0.0,0,0.0,0,0,0,0,0,0.0,536,0,0,0,0,29,8,0,0,11,Liverpool,Arsenal,Chelsea,Hull City,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Craig,Gardner,MID,WBA,5100000,0,14,1.6,3.13725490196078e-07,2.7450980392156897e-06,0,7363,1,6,0,0,0,0,0,2.7,16,-4,0,14,4,0.0,0,0.0,0,0,1,0,1,0.1,5085,0,244,0,0,218,6,0,0,52,Everton,Arsenal,Man Utd,Watford,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Florin,Gardos,DEF,SOU,4000000,0,0,0.0,0.0,0.0,0,5462,0,0,0,0,0,0,0,0.0,83,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,5612,0,0,0,0,0,23,0,0,0,Tottenham,Bournemouth,Crystal Palace,West Brom,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Paulo,Gazzaniga,GLK,SOU,4500000,0,0,0.0,0.0,0.0,0,302,0,0,0,0,0,0,0,0.0,6,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,121,0,15,0,0,0,7,0,0,0,Tottenham,Bournemouth,Crystal Palace,West Brom,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rudy,Gestede,FWD,MID,4700000,2,7,0.0864197530864197,1.83871815077489e-08,1.48936170212766e-06,0,3145,0,3,0,0,0,0,0,1.5,408,-3,0,7,3,0.3,0,1.3,0,0,0,0,0,0.1,5225,0,0,0,0,182,291,0,0,23,Man Utd,Swansea,Hull City,Burnley,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kieran,Gibbs,DEF,ARS,4700000,0,17,0.20987654320987698,4.46545836616759e-08,3.61702127659574e-06,0,23409,3,1,0,0,0,0,0,3.6,200,-3,0,17,3,0.5,0,2.5,0,0,2,0,1,0.5,7810,0,69,0,0,297,73,0,0,82,West Brom,Man City,West Ham,Crystal Palace,Middlesbrough,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Ben,Gibson,DEF,MID,4900000,1,90,3.3,6.73469387755102e-07,1.83673469387755e-05,0,274071,3,30,0,0,0,1,0,18.4,26240,4,0,90,-4,0.6,0,3.0,9,0,8,0,0,8.9,585881,0,0,0,1,2430,3786,0,0,492,Man Utd,Swansea,Hull City,Burnley,Arsenal,0.0,3.0,3.0,3.2,4.1,4.4,3.4,3.5,2.8,4.3,3.7
Darron,Gibson,MID,SUN,4300000,2,6,0.0740740740740741,1.72265288544358e-08,1.3953488372093e-06,0,6265,1,5,0,0,0,0,0,1.4,161,-2,0,6,2,0.4,0,1.7,0,0,0,0,0,0.1,3741,0,44,0,0,265,37,0,0,41,Burnley,Watford,Leicester,Man Utd,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Olivier,Giroud,FWD,ARS,8100000,2,79,4.4,5.4320987654321e-07,9.75308641975309e-06,0,666527,1,9,0,0,0,8,0,9.6,13566,-9,1,79,9,0.1,0,1.0,13,0,3,0,4,2.7,688701,0,629,0,2,738,1251,-1,0,291,West Brom,Man City,West Ham,Crystal Palace,Middlesbrough,0.0,4.4,5.3,5.7,4.9,4.4,6.3,3.8,4.8,4.3,5.2
Shay,Given,GLK,STK,4300000,0,13,0.160493827160494,3.7324145851277595e-08,3.02325581395349e-06,0,24480,1,14,0,18,0,0,0,3.0,212,-2,0,13,2,0.0,0,0.0,3,0,0,0,0,0.5,20250,1,24,1,1,450,46,0,0,92,Chelsea,Leicester,Burnley,Liverpool,Hull City,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Serge,Gnabry,MID,ARS,5000000,0,0,0.0,0.0,0.0,0,974,0,0,0,0,0,0,0,0.0,11,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,352,0,4,0,0,0,7,0,0,0,West Brom,Man City,West Ham,Crystal Palace,Middlesbrough,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Heurelho,Gomes,GLK,WAT,4900000,2,77,2.9,5.91836734693878e-07,1.57142857142857e-05,0,91162,1,43,0,82,0,0,0,15.7,1658,-1,0,77,1,0.6,0,2.7,4,0,4,0,0,1.6,35642,1,375,1,0,2347,314,0,0,474,Crystal Palace,Sunderland,West Brom,Tottenham,Swansea,0.0,3.1,3.0,3.7,2.0,3.1,2.6,4.1,1.7,2.0,2.9
Joseph,Gomez,DEF,LIV,4800000,0,0,0.0,0.0,0.0,0,1260,0,0,0,0,0,0,0,0.0,31,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.0,684,0,58,0,0,0,23,0,0,0,Burnley,Man City,Everton,Bournemouth,Stoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bafetimbi,Gomis,FWD,SWA,6500000,0,0,0.0,0.0,0.0,0,1801,0,0,0,0,0,0,0,0.0,36,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,555,0,242,0,0,0,42,0,0,0,Hull City,Bournemouth,Middlesbrough,Tottenham,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lynden,Gooch,MID,SUN,4200000,0,10,0.12345679012345698,2.93944738389183e-08,2.38095238095238e-06,0,7737,3,5,0,0,0,0,0,2.4,215,-3,0,10,3,0.0,0,0.0,0,0,1,0,0,0.1,10274,0,0,0,0,323,148,0,0,38,Burnley,Watford,Leicester,Man Utd,West Ham,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Dan,Gosling,MID,BOU,4700000,0,37,0.45679012345679,9.71893879695298e-08,7.872340425531911e-06,0,11838,5,20,0,0,0,2,0,7.9,116,-3,0,37,3,0.1,0,0.3,1,0,2,0,0,0.1,8175,0,331,0,0,953,38,0,0,172,West Ham,Swansea,Southampton,Liverpool,Chelsea,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Lewis,Grabban,FWD,BOU,4300000,0,6,2.0,4.65116279069767e-07,1.3953488372093e-06,0,249660,0,2,0,0,0,0,0,1.4,4629,-2,0,6,2,0.0,0,0.0,0,0,0,0,1,3.3,191458,0,124,0,0,60,299,0,0,17,West Ham,Swansea,Southampton,Liverpool,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Max,Gradel,MID,BOU,5000000,1,5,0.0617283950617284,1.23456790123457e-08,1e-06,0,13317,1,0,0,0,0,0,0,1.0,13,-5,0,5,5,0.1,0,0.3,0,0,0,0,0,0.1,1109,0,155,0,0,98,19,0,0,17,West Ham,Swansea,Southampton,Liverpool,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lee,Grant,GLK,STK,4400000,13,96,4.2,9.54545454545455e-07,2.18181818181818e-05,0,119421,1,26,0,72,0,0,0,21.8,13399,4,0,96,-4,1.2,0,5.3,9,0,9,0,0,8.9,467003,0,0,0,3,2070,11736,0,0,465,Chelsea,Leicester,Burnley,Liverpool,Hull City,0.0,5.4,3.1,3.2,6.3,6.0,4.2,6.0,4.8,6.1,4.6
Andre,Gray,FWD,BUR,6100000,12,84,4.0,6.557377049180329e-07,1.3770491803278698e-05,0,642333,2,25,0,0,0,8,0,13.8,3937,-4,0,84,4,0.9,0,5.3,10,0,5,0,2,4.9,403267,0,0,0,1,1645,30271,0,0,241,Liverpool,Sunderland,Tottenham,Stoke,Middlesbrough,3.4,3.7,5.5,5.3,3.0,2.5,4.7,3.4,5.3,3.3,5.5
Demarai,Gray,MID,LEI,4800000,1,42,0.5185185185185179,1.08024691358025e-07,8.75e-06,0,52279,1,13,0,0,0,1,0,8.8,1137,-2,0,42,2,0.3,0,1.3,0,0,2,0,3,0.6,37701,0,57,0,0,758,183,0,0,164,West Ham,Stoke,Sunderland,Everton,Crystal Palace,0.0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Kamil,Grosicki,MID,HUL,5500000,5,14,0.172839506172839,3.14253647586981e-08,2.5454545454545503e-06,0,1102,0,5,0,0,0,0,0,2.5,284,0,0,14,0,0.7,0,3.7,0,0,1,0,2,0.3,15481,0,0,0,0,318,7512,0,0,49,Swansea,Everton,West Ham,Middlesbrough,Man City,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Marko,Grujic,MID,LIV,4300000,0,2,0.0246913580246914,5.74217628481194e-09,4.65116279069767e-07,0,27297,0,0,0,0,0,0,0,0.5,46,-7,0,2,7,0.0,0,0.0,0,0,0,0,0,0.2,2594,0,0,0,0,30,8,0,0,6,Burnley,Man City,Everton,Bournemouth,Stoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Johann Berg,Gudmundsson,MID,BUR,4900000,0,41,0.506172839506173,1.03300579491056e-07,8.36734693877551e-06,0,22402,0,17,0,0,0,1,0,8.4,107,-6,0,41,6,0.0,0,0.0,3,0,3,0,2,0.1,13502,0,0,0,1,922,2,0,0,162,Liverpool,Sunderland,Tottenham,Stoke,Middlesbrough,0.0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Adlene,Guedioura,MID,MID,4300000,1,25,0.30864197530864196,7.17772035601493e-08,5.81395348837209e-06,0,7535,2,19,0,0,0,0,0,5.8,113,-2,0,25,2,0.2,0,1.0,0,0,0,0,1,0.1,7558,0,56,0,0,829,42,0,0,127,Man Utd,Swansea,Hull City,Burnley,Arsenal,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Idrissa,Gueye,MID,EVE,5000000,1,64,2.9,5.8e-07,1.28e-05,0,39985,7,19,0,0,0,1,0,12.8,815,0,0,64,0,0.9,0,4.7,9,0,7,0,2,0.6,48528,0,270,0,1,1896,5574,0,0,402,West Brom,Hull City,Liverpool,Man Utd,Leicester,2.7,3.6,1.4,2.1,3.6,3.7,1.5,2.3,2.0,3.5,1.4
Ilkay,Gundogan,MID,MCI,4900000,0,41,0.506172839506173,1.03300579491056e-07,8.36734693877551e-06,0,701502,0,8,0,0,0,3,0,8.4,675,-6,0,41,6,0.0,0,0.0,2,0,3,0,1,1.4,699762,0,0,0,1,704,63,0,0,196,Liverpool,Arsenal,Chelsea,Hull City,Southampton,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.3,0.3,0.3
Bradley,Guzan,GLK,MID,4200000,0,17,0.20987654320987698,4.9970605526161105e-08,4.04761904761905e-06,0,28153,0,1,0,10,0,0,0,4.0,359,-3,0,17,3,0.0,0,0.0,1,0,2,0,0,0.5,13551,0,188,0,1,270,59,0,0,69,Man Utd,Swansea,Hull City,Burnley,Arsenal,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Ben,Hamer,GLK,LEI,4300000,0,0,0.0,0.0,0.0,0,372,0,0,0,0,0,0,0,0.0,5,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.0,338,0,0,0,0,0,2,0,0,0,West Ham,Stoke,Sunderland,Everton,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rekeem,Harper,MID,WBA,4500000,0,0,0.0,0.0,0.0,0,119,0,0,0,0,0,0,0,0.0,14,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,179,0,0,0,0,0,13,0,0,0,Everton,Arsenal,Man Utd,Watford,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joe,Hart,GLK,MCI,5300000,0,0,0.0,0.0,0.0,0,173885,0,0,0,0,0,0,0,0.0,121,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,1.0,2716,0,360,0,0,0,30,0,0,0,Liverpool,Arsenal,Chelsea,Hull City,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mouez,Hassen,GLK,SOU,4000000,0,0,0.0,0.0,0.0,0,79,0,0,0,0,0,0,0,0.0,33,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,211,0,0,0,0,0,65,0,0,0,Tottenham,Bournemouth,Crystal Palace,West Brom,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jakob,Haugaard,GLK,STK,4300000,0,0,0.0,0.0,0.0,0,3430,0,0,0,0,0,0,0,0.0,30,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.1,263,0,31,0,0,0,0,0,0,0,Chelsea,Leicester,Burnley,Liverpool,Hull City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eden,Hazard,MID,CHE,10200000,11,163,6.3,6.17647058823529e-07,1.5980392156862697e-05,0,1814315,2,18,0,0,0,11,0,16.0,86232,2,0,163,-2,0.6,0,6.0,23,0,14,0,7,27.4,2056960,0,476,0,3,2155,13347,0,0,629,Stoke,Crystal Palace,Man City,Bournemouth,Man Utd,0.0,6.4,7.7,6.9,6.4,7.1,8.1,6.3,8.9,6.2,9.2
Tom,Heaton,GLK,BUR,5100000,0,108,4.5,8.823529411764709e-07,2.11764705882353e-05,0,324090,1,33,0,105,0,0,0,21.2,24792,6,0,108,-6,0.3,0,1.3,18,0,6,0,0,19.0,853657,0,0,1,4,2160,7337,0,0,522,Liverpool,Sunderland,Tottenham,Stoke,Middlesbrough,4.4,3.4,6.6,6.8,3.8,3.4,5.2,5.0,6.8,4.5,6.7
Jordan,Henderson,MID,LIV,6300000,0,73,3.0,4.76190476190476e-07,1.15873015873016e-05,0,112004,8,28,0,0,0,1,0,11.6,2587,-2,0,73,2,0.1,0,0.7,9,0,7,0,4,1.2,98677,0,250,0,0,2116,143,0,0,467,Burnley,Man City,Everton,Bournemouth,Stoke,0.0,1.7,3.1,2.9,1.9,1.8,2.7,2.5,2.9,1.5,3.3
Jeff,Hendrick,MID,BUR,5300000,2,48,2.3,4.33962264150943e-07,9.0566037735849e-06,0,5629,5,32,0,0,0,2,0,9.1,31,-2,0,48,2,0.1,0,0.7,1,0,5,0,0,0.0,6629,0,0,0,0,1706,83,0,1,160,Liverpool,Sunderland,Tottenham,Stoke,Middlesbrough,1.2,1.5,2.0,2.2,1.2,1.2,2.0,1.2,2.1,1.2,1.6
Wayne,Hennessey,GLK,CRY,4300000,6,55,3.1,7.2093023255814e-07,1.27906976744186e-05,0,138067,1,29,0,53,0,0,0,12.8,3227,-2,0,55,2,1.3,0,5.7,3,0,4,0,0,2.4,63693,0,266,0,1,1620,3252,0,0,312,Watford,Chelsea,Southampton,Arsenal,Leicester,0.0,2.9,2.9,3.3,3.8,3.0,3.7,3.4,3.1,3.7,2.6
Rouwen,Hennings,FWD,BUR,4500000,0,0,0.0,0.0,0.0,0,4003,0,0,0,0,0,0,0,0.0,10,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,677,0,0,0,0,0,7,0,0,0,Liverpool,Sunderland,Tottenham,Stoke,Middlesbrough,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Markus,Henriksen,MID,HUL,4900000,0,16,0.19753086419753102,4.03124212648022e-08,3.26530612244898e-06,0,980,1,12,0,0,0,0,0,3.3,5,-6,0,16,6,0.0,0,0.0,0,0,0,0,0,0.0,968,0,0,0,0,572,8,0,0,64,Swansea,Everton,West Ham,Middlesbrough,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1
Abel,Hernandez,FWD,HUL,5900000,1,44,2.8,4.7457627118644104e-07,7.45762711864407e-06,0,142975,0,14,0,0,0,3,0,7.5,851,-1,0,44,1,0.1,0,0.7,3,0,3,0,1,0.9,128412,0,0,0,1,945,3883,0,0,114,Swansea,Everton,West Ham,Middlesbrough,Man City,3.4,1.7,3.2,3.0,2.3,1.9,3.2,2.2,3.5,2.3,3.2
Luis,Hernandez,DEF,LEI,4200000,0,3,0.8,1.9047619047619e-07,7.142857142857141e-07,0,21046,1,8,0,0,0,0,0,0.7,101,-3,0,3,3,0.0,0,0.0,0,0,0,0,0,0.3,5937,0,0,0,0,327,7,0,0,50,West Ham,Stoke,Sunderland,Everton,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
