FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
Daley,Blind,DEF,MUN,5200000,0,79,4.6,8.846153846153851e-07,1.51923076923077e-05,0,434200,2,13,0,0,0,1,0,15.2,10474,-3,0,79,3,0.6,0,3.0,12,0,7,0,2,4.7,458357,0,477,0,1,1395,580,0,0,417,Middlesbrough,West Brom,Everton,Sunderland,Chelsea,0.0,5.2,6.4,5.6,4.7,5.7,4.2,5.5,6.0,4.6,6.0
Hiram,Boateng,MID,CRY,4500000,0,0,0.0,0.0,0.0,0,663,0,0,0,0,0,0,0,0.0,6,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,543,0,0,0,0,0,4,0,0,0,Watford,Chelsea,Southampton,Arsenal,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Bojan,MID,STK,5500000,0,30,3.3,6e-07,5.45454545454545e-06,0,109097,1,12,0,0,0,3,0,5.5,216,-5,0,30,5,0.0,1,0.0,4,0,0,0,0,0.7,46537,0,360,0,0,475,23,0,0,93,Chelsea,Leicester,Burnley,Liverpool,Hull City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yannick,Bolasie,MID,EVE,5700000,0,45,0.555555555555556,9.74658869395712e-08,7.89473684210526e-06,0,418797,3,14,0,0,0,1,0,7.9,378,-3,0,45,3,0.0,0,0.0,3,0,3,0,4,1.8,292764,0,469,0,0,1048,66,0,0,172,West Brom,Hull City,Liverpool,Man Utd,Leicester,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.3,0.3,0.3
Wilfried,Bony,FWD,STK,6900000,0,29,0.358024691358025,5.18876364286992e-08,4.20289855072464e-06,0,130685,1,12,0,0,0,2,0,4.2,234,-6,0,29,6,0.0,0,0.0,3,0,3,0,0,0.6,113425,0,249,0,1,684,55,0,0,92,Chelsea,Leicester,Burnley,Liverpool,Hull City,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Fabio,Borini,FWD,SUN,5100000,2,27,2.1,4.1176470588235295e-07,5.2941176470588205e-06,0,83930,2,20,0,0,0,1,0,5.3,734,-4,0,27,4,0.3,0,1.7,1,0,3,0,0,0.6,26271,0,280,0,0,968,304,0,0,101,Burnley,Watford,Leicester,Man Utd,West Ham,0.0,2.4,1.4,1.5,1.6,2.0,1.3,2.1,1.7,2.2,1.0
Cameron,Borthwick-Jackson,DEF,MUN,4400000,0,0,0.0,0.0,0.0,0,3028,0,0,0,0,0,0,0,0.0,3,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,114,0,123,0,0,0,1,0,0,0,Middlesbrough,West Brom,Everton,Sunderland,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Artur,Boruc,GLK,BOU,4500000,12,79,3.2,7.11111111111111e-07,1.75555555555556e-05,0,237341,2,49,0,75,0,0,0,17.6,2044,0,0,79,0,1.1,0,5.0,5,0,5,0,0,6.0,259264,0,281,2,2,2250,19781,0,0,444,West Ham,Swansea,Southampton,Liverpool,Chelsea,4.4,3.5,3.1,3.5,3.6,2.3,3.7,2.4,4.2,3.9,2.0
Sofiane,Boufal,MID,SOU,6700000,4,31,0.382716049382716,5.712179841533071e-08,4.62686567164179e-06,0,12630,3,16,0,0,0,1,0,4.6,41,-3,0,31,3,0.3,0,2.0,1,0,3,0,1,0.1,12933,0,0,0,0,734,45,0,0,126,Tottenham,Bournemouth,Crystal Palace,West Brom,Man City,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Jarrod,Bowen,FWD,HUL,4500000,0,5,0.0617283950617284,1.37174211248285e-08,1.11111111111111e-06,0,4990,0,1,0,0,0,0,0,1.1,70,0,0,5,0,0.0,0,0.0,0,0,0,0,0,0.1,5678,0,0,0,0,65,46,0,0,15,Swansea,Everton,West Ham,Middlesbrough,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
George,Boyd,MID,BUR,5100000,2,60,2.3,4.509803921568629e-07,1.1764705882352901e-05,0,11882,2,34,0,0,0,1,0,11.8,258,-4,0,60,4,0.4,0,2.0,0,0,5,0,1,0.2,7396,0,0,0,0,2062,602,0,0,271,Liverpool,Sunderland,Tottenham,Stoke,Middlesbrough,1.2,1.5,2.0,2.2,1.2,1.2,2.0,1.2,2.1,1.2,1.6
Robbie,Brady,MID,BUR,5500000,5,22,0.271604938271605,4.938271604938269e-08,4e-06,0,2452,0,3,0,0,0,1,0,4.0,927,0,0,22,0,1.3,0,7.0,4,0,0,0,2,0.6,30284,0,0,0,0,253,7753,0,0,68,Liverpool,Sunderland,Tottenham,Stoke,Middlesbrough,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Cameron,Brannagan,MID,LIV,4200000,0,0,0.0,0.0,0.0,0,3468,0,0,0,0,0,0,0,0.0,62,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,0.1,2748,0,27,0,0,0,33,0,0,0,Burnley,Man City,Everton,Bournemouth,Stoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Claudio,Bravo,GLK,MCI,5000000,0,59,3.1,6.2e-07,1.18e-05,0,115726,0,25,0,31,0,0,0,11.8,1950,-5,0,59,5,0.0,0,0.0,3,0,4,0,0,1.3,122567,0,0,1,1,1710,228,0,0,309,Liverpool,Arsenal,Chelsea,Hull City,Southampton,0.0,4.2,3.6,2.8,3.8,3.2,3.8,2.9,3.5,3.1,2.5
Miguel,Britos,DEF,WAT,4300000,4,49,2.2,5.11627906976744e-07,1.13953488372093e-05,0,36787,6,33,0,0,0,0,0,11.4,1690,-2,0,49,2,0.5,0,2.3,5,0,4,0,2,0.7,58997,0,205,0,1,1928,2506,0,1,322,Crystal Palace,Sunderland,West Brom,Tottenham,Swansea,0.0,2.0,2.0,2.5,1.2,2.0,1.7,2.8,1.1,1.3,1.9
Leon,Britton,MID,SWA,4400000,0,20,0.24691358024691396,5.61167227833894e-08,4.54545454545455e-06,0,3915,2,22,0,0,0,0,0,4.5,37,-1,0,20,1,0.0,0,0.0,0,0,2,0,0,0.1,1833,0,166,0,0,802,16,0,0,133,Hull City,Bournemouth,Middlesbrough,Tottenham,West Ham,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Marcus,Browne,MID,WHU,4500000,0,0,0.0,0.0,0.0,0,88,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,106,0,0,0,0,0,2,0,0,0,Bournemouth,Leicester,Hull City,Arsenal,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyias,Browning,DEF,EVE,3900000,0,0,0.0,0.0,0.0,0,101094,0,0,0,0,0,0,0,0.0,4696,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,2.5,135690,0,22,0,0,0,199,0,0,0,West Brom,Hull City,Liverpool,Man Utd,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alex,Bruce,DEF,HUL,4000000,0,0,0.0,0.0,0.0,0,6970,0,0,0,0,0,0,0,0.0,85,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,4617,0,0,0,0,0,18,0,0,0,Swansea,Everton,West Ham,Middlesbrough,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris,Brunt,DEF,WBA,5100000,1,76,0.9382716049382719,1.8397482449770002e-07,1.49019607843137e-05,0,69393,4,23,0,0,0,3,0,14.9,6751,1,0,76,-1,0.2,0,1.0,10,0,3,0,3,4.3,241753,0,230,0,2,1632,4188,0,0,328,Everton,Arsenal,Man Utd,Watford,Southampton,0.5,0.7,0.5,0.5,0.7,0.8,0.5,0.5,0.5,0.5,0.5
Reece,Burke,DEF,WHU,4000000,0,0,0.0,0.0,0.0,0,2645,0,0,0,0,0,0,0,0.0,14,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,2461,0,0,0,0,0,12,0,0,0,Bournemouth,Leicester,Hull City,Arsenal,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jack,Butland,GLK,STK,4500000,0,0,0.0,0.0,0.0,0,146255,0,0,0,0,0,0,0,0.0,327,-5,0,0,5,0.0,0,0.0,0,0,0,0,0,0.8,3770,0,341,0,0,0,66,0,0,0,Chelsea,Leicester,Burnley,Liverpool,Hull City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sam,Byram,DEF,WHU,4200000,1,10,0.12345679012345698,2.93944738389183e-08,2.38095238095238e-06,0,31846,3,11,0,0,0,0,0,2.4,118,-3,0,10,3,0.1,0,0.3,0,0,1,0,0,0.3,13660,0,39,0,0,516,198,0,0,80,Bournemouth,Leicester,Hull City,Arsenal,Swansea,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Willy,Caballero,GLK,MCI,4700000,13,34,0.419753086419753,8.930916732335171e-08,7.23404255319149e-06,0,30258,0,4,0,13,0,0,0,7.2,1564,-3,0,34,3,1.4,0,6.7,1,0,4,0,0,0.7,37835,0,45,0,0,720,2984,0,0,156,Liverpool,Arsenal,Chelsea,Hull City,Southampton,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Yohan,Cabaye,MID,CRY,5600000,6,57,0.703703703703704,1.25661375661376e-07,1.01785714285714e-05,0,136466,6,35,0,0,0,2,0,10.2,582,-4,0,57,4,0.7,1,4.0,4,0,4,0,2,1.1,28393,0,397,0,1,1571,319,0,0,291,Watford,Chelsea,Southampton,Arsenal,Leicester,0.0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
Martin,Caceres,DEF,SOU,5000000,0,0,0.0,0.0,0.0,0,14,0,0,0,0,0,0,0,0.0,12,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,109,0,0,0,0,0,55,0,0,0,Tottenham,Bournemouth,Crystal Palace,West Brom,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gary,Cahill,DEF,CHE,6500000,2,127,4.7,7.23076923076923e-07,1.95384615384615e-05,0,243867,2,20,0,0,0,3,0,19.5,18349,5,0,127,-5,0.3,0,2.0,12,0,13,0,0,14.2,545972,1,283,0,2,2423,5545,0,0,560,Stoke,Crystal Palace,Man City,Bournemouth,Man Utd,0.0,5.4,6.4,5.8,5.6,4.4,6.8,4.5,6.3,5.5,5.9
Jonathan,Calleri,FWD,WHU,6600000,0,13,0.160493827160494,2.4317246539468797e-08,1.96969696969697e-06,0,3222,0,3,0,0,0,1,0,2.0,76,-4,0,13,4,0.0,0,0.3,0,0,0,0,0,0.0,3145,0,0,0,0,205,178,0,0,30,Bournemouth,Leicester,Hull City,Arsenal,Swansea,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
,Callum Wilson,FWD,BOU,6100000,0,63,3.1,5.08196721311475e-07,1.0327868852459e-05,0,421113,0,25,0,0,0,6,0,10.3,1554,-4,0,63,4,0.0,0,0.0,2,0,6,0,1,1.3,354408,0,165,0,0,1361,272,0,0,170,West Ham,Swansea,Southampton,Liverpool,Chelsea,0.0,0.0,0.0,0.0,0.0,2.1,3.4,3.1,3.5,4.2,2.8
Dominic,Calvert-Lewin,FWD,EVE,4500000,0,4,0.0493827160493827,1.09739368998628e-08,8.888888888888891e-07,0,1816,0,1,0,0,0,0,0,0.9,33,0,0,4,0,0.0,0,0.0,0,0,0,0,0,0.0,2002,0,0,0,0,58,33,0,0,5,West Brom,Hull City,Liverpool,Man Utd,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Geoff,Cameron,DEF,STK,4200000,12,33,0.407407407407407,9.700176366843029e-08,7.857142857142861e-06,0,23620,0,11,0,0,0,0,0,7.9,204,-3,0,33,3,0.8,0,3.3,2,0,4,0,0,0.2,16456,0,293,0,0,819,1526,0,0,172,Chelsea,Leicester,Burnley,Liverpool,Hull City,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Fraizer,Campbell,FWD,CRY,4400000,0,12,0.148148148148148,3.36700336700337e-08,2.7272727272727298e-06,0,73756,0,3,0,0,0,1,0,2.7,2156,-1,0,12,1,0.0,0,0.0,0,0,0,0,0,1.1,84257,0,12,0,0,120,971,0,0,47,Watford,Chelsea,Southampton,Arsenal,Leicester,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Joel,Campbell,MID,ARS,5900000,0,0,0.0,0.0,0.0,0,5049,0,0,0,0,0,0,0,0.0,8,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,459,0,175,0,0,0,7,0,0,0,West Brom,Man City,West Ham,Crystal Palace,Middlesbrough,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Emre,Can,MID,LIV,4700000,1,63,0.7777777777777779,1.6548463356974e-07,1.3404255319148899e-05,0,169335,4,20,0,0,0,3,0,13.4,2142,-3,0,63,3,0.6,0,3.0,6,0,4,0,2,1.6,158759,0,399,0,0,1381,4930,0,0,274,Burnley,Man City,Everton,Bournemouth,Stoke,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
Etienne,Capoue,MID,WAT,4500000,2,100,3.7,8.22222222222222e-07,2.22222222222222e-05,0,1454451,3,44,0,0,0,5,0,21.7,68454,0,1,100,0,0.4,0,2.0,14,0,4,0,2,25.9,2230511,0,347,0,3,2356,8454,-1,0,411,Crystal Palace,Sunderland,West Brom,Tottenham,Swansea,0.0,3.2,5.0,3.8,2.0,4.0,3.6,3.0,3.2,2.7,3.1
Baily,Cargill,DEF,BOU,4000000,1,1,0.0123456790123457,3.08641975308642e-09,2.5e-07,0,140,0,0,0,0,0,0,0,0.3,66,0,0,1,0,0.1,0,0.3,0,0,0,0,0,0.0,946,0,0,0,0,13,592,0,0,5,West Ham,Swansea,Southampton,Liverpool,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Michael,Carrick,MID,MUN,4300000,1,23,0.283950617283951,6.60350272753374e-08,5.34883720930233e-06,0,114292,1,7,0,0,0,0,0,5.3,3338,-2,0,23,2,0.1,0,0.5,0,0,3,0,0,1.5,119485,0,275,0,0,892,601,0,0,158,Middlesbrough,West Brom,Everton,Sunderland,Chelsea,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Andy,Carroll,FWD,WHU,6300000,2,49,3.8,6.03174603174603e-07,7.777777777777781e-06,0,483762,2,16,0,0,0,6,0,7.9,5924,-2,-1,49,2,0.1,0,0.7,5,0,3,0,0,4.8,393658,0,381,0,1,889,84848,1,0,198,Bournemouth,Leicester,Hull City,Arsenal,Swansea,4.0,5.4,4.5,3.7,4.9,4.4,4.2,3.5,4.7,5.0,3.5
Tom,Carroll,MID,SWA,4300000,6,21,0.25925925925925897,6.02928509905254e-08,4.88372093023256e-06,0,22168,0,8,0,0,0,0,0,4.9,2206,-2,-1,21,2,0.9,0,3.7,1,0,1,0,2,1.7,85684,0,93,0,0,510,14141,1,0,102,Hull City,Bournemouth,Middlesbrough,Tottenham,West Ham,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Cameron,Carter-Vickers,DEF,TOT,4300000,0,0,0.0,0.0,0.0,0,1895,0,0,0,0,0,0,0,0.0,15,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.0,856,0,0,0,0,0,10,0,0,0,Southampton,Burnley,Swansea,Watford,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Craig,Cathcart,DEF,WAT,4300000,0,11,0.135802469135802,3.15819695664657e-08,2.55813953488372e-06,0,18824,3,16,0,0,0,0,0,2.6,94,-2,0,11,2,0.2,0,0.7,0,0,0,0,0,0.2,4213,0,335,0,0,802,19,0,0,92,Crystal Palace,Sunderland,West Brom,Tottenham,Swansea,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Lee,Cattermole,MID,SUN,4200000,0,3,0.037037037037037,8.81834215167548e-09,7.142857142857141e-07,0,6254,1,3,0,0,0,0,0,0.7,76,-3,0,3,3,0.0,0,0.0,0,0,0,0,0,0.1,2400,0,246,0,0,175,56,0,0,17,Burnley,Watford,Leicester,Man Utd,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Santiago,Cazorla,MID,ARS,7000000,0,38,4.8,6.85714285714286e-07,5.4285714285714306e-06,0,372397,2,5,0,0,0,2,0,5.4,221,-5,0,38,5,0.0,0,0.0,5,0,4,0,2,1.5,330071,0,259,0,0,618,17,0,0,159,West Brom,Man City,West Ham,Crystal Palace,Middlesbrough,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Petr,Cech,GLK,ARS,5400000,2,89,3.4,6.2962962962963e-07,1.64814814814815e-05,0,472995,2,31,0,78,0,0,0,16.5,10351,-1,0,89,1,0.8,0,4.5,0,0,8,0,0,13.3,291430,1,409,0,0,2340,815,0,0,462,West Brom,Man City,West Ham,Crystal Palace,Middlesbrough,0.0,3.6,3.6,4.7,4.0,3.1,3.7,2.7,3.0,3.5,3.8
,Cedric,DEF,SOU,4800000,0,64,3.4,7.08333333333333e-07,1.3333333333333301e-05,0,149872,2,23,0,0,0,0,0,13.3,4120,-2,0,64,2,0.7,0,3.5,11,0,6,0,1,1.6,163952,0,320,0,1,1547,1114,0,0,377,Tottenham,Bournemouth,Crystal Palace,West Brom,Man City,0.0,2.5,4.6,4.3,3.4,3.7,2.9,4.5,3.8,3.0,4.5
Nacer,Chadli,MID,WBA,6000000,2,90,1.11111111111111,1.85185185185185e-07,1.4999999999999999e-05,0,288525,1,19,0,0,0,5,0,15.0,5559,-5,0,90,5,0.7,0,4.3,8,0,5,0,5,2.3,352322,0,173,0,2,1438,7757,0,0,280,Everton,Arsenal,Man Utd,Watford,Southampton,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.8,0.6,0.6,0.6
Nathaniel,Chalobah,MID,CHE,4500000,0,10,0.12345679012345698,2.74348422496571e-08,2.22222222222222e-06,0,932,1,0,0,0,0,0,0,2.2,12,0,0,10,0,0.0,0,0.0,0,0,0,0,1,0.0,997,0,0,0,0,79,5,0,0,35,Stoke,Crystal Palace,Man City,Bournemouth,Man Utd,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
,Chamberlain,MID,ARS,5800000,2,62,0.765432098765432,1.3197105151128098e-07,1.06896551724138e-05,0,153278,0,16,0,0,0,2,0,10.7,776,-2,0,62,2,0.4,0,2.5,2,0,3,0,4,1.2,118716,0,186,0,1,1144,482,0,0,299,West Brom,Man City,West Ham,Crystal Palace,Middlesbrough,0.0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
Calum,Chambers,DEF,MID,4400000,0,66,3.5,7.95454545454545e-07,1.4999999999999999e-05,0,259168,4,23,0,0,0,1,0,15.0,21267,-1,0,66,1,0.5,0,2.3,6,0,6,0,1,4.3,288795,0,70,0,0,1710,550,0,0,398,Man Utd,Swansea,Hull City,Burnley,Arsenal,0.0,3.2,3.3,3.5,4.4,4.8,3.7,3.8,3.1,4.7,4.0
James,Chester,DEF,WBA,4500000,0,0,0.0,0.0,0.0,0,4603,0,0,0,0,0,0,0,0.0,7,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,167,0,85,0,0,0,3,0,0,0,Everton,Arsenal,Man Utd,Watford,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Benjamin,Chilwell,DEF,LEI,4300000,0,9,0.111111111111111,2.5839793281653704e-08,2.09302325581395e-06,0,8617,1,5,0,0,0,0,0,2.1,192,-2,0,9,2,0.1,0,0.3,0,0,1,0,0,0.1,4200,0,0,0,0,316,37,0,0,58,West Ham,Stoke,Sunderland,Everton,Crystal Palace,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Pedro,Chirivella,MID,LIV,4200000,0,0,0.0,0.0,0.0,0,3416,0,0,0,0,0,0,0,0.0,53,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,0.1,2969,0,2,0,0,0,15,0,0,0,Burnley,Man City,Everton,Bournemouth,Stoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Christian Benteke,FWD,CRY,7100000,1,85,3.4,4.788732394366201e-07,1.19718309859155e-05,0,881436,6,42,0,0,0,9,0,12.0,24758,-4,0,85,4,0.2,2,1.7,7,0,4,0,1,4.2,924897,0,315,0,1,2174,1316,0,0,226,Watford,Chelsea,Southampton,Arsenal,Leicester,0.0,3.8,2.6,3.5,3.4,4.5,3.6,4.4,3.6,4.5,3.3
Josh,Clackstone,DEF,HUL,4000000,0,0,0.0,0.0,0.0,0,5459,0,0,0,0,0,0,0,0.0,89,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,6716,0,0,0,0,0,3,0,0,0,Swansea,Everton,West Ham,Middlesbrough,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordy,Clasie,MID,SOU,4600000,1,25,0.30864197530864196,6.709608158883519e-08,5.43478260869565e-06,0,4403,3,14,0,0,0,0,0,5.4,39,-4,0,25,4,0.1,0,0.5,0,0,1,0,1,0.1,2394,0,183,0,0,848,13,0,0,115,Tottenham,Bournemouth,Crystal Palace,West Brom,Man City,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Adam,Clayton,MID,MID,4300000,2,46,2.0,4.65116279069767e-07,1.06976744186047e-05,0,55018,6,22,0,0,0,0,0,10.7,3543,-2,0,46,2,0.3,0,1.3,0,0,7,0,1,1.0,74586,0,0,0,0,1814,310,0,0,292,Man Utd,Swansea,Hull City,Burnley,Arsenal,0.0,1.4,1.1,1.4,2.2,1.1,1.0,1.1,1.0,1.5,1.0
Tom,Cleverley,MID,WAT,5100000,2,30,0.37037037037037,7.26216412490922e-08,5.88235294117647e-06,0,10319,3,20,0,0,0,0,0,5.9,474,-4,0,30,4,0.3,0,1.7,0,0,0,0,2,0.2,5144,0,241,0,0,961,48,0,0,161,Crystal Palace,Sunderland,West Brom,Tottenham,Swansea,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Gael,Clichy,DEF,MCI,5200000,15,61,3.8,7.307692307692309e-07,1.1730769230769198e-05,0,59313,0,16,0,0,0,1,0,11.7,553,-3,0,61,3,1.0,0,5.0,8,0,5,0,0,1.1,30857,0,166,0,2,1354,693,0,0,339,Liverpool,Arsenal,Chelsea,Hull City,Southampton,0.0,5.5,4.7,3.8,5.0,4.3,5.0,3.9,4.7,4.2,3.5
Sam,Clucas,MID,HUL,4700000,9,55,2.1,4.4680851063829794e-07,1.17021276595745e-05,0,4662,6,49,0,0,0,1,0,11.7,195,-3,0,55,3,0.6,0,2.7,2,0,3,0,1,0.1,6675,0,0,0,0,2229,3819,0,1,336,Swansea,Everton,West Ham,Middlesbrough,Man City,1.7,1.0,1.2,1.9,1.0,1.0,2.2,1.0,2.3,1.2,1.6
Nathaniel,Clyne,DEF,LIV,5800000,2,85,3.3,5.68965517241379e-07,1.46551724137931e-05,0,488129,0,33,0,0,0,0,0,14.7,4049,3,0,85,-3,0.5,0,3.0,9,0,7,0,2,9.9,457632,0,387,0,1,2340,42332,0,0,513,Burnley,Man City,Everton,Bournemouth,Stoke,4.2,2.9,3.8,4.5,3.1,3.2,4.1,2.4,4.4,3.8,4.0
Seamus,Coleman,DEF,EVE,6000000,1,121,5.0,8.33333333333333e-07,2.01666666666667e-05,0,256395,3,28,0,0,0,4,0,20.2,4513,5,-1,121,-5,1.1,0,6.7,15,0,8,0,4,18.0,869504,0,327,0,4,2136,91693,1,0,495,West Brom,Hull City,Liverpool,Man Utd,Leicester,7.4,7.5,5.6,4.6,6.6,7.2,6.0,6.8,5.4,6.5,5.9
James,Collins,DEF,WHU,4200000,0,32,0.39506172839506204,9.406231628453849e-08,7.61904761904762e-06,0,359487,1,17,0,0,0,1,0,7.6,1916,-3,0,32,3,0.1,0,0.3,3,0,2,0,0,3.7,345966,0,217,0,1,845,1125,0,0,185,Bournemouth,Leicester,Hull City,Arsenal,Swansea,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Lewis,Cook,MID,BOU,4200000,0,2,0.0246913580246914,5.87889476778366e-09,4.76190476190476e-07,0,32736,0,3,0,0,0,0,0,0.5,769,-3,0,2,3,0.0,0,0.0,0,0,0,0,0,0.8,24355,0,0,0,0,80,621,0,0,10,West Ham,Swansea,Southampton,Liverpool,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Steve,Cook,DEF,BOU,4800000,2,76,2.8,5.83333333333333e-07,1.58333333333333e-05,0,124930,4,52,0,0,0,2,0,15.8,2326,-2,0,76,2,0.4,0,2.0,12,0,6,0,0,2.6,191137,1,443,0,1,2430,9555,0,0,542,West Ham,Swansea,Southampton,Liverpool,Chelsea,3.7,2.9,2.5,2.9,3.0,1.9,3.1,2.0,3.5,3.3,1.6
Francis,Coquelin,MID,ARS,4300000,0,42,1.9,4.4186046511627905e-07,9.76744186046512e-06,0,163305,4,24,0,0,0,0,0,9.8,3932,-2,0,42,2,0.3,0,1.5,1,0,4,0,1,2.1,144849,0,246,0,0,1478,864,0,0,253,West Brom,Man City,West Ham,Crystal Palace,Middlesbrough,0.0,1.0,1.0,1.0,1.1,1.1,1.9,1.0,1.2,1.0,1.4
Jack,Cork,MID,SWA,4600000,1,38,1.7,3.69565217391304e-07,8.26086956521739e-06,0,4370,6,43,0,0,0,0,0,8.3,37,-4,0,38,4,0.4,0,1.7,0,0,2,0,1,0.1,1785,2,376,0,0,1776,102,0,0,265,Hull City,Bournemouth,Middlesbrough,Tottenham,West Ham,1.1,0.8,1.3,1.0,0.8,1.1,1.2,0.9,1.2,1.2,1.1
,Costa,FWD,CHE,10500000,9,154,6.2,5.90476190476191e-07,1.4666666666666698e-05,0,2324259,5,20,0,0,0,17,0,14.5,115077,10,1,154,-10,0.5,1,5.7,22,0,11,0,7,34.0,3280712,0,533,0,3,2212,31165,-1,0,564,Stoke,Crystal Palace,Man City,Bournemouth,Man Utd,0.0,6.9,8.3,8.5,7.4,7.1,9.1,6.3,8.8,7.1,9.1
