FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW6Forecast,GW7Forecast,GW8Forecast,GW9Forecast,GW10Forecast,GW11Forecast,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Laurent,Koscielny,DEF,ARS,6000000,7,13,4.3,7.16666666666667e-07,2.16666666666667e-06,0,13017,0,4,0,0,0,0,0,2.2,2331,0,0,13,0,0.7,0,4.3,1,0,2,0,0,1.0,17593,0,0,0,0,270,7618,0,0,80,West Brom,Brighton,Watford,Everton,Swansea,6.4,6.4,6.0,2.2,4.7,2.2,5.8,2.6,6.1,5.3,4.3,2.2,5.9,6.4,3.7,3.6,5.8,2.4,6.4,5.0,6.2,5.4,4.0,3.5,5.7,2.2,6.4,5.6,2.8,6.4,2.2,5.4,2.5,13.0
Cheikhou,Kouyate,MID,WHU,5000000,3,7,0.46666666666666706,9.33333333333333e-08,1.4e-06,0,1110,0,2,0,0,0,0,0,1.4,266,0,0,7,0,0.5,0,2.3,0,0,2,0,0,0.1,1550,0,0,0,0,199,469,0,0,28,Tottenham,Swansea,Burnley,Brighton,Crystal Palace,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.3,0.2,0.2,0.2,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.4,4.7
Tim,Krul,GLK,BHA,4000000,0,0,0.0,0.0,0.0,0,5380,0,0,0,0,0,0,0,0.0,2397,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.6,26148,0,0,0,0,0,9496,0,0,0,Newcastle,Arsenal,Everton,West Ham,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Grzegorz,Krychowiak,MID,WBA,5000000,3,5,0.33333333333333304,6.66666666666667e-08,1e-06,0,2689,0,3,0,0,0,0,0,1.0,930,0,0,5,0,0.5,0,2.5,0,0,1,0,0,0.2,9552,0,0,0,0,180,1464,0,0,29,Arsenal,Watford,Leicester,Southampton,Man City,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,2.6
Alexandre,Lacazette,FWD,ARS,10300000,2,17,3.4,3.3009708737864103e-07,1.6504854368931999e-06,0,484157,0,5,0,0,0,2,0,1.6,95660,-2,1,17,2,0.3,0,3.0,0,0,2,0,0,10.4,146757,0,0,0,0,335,21472,-1,0,75,West Brom,Brighton,Watford,Everton,Swansea,3.8,4.9,3.2,2.0,2.6,1.7,2.7,2.1,4.0,3.8,2.1,1.7,3.7,5.1,2.7,1.7,3.4,2.4,5.0,2.8,5.1,2.4,3.2,2.3,2.9,1.7,5.1,3.1,1.7,5.1,1.7,4.3,1.7,30.4
Olayinka Fredrick Oladotun,Ladapo,FWD,CRY,4500000,0,0,0.0,0.0,0.0,0,17506,0,0,0,0,0,0,0,0.0,6507,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.7,41984,0,0,0,0,0,18004,0,0,0,Man City,Man Utd,Chelsea,Newcastle,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adam,Lallana,MID,LIV,7400000,0,0,0.0,0.0,0.0,0,29017,0,0,0,0,0,0,0,0.0,1274,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.4,997,0,0,0,0,0,111,0,0,0,Leicester,Newcastle,Man Utd,Tottenham,Huddersfield,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Erik,Lamela,MID,TOT,6400000,0,0,0.0,0.0,0.0,0,2353,0,0,0,0,0,0,0,0.0,188,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,461,0,0,0,0,0,79,0,0,0,West Ham,Huddersfield,Bournemouth,Liverpool,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Manuel,Lanzini,MID,WHU,6800000,0,1,0.0666666666666667,9.80392156862745e-09,1.47058823529412e-07,0,40167,0,2,0,0,0,0,0,0.1,3933,-2,1,1,2,0.0,0,0.3,0,0,0,0,0,0.6,5431,0,0,0,0,45,132,-1,0,5,Tottenham,Swansea,Burnley,Brighton,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3
Jamaal,Lascelles,DEF,NEW,4600000,8,31,6.2,1.34782608695652e-06,6.739130434782611e-06,0,47384,1,4,0,0,0,2,0,6.9,20686,1,-1,31,-1,2.1,0,9.7,3,0,2,0,0,9.4,417080,0,0,0,1,443,346408,1,0,111,Brighton,Liverpool,Southampton,Crystal Palace,Burnley,7.8,9.3,9.3,8.4,7.5,9.3,5.5,6.9,8.0,8.1,8.1,8.8,5.0,6.4,5.6,8.7,7.0,6.6,6.1,7.7,8.1,7.4,7.3,5.7,7.5,9.3,8.7,5.5,9.3,6.5,8.5,9.3,8.2,21.8
,Lee Chung-yong,MID,CRY,4400000,0,3,0.2,4.54545454545455e-08,6.81818181818182e-07,0,14464,0,2,0,0,0,0,0,0.7,5048,-1,0,3,1,0.2,0,1.0,0,0,0,0,0,0.8,38474,0,0,0,0,109,7322,0,0,8,Man City,Man Utd,Chelsea,Newcastle,West Ham,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,4.2
Adam,Legzdins,GLK,BUR,4000000,0,0,0.0,0.0,0.0,0,528,0,0,0,0,0,0,0,0.0,528,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,3315,0,0,0,0,0,3315,0,0,0,Huddersfield,Everton,West Ham,Man City,Newcastle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Florian,Lejeune,DEF,NEW,4400000,0,1,0.0666666666666667,1.5151515151515202e-08,2.2727272727272702e-07,0,24022,0,0,0,0,0,0,0,0.2,2177,-1,0,1,1,0.0,0,0.0,0,0,0,0,0,0.2,1148,0,0,0,0,33,89,0,0,4,Brighton,Liverpool,Southampton,Crystal Palace,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3
Jonathan,Leko,MID,WBA,4500000,0,0,0.0,0.0,0.0,0,2928,0,0,0,0,0,0,0,0.0,384,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,546,0,0,0,0,0,9,0,0,0,Arsenal,Watford,Leicester,Southampton,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mario,Lemina,MID,SOU,5000000,3,8,0.5333333333333329,1.06666666666667e-07,1.6e-06,0,8121,0,1,0,0,0,0,0,1.6,1265,0,0,8,0,0.4,0,2.0,0,0,2,0,0,0.2,8791,0,0,0,0,217,4712,0,0,52,Man Utd,Stoke,Newcastle,West Brom,Brighton,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.5,0.3,0.3,0.3,0.3,0.3,0.3,0.3,10.4
Aaron,Lennon,MID,EVE,5400000,0,1,0.0666666666666667,1.23456790123457e-08,1.85185185185185e-07,0,3071,0,0,0,0,0,0,0,0.2,483,-1,1,1,1,0.1,0,0.3,0,0,0,0,0,0.1,972,0,0,0,0,7,181,-1,0,4,Bournemouth,Burnley,Brighton,Arsenal,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3
,Lewis Cook,MID,BOU,4400000,0,0,0.0,0.0,0.0,0,17840,0,0,0,0,0,0,0,0.0,3593,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.8,10301,0,0,0,0,0,2487,0,0,0,Everton,Leicester,Tottenham,Stoke,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Victor,Lindelof,DEF,MUN,5000000,0,0,0.0,0.0,0.0,0,220709,0,0,0,0,0,0,0,0.0,10240,-5,1,0,5,0.0,0,0.0,0,0,0,0,0,1.3,5756,0,0,0,0,0,426,-1,0,0,Southampton,Crystal Palace,Liverpool,Huddersfield,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jesse,Lingard,MID,MUN,5900000,4,10,0.666666666666667,1.1299435028248599e-07,1.69491525423729e-06,0,10416,0,0,0,0,0,0,0,1.7,1196,-1,0,10,1,0.5,0,3.0,0,0,0,0,2,0.3,4508,0,0,0,0,51,1109,0,0,31,Southampton,Crystal Palace,Liverpool,Huddersfield,Tottenham,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.6,0.3,0.3,12.6
Jake,Livermore,MID,WBA,5000000,0,10,2.5,5e-07,2e-06,0,7087,0,4,0,0,0,0,0,2.0,2626,0,0,10,0,0.3,0,1.3,0,0,2,0,0,0.2,5147,0,0,0,0,340,90,0,0,43,Arsenal,Watford,Leicester,Southampton,Man City,1.6,1.2,1.7,2.4,1.5,1.7,2.1,2.6,2.2,2.7,3.8,1.2,1.6,1.3,3.4,3.4,1.5,2.0,2.4,1.7,1.5,2.1,2.1,2.9,2.8,2.1,2.0,2.0,1.2,2.8,2.0,1.2,2.6,9.9
Fernando,Llorente,FWD,TOT,7400000,1,1,1.0,1.35135135135135e-07,1.35135135135135e-07,0,6773,0,0,0,0,0,0,0,0.1,1090,-1,0,1,1,0.0,0,0.3,0,0,0,0,0,0.1,3536,0,0,0,0,16,1175,0,0,3,West Ham,Huddersfield,Bournemouth,Liverpool,Man Utd,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,1.0,0.5,0.5,0.5,0.7,0.5,0.7,0.9,0.5,0.7,0.5,0.5,0.5,0.9,0.5,0.8,0.5,0.5,0.5,0.5,0.8,0.5,0.5,0.5,0.3
Hugo,Lloris,GLK,TOT,5500000,6,22,4.4,8e-07,4e-06,0,129719,0,3,0,6,0,0,0,4.0,21854,0,0,22,0,0.9,0,4.7,0,0,3,0,0,12.9,90482,0,0,0,0,450,11079,0,0,94,West Ham,Huddersfield,Bournemouth,Liverpool,Man Utd,4.9,5.6,4.3,4.6,4.2,4.1,3.9,4.2,4.2,6.6,5.0,4.4,4.7,5.7,3.0,6.5,6.6,3.7,6.6,2.7,4.4,4.3,6.6,3.6,5.5,3.4,6.1,5.5,2.2,6.5,3.1,6.6,3.1,5.4
Ruben,Loftus-Cheek,MID,CRY,4500000,2,6,2.0,4.44444444444444e-07,1.33333333333333e-06,0,273128,0,5,0,0,0,0,0,1.3,32512,0,0,6,0,0.2,0,0.7,0,0,0,0,0,7.2,113083,0,0,0,0,257,16224,0,0,53,Man City,Man Utd,Chelsea,Newcastle,West Ham,1.2,1.0,1.4,1.4,2.9,1.9,2.4,1.8,1.2,1.2,2.2,1.0,1.2,2.9,2.5,1.0,1.7,1.3,1.1,1.0,1.5,1.8,1.0,1.0,1.5,1.2,2.0,1.5,1.3,2.2,1.9,1.0,1.2,17.0
Jason,Lokilo,MID,CRY,4400000,0,0,0.0,0.0,0.0,0,7041,0,0,0,0,0,0,0,0.0,2624,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.2,7946,0,0,0,0,0,3874,0,0,0,Man City,Man Utd,Chelsea,Newcastle,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joe,Lolley,MID,HUD,4400000,0,0,0.0,0.0,0.0,0,1913,0,0,0,0,0,0,0,0.0,468,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,1637,0,0,0,0,0,509,0,0,0,Burnley,Tottenham,Swansea,Man Utd,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kevin,Long,DEF,BUR,4000000,0,0,0.0,0.0,0.0,0,56732,0,0,0,0,0,0,0,0.0,10128,0,0,0,0,0.0,0,0.0,0,0,0,0,0,2.4,24702,0,0,0,0,0,3036,0,0,0,Huddersfield,Everton,West Ham,Man City,Newcastle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shane,Long,FWD,SOU,5800000,1,4,1.0,1.7241379310344802e-07,6.89655172413793e-07,0,18702,1,0,0,0,0,0,0,0.7,2027,-2,0,4,2,0.2,0,1.0,0,0,1,0,0,0.4,3876,0,0,0,0,147,1291,0,0,13,Man Utd,Stoke,Newcastle,West Brom,Brighton,0.5,0.5,0.5,0.5,0.7,0.5,0.5,0.6,0.5,0.7,0.6,0.5,0.5,0.5,0.7,0.5,0.5,1.0,0.5,0.5,0.5,0.6,0.6,0.6,0.5,0.9,0.5,0.5,0.5,0.5,0.7,0.6,0.5,8.0
Ademola,Lookman,MID,EVE,5300000,0,0,0.0,0.0,0.0,0,5527,0,0,0,0,0,0,0,0.0,593,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.1,524,0,0,0,0,0,53,0,0,0,Bournemouth,Burnley,Brighton,Arsenal,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jonas,Lossl,GLK,HUD,4600000,2,26,5.2,1.1304347826087e-06,5.65217391304348e-06,0,74083,0,3,0,13,0,0,0,5.7,23983,1,0,26,-1,0.7,0,3.0,3,0,3,0,0,8.7,312399,0,0,0,1,450,15400,0,0,111,Burnley,Tottenham,Swansea,Man Utd,Liverpool,5.6,6.2,7.8,6.0,4.0,7.4,5.3,4.5,3.5,4.7,7.5,6.7,7.8,7.5,7.8,6.2,3.8,7.8,5.3,7.8,3.8,7.8,6.4,7.8,5.3,7.3,5.8,6.3,6.1,6.1,7.2,4.3,7.8,9.6
Dejan,Lovren,DEF,LIV,5400000,0,7,0.46666666666666706,8.641975308641971e-08,1.2962962962963e-06,0,50207,1,3,0,0,0,0,0,1.3,15092,-1,0,7,1,0.3,0,1.7,0,0,1,0,0,1.1,8155,0,0,0,0,181,238,0,0,41,Leicester,Newcastle,Man Utd,Tottenham,Huddersfield,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.5,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.3,7.2
Chris,Lowe,DEF,HUD,4500000,2,26,5.2,1.1555555555555598e-06,5.7777777777777805e-06,0,35732,0,1,0,0,0,0,0,5.8,13020,0,0,26,0,1.0,0,4.7,0,0,4,0,0,2.9,129584,0,0,0,0,422,41434,0,0,106,Burnley,Tottenham,Swansea,Man Utd,Liverpool,5.6,6.2,7.8,6.0,4.0,7.4,5.3,4.5,3.5,4.7,7.5,6.7,7.8,7.5,7.8,6.2,3.8,7.8,5.3,7.8,3.8,7.8,6.4,7.8,5.3,7.3,5.8,6.3,6.1,6.1,7.2,4.3,7.8,9.4
Matthew,Lowton,DEF,BUR,4500000,2,16,3.2,7.11111111111111e-07,3.55555555555556e-06,0,16651,0,5,0,0,0,0,0,3.6,3073,0,0,16,0,0.7,0,3.3,0,0,1,0,1,1.1,18338,0,0,0,0,450,4071,0,0,79,Huddersfield,Everton,West Ham,Man City,Newcastle,3.3,2.4,4.8,2.3,3.2,4.3,2.2,3.9,2.8,2.0,3.0,4.3,3.8,3.1,2.0,2.9,4.1,4.3,2.6,3.1,1.8,4.7,2.9,3.4,2.4,3.1,3.9,4.8,3.0,2.8,4.0,1.8,3.8,15.2
Leiva,Lucas,MID,LIV,4500000,0,0,0.0,0.0,0.0,0,803,0,0,0,0,0,0,0,0.0,59,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,111,0,0,0,0,0,14,0,0,0,Leicester,Newcastle,Man Utd,Tottenham,Huddersfield,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Romelu,Lukaku,FWD,MUN,11700000,12,37,7.4,6.324786324786329e-07,3.16239316239316e-06,0,343519,0,2,0,0,0,5,0,3.2,119843,2,0,37,-2,0.5,1,6.0,6,0,4,0,1,55.5,639701,0,0,0,2,450,89246,0,0,132,Southampton,Crystal Palace,Liverpool,Huddersfield,Tottenham,9.6,10.6,7.1,7.5,7.8,7.6,10.0,10.9,11.1,6.7,8.9,11.1,8.0,7.8,10.5,8.6,7.8,11.1,9.0,10.4,10.4,7.8,9.2,8.9,11.1,6.8,7.5,8.1,10.1,7.8,11.1,8.5,8.2,66.8
Levi,Lumeka,MID,CRY,4500000,0,1,0.0666666666666667,1.48148148148148e-08,2.22222222222222e-07,0,92,0,0,0,0,0,0,0,0.2,50,0,0,1,0,0.1,0,0.5,0,0,0,0,0,0.0,173,0,0,0,0,25,70,0,0,3,Man City,Man Utd,Chelsea,Newcastle,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3
Niki,Maenpaa,GLK,BHA,4000000,0,0,0.0,0.0,0.0,0,17223,0,0,0,0,0,0,0,0.0,3435,0,0,0,0,0.0,0,0.0,0,0,0,0,0,1.2,12670,0,0,0,0,0,6866,0,0,0,Newcastle,Arsenal,Everton,West Ham,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Harry,Maguire,DEF,LEI,5100000,2,22,4.4,8.627450980392159e-07,4.31372549019608e-06,0,118282,0,9,0,0,0,1,0,4.3,30127,1,0,22,-1,0.3,0,1.3,3,0,1,0,1,6.6,293123,0,0,0,1,450,12909,0,0,113,Liverpool,Bournemouth,West Brom,Swansea,Everton,6.6,3.6,6.5,6.2,6.1,3.6,3.8,3.0,5.6,5.3,3.9,5.5,6.4,5.1,6.6,2.6,6.0,4.2,5.5,3.0,4.5,2.8,6.6,6.5,4.9,6.6,4.7,5.8,3.8,5.4,5.0,6.6,6.5,23.4
Riyad,Mahrez,MID,LEI,8500000,2,22,4.4,5.17647058823529e-07,2.58823529411765e-06,0,136636,0,9,0,0,0,0,0,2.6,46121,0,0,22,0,0.2,0,2.0,2,0,1,0,3,4.9,176555,0,0,0,1,450,10755,0,0,74,Liverpool,Bournemouth,West Brom,Swansea,Everton,6.6,4.0,5.0,6.6,6.6,2.6,4.3,2.9,3.8,5.3,3.9,4.6,6.4,4.5,5.5,2.4,5.6,4.0,3.7,4.3,5.3,3.3,6.3,6.6,3.2,6.6,3.2,5.7,3.8,4.5,5.0,6.6,4.9,36.1
Ainsley,Maitland-Niles,MID,ARS,4500000,0,0,0.0,0.0,0.0,0,54,0,0,0,0,0,0,0,0.0,54,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,154,0,0,0,0,0,154,0,0,0,West Brom,Brighton,Watford,Everton,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Scott,Malone,DEF,HUD,4300000,0,0,0.0,0.0,0.0,0,4613,0,2,0,0,0,0,0,0.0,549,-2,1,0,2,0.0,0,0.0,0,0,0,0,0,0.1,748,0,0,0,0,27,217,-1,0,9,Burnley,Tottenham,Swansea,Man Utd,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1
Sadio,Mane,MID,LIV,9400000,0,20,1.33333333333333,1.41843971631206e-07,2.12765957446809e-06,0,1080926,1,8,0,0,0,3,0,2.1,205814,-1,1,20,1,0.2,0,2.0,0,0,2,0,0,10.9,432408,0,0,0,0,289,1752,-1,1,78,Leicester,Newcastle,Man Utd,Tottenham,Huddersfield,0.0,0.7,0.7,0.7,1.0,0.7,0.7,1.0,0.7,0.7,1.7,0.9,0.7,0.7,0.9,1.3,0.7,0.7,1.1,0.7,0.7,0.7,2.0,1.1,0.7,0.7,0.7,0.7,1.5,0.7,1.3,0.7,0.9,38.5
Eliaquim,Mangala,DEF,MCI,5000000,0,1,0.0666666666666667,1.33333333333333e-08,2e-07,0,2000,0,0,0,0,0,0,0,0.2,587,0,0,1,0,0.1,0,0.3,0,0,0,0,0,0.1,1959,0,0,0,0,19,495,0,0,3,Crystal Palace,Chelsea,Stoke,Burnley,West Brom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
Javier,Manquillo,DEF,NEW,4500000,0,16,4.0,8.888888888888891e-07,3.55555555555556e-06,0,26617,0,3,0,0,0,0,0,3.6,7817,0,0,16,0,1.0,0,4.3,1,0,2,0,0,1.0,15062,0,0,0,0,360,1716,0,0,73,Brighton,Liverpool,Southampton,Crystal Palace,Burnley,5.0,5.6,5.6,5.4,4.0,5.4,2.7,4.4,5.2,4.4,4.4,4.9,2.4,3.3,2.8,5.5,3.8,3.4,3.1,4.1,5.2,3.9,3.8,2.9,4.2,6.0,4.8,2.7,5.4,3.3,5.5,6.0,4.5,15.5
Solomon,March,MID,BHA,5000000,7,18,3.6,7.2e-07,3.6000000000000003e-06,0,5626,1,7,0,0,0,1,0,3.6,2224,0,0,18,0,0.9,0,4.7,0,0,1,0,1,0.3,11754,0,0,0,0,436,8293,0,0,83,Newcastle,Arsenal,Everton,West Ham,Southampton,4.0,2.8,5.4,2.6,2.9,5.4,4.5,1.8,4.6,4.8,2.9,4.2,3.6,2.3,3.5,3.4,5.1,2.9,3.7,4.0,5.4,2.4,3.6,5.4,4.0,2.9,4.7,3.8,4.3,2.4,3.4,2.9,2.2,29.7
Adrian,Mariappa,DEF,WAT,4000000,-1,0,0.0,0.0,0.0,0,63232,0,6,0,0,0,0,0,0.0,10713,0,0,0,0,0.0,0,0.0,0,0,0,0,0,2.9,25297,0,0,0,0,119,4232,0,0,15,Swansea,West Brom,Arsenal,Chelsea,Stoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4
Dean,Marney,MID,BUR,4500000,0,0,0.0,0.0,0.0,0,579,0,0,0,0,0,0,0,0.0,70,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,202,0,0,0,0,0,46,0,0,0,Huddersfield,Everton,West Ham,Man City,Newcastle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
