FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Adam,Lallana,MID,LIV,7300000,0,0,0.0,0.0,0.0,0,32188,0,0,0,0,0,0,0,0.0,340,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.3,2068,0,0,0,0,0,601,0,0,0,Southampton,Chelsea,Stoke,Brighton,Everton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Erik,Lamela,MID,TOT,6300000,0,0,0.0,0.0,0.0,0,2953,0,0,0,0,0,0,0,0.0,80,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.0,825,0,0,0,0,0,56,0,0,0,Arsenal,West Brom,Leicester,Watford,Stoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Manuel,Lanzini,MID,WHU,6800000,6,14,1.27272727272727,1.8716577540107e-07,2.05882352941176e-06,0,49207,1,12,0,0,0,1,0,2.1,1231,-2,0,14,2,0.5,0,3.3,0,0,0,0,0,0.6,17611,0,0,0,0,430,2890,0,0,79,Watford,Leicester,Everton,Man City,Chelsea,0.6,0.9,0.7,0.6,0.6,1.1,0.6,0.9,0.7,0.6,0.9,0.6,0.9,1.0,0.6,0.6,0.6,0.8,0.7,0.8,0.6,0.6,0.7,0.6,0.6,0.6,1.2,28.9
Jamaal,Lascelles,DEF,NEW,4800000,1,44,4.0,8.33333333333333e-07,9.16666666666667e-06,0,345230,3,9,0,0,0,2,0,9.2,161451,3,0,44,-3,0.6,0,3.0,4,0,3,0,0,10.2,752394,0,0,0,1,947,2532,0,0,185,Man Utd,Watford,West Brom,Chelsea,Leicester,0.0,4.8,4.0,4.0,4.6,4.5,2.6,3.9,3.7,5.3,3.7,4.0,2.9,4.9,4.4,5.1,4.1,3.1,4.6,4.0,5.9,2.8,5.8,2.7,5.9,5.2,4.4,39.8
,Lee Chung-yong,MID,CRY,4400000,0,3,0.272727272727273,6.19834710743802e-08,6.81818181818182e-07,0,29968,0,2,0,0,0,0,0,0.7,1916,-1,0,3,1,0.0,0,0.0,0,0,0,0,0,0.5,41112,0,0,0,0,109,22,0,0,8,Everton,Stoke,Brighton,West Brom,Bournemouth,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,4.2
Adam,Legzdins,GLK,BUR,4000000,0,0,0.0,0.0,0.0,0,2051,0,0,0,0,0,0,0,0.0,185,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,6639,0,0,0,0,0,176,0,0,0,Swansea,Arsenal,Bournemouth,Leicester,Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Florian,Lejeune,DEF,NEW,4400000,1,10,0.9090909090909091,2.0661157024793398e-07,2.2727272727272702e-06,0,28218,2,4,0,0,0,0,0,2.3,531,-1,0,10,1,0.6,0,2.7,0,0,1,0,0,0.2,4418,0,0,0,0,393,522,0,0,71,Man Utd,Watford,West Brom,Chelsea,Leicester,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.7,0.5,0.7,0.5,0.7,0.5,0.5,13.6
Jonathan,Leko,MID,WBA,4500000,0,0,0.0,0.0,0.0,0,3805,0,0,0,0,0,0,0,0.0,76,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,576,0,0,0,0,0,4,0,0,0,Chelsea,Tottenham,Newcastle,Crystal Palace,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mario,Lemina,MID,SOU,5000000,0,17,1.54545454545455,3.09090909090909e-07,3.4e-06,0,22354,0,6,0,0,0,0,0,3.4,2004,0,0,17,0,0.2,0,1.0,0,0,3,0,0,0.2,20193,0,0,0,0,572,44,0,0,127,Liverpool,Everton,Man City,Bournemouth,Arsenal,0.0,1.3,0.8,1.2,1.2,0.9,1.1,1.0,0.9,0.8,1.0,1.1,0.8,0.8,0.9,0.8,1.0,0.8,1.0,1.4,1.0,0.8,0.8,0.9,0.9,1.3,0.8,25.2
Aaron,Lennon,MID,EVE,5400000,4,6,0.545454545454545,1.01010101010101e-07,1.11111111111111e-06,0,4820,0,2,0,0,0,0,0,1.1,133,-1,0,6,1,0.3,0,1.7,0,0,0,0,1,0.1,1662,0,0,0,0,57,232,0,0,18,Crystal Palace,Southampton,West Ham,Huddersfield,Liverpool,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,4.5
,Lewis Cook,MID,BOU,4400000,0,8,0.7272727272727271,1.65289256198347e-07,1.81818181818182e-06,0,34691,1,3,0,0,0,0,0,1.8,2048,-1,0,8,1,0.2,0,1.0,0,0,1,0,0,1.0,30707,0,0,0,0,338,818,0,0,51,Huddersfield,Swansea,Burnley,Southampton,Crystal Palace,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,13.6
Anders,Lindegaard,GLK,BUR,4000000,0,0,0.0,0.0,0.0,0,1570,0,0,0,0,0,0,0,0.0,243,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,6349,0,0,0,0,0,571,0,0,0,Swansea,Arsenal,Bournemouth,Leicester,Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Victor,Lindelof,DEF,MUN,4900000,0,2,0.18181818181818202,3.71057513914657e-08,4.08163265306122e-07,0,241675,0,2,0,0,0,0,0,0.4,1624,-6,0,2,6,0.1,0,0.3,0,0,0,0,0,0.9,9425,0,0,0,0,68,328,0,0,13,Newcastle,Brighton,Watford,Arsenal,Man City,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.7
Jesse,Lingard,MID,MUN,5800000,1,16,1.45454545454545,2.50783699059561e-07,2.75862068965517e-06,0,17508,0,2,0,0,0,0,0,2.8,838,-2,0,16,2,0.2,0,1.3,0,0,0,0,2,0.3,9271,0,0,0,0,229,483,0,0,52,Newcastle,Brighton,Watford,Arsenal,Man City,1.3,0.9,0.7,0.7,0.7,1.2,0.7,0.7,1.0,0.9,0.7,1.0,0.7,0.7,1.3,0.7,0.9,0.7,1.1,0.7,1.2,0.7,1.3,0.7,1.5,0.7,0.7,20.5
Jake,Livermore,MID,WBA,4900000,2,20,2.0,4.08163265306122e-07,4.08163265306122e-06,0,10721,1,12,0,0,0,0,0,4.1,381,-1,0,20,1,0.4,0,2.0,0,0,2,0,0,0.2,6188,0,0,0,0,790,169,0,0,92,Chelsea,Tottenham,Newcastle,Crystal Palace,Swansea,1.4,1.0,2.0,2.1,1.6,1.0,1.8,1.0,2.4,2.3,1.0,1.5,1.4,1.0,1.4,1.1,2.0,1.2,1.8,1.3,1.6,1.8,1.0,1.7,1.0,1.3,1.1,19.2
Fernando,Llorente,FWD,TOT,7400000,1,5,0.8,1.0810810810810799e-07,6.756756756756761e-07,0,14972,1,1,0,0,0,0,0,0.7,1452,-1,0,5,1,0.1,0,1.0,0,0,0,0,0,0.2,11847,0,0,0,0,65,648,0,0,15,Arsenal,West Brom,Leicester,Watford,Stoke,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,2.9
Hugo,Lloris,GLK,TOT,5500000,0,41,4.1,7.454545454545451e-07,7.45454545454545e-06,0,339186,0,7,0,19,0,0,0,7.5,55134,0,0,41,0,0.4,0,2.0,0,0,5,0,0,9.5,136811,0,0,0,0,900,1079,0,0,190,Arsenal,West Brom,Leicester,Watford,Stoke,0.0,5.7,3.5,5.8,4.6,5.0,3.6,4.7,4.3,5.3,4.5,4.2,5.2,4.8,3.8,5.6,5.1,5.7,4.8,5.0,4.7,4.4,3.4,4.8,4.5,4.7,4.3,17.5
Ruben,Loftus-Cheek,MID,CRY,4500000,2,16,1.45454545454545,3.23232323232323e-07,3.55555555555556e-06,0,415772,0,14,0,0,0,0,0,3.6,14311,0,0,16,0,0.6,0,2.7,0,0,0,0,1,5.2,169023,0,0,0,0,540,13246,0,0,92,Everton,Stoke,Brighton,West Brom,Bournemouth,0.0,0.9,0.7,0.7,1.1,0.7,0.7,1.0,1.4,0.7,0.8,0.9,0.7,0.7,1.2,0.9,0.7,1.0,0.7,0.7,1.0,0.8,0.8,0.7,1.1,0.7,1.2,30.9
Jason,Lokilo,MID,CRY,4400000,0,0,0.0,0.0,0.0,0,12925,0,0,0,0,0,0,0,0.0,449,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.2,12941,0,0,0,0,0,183,0,0,0,Everton,Stoke,Brighton,West Brom,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joe,Lolley,MID,HUD,4400000,0,0,0.0,0.0,0.0,0,3612,0,0,0,0,0,0,0,0.0,197,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,3362,0,0,0,0,0,94,0,0,0,Bournemouth,Man City,Arsenal,Everton,Brighton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kevin,Long,DEF,BUR,3900000,0,0,0.0,0.0,0.0,0,93106,0,0,0,0,0,0,0,0.0,5647,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,2.5,62588,0,0,0,0,0,6668,0,0,0,Swansea,Arsenal,Bournemouth,Leicester,Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shane,Long,FWD,SOU,5700000,1,19,1.9,3.3333333333333304e-07,3.3333333333333304e-06,0,30764,2,6,0,0,0,0,0,3.3,1653,-3,1,19,3,0.2,0,1.3,0,0,2,0,2,0.4,14133,0,0,0,0,500,429,-1,0,48,Liverpool,Everton,Man City,Bournemouth,Arsenal,1.1,1.8,1.3,1.7,1.6,1.4,1.3,1.3,1.2,1.0,2.0,2.0,1.0,1.2,1.4,1.4,1.3,1.6,1.3,1.6,1.4,1.0,1.0,1.3,1.2,1.8,1.0,30.9
Ademola,Lookman,MID,EVE,5200000,4,5,0.45454545454545503,8.741258741258741e-08,9.615384615384609e-07,0,7251,0,3,0,0,0,0,0,1.0,171,-3,0,5,3,0.3,0,1.7,0,0,0,0,1,0.1,1274,0,0,0,0,51,178,0,0,17,Crystal Palace,Southampton,West Ham,Huddersfield,Liverpool,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,2.0
Jonas,Lossl,GLK,HUD,4600000,8,56,5.1,1.10869565217391e-06,1.21739130434783e-05,0,159943,0,13,0,30,0,0,0,12.2,7484,1,0,56,-1,1.5,0,7.0,5,0,5,0,1,9.8,458795,0,0,1,1,990,52763,0,0,250,Bournemouth,Man City,Arsenal,Everton,Brighton,5.5,5.6,3.7,3.8,7.4,6.3,6.8,6.1,7.0,6.9,3.9,7.6,5.0,7.6,3.4,6.9,5.3,5.4,5.9,7.6,4.7,5.5,6.8,5.4,6.5,4.0,7.6,28.3
Dejan,Lovren,DEF,LIV,5300000,1,17,2.1,3.9622641509434e-07,3.20754716981132e-06,0,70815,2,8,0,0,0,0,0,3.2,1389,-2,1,17,2,0.1,0,0.3,1,0,2,0,0,0.8,12744,0,0,0,0,485,927,-1,0,95,Southampton,Chelsea,Stoke,Brighton,Everton,1.8,1.7,1.1,1.3,1.8,2.6,1.3,1.0,1.5,1.8,1.3,1.4,1.2,1.2,1.9,1.5,2.4,2.2,1.0,2.0,2.1,1.0,2.0,1.2,2.0,1.3,2.2,18.0
Chris,Lowe,DEF,HUD,4500000,1,37,3.4,7.555555555555559e-07,8.22222222222222e-06,0,120522,0,8,0,0,0,0,0,8.2,13007,0,0,37,0,0.3,0,1.3,0,0,5,0,0,3.9,264329,0,0,0,0,771,5002,0,0,161,Bournemouth,Man City,Arsenal,Everton,Brighton,3.0,3.0,1.9,1.9,4.3,3.5,3.9,3.4,4.0,4.0,2.0,4.6,2.7,4.5,1.7,4.0,2.9,2.9,3.2,5.1,2.5,3.0,3.9,2.9,3.7,2.1,4.8,15.7
Matthew,Lowton,DEF,BUR,4600000,6,45,4.1,8.91304347826087e-07,9.78260869565217e-06,0,38714,0,9,0,0,0,0,0,10.0,5151,1,-1,45,-1,1.1,0,5.0,2,0,5,0,1,3.3,151772,0,0,0,0,990,79520,1,0,202,Swansea,Arsenal,Bournemouth,Leicester,Watford,3.7,5.7,4.8,3.4,4.5,4.7,4.7,4.5,3.0,4.6,5.3,5.1,4.9,4.1,3.5,4.5,4.3,4.3,4.6,4.1,4.6,5.8,4.3,4.3,5.1,3.2,4.6,30.6
Leiva,Lucas,MID,LIV,4500000,0,0,0.0,0.0,0.0,0,977,0,0,0,0,0,0,0,0.0,22,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,180,0,0,0,0,0,9,0,0,0,Southampton,Chelsea,Stoke,Brighton,Everton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Romelu,Lukaku,FWD,MUN,11500000,2,64,5.8,5.043478260869571e-07,5.5652173913043506e-06,0,1330007,1,5,0,0,0,7,0,5.5,120989,0,1,64,0,0.3,1,4.0,8,0,8,0,3,48.3,1298717,0,0,0,2,990,118018,-1,0,226,Newcastle,Brighton,Watford,Arsenal,Man City,8.7,8.5,7.1,3.6,7.6,8.5,5.3,5.0,7.7,7.5,5.5,8.7,5.0,4.5,8.7,4.9,6.7,5.5,8.7,5.4,7.5,4.9,8.7,6.1,8.7,5.5,7.9,108.2
Levi,Lumeka,MID,CRY,4500000,0,1,0.0909090909090909,2.02020202020202e-08,2.22222222222222e-07,0,301,0,0,0,0,0,0,0,0.2,25,0,0,1,0,0.0,0,0.0,0,0,0,0,0,0.0,409,0,0,0,0,25,26,0,0,3,Everton,Stoke,Brighton,West Brom,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3
Matt,Macey,GLK,ARS,5000000,0,0,0.0,0.0,0.0,0,53,0,0,0,0,0,0,0,0.0,19,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,98,0,0,0,0,0,31,0,0,0,Tottenham,Burnley,Huddersfield,Man Utd,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Niki,Maenpaa,GLK,BHA,4000000,0,0,0.0,0.0,0.0,0,27982,0,0,0,0,0,0,0,0.0,1374,0,0,0,0,0.0,0,0.0,0,0,0,0,0,1.2,21073,0,0,0,0,0,455,0,0,0,Stoke,Man Utd,Crystal Palace,Liverpool,Huddersfield,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Harry,Maguire,DEF,LEI,5100000,4,47,4.3,8.43137254901961e-07,9.215686274509801e-06,0,231072,0,16,0,0,0,1,0,9.2,20715,1,0,47,-1,0.8,0,4.0,4,0,3,0,3,7.7,463957,0,0,0,1,990,29714,0,0,246,Man City,West Ham,Tottenham,Burnley,Newcastle,4.2,4.4,5.3,5.4,3.9,5.0,6.4,5.6,5.7,3.5,6.4,4.5,5.3,3.1,4.4,3.3,5.4,5.4,4.4,6.4,4.6,5.8,4.5,5.0,4.8,6.1,4.5,51.2
Riyad,Mahrez,MID,LEI,8400000,7,56,5.1,6.071428571428571e-07,6.66666666666667e-06,0,265207,0,15,0,0,0,2,0,6.7,23565,-1,0,56,1,0.9,0,7.7,5,0,2,0,6,5.0,305761,0,0,0,1,865,22383,0,0,183,Man City,West Ham,Tottenham,Burnley,Newcastle,4.4,5.1,5.5,6.3,5.0,5.7,7.4,6.6,5.6,3.6,7.2,5.4,5.0,5.7,6.8,3.4,6.3,6.9,4.6,7.6,4.5,7.2,5.2,5.7,5.2,7.1,4.6,74.1
Ainsley,Maitland-Niles,MID,ARS,4500000,0,1,0.0909090909090909,2.02020202020202e-08,2.22222222222222e-07,0,517,0,0,0,0,0,0,0,0.2,47,0,0,1,0,0.0,0,0.0,0,0,0,0,0,0.0,739,0,0,0,0,1,55,0,0,3,Tottenham,Burnley,Huddersfield,Man Utd,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Scott,Malone,DEF,HUD,4300000,12,15,1.3636363636363602,3.17124735729387e-07,3.4883720930232598e-06,0,7530,0,5,0,0,0,0,0,3.5,982,-2,0,15,2,1.0,0,4.3,3,0,1,0,1,0.2,8722,0,0,0,1,216,5493,0,0,69,Bournemouth,Man City,Arsenal,Everton,Brighton,0.7,0.7,0.7,0.7,1.1,0.8,1.0,0.8,1.0,1.0,0.7,1.2,0.7,1.2,0.7,1.0,0.7,0.7,0.7,2.0,0.7,0.7,1.0,0.7,0.9,0.7,1.3,9.1
Sadio,Mane,MID,LIV,9300000,10,32,2.90909090909091,3.12805474095797e-07,3.4408602150537596e-06,0,1388949,1,10,0,0,0,3,0,3.4,18418,-2,0,32,2,0.4,0,3.3,2,0,2,0,2,7.5,576814,0,0,0,1,438,66948,0,1,119,Southampton,Chelsea,Stoke,Brighton,Everton,0.0,2.6,1.7,1.5,4.1,3.5,2.3,1.5,3.3,3.3,1.9,1.9,2.7,1.6,2.5,2.2,3.5,3.5,1.5,2.2,1.9,2.4,3.3,1.6,3.0,2.0,2.8,48.9
Eliaquim,Mangala,DEF,MCI,5000000,0,1,0.0909090909090909,1.81818181818182e-08,2e-07,0,4255,0,0,0,0,0,0,0,0.2,268,0,0,1,0,0.0,0,0.0,0,0,0,0,0,0.1,3691,0,0,0,0,19,332,0,0,3,Leicester,Huddersfield,Southampton,West Ham,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
Javier,Manquillo,DEF,NEW,4400000,2,28,3.1,7.045454545454549e-07,6.36363636363636e-06,0,52007,1,8,0,0,0,0,0,6.4,4668,-1,0,28,1,0.7,0,3.0,1,0,3,0,0,1.3,56382,0,0,0,0,810,5126,0,0,122,Man Utd,Watford,West Brom,Chelsea,Leicester,1.6,3.3,2.7,2.7,3.2,3.1,1.7,2.6,2.5,3.7,2.5,2.7,1.9,3.4,3.4,3.6,2.8,2.1,3.1,2.7,4.3,1.8,4.2,1.8,4.2,3.6,3.0,22.8
Solomon,March,MID,BHA,5000000,1,29,2.6363636363636402,5.27272727272727e-07,5.7999999999999995e-06,0,30209,1,9,0,0,0,1,0,5.8,3132,0,0,29,0,0.2,0,1.0,0,0,3,0,1,0.5,42533,0,0,0,0,716,333,0,0,108,Stoke,Man Utd,Crystal Palace,Liverpool,Huddersfield,2.2,1.3,2.9,2.4,1.8,1.7,2.2,1.6,2.1,1.9,2.6,1.7,2.0,2.3,2.7,1.8,2.5,3.1,2.5,1.3,2.6,2.8,2.1,1.9,2.0,2.4,1.3,39.4
Adrian,Mariappa,DEF,WAT,4000000,1,6,0.545454545454545,1.36363636363636e-07,1.5e-06,0,119920,1,14,0,0,0,0,0,1.5,10296,0,0,6,0,0.1,0,0.3,0,0,0,0,0,4.1,146238,0,0,0,0,461,14350,0,0,62,West Ham,Newcastle,Man Utd,Tottenham,Burnley,0.3,0.3,0.3,0.3,0.3,0.6,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.6,0.3,0.3,0.3,11.1
Dean,Marney,MID,BUR,4500000,0,0,0.0,0.0,0.0,0,807,0,0,0,0,0,0,0,0.0,30,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,397,0,0,0,0,0,31,0,0,0,Swansea,Arsenal,Bournemouth,Leicester,Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anthony,Martial,MID,MUN,8000000,1,40,3.6363636363636402,4.54545454545455e-07,5e-06,0,159645,1,2,0,0,0,4,0,5.0,9790,0,0,40,0,0.3,0,2.3,1,0,2,0,2,2.5,188105,0,0,0,0,295,13610,0,0,141,Newcastle,Brighton,Watford,Arsenal,Man City,4.8,4.0,2.8,1.8,2.8,4.6,2.1,2.2,4.2,3.8,3.1,4.2,2.5,2.1,4.9,2.4,3.8,2.5,4.4,2.4,4.6,1.8,4.8,3.0,5.3,2.1,3.3,53.2
Cuco,Martina,DEF,EVE,4300000,0,5,0.45454545454545503,1.05708245243129e-07,1.16279069767442e-06,0,43859,1,9,0,0,0,0,0,1.2,4033,-2,0,5,2,0.0,0,0.0,0,0,0,0,0,0.4,30882,0,0,0,0,390,70,0,0,61,Crystal Palace,Southampton,West Ham,Huddersfield,Liverpool,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.6,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,20.1
Damian Emiliano,Martinez,GLK,ARS,4000000,0,0,0.0,0.0,0.0,0,21778,0,0,0,0,0,0,0,0.0,685,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.7,931,0,0,0,0,0,34,0,0,0,Tottenham,Burnley,Huddersfield,Man Utd,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bruno,Martins Indi,DEF,STK,4900000,0,4,0.36363636363636404,7.42115027829314e-08,8.16326530612245e-07,0,1700,0,11,0,0,0,0,0,0.8,60,-1,0,4,1,0.0,0,0.0,0,0,0,0,0,0.0,1419,0,0,0,0,346,95,0,0,61,Brighton,Crystal Palace,Liverpool,Swansea,Tottenham,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.2,12.3
Brandon,Mason,DEF,WAT,3900000,0,0,0.0,0.0,0.0,0,42070,0,0,0,0,0,0,0,0.0,2605,-1,1,0,1,0.0,0,0.0,0,0,0,0,0,1.3,31306,0,0,0,0,0,8578,-1,0,0,West Ham,Newcastle,Man Utd,Tottenham,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arthur,Masuaku,DEF,WHU,4400000,0,10,0.9090909090909091,2.0661157024793398e-07,2.2727272727272702e-06,0,11479,1,7,0,0,0,0,0,2.3,761,-1,0,10,1,0.0,0,0.0,0,0,0,0,2,0.3,9429,0,0,0,0,245,235,0,0,67,Watford,Leicester,Everton,Man City,Chelsea,0.5,0.5,0.5,0.5,0.5,0.7,0.5,0.5,0.5,0.5,0.7,0.5,0.5,1.4,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,16.9
Juan,Mata,MID,MUN,6900000,0,27,3.4,4.92753623188406e-07,3.91304347826087e-06,0,159394,0,2,0,0,0,1,0,3.9,9616,-1,1,27,1,0.0,0,0.3,2,0,6,0,0,2.2,112497,0,0,0,0,491,1105,-1,0,113,Newcastle,Brighton,Watford,Arsenal,Man City,4.4,3.6,2.5,1.7,2.5,4.2,1.9,2.0,3.8,3.4,2.8,3.8,2.2,1.9,4.5,2.1,3.4,2.3,4.0,2.2,4.2,1.7,4.4,2.7,4.8,1.8,3.0,37.7
Nemanja,Matic,MID,MUN,5000000,2,33,3.0,6e-07,6.6e-06,0,649268,0,5,0,0,0,0,0,6.6,38408,0,0,33,0,0.5,0,2.3,0,0,8,0,1,14.1,477822,0,0,0,0,990,17683,0,0,178,Newcastle,Brighton,Watford,Arsenal,Man City,3.7,3.0,2.0,1.5,2.1,3.5,1.5,1.6,3.2,2.8,2.3,3.2,1.8,1.5,3.8,1.7,2.9,1.8,3.4,1.8,3.5,1.5,3.7,2.2,4.1,1.5,2.4,36.9
