FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Ramiro,Funes Mori,DEF,EVE,4900000,0,0,0.0,0.0,0.0,0,815,0,0,0,0,0,0,0,0.0,32,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,232,0,0,0,0,0,23,0,0,0,Crystal Palace,Southampton,West Ham,Huddersfield,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Manolo,Gabbiadini,FWD,SOU,6600000,2,34,3.1,4.6969696969697e-07,5.1515151515151495e-06,0,383800,1,8,0,0,0,3,0,5.2,28504,-4,0,34,4,0.3,0,2.0,4,0,4,0,0,2.7,227713,0,0,0,1,660,6685,0,0,107,Liverpool,Everton,Man City,Bournemouth,Arsenal,2.6,3.7,2.9,3.5,3.4,2.9,2.8,2.9,2.6,2.1,4.0,4.0,1.9,2.7,3.1,3.1,2.9,3.4,2.9,3.4,3.1,2.2,1.8,2.9,2.7,3.7,2.2,34.3
,Gabriel,DEF,ARS,5000000,0,0,0.0,0.0,0.0,0,1819,0,0,0,0,0,0,0,0.0,42,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,300,0,0,0,0,0,5,0,0,0,Tottenham,Burnley,Huddersfield,Man Utd,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Gamez,DEF,NEW,4000000,0,9,0.818181818181818,2.04545454545455e-07,2.25e-06,0,130229,0,0,0,0,0,0,0,2.3,9241,0,0,9,0,0.0,0,0.0,2,0,1,0,0,3.1,176261,0,0,0,0,97,3544,0,0,38,Man Utd,Watford,West Brom,Chelsea,Leicester,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.9,0.4,0.4,0.4,0.4,0.4,0.6,0.4,0.6,0.4,0.6,0.4,0.4,8.4
Dwight,Gayle,FWD,NEW,6100000,2,10,0.9090909090909091,1.4903129657228e-07,1.63934426229508e-06,0,101265,1,5,0,0,0,0,0,1.6,793,-4,0,10,4,0.2,0,1.0,0,0,0,0,0,0.6,14574,0,0,0,0,299,352,0,0,19,Man Utd,Watford,West Brom,Chelsea,Leicester,0.5,0.5,0.5,0.5,0.5,0.7,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.6,0.5,0.5,25.3
Paulo,Gazzaniga,GLK,TOT,4500000,9,9,0.818181818181818,1.81818181818182e-07,2e-06,0,626,0,0,0,3,0,0,0,2.0,626,0,0,9,0,2.0,0,9.0,2,0,1,0,0,0.1,4356,0,0,0,0,90,4356,0,0,26,Arsenal,West Brom,Leicester,Watford,Stoke,0.4,0.5,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,1.0,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,2.7
Kieran,Gibbs,DEF,WBA,5000000,2,16,1.45454545454545,2.90909090909091e-07,3.2e-06,0,14713,0,11,0,0,0,0,0,3.2,1443,0,0,16,0,0.3,0,1.7,0,0,1,0,0,0.4,20865,0,0,0,0,657,536,0,0,94,Chelsea,Tottenham,Newcastle,Crystal Palace,Swansea,0.9,0.7,1.2,2.2,0.7,0.7,1.2,0.7,1.0,1.5,0.7,1.2,0.7,0.7,1.0,0.7,1.5,1.1,1.0,0.8,1.1,0.8,0.7,1.3,0.7,1.0,1.6,25.0
Olivier,Giroud,FWD,ARS,8200000,1,14,1.27272727272727,1.55210643015521e-07,1.70731707317073e-06,0,86355,0,3,0,0,0,1,0,1.7,3865,-3,0,14,3,0.1,0,0.7,0,0,0,0,0,1.1,29333,0,0,0,0,176,654,0,0,51,Tottenham,Burnley,Huddersfield,Man Utd,Southampton,0.0,0.0,0.0,1.0,0.6,0.6,1.1,1.1,0.6,0.6,0.6,0.6,1.5,0.6,1.4,0.6,0.8,0.6,0.8,0.6,1.3,0.8,0.6,1.1,0.6,0.8,0.6,22.2
Connor,Goldson,DEF,BHA,3900000,0,0,0.0,0.0,0.0,0,28479,0,0,0,0,0,0,0,0.0,2392,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,1.0,28728,0,0,0,0,0,4123,0,0,0,Stoke,Man Utd,Crystal Palace,Liverpool,Huddersfield,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Heurelho,Gomes,GLK,WAT,4500000,1,31,2.8,6.22222222222222e-07,6.88888888888889e-06,0,60561,0,18,0,27,0,0,0,6.9,8317,0,0,31,0,0.3,0,1.3,2,0,3,0,0,2.1,74438,0,0,0,0,958,1002,0,0,189,West Ham,Newcastle,Man Utd,Tottenham,Burnley,2.6,2.7,2.3,2.0,3.0,3.8,2.9,3.1,1.9,1.6,2.3,1.9,2.2,2.8,1.8,3.0,1.9,2.9,2.1,2.4,2.1,2.1,3.0,3.6,3.0,2.4,1.9,19.3
Joseph,Gomez,DEF,LIV,4600000,2,36,4.0,8.695652173913041e-07,7.82608695652174e-06,0,98877,2,9,0,0,0,0,0,7.8,8519,1,0,36,-1,0.6,0,2.7,5,0,4,0,1,4.8,290619,0,0,0,2,721,53350,0,0,197,Southampton,Chelsea,Stoke,Brighton,Everton,4.8,4.6,3.3,3.7,4.7,6.0,3.7,2.3,4.2,4.8,3.6,4.0,3.4,3.5,5.0,4.1,5.7,5.4,2.1,5.0,4.1,2.4,5.1,3.6,5.1,3.6,5.5,34.0
Dan,Gosling,MID,BOU,4900000,0,9,0.818181818181818,1.6697588126159598e-07,1.8367346938775502e-06,0,3176,0,8,0,0,0,0,0,1.8,117,-1,0,9,1,0.0,0,0.0,0,0,0,0,0,0.1,1187,0,0,0,0,361,18,0,0,40,Huddersfield,Swansea,Burnley,Southampton,Crystal Palace,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,9.2
Yoan,Gouffran,MID,NEW,5000000,0,0,0.0,0.0,0.0,0,234,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,23,0,0,0,0,0,1,0,0,0,Man Utd,Watford,West Brom,Chelsea,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Max,Gradel,MID,BOU,5000000,0,0,0.0,0.0,0.0,0,3637,0,0,0,0,0,0,0,0.0,31,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,120,0,0,0,0,0,3,0,0,0,Huddersfield,Swansea,Burnley,Southampton,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lee,Grant,GLK,STK,4300000,0,0,0.0,0.0,0.0,0,17147,0,0,0,0,0,0,0,0.0,614,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.3,1905,0,0,0,0,0,880,0,0,0,Brighton,Crystal Palace,Liverpool,Swansea,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andre,Gray,FWD,WAT,6300000,5,29,2.6,4.12698412698413e-07,4.6031746031745995e-06,0,112806,1,10,0,0,0,1,0,4.6,4133,-2,0,29,2,0.4,0,2.3,2,0,3,0,2,1.4,69829,0,0,0,0,640,8133,0,0,75,West Ham,Newcastle,Man Utd,Tottenham,Burnley,2.2,2.3,2.0,1.3,2.3,3.2,2.1,2.5,2.1,1.5,2.3,1.4,2.3,3.1,1.3,2.5,2.7,2.4,1.7,2.0,1.9,1.5,2.1,2.9,2.1,2.0,1.6,30.5
Demarai,Gray,MID,LEI,5300000,2,25,2.5,4.71698113207547e-07,4.71698113207547e-06,0,35255,0,6,0,0,0,1,0,4.7,5763,-2,0,25,2,0.8,0,4.3,2,0,2,0,1,1.1,51247,0,0,0,0,394,9451,0,0,93,Man City,West Ham,Tottenham,Burnley,Newcastle,1.3,1.6,1.8,2.2,1.6,1.9,2.8,2.4,1.9,1.2,2.7,1.8,1.6,2.1,2.5,1.2,2.2,2.5,1.4,3.0,1.4,2.7,1.7,1.9,1.7,2.7,1.4,25.4
Robert,Green,GLK,HUD,4000000,0,0,0.0,0.0,0.0,0,1748,0,0,0,0,0,0,0,0.0,250,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,6837,0,0,0,0,0,508,0,0,0,Bournemouth,Man City,Arsenal,Everton,Brighton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pascal,Gro?,MID,BHA,5900000,3,58,5.3,8.98305084745763e-07,9.830508474576269e-06,0,320822,1,11,0,0,0,2,0,9.8,35648,4,0,58,-4,0.9,0,5.3,8,0,4,0,5,19.6,1250226,0,0,0,1,920,88653,0,0,214,Stoke,Man Utd,Crystal Palace,Liverpool,Huddersfield,6.3,3.8,7.5,6.6,5.3,5.3,6.3,5.0,6.1,5.7,6.9,5.3,5.8,6.5,7.2,5.5,6.8,7.9,6.4,4.0,6.9,7.3,6.0,5.5,5.9,6.7,4.2,70.2
Marko,Grujic,MID,LIV,4300000,0,2,0.18181818181818202,4.22832980972516e-08,4.65116279069767e-07,0,19962,0,0,0,0,0,0,0,0.5,5298,-2,0,2,2,0.1,0,0.3,0,0,0,0,0,0.8,39367,0,0,0,0,13,15252,0,0,7,Southampton,Chelsea,Stoke,Brighton,Everton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.9
Johann Berg,Gudmundsson,MID,BUR,5000000,6,26,2.6,5.2e-07,5.2e-06,0,3480,1,6,0,0,0,0,0,5.2,507,0,0,26,0,0.8,0,4.0,0,0,3,0,3,0.1,6013,0,0,0,0,614,3629,0,0,94,Swansea,Arsenal,Bournemouth,Leicester,Watford,2.4,3.0,2.5,1.9,1.5,2.1,1.7,1.7,1.3,1.8,2.3,2.1,2.3,2.0,1.3,2.9,1.8,3.2,2.0,1.8,1.8,2.3,2.4,1.9,1.9,1.4,2.4,31.2
Idrissa,Gueye,MID,EVE,4900000,2,18,1.6,3.26530612244898e-07,3.6734693877551003e-06,0,46947,3,18,0,0,0,0,0,3.7,1703,-1,0,18,1,0.1,0,0.7,0,0,2,0,0,0.9,21275,0,0,0,0,919,395,0,1,145,Crystal Palace,Southampton,West Ham,Huddersfield,Liverpool,0.8,0.9,1.4,1.4,0.8,0.8,1.2,0.9,0.8,1.0,1.2,0.8,1.3,1.3,0.8,1.4,0.9,0.8,1.0,0.8,0.8,1.2,1.2,1.4,0.8,0.9,0.8,29.2
Ilkay,Gundogan,MID,MCI,5400000,1,6,0.545454545454545,1.01010101010101e-07,1.11111111111111e-06,0,22829,0,1,0,0,0,0,0,1.1,879,-1,0,6,1,0.2,0,1.0,0,0,0,0,0,0.2,13477,0,0,0,0,84,797,0,0,30,Leicester,Huddersfield,Southampton,West Ham,Man Utd,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,6.8
Florent,Hadergjonaj,DEF,HUD,4500000,8,10,0.9090909090909091,2.02020202020202e-07,2.22222222222222e-06,0,398,0,1,0,0,0,0,0,2.2,135,0,0,10,0,0.7,0,3.0,2,0,1,0,0,0.0,1197,0,0,0,0,112,885,0,0,41,Bournemouth,Man City,Arsenal,Everton,Brighton,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.6,0.5,0.5,0.5,0.5,0.5,1.4,0.5,0.5,0.5,0.5,0.5,0.5,0.7,5.7
Massadio,Haidara,DEF,NEW,3900000,0,0,0.0,0.0,0.0,0,54818,0,0,0,0,0,0,0,0.0,3133,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,1.2,36832,0,0,0,0,0,8785,0,0,0,Man Utd,Watford,West Brom,Chelsea,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sead,Haksabanovic,MID,WHU,5000000,0,0,0.0,0.0,0.0,0,316,0,0,0,0,0,0,0,0.0,39,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,453,0,0,0,0,0,56,0,0,0,Watford,Leicester,Everton,Man City,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ben,Hamer,GLK,LEI,4400000,0,0,0.0,0.0,0.0,0,1340,0,0,0,0,0,0,0,0.0,65,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,428,0,0,0,0,0,24,0,0,0,Man City,West Ham,Tottenham,Burnley,Newcastle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Grant,Hanley,DEF,NEW,4000000,0,0,0.0,0.0,0.0,0,73282,0,0,0,0,0,0,0,0.0,1832,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.6,5547,0,0,0,0,0,32,0,0,0,Man Utd,Watford,West Brom,Chelsea,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rekeem,Harper,MID,WBA,4500000,0,1,1.0,2.22222222222222e-07,2.22222222222222e-07,0,1935,0,0,0,0,0,0,0,0.2,30,0,0,1,0,0.0,0,0.0,0,0,0,0,0,0.0,1319,0,0,0,0,20,2,0,0,6,Chelsea,Tottenham,Newcastle,Crystal Palace,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7
Joe,Hart,GLK,WHU,4400000,1,36,3.3,7.5e-07,8.18181818181818e-06,0,291323,0,23,0,32,0,0,0,8.2,18804,-1,0,36,1,0.4,0,1.7,3,0,3,0,1,8.6,117430,0,0,0,1,990,4932,0,0,211,Watford,Leicester,Everton,Man City,Chelsea,4.0,3.4,2.0,2.2,3.3,4.5,2.8,4.0,3.1,3.0,4.6,2.9,3.7,4.9,3.1,3.6,2.3,2.9,3.7,3.9,3.4,3.0,3.7,2.0,2.7,2.1,3.4,24.8
Isaac,Hayden,MID,NEW,4500000,2,22,2.0,4.44444444444444e-07,4.88888888888889e-06,0,16257,4,8,0,0,0,1,0,4.9,1430,0,0,22,0,0.3,0,1.3,0,0,2,0,0,0.4,22507,0,0,0,0,714,659,0,0,94,Man Utd,Watford,West Brom,Chelsea,Leicester,1.0,1.1,1.0,1.2,1.8,2.4,1.0,1.1,1.0,1.4,1.0,1.8,1.0,1.5,1.2,1.7,1.4,1.0,1.4,1.0,2.0,1.0,2.2,1.5,1.9,1.3,1.4,31.8
Eden,Hazard,MID,CHE,10600000,3,26,2.3636363636363598,2.2298456260720402e-07,2.45283018867925e-06,0,205234,0,5,0,0,0,1,0,2.5,29616,1,0,26,-1,0.6,0,6.3,3,0,2,0,1,4.8,341527,0,0,0,1,471,16468,0,0,102,West Brom,Liverpool,Swansea,Newcastle,West Ham,1.7,1.3,1.9,2.1,1.9,1.7,1.4,2.4,1.5,1.6,1.3,1.9,1.6,1.9,2.1,2.0,1.2,1.2,2.2,1.9,1.3,2.0,2.2,2.1,2.6,1.8,1.9,48.4
Tom,Heaton,GLK,BUR,4800000,0,8,0.7272727272727271,1.51515151515152e-07,1.66666666666667e-06,0,323923,0,4,0,8,0,0,0,1.7,8450,-2,0,8,2,0.0,0,0.0,0,0,0,0,0,2.2,18066,0,0,0,0,305,80,0,0,48,Swansea,Arsenal,Bournemouth,Leicester,Watford,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.4,0.4,0.4,0.4,0.8,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,5.3
Michael,Hefele,DEF,HUD,4200000,0,1,0.0909090909090909,2.16450216450216e-08,2.38095238095238e-07,0,7664,0,0,0,0,0,0,0,0.2,197,-3,1,1,3,0.0,0,0.0,0,0,0,0,0,0.1,2096,0,0,0,0,1,29,-1,0,4,Bournemouth,Man City,Arsenal,Everton,Brighton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
Ahmed El-Sayed,Hegazi,DEF,WBA,4600000,1,37,3.4,7.391304347826091e-07,8.04347826086956e-06,0,714966,3,13,0,0,0,1,0,7.9,81395,1,1,37,-1,0.2,0,1.0,5,0,3,0,0,20.0,1255195,0,0,0,1,956,7034,-1,0,176,Chelsea,Tottenham,Newcastle,Crystal Palace,Swansea,3.5,3.0,4.3,5.1,2.8,2.3,4.2,2.7,3.6,4.8,2.9,4.3,2.0,2.1,3.7,3.0,4.9,4.0,3.7,3.1,4.0,3.2,1.7,4.5,2.5,3.9,3.6,38.0
Tomer,Hemed,FWD,BHA,4900000,1,27,3.9,7.959183673469391e-07,5.51020408163265e-06,0,167646,0,3,0,0,0,2,0,5.4,8687,-1,1,27,1,0.1,0,0.3,5,0,2,0,1,1.5,216874,0,0,0,0,446,2433,-1,0,81,Stoke,Man Utd,Crystal Palace,Liverpool,Huddersfield,5.3,2.5,5.8,4.9,3.2,3.2,3.9,4.0,3.4,3.5,4.5,3.8,3.2,4.2,4.9,4.7,3.7,5.2,4.6,3.5,4.7,4.7,4.7,3.4,3.5,4.6,3.1,23.9
Jordan,Henderson,MID,LIV,5500000,0,32,3.6,6.54545454545455e-07,5.81818181818182e-06,0,110006,1,15,0,0,0,1,0,5.8,26379,0,0,32,0,0.5,0,3.0,3,0,4,0,1,1.9,111641,0,0,0,0,810,560,0,0,159,Southampton,Chelsea,Stoke,Brighton,Everton,0.0,3.6,2.4,2.2,5.4,4.6,3.2,1.8,4.4,4.5,2.7,2.7,3.7,2.3,3.5,3.0,4.7,4.7,1.8,3.1,2.7,3.3,4.5,2.3,4.0,2.8,3.8,47.2
Jeff,Hendrick,MID,BUR,5400000,3,30,2.7272727272727297,5.050505050505049e-07,5.55555555555556e-06,0,8990,0,5,0,0,0,2,0,5.6,808,-1,0,30,1,0.8,0,4.3,1,0,4,0,0,0.2,12531,0,0,0,0,609,2181,0,0,91,Swansea,Arsenal,Bournemouth,Leicester,Watford,2.5,3.2,2.7,2.0,1.6,2.3,1.9,1.9,1.4,2.0,2.4,2.3,2.5,2.2,1.4,3.1,2.0,3.4,2.2,2.0,1.9,2.5,2.6,2.0,2.1,1.6,2.6,31.2
Wayne,Hennessey,GLK,CRY,4300000,0,19,2.7,6.27906976744186e-07,4.41860465116279e-06,0,54077,0,17,0,28,0,0,0,4.3,2523,-2,1,19,2,0.0,0,0.0,3,0,0,0,0,1.0,21950,0,0,0,0,630,501,-1,0,124,Everton,Stoke,Brighton,West Brom,Bournemouth,2.5,2.8,2.2,2.1,2.8,2.7,1.4,2.0,3.5,2.0,2.5,2.8,1.4,2.1,3.1,1.4,2.7,3.0,2.2,2.1,3.2,2.2,3.1,3.0,2.6,1.9,3.5,19.7
Dion,Henry,GLK,CRY,4000000,0,0,0.0,0.0,0.0,0,618,0,0,0,0,0,0,0,0.0,144,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,2112,0,0,0,0,0,407,0,0,0,Everton,Stoke,Brighton,West Brom,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ander,Herrera,MID,MUN,5100000,1,14,1.27272727272727,2.4955436720142604e-07,2.7450980392156897e-06,0,175708,2,5,0,0,0,0,0,2.7,2515,-4,0,14,4,0.4,0,2.0,0,0,2,0,0,1.5,21241,0,0,0,0,490,1175,0,0,69,Newcastle,Brighton,Watford,Arsenal,Man City,1.0,0.7,0.6,0.6,0.6,1.0,0.6,0.6,0.8,0.7,0.6,0.8,0.6,0.6,1.1,0.6,0.7,0.6,0.9,0.6,0.9,0.6,1.0,0.6,1.2,0.6,0.6,23.2
Wesley,Hoedt,DEF,SOU,5000000,0,11,1.0,2e-07,2.2e-06,0,3230,1,4,0,0,0,0,0,2.2,289,0,0,11,0,0.1,0,0.3,1,0,1,0,0,0.0,4309,0,0,0,0,360,48,0,0,72,Liverpool,Everton,Man City,Bournemouth,Arsenal,0.5,0.5,0.5,0.6,0.6,0.5,0.6,0.6,0.6,0.5,1.3,0.8,0.5,0.5,0.6,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,10.9
Jonathan,Hogg,MID,HUD,4400000,3,13,1.1818181818181799,2.6859504132231395e-07,2.95454545454545e-06,0,17192,1,8,0,0,0,0,0,3.0,1679,-1,0,13,1,0.5,0,2.3,0,0,2,0,0,0.5,37139,0,0,0,0,483,2483,0,0,96,Bournemouth,Man City,Arsenal,Everton,Brighton,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.7,0.7,0.6,0.9,0.6,0.7,0.6,0.8,0.6,0.6,0.8,0.9,0.6,0.6,0.6,0.6,1.1,0.6,1.0,11.0
Pierre-Emile,H?jbjerg,MID,SOU,4400000,0,1,0.0909090909090909,2.06611570247934e-08,2.2727272727272702e-07,0,16380,0,0,0,0,0,0,0,0.2,501,-1,0,1,1,0.1,0,0.3,0,0,0,0,0,0.3,12372,0,0,0,0,6,98,0,0,5,Liverpool,Everton,Man City,Bournemouth,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
Rob,Holding,DEF,ARS,4600000,0,8,0.7272727272727271,1.58102766798419e-07,1.73913043478261e-06,0,90899,1,8,0,0,0,0,0,1.7,2979,-4,0,8,4,0.1,0,0.3,0,0,1,0,0,0.7,14388,0,0,0,0,263,114,0,0,68,Tottenham,Burnley,Huddersfield,Man Utd,Southampton,0.0,0.4,0.6,0.4,0.4,0.4,0.4,0.5,0.5,0.4,0.4,0.4,1.1,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,10.7
Jose,Holebas,DEF,WAT,5000000,3,29,2.9,5.8e-07,5.7999999999999995e-06,0,34908,3,21,0,0,0,0,0,5.8,1647,0,0,29,0,0.3,0,1.3,3,0,2,0,3,0.7,39686,0,0,0,0,900,3660,0,0,166,West Ham,Newcastle,Man Utd,Tottenham,Burnley,2.8,2.8,2.4,2.2,3.2,4.0,3.1,3.3,2.0,1.7,2.4,2.0,2.3,3.0,1.9,3.1,2.0,3.1,2.2,2.6,2.2,2.2,3.1,3.7,3.2,2.5,2.0,53.2
Mason,Holgate,DEF,EVE,4200000,0,7,0.6363636363636359,1.51515151515152e-07,1.66666666666667e-06,0,70178,0,5,0,0,0,0,0,1.6,3408,-3,1,7,3,0.0,0,0.0,0,0,0,0,0,0.7,38597,0,0,0,0,360,1190,-1,0,40,Crystal Palace,Southampton,West Ham,Huddersfield,Liverpool,0.6,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.9,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,19.2
Mark,Hudson,DEF,HUD,4000000,0,0,0.0,0.0,0.0,0,15894,0,0,0,0,0,0,0,0.0,351,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.2,945,0,0,0,0,0,28,0,0,0,Bournemouth,Man City,Arsenal,Everton,Brighton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Will,Hughes,MID,WAT,4600000,2,3,0.272727272727273,5.92885375494071e-08,6.52173913043478e-07,0,11244,0,3,0,0,0,0,0,0.7,240,-4,0,3,4,0.2,0,1.0,0,0,0,0,0,0.1,1619,0,0,0,0,100,200,0,0,13,West Ham,Newcastle,Man Utd,Tottenham,Burnley,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3.7
