FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW3Forecast,GW4Forecast,GW5Forecast,GW6Forecast,GW7Forecast,GW8Forecast,GW9Forecast,GW10Forecast,GW11Forecast,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Laurent,Koscielny,DEF,ARS,6000000,0,0,0.0,0.0,0.0,0,5381,0,0,0,0,0,0,0,0.0,1496,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.7,3116,0,0,0,0,0,2670,0,0,0,Liverpool,Bournemouth,Chelsea,West Brom,Brighton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cheikhou,Kouyate,MID,WHU,5000000,0,0,0.0,0.0,0.0,0,426,0,0,0,0,0,0,0,0.0,153,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,280,0,0,0,0,0,217,0,0,0,Newcastle,Huddersfield,West Brom,Tottenham,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alexandre,Lacazette,FWD,ARS,10500000,2,8,4.0,3.80952380952381e-07,7.61904761904762e-07,0,157148,0,4,0,0,0,1,0,0.8,120557,0,0,8,0,0.4,0,4.0,0,0,0,0,0,16.0,65855,0,0,0,0,168,19874,0,0,41,Liverpool,Bournemouth,Chelsea,West Brom,Brighton,2.0,6.0,3.0,4.0,6.0,3.3,2.0,4.2,3.5,3.7,5.1,3.9,3.9,2.1,3.5,6.0,5.9,3.3,2.0,4.5,3.7,5.7,3.8,5.8,4.3,3.9,3.7,3.7,2.0,6.0,4.9,3.7,6.0,2.0,5.0,2.0,18.5
Olayinka Fredrick Oladotun,Ladapo,FWD,CRY,4500000,0,0,0.0,0.0,0.0,0,3388,0,0,0,0,0,0,0,0.0,2397,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.2,6734,0,0,0,0,0,4144,0,0,0,Swansea,Burnley,Southampton,Man City,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adam,Lallana,MID,LIV,7400000,0,0,0.0,0.0,0.0,0,22786,0,0,0,0,0,0,0,0.0,6785,-1,1,0,1,0.0,0,0.0,0,0,0,0,0,0.5,575,0,0,0,0,0,174,-1,0,0,Arsenal,Man City,Burnley,Leicester,Newcastle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Erik,Lamela,MID,TOT,6400000,0,0,0.0,0.0,0.0,0,1623,0,0,0,0,0,0,0,0.0,593,-1,1,0,1,0.0,0,0.0,0,0,0,0,0,0.0,243,0,0,0,0,0,97,-1,0,0,Burnley,Everton,Swansea,West Ham,Huddersfield,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Manuel,Lanzini,MID,WHU,6900000,0,0,0.0,0.0,0.0,0,21937,0,0,0,0,0,0,0,0.0,7168,-1,1,0,1,0.0,0,0.0,0,0,0,0,0,0.9,3162,0,0,0,0,0,2613,-1,0,0,Newcastle,Huddersfield,West Brom,Tottenham,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jamaal,Lascelles,DEF,NEW,4500000,1,2,1.0,2.22222222222222e-07,4.44444444444444e-07,0,12276,1,3,0,0,0,0,0,0.4,7343,0,0,2,0,0.2,0,1.0,0,0,0,0,0,1.4,2967,0,0,0,0,173,876,0,0,22,West Ham,Swansea,Stoke,Brighton,Liverpool,0.5,0.9,1.5,0.9,0.6,0.5,1.1,0.8,0.6,0.5,0.5,0.7,0.6,0.5,0.5,0.5,0.5,0.5,0.9,0.5,0.5,0.8,0.5,1.1,0.5,0.6,0.5,0.5,1.5,0.5,0.5,0.6,0.5,0.7,0.8,0.5,5.2
,Lee Chung-yong,MID,CRY,4500000,0,0,0.0,0.0,0.0,0,1318,0,0,0,0,0,0,0,0.0,656,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,322,0,0,0,0,0,151,0,0,0,Swansea,Burnley,Southampton,Man City,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Florian,Lejeune,DEF,NEW,4400000,0,1,0.166666666666667,3.78787878787879e-08,2.2727272727272702e-07,0,16683,0,0,0,0,0,0,0,0.2,7103,-1,1,1,1,0.1,0,0.5,0,0,0,0,0,0.4,294,0,0,0,0,33,71,-1,0,4,West Ham,Swansea,Stoke,Brighton,Liverpool,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.3
Jonathan,Leko,MID,WBA,4500000,0,0,0.0,0.0,0.0,0,1142,0,0,0,0,0,0,0,0.0,588,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,457,0,0,0,0,0,247,0,0,0,Stoke,Brighton,West Ham,Arsenal,Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mario,Lemina,MID,SOU,5000000,2,2,0.33333333333333304,6.66666666666667e-08,4e-07,0,4080,0,1,0,0,0,0,0,0.4,2599,0,0,2,0,0.2,0,1.0,0,0,0,0,0,0.2,2192,0,0,0,0,64,598,0,0,10,Huddersfield,Watford,Crystal Palace,Man Utd,Stoke,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.5,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.9
Aaron,Lennon,MID,EVE,5500000,0,0,0.0,0.0,0.0,0,1628,0,0,0,0,0,0,0,0.0,518,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,380,0,0,0,0,0,282,0,0,0,Chelsea,Tottenham,Man Utd,Bournemouth,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Lewis Cook,MID,BOU,4500000,0,0,0.0,0.0,0.0,0,6843,0,0,0,0,0,0,0,0.0,3707,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.6,721,0,0,0,0,0,297,0,0,0,Man City,Arsenal,Brighton,Everton,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Victor,Lindelof,DEF,MUN,5200000,0,0,0.0,0.0,0.0,0,166277,0,0,0,0,0,0,0,0.0,82744,-3,2,0,3,0.0,0,0.0,0,0,0,0,0,2.5,4420,0,0,0,0,0,549,-2,0,0,Leicester,Stoke,Everton,Southampton,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jesse,Lingard,MID,MUN,5900000,0,1,0.166666666666667,2.8248587570621497e-08,1.6949152542372902e-07,0,6400,0,0,0,0,0,0,0,0.2,3932,-1,1,1,1,0.1,0,0.5,0,0,0,0,0,0.3,1963,0,0,0,0,2,506,-1,0,3,Leicester,Stoke,Everton,Southampton,Crystal Palace,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Jake,Livermore,MID,WBA,5000000,3,6,3.0,6e-07,1.2e-06,0,1847,0,0,0,0,0,0,0,1.2,1129,0,0,6,0,0.6,0,3.0,0,0,2,0,0,0.3,2778,0,0,0,0,180,2027,0,0,20,Stoke,Brighton,West Ham,Arsenal,Watford,4.5,3.1,3.6,1.8,1.5,1.8,2.3,1.9,2.1,2.9,3.7,4.0,3.6,4.3,1.7,1.5,1.8,4.5,3.7,3.3,3.1,3.1,3.5,2.6,3.7,2.1,3.0,3.6,3.7,2.1,2.7,1.5,3.3,4.0,1.5,3.6,7.8
Fernando,Llorente,FWD,SWA,7500000,0,0,0.0,0.0,0.0,0,3559,0,0,0,0,0,0,0,0.0,1528,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,297,0,0,0,0,0,193,0,0,0,Crystal Palace,Newcastle,Tottenham,Watford,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hugo,Lloris,GLK,TOT,5500000,1,8,4.0,7.27272727272727e-07,1.45454545454545e-06,0,49423,0,2,0,3,0,0,0,1.5,32094,0,0,8,0,0.7,0,4.0,0,0,1,0,0,14.1,48436,0,0,0,0,180,23589,0,0,36,Burnley,Everton,Swansea,West Ham,Huddersfield,2.0,3.0,2.1,4.4,4.8,2.8,3.0,4.1,3.2,3.5,3.2,2.9,6.0,6.0,3.2,6.0,6.0,2.0,2.0,6.0,2.2,4.6,2.0,4.0,2.9,6.0,2.0,5.8,3.2,6.0,4.2,2.0,6.0,2.0,6.0,2.3,2.1
Ruben,Loftus-Cheek,MID,CRY,4500000,2,4,2.0,4.44444444444444e-07,8.888888888888891e-07,0,98963,0,4,0,0,0,0,0,0.9,73480,0,0,4,0,0.4,0,2.0,0,0,0,0,0,10.5,72973,0,0,0,0,180,42140,0,0,38,Swansea,Burnley,Southampton,Man City,Man Utd,0.0,2.4,1.3,1.9,1.0,1.5,2.3,2.0,2.0,2.7,3.0,1.6,1.1,2.1,1.0,1.0,2.5,2.0,1.0,1.2,1.1,1.0,1.8,2.3,1.7,1.0,1.0,2.1,1.1,1.8,2.1,1.6,1.6,2.0,1.0,1.1,10.2
Jason,Lokilo,MID,CRY,4500000,0,0,0.0,0.0,0.0,0,1693,0,0,0,0,0,0,0,0.0,923,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,308,0,0,0,0,0,137,0,0,0,Swansea,Burnley,Southampton,Man City,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joe,Lolley,MID,HUD,4500000,0,0,0.0,0.0,0.0,0,715,0,0,0,0,0,0,0,0.0,371,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,212,0,0,0,0,0,122,0,0,0,Southampton,West Ham,Leicester,Burnley,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kevin,Long,DEF,BUR,4000000,0,0,0.0,0.0,0.0,0,20681,0,0,0,0,0,0,0,0.0,12291,0,0,0,0,0.0,0,0.0,0,0,0,0,0,3.0,13499,0,0,0,0,0,5734,0,0,0,Tottenham,Crystal Palace,Liverpool,Huddersfield,Everton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shane,Long,FWD,SOU,5900000,1,1,0.166666666666667,2.8248587570621497e-08,1.6949152542372902e-07,0,11786,0,0,0,0,0,0,0,0.2,4544,-1,0,1,1,0.1,0,0.5,0,0,0,0,0,0.5,1348,0,0,0,0,10,654,0,0,2,Huddersfield,Watford,Crystal Palace,Man Utd,Stoke,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5
Ademola,Lookman,MID,EVE,5400000,0,0,0.0,0.0,0.0,0,3105,0,0,0,0,0,0,0,0.0,1464,-1,1,0,1,0.0,0,0.0,0,0,0,0,0,0.1,328,0,0,0,0,0,174,-1,0,0,Chelsea,Tottenham,Man Utd,Bournemouth,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jonas,Lossl,GLK,HUD,4500000,8,17,8.5,1.88888888888889e-06,3.77777777777778e-06,0,16516,0,0,0,9,0,0,0,3.8,11323,0,0,17,0,1.9,0,8.5,3,0,2,0,0,5.4,132234,0,0,0,1,180,85197,0,0,63,Southampton,West Ham,Leicester,Burnley,Tottenham,11.5,10.3,12.3,12.8,9.3,12.8,9.6,9.5,11.3,11.3,9.7,8.4,7.5,11.3,10.4,12.8,10.7,12.8,9.4,7.1,11.1,8.5,12.8,9.6,11.3,11.3,12.8,9.7,11.3,11.3,11.3,9.7,12.4,11.9,12.8,12.8,6.9
Dejan,Lovren,DEF,LIV,5500000,1,2,1.0,1.81818181818182e-07,3.63636363636364e-07,0,21358,0,3,0,0,0,0,0,0.4,13754,0,0,2,0,0.2,0,1.0,0,0,0,0,0,1.7,5284,0,0,0,0,91,600,0,0,20,Arsenal,Man City,Burnley,Leicester,Newcastle,0.8,0.5,0.5,0.5,0.5,0.5,1.3,0.5,0.5,0.5,0.6,0.5,0.6,0.6,0.9,0.5,0.5,0.6,0.6,0.5,0.5,0.6,0.5,1.1,0.5,0.5,0.9,0.5,0.5,0.8,0.5,0.8,0.5,1.5,0.5,1.1,5.6
Chris,Lowe,DEF,HUD,4500000,6,12,6.0,1.33333333333333e-06,2.66666666666667e-06,0,6027,0,0,0,0,0,0,0,2.7,4133,0,0,12,0,1.3,0,6.0,0,0,2,0,0,1.1,21015,0,0,0,0,180,14005,0,0,47,Southampton,West Ham,Leicester,Burnley,Tottenham,7.2,6.3,7.8,9.0,6.5,9.0,5.8,5.6,8.0,8.0,6.6,4.9,4.3,8.0,7.3,9.0,6.6,9.0,6.0,4.0,6.9,6.0,8.7,5.8,8.0,8.0,9.0,6.9,8.0,8.0,8.0,6.9,8.8,7.5,9.0,8.6,5.1
Matthew,Lowton,DEF,BUR,4500000,2,6,3.0,6.66666666666667e-07,1.33333333333333e-06,0,6714,0,3,0,0,0,0,0,1.3,4270,0,0,6,0,0.7,0,3.0,0,0,0,0,1,1.1,8088,0,0,0,0,180,1916,0,0,35,Tottenham,Crystal Palace,Liverpool,Huddersfield,Everton,4.5,2.7,2.5,1.5,1.8,1.5,4.5,2.4,3.0,1.5,2.0,3.9,1.7,1.5,4.5,4.5,1.9,2.5,3.1,2.1,4.5,1.5,4.4,1.5,4.5,1.5,1.5,2.8,1.5,4.2,4.5,1.6,2.7,2.7,2.1,1.9,7.0
Leiva,Lucas,MID,LIV,4500000,0,0,0.0,0.0,0.0,0,554,0,0,0,0,0,0,0,0.0,174,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,60,0,0,0,0,0,23,0,0,0,Arsenal,Man City,Burnley,Leicester,Newcastle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Romelu,Lukaku,FWD,MUN,11700000,6,19,9.5,8.11965811965812e-07,1.62393162393162e-06,0,31987,0,0,0,0,0,3,0,1.6,19500,2,-1,19,-2,0.8,0,9.5,3,0,2,0,0,58.4,413141,0,0,0,1,180,213961,1,0,84,Leicester,Stoke,Everton,Southampton,Crystal Palace,14.2,9.5,14.2,12.3,12.7,10.9,11.1,10.4,13.9,12.7,12.7,14.2,10.6,10.9,12.7,11.4,10.6,10.6,13.1,10.8,14.2,14.2,14.2,11.1,12.7,11.6,12.7,14.2,12.3,10.9,14.2,11.4,12.7,14.2,12.7,10.8,28.8
Niki,Maenpaa,GLK,BHA,4000000,0,0,0.0,0.0,0.0,0,6784,0,0,0,0,0,0,0,0.0,3600,0,0,0,0,0.0,0,0.0,0,0,0,0,0,1.3,2133,0,0,0,0,0,1001,0,0,0,Watford,West Brom,Bournemouth,Newcastle,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Harry,Maguire,DEF,LEI,5100000,15,18,9.0,1.76470588235294e-06,3.52941176470588e-06,0,38183,0,4,0,0,0,1,0,3.6,34159,1,-1,18,-1,1.8,0,9.0,3,0,1,0,1,5.6,171899,0,0,0,1,180,150947,1,0,61,Man Utd,Chelsea,Huddersfield,Liverpool,Bournemouth,0.0,12.8,8.3,13.5,8.3,13.5,11.4,13.5,5.4,12.2,7.4,11.8,11.9,8.3,7.9,13.5,12.3,11.4,6.5,13.5,9.7,12.2,4.7,12.2,11.4,13.5,13.5,8.3,13.5,8.3,13.5,12.3,13.5,8.3,13.5,13.0,15.1
Riyad,Mahrez,MID,LEI,8500000,11,16,8.0,9.411764705882351e-07,1.8823529411764703e-06,0,31829,0,4,0,0,0,0,0,1.9,22974,0,0,16,0,0.9,0,8.0,2,0,1,0,3,4.8,88696,0,0,0,1,180,55514,0,0,44,Man Utd,Chelsea,Huddersfield,Liverpool,Bournemouth,4.2,11.4,6.2,12.0,7.4,11.1,10.1,12.0,4.8,10.6,7.0,9.1,10.6,7.4,6.7,12.0,9.1,8.5,5.0,11.2,8.6,9.2,5.8,10.8,9.9,12.0,12.0,6.1,12.0,7.4,12.0,10.9,12.0,7.4,12.0,10.3,17.3
Scott,Malone,DEF,HUD,4400000,0,0,0.0,0.0,0.0,0,2653,0,0,0,0,0,0,0,0.0,1304,-1,1,0,1,0.0,0,0.0,0,0,0,0,0,0.1,309,0,0,0,0,0,218,-1,0,0,Southampton,West Ham,Leicester,Burnley,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sadio,Mane,MID,LIV,9500000,8,14,7.0,7.368421052631579e-07,1.47368421052632e-06,0,76601,1,3,0,0,0,2,0,1.5,43255,0,0,14,0,0.7,0,7.0,0,0,1,0,0,26.9,219797,0,0,0,0,180,147005,0,0,47,Arsenal,Man City,Burnley,Leicester,Newcastle,10.5,8.7,9.1,4.6,7.0,7.4,9.0,9.3,6.7,10.2,9.8,4.6,7.0,10.5,9.2,7.0,4.6,9.3,10.5,10.0,8.7,9.3,5.5,7.3,5.9,10.5,10.5,3.8,7.5,7.0,5.6,10.5,5.4,10.5,8.1,10.5,27.8
Eliaquim,Mangala,DEF,MCI,5000000,0,0,0.0,0.0,0.0,0,552,0,0,0,0,0,0,0,0.0,481,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,684,0,0,0,0,0,404,0,0,0,Bournemouth,Liverpool,Watford,Crystal Palace,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Javier,Manquillo,DEF,NEW,4500000,2,3,1.5,3.3333333333333304e-07,6.66666666666667e-07,0,10498,0,3,0,0,0,0,0,0.7,6294,0,0,3,0,0.3,0,1.5,0,0,0,0,0,1.2,4550,0,0,0,0,180,1674,0,0,27,West Ham,Swansea,Stoke,Brighton,Liverpool,0.8,1.6,2.2,1.6,1.2,0.8,2.0,1.5,1.1,0.8,0.8,1.3,1.2,1.0,0.9,0.8,0.8,0.8,1.6,0.8,0.9,1.4,0.8,2.0,0.8,1.1,0.8,0.8,2.2,0.8,0.8,1.2,0.8,1.3,1.5,0.8,8.4
Solomon,March,MID,BHA,5000000,2,4,2.0,4e-07,8e-07,0,1549,0,4,0,0,0,0,0,0.8,903,0,0,4,0,0.4,0,2.0,0,0,0,0,0,0.1,622,0,0,0,0,166,251,0,0,28,Watford,West Brom,Bournemouth,Newcastle,Arsenal,1.6,1.1,2.1,2.3,1.0,2.7,1.8,1.3,2.5,3.0,1.0,2.0,1.8,1.1,2.0,1.1,1.0,2.1,2.3,2.1,1.1,1.5,1.2,2.0,1.0,1.4,2.0,1.7,1.9,2.0,1.1,2.0,1.0,2.4,1.0,1.0,5.6
Adrian,Mariappa,DEF,WAT,4000000,0,0,0.0,0.0,0.0,0,27166,0,0,0,0,0,0,0,0.0,15536,0,0,0,0,0.0,0,0.0,0,0,0,0,0,3.5,10637,0,0,0,0,0,5016,0,0,0,Brighton,Southampton,Man City,Swansea,West Brom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dean,Marney,MID,BUR,4500000,0,0,0.0,0.0,0.0,0,355,0,0,0,0,0,0,0,0.0,140,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,93,0,0,0,0,0,37,0,0,0,Tottenham,Crystal Palace,Liverpool,Huddersfield,Everton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anthony,Martial,MID,MUN,8000000,6,16,2.6666666666666696,3.3333333333333304e-07,2e-06,0,16231,0,0,0,0,0,2,0,2.0,10264,0,0,16,0,1.0,0,8.0,1,0,0,0,1,2.3,41133,0,0,0,0,25,20365,0,0,51,Leicester,Stoke,Everton,Southampton,Crystal Palace,3.1,1.4,3.9,1.9,3.0,1.4,1.8,1.3,3.2,3.4,2.6,2.5,1.5,1.6,3.1,1.7,1.4,1.8,2.2,2.6,4.0,3.5,3.1,1.8,3.4,2.4,3.0,2.8,2.8,2.3,3.0,1.7,3.1,3.1,2.6,1.3,14.6
Cuco,Martina,DEF,EVE,4400000,0,0,0.0,0.0,0.0,0,9198,1,0,0,0,0,0,0,0.0,4638,-1,1,0,1,0.0,0,0.0,0,0,0,0,0,0.5,1051,0,0,0,0,45,464,-1,0,4,Chelsea,Tottenham,Man Utd,Bournemouth,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9
Damian Emiliano,Martinez,GLK,ARS,4000000,0,0,0.0,0.0,0.0,0,9243,0,0,0,0,0,0,0,0.0,3667,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.9,212,0,0,0,0,0,101,0,0,0,Liverpool,Bournemouth,Chelsea,West Brom,Brighton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
