FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Riyad,Mahrez,MID,LEI,8500000,8,107,5.3,6.23529411764706e-07,1.25882352941176e-05,0,529262,1,28,0,0,0,6,0,12.6,27600,0,0,107,0,0.7,0,6.3,11,0,4,0,8,7.5,694779,0,0,0,1,1611,43001,0,0,358,Liverpool,Huddersfield,Chelsea,Watford,Everton,4.3,7.4,5.2,5.7,6.3,7.4,4.2,6.2,7.0,5.8,6.7,5.0,6.8,5.6,6.3,5.3,6.9,4.7,146.2
Ainsley,Maitland-Niles,MID,ARS,4500000,1,10,0.5,1.11111111111111e-07,2.22222222222222e-06,0,1240,0,4,0,0,0,0,0,2.2,314,0,0,10,0,0.3,0,1.5,0,0,2,0,0,0.0,2435,0,0,0,0,274,412,0,0,43,West Brom,Chelsea,Bournemouth,Crystal Palace,Swansea,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,10.0
Moses,Makasi,MID,WHU,4500000,0,0,0.0,0.0,0.0,0,124,0,0,0,0,0,0,0,0.0,48,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,256,0,0,0,0,0,61,0,0,0,West Brom,Tottenham,Huddersfield,Bournemouth,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Scott,Malone,DEF,HUD,4300000,1,21,1.05,2.44186046511628e-07,4.88372093023256e-06,0,14931,2,13,0,0,0,0,0,4.9,649,-2,0,21,2,0.2,0,0.8,3,0,1,0,1,0.2,16799,0,0,0,1,591,193,0,0,123,Burnley,Leicester,West Ham,Stoke,Liverpool,0.7,0.5,0.9,0.5,0.6,0.5,0.6,0.5,0.5,0.6,1.4,0.5,0.5,0.8,0.5,0.5,0.5,0.7,26.7
Sadio,Mane,MID,LIV,9300000,0,56,2.8,3.01075268817204e-07,6.02150537634409e-06,0,1559132,2,14,0,0,0,4,0,6.0,21788,-2,0,56,2,0.1,0,1.2,5,0,5,0,3,6.5,701102,0,0,0,2,844,3643,0,1,209,Leicester,Burnley,Man City,Swansea,Huddersfield,2.5,2.0,1.5,2.5,2.0,2.3,2.1,2.9,2.8,1.4,2.2,1.8,2.3,3.0,2.0,2.5,1.7,2.8,96.3
Eliaquim,Mangala,DEF,MCI,5000000,1,15,0.75,1.5e-07,3e-06,0,14319,0,2,0,0,0,0,0,3.0,1755,0,0,15,0,0.4,0,2.0,0,0,1,0,0,0.3,20694,0,0,0,0,393,2450,0,0,76,Crystal Palace,Watford,Liverpool,Newcastle,West Brom,0.7,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,9.7
Javier,Manquillo,DEF,NEW,4400000,2,38,2.2,5e-07,8.63636363636364e-06,0,84640,1,26,0,0,0,0,0,8.6,2679,-1,0,38,1,0.3,0,1.5,1,0,3,0,0,1.1,77047,0,0,0,0,1530,3546,0,0,203,Brighton,Stoke,Swansea,Man City,Burnley,2.6,1.8,1.7,1.4,2.0,2.7,1.9,1.5,1.4,2.0,1.5,2.2,1.4,2.1,1.1,2.3,2.2,2.1,39.0
Solomon,March,MID,BHA,4900000,2,43,2.15,4.3877551020408203e-07,8.77551020408163e-06,0,41738,2,15,0,0,0,1,0,8.6,728,-1,1,43,1,0.3,0,1.7,0,0,5,0,1,0.3,43578,0,0,0,0,1179,145,-1,0,177,Newcastle,Bournemouth,West Brom,Chelsea,Southampton,1.3,2.1,1.2,1.6,1.2,2.0,1.1,2.2,2.0,1.4,1.1,1.8,2.3,1.1,1.6,1.1,1.6,1.1,57.2
Adrian,Mariappa,DEF,WAT,4100000,0,22,1.6,3.9024390243902395e-07,5.365853658536589e-06,0,226552,2,24,0,0,0,0,0,5.4,29926,1,0,22,-1,0.2,0,0.8,0,0,2,0,0,5.7,344700,0,0,0,0,1029,10939,0,0,148,Swansea,Man City,Southampton,Leicester,Stoke,0.9,0.9,1.1,0.9,1.1,1.2,1.3,0.8,1.3,0.8,0.9,0.9,1.1,0.9,2.2,1.0,1.0,0.8,25.8
Dean,Marney,MID,BUR,4400000,0,0,0.0,0.0,0.0,0,1014,0,0,0,0,0,0,0,0.0,19,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,584,0,0,0,0,0,50,0,0,0,Huddersfield,Liverpool,Crystal Palace,Man Utd,Newcastle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anthony,Martial,MID,MUN,8000000,0,74,3.7,4.625e-07,9.25e-06,0,300147,1,7,0,0,0,6,0,9.3,33791,0,0,74,0,0.3,0,2.7,1,0,5,0,4,2.2,310923,0,0,0,0,807,765,0,0,254,Southampton,Everton,Stoke,Burnley,Tottenham,0.0,3.3,4.0,2.8,2.2,4.9,3.2,3.8,2.6,3.5,2.7,4.8,1.9,4.6,3.3,4.4,2.4,3.6,100.2
Cuco,Martina,DEF,EVE,4300000,6,38,1.9,4.4186046511627905e-07,8.83720930232558e-06,0,56793,2,11,0,0,0,0,0,8.8,4611,-2,0,38,2,1.0,0,4.5,0,0,5,0,0,1.9,123866,0,0,0,0,1020,52665,0,0,216,Bournemouth,Man Utd,Tottenham,West Brom,Leicester,1.0,1.6,1.0,2.0,1.4,1.0,2.8,1.6,1.2,2.2,1.2,1.2,1.6,1.0,1.6,1.0,1.7,1.4,45.0
Damian Emiliano,Martinez,GLK,ARS,4000000,0,0,0.0,0.0,0.0,0,25231,0,0,0,0,0,0,0,0.0,450,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.6,1166,0,0,0,0,0,45,0,0,0,West Brom,Chelsea,Bournemouth,Crystal Palace,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Martinez,FWD,WHU,5000000,0,0,0.0,0.0,0.0,0,1774,0,0,0,0,0,0,0,0.0,361,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,2470,0,0,0,0,0,349,0,0,0,West Brom,Tottenham,Huddersfield,Bournemouth,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bruno,Martins Indi,DEF,STK,4900000,0,5,0.25,5.10204081632653e-08,1.0204081632653099e-06,0,2187,1,15,0,0,0,0,0,1.0,33,-1,0,5,1,0.0,0,0.2,0,0,0,0,0,0.0,1634,0,0,0,0,488,8,0,0,83,Chelsea,Newcastle,Man Utd,Huddersfield,Watford,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,15.3
Brandon,Mason,DEF,WAT,3900000,0,0,0.0,0.0,0.0,0,65994,0,0,0,0,0,0,0,0.0,3412,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,1.8,77470,0,0,0,0,0,6213,0,0,0,Swansea,Man City,Southampton,Leicester,Stoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arthur,Masuaku,DEF,WHU,4500000,1,33,1.65,3.6666666666666704e-07,7.33333333333333e-06,0,30046,3,20,0,0,0,0,0,7.3,10641,0,0,33,0,0.7,0,3.3,1,0,3,0,2,1.7,105949,0,0,0,0,981,6365,0,0,219,West Brom,Tottenham,Huddersfield,Bournemouth,Crystal Palace,0.0,2.4,0.8,1.2,2.4,1.0,1.5,0.8,0.8,1.4,1.3,1.4,1.0,1.4,0.8,1.0,0.8,1.1,48.2
Juan,Mata,MID,MUN,6800000,2,65,4.3,6.32352941176471e-07,9.55882352941176e-06,0,196157,0,7,0,0,0,3,0,9.6,10557,-2,0,65,2,0.7,0,5.0,6,0,8,0,3,2.4,160988,0,0,0,1,994,14572,0,0,260,Southampton,Everton,Stoke,Burnley,Tottenham,5.1,4.1,5.0,3.6,2.8,6.0,4.1,4.8,3.3,4.3,3.5,5.9,2.5,5.6,4.1,5.4,3.1,4.5,96.2
Nemanja,Matic,MID,MUN,4800000,2,50,2.5,5.20833333333333e-07,1.0416666666666699e-05,0,954681,2,14,0,0,0,0,0,10.4,20168,-2,0,50,2,0.4,0,1.8,0,0,10,0,1,9.1,523861,0,0,0,0,1763,6429,0,0,309,Southampton,Everton,Stoke,Burnley,Tottenham,2.3,1.8,2.2,1.5,1.2,2.9,1.7,2.1,1.4,1.9,1.4,2.8,1.2,2.6,1.7,2.5,1.2,2.0,62.5
Joel,Matip,DEF,LIV,5400000,6,54,3.9,7.22222222222222e-07,1e-05,0,201590,1,18,0,0,0,1,0,10.0,1513,-1,0,54,1,0.2,0,1.0,3,0,6,0,0,1.9,124186,0,0,0,1,1260,6512,0,0,308,Leicester,Burnley,Man City,Swansea,Huddersfield,4.1,4.0,3.8,3.5,3.4,4.7,4.0,5.7,4.5,2.9,5.1,4.7,2.7,4.4,4.0,4.9,4.1,5.7,52.3
Alfie,Mawson,DEF,SWA,5000000,0,61,3.0,6e-07,1.22e-05,0,71255,0,31,0,0,0,1,0,12.2,5236,0,0,61,0,0.4,0,2.0,3,0,6,0,0,1.1,65055,0,0,0,0,1800,1941,0,0,370,Watford,Tottenham,Newcastle,Liverpool,Arsenal,3.5,3.1,2.6,3.0,3.4,2.2,3.3,3.0,4.0,2.4,3.2,2.0,2.8,2.6,2.4,3.4,2.4,3.3,58.2
Chancel,Mbemba,DEF,NEW,3900000,2,20,1.0,2.56410256410256e-07,5.12820512820513e-06,0,589187,0,11,0,0,0,0,0,5.1,20430,-1,0,20,1,0.2,0,0.7,3,0,1,0,0,11.7,1014319,0,0,0,1,670,50220,0,0,133,Brighton,Stoke,Swansea,Man City,Burnley,0.8,0.5,0.5,0.5,0.6,1.1,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.6,0.5,0.7,0.6,0.6,23.2
James,McArthur,MID,CRY,4300000,1,38,1.9,4.4186046511627905e-07,8.83720930232558e-06,0,227586,3,12,0,0,0,2,0,8.8,11988,-2,0,38,2,0.7,0,2.8,4,0,2,0,0,3.0,159600,0,0,0,1,936,6984,0,0,155,Man City,Southampton,Burnley,Arsenal,West Ham,1.0,1.1,1.4,1.0,1.0,1.5,1.2,1.2,1.2,1.0,1.0,1.1,1.2,1.5,1.1,1.4,1.0,1.6,52.3
Gareth,McAuley,DEF,WBA,4600000,0,4,0.2,4.34782608695652e-08,8.695652173913041e-07,0,81289,0,9,0,0,0,0,0,0.9,980,-4,0,4,4,0.0,0,0.0,0,0,0,0,0,0.5,5272,0,0,0,0,258,102,0,0,47,Arsenal,West Ham,Brighton,Everton,Man City,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,6.1
Oliver,McBurnie,FWD,SWA,4500000,2,9,0.45,1e-07,2e-06,0,129278,0,3,0,0,0,0,0,2.0,8272,0,0,9,0,0.1,0,0.5,0,0,0,0,0,2.0,111498,0,0,0,0,144,22775,0,0,23,Watford,Tottenham,Newcastle,Liverpool,Arsenal,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,8.8
Alex,McCarthy,GLK,SOU,4400000,0,0,0.0,0.0,0.0,0,2672,0,0,0,0,0,0,0,0.0,66,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,760,0,0,0,0,0,26,0,0,0,Man Utd,Crystal Palace,Watford,Tottenham,Brighton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
James,McCarthy,MID,EVE,4900000,0,0,0.0,0.0,0.0,0,1894,0,0,0,0,0,0,0,0.0,26,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,368,0,0,0,0,0,14,0,0,0,Bournemouth,Man Utd,Tottenham,West Brom,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
James,McClean,MID,WBA,4800000,1,21,1.05,2.1875e-07,4.375e-06,0,8403,3,8,0,0,0,0,0,4.4,132,-2,0,21,2,0.3,0,1.5,0,0,3,0,0,0.1,5014,0,0,0,0,589,51,0,0,65,Arsenal,West Ham,Brighton,Everton,Man City,0.6,0.5,0.6,0.5,0.5,0.5,0.5,0.7,0.5,0.5,0.5,0.5,0.7,0.5,0.5,0.5,0.5,0.5,37.5
Sam,McQueen,DEF,SOU,4300000,1,4,0.2,4.65116279069767e-08,9.30232558139535e-07,0,4201,0,1,0,0,0,0,0,0.9,103,-2,0,4,2,0.0,0,0.2,0,0,0,0,0,0.1,1414,0,0,0,0,36,43,0,0,12,Man Utd,Crystal Palace,Watford,Tottenham,Brighton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3.1
Scott,McTominay,MID,MUN,4300000,0,4,0.2,4.65116279069767e-08,9.30232558139535e-07,0,30453,0,0,0,0,0,0,0,0.9,785,-2,0,4,2,0.2,0,0.7,0,0,1,0,0,0.4,44783,0,0,0,0,94,180,0,0,19,Southampton,Everton,Stoke,Burnley,Tottenham,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.8
Ben,Mee,DEF,BUR,4900000,1,64,3.6,7.3469387755102e-07,1.30612244897959e-05,0,538557,2,17,0,0,0,0,0,13.3,22612,4,-1,64,-4,0.3,0,1.5,6,0,7,0,0,15.4,866660,0,0,0,1,1620,122707,1,0,316,Huddersfield,Liverpool,Crystal Palace,Man Utd,Newcastle,3.2,3.9,4.5,4.0,3.4,3.2,3.2,4.1,3.5,4.1,4.4,3.7,4.5,3.5,3.7,5.0,2.8,3.8,76.2
Max,Melbourne,DEF,WBA,4000000,0,0,0.0,0.0,0.0,0,674,0,0,0,0,0,0,0,0.0,157,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,1491,0,0,0,0,0,255,0,0,0,Arsenal,West Ham,Brighton,Everton,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Benjamin,Mendy,DEF,MCI,6300000,0,17,0.85,1.3492063492063502e-07,2.6984126984127003e-06,0,110257,2,1,0,0,0,0,0,2.7,224,-2,0,17,2,0.0,0,0.0,1,0,2,0,1,0.4,87630,0,0,0,0,298,55,0,0,84,Crystal Palace,Watford,Liverpool,Newcastle,West Brom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.4,19.7
Nampalys,Mendy,MID,LEI,4500000,0,0,0.0,0.0,0.0,0,3766,0,0,0,0,0,0,0,0.0,20,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,1270,0,0,0,0,0,2,0,0,0,Liverpool,Huddersfield,Chelsea,Watford,Everton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mikel,Merino,MID,NEW,5000000,1,38,2.4,4.8e-07,7.6e-06,0,13481,3,15,0,0,0,1,0,7.6,343,0,0,38,0,0.4,0,2.0,4,0,2,0,1,0.1,14606,0,0,0,0,1062,140,0,0,229,Brighton,Stoke,Swansea,Man City,Burnley,2.1,1.6,2.4,1.2,1.9,1.5,1.7,1.9,1.2,1.9,1.3,2.5,1.6,2.1,1.9,2.2,1.7,1.7,65.4
Per,Mertesacker,DEF,ARS,4800000,0,14,0.7,1.45833333333333e-07,2.91666666666667e-06,0,39880,0,6,0,0,0,1,0,2.9,926,-2,0,14,2,0.1,0,0.3,2,0,0,0,0,0.5,27395,0,0,0,1,333,488,0,0,74,West Brom,Chelsea,Bournemouth,Crystal Palace,Swansea,0.4,0.4,0.4,0.8,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,15.5
Roque,Mesa,MID,SWA,4300000,2,17,0.85,1.97674418604651e-07,3.9534883720930196e-06,0,46275,3,15,0,0,0,0,0,4.0,1352,-2,0,17,2,0.3,0,1.5,0,0,2,0,0,0.5,40870,0,0,0,0,708,510,0,0,117,Watford,Tottenham,Newcastle,Liverpool,Arsenal,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,19.3
Simon,Mignolet,GLK,LIV,4900000,7,64,3.6,7.3469387755102e-07,1.30612244897959e-05,0,75850,3,23,0,33,0,0,0,13.1,3300,-1,0,64,1,0.6,0,3.0,0,0,7,0,0,1.5,55875,0,0,1,0,1620,2118,0,0,313,Leicester,Burnley,Man City,Swansea,Huddersfield,3.6,3.5,3.4,3.0,3.0,4.2,3.6,5.1,4.0,2.6,4.6,4.3,2.4,3.9,3.6,4.4,3.6,5.2,25.6
Luka,Milivojevic,MID,CRY,4600000,2,50,2.8,6.08695652173913e-07,1.0869565217391302e-05,0,75362,5,29,0,0,0,3,0,10.9,2105,-4,0,50,4,0.8,0,3.5,5,0,2,0,0,0.5,36558,0,0,0,0,1459,3506,0,0,246,Man City,Southampton,Burnley,Arsenal,West Ham,1.5,2.1,2.6,1.5,1.9,2.8,2.3,2.3,2.3,1.8,2.0,2.1,2.3,2.8,2.1,2.5,1.9,2.9,75.9
James,Milner,DEF,LIV,6100000,1,34,1.7,2.7868852459016397e-07,5.57377049180328e-06,0,265418,0,14,0,0,0,0,0,5.6,2833,-4,0,34,4,0.2,0,1.0,3,0,2,0,1,2.2,36721,0,0,0,1,830,666,0,0,203,Leicester,Burnley,Man City,Swansea,Huddersfield,1.1,1.1,1.0,0.9,0.9,1.3,1.1,1.8,1.3,0.8,1.5,2.0,0.8,1.2,1.1,1.4,1.1,1.8,65.7
Tyrone,Mings,DEF,BOU,4300000,0,0,0.0,0.0,0.0,0,16528,1,4,0,0,0,0,0,0.0,215,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.2,2323,0,0,0,0,135,11,0,0,17,Everton,Brighton,Arsenal,West Ham,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5
Kevin,Mirallas,MID,EVE,6000000,0,5,0.25,4.1666666666666696e-08,8.33333333333333e-07,0,111828,1,8,0,0,0,0,0,0.8,769,-5,0,5,5,0.0,0,0.0,0,0,0,0,0,0.9,8728,0,0,0,0,135,135,0,0,19,Bournemouth,Man Utd,Tottenham,West Brom,Leicester,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,7.9
Aleksandar,Mitrovic,FWD,NEW,4700000,0,10,0.5,1.0638297872340401e-07,2.12765957446809e-06,0,145488,0,0,0,0,0,1,0,2.1,2216,-3,0,10,3,0.0,0,0.2,0,0,0,0,0,0.7,47562,0,0,0,0,89,225,0,0,37,Brighton,Stoke,Swansea,Man City,Burnley,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,16.6
Henrikh,Mkhitaryan,MID,MUN,7600000,0,54,2.7,3.5526315789473703e-07,7.10526315789474e-06,0,1788627,2,4,0,0,0,1,0,7.1,10880,-4,0,54,4,0.0,0,0.2,4,0,8,0,5,6.3,1581085,0,0,0,1,856,345,0,0,205,Southampton,Everton,Stoke,Burnley,Tottenham,2.6,2.0,2.5,1.7,1.4,3.2,1.9,2.4,1.5,2.1,1.6,3.1,1.4,2.9,2.0,2.8,1.4,2.2,76.5
Jayson,Molumby,MID,BHA,4500000,0,0,0.0,0.0,0.0,0,516,0,0,0,0,0,0,0,0.0,26,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,667,0,0,0,0,0,17,0,0,0,Newcastle,Bournemouth,West Brom,Chelsea,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nacho,Monreal,DEF,ARS,5700000,0,85,4.5,7.894736842105259e-07,1.4912280701754401e-05,0,827985,3,21,0,0,0,2,0,14.9,206284,2,1,85,-2,0.5,0,2.8,10,0,9,0,0,8.0,941786,0,0,0,1,1665,3525,-1,0,449,West Brom,Chelsea,Bournemouth,Crystal Palace,Swansea,0.0,0.0,3.7,6.8,3.7,5.4,3.7,5.1,4.5,6.4,3.4,6.3,6.1,4.0,6.8,3.1,6.2,3.6,73.4
Jefferson,Montero,MID,SWA,4900000,0,0,0.0,0.0,0.0,0,2982,0,0,0,0,0,0,0,0.0,22,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,244,0,0,0,0,0,0,0,0,0,Watford,Tottenham,Newcastle,Liverpool,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aaron,Mooy,MID,HUD,5400000,2,72,3.6,6.66666666666667e-07,1.3333333333333301e-05,0,669026,2,29,0,0,0,4,0,13.3,30063,-1,0,72,1,0.8,0,4.3,6,0,6,0,1,7.3,889485,0,0,0,2,1708,17475,0,0,358,Burnley,Leicester,West Ham,Stoke,Liverpool,4.0,2.6,4.4,2.5,3.4,1.8,4.4,2.8,2.1,4.7,4.0,3.0,2.3,3.5,2.3,4.9,1.8,4.3,123.4
Alvaro,Morata,FWD,CHE,10600000,6,92,5.4,5.09433962264151e-07,8.679245283018871e-06,0,3003451,4,6,0,0,0,10,0,8.7,44720,6,0,92,-6,0.3,0,2.8,13,0,9,0,4,21.5,3623269,0,0,0,2,1264,294088,0,0,310,Stoke,Arsenal,Leicester,Brighton,Bournemouth,7.6,4.7,7.3,5.9,7.6,6.8,7.6,5.2,6.0,7.7,5.7,6.8,7.4,6.6,7.8,6.2,6.7,6.8,156.1
Alberto,Moreno,DEF,LIV,4400000,0,44,3.7,8.409090909090909e-07,1e-05,0,365079,0,17,0,0,0,0,0,9.8,15040,-1,1,44,1,0.0,0,0.0,3,0,5,0,1,1.6,332922,0,0,0,0,1080,99,-1,0,287,Leicester,Burnley,Man City,Swansea,Huddersfield,0.0,0.0,0.0,0.0,0.0,4.4,3.7,5.3,4.2,2.7,4.7,4.4,2.5,4.1,3.7,4.6,3.8,5.3,53.7
Wes,Morgan,DEF,LEI,4500000,1,44,2.2,4.88888888888889e-07,9.77777777777778e-06,0,150333,2,30,0,0,0,0,0,9.8,9882,0,0,44,0,0.5,0,2.2,1,0,4,0,0,2.9,121981,0,0,0,0,1800,4655,0,0,263,Liverpool,Huddersfield,Chelsea,Watford,Everton,1.4,2.2,1.8,2.2,1.1,1.7,1.4,2.1,1.7,1.8,2.1,1.9,1.8,1.8,2.0,2.7,2.6,1.5,52.0
James,Morrison,MID,WBA,5400000,0,13,0.65,1.2037037037037e-07,2.40740740740741e-06,0,3046,0,1,0,0,0,1,0,2.4,28,-1,0,13,1,0.0,0,0.0,0,0,2,0,0,0.0,2585,0,0,0,0,205,14,0,0,35,Arsenal,West Ham,Brighton,Everton,Man City,0.0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,14.5
Victor,Moses,DEF,CHE,6400000,6,54,2.7,4.21875e-07,8.4375e-06,0,62129,1,5,0,0,0,0,0,8.4,3777,-1,0,54,1,0.8,0,5.2,2,0,6,0,2,1.3,76297,0,0,0,1,951,15354,0,0,208,Stoke,Arsenal,Leicester,Brighton,Bournemouth,2.8,1.7,2.2,2.5,2.5,3.0,3.1,1.7,2.0,3.9,2.4,2.7,3.4,2.4,3.0,2.0,2.6,2.2,52.0
Steve,Mounie,FWD,HUD,5700000,2,42,3.0,5.263157894736841e-07,7.368421052631579e-06,0,327823,2,15,0,0,0,4,0,7.4,4272,-3,0,42,3,0.6,0,3.2,6,0,4,0,0,1.0,303535,0,0,0,1,763,4336,0,0,134,Burnley,Leicester,West Ham,Stoke,Liverpool,3.1,2.4,3.5,2.9,3.1,1.7,3.7,2.3,1.8,3.3,3.7,2.5,2.1,3.2,1.5,3.5,2.1,3.4,57.0
Lys,Mousset,FWD,BOU,4900000,0,8,0.4,8.16326530612245e-08,1.63265306122449e-06,0,8769,0,4,0,0,0,0,0,1.6,299,-1,0,8,1,0.0,0,0.2,0,0,1,0,0,0.1,6685,0,0,0,0,125,208,0,0,18,Everton,Brighton,Arsenal,West Ham,Chelsea,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,4.5
Erwin,Mulder,GLK,SWA,4000000,0,0,0.0,0.0,0.0,0,1138,0,0,0,0,0,0,0,0.0,250,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,3427,0,0,0,0,0,372,0,0,0,Watford,Tottenham,Newcastle,Liverpool,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marc,Muniesa,DEF,STK,4500000,0,0,0.0,0.0,0.0,0,4505,0,0,0,0,0,0,0,0.0,21,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,74,0,0,0,0,0,0,0,0,0,Chelsea,Newcastle,Man Utd,Huddersfield,Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daryl,Murphy,FWD,NEW,4500000,0,0,0.0,0.0,0.0,0,18692,0,0,0,0,0,0,0,0.0,662,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.5,5755,0,0,0,0,0,221,0,0,0,Brighton,Stoke,Swansea,Man City,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
