FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Marcus,Rashford,FWD,MUN,7600000,2,68,3.4,4.4736842105263204e-07,8.94736842105263e-06,0,789773,2,12,0,0,0,4,0,8.9,49031,1,0,68,-1,0.3,0,2.5,6,0,7,0,5,8.2,873096,0,0,0,0,1193,32364,0,0,257,Southampton,Everton,Stoke,Burnley,Tottenham,4.0,2.5,4.7,2.5,2.3,4.5,3.1,3.1,3.0,3.7,2.5,4.0,2.6,4.3,3.1,4.0,2.6,3.8,115.2
Nathan,Redmond,MID,SOU,6000000,2,45,2.4,4e-07,7.499999999999999e-06,0,359108,3,21,0,0,0,0,0,7.5,3693,-5,0,45,5,0.3,0,2.0,2,0,4,0,3,1.8,81221,0,0,0,0,1353,297,0,0,194,Man Utd,Crystal Palace,Watford,Tottenham,Brighton,1.2,1.9,1.7,1.7,2.1,1.7,1.5,1.7,1.9,1.9,2.1,1.6,1.2,1.7,1.7,2.2,2.0,1.2,95.0
Winston,Reid,DEF,WHU,4800000,0,37,2.6,5.41666666666667e-07,7.70833333333333e-06,0,66643,5,24,0,0,0,0,0,7.7,1726,-2,0,37,2,0.4,0,1.8,3,0,5,0,0,0.7,17902,0,0,0,0,1246,485,0,0,235,West Brom,Tottenham,Huddersfield,Bournemouth,Crystal Palace,0.0,4.8,1.7,2.5,3.8,2.2,3.0,1.6,1.7,2.8,2.6,2.7,2.1,2.8,1.5,2.1,1.6,2.3,36.1
Declan,Rice,DEF,WHU,4400000,1,7,0.35,7.95454545454545e-08,1.59090909090909e-06,0,1940,1,10,0,0,0,0,0,1.6,99,-1,0,7,1,0.1,0,0.3,0,0,0,0,0,0.0,2182,0,0,0,0,333,62,0,0,47,West Brom,Tottenham,Huddersfield,Bournemouth,Crystal Palace,0.0,0.4,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,7.0
,Richarlison,MID,WAT,6500000,5,92,4.6,7.076923076923079e-07,1.41538461538462e-05,0,900782,3,32,0,0,0,5,0,14.2,62489,5,0,92,-5,0.5,0,3.0,4,0,6,0,7,18.4,1796797,0,0,0,2,1721,76981,0,0,216,Swansea,Man City,Southampton,Leicester,Stoke,5.8,3.6,4.9,4.9,4.8,4.5,4.8,6.0,5.4,3.9,3.7,5.5,4.8,4.9,4.9,4.1,5.3,3.5,156.2
Jairo,Riedewald,DEF,CRY,4700000,0,5,0.25,5.3191489361702104e-08,1.0638297872340401e-06,0,15703,0,4,0,0,0,0,0,1.1,105,-3,0,5,3,0.0,0,0.2,0,0,0,0,0,0.1,662,0,0,0,0,129,17,0,0,30,Man City,Southampton,Burnley,Arsenal,West Ham,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3.7
Matt,Ritchie,MID,NEW,5500000,0,64,3.4,6.18181818181818e-07,1.16363636363636e-05,0,434476,3,26,0,0,0,0,0,11.6,10720,-5,1,64,5,0.3,0,1.5,6,0,3,0,7,2.2,373108,0,0,0,1,1572,4366,-1,0,294,Brighton,Stoke,Swansea,Man City,Burnley,3.5,2.8,4.0,2.0,3.3,2.7,3.0,3.3,2.1,3.3,2.3,4.1,2.9,3.6,3.3,3.8,3.0,3.0,111.8
Andrew,Robertson,DEF,LIV,4700000,6,37,1.85,3.93617021276596e-07,7.872340425531911e-06,0,119367,0,6,0,0,0,0,0,8.0,5381,-3,-1,37,3,0.9,0,4.3,3,0,4,0,1,2.5,162711,0,0,0,1,704,46046,1,0,173,Leicester,Burnley,Man City,Swansea,Huddersfield,1.3,1.2,1.2,1.0,1.0,1.5,1.2,2.1,1.5,0.9,1.7,2.2,0.9,1.4,1.2,1.7,1.3,2.1,34.4
Paul,Robinson,GLK,BUR,4500000,0,0,0.0,0.0,0.0,0,339,0,0,0,0,0,0,0,0.0,9,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,67,0,0,0,0,0,4,0,0,0,Huddersfield,Liverpool,Crystal Palace,Man Utd,Newcastle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joel,Robles,GLK,EVE,4300000,0,0,0.0,0.0,0.0,0,7957,0,0,0,0,0,0,0,0.0,158,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.2,1034,0,0,0,0,0,67,0,0,0,Bournemouth,Man Utd,Tottenham,West Brom,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hal,Robson-Kanu,FWD,WBA,4900000,1,24,1.2,2.44897959183673e-07,4.89795918367347e-06,0,56151,2,10,0,0,0,2,0,4.9,2530,-1,0,24,1,0.3,0,1.3,1,0,3,0,0,0.5,41276,0,0,0,0,684,1499,0,1,58,Arsenal,West Ham,Brighton,Everton,Man City,0.8,0.6,0.9,0.6,0.6,0.8,0.6,0.9,0.6,0.8,0.6,0.7,0.8,0.6,0.7,0.6,0.7,0.6,37.9
Joe,Rodon,DEF,SWA,4000000,0,0,0.0,0.0,0.0,0,1954,0,0,0,0,0,0,0,0.0,251,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,3855,0,0,0,0,0,358,0,0,0,Watford,Tottenham,Newcastle,Liverpool,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jay,Rodriguez,FWD,WBA,5500000,2,41,2.2,4e-07,7.45454545454545e-06,0,173204,2,20,0,0,0,2,0,7.5,2006,-5,0,41,5,0.3,0,1.5,0,0,6,0,0,0.6,73013,0,0,0,0,1447,1006,0,0,100,Arsenal,West Ham,Brighton,Everton,Man City,2.0,1.3,2.3,1.3,1.4,2.1,1.1,2.4,1.7,2.1,1.7,1.8,2.0,1.1,1.8,1.7,1.9,1.6,83.0
Marcos,Rojo,DEF,MUN,5400000,-1,0,0.0,0.0,0.0,0,12054,5,7,0,0,0,0,0,0.0,1412,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.2,15464,0,0,0,0,294,1790,0,0,24,Southampton,Everton,Stoke,Burnley,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3
Sergio,Romero,GLK,MUN,4700000,0,0,0.0,0.0,0.0,0,5990,0,0,0,0,0,0,0,0.0,118,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,0.1,1108,0,0,0,0,0,61,0,0,0,Southampton,Everton,Stoke,Burnley,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Salomon,Rondon,FWD,WBA,6000000,1,40,2.1,3.5e-07,6.66666666666667e-06,0,121467,3,22,0,0,0,3,0,6.7,11426,-5,0,40,5,0.4,0,2.3,0,0,2,0,0,0.6,57792,0,0,0,0,1290,594,0,0,97,Arsenal,West Ham,Brighton,Everton,Man City,0.0,0.0,2.1,1.2,1.3,1.9,1.0,2.2,1.6,2.0,1.6,1.7,1.9,1.0,1.7,1.6,1.7,1.5,65.7
Wayne,Rooney,FWD,EVE,7500000,0,91,5.7,7.6e-07,1.21333333333333e-05,0,1522168,3,18,0,0,0,10,0,12.1,137782,0,1,91,0,0.8,2,5.7,19,0,4,0,3,17.3,1557803,0,0,0,2,1232,72984,-1,0,370,Bournemouth,Man Utd,Tottenham,West Brom,Leicester,6.8,8.0,5.5,8.4,8.1,4.7,8.4,7.0,5.8,8.5,6.8,7.0,7.4,6.4,8.2,6.0,8.0,5.9,116.2
Danny,Rose,DEF,TOT,6400000,1,14,0.7,1.09375e-07,2.1875e-06,0,27134,1,7,0,0,0,0,0,2.2,1374,-1,0,14,1,0.2,0,1.2,0,0,2,0,0,0.4,16242,0,0,0,0,448,1234,0,0,91,Swansea,West Ham,Everton,Southampton,Man Utd,0.0,0.9,0.4,0.4,0.4,0.4,0.4,0.6,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,24.6
Liam,Rosenior,DEF,BHA,3900000,0,3,0.15,3.84615384615385e-08,7.69230769230769e-07,0,185676,0,3,0,0,0,0,0,0.8,7941,-1,0,3,1,0.0,0,0.0,0,0,0,0,0,3.8,224138,0,0,0,0,163,3828,0,0,22,Newcastle,Bournemouth,West Brom,Chelsea,Southampton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3.6
Wayne,Routledge,MID,SWA,5200000,2,11,0.55,1.05769230769231e-07,2.1153846153846198e-06,0,4894,1,8,0,0,0,0,0,2.1,51,-3,0,11,3,0.1,0,0.5,0,0,1,0,0,0.1,1302,0,0,0,0,307,23,0,0,37,Watford,Tottenham,Newcastle,Liverpool,Arsenal,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,13.6
Antonio,Rudiger,DEF,CHE,5800000,6,61,4.4,7.586206896551721e-07,1.05172413793103e-05,0,120552,3,10,0,0,0,1,0,10.5,4314,-2,0,61,2,0.5,0,2.7,6,0,6,0,1,2.5,107523,0,0,0,1,1194,31208,0,0,301,Stoke,Arsenal,Leicester,Brighton,Bournemouth,5.7,3.8,4.7,5.2,5.1,5.9,6.1,3.7,4.2,6.3,4.9,5.4,6.5,5.0,5.9,4.3,5.3,4.6,42.4
Mathew,Ryan,GLK,BHA,4500000,2,78,3.9,8.66666666666667e-07,1.7333333333333302e-05,0,39404,0,25,0,63,0,0,0,17.3,3265,0,0,78,0,0.8,0,3.8,7,0,7,0,0,1.5,74613,0,0,0,2,1800,12523,0,0,381,Newcastle,Bournemouth,West Brom,Chelsea,Southampton,3.4,4.5,3.8,5.1,3.8,5.8,3.7,4.5,5.2,2.5,3.1,4.2,5.3,4.4,4.8,3.7,4.8,3.1,43.7
Abdelhamid,Sabiri,MID,HUD,4800000,0,9,0.45,9.375e-08,1.875e-06,0,949,1,4,0,0,0,0,0,1.9,22,-2,1,9,2,0.0,0,0.0,0,0,1,0,1,0.0,947,0,0,0,0,187,13,-1,0,26,Burnley,Leicester,West Ham,Stoke,Liverpool,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,12.2
Henri,Saivet,MID,NEW,4400000,0,8,0.4,9.09090909090909e-08,1.81818181818182e-06,0,2486,0,2,0,0,0,1,0,1.8,235,-1,0,8,1,0.3,0,1.3,1,0,0,0,0,0.0,3493,0,0,0,0,83,310,0,0,27,Brighton,Stoke,Swansea,Man City,Burnley,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,5.8
Diafra,Sakho,FWD,WHU,5500000,0,24,1.2,2.1818181818181802e-07,4.3636363636363605e-06,0,21164,2,11,0,0,0,2,0,4.4,2490,0,0,24,0,0.2,0,1.2,1,0,0,0,1,0.2,22143,0,0,0,0,294,602,0,0,65,West Brom,Tottenham,Huddersfield,Bournemouth,Crystal Palace,0.0,1.5,0.6,0.9,0.9,0.6,0.7,0.6,0.6,0.7,0.8,0.8,0.6,1.0,0.6,0.6,0.6,0.8,21.2
Mamadou,Sakho,DEF,CRY,4800000,0,40,2.0,4.1666666666666704e-07,8.33333333333333e-06,0,120374,1,16,0,0,0,1,0,8.3,5086,-2,0,40,2,0.3,0,1.5,10,0,2,0,1,0.5,131428,0,0,0,1,834,98,0,0,210,Man City,Southampton,Burnley,Arsenal,West Ham,0.0,0.0,0.0,0.0,0.0,1.6,1.0,1.7,1.7,1.5,1.2,1.7,1.2,2.3,1.8,1.4,1.4,2.0,32.4
Bakary,Sako,MID,CRY,4900000,1,23,1.15,2.3469387755102e-07,4.69387755102041e-06,0,6335,0,6,0,0,0,2,0,4.7,758,-1,0,23,1,0.6,0,2.7,0,0,0,0,0,0.1,6257,0,0,0,0,220,222,0,0,77,Man City,Southampton,Burnley,Arsenal,West Ham,0.6,0.6,0.6,0.6,0.6,0.7,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.7,0.6,0.6,0.6,0.7,25.6
Mohamed,Salah,MID,LIV,10100000,9,154,7.7,7.62376237623762e-07,1.5247524752475198e-05,0,1013663,0,17,0,0,0,15,0,15.2,13323,11,0,154,-11,0.8,1,7.7,15,0,8,0,7,59.7,2771219,0,0,0,6,1504,55525,0,0,444,Leicester,Burnley,Man City,Swansea,Huddersfield,10.7,9.2,7.9,9.4,8.7,10.1,9.5,11.5,10.9,6.9,10.0,8.8,9.0,11.0,9.1,10.7,8.5,11.3,238.5
Renato,Sanches,MID,SWA,4400000,1,16,0.8,1.81818181818182e-07,3.63636363636364e-06,0,158848,1,7,0,0,0,0,0,3.6,1351,-6,1,16,6,0.1,0,0.3,0,0,2,0,0,0.3,167768,0,0,0,0,519,396,-1,0,60,Watford,Tottenham,Newcastle,Liverpool,Arsenal,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,20.7
Alexis,Sanchez,MID,ARS,11800000,15,90,5.3,4.4915254237288103e-07,7.6271186440677996e-06,0,284017,4,18,0,0,0,7,0,7.6,5004,-2,0,90,2,0.5,0,5.7,8,0,7,0,4,2.8,261804,0,0,0,2,1321,17441,0,0,281,West Brom,Chelsea,Bournemouth,Crystal Palace,Swansea,4.8,6.6,5.3,7.0,5.7,8.0,3.7,4.9,4.0,6.3,4.6,6.9,7.0,5.2,7.5,3.1,6.9,4.6,197.9
Davinson,Sanchez,DEF,TOT,6000000,1,44,3.1,5.16666666666667e-07,7.33333333333333e-06,0,40298,0,11,0,0,0,0,0,7.3,1843,0,0,44,0,0.2,0,1.0,1,0,6,0,0,0.4,49128,0,0,0,0,1132,1534,0,1,250,Swansea,West Ham,Everton,Southampton,Man Utd,0.0,6.6,2.9,2.9,3.3,2.3,3.7,3.7,3.8,2.4,3.2,2.9,2.8,2.7,3.0,3.7,2.8,2.9,34.2
,Sandro,FWD,EVE,7100000,0,10,0.5,7.042253521126761e-08,1.40845070422535e-06,0,72136,0,7,0,0,0,0,0,1.4,497,-4,0,10,4,0.0,0,0.3,0,0,1,0,0,0.4,6920,0,0,0,0,275,325,0,0,21,Bournemouth,Man Utd,Tottenham,West Brom,Leicester,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,9.8
Leroy,Sane,MID,MCI,8500000,1,99,4.95,5.823529411764711e-07,1.16470588235294e-05,0,1452826,3,9,0,0,0,6,0,11.5,105088,0,1,99,0,0.4,0,3.0,11,0,6,0,8,14.0,1878680,0,0,0,3,1186,25161,-1,0,340,Crystal Palace,Watford,Liverpool,Newcastle,West Brom,5.1,4.9,4.1,5.9,6.1,5.3,5.4,4.3,5.1,5.2,5.8,6.0,5.0,4.4,6.5,5.2,6.6,5.6,142.6
Sean,Scannell,MID,HUD,4500000,0,0,0.0,0.0,0.0,0,2888,0,0,0,0,0,0,0,0.0,16,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,147,0,0,0,0,0,0,0,0,0,Burnley,Leicester,West Ham,Stoke,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ezequiel,Schelotto,DEF,BHA,4400000,1,5,0.25,5.68181818181818e-08,1.13636363636364e-06,0,695,0,8,0,0,0,0,0,1.1,39,-1,0,5,1,0.1,0,0.3,0,0,0,0,0,0.0,817,0,0,0,0,268,77,0,0,48,Newcastle,Bournemouth,West Brom,Chelsea,Southampton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,10.5
Christopher,Schindler,DEF,HUD,4600000,1,55,2.9,6.30434782608696e-07,1.19565217391304e-05,0,249027,4,28,0,0,0,0,0,12.0,7544,1,0,55,-1,0.7,0,3.0,9,0,5,0,2,3.4,355462,0,0,0,3,1676,8450,0,1,368,Burnley,Leicester,West Ham,Stoke,Liverpool,3.4,1.8,4.0,2.3,3.1,1.6,3.0,2.3,1.9,3.0,4.4,2.1,2.4,3.5,2.3,2.8,1.9,3.5,65.1
Jeffrey,Schlupp,DEF,CRY,4700000,1,37,2.1,4.4680851063829794e-07,7.872340425531911e-06,0,22389,3,25,0,0,0,0,0,7.9,2355,-3,0,37,3,0.6,0,2.8,0,0,3,0,0,0.4,24862,0,0,0,0,1497,1003,0,0,225,Man City,Southampton,Burnley,Arsenal,West Ham,1.4,1.6,2.0,1.1,1.7,1.8,1.0,1.9,1.8,1.6,1.3,1.8,1.3,2.5,2.0,1.5,1.5,2.2,59.5
Kasper,Schmeichel,GLK,LEI,5000000,-1,69,3.5,7e-07,1.3800000000000002e-05,0,146133,2,30,0,62,0,0,0,13.8,10130,0,0,69,0,0.6,0,2.8,9,0,4,0,0,4.0,144491,1,0,1,1,1800,1051,0,0,361,Liverpool,Huddersfield,Chelsea,Watford,Everton,3.0,4.3,3.7,4.3,2.4,3.6,3.0,4.1,3.6,3.6,4.2,3.8,3.7,3.6,3.9,4.4,4.8,3.1,47.5
Morgan,Schneiderlin,MID,EVE,4700000,3,26,1.7,3.6170212765957397e-07,5.5319148936170195e-06,0,52243,2,18,0,0,0,0,0,5.5,705,-3,0,26,3,0.4,0,2.0,0,0,4,0,0,0.5,18285,0,0,0,0,1133,1023,0,1,185,Bournemouth,Man Utd,Tottenham,West Brom,Leicester,1.0,1.0,0.8,1.4,1.2,0.8,1.2,0.8,0.8,1.3,0.8,0.8,0.9,1.1,1.3,0.8,1.2,0.8,29.4
Kyle,Scott,MID,CHE,4300000,0,0,0.0,0.0,0.0,0,5370,0,0,0,0,0,0,0,0.0,244,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.1,5415,0,0,0,0,0,182,0,0,0,Stoke,Arsenal,Leicester,Brighton,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Xherdan,Shaqiri,MID,STK,6100000,2,80,4.2,6.885245901639339e-07,1.31147540983607e-05,0,601192,3,38,0,0,0,4,0,13.1,89745,1,1,80,-1,0.5,0,3.2,9,0,2,0,5,7.4,750015,0,0,0,1,1558,6938,-1,0,311,Chelsea,Newcastle,Man Utd,Huddersfield,Watford,3.5,5.0,2.7,5.5,4.1,4.4,4.9,3.9,4.1,2.9,5.7,3.0,4.2,3.8,4.6,2.9,4.6,4.8,147.6
Luke,Shaw,DEF,MUN,4900000,0,7,0.35,7.14285714285714e-08,1.4285714285714301e-06,0,8584,1,2,0,0,0,0,0,1.4,1216,-1,0,7,1,0.2,0,1.2,1,0,1,0,0,0.3,14389,0,0,0,0,172,5691,0,0,37,Southampton,Everton,Stoke,Burnley,Tottenham,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,12.3
Ryan,Shawcross,DEF,STK,4800000,1,35,2.3,4.79166666666667e-07,7.29166666666667e-06,0,76531,1,25,0,0,0,1,0,7.3,7588,-2,0,35,2,0.4,0,1.8,0,0,2,0,1,0.8,32118,1,0,0,0,1291,104,0,0,198,Chelsea,Newcastle,Man Utd,Huddersfield,Watford,0.0,0.0,1.3,2.4,2.4,1.5,2.8,1.4,1.9,1.6,1.7,1.3,2.1,2.1,2.2,1.5,3.3,1.5,61.4
Jonjo,Shelvey,MID,NEW,5200000,2,20,1.0,1.92307692307692e-07,3.84615384615385e-06,0,82221,2,16,0,0,0,0,0,3.8,402,-3,0,20,3,0.1,0,0.3,1,0,1,0,1,0.3,14766,0,0,0,0,925,315,0,2,110,Brighton,Stoke,Swansea,Man City,Burnley,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.5,53.3
,Sheyi Ojo,MID,LIV,5000000,0,0,0.0,0.0,0.0,0,1487,0,0,0,0,0,0,0,0.0,4,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,61,0,0,0,0,0,1,0,0,0,Leicester,Burnley,Man City,Swansea,Huddersfield,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Steve,Sidwell,MID,BHA,4300000,0,0,0.0,0.0,0.0,0,21449,0,0,0,0,0,0,0,0.0,352,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.2,2603,0,0,0,0,0,52,0,0,0,Newcastle,Bournemouth,West Brom,Chelsea,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gylfi,Sigurdsson,MID,EVE,8000000,3,66,3.5,4.375e-07,8.25e-06,0,346993,2,28,0,0,0,3,0,8.3,6814,-5,0,66,5,0.6,0,4.7,6,0,5,0,2,2.4,140792,0,0,0,1,1563,6277,0,0,274,Bournemouth,Man Utd,Tottenham,West Brom,Leicester,3.1,3.4,2.1,4.2,3.6,2.0,3.7,2.8,2.7,3.9,2.6,2.3,3.1,3.4,4.0,2.7,3.7,2.6,107.6
Danny,Simpson,DEF,LEI,4400000,0,43,2.3,5.22727272727273e-07,9.772727272727271e-06,0,267712,1,27,0,0,0,0,0,9.8,41153,-1,1,43,1,0.4,0,1.7,0,0,4,0,0,2.6,148169,0,0,0,0,1659,411,-1,0,255,Liverpool,Huddersfield,Chelsea,Watford,Everton,0.0,0.0,0.0,0.0,0.0,1.9,1.5,2.2,1.9,1.9,2.3,2.0,2.0,1.9,2.1,2.9,2.7,1.6,48.1
Jack,Simpson,DEF,BOU,4000000,0,1,0.05,1.25e-08,2.5e-07,0,2288,0,2,0,0,0,0,0,0.3,551,0,0,1,0,0.1,0,0.2,0,0,0,0,0,0.1,5418,0,0,0,0,71,825,0,0,10,Everton,Brighton,Arsenal,West Ham,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
Joshua,Sims,MID,SOU,4300000,0,0,0.0,0.0,0.0,0,5402,0,0,0,0,0,0,0,0.0,204,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.1,5604,0,0,0,0,0,186,0,0,0,Man Utd,Crystal Palace,Watford,Tottenham,Brighton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jerome,Sinclair,FWD,WAT,4900000,1,2,0.1,2.04081632653061e-08,4.08163265306122e-07,0,10885,0,0,0,0,0,0,0,0.4,316,-1,0,2,1,0.1,0,0.3,0,0,0,0,0,0.2,8424,0,0,0,0,20,334,0,0,6,Swansea,Man City,Southampton,Leicester,Stoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
Moussa,Sissoko,MID,TOT,5400000,1,39,1.95,3.61111111111111e-07,7.2222222222222195e-06,0,39605,2,11,0,0,0,1,0,7.2,1295,-1,0,39,1,0.3,0,1.8,0,0,6,0,1,0.4,32639,0,0,0,0,911,346,0,0,159,Swansea,West Ham,Everton,Southampton,Man Utd,0.0,3.1,2.0,1.1,1.3,1.0,1.6,1.0,1.9,1.3,1.6,1.0,1.0,1.0,1.0,1.2,1.1,1.4,62.4
Jiri,Skalak,MID,BHA,4700000,0,0,0.0,0.0,0.0,0,1844,0,0,0,0,0,0,0,0.0,44,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,0.0,543,0,0,0,0,0,16,0,0,0,Newcastle,Bournemouth,West Brom,Chelsea,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Islam,Slimani,FWD,LEI,6600000,1,13,0.65,9.84848484848485e-08,1.96969696969697e-06,0,26339,0,2,0,0,0,0,0,2.0,527,-4,0,13,4,0.0,0,0.2,0,0,0,0,1,0.3,12885,0,0,0,0,134,331,0,0,29,Liverpool,Huddersfield,Chelsea,Watford,Everton,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,12.7
Chris,Smalling,DEF,MUN,5400000,0,49,3.5,6.48148148148148e-07,9.07407407407407e-06,0,254077,2,12,0,0,0,1,0,9.1,59648,-1,1,49,1,0.4,0,2.0,2,0,5,0,0,2.7,292697,0,0,0,0,1185,562,-1,0,243,Southampton,Everton,Stoke,Burnley,Tottenham,0.0,0.0,0.0,3.1,2.7,4.6,2.9,4.5,3.9,4.1,3.5,3.9,2.6,4.7,2.7,4.5,3.3,4.6,39.9
Tommy,Smith,DEF,HUD,4800000,2,39,2.4,5e-07,8.125e-06,0,29990,4,20,0,0,0,0,0,8.1,624,-2,0,39,2,0.5,0,2.3,2,0,4,0,1,0.3,15306,0,0,0,0,1323,639,0,0,226,Burnley,Leicester,West Ham,Stoke,Liverpool,2.6,1.3,3.1,1.7,2.4,1.2,2.2,1.7,1.4,2.2,3.6,1.5,1.8,2.7,1.7,2.1,1.4,2.7,46.4
Robert,Snodgrass,MID,WHU,5800000,0,0,0.0,0.0,0.0,0,232170,0,0,0,0,0,0,0,0.0,362,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.5,1822,0,0,0,0,0,1,0,0,0,West Brom,Tottenham,Huddersfield,Bournemouth,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ramadan,Sobhi,MID,STK,4500000,7,35,1.75,3.88888888888889e-07,7.777777777777781e-06,0,46016,2,18,0,0,0,2,0,7.8,2106,-5,0,35,5,0.6,0,2.8,2,0,1,0,1,0.6,24362,0,0,0,0,765,9117,0,0,157,Chelsea,Newcastle,Man Utd,Huddersfield,Watford,0.9,1.3,0.9,1.5,1.0,1.1,1.3,0.9,1.0,0.9,1.6,0.9,1.0,0.9,1.2,0.9,1.2,1.3,47.7
