FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Wayne,Rooney,FWD,EVE,7200000,3,105,4.0,5.55555555555556e-07,1.4583333333333301e-05,0,2292705,5,29,0,0,0,10,0,14.6,43987,-3,0,105,3,0.2,3,1.3,20,0,5,0,3,10.3,1901493,0,0,0,2,1915,10288,0,0,442,Man City,Liverpool,Swansea,Newcastle,Huddersfield,4.5,4.5,3.4,5.2,3.6,5.2,3.5,147.1
Danny,Rose,DEF,TOT,6400000,0,15,0.5,7.8125e-08,2.34375e-06,0,36477,2,8,0,0,0,0,0,2.3,198,-1,0,15,1,0.1,0,0.5,0,0,2,0,0,0.3,22607,0,0,0,0,528,184,0,0,94,Chelsea,Stoke,Man City,Brighton,Watford,0.2,0.2,0.4,0.0,0.2,0.2,0.2,27.6
Liam,Rosenior,DEF,BHA,3900000,0,3,0.1,2.56410256410256e-08,7.69230769230769e-07,0,247273,0,3,0,0,0,0,0,0.8,4028,-1,0,3,1,0.0,0,0.0,0,0,0,0,0,3.2,274845,0,0,0,0,163,3619,0,0,22,Leicester,Huddersfield,Crystal Palace,Tottenham,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6
Wayne,Routledge,MID,SWA,5100000,0,14,0.46666666666666706,9.150326797385618e-08,2.7450980392156897e-06,0,5317,1,9,0,0,0,0,0,2.7,22,-4,0,14,4,0.0,0,0.0,0,0,1,0,0,0.1,1537,0,0,0,0,321,8,0,0,45,Man Utd,West Brom,Everton,Man City,Chelsea,0.2,0.2,0.2,0.2,0.2,0.2,0.2,13.8
Antonio,Rudiger,DEF,CHE,5800000,0,96,4.6,7.93103448275862e-07,1.6551724137931e-05,0,278956,4,16,0,0,0,2,0,16.6,6959,-2,0,96,2,0.1,0,0.5,8,0,10,0,1,3.2,301334,0,0,0,2,1796,3923,0,0,452,Tottenham,West Ham,Southampton,Burnley,Swansea,6.0,6.8,10.4,0.0,4.6,6.1,4.3,64.2
Mathew,Ryan,GLK,BHA,4600000,0,115,3.8,8.260869565217391e-07,2.5e-05,0,114553,0,40,0,92,0,0,0,25.6,8764,1,-1,115,-1,1.2,0,5.5,9,0,8,0,0,3.1,257789,0,0,2,2,2700,43165,1,0,566,Leicester,Huddersfield,Crystal Palace,Tottenham,Burnley,4.4,5.1,9.2,0.0,3.5,4.7,3.3,67.7
Abdelhamid,Sabiri,MID,HUD,4700000,0,10,0.32258064516129,6.86341798215511e-08,2.12765957446809e-06,0,1086,1,5,0,0,0,0,0,2.1,8,-3,0,10,3,0.0,0,0.0,0,0,1,0,1,0.0,1058,0,0,0,0,217,3,0,0,30,Newcastle,Brighton,Watford,Everton,Man City,0.2,0.2,0.2,0.0,0.2,0.2,0.2,12.4
Henri,Saivet,MID,NEW,4400000,0,8,8.0,1.81818181818182e-06,1.81818181818182e-06,0,3814,0,2,0,0,0,1,0,1.8,16,-1,0,8,1,0.0,0,0.0,1,0,0,0,0,0.0,3977,0,0,0,0,83,0,0,0,27,Huddersfield,Leicester,Arsenal,Everton,West Brom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8
Diafra,Sakho,FWD,WHU,5500000,0,24,1.7,3.09090909090909e-07,4.3636363636363605e-06,0,30540,2,11,0,0,0,2,0,4.4,72,0,0,24,0,0.0,0,0.0,1,0,0,0,1,0.1,28586,0,0,0,0,294,5,0,0,65,Southampton,Chelsea,Stoke,Arsenal,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.2
Mamadou,Sakho,DEF,CRY,4600000,7,48,1.5483870967741902,3.36605890603086e-07,1.0434782608695699e-05,0,140364,1,16,0,0,0,1,0,10.4,882,-4,0,48,4,0.5,0,2.3,11,0,3,0,1,0.4,145904,0,0,0,2,967,1922,0,0,244,Liverpool,Bournemouth,Brighton,Watford,Leicester,1.2,0.8,1.4,1.0,1.0,1.1,1.2,35.9
Bakary,Sako,MID,CRY,4800000,0,36,1.16129032258065,2.41935483870968e-07,7.499999999999999e-06,0,21467,0,10,0,0,0,3,0,7.3,240,-2,1,36,2,0.0,0,0.0,1,0,1,0,0,0.1,20348,0,0,0,0,466,8,-1,0,115,Liverpool,Bournemouth,Brighton,Watford,Leicester,0.0,0.0,0.0,0.0,0.0,0.6,0.8,46.9
Mohamed,Salah,MID,LIV,10700000,29,266,8.9,8.317757009345791e-07,2.48598130841121e-05,0,1830520,0,26,0,0,0,28,0,25.1,3744,17,-1,266,-17,1.2,1,13.0,26,0,12,0,11,62.8,3747833,0,0,0,11,2379,54518,1,0,777,Crystal Palace,Everton,Bournemouth,West Brom,Stoke,10.9,10.2,12.7,10.3,12.8,10.2,13.4,382.6
Renato,Sanches,MID,SWA,4300000,0,20,0.666666666666667,1.55038759689922e-07,4.65116279069767e-06,0,168525,1,10,0,0,0,0,0,4.7,271,-7,0,20,7,0.0,0,0.0,0,0,2,0,0,0.3,170545,0,0,0,0,699,29,0,0,83,Man Utd,West Brom,Everton,Man City,Chelsea,0.0,0.0,0.0,0.0,0.0,0.3,0.3,27.0
Alexis,Sanchez,MID,MUN,11500000,0,115,4.6,4e-07,1e-05,0,513806,5,28,0,0,0,8,0,9.9,9038,-5,1,115,5,0.3,1,3.5,8,0,8,0,6,2.8,513372,0,0,0,2,2031,5753,-1,0,383,Swansea,Man City,West Brom,Bournemouth,Arsenal,5.9,2.7,10.8,0.0,6.2,3.5,5.7,271.5
Davinson,Sanchez,DEF,TOT,6000000,0,84,3.5,5.83333333333333e-07,1.4000000000000001e-05,0,67872,1,15,0,0,0,0,0,14.0,4749,0,0,84,0,0.7,0,4.0,5,0,11,0,0,1.2,119421,1,0,0,0,1980,2003,0,1,460,Chelsea,Stoke,Man City,Brighton,Watford,3.3,3.7,6.8,0.0,4.6,2.9,3.7,58.4
,Sandro,FWD,EVE,7000000,0,10,1.3,1.8571428571428602e-07,1.4285714285714301e-06,0,74825,0,7,0,0,0,0,0,1.4,55,-5,0,10,5,0.0,0,0.0,0,0,1,0,0,0.4,7750,0,0,0,0,275,3,0,0,21,Man City,Liverpool,Swansea,Newcastle,Huddersfield,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.8
Leroy,Sane,MID,MCI,8600000,0,137,4.56666666666667,5.31007751937984e-07,1.59302325581395e-05,0,2175133,4,15,0,0,0,8,0,15.9,28795,1,0,137,-1,0.7,0,6.3,13,0,10,0,11,12.6,2568696,0,0,0,4,1812,31471,0,0,486,Everton,Man Utd,Tottenham,Swansea,West Ham,5.1,4.6,3.7,5.4,4.6,6.0,4.8,211.0
Sean,Scannell,MID,HUD,4500000,0,0,0.0,0.0,0.0,0,3114,0,0,0,0,0,0,0,0.0,23,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,366,0,0,0,0,0,19,0,0,0,Newcastle,Brighton,Watford,Everton,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ezequiel,Schelotto,DEF,BHA,4400000,0,15,0.5,1.13636363636364e-07,3.40909090909091e-06,0,2659,3,20,0,0,0,0,0,3.4,534,-1,0,15,1,0.1,0,0.5,0,0,0,0,0,0.1,5375,0,0,0,0,952,1315,0,0,138,Leicester,Huddersfield,Crystal Palace,Tottenham,Burnley,0.2,0.2,0.4,0.0,0.2,0.2,0.2,28.7
Christopher,Schindler,DEF,HUD,4700000,0,80,2.7,5.744680851063829e-07,1.70212765957447e-05,0,378869,5,47,0,0,0,0,0,17.0,26705,2,0,80,-2,0.6,0,2.7,13,0,7,0,2,4.1,527500,0,0,0,4,2634,1379,0,1,565,Newcastle,Brighton,Watford,Everton,Man City,1.7,2.0,3.3,0.0,2.6,1.7,3.5,98.9
Jeffrey,Schlupp,DEF,CRY,4700000,1,45,2.0,4.25531914893617e-07,9.57446808510638e-06,0,37332,3,30,0,0,0,0,0,9.6,979,-3,0,45,3,0.4,0,2.0,0,0,3,0,1,0.2,29130,0,0,0,0,1733,11,0,0,267,Liverpool,Bournemouth,Brighton,Watford,Leicester,0.0,1.2,2.1,1.6,1.5,1.6,1.8,66.4
Kasper,Schmeichel,GLK,LEI,5000000,0,106,3.5,7e-07,2.12e-05,0,240583,3,43,0,87,0,0,0,21.2,6203,0,0,106,0,0.3,0,1.5,14,0,7,0,0,4.7,280404,1,0,1,3,2700,7640,0,0,534,Brighton,Newcastle,Burnley,Southampton,Crystal Palace,3.3,3.7,7.4,0.0,4.3,4.8,3.1,64.4
Morgan,Schneiderlin,MID,EVE,4700000,1,37,1.6,3.4042553191489397e-07,7.872340425531911e-06,0,58438,3,30,0,0,0,0,0,7.9,256,-3,0,37,3,0.1,0,0.3,0,0,4,0,0,0.5,21932,0,0,0,0,1533,65,0,1,245,Man City,Liverpool,Swansea,Newcastle,Huddersfield,0.8,0.9,0.8,1.2,0.8,1.1,0.8,38.8
Kyle,Scott,MID,CHE,4300000,0,0,0.0,0.0,0.0,0,6617,0,0,0,0,0,0,0,0.0,63,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.1,6630,0,0,0,0,0,49,0,0,0,Tottenham,West Ham,Southampton,Burnley,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Xherdan,Shaqiri,MID,STK,6300000,2,126,4.3,6.82539682539682e-07,2e-05,0,1104345,4,48,0,0,0,7,0,19.7,135493,3,1,126,-3,0.4,0,2.3,16,0,5,0,6,11.3,1473746,0,0,0,1,2409,9647,-1,0,456,Arsenal,Tottenham,West Ham,Burnley,Liverpool,3.4,4.2,4.1,4.7,2.9,4.7,4.1,215.9
Luke,Shaw,DEF,MUN,4900000,0,32,1.06666666666667,2.1768707482993197e-07,6.53061224489796e-06,0,99641,1,2,0,0,0,0,0,6.5,4265,-1,0,32,1,0.1,0,0.5,1,0,5,0,0,0.6,123882,0,0,0,0,555,565,0,0,144,Swansea,Man City,West Brom,Bournemouth,Arsenal,0.7,0.5,1.2,0.0,0.9,0.5,0.8,27.9
Ryan,Shawcross,DEF,STK,4800000,0,52,2.6,5.41666666666667e-07,1.0833333333333301e-05,0,98798,2,30,0,0,0,1,0,10.8,1653,-2,0,52,2,0.0,0,0.0,2,0,4,0,1,0.9,53591,1,0,0,0,1741,81,0,0,269,Arsenal,Tottenham,West Ham,Burnley,Liverpool,2.0,2.6,2.4,2.5,2.0,3.6,1.9,75.2
Jonjo,Shelvey,MID,NEW,5200000,0,46,2.1,4.0384615384615397e-07,8.84615384615385e-06,0,86711,2,23,0,0,0,0,0,8.8,386,-3,0,46,3,1.1,0,5.5,3,0,4,0,3,0.4,21517,0,0,0,1,1552,2139,0,2,228,Huddersfield,Leicester,Arsenal,Everton,West Brom,2.0,1.2,1.9,1.5,2.0,1.2,1.5,86.3
,Sheyi Ojo,MID,LIV,5000000,0,0,0.0,0.0,0.0,0,1510,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,71,0,0,0,0,0,1,0,0,0,Crystal Palace,Everton,Bournemouth,West Brom,Stoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Steve,Sidwell,MID,BHA,4300000,0,0,0.0,0.0,0.0,0,22978,0,0,0,0,0,0,0,0.0,77,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.2,3061,0,0,0,0,0,24,0,0,0,Leicester,Huddersfield,Crystal Palace,Tottenham,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gylfi,Sigurdsson,MID,EVE,8000000,0,96,3.6,4.5e-07,1.2e-05,0,428445,2,40,0,0,0,4,0,12.0,11810,-5,0,96,5,0.2,0,1.7,8,0,6,0,4,2.0,194606,0,0,0,1,2257,54,0,0,396,Man City,Liverpool,Swansea,Newcastle,Huddersfield,0.0,0.0,0.0,0.0,2.8,3.8,2.8,154.0
,Silva,MID,LEI,6000000,0,8,0.266666666666667,4.444444444444441e-08,1.33333333333333e-06,0,3700,1,3,0,0,0,0,0,1.3,135,0,0,8,0,0.0,0,0.0,0,0,0,0,1,0.0,4629,0,0,0,0,175,74,0,0,36,Brighton,Newcastle,Burnley,Southampton,Crystal Palace,0.1,0.1,0.2,0.0,0.1,0.1,0.1,6.5
Danny,Simpson,DEF,LEI,4300000,0,47,2.0,4.65116279069767e-07,1.0930232558139501e-05,0,345032,2,34,0,0,0,0,0,10.9,3320,-2,0,47,2,0.1,0,0.5,0,0,4,0,0,2.3,192047,0,0,0,0,1934,5079,0,0,294,Brighton,Newcastle,Burnley,Southampton,Crystal Palace,1.4,1.6,3.2,0.0,2.2,2.2,1.2,53.6
Jack,Simpson,DEF,BOU,4000000,0,1,0.032258064516129,8.06451612903226e-09,2.5e-07,0,7412,0,2,0,0,0,0,0,0.3,298,0,0,1,0,0.0,0,0.0,0,0,0,0,0,0.2,14251,0,0,0,0,71,406,0,0,10,Watford,Crystal Palace,Liverpool,Man Utd,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
Joshua,Sims,MID,SOU,4300000,0,6,0.2,4.65116279069767e-08,1.3953488372093e-06,0,6836,0,1,0,0,0,0,0,1.4,150,-2,0,6,2,0.5,0,2.0,0,0,1,0,0,0.1,7305,0,0,0,0,143,96,0,0,15,West Ham,Arsenal,Chelsea,Leicester,Bournemouth,0.1,0.1,0.2,0.0,0.1,0.1,0.1,15.9
Jerome,Sinclair,FWD,WAT,4900000,0,3,0.0967741935483871,1.97498354180382e-08,6.12244897959184e-07,0,13666,0,0,0,0,0,0,0,0.6,141,-1,0,3,1,0.0,0,0.0,0,0,0,0,0,0.2,11044,0,0,0,0,28,150,0,0,8,Bournemouth,Burnley,Huddersfield,Crystal Palace,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
Moussa,Sissoko,MID,TOT,5300000,0,47,1.5666666666666698,2.9559748427673e-07,8.86792452830189e-06,0,45624,3,13,0,0,0,1,0,8.9,155,-2,0,47,2,0.2,0,1.0,0,0,6,0,1,0.4,36154,0,0,0,0,1114,84,0,0,201,Chelsea,Stoke,Man City,Brighton,Watford,0.8,0.8,1.6,0.0,1.1,0.8,1.1,76.9
Jiri,Skalak,MID,BHA,4700000,0,0,0.0,0.0,0.0,0,2177,0,0,0,0,0,0,0,0.0,12,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,0.0,675,0,0,0,0,0,8,0,0,0,Leicester,Huddersfield,Crystal Palace,Tottenham,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Islam,Slimani,FWD,NEW,6600000,0,21,0.7,1.0606060606060599e-07,3.18181818181818e-06,0,36917,0,3,0,0,0,1,0,3.2,257,-4,0,21,4,0.0,0,0.0,1,0,1,0,1,0.3,23599,0,0,0,0,240,571,0,0,61,Huddersfield,Leicester,Arsenal,Everton,West Brom,0.4,0.4,0.4,0.4,0.4,0.4,0.4,21.0
Chris,Smalling,DEF,MUN,5500000,0,84,3.8,6.90909090909091e-07,1.52727272727273e-05,0,396529,3,19,0,0,0,2,0,15.6,17847,0,-1,84,0,0.9,0,5.0,6,0,8,0,0,5.5,590397,0,0,0,1,1905,73896,1,0,424,Swansea,Man City,West Brom,Bournemouth,Arsenal,4.6,3.0,7.9,0.0,5.5,3.5,5.3,74.5
Tommy,Smith,DEF,HUD,4700000,0,41,2.0,4.25531914893617e-07,8.72340425531915e-06,0,35248,6,29,0,0,0,0,0,8.7,227,-3,0,41,3,0.0,0,0.0,2,0,4,0,1,0.2,16939,0,0,0,0,1646,29,0,0,267,Newcastle,Brighton,Watford,Everton,Man City,1.0,1.2,2.2,0.0,1.6,1.0,2.3,56.5
Robert,Snodgrass,MID,WHU,5800000,0,0,0.0,0.0,0.0,0,233696,0,0,0,0,0,0,0,0.0,70,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.6,1843,0,0,0,0,0,1,0,0,0,Southampton,Chelsea,Stoke,Arsenal,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ramadan,Sobhi,MID,STK,4500000,2,42,1.35483870967742,3.01075268817204e-07,9.33333333333333e-06,0,67870,2,25,0,0,0,2,0,9.3,695,-5,0,42,5,0.2,0,1.0,2,0,1,0,1,0.5,39328,0,0,0,0,958,233,0,0,194,Arsenal,Tottenham,West Ham,Burnley,Liverpool,0.7,0.7,0.7,0.8,0.7,0.8,0.7,54.6
Dominic,Solanke,FWD,LIV,4600000,0,23,1.4,3.04347826086957e-07,5e-06,0,224779,0,4,0,0,0,0,0,5.0,1841,-4,0,23,4,0.1,0,0.3,0,0,1,0,1,1.5,119581,0,0,0,0,384,1305,0,0,56,Crystal Palace,Everton,Bournemouth,West Brom,Stoke,0.7,0.7,1.1,0.7,1.2,0.7,1.2,43.5
Heung-Min,Son,MID,TOT,8300000,0,154,5.3,6.3855421686747e-07,1.8554216867469897e-05,0,1026588,0,13,0,0,0,12,0,18.8,31391,3,-1,154,-3,1.9,0,15.5,16,0,12,0,5,16.2,1940260,0,0,0,7,1859,170203,1,0,481,Chelsea,Stoke,Man City,Brighton,Watford,4.7,5.4,9.5,0.0,6.7,5.6,6.7,213.1
Alexander,S?rloth,FWD,CRY,5500000,0,8,2.0,3.63636363636364e-07,1.45454545454545e-06,0,6593,0,9,0,0,0,0,0,1.5,4059,0,0,8,0,0.2,0,1.3,0,0,0,0,0,0.1,14794,0,0,0,0,360,238,0,0,25,Liverpool,Bournemouth,Brighton,Watford,Leicester,0.0,1.6,2.0,1.4,1.9,1.6,2.0,22.5
Pape,Souare,DEF,CRY,4500000,0,0,0.0,0.0,0.0,0,1526,0,0,0,0,0,0,0,0.0,30,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,1461,0,0,0,0,0,33,0,0,0,Liverpool,Bournemouth,Brighton,Watford,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Harry,Souttar,DEF,STK,4000000,0,0,0.0,0.0,0.0,0,8145,0,0,0,0,0,0,0,0.0,69,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,10483,0,0,0,0,0,7,0,0,0,Arsenal,Tottenham,West Ham,Burnley,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Julian,Speroni,GLK,CRY,4100000,0,36,1.16129032258065,2.8324154209284e-07,8.78048780487805e-06,0,211198,0,14,0,30,0,0,0,8.8,8474,1,0,36,-1,0.0,0,0.0,3,0,2,0,0,3.3,292119,0,0,0,1,990,181,0,0,175,Liverpool,Bournemouth,Brighton,Watford,Leicester,0.0,0.6,0.9,0.6,0.6,0.7,0.7,21.3
Konstantinos,Stafylidis,DEF,STK,4400000,1,6,0.193548387096774,4.3988269794721396e-08,1.36363636363636e-06,0,529,0,6,0,0,0,0,0,1.4,109,-1,0,6,1,0.2,0,1.0,0,0,0,0,0,0.0,961,0,0,0,0,334,44,0,0,38,Arsenal,Tottenham,West Ham,Burnley,Liverpool,0.1,0.1,0.1,0.1,0.1,0.1,0.1,11.0
Junior,Stanislas,MID,BOU,6000000,10,74,2.38709677419355,3.97849462365591e-07,1.23333333333333e-05,0,68814,1,21,0,0,0,5,0,12.3,30556,0,0,74,0,1.1,0,6.3,7,0,2,0,3,2.0,174595,0,0,0,3,1240,19081,0,0,277,Watford,Crystal Palace,Liverpool,Man Utd,Southampton,1.5,1.9,2.9,0.0,1.7,2.1,1.6,118.5
Jon Gorenc,Stankovic,DEF,HUD,3900000,0,0,0.0,0.0,0.0,0,9329,0,0,0,0,0,0,0,0.0,398,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,10243,0,0,0,0,0,1313,0,0,0,Newcastle,Brighton,Watford,Everton,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maarten,Stekelenburg,GLK,EVE,4200000,0,0,0.0,0.0,0.0,0,22619,0,0,0,0,0,0,0,0.0,137,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,0.3,2505,0,0,0,0,0,21,0,0,0,Man City,Liverpool,Swansea,Newcastle,Huddersfield,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dale,Stephens,MID,BHA,4500000,0,73,2.5,5.55555555555556e-07,1.62222222222222e-05,0,179494,4,38,0,0,0,0,0,16.2,10119,0,0,73,0,0.1,0,0.5,2,0,8,0,3,1.3,218331,0,0,0,0,2610,545,0,0,460,Leicester,Huddersfield,Crystal Palace,Tottenham,Burnley,0.0,2.8,3.5,0.0,1.5,2.0,1.2,90.0
Jack,Stephens,DEF,SOU,4500000,0,52,2.9,6.44444444444444e-07,1.15555555555556e-05,0,73769,5,26,0,0,0,2,0,11.6,4566,-5,0,52,5,0.7,0,3.0,2,0,4,0,0,0.9,75840,0,0,0,1,1620,7997,0,0,303,West Ham,Arsenal,Chelsea,Leicester,Bournemouth,3.0,2.5,5.3,0.0,2.5,1.8,2.4,60.9
Dujon,Sterling,DEF,CHE,4500000,0,0,0.0,0.0,0.0,0,549,0,0,0,0,0,0,0,0.0,52,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,852,0,0,0,0,0,58,0,0,0,Tottenham,West Ham,Southampton,Burnley,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Raheem,Sterling,MID,MCI,8600000,0,179,6.9,8.02325581395349e-07,2.08139534883721e-05,0,2628453,2,17,0,0,0,15,0,20.8,29509,6,0,179,-6,0.2,0,2.0,18,0,10,0,11,18.7,3337381,0,0,0,5,2001,81773,0,1,567,Everton,Man Utd,Tottenham,Swansea,West Ham,8.4,8.3,6.9,9.5,8.4,10.1,8.7,255.5
,Steve Cook,DEF,BOU,4600000,2,65,2.4,5.217391304347829e-07,1.4130434782608701e-05,0,115544,4,41,0,0,0,2,0,14.1,3061,-4,0,65,4,0.3,0,1.3,6,0,4,0,0,1.2,131138,1,0,0,2,2134,994,0,0,368,Watford,Crystal Palace,Liverpool,Man Utd,Southampton,2.1,3.2,4.1,0.0,2.2,2.2,1.9,92.1
Carl,Stewart,MID,WAT,4500000,0,0,0.0,0.0,0.0,0,197,0,0,0,0,0,0,0,0.0,29,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,296,0,0,0,0,0,26,0,0,0,Bournemouth,Burnley,Huddersfield,Crystal Palace,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
John,Stones,DEF,MCI,5300000,0,55,3.4,6.41509433962264e-07,1.0377358490566001e-05,0,774994,0,11,0,0,0,0,0,10.4,3959,-2,0,55,2,0.0,0,0.0,2,0,7,0,0,3.2,621715,0,0,0,0,1139,628,0,0,280,Everton,Man Utd,Tottenham,Swansea,West Ham,0.0,3.7,3.1,3.6,3.8,4.1,3.7,36.5
Daniel,Sturridge,FWD,WBA,7900000,0,29,0.9354838709677421,1.1841567986933401e-07,3.6708860759493696e-06,0,93406,0,7,0,0,0,2,0,3.7,747,-1,0,29,1,0.0,0,0.0,0,0,3,0,1,0.6,78001,0,0,0,0,503,50,0,0,120,Burnley,Swansea,Man Utd,Liverpool,Newcastle,0.0,0.5,0.5,0.5,0.5,0.5,0.5,61.5
Isaac,Success,MID,WAT,5300000,0,0,0.0,0.0,0.0,0,3065,0,0,0,0,0,0,0,0.0,8,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.0,878,0,0,0,0,0,0,0,0,0,Bournemouth,Burnley,Huddersfield,Crystal Palace,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andrew,Surman,MID,BOU,4400000,0,67,3.7,8.409090909090909e-07,1.52272727272727e-05,0,706490,1,25,0,0,0,2,0,15.2,10159,-1,0,67,1,0.1,0,0.3,7,0,4,0,4,3.4,797272,0,0,0,1,1543,1659,0,0,298,Watford,Crystal Palace,Liverpool,Man Utd,Southampton,3.0,3.7,5.7,0.0,3.4,4.1,3.3,66.9
Markus,Suttner,DEF,BHA,4200000,0,38,1.26666666666667,3.01587301587302e-07,9.04761904761905e-06,0,80814,0,18,0,0,0,0,0,9.0,620,-3,0,38,3,0.1,0,0.5,3,0,4,0,0,0.4,59070,0,0,0,1,1178,405,0,0,204,Leicester,Huddersfield,Crystal Palace,Tottenham,Burnley,0.8,1.0,1.9,0.0,0.6,0.9,0.6,30.8
Dusan,Tadic,MID,SOU,6200000,0,84,3.0,4.83870967741936e-07,1.3548387096774199e-05,0,301834,3,32,0,0,0,3,0,13.5,1490,-3,0,84,3,0.3,0,2.0,5,0,7,0,3,1.6,203401,0,0,0,1,2112,896,0,0,319,West Ham,Arsenal,Chelsea,Leicester,Bournemouth,2.5,2.0,4.9,0.0,2.9,2.8,1.7,159.0
Matt,Targett,DEF,SOU,4300000,0,2,1.0,2.3255813953488398e-07,4.65116279069767e-07,0,7487,0,6,0,0,0,0,0,0.5,43,-2,0,2,2,0.0,0,0.0,0,0,0,0,0,0.1,1584,0,0,0,0,166,1,0,0,35,West Ham,Arsenal,Chelsea,Leicester,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.1
James,Tarkowski,DEF,BUR,4500000,0,82,3.6,8e-07,1.8222222222222197e-05,0,519685,3,17,0,0,0,0,0,18.2,8408,0,0,82,0,1.0,0,4.5,2,0,10,0,0,3.5,690221,0,0,0,0,2070,44794,0,0,404,West Brom,Watford,Leicester,Chelsea,Stoke,3.2,3.9,8.0,4.0,4.7,3.4,3.6,85.2
Charlie,Taylor,DEF,BUR,4200000,0,23,0.766666666666667,1.82539682539683e-07,5.47619047619048e-06,0,49136,3,12,0,0,0,0,0,5.5,2528,-3,0,23,3,0.0,0,0.0,0,0,2,0,0,0.6,63443,0,0,0,0,949,273,0,0,132,West Brom,Watford,Leicester,Chelsea,Stoke,0.4,0.4,0.8,0.4,0.4,0.4,0.4,27.5
Kyle,Taylor,MID,BOU,4500000,0,0,0.0,0.0,0.0,0,186,0,0,0,0,0,0,0,0.0,26,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,292,0,0,0,0,0,27,0,0,0,Watford,Crystal Palace,Liverpool,Man Utd,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stuart,Taylor,GLK,SOU,4000000,0,0,0.0,0.0,0.0,0,12686,0,0,0,0,0,0,0,0.0,139,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.4,18018,0,0,0,0,0,124,0,0,0,West Ham,Arsenal,Chelsea,Leicester,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
George,Thomas,MID,LEI,4500000,0,0,0.0,0.0,0.0,0,353,0,0,0,0,0,0,0,0.0,26,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,453,0,0,0,0,0,22,0,0,0,Brighton,Newcastle,Burnley,Southampton,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
James,Tomkins,DEF,CRY,4400000,15,73,3.3,7.5e-07,1.65909090909091e-05,0,146945,4,27,0,0,0,2,0,16.6,14527,-1,0,73,1,1.2,0,5.3,7,0,6,0,0,2.8,234954,0,0,0,2,1846,16837,0,0,393,Liverpool,Bournemouth,Brighton,Watford,Leicester,0.0,2.7,4.2,3.4,3.3,3.5,3.8,75.2
