FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW38Forecast,ICTIndex
David,Ospina,GLK,ARS,4800000,8,19,0.5135135135135129,1.06981981981982e-07,3.95833333333333e-06,0,10172,0,3,0,9,0,0,0,4.0,0,-2,0,19,2,0,0,0,1,0,2,0,0,0.2,3948,0,0,0,0,380,0,0,0,86,Huddersfield,,,,,0.3,7.7
Nicolas,Otamendi,DEF,MCI,6400000,0,156,4.6,7.1875e-07,2.4375e-05,0,1768551,9,25,0,0,0,4,0,24.4,0,9,0,156,-9,0,0,0,21,0,15,0,0,25.8,2808178,1,0,0,4,2966,0,0,0,742,Southampton,,,,,5.7,143.7
Reece,Oxford,DEF,WHU,4500000,0,1,1.0,2.22222222222222e-07,2.22222222222222e-07,0,14,0,0,0,0,0,0,0,0.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,26,0,0,0,0,4,0,0,0,2,Everton,,,,,0.0,0.3
Mesut,Ozil,MID,ARS,9300000,0,112,4.3,4.6236559139784896e-07,1.2043010752688199e-05,0,408304,4,36,0,0,0,4,0,12.0,0,-2,0,112,2,0,0,0,11,0,8,0,9,2.1,358328,0,0,0,2,2161,0,0,0,506,Huddersfield,,,,,3.4,248.6
Alex,Palmer,GLK,WBA,4000000,0,0,0.0,0.0,0.0,0,6410,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,13561,0,0,0,0,0,0,0,0,0,Crystal Palace,,,,,0.0,0.0
Kasey,Palmer,MID,CHE,5300000,0,4,1.0,1.88679245283019e-07,7.54716981132075e-07,0,4781,2,2,0,0,0,0,0,0.8,0,-2,0,4,2,0,0,0,0,0,1,0,0,0.0,1101,0,0,0,0,168,0,0,0,9,Newcastle,,,,,0.0,7.2
Costel,Pantilimon,GLK,WAT,4500000,0,0,0.0,0.0,0.0,0,5320,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,309,0,0,0,0,0,0,0,0,0,Man Utd,,,,,0.0,0.0
Josh,Pask,DEF,WHU,4000000,0,0,0.0,0.0,0.0,0,818,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2635,0,0,0,0,0,0,0,0,0,Everton,,,,,0.0,0.0
Jack,Payne,MID,HUD,4500000,0,0,0.0,0.0,0.0,0,521,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,124,0,0,0,0,0,0,0,0,0,Arsenal,,,,,0.0,0.0
,Pedro,MID,CHE,7700000,1,81,2.18918918918919,2.84310284310284e-07,1.0519480519480499e-05,0,322659,1,14,0,0,0,4,0,10.5,0,-3,0,81,3,0,0,0,2,0,8,0,2,1.0,212022,0,0,0,1,1511,0,0,0,272,Newcastle,,,,,1.4,124.6
Matthew,Pennington,DEF,EVE,4000000,0,0,0.0,0.0,0.0,0,5229,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1510,0,0,0,0,0,0,0,0,0,West Ham,,,,,0.0,0.0
Andreas,Pereira,MID,MUN,4900000,0,0,0.0,0.0,0.0,0,3945,0,0,0,0,0,0,0,0.0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0.0,229,0,0,0,0,0,0,0,0,0,Watford,,,,,0.0,0.0
Roberto,Pereyra,MID,WAT,5800000,2,81,2.5,4.3103448275862105e-07,1.39655172413793e-05,0,24262,3,34,0,0,0,5,0,14.0,0,-2,0,81,2,0,0,0,5,0,1,0,3,0.2,21480,0,0,0,0,1610,0,0,0,299,Man Utd,,,,,1.2,118.8
Ayoze,Perez,FWD,NEW,5500000,13,124,3.4,6.18181818181818e-07,2.25454545454545e-05,0,249099,3,28,0,0,0,8,0,22.5,0,0,0,124,0,0,0,0,15,0,8,0,6,6.5,546028,1,0,0,4,2486,0,0,0,420,Chelsea,,,,,3.0,191.7
Lucas,Perez,FWD,ARS,7400000,0,0,0.0,0.0,0.0,0,9141,0,0,0,0,0,0,0,0.0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,550,0,0,0,0,0,0,0,0,0,Huddersfield,,,,,0.0,0.0
Matt,Phillips,MID,WBA,5400000,0,81,2.7,5e-07,1.4999999999999999e-05,0,183288,3,32,0,0,0,2,0,15.0,0,-6,0,81,6,0,0,0,3,0,10,0,3,0.5,77006,0,0,0,0,2087,0,0,0,276,Crystal Palace,,,,,1.6,124.7
Jordan,Pickford,GLK,EVE,4900000,1,145,3.8,7.75510204081633e-07,2.9591836734693897e-05,0,562219,0,58,0,121,0,0,0,29.6,0,-1,0,145,1,0,0,0,16,0,10,0,0,8.3,478694,0,0,1,3,3420,0,0,0,724,West Ham,,,,,4.2,90.7
Jeremy,Pied,DEF,SOU,4200000,0,7,0.189189189189189,4.5045045045045e-08,1.66666666666667e-06,0,6577,0,3,0,0,0,0,0,1.7,0,-3,0,7,3,0,0,0,1,0,0,0,1,0.1,3537,0,0,0,0,180,0,0,0,47,Man City,,,,,0.1,10.0
Erik,Pieters,DEF,STK,4700000,2,71,2.3,4.8936170212766e-07,1.5106382978723401e-05,0,62245,5,50,0,0,0,0,0,15.1,0,-3,0,71,3,0,0,0,1,0,7,0,1,0.4,29906,0,0,0,0,2717,0,0,0,456,Swansea,,,,,1.7,87.3
Paul,Pogba,MID,MUN,7900000,1,138,5.1,6.455696202531649e-07,1.7468354430379698e-05,0,3021842,5,20,0,0,0,6,0,17.5,0,-1,0,138,1,0,0,0,15,0,11,0,13,14.7,2593672,0,0,0,4,2145,0,0,1,528,Watford,,,,,6.6,215.6
Nick,Pope,GLK,BUR,5000000,2,152,4.3,8.6e-07,3.04e-05,0,442451,3,35,0,113,0,0,0,30.4,0,5,0,152,-5,0,0,0,19,0,11,0,0,10.1,976815,0,0,1,3,3114,0,0,0,701,Bournemouth,,,,,4.5,90.1
Alex,Pritchard,MID,HUD,5400000,2,40,1.08108108108108,2.002002002002e-07,7.40740740740741e-06,0,13170,1,12,0,0,0,1,0,7.4,0,-1,0,40,1,0,0,0,3,0,3,0,2,0.1,16643,0,0,0,1,997,0,0,0,168,Arsenal,,,,,0.7,68.7
Sebastian,Prodl,DEF,WAT,4300000,0,42,1.1351351351351398,2.6398491514770603e-07,9.76744186046512e-06,0,36949,5,29,0,0,0,0,0,9.8,0,-2,0,42,2,0,0,0,0,0,5,0,0,0.2,21404,0,0,0,0,1566,0,0,0,267,Man Utd,,,,,0.6,39.3
Davy,Propper,MID,BHA,5300000,2,87,2.5,4.71698113207547e-07,1.64150943396226e-05,0,16309,2,50,0,0,0,0,0,16.4,0,-2,0,87,2,0,0,0,1,0,9,0,4,0.1,11375,0,0,0,0,3118,0,0,1,446,Liverpool,,,,,1.2,108.9
Marc,Pugh,MID,BOU,4700000,0,32,0.8648648648648649,1.84013801035078e-07,6.80851063829787e-06,0,6956,2,17,0,0,0,0,0,6.8,0,-3,0,32,3,0,0,0,0,0,5,0,0,0.1,3064,0,0,0,0,974,0,0,0,97,Burnley,,,,,0.4,51.6
Jason,Puncheon,MID,CRY,4400000,0,11,0.297297297297297,6.75675675675676e-08,2.5e-06,0,66619,5,14,0,0,0,0,0,2.5,0,-6,0,11,6,0,0,0,0,0,0,0,0,0.3,12938,0,0,0,0,574,0,0,0,38,West Brom,,,,,0.1,25.1
Collin,Quaner,FWD,HUD,4500000,0,44,1.18918918918919,2.64264264264264e-07,9.77777777777778e-06,0,587073,4,23,0,0,0,0,0,9.8,0,0,0,44,0,0,0,0,0,0,3,0,4,4.8,623851,0,0,0,0,1268,0,0,0,173,Arsenal,,,,,0.9,74.8
Domingos,Quina,MID,WHU,4400000,0,0,0.0,0.0,0.0,0,1495,0,0,0,0,0,0,0,0.0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0.0,2386,0,0,0,0,0,0,0,0,0,Everton,,,,,0.0,0.0
Erdal,Rakip,MID,CRY,4800000,0,0,0.0,0.0,0.0,0,189,0,0,0,0,0,0,0,0.0,0,-2,0,0,2,0,0,0,0,0,0,0,0,0.0,230,0,0,0,0,0,0,0,0,0,West Brom,,,,,0.0,0.0
Aaron,Ramsdale,GLK,BOU,4000000,0,0,0.0,0.0,0.0,0,9432,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,16527,0,0,0,0,0,0,0,0,0,Burnley,,,,,0.0,0.0
Aaron,Ramsey,MID,ARS,6800000,6,130,5.4,7.94117647058824e-07,1.9117647058823497e-05,0,1139322,0,25,0,0,0,7,0,19.1,0,-2,0,130,2,0,0,0,12,0,9,0,10,4.5,1257144,0,0,0,3,1844,0,0,0,503,Huddersfield,,,,,4.9,184.2
Darren,Randolph,GLK,WHU,4500000,0,0,0.0,0.0,0.0,0,1000,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,157,0,0,0,0,0,0,0,0,0,Everton,,,,,0.0,0.0
Angel,Rangel,DEF,SWA,3900000,1,4,0.108108108108108,2.7720027720027704e-08,1.02564102564103e-06,0,798500,0,3,0,0,0,0,0,1.0,0,-1,0,4,1,0,0,0,0,0,0,0,0,7.3,298243,0,0,0,0,154,0,0,0,28,Stoke,,,,,0.1,4.8
Marcus,Rashford,FWD,MUN,7300000,8,104,3.0,4.10958904109589e-07,1.4246575342465802e-05,0,1229368,3,16,0,0,0,7,0,14.2,0,-2,0,104,2,0,0,0,11,0,10,0,5,7.6,1278245,0,0,0,1,1799,0,0,0,387,Watford,,,,,3.6,171.7
Nathan,Redmond,MID,SOU,5900000,3,72,2.3,3.8983050847457597e-07,1.22033898305085e-05,0,377921,3,31,0,0,0,1,0,12.2,0,-6,0,72,6,0,0,0,3,0,7,0,3,1.8,86567,0,0,0,0,1938,0,0,0,296,Man City,,,,,1.2,147.2
Winston,Reid,DEF,WHU,4800000,0,42,2.5,5.20833333333333e-07,8.75e-06,0,77853,5,27,0,0,0,0,0,8.8,0,-2,0,42,2,0,0,0,3,0,5,0,0,0.6,22103,0,0,0,0,1452,0,0,0,264,Everton,,,,,0.0,43.6
Declan,Rice,DEF,WHU,4400000,2,41,1.1081081081081101,2.51842751842752e-07,9.31818181818182e-06,0,4069,1,29,0,0,0,0,0,9.3,0,-1,0,41,1,0,0,0,0,0,3,0,0,0.1,7435,0,0,0,0,1421,0,0,0,280,Everton,,,,,0.6,37.5
,Richarlison,MID,WAT,5800000,2,125,3.3,5.68965517241379e-07,2.1551724137931e-05,0,1826805,4,54,0,0,0,5,0,21.6,0,-2,0,125,2,0,0,0,4,0,8,0,8,6.5,2078002,0,0,0,2,2817,0,0,0,304,Man Utd,,,,,1.7,209.3
Jairo,Riedewald,DEF,CRY,4600000,0,23,0.621621621621622,1.35135135135135e-07,5e-06,0,16791,0,6,0,0,0,0,0,5.0,0,-4,0,23,4,0,0,0,0,0,2,0,0,0.1,1648,0,0,0,0,435,0,0,0,100,West Brom,,,,,0.3,10.6
Matt,Ritchie,MID,NEW,5400000,3,116,3.3,6.11111111111111e-07,2.1481481481481502e-05,0,527173,6,35,0,0,0,3,0,21.5,0,-6,0,116,6,0,0,0,10,0,9,0,7,2.3,464994,0,0,0,1,2802,0,0,0,489,Chelsea,,,,,3.1,192.6
Connor,Roberts,DEF,SWA,4000000,0,7,0.189189189189189,4.7297297297297304e-08,1.75e-06,0,8281,0,4,0,0,0,0,0,1.8,0,0,0,7,0,0,0,0,0,0,0,0,0,0.3,24003,0,0,0,0,267,0,0,0,41,Stoke,,,,,0.1,4.1
Andrew,Robertson,DEF,LIV,5000000,18,111,5.0,1e-06,2.22e-05,0,439924,2,18,0,0,0,1,0,22.2,0,0,0,111,0,0,0,0,12,0,10,0,5,7.4,772308,0,0,0,3,1940,0,0,0,514,Brighton,,,,,7.5,101.3
Paul,Robinson,GLK,BUR,4500000,0,0,0.0,0.0,0.0,0,405,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,109,0,0,0,0,0,0,0,0,0,Bournemouth,,,,,0.0,0.0
Joel,Robles,GLK,EVE,4200000,0,0,0.0,0.0,0.0,0,9648,0,0,0,0,0,0,0,0.0,0,-3,0,0,3,0,0,0,0,0,0,0,0,0.2,2067,0,0,0,0,0,0,0,0,0,West Ham,,,,,0.0,0.0
Hal,Robson-Kanu,FWD,WBA,4900000,1,32,0.8648648648648649,1.7650303364589101e-07,6.53061224489796e-06,0,75263,2,14,0,0,0,2,0,6.5,0,-1,0,32,1,0,0,0,1,0,4,0,0,0.4,51285,0,0,0,0,816,0,0,1,83,Crystal Palace,,,,,0.4,49.5
Joe,Rodon,DEF,SWA,4000000,0,0,0.0,0.0,0.0,0,4216,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,5530,0,0,0,0,0,0,0,0,0,Stoke,,,,,0.0,0.0
Jay,Rodriguez,FWD,WBA,5400000,2,109,2.9,5.37037037037037e-07,2.01851851851852e-05,0,330210,2,41,0,0,0,7,0,20.2,0,-6,0,109,6,0,0,0,11,0,10,0,1,2.5,331312,0,0,0,0,2807,0,0,0,335,Crystal Palace,,,,,2.3,171.1
Marcos,Rojo,DEF,MUN,5400000,5,23,0.621621621621622,1.15115115115115e-07,4.2592592592592596e-06,0,25293,6,8,0,0,0,0,0,4.3,0,-1,0,23,1,0,0,0,4,0,3,0,0,0.1,25228,0,0,0,0,639,0,0,0,126,Watford,,,,,0.3,22.5
Sergio,Romero,GLK,MUN,4700000,7,7,0.189189189189189,4.02530189764232e-08,1.48936170212766e-06,0,7602,0,0,0,3,0,0,0,1.5,0,-3,0,7,3,0,0,0,0,0,1,0,0,0.7,36591,0,0,0,0,90,0,0,0,26,Watford,,,,,0.1,2.6
Salomon,Rondon,FWD,WBA,6000000,2,103,2.9,4.83333333333333e-07,1.71666666666667e-05,0,174262,4,48,0,0,0,7,0,17.2,0,-5,0,103,5,0,0,0,5,0,6,0,3,1.1,132766,0,0,0,1,2765,0,0,0,271,Crystal Palace,,,,,2.3,169.6
Wayne,Rooney,FWD,EVE,7100000,0,113,3.6,5.07042253521127e-07,1.59154929577465e-05,0,2392029,5,33,0,0,0,10,0,15.9,0,-4,0,113,4,0,3,0,20,0,7,0,3,9.3,1941174,0,0,0,2,2265,0,0,0,480,West Ham,,,,,3.0,162.4
Danny,Rose,DEF,TOT,6400000,3,24,0.6486486486486489,1.01351351351351e-07,3.75e-06,0,37946,4,14,0,0,0,0,0,3.8,0,-1,0,24,1,0,0,0,0,0,2,0,2,0.3,23589,0,0,0,0,800,0,0,0,136,Leicester,,,,,0.3,45.9
Liam,Rosenior,DEF,BHA,3900000,0,3,0.0810810810810811,2.07900207900208e-08,7.69230769230769e-07,0,269749,0,3,0,0,0,0,0,0.8,0,-1,0,3,1,0,0,0,0,0,0,0,0,3.0,287003,0,0,0,0,163,0,0,0,22,Liverpool,,,,,0.0,3.6
Wayne,Routledge,MID,SWA,5100000,1,17,0.459459459459459,9.00900900900901e-08,3.3333333333333304e-06,0,5425,1,11,0,0,0,0,0,3.3,0,-4,0,17,4,0,0,0,0,0,1,0,0,0.1,1635,0,0,0,0,420,0,0,0,57,Stoke,,,,,0.2,22.6
Antonio,Rudiger,DEF,CHE,5800000,0,115,4.3,7.41379310344828e-07,1.98275862068966e-05,0,315331,4,22,0,0,0,2,0,19.8,0,-2,0,115,2,0,0,0,8,0,12,0,1,3.3,340478,0,0,0,2,2336,0,0,0,557,Newcastle,,,,,3.8,84.8
Mathew,Ryan,GLK,BHA,4600000,2,146,3.8,8.260869565217391e-07,3.17391304347826e-05,0,155129,0,54,0,124,0,0,0,31.7,0,1,0,146,-1,0,0,0,13,0,10,0,0,3.4,315791,0,0,2,3,3420,0,0,0,726,Liverpool,,,,,3.3,91.1
Abdelhamid,Sabiri,MID,HUD,4700000,0,10,0.27027027027027,5.75043128234618e-08,2.12765957446809e-06,0,1121,1,5,0,0,0,0,0,2.1,0,-3,0,10,3,0,0,0,0,0,1,0,1,0.0,1092,0,0,0,0,217,0,0,0,30,Arsenal,,,,,0.1,12.4
Henri,Saivet,MID,NEW,4400000,0,8,8.0,1.81818181818182e-06,1.81818181818182e-06,0,3864,0,2,0,0,0,1,0,1.8,0,-1,0,8,1,0,0,0,1,0,0,0,0,0.0,3983,0,0,0,0,83,0,0,0,27,Chelsea,,,,,0.0,5.8
Diafra,Sakho,FWD,WHU,5500000,0,24,1.7,3.09090909090909e-07,4.3636363636363605e-06,0,30697,2,11,0,0,0,2,0,4.4,0,0,0,24,0,0,0,0,1,0,0,0,1,0.1,28603,0,0,0,0,294,0,0,0,65,Everton,,,,,0.0,21.2
Mamadou,Sakho,DEF,CRY,4600000,8,81,2.18918918918919,4.7591069330199795e-07,1.7608695652173898e-05,0,147501,1,23,0,0,0,1,0,17.6,0,-4,0,81,4,0,0,0,18,0,6,0,2,1.0,189872,0,0,0,4,1597,0,0,0,405,West Brom,,,,,1.9,53.6
Bakary,Sako,MID,CRY,4800000,0,36,2.3,4.79166666666667e-07,7.499999999999999e-06,0,21948,0,10,0,0,0,3,0,7.5,0,-2,0,36,2,0,0,0,1,0,1,0,0,0.1,20378,0,0,0,0,466,0,0,0,115,West Brom,,,,,0.0,46.9
Mohamed,Salah,MID,LIV,10600000,11,303,8.4,7.92452830188679e-07,2.8584905660377398e-05,0,2661454,1,29,0,0,0,32,0,28.6,0,16,0,303,-16,0,1,0,26,0,15,0,12,56.7,4223518,0,0,0,11,2905,0,0,0,881,Brighton,,,,,12.6,454.4
Renato,Sanches,MID,SWA,4300000,0,20,0.540540540540541,1.2570710245128902e-07,4.65116279069767e-06,0,169427,1,10,0,0,0,0,0,4.7,0,-7,0,20,7,0,0,0,0,0,2,0,0,0.3,170811,0,0,0,0,699,0,0,0,83,Stoke,,,,,0.3,27.0
Alexis,Sanchez,MID,MUN,11400000,3,152,4.9,4.2982456140350897e-07,1.3333333333333301e-05,0,624183,5,32,0,0,0,9,0,13.3,0,-6,0,152,6,0,1,0,13,0,11,0,10,3.0,633531,0,0,0,4,2546,0,0,0,515,Watford,,,,,6.3,326.1
Davinson,Sanchez,DEF,TOT,6000000,1,107,3.5,5.83333333333333e-07,1.78333333333333e-05,0,85301,1,21,0,0,0,0,0,17.8,0,0,0,107,0,0,0,0,8,0,13,0,0,1.2,133888,1,0,0,0,2532,0,0,1,597,Leicester,,,,,3.5,76.2
,Sandro,FWD,EVE,7000000,0,10,1.3,1.8571428571428602e-07,1.4285714285714301e-06,0,74983,0,7,0,0,0,0,0,1.4,0,-5,0,10,5,0,0,0,0,0,1,0,0,0.4,7759,0,0,0,0,275,0,0,0,21,West Ham,,,,,0.0,9.8
Leroy,Sane,MID,MCI,8700000,3,179,4.8378378378378395,5.56073314694004e-07,2.05747126436782e-05,0,2403141,4,22,0,0,0,10,0,20.6,0,2,0,179,-2,0,0,0,17,0,12,0,15,13.4,2843504,0,0,0,5,2415,0,0,0,647,Southampton,,,,,5.4,274.4
Sean,Scannell,MID,HUD,4500000,0,0,0.0,0.0,0.0,0,3209,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,457,0,0,0,0,0,0,0,0,0,Arsenal,,,,,0.0,0.0
Ezequiel,Schelotto,DEF,BHA,4400000,0,20,0.540540540540541,1.22850122850123e-07,4.54545454545455e-06,0,4660,3,30,0,0,0,0,0,4.5,0,-1,0,20,1,0,0,0,0,0,0,0,0,0.1,7784,0,0,0,0,1313,0,0,0,183,Liverpool,,,,,0.3,38.2
Christopher,Schindler,DEF,HUD,4600000,2,102,2.8,6.08695652173913e-07,2.2173913043478303e-05,0,440034,6,53,0,0,0,0,0,22.2,0,1,0,102,-1,0,0,0,15,0,9,0,2,3.2,535633,0,0,0,4,3264,0,0,1,692,Arsenal,,,,,3.3,119.1
Jeffrey,Schlupp,DEF,CRY,4700000,0,50,2.1,4.4680851063829794e-07,1.06382978723404e-05,0,38510,3,30,0,0,0,0,0,10.6,0,-3,0,50,3,0,0,0,0,0,3,0,2,0.2,29404,0,0,0,0,1742,0,0,0,281,West Brom,,,,,1.8,68.6
Kasper,Schmeichel,GLK,LEI,5100000,0,123,3.7,7.254901960784309e-07,2.41176470588235e-05,0,339804,3,47,0,93,0,0,0,24.1,0,1,0,123,-1,0,0,0,17,0,8,0,0,4.1,343808,1,0,2,4,2965,0,0,0,592,Tottenham,,,,,3.5,69.9
Morgan,Schneiderlin,MID,EVE,4700000,2,52,1.7,3.6170212765957397e-07,1.1063829787234e-05,0,59501,4,38,0,0,0,0,0,11.1,0,-3,0,52,3,0,0,0,1,0,6,0,0,0.5,23053,0,0,0,0,2124,0,0,1,344,West Ham,,,,,0.8,57.2
Kyle,Scott,MID,CHE,4300000,0,0,0.0,0.0,0.0,0,6900,0,0,0,0,0,0,0,0.0,0,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,6902,0,0,0,0,0,0,0,0,0,Newcastle,,,,,0.0,0.0
Xherdan,Shaqiri,MID,STK,6100000,3,155,4.3,7.04918032786885e-07,2.54098360655738e-05,0,1377756,5,58,0,0,0,8,0,25.4,0,1,0,155,-1,0,1,0,19,0,6,0,9,8.6,1591278,0,0,0,1,3039,0,0,0,554,Swansea,,,,,4.2,255.2
Luke,Shaw,DEF,MUN,4800000,0,48,1.2972972972973,2.7027027027027e-07,1e-05,0,111290,2,2,0,0,0,0,0,10.0,0,-2,0,48,2,0,0,0,4,0,7,0,0,0.5,128705,0,0,0,0,787,0,0,0,216,Watford,,,,,1.2,41.5
Ryan,Shawcross,DEF,STK,4800000,2,67,2.5,5.20833333333333e-07,1.3958333333333301e-05,0,103430,2,40,0,0,0,1,0,14.0,0,-2,0,67,2,0,0,0,2,0,5,0,1,0.8,56205,1,0,0,0,2371,0,0,0,356,Swansea,,,,,1.9,96.0
Jonjo,Shelvey,MID,NEW,5200000,6,73,2.4,4.615384615384621e-07,1.4038461538461499e-05,0,93461,2,30,0,0,0,1,0,14.0,0,-3,0,73,3,0,0,0,4,0,6,0,4,0.6,40217,0,0,0,1,2264,0,0,2,360,Chelsea,,,,,1.9,132.3
,Sheyi Ojo,MID,LIV,5000000,0,0,0.0,0.0,0.0,0,1520,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,75,0,0,0,0,0,0,0,0,0,Brighton,,,,,0.0,0.0
Steve,Sidwell,MID,BHA,4200000,0,0,0.0,0.0,0.0,0,23491,0,0,0,0,0,0,0,0.0,0,-3,0,0,3,0,0,0,0,0,0,0,0,0.2,3673,0,0,0,0,0,0,0,0,0,Liverpool,,,,,0.0,0.0
Gylfi,Sigurdsson,MID,EVE,8000000,0,96,3.6,4.5e-07,1.2e-05,0,435206,2,40,0,0,0,4,0,12.0,0,-5,0,96,5,0,0,0,8,0,6,0,4,1.9,194845,0,0,0,1,2257,0,0,0,396,West Ham,,,,,2.7,154.0
,Silva,MID,LEI,5900000,4,23,0.621621621621622,1.05359596885021e-07,3.898305084745761e-06,0,4434,3,18,0,0,0,0,0,3.9,0,-1,0,23,1,0,0,0,0,0,1,0,2,0.0,5393,0,0,0,0,760,0,0,0,128,Tottenham,,,,,0.3,31.8
Danny,Simpson,DEF,LEI,4300000,0,55,2.0,4.65116279069767e-07,1.27906976744186e-05,0,368137,4,41,0,0,0,0,0,12.8,0,-2,0,55,2,0,0,0,0,0,5,0,0,2.2,209641,0,0,0,0,2306,0,0,0,342,Tottenham,,,,,1.3,60.7
Jack,Simpson,DEF,BOU,4000000,0,1,0.027027027027027,6.75675675675676e-09,2.5e-07,0,8996,0,2,0,0,0,0,0,0.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0.2,15826,0,0,0,0,71,0,0,0,10,Burnley,,,,,0.0,0.6
Joshua,Sims,MID,SOU,4300000,0,8,0.216216216216216,5.02828409805154e-08,1.86046511627907e-06,0,7271,0,2,0,0,0,0,0,1.9,0,-2,0,8,2,0,0,0,0,0,1,0,0,0.1,7556,0,0,0,0,160,0,0,0,18,Man City,,,,,0.1,22.5
Jerome,Sinclair,FWD,WAT,4900000,0,4,0.108108108108108,2.2062879205736403e-08,8.16326530612245e-07,0,14226,0,1,0,0,0,0,0,0.8,0,-1,0,4,1,0,0,0,0,0,0,0,0,0.2,11648,0,0,0,0,29,0,0,0,12,Man Utd,,,,,0.1,1.9
Moussa,Sissoko,MID,TOT,5300000,2,58,1.5675675675675702,2.9576746557878605e-07,1.09433962264151e-05,0,46288,3,18,0,0,0,1,0,10.9,0,-2,0,58,2,0,0,0,0,0,7,0,1,0.4,36798,0,0,0,0,1385,0,0,0,246,Leicester,,,,,1.1,91.1
Jiri,Skalak,MID,BHA,4700000,0,0,0.0,0.0,0.0,0,2220,0,0,0,0,0,0,0,0.0,0,-3,0,0,3,0,0,0,0,0,0,0,0,0.0,718,0,0,0,0,0,0,0,0,0,Liverpool,,,,,0.0,0.0
Islam,Slimani,FWD,NEW,6600000,0,25,0.675675675675676,1.0237510237510199e-07,3.7878787878787903e-06,0,39551,1,4,0,0,0,1,0,3.8,0,-4,0,25,4,0,0,0,1,0,1,0,1,0.3,25771,0,0,0,0,369,0,0,0,76,Chelsea,,,,,0.3,29.6
Chris,Smalling,DEF,MUN,5700000,0,123,4.2,7.368421052631579e-07,2.1578947368421103e-05,0,505562,4,24,0,0,0,4,0,21.6,0,2,0,123,-2,0,0,0,9,0,11,0,0,11.5,1051407,0,0,0,2,2535,0,0,0,590,Watford,,,,,6.1,101.2
Tommy,Smith,DEF,HUD,4700000,0,50,2.1,4.4680851063829794e-07,1.06382978723404e-05,0,35878,7,31,0,0,0,0,0,10.6,0,-3,0,50,3,0,0,0,2,0,5,0,1,0.2,17176,0,0,0,0,1902,0,0,0,311,Arsenal,,,,,2.1,62.8
Robert,Snodgrass,MID,WHU,5800000,0,0,0.0,0.0,0.0,0,233851,0,0,0,0,0,0,0,0.0,0,-2,0,0,2,0,0,0,0,0,0,0,0,0.6,1851,0,0,0,0,0,0,0,0,0,Everton,,,,,0.0,0.0
Ramadan,Sobhi,MID,STK,4500000,0,51,1.3783783783783798,3.0630630630630605e-07,1.1333333333333302e-05,0,70417,2,30,0,0,0,2,0,11.3,0,-5,0,51,5,0,0,0,2,0,2,0,1,0.5,41493,0,0,0,0,1227,0,0,0,226,Swansea,,,,,0.7,68.1
Dominic,Solanke,FWD,LIV,4600000,11,38,1.8,3.9130434782608705e-07,8.26086956521739e-06,0,236665,0,4,0,0,0,1,0,8.3,0,-4,0,38,4,0,0,0,2,0,3,0,2,1.6,136270,0,0,0,0,581,0,0,0,107,Brighton,,,,,1.7,66.4
Heung-Min,Son,MID,TOT,8300000,1,178,4.8,5.783132530120479e-07,2.1445783132530103e-05,0,1510651,0,18,0,0,0,12,0,21.4,0,3,0,178,-3,0,0,0,16,0,14,0,8,14.0,2291049,0,0,0,7,2292,0,0,0,544,Leicester,,,,,5.8,249.1
