FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW38Forecast,ICTIndex
Mohamed,Elneny,MID,ARS,4200000,0,22,0.594594594594595,1.4157014157014198e-07,5.23809523809524e-06,0,356216,3,12,0,0,0,0,0,5.2,0,-3,0,22,3,0,0,0,0,0,3,0,1,3.0,309421,0,0,0,0,865,0,0,1,156,Huddersfield,,,,,0.3,42.5
,Emerson,DEF,CHE,5200000,1,14,0.378378378378378,7.27650727650728e-08,2.6923076923076902e-06,0,5242,0,4,0,0,0,0,0,2.7,0,-3,0,14,3,0,0,0,0,0,1,0,1,0.1,8365,0,0,0,0,278,0,0,0,68,Newcastle,,,,,0.2,13.8
Christian,Eriksen,MID,TOT,9700000,2,199,5.4,5.567010309278349e-07,2.05154639175258e-05,0,2307725,0,33,0,0,0,11,0,20.5,0,2,0,199,-2,0,0,0,23,0,17,0,10,19.4,2542509,0,0,0,3,3218,0,0,0,826,Leicester,,,,,6.9,358.2
Jonny,Evans,DEF,WBA,4900000,0,78,2.10810810810811,4.3022614451185894e-07,1.59183673469388e-05,0,132817,7,38,0,0,0,2,0,15.9,0,-1,0,78,1,0,0,0,5,0,6,0,2,1.0,134223,1,0,0,1,2269,0,0,0,455,Crystal Palace,,,,,2.4,85.1
Patrice,Evra,DEF,WHU,4100000,0,2,0.0540540540540541,1.318391562294e-08,4.878048780487799e-07,0,11030,0,10,0,0,0,0,0,0.5,0,-4,0,2,4,0,0,0,0,0,0,0,0,0.2,17919,0,0,0,0,227,0,0,0,32,Everton,,,,,0.0,5.0
Lukasz,Fabianski,GLK,SWA,4700000,9,157,4.1,8.723404255319151e-07,3.34042553191489e-05,0,471849,0,56,0,137,0,0,0,33.4,0,2,0,157,-2,0,0,0,14,0,9,0,0,10.1,777440,0,0,3,3,3420,0,0,0,772,Stoke,,,,,5.4,109.9
Cesc,Fabregas,MID,CHE,6800000,0,89,2.8,4.1176470588235295e-07,1.30882352941176e-05,0,709968,4,26,0,0,0,2,0,13.1,0,-2,0,89,2,0,0,0,7,0,11,0,4,3.1,423827,0,0,0,1,2300,0,0,1,539,Newcastle,,,,,2.1,254.9
Adam,Federici,GLK,BOU,4000000,0,0,0.0,0.0,0.0,0,147102,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,20285,0,0,0,0,0,0,0,0,0,Burnley,,,,,0.0,0.0
Sofiane,Feghouli,MID,WHU,5500000,0,0,0.0,0.0,0.0,0,1435,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,95,0,0,0,0,0,0,0,0,0,Everton,,,,,0.0,0.0
Marouane,Fellaini,MID,MUN,4700000,0,47,1.27027027027027,2.7027027027027e-07,1e-05,0,208441,1,1,0,0,0,4,0,10.0,0,-3,0,47,3,0,0,0,3,0,4,0,0,0.6,194183,0,0,0,1,611,0,0,0,171,Watford,,,,,0.8,59.8
Leroy,Fer,MID,SWA,5200000,0,41,1.1081081081081101,2.1309771309771302e-07,7.88461538461538e-06,0,40101,5,26,0,0,0,1,0,7.9,0,-3,0,41,3,0,0,0,0,0,4,0,1,0.2,17302,0,0,0,0,1394,0,0,0,201,Stoke,,,,,0.6,56.0
Nathan,Ferguson,DEF,WBA,4000000,0,0,0.0,0.0,0.0,0,3392,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,6762,0,0,0,0,0,0,0,0,0,Crystal Palace,,,,,0.0,0.0
Edimilson,Fernandes,MID,WHU,4300000,5,29,0.7837837837837841,1.82275298554368e-07,6.74418604651163e-06,0,18544,1,20,0,0,0,0,0,6.7,0,-2,0,29,2,0,0,0,0,0,2,0,2,0.2,10912,0,0,0,0,840,0,0,0,123,Everton,,,,,0.4,28.6
Federico,Fernandez,DEF,SWA,4500000,0,85,2.8,6.22222222222222e-07,1.88888888888889e-05,0,308826,5,44,0,0,0,1,0,18.9,0,0,0,85,0,0,0,0,10,0,7,0,1,3.3,391091,1,0,0,2,2676,0,0,0,500,Stoke,,,,,3.2,100.0
,Fernandinho,MID,MCI,5000000,3,120,3.5,7e-07,2.4e-05,0,761299,7,24,0,0,0,5,0,24.0,0,0,0,120,0,0,0,0,9,0,15,0,4,4.6,855827,0,0,0,2,2880,0,0,0,596,Southampton,,,,,3.3,172.4
,Fernando,MID,MCI,4500000,0,0,0.0,0.0,0.0,0,4547,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,607,0,0,0,0,0,0,0,0,0,Southampton,,,,,0.0,0.0
Sam,Field,MID,WBA,4400000,0,23,0.621621621621622,1.4127764127764099e-07,5.22727272727273e-06,0,22173,3,7,0,0,0,1,0,5.2,0,-1,0,23,1,0,0,0,2,0,4,0,0,0.1,21800,0,0,0,0,534,0,0,0,70,Crystal Palace,,,,,0.3,26.3
Roberto,Firmino,FWD,LIV,9500000,2,181,4.9,5.15789473684211e-07,1.90526315789474e-05,0,3869077,1,32,0,0,0,15,0,19.1,0,10,0,181,-10,0,0,0,29,0,16,0,8,36.1,4655247,0,0,0,3,2760,0,0,0,758,Brighton,,,,,7.0,312.7
Jon,Flanagan,DEF,LIV,4400000,0,0,0.0,0.0,0.0,0,1523,0,0,0,0,0,0,0,0.0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0.0,1189,0,0,0,0,0,0,0,0,0,Brighton,,,,,0.0,0.0
Ashley,Fletcher,FWD,WHU,4500000,0,0,0.0,0.0,0.0,0,36690,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,7458,0,0,0,0,0,0,0,0,0,Everton,,,,,0.0,0.0
Darren,Fletcher,MID,STK,4700000,2,67,2.5,5.31914893617021e-07,1.42553191489362e-05,0,59642,0,49,0,0,0,1,0,14.3,0,-3,0,67,3,0,0,0,3,0,4,0,1,0.4,29331,0,0,0,1,2217,0,0,0,337,Swansea,,,,,1.8,77.8
Phil,Foden,MID,MCI,4700000,1,8,0.216216216216216,4.60034502587694e-08,1.7021276595744699e-06,0,2909,0,1,0,0,0,0,0,1.7,0,-3,0,8,3,0,0,0,0,0,0,0,1,0.0,1919,0,0,0,0,45,0,0,0,31,Southampton,,,,,0.1,7.1
Michael,Folivi,FWD,WAT,4500000,0,0,0.0,0.0,0.0,0,16375,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,22615,0,0,0,0,0,0,0,0,0,Man Utd,,,,,0.0,0.0
Jose,Fonte,DEF,WHU,4700000,0,34,4.3,9.148936170212771e-07,7.23404255319149e-06,0,154035,0,11,0,0,0,0,0,7.2,0,-3,0,34,3,0,0,0,3,0,3,0,2,0.8,77184,0,0,0,0,688,0,0,0,156,Everton,,,,,0.0,33.4
Fraser,Forster,GLK,SOU,4600000,0,73,3.6,7.826086956521741e-07,1.58695652173913e-05,0,539985,0,30,0,69,0,0,0,15.9,0,-4,0,73,4,0,0,0,6,0,4,0,0,3.9,372455,0,0,1,1,1800,0,0,0,351,Man City,,,,,3.4,48.9
Ben,Foster,GLK,WBA,4300000,2,123,3.3,7.674418604651159e-07,2.86046511627907e-05,0,796577,2,55,0,99,0,0,0,28.6,0,-2,0,123,2,0,0,0,11,0,10,0,0,9.4,536737,0,0,0,1,3330,0,0,0,635,Crystal Palace,,,,,4.0,73.8
Timothy,Fosu-Mensah,DEF,CRY,4400000,0,39,1.05405405405405,2.3955773955774003e-07,8.86363636363636e-06,0,109449,2,29,0,0,0,0,0,8.9,0,-1,0,39,1,0,0,0,3,0,2,0,0,1.0,70806,0,0,0,0,1592,0,0,0,279,West Brom,,,,,0.6,47.4
Juan,Foyth,DEF,TOT,4500000,0,0,0.0,0.0,0.0,0,2038,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2168,0,0,0,0,0,0,0,0,0,Leicester,,,,,0.0,0.0
Simon,Francis,DEF,BOU,4300000,0,56,1.8,4.1860465116279104e-07,1.30232558139535e-05,0,204320,8,47,0,0,0,0,0,13.0,0,-2,0,56,2,0,0,0,3,0,4,0,1,1.3,128178,0,0,0,0,2708,0,0,1,491,Burnley,,,,,1.1,131.0
Ryan,Fraser,MID,BOU,5100000,2,97,3.7,7.254901960784309e-07,1.9019607843137303e-05,0,138149,0,38,0,0,0,5,0,19.0,0,-4,0,97,4,0,0,0,13,0,2,0,3,0.7,112022,0,0,0,2,2003,0,0,0,390,Burnley,,,,,3.3,155.0
Christian,Fuchs,DEF,LEI,4700000,-2,57,2.3,4.8936170212766e-07,1.21276595744681e-05,0,218375,1,35,0,0,0,0,0,12.1,0,-3,0,57,3,0,0,0,8,0,4,0,1,1.9,113353,1,0,0,1,1917,0,0,0,370,Tottenham,,,,,1.6,73.5
Jay,Fulton,MID,SWA,4300000,0,1,0.5,1.1627906976744199e-07,2.3255813953488398e-07,0,4367,1,0,0,0,0,0,0,0.2,0,-2,0,1,2,0,0,0,0,0,0,0,0,0.0,3732,0,0,0,0,17,0,0,0,1,Stoke,,,,,0.0,0.0
Ramiro,Funes Mori,DEF,EVE,4900000,0,3,0.0810810810810811,1.65471594043023e-08,6.12244897959184e-07,0,1452,1,2,0,0,0,0,0,0.6,0,-1,0,3,1,0,0,0,0,0,0,0,0,0.0,1030,0,0,0,0,119,0,0,0,14,West Ham,,,,,0.0,3.6
Manolo,Gabbiadini,FWD,SOU,6200000,0,66,2.4,3.8709677419354794e-07,1.06451612903226e-05,0,502824,2,17,0,0,0,5,0,10.6,0,-8,0,66,8,0,0,0,10,0,4,0,0,1.4,269429,0,0,0,1,1067,0,0,0,204,Man City,,,,,1.8,58.6
Ali,Gabr,DEF,WBA,4200000,0,0,0.0,0.0,0.0,0,4768,0,0,0,0,0,0,0,0.0,0,-3,0,0,3,0,0,0,0,0,0,0,0,0.1,6845,0,0,0,0,0,0,0,0,0,Crystal Palace,,,,,0.0,0.0
,Gabriel,DEF,ARS,5000000,0,0,0.0,0.0,0.0,0,2365,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,368,0,0,0,0,0,0,0,0,0,Huddersfield,,,,,0.0,0.0
,Gamez,DEF,NEW,3900000,0,9,4.5,1.15384615384615e-06,2.3076923076923098e-06,0,237321,0,0,0,0,0,0,0,2.3,0,-1,0,9,1,0,0,0,2,0,1,0,0,1.5,205311,0,0,0,0,97,0,0,0,38,Chelsea,,,,,0.0,8.4
Luke,Garbutt,DEF,EVE,4000000,0,0,0.0,0.0,0.0,0,649,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1272,0,0,0,0,0,0,0,0,0,West Ham,,,,,0.0,0.0
Dwight,Gayle,FWD,NEW,6100000,6,94,2.7,4.42622950819672e-07,1.5409836065573802e-05,0,217090,3,31,0,0,0,6,0,15.4,0,-4,0,94,4,0,0,0,8,0,6,0,3,1.1,153600,0,0,0,2,1946,0,0,0,276,Chelsea,,,,,2.1,148.7
Paulo,Gazzaniga,GLK,TOT,4200000,0,9,0.24324324324324303,5.79150579150579e-08,2.1428571428571398e-06,0,5837,0,0,0,3,0,0,0,2.1,0,-3,0,9,3,0,0,0,2,0,1,0,0,0.1,7088,0,0,0,0,90,0,0,0,26,Leicester,,,,,0.1,2.7
Kieran,Gibbs,DEF,WBA,5000000,0,86,2.6,5.2e-07,1.7199999999999998e-05,0,48209,3,44,0,0,0,0,0,17.2,0,0,0,86,0,0,0,0,2,0,8,0,2,0.4,54299,0,0,0,0,2826,0,0,0,483,Crystal Palace,,,,,3.2,97.7
Olivier,Giroud,FWD,CHE,8400000,2,77,2.7,3.2142857142857103e-07,9.16666666666667e-06,0,227618,0,11,0,0,0,7,0,9.2,0,-1,0,77,1,0,0,0,10,0,5,0,1,3.7,313993,0,0,0,2,981,0,0,0,273,Newcastle,,,,,2.1,129.0
Connor,Goldson,DEF,BHA,3900000,1,6,0.162162162162162,4.15800415800416e-08,1.53846153846154e-06,0,146895,1,5,0,0,0,0,0,1.5,0,-1,0,6,1,0,0,0,0,0,1,0,0,2.6,256247,0,0,0,0,199,0,0,0,36,Liverpool,,,,,0.1,9.9
Heurelho,Gomes,GLK,WAT,4400000,2,64,2.7,6.13636363636364e-07,1.45454545454545e-05,0,171609,0,40,0,61,0,0,0,14.5,0,-1,0,64,1,0,0,0,4,0,5,0,0,1.2,135926,0,0,0,0,2128,0,0,0,394,Man Utd,,,,,1.8,45.6
Joseph,Gomez,DEF,LIV,4500000,0,86,3.7,8.22222222222222e-07,1.9111111111111103e-05,0,653274,3,22,0,0,0,0,0,19.1,0,0,0,86,0,0,0,0,9,0,9,0,2,2.2,695534,0,0,0,2,1901,0,0,0,480,Brighton,,,,,0.0,76.9
Dan,Gosling,MID,BOU,4800000,1,59,2.1,4.375e-07,1.22916666666667e-05,0,11809,8,41,0,0,0,2,0,12.3,0,-2,0,59,2,0,0,0,4,0,1,0,1,0.1,12193,0,0,0,0,1941,0,0,0,254,Burnley,,,,,1.3,93.3
Yoan,Gouffran,MID,NEW,5000000,0,0,0.0,0.0,0.0,0,258,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,38,0,0,0,0,0,0,0,0,0,Chelsea,,,,,0.0,0.0
Max,Gradel,MID,BOU,5000000,0,0,0.0,0.0,0.0,0,4149,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,144,0,0,0,0,0,0,0,0,0,Burnley,,,,,0.0,0.0
Lee,Grant,GLK,STK,4200000,0,5,0.135135135135135,3.2175032175032204e-08,1.19047619047619e-06,0,29855,0,7,0,8,0,0,0,1.2,0,-3,0,5,3,0,0,0,0,0,0,0,0,0.2,10026,0,0,0,0,270,0,0,0,44,Swansea,,,,,0.1,6.3
Andre,Gray,FWD,WAT,6300000,2,79,2.5,3.9682539682539704e-07,1.25396825396825e-05,0,312519,1,30,0,0,0,5,0,12.5,0,-2,0,79,2,0,0,0,4,0,5,0,3,1.3,258923,0,0,0,0,1486,0,0,0,237,Man Utd,,,,,1.4,108.2
Demarai,Gray,MID,LEI,5300000,2,80,2.3,4.33962264150943e-07,1.50943396226415e-05,0,149686,2,35,0,0,0,3,0,15.1,0,-2,0,80,2,0,0,0,2,0,4,0,3,0.6,137892,0,0,0,0,1683,0,0,0,308,Tottenham,,,,,1.2,116.7
Robert,Green,GLK,HUD,4000000,0,0,0.0,0.0,0.0,0,6755,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,13697,0,0,0,0,0,0,0,0,0,Arsenal,,,,,0.0,0.0
Pascal,Gro?,MID,BHA,5900000,1,164,4.3,7.288135593220341e-07,2.7796610169491498e-05,0,1831783,2,46,0,0,0,7,0,27.8,0,4,0,164,-4,0,0,0,24,0,10,0,8,15.4,2556990,0,0,0,3,2928,0,0,0,635,Liverpool,,,,,2.7,257.6
Marko,Grujic,MID,LIV,4200000,0,3,1.0,2.38095238095238e-07,7.142857142857141e-07,0,53252,0,0,0,0,0,0,0,0.7,0,-3,0,3,3,0,0,0,0,0,0,0,0,0.4,52152,0,0,0,0,14,0,0,0,9,Brighton,,,,,0.0,1.9
Johann Berg,Gudmundsson,MID,BUR,5000000,2,117,3.3,6.6e-07,2.34e-05,0,160499,2,33,0,0,0,2,0,23.4,0,0,0,117,0,0,0,0,7,0,10,0,9,1.9,259431,0,0,0,1,2831,0,0,0,467,Bournemouth,,,,,3.5,219.2
Idrissa,Gueye,MID,EVE,4800000,2,87,2.6,5.41666666666667e-07,1.8125e-05,0,70280,6,45,0,0,0,2,0,18.1,0,-2,0,87,2,0,0,0,7,0,9,0,2,0.9,43461,0,0,0,1,2749,0,0,1,552,West Ham,,,,,1.6,104.6
Ilkay,Gundogan,MID,MCI,5400000,3,82,2.2162162162162202,4.1041041041041e-07,1.51851851851852e-05,0,161234,3,15,0,0,0,4,0,15.2,0,-1,0,82,1,0,0,0,9,0,6,0,2,2.3,262030,0,0,0,2,1504,0,0,0,376,Southampton,,,,,1.6,119.3
Florent,Hadergjonaj,DEF,HUD,4500000,2,51,2.2,4.88888888888889e-07,1.1333333333333302e-05,0,7112,3,28,0,0,0,0,0,11.3,0,0,0,51,0,0,0,0,5,0,4,0,1,0.1,10579,0,0,0,0,1670,0,0,0,274,Arsenal,,,,,2.3,78.8
Massadio,Haidara,DEF,NEW,3900000,1,1,0.027027027027027,6.93000693000693e-09,2.56410256410256e-07,0,123935,0,0,0,0,0,0,0,0.3,0,-1,0,1,1,0,0,0,0,0,0,0,0,1.8,143546,0,0,0,0,3,0,0,0,3,Chelsea,,,,,0.0,0.0
Sead,Haksabanovic,MID,WHU,5000000,0,0,0.0,0.0,0.0,0,771,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,872,0,0,0,0,0,0,0,0,0,Everton,,,,,0.0,0.0
Ben,Hamer,GLK,LEI,4300000,0,9,0.24324324324324303,5.656819610307981e-08,2.09302325581395e-06,0,3405,0,7,0,6,0,0,0,2.1,0,-2,0,9,2,0,0,0,0,0,1,0,0,0.1,5543,0,0,0,0,274,0,0,0,54,Tottenham,,,,,0.1,5.1
Grant,Hanley,DEF,NEW,4000000,0,0,0.0,0.0,0.0,0,87183,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,5864,0,0,0,0,0,0,0,0,0,Chelsea,,,,,0.0,0.0
Rekeem,Harper,MID,WBA,4500000,0,1,0.027027027027027,6.006006006006011e-09,2.22222222222222e-07,0,2260,0,0,0,0,0,0,0,0.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,1488,0,0,0,0,20,0,0,0,6,Crystal Palace,,,,,0.0,2.7
Joe,Hart,GLK,WHU,4200000,0,59,1.59459459459459,3.7966537966538e-07,1.4047619047619e-05,0,544465,0,39,0,54,0,0,0,14.0,0,-3,0,59,3,0,0,0,3,0,4,0,1,5.7,204278,0,0,1,1,1710,0,0,0,341,Everton,,,,,1.1,40.2
Jakob,Haugaard,GLK,STK,4000000,0,0,0.0,0.0,0.0,0,3144,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,6034,0,0,0,0,0,0,0,0,0,Swansea,,,,,0.0,0.0
Isaac,Hayden,MID,NEW,4300000,1,41,1.1081081081081101,2.5769956002514103e-07,9.53488372093023e-06,0,28837,7,25,0,0,0,1,0,9.5,0,-2,0,41,2,0,0,0,0,0,3,0,0,0.2,26203,0,0,0,0,1365,0,0,0,171,Chelsea,,,,,0.6,58.2
Eden,Hazard,MID,CHE,10500000,2,173,5.1,4.857142857142861e-07,1.64761904761905e-05,0,1380932,2,27,0,0,0,12,0,16.5,0,0,0,173,0,0,0,0,24,0,12,0,6,6.4,1573075,0,0,0,5,2417,0,0,0,699,Newcastle,,,,,5.4,317.3
Tom,Heaton,GLK,BUR,4700000,0,8,0.216216216216216,4.60034502587694e-08,1.7021276595744699e-06,0,366889,0,4,0,8,0,0,0,1.7,0,-3,0,8,3,0,0,0,0,0,0,0,0,1.7,20486,0,0,0,0,305,0,0,0,48,Bournemouth,,,,,0.1,5.3
Michael,Hefele,DEF,HUD,4200000,0,1,0.027027027027027,6.4350064350064405e-09,2.38095238095238e-07,0,9208,1,1,0,0,0,0,0,0.2,0,-3,0,1,3,0,0,0,0,0,0,0,0,0.1,2768,0,0,0,0,32,0,0,0,1,Arsenal,,,,,0.0,0.4
Ahmed El-Sayed,Hegazi,DEF,WBA,4600000,1,114,3.0,6.52173913043478e-07,2.47826086956522e-05,0,1583760,4,55,0,0,0,2,0,24.8,0,1,0,114,-1,0,0,0,11,0,10,0,0,17.8,1995878,0,0,0,1,3386,0,0,0,646,Crystal Palace,,,,,3.7,126.1
Tomer,Hemed,FWD,BHA,4600000,0,43,2.7,5.8695652173913e-07,9.347826086956521e-06,0,285254,0,8,0,0,0,2,0,9.3,0,-4,0,43,4,0,0,0,5,0,3,0,2,1.0,305386,0,0,0,0,842,0,0,0,110,Liverpool,,,,,1.4,44.2
Jordan,Henderson,MID,LIV,5300000,3,75,2.8,5.283018867924531e-07,1.4150943396226402e-05,0,168327,1,21,0,0,0,1,0,14.2,0,-2,0,75,2,0,0,0,3,0,14,0,1,1.2,131863,0,0,0,0,2169,0,0,0,382,Brighton,,,,,2.8,97.8
Jeff,Hendrick,MID,BUR,5400000,2,85,2.5,4.62962962962963e-07,1.57407407407407e-05,0,26456,1,28,0,0,0,2,0,15.7,0,-1,0,85,1,0,0,0,1,0,9,0,2,0.2,26509,0,0,0,0,2326,0,0,0,307,Bournemouth,,,,,2.3,100.9
Wayne,Hennessey,GLK,CRY,4400000,6,99,3.7,8.409090909090909e-07,2.25e-05,0,141399,1,41,0,91,0,0,0,22.5,0,-1,0,99,1,0,0,0,11,0,7,0,0,3.1,229926,0,0,0,2,2430,0,0,0,506,West Brom,,,,,4.1,61.4
Dion,Henry,GLK,CRY,4000000,0,0,0.0,0.0,0.0,0,3817,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,7535,0,0,0,0,0,0,0,0,0,West Brom,,,,,0.0,0.0
Ander,Herrera,MID,MUN,5000000,1,44,1.18918918918919,2.3783783783783804e-07,8.8e-06,0,199632,5,14,0,0,0,0,0,8.8,0,-5,0,44,5,0,0,0,0,0,5,0,2,1.3,32077,0,0,0,0,1257,0,0,0,229,Watford,,,,,0.7,62.7
Wesley,Hoedt,DEF,SOU,5000000,2,74,2.6,5.2e-07,1.4800000000000002e-05,0,10562,7,42,0,0,0,0,0,14.8,0,0,0,74,0,0,0,0,11,0,5,0,2,0.1,15172,0,0,0,0,2520,0,0,0,532,Man City,,,,,2.0,93.8
Jonathan,Hogg,MID,HUD,4400000,2,53,1.8,4.09090909090909e-07,1.2045454545454499e-05,0,36482,8,40,0,0,0,0,0,12.0,0,-1,0,53,1,0,0,0,0,0,7,0,0,0.2,44316,0,0,0,0,2396,0,0,1,400,Arsenal,,,,,1.6,71.2
Pierre-Emile,H?jbjerg,MID,SOU,4300000,1,39,1.05405405405405,2.45128849780013e-07,9.06976744186047e-06,0,40014,6,30,0,0,0,0,0,9.1,0,-2,0,39,2,0,0,0,0,0,3,0,0,0.4,44057,0,0,0,0,1666,0,0,0,261,Man City,,,,,0.5,67.6
Rob,Holding,DEF,ARS,4400000,7,27,0.72972972972973,1.65847665847666e-07,6.13636363636364e-06,0,111188,3,17,0,0,0,0,0,6.1,0,-6,0,27,6,0,0,0,1,0,3,0,1,0.7,29403,0,0,0,0,819,0,0,0,196,Huddersfield,,,,,0.4,27.5
Jose,Holebas,DEF,WAT,4800000,2,72,2.6,5.41666666666667e-07,1.4999999999999999e-05,0,76513,7,47,0,0,0,0,0,15.0,0,-2,0,72,2,0,0,0,6,0,6,0,4,0.5,70321,0,0,0,0,2381,0,0,0,412,Man Utd,,,,,1.7,127.0
Mason,Holgate,DEF,EVE,4000000,0,37,1.0,2.5e-07,9.25e-06,0,222151,3,14,0,0,0,0,0,9.3,0,-5,0,37,5,0,0,0,0,0,4,0,0,1.0,202229,0,0,0,0,1183,0,0,0,214,West Ham,,,,,0.5,48.5
Mark,Hudson,DEF,HUD,4000000,0,0,0.0,0.0,0.0,0,18838,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1301,0,0,0,0,0,0,0,0,0,Arsenal,,,,,0.0,0.0
Callum,Hudson-Odoi,MID,CHE,4500000,0,2,0.0540540540540541,1.2012012012011998e-08,4.44444444444444e-07,0,435,0,1,0,0,0,0,0,0.4,0,0,0,2,0,0,0,0,0,0,0,0,0,0.0,582,0,0,0,0,27,0,0,0,11,Newcastle,,,,,0.0,3.8
Sam,Hughes,DEF,LEI,4000000,0,0,0.0,0.0,0.0,0,28,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,149,0,0,0,0,0,0,0,0,0,Tottenham,,,,,0.0,0.0
Will,Hughes,MID,WAT,4600000,2,53,1.4324324324324298,3.11398354876616e-07,1.15217391304348e-05,0,81004,0,16,0,0,0,2,0,11.5,0,-4,0,53,4,0,0,0,5,0,4,0,3,0.3,78230,0,0,0,1,987,0,0,0,190,Man Utd,,,,,0.7,64.3
Jordan,Hugill,FWD,WHU,4900000,0,3,0.0810810810810811,1.65471594043023e-08,6.12244897959184e-07,0,1540,0,0,0,0,0,0,0,0.6,0,-6,0,3,6,0,0,0,0,0,0,0,0,0.0,2078,0,0,0,0,22,0,0,0,4,Everton,,,,,0.0,0.0
Uwe,Hunemeier,DEF,BHA,3800000,0,1,0.027027027027027,7.11237553342817e-09,2.6315789473684203e-07,0,433756,0,1,0,0,0,0,0,0.3,0,-2,0,1,2,0,0,0,0,0,0,0,0,5.6,388299,0,0,0,0,17,0,0,0,5,Liverpool,,,,,0.0,0.9
Robert,Huth,DEF,LEI,4800000,0,0,0.0,0.0,0.0,0,5777,0,0,0,0,0,0,0,0.0,0,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,2453,0,0,0,0,0,0,0,0,0,Tottenham,,,,,0.0,0.0
Emerson,Hyndman,MID,BOU,4500000,1,1,0.027027027027027,6.006006006006011e-09,2.22222222222222e-07,0,163,0,1,0,0,0,0,0,0.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,220,0,0,0,0,58,0,0,0,6,Burnley,,,,,0.0,1.8
Jordon,Ibe,MID,BOU,4600000,2,85,2.7,5.8695652173913e-07,1.84782608695652e-05,0,167829,1,33,0,0,0,2,0,18.5,0,-4,0,85,4,0,0,0,5,0,4,0,6,1.0,194218,0,0,0,1,1988,0,0,0,289,Burnley,,,,,2.0,157.3
Vicente,Iborra,MID,LEI,5700000,2,58,1.5675675675675702,2.75011853959222e-07,1.01754385964912e-05,0,27199,0,23,0,0,0,3,0,10.2,0,-3,0,58,3,0,0,0,6,0,3,0,0,0.1,22128,0,0,0,0,1411,0,0,0,293,Tottenham,,,,,0.8,62.3
Zlatan,Ibrahimovic,FWD,MUN,9500000,0,5,1.0,1.0526315789473699e-07,5.263157894736841e-07,0,40290,0,2,0,0,0,0,0,0.5,0,-5,0,5,5,0,0,0,0,0,0,0,0,0.2,38634,0,0,0,0,102,0,0,0,18,Watford,,,,,0.0,12.6
Kelechi,Iheanacho,FWD,LEI,6500000,6,54,1.45945945945946,2.2453222453222498e-07,8.307692307692309e-06,0,147391,2,17,0,0,0,3,0,8.3,0,-5,0,54,5,0,0,0,5,0,1,0,4,0.8,29646,0,0,0,0,818,0,0,0,171,Tottenham,,,,,0.7,74.5
Giannelli,Imbula,MID,STK,4500000,0,0,0.0,0.0,0.0,0,8471,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,980,0,0,0,0,0,0,0,0,0,Swansea,,,,,0.0,0.0
