FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Jon Gorenc,Stankovic,DEF,HUD,3900000,0,0,0.0,0.0,0.0,0,8178,0,0,0,0,0,0,0,0.0,353,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,8144,0,0,0,0,0,628,0,0,0,West Brom,Tottenham,Swansea,Crystal Palace,Newcastle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maarten,Stekelenburg,GLK,EVE,4200000,0,0,0.0,0.0,0.0,0,22040,0,0,0,0,0,0,0,0.0,288,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,0.3,2445,0,0,0,0,0,22,0,0,0,Watford,Burnley,Brighton,Stoke,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dale,Stephens,MID,BHA,4500000,7,67,2.5,5.55555555555556e-07,1.48888888888889e-05,0,147923,3,36,0,0,0,0,0,14.9,4118,0,0,67,0,0.7,0,3.3,2,0,8,0,2,1.5,192897,0,0,0,0,2430,15452,0,0,430,Swansea,Arsenal,Everton,Leicester,Huddersfield,2.4,2.6,1.8,0.0,2.4,2.8,1.4,2.0,1.5,2.0,1.2,83.4
Jack,Stephens,DEF,SOU,4500000,1,44,1.6296296296296298,3.62139917695473e-07,9.77777777777778e-06,0,61142,4,22,0,0,0,2,0,9.8,2375,-5,0,44,5,1.2,0,5.3,2,0,3,0,0,0.8,55579,0,0,0,1,1350,9331,0,0,258,Burnley,Stoke,Newcastle,West Ham,Arsenal,1.2,1.3,0.9,0.0,1.2,1.0,1.2,0.9,1.0,0.8,0.9,55.0
Dujon,Sterling,DEF,CHE,4500000,0,0,0.0,0.0,0.0,0,310,0,0,0,0,0,0,0,0.0,118,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,594,0,0,0,0,0,189,0,0,0,Man Utd,Man City,Crystal Palace,Tottenham,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Raheem,Sterling,MID,MCI,8900000,8,173,6.9,7.752808988764049e-07,1.9438202247191e-05,0,1701375,2,17,0,0,0,15,0,19.2,250869,9,1,173,-9,0.8,0,7.0,18,0,9,0,10,33.9,3226711,0,0,0,5,1917,37263,-1,1,548,Arsenal,Chelsea,Stoke,Everton,Man Utd,0.0,8.4,8.0,0.0,8.4,8.4,6.9,9.5,8.2,10.4,8.6,244.9
,Steve Cook,DEF,BOU,4600000,-1,60,2.22222222222222,4.830917874396141e-07,1.30434782608696e-05,0,108106,4,33,0,0,0,2,0,13.0,3190,-4,1,60,4,0.4,0,2.0,6,0,4,0,0,1.1,120014,1,0,0,2,1774,1567,-1,0,301,Newcastle,Leicester,Tottenham,West Brom,Watford,1.8,1.4,2.0,2.1,2.0,3.1,1.7,2.1,2.0,1.9,1.8,72.2
Carl,Stewart,MID,WAT,4500000,0,0,0.0,0.0,0.0,0,78,0,0,0,0,0,0,0,0.0,42,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,173,0,0,0,0,0,73,0,0,0,Everton,West Brom,Arsenal,Liverpool,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
John,Stones,DEF,MCI,5400000,1,55,3.4,6.2962962962963e-07,1.01851851851852e-05,0,754932,0,11,0,0,0,0,0,10.2,9451,-1,0,55,1,0.1,0,0.3,2,0,7,0,0,3.5,618289,0,0,0,0,1139,1537,0,0,280,Arsenal,Chelsea,Stoke,Everton,Man Utd,3.1,3.8,3.5,0.0,2.4,3.9,3.0,3.5,3.6,4.2,3.8,36.5
Daniel,Sturridge,FWD,WBA,7900000,1,29,1.07407407407407,1.3595874355368e-07,3.6708860759493696e-06,0,84509,0,7,0,0,0,2,0,3.7,16416,-1,0,29,1,0.2,0,1.3,0,0,3,0,1,0.8,77828,0,0,0,0,503,1222,0,0,120,Huddersfield,Watford,Leicester,Bournemouth,Burnley,0.0,0.5,0.8,0.5,0.6,0.6,0.5,0.5,0.5,0.6,0.5,61.5
Isaac,Success,MID,WAT,5300000,0,0,0.0,0.0,0.0,0,3041,0,0,0,0,0,0,0,0.0,20,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.0,877,0,0,0,0,0,0,0,0,0,Everton,West Brom,Arsenal,Liverpool,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andrew,Surman,MID,BOU,4500000,0,66,3.9,8.66666666666667e-07,1.4666666666666698e-05,0,670975,1,24,0,0,0,2,0,14.7,15829,0,0,66,0,0.0,0,0.0,7,0,4,0,4,3.7,787590,0,0,0,1,1530,3784,0,0,295,Newcastle,Leicester,Tottenham,West Brom,Watford,4.4,3.4,3.7,4.8,3.4,4.2,2.7,3.7,3.7,4.4,3.5,66.8
Markus,Suttner,DEF,BHA,4300000,0,37,1.3703703703703702,3.18690783807063e-07,8.6046511627907e-06,0,77790,0,18,0,0,0,0,0,8.6,1286,-2,0,37,2,0.0,0,0.0,3,0,4,0,0,0.5,58222,0,0,0,1,1170,135,0,0,202,Swansea,Arsenal,Everton,Leicester,Huddersfield,0.9,1.4,0.7,0.0,0.9,1.2,1.2,1.0,0.7,1.1,0.7,30.8
Dusan,Tadic,MID,SOU,6200000,2,78,3.1,5e-07,1.2580645161290302e-05,0,293787,3,29,0,0,0,3,0,12.6,2871,-3,0,78,3,0.3,0,1.7,5,0,6,0,3,1.6,199044,0,0,0,1,1924,1753,0,0,304,Burnley,Stoke,Newcastle,West Ham,Arsenal,2.6,2.9,2.8,0.0,2.6,2.1,2.5,2.5,3.0,3.0,1.8,152.1
Matt,Targett,DEF,SOU,4300000,0,2,1.0,2.3255813953488398e-07,4.65116279069767e-07,0,7354,0,6,0,0,0,0,0,0.5,85,-2,0,2,2,0.0,0,0.0,0,0,0,0,0,0.1,1581,0,0,0,0,166,1,0,0,35,Burnley,Stoke,Newcastle,West Ham,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.1
James,Tarkowski,DEF,BUR,4500000,0,73,3.5,7.77777777777778e-07,1.62222222222222e-05,0,498311,3,16,0,0,0,0,0,15.9,27096,0,1,73,0,0.0,0,0.0,1,0,9,0,0,2.6,614331,0,0,0,0,1890,798,-1,0,362,Southampton,Everton,West Ham,West Brom,Watford,0.0,0.0,3.7,0.0,3.0,4.0,3.7,3.6,4.7,3.2,3.5,78.6
Charlie,Taylor,DEF,BUR,4200000,2,23,0.8518518518518521,2.0282186948853604e-07,5.47619047619048e-06,0,27852,3,12,0,0,0,0,0,5.5,2429,-3,0,23,3,0.5,0,2.0,0,0,2,0,0,0.9,61480,0,0,0,0,949,8483,0,0,132,Southampton,Everton,West Ham,West Brom,Watford,0.4,0.4,0.4,0.0,0.4,0.4,0.4,0.4,0.6,0.4,0.4,27.5
Kyle,Taylor,MID,BOU,4500000,0,0,0.0,0.0,0.0,0,112,0,0,0,0,0,0,0,0.0,37,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,195,0,0,0,0,0,44,0,0,0,Newcastle,Leicester,Tottenham,West Brom,Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stuart,Taylor,GLK,SOU,4000000,0,0,0.0,0.0,0.0,0,11965,0,0,0,0,0,0,0,0.0,297,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.4,17508,0,0,0,0,0,249,0,0,0,Burnley,Stoke,Newcastle,West Ham,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
George,Thomas,MID,LEI,4500000,0,0,0.0,0.0,0.0,0,249,0,0,0,0,0,0,0,0.0,32,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,364,0,0,0,0,0,48,0,0,0,Stoke,Bournemouth,West Brom,Brighton,Newcastle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
James,Tomkins,DEF,CRY,4400000,1,48,2.7,6.13636363636364e-07,1.09090909090909e-05,0,120878,3,22,0,0,0,1,0,10.9,10042,-1,0,48,1,0.3,0,1.3,1,0,4,0,0,2.6,195998,0,0,0,0,1492,1013,0,0,298,Tottenham,Man Utd,Chelsea,Huddersfield,Liverpool,2.8,3.0,2.2,1.9,2.9,1.8,3.4,2.6,2.6,2.3,2.9,51.6
Fikayo,Tomori,DEF,CHE,4500000,0,0,0.0,0.0,0.0,0,801,0,0,0,0,0,0,0,0.0,8,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,423,0,0,0,0,0,2,0,0,0,Man Utd,Man City,Crystal Palace,Tottenham,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cenk,Tosun,FWD,EVE,6800000,0,5,0.185185185185185,2.7233115468409597e-08,7.352941176470591e-07,0,55685,0,4,0,0,0,0,0,0.7,5970,-7,2,5,7,0.0,0,0.3,0,0,0,0,0,0.2,65174,0,0,0,0,141,595,-2,0,5,Watford,Burnley,Brighton,Stoke,Man City,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,5.5
Andros,Townsend,MID,CRY,5600000,2,81,3.2,5.714285714285711e-07,1.44642857142857e-05,0,166276,2,36,0,0,0,1,0,14.5,4537,-4,0,81,4,0.5,0,3.0,7,0,4,0,6,1.0,93472,0,0,0,0,2158,1157,0,0,373,Tottenham,Man Utd,Chelsea,Huddersfield,Liverpool,2.9,2.8,2.1,2.5,2.5,2.7,3.3,2.4,3.4,2.3,3.8,150.9
Kieran,Trippier,DEF,TOT,5300000,6,86,4.8,9.056603773584909e-07,1.62264150943396e-05,0,772317,1,16,0,0,0,0,0,16.5,7794,-2,-1,86,2,1.2,0,6.3,15,0,7,0,5,5.1,839705,0,0,0,4,1461,66800,1,0,414,Crystal Palace,Huddersfield,Bournemouth,Newcastle,Chelsea,5.6,6.9,4.5,5.8,5.2,5.4,5.5,5.5,6.8,4.6,6.0,88.8
Nathan,Trott,GLK,WHU,4000000,0,0,0.0,0.0,0.0,0,3113,0,0,0,0,0,0,0,0.0,272,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.2,10407,0,0,0,0,0,588,0,0,0,Liverpool,Swansea,Burnley,Southampton,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Axel,Tuanzebe,DEF,MUN,3900000,0,1,1.0,2.56410256410256e-07,2.56410256410256e-07,0,129737,0,0,0,0,0,0,0,0.3,2083,-1,0,1,1,0.0,0,0.0,0,0,0,0,0,1.5,110478,0,0,0,0,1,218,0,0,3,Chelsea,Crystal Palace,Liverpool,Swansea,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rayhaan,Tulloch,FWD,WBA,4500000,0,0,0.0,0.0,0.0,0,30245,0,0,0,0,0,0,0,0.0,4254,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.7,64159,0,0,0,0,0,5647,0,0,0,Huddersfield,Watford,Leicester,Bournemouth,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh,Tymon,DEF,STK,4400000,0,0,0.0,0.0,0.0,0,1339,0,9,0,0,0,0,0,0.0,24,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,732,0,0,0,0,162,2,0,0,18,Leicester,Southampton,Man City,Everton,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5
Leonardo,Ulloa,FWD,BHA,4800000,1,7,0.25925925925925897,5.401234567901231e-08,1.4583333333333299e-06,0,26215,0,1,0,0,0,0,0,1.5,2821,-2,0,7,2,0.2,0,1.0,0,0,0,0,0,0.4,32253,0,0,0,0,69,2461,0,0,23,Swansea,Arsenal,Everton,Leicester,Huddersfield,0.1,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,7.6
Fredrik,Ulvestad,MID,BUR,4400000,0,0,0.0,0.0,0.0,0,260,0,0,0,0,0,0,0,0.0,16,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,311,0,0,0,0,0,3,0,0,0,Southampton,Everton,West Ham,West Brom,Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antonio,Valencia,DEF,MUN,6900000,1,122,5.3,7.681159420289851e-07,1.76811594202899e-05,0,1110348,5,14,0,0,0,3,0,17.7,45726,4,0,122,-4,0.4,0,2.7,12,0,14,0,0,11.1,1070837,0,0,0,2,2045,17618,0,0,526,Chelsea,Crystal Palace,Liverpool,Swansea,Man City,7.5,5.8,7.5,0.0,7.2,4.7,7.7,4.9,8.0,5.7,7.7,93.7
Enner,Valencia,FWD,WHU,5000000,0,0,0.0,0.0,0.0,0,2421,0,0,0,0,0,0,0,0.0,32,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,800,0,0,0,0,0,18,0,0,0,Liverpool,Swansea,Burnley,Southampton,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Patrick,van Aanholt,DEF,CRY,5100000,0,25,0.9259259259259259,1.81554103122731e-07,4.90196078431373e-06,0,164105,5,25,0,0,0,0,0,4.9,878,-4,0,25,4,0.3,0,1.7,1,0,2,0,0,0.8,21800,0,0,0,0,1201,353,0,0,182,Tottenham,Man Utd,Chelsea,Huddersfield,Liverpool,0.5,0.5,0.5,0.5,0.5,0.5,0.7,0.5,0.5,0.5,0.5,53.7
Mike,van der Hoorn,DEF,SWA,4400000,6,52,1.9259259259259298,4.3771043771043794e-07,1.18181818181818e-05,0,13883,2,14,0,0,0,0,0,11.8,1925,-1,0,52,1,0.7,0,3.3,2,0,7,0,0,0.5,35786,0,0,0,0,1243,9762,0,0,259,Brighton,West Ham,Huddersfield,Man Utd,West Brom,1.4,2.0,1.1,0.0,1.0,1.1,1.4,1.0,1.6,1.1,1.9,38.5
Virgil,van Dijk,DEF,LIV,5600000,7,35,2.3,4.10714285714286e-07,6.25e-06,0,258624,0,21,0,0,0,0,0,6.4,9493,1,-1,35,-1,0.5,0,2.7,5,0,2,0,0,6.9,507813,0,0,0,1,1263,92188,1,0,254,West Ham,Newcastle,Man Utd,Watford,Crystal Palace,2.6,1.9,1.4,2.4,2.7,1.2,1.8,1.5,2.4,1.8,2.6,59.5
Rajiv,van La Parra,MID,HUD,4800000,7,48,2.1,4.375e-07,1e-05,0,12906,2,29,0,0,0,2,0,10.0,292,-2,0,48,2,0.7,0,3.3,0,0,4,0,0,0.1,8807,0,0,0,0,1463,1523,0,1,153,West Brom,Tottenham,Swansea,Crystal Palace,Newcastle,1.1,1.0,1.9,1.8,1.2,1.0,1.6,1.0,2.3,1.0,2.1,72.8
Jamie,Vardy,FWD,LEI,8700000,5,126,4.8,5.51724137931034e-07,1.44827586206897e-05,0,1997317,2,37,0,0,0,13,0,14.7,36492,2,-1,126,-2,0.7,1,6.0,20,0,6,0,2,19.4,2525267,0,0,0,2,2258,143644,1,0,459,Stoke,Bournemouth,West Brom,Brighton,Newcastle,7.1,6.6,5.0,0.0,5.1,6.3,4.8,6.4,5.2,6.5,4.2,167.9
Jan,Vertonghen,DEF,TOT,6000000,8,100,3.7,6.16666666666667e-07,1.6666666666666698e-05,0,539795,4,24,0,0,0,0,0,16.7,9265,0,0,100,0,0.9,0,5.3,8,0,12,0,1,9.4,568844,0,0,0,0,2399,51962,0,0,574,Crystal Palace,Huddersfield,Bournemouth,Newcastle,Chelsea,4.3,4.9,3.0,4.0,3.5,3.7,3.8,3.8,4.9,3.1,4.2,91.3
Nikola,Vlasic,MID,EVE,5400000,0,13,0.48148148148148107,8.916323731138551e-08,2.40740740740741e-06,0,2457,0,11,0,0,0,0,0,2.4,34,-1,0,13,1,0.0,0,0.0,0,0,0,0,0,0.0,2576,0,0,0,0,438,28,0,0,63,Watford,Burnley,Brighton,Stoke,Man City,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,26.5
Sam,Vokes,FWD,BUR,5700000,2,48,1.77777777777778,3.11890838206628e-07,8.42105263157895e-06,0,447651,3,9,0,0,0,3,0,8.4,2413,-3,0,48,3,0.4,0,2.3,6,0,2,0,2,1.9,335434,0,0,0,1,783,1988,0,0,125,Southampton,Everton,West Ham,West Brom,Watford,1.4,1.6,1.0,0.0,1.1,1.2,1.6,1.3,1.6,0.9,1.5,58.2
Michel,Vorm,GLK,TOT,4800000,0,3,0.111111111111111,2.31481481481481e-08,6.25e-07,0,9401,0,1,0,4,0,0,0,0.6,105,-2,0,3,2,0.0,0,0.0,0,0,0,0,0,0.1,7682,0,0,0,0,90,42,0,0,17,Crystal Palace,Huddersfield,Bournemouth,Newcastle,Chelsea,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.9
Molla,Wague,DEF,WAT,4500000,0,19,0.703703703703704,1.5637860082304498e-07,4.2222222222222194e-06,0,4143,0,8,0,0,0,1,0,4.2,204,0,0,19,0,0.0,0,0.0,0,0,1,0,0,0.0,4938,0,0,0,0,438,30,0,0,82,Everton,West Brom,Arsenal,Liverpool,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.6,0.4,0.4,0.4,14.5
Theo,Walcott,MID,EVE,7300000,1,28,1.03703703703704,1.42059868087265e-07,3.83561643835616e-06,0,240314,2,7,0,0,0,2,0,3.8,67441,-2,0,28,2,0.8,0,6.0,3,0,0,0,1,7.2,511949,0,0,0,1,393,39223,0,0,111,Watford,Burnley,Brighton,Stoke,Man City,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,42.9
Kyle,Walker,DEF,MCI,6600000,2,102,4.1,6.21212121212121e-07,1.54545454545455e-05,0,1105857,2,19,0,0,0,0,0,15.5,25751,1,0,102,-1,0.5,0,3.3,5,0,11,0,5,12.4,670670,1,0,0,2,2203,8440,0,1,542,Arsenal,Chelsea,Stoke,Everton,Man Utd,4.2,4.9,4.6,0.0,3.3,5.1,4.0,4.7,4.7,5.4,4.9,90.9
Kyle,Walker-Peters,DEF,TOT,4000000,0,7,0.25925925925925897,6.481481481481481e-08,1.75e-06,0,133165,0,0,0,0,0,0,0,1.8,1970,-5,0,7,5,0.0,0,0.0,0,0,1,0,0,0.9,116516,0,0,0,0,98,3108,0,0,33,Crystal Palace,Huddersfield,Bournemouth,Newcastle,Chelsea,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,4.4
Jonathan,Walters,MID,BUR,5100000,0,3,0.111111111111111,2.17864923747277e-08,5.882352941176471e-07,0,30756,0,2,0,0,0,0,0,0.6,47,-4,0,3,4,0.0,0,0.0,0,0,0,0,0,0.1,1638,0,0,0,0,36,9,0,0,3,Southampton,Everton,West Ham,West Brom,Watford,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,1.1
Aaron,Wan-Bissaka,MID,CRY,4500000,0,0,0.0,0.0,0.0,0,121,0,0,0,0,0,0,0,0.0,14,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,155,0,0,0,0,0,14,0,0,0,Tottenham,Man Utd,Chelsea,Huddersfield,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Victor,Wanyama,MID,TOT,4800000,1,16,0.592592592592593,1.23456790123457e-07,3.3333333333333304e-06,0,42115,0,3,0,0,0,1,0,3.3,547,-2,0,16,2,0.6,0,3.0,1,0,0,0,0,0.3,8079,0,0,0,0,183,935,0,0,56,Crystal Palace,Huddersfield,Bournemouth,Newcastle,Chelsea,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,15.9
Danny,Ward,GLK,LIV,4400000,0,0,0.0,0.0,0.0,0,967,0,0,0,0,0,0,0,0.0,45,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,864,0,0,0,0,0,35,0,0,0,West Ham,Newcastle,Man Utd,Watford,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joel,Ward,DEF,CRY,4700000,1,28,1.03703703703704,2.2064617809298703e-07,5.95744680851064e-06,0,31244,3,23,0,0,0,0,0,6.0,188,-3,0,28,3,0.1,0,0.3,0,0,2,0,1,0.2,10396,1,0,0,0,1304,94,0,0,224,Tottenham,Man Utd,Chelsea,Huddersfield,Liverpool,0.0,0.0,0.5,0.5,0.6,0.5,0.8,0.5,0.6,0.5,0.7,49.9
Stephen,Ward,DEF,BUR,4700000,0,76,4.5,9.57446808510638e-07,1.61702127659574e-05,0,1420457,1,12,0,0,0,1,0,16.2,13903,2,0,76,-2,0.0,0,0.0,9,0,7,0,1,6.4,1529009,0,0,0,1,1470,18712,0,0,318,Southampton,Everton,West Ham,West Brom,Watford,5.8,5.1,5.3,0.0,4.5,5.7,5.3,5.1,6.5,4.7,5.1,51.5
James,Ward-Prowse,MID,SOU,5100000,2,71,2.6296296296296298,5.15613652868555e-07,1.3921568627451e-05,0,147479,1,17,0,0,0,3,0,13.9,11253,-4,0,71,4,1.4,0,7.3,8,0,2,0,4,3.4,210596,0,0,0,1,1277,46402,0,0,301,Burnley,Stoke,Newcastle,West Ham,Arsenal,2.0,2.2,2.2,0.0,2.0,1.6,1.9,1.9,2.3,2.3,1.4,104.2
Ben,Watson,MID,WAT,4300000,0,12,1.5,3.48837209302326e-07,2.7906976744186e-06,0,16281,1,12,0,0,0,0,0,2.8,335,-2,0,12,2,0.0,0,0.0,0,0,0,0,0,0.2,15040,0,0,0,0,455,9,0,0,61,Everton,West Brom,Arsenal,Liverpool,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.1
Danny,Welbeck,FWD,ARS,7300000,1,41,2.4,3.28767123287671e-07,5.61643835616438e-06,0,200009,1,12,0,0,0,3,0,5.6,496,-2,0,41,2,0.0,0,0.3,3,0,3,0,1,0.7,160340,0,0,0,1,704,664,0,0,148,Man City,Brighton,Watford,Stoke,Southampton,2.3,1.4,2.6,0.0,3.0,2.6,1.5,2.7,1.2,2.4,1.3,57.9
Nahki,Wells,FWD,BUR,4900000,1,6,0.222222222222222,4.53514739229025e-08,1.22448979591837e-06,0,5129,0,2,0,0,0,0,0,1.2,198,-1,0,6,1,0.1,0,0.3,0,0,0,0,0,0.1,4005,0,0,0,0,32,265,0,0,11,Southampton,Everton,West Ham,West Brom,Watford,0.1,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,4.0
Ashley,Westwood,MID,BUR,4300000,0,9,0.33333333333333304,7.75193798449612e-08,2.09302325581395e-06,0,8389,0,2,0,0,0,0,0,2.1,181,-2,0,9,2,0.2,0,0.7,0,0,0,0,0,0.1,7053,0,0,0,0,125,195,0,0,36,Southampton,Everton,West Ham,West Brom,Watford,0.2,0.2,0.2,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,3.8
Glenn,Whelan,MID,STK,4500000,0,0,0.0,0.0,0.0,0,850,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,139,0,0,0,0,0,1,0,0,0,Leicester,Southampton,Man City,Everton,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dean,Whitehead,MID,HUD,4300000,0,3,0.111111111111111,2.5839793281653704e-08,6.976744186046509e-07,0,7617,0,3,0,0,0,0,0,0.7,107,-2,0,3,2,0.0,0,0.0,0,0,0,0,0,0.1,5678,0,0,0,0,65,136,0,0,13,West Brom,Tottenham,Swansea,Crystal Palace,Newcastle,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.7
Alfie,Whiteman,GLK,TOT,4000000,0,0,0.0,0.0,0.0,0,3342,0,0,0,0,0,0,0,0.0,231,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,5967,0,0,0,0,0,201,0,0,0,Crystal Palace,Huddersfield,Bournemouth,Newcastle,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Connor,Wickham,FWD,CRY,5400000,0,0,0.0,0.0,0.0,0,1972,0,0,0,0,0,0,0,0.0,44,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,928,0,0,0,0,0,22,0,0,0,Tottenham,Man Utd,Chelsea,Huddersfield,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Georginio,Wijnaldum,MID,LIV,6600000,3,59,2.5,3.7878787878787897e-07,8.93939393939394e-06,0,266786,1,19,0,0,0,1,0,8.9,1144,-4,0,59,4,0.3,0,1.7,0,0,10,0,1,2.0,54026,0,0,0,0,1697,723,0,0,277,West Ham,Newcastle,Man Utd,Watford,Crystal Palace,2.4,2.3,1.2,1.9,1.6,2.0,2.3,1.8,2.2,1.5,2.2,78.1
Ashley,Williams,DEF,EVE,5200000,1,56,2.5,4.807692307692311e-07,1.0769230769230802e-05,0,268299,3,28,0,0,0,1,0,10.8,4940,-3,0,56,3,0.1,0,0.7,3,0,5,0,0,2.4,139021,0,0,0,1,1655,1069,0,0,319,Watford,Burnley,Brighton,Stoke,Man City,2.2,2.0,3.1,1.9,2.1,2.6,1.6,2.3,1.6,2.7,2.0,63.6
Danny,Williams,MID,HUD,4800000,0,23,0.8518518518518521,1.7746913580246898e-07,4.79166666666667e-06,0,3785,2,19,0,0,0,0,0,4.8,28,-2,0,23,2,0.0,0,0.0,0,0,0,0,0,0.0,1226,0,0,0,0,914,44,0,0,116,West Brom,Tottenham,Swansea,Crystal Palace,Newcastle,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.6,0.4,0.5,20.3
,Willian,MID,CHE,6800000,1,96,3.55555555555556,5.22875816993464e-07,1.41176470588235e-05,0,1459274,0,8,0,0,0,4,0,14.1,24575,-2,0,96,2,0.1,0,0.7,8,0,9,0,7,7.4,974603,0,0,0,3,1231,50017,0,0,366,Man Utd,Man City,Crystal Palace,Tottenham,West Ham,2.0,2.0,3.7,0.0,3.3,4.1,3.2,4.4,3.2,2.9,3.3,151.2
Jack,Wilshere,MID,ARS,5300000,2,35,1.2962962962963,2.44584206848358e-07,6.60377358490566e-06,0,97192,4,13,0,0,0,1,0,6.6,5848,-2,0,35,2,0.2,0,1.0,2,0,2,0,2,1.0,137999,0,0,0,0,911,4015,0,0,181,Man City,Brighton,Watford,Stoke,Southampton,0.6,0.6,0.8,0.0,0.9,0.8,0.6,1.0,0.6,0.8,0.6,54.7
