FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
,Brad Smith,DEF,BOU,3900000,0,0,0.0,0.0,0.0,0,184892,0,0,0,0,0,0,0,0.0,3017,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,2.9,88745,0,0,0,0,0,6006,0,0,0,Newcastle,Leicester,Tottenham,West Brom,Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Robbie,Brady,MID,BUR,5300000,0,56,2.07407407407407,3.9133473095737207e-07,1.05660377358491e-05,0,211829,3,12,0,0,0,1,0,10.6,477,-2,0,56,2,0.0,0,0.0,7,0,6,0,4,0.4,198928,0,0,0,1,1277,16,0,0,216,Southampton,Everton,West Ham,West Brom,Watford,0.0,0.0,0.0,0.0,0.0,1.2,1.7,1.2,1.6,1.0,1.7,97.3
Claudio,Bravo,GLK,MCI,4600000,0,1,0.037037037037037,8.05152979066022e-09,2.1739130434782601e-07,0,39388,0,0,0,0,0,0,0,0.2,343,-4,0,1,4,0.0,0,0.0,0,0,0,0,0,0.4,8439,0,0,0,0,44,110,0,0,4,Arsenal,Chelsea,Stoke,Everton,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3
Miguel,Britos,DEF,WAT,4300000,0,20,0.7407407407407409,1.72265288544358e-07,4.65116279069767e-06,0,145076,3,12,0,0,0,1,0,4.7,361,-2,0,20,2,0.0,0,0.0,0,0,2,0,0,0.5,115155,0,0,0,0,704,11,0,1,129,Everton,West Brom,Arsenal,Liverpool,Bournemouth,0.0,0.4,0.4,0.4,0.4,0.4,0.4,0.6,0.4,0.4,0.4,24.4
Leon,Britton,MID,SWA,4400000,0,9,0.33333333333333304,7.575757575757571e-08,2.04545454545455e-06,0,8693,1,1,0,0,0,0,0,2.0,100,-1,0,9,1,0.0,0,0.0,0,0,3,0,0,0.1,4084,0,0,0,0,269,12,0,0,25,Brighton,West Ham,Huddersfield,Man Utd,West Brom,0.0,0.2,0.2,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.6
Isaiah,Brown,MID,BHA,5200000,0,16,0.592592592592593,1.13960113960114e-07,3.07692307692308e-06,0,3884,0,8,0,0,0,0,0,3.1,22,-3,0,16,3,0.0,0,0.0,0,0,0,0,0,0.0,649,0,0,0,0,302,7,0,0,60,Swansea,Arsenal,Everton,Leicester,Huddersfield,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.3,0.3,0.3,14.5
,Bruno,DEF,BHA,4500000,0,65,3.3,7.33333333333333e-07,1.44444444444444e-05,0,90639,3,19,0,0,0,0,0,14.4,6153,0,0,65,0,0.0,0,0.0,5,0,8,0,0,1.2,135661,0,0,0,0,1635,507,0,0,336,Swansea,Arsenal,Everton,Leicester,Huddersfield,3.6,4.6,2.0,0.0,3.6,4.2,3.8,3.8,3.1,4.0,2.9,44.7
Chris,Brunt,MID,WBA,5000000,1,50,1.85185185185185,3.7037037037037e-07,1e-05,0,134438,2,10,0,0,0,0,0,10.0,602,-5,0,50,5,0.7,0,3.3,5,0,6,0,5,0.5,123481,0,0,0,0,993,1388,0,0,228,Huddersfield,Watford,Leicester,Bournemouth,Burnley,1.8,0.9,1.5,1.0,1.4,1.5,0.9,1.1,1.0,1.2,0.9,77.8
Harry,Bunn,MID,HUD,4500000,0,0,0.0,0.0,0.0,0,620,0,0,0,0,0,0,0,0.0,3,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,98,0,0,0,0,0,4,0,0,0,West Brom,Tottenham,Swansea,Crystal Palace,Newcastle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oliver,Burke,MID,WBA,4900000,1,14,0.5185185185185179,1.05820105820106e-07,2.8571428571428602e-06,0,3592,0,8,0,0,0,0,0,2.9,34,-6,0,14,6,0.1,0,0.7,0,0,0,0,1,0.0,3705,0,0,0,0,232,25,0,0,36,Huddersfield,Watford,Leicester,Bournemouth,Burnley,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,13.5
Reece,Burke,DEF,WHU,4000000,0,0,0.0,0.0,0.0,0,1522,0,0,0,0,0,0,0,0.0,182,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,2854,0,0,0,0,0,21,0,0,0,Liverpool,Swansea,Burnley,Southampton,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt,Butcher,MID,BOU,4500000,0,0,0.0,0.0,0.0,0,117,0,0,0,0,0,0,0,0.0,18,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,146,0,0,0,0,0,14,0,0,0,Newcastle,Leicester,Tottenham,West Brom,Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jack,Butland,GLK,STK,5000000,3,76,3.2,6.4e-07,1.52e-05,0,150934,0,46,0,88,0,0,0,15.2,2664,0,0,76,0,0.8,0,4.0,6,0,4,0,0,2.3,113234,0,0,0,1,2160,1075,0,0,449,Leicester,Southampton,Man City,Everton,Arsenal,2.3,3.3,3.0,3.2,2.7,3.6,3.1,3.8,2.8,4.7,2.6,62.1
Sam,Byram,DEF,WHU,4200000,1,4,0.148148148148148,3.52733686067019e-08,9.52380952380952e-07,0,9666,1,4,0,0,0,0,0,1.0,213,-3,0,4,3,0.2,0,1.0,0,0,0,0,0,0.1,3112,0,0,0,0,183,224,0,0,33,Liverpool,Swansea,Burnley,Southampton,Chelsea,0.1,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,13.3
Willy,Caballero,GLK,CHE,4800000,0,7,0.25925925925925897,5.401234567901231e-08,1.4583333333333299e-06,0,10816,0,0,0,3,0,0,0,1.5,598,-2,0,7,2,0.0,0,0.0,0,0,1,0,0,0.1,8879,0,0,0,0,90,96,0,0,29,Man Utd,Man City,Crystal Palace,Tottenham,West Ham,0.1,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.5
Yohan,Cabaye,MID,CRY,5300000,2,53,2.3,4.33962264150943e-07,1e-05,0,33235,4,30,0,0,0,0,0,10.0,442,-2,0,53,2,0.3,0,1.7,3,0,4,0,3,0.2,18460,0,0,0,0,1741,236,0,0,319,Tottenham,Man Utd,Chelsea,Huddersfield,Liverpool,0.0,0.0,0.0,1.4,1.5,1.6,2.0,1.4,2.1,1.3,2.3,128.9
Gary,Cahill,DEF,CHE,6200000,1,55,2.8,4.5161290322580607e-07,8.87096774193548e-06,0,599798,0,19,0,0,0,0,0,8.9,3452,-3,0,55,3,0.1,0,0.7,2,0,7,0,0,2.6,83607,0,0,0,0,1452,559,0,1,320,Man Utd,Man City,Crystal Palace,Tottenham,West Ham,2.0,2.0,4.0,0.0,2.9,3.4,2.8,3.2,2.2,2.9,2.1,45.7
Dominic,Calvert-Lewin,FWD,EVE,5100000,0,74,3.0,5.882352941176471e-07,1.45098039215686e-05,0,1035420,3,22,0,0,0,4,0,14.2,49715,1,1,74,-1,0.4,0,2.0,3,0,6,0,6,4.7,1216899,0,0,0,1,1585,7307,-1,0,214,Watford,Burnley,Brighton,Stoke,Man City,2.6,2.2,3.6,2.7,3.1,2.9,2.2,3.3,2.3,3.4,2.2,107.3
Geoff,Cameron,DEF,STK,4300000,0,24,0.8888888888888891,2.0671834625323e-07,5.58139534883721e-06,0,40622,1,26,0,0,0,0,0,5.6,534,-2,0,24,2,0.1,0,0.3,0,0,1,0,0,0.3,29683,0,0,0,0,1227,82,0,0,181,Leicester,Southampton,Man City,Everton,Arsenal,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.5,0.4,0.9,0.4,31.4
Tyrese,Campbell,FWD,STK,4500000,0,0,0.0,0.0,0.0,0,178,0,0,0,0,0,0,0,0.0,178,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,1076,0,0,0,0,0,1076,0,0,0,Leicester,Southampton,Man City,Everton,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Emre,Can,MID,LIV,4800000,2,73,3.3,6.875e-07,1.5208333333333301e-05,0,532986,8,26,0,0,0,2,0,15.2,13602,-2,0,73,2,1.2,0,5.7,7,0,7,0,5,5.0,419550,0,0,0,1,1793,23249,0,0,418,West Ham,Newcastle,Man Utd,Watford,Crystal Palace,3.7,3.5,1.7,3.0,2.5,3.1,3.5,2.8,3.4,2.4,3.3,100.0
Etienne,Capoue,MID,WAT,4800000,2,27,1.0,2.0833333333333302e-07,5.625e-06,0,296618,1,13,0,0,0,1,0,5.6,754,-7,0,27,7,0.5,0,2.3,0,0,1,0,1,1.2,40283,0,0,0,0,637,423,0,0,119,Everton,West Brom,Arsenal,Liverpool,Bournemouth,0.6,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,36.2
Michael,Carrick,MID,MUN,4200000,1,1,0.037037037037037,8.81834215167548e-09,2.38095238095238e-07,0,110195,0,0,0,0,0,0,0,0.2,1950,-3,0,1,3,0.1,0,0.3,0,0,0,0,0,0.9,84922,0,0,0,0,24,4044,0,0,0,Chelsea,Crystal Palace,Liverpool,Swansea,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1
Andre,Carrillo,MID,WAT,5500000,0,59,2.5,4.54545454545455e-07,1.0727272727272698e-05,0,10523,1,31,0,0,0,1,0,10.7,501,0,0,59,0,0.1,0,0.7,4,0,3,0,3,0.1,12702,0,0,0,0,1425,125,0,0,257,Everton,West Brom,Arsenal,Liverpool,Bournemouth,2.7,2.5,1.4,1.3,2.2,2.0,1.8,2.1,1.4,2.2,1.2,80.1
Guido,Carrillo,FWD,SOU,6500000,2,5,0.185185185185185,2.84900284900285e-08,7.69230769230769e-07,0,6547,0,4,0,0,0,0,0,0.8,1612,0,0,5,0,0.3,0,1.7,0,0,0,0,0,0.1,12790,0,0,0,0,209,1303,0,0,9,Burnley,Stoke,Newcastle,West Ham,Arsenal,0.1,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,8.0
Andy,Carroll,FWD,WHU,5700000,0,25,2.1,3.6842105263157896e-07,4.3859649122807e-06,0,102066,5,12,0,0,0,2,0,4.4,1130,-3,0,25,3,0.0,0,0.0,3,0,3,0,1,0.2,103234,0,0,0,1,695,56,0,1,71,Liverpool,Swansea,Burnley,Southampton,Chelsea,0.0,0.0,0.0,0.0,0.0,1.0,2.4,1.0,1.8,1.4,2.2,49.8
Tom,Carroll,MID,SWA,4300000,3,62,2.4,5.58139534883721e-07,1.4418604651162803e-05,0,571154,3,28,0,0,0,0,0,14.4,12830,-2,0,62,2,0.4,0,1.7,3,0,7,0,3,5.3,559854,0,0,0,0,1957,26514,0,0,312,Brighton,West Ham,Huddersfield,Man Utd,West Brom,1.4,2.3,1.6,0.0,1.2,1.6,2.6,1.2,1.8,1.7,2.1,97.4
Cameron,Carter-Vickers,DEF,TOT,4500000,0,0,0.0,0.0,0.0,0,696,0,0,0,0,0,0,0,0.0,4,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,374,0,0,0,0,0,2,0,0,0,Crystal Palace,Huddersfield,Bournemouth,Newcastle,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Craig,Cathcart,DEF,WAT,4400000,0,1,0.037037037037037,8.417508417508421e-09,2.2727272727272702e-07,0,1115,0,0,0,0,0,0,0,0.2,13,-1,0,1,1,0.0,0,0.0,0,0,0,0,0,0.0,311,0,0,0,0,19,10,0,0,4,Everton,West Brom,Arsenal,Liverpool,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3
Santiago,Cazorla,MID,ARS,6900000,0,0,0.0,0.0,0.0,0,2381,0,0,0,0,0,0,0,0.0,51,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,930,0,0,0,0,0,31,0,0,0,Man City,Brighton,Watford,Stoke,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Petr,Cech,GLK,ARS,5300000,4,94,3.5,6.603773584905661e-07,1.7735849056603798e-05,0,252493,1,36,0,64,0,0,0,17.7,4015,-2,1,94,2,0.4,0,2.3,4,0,9,0,0,4.4,134600,0,0,0,0,2409,1044,-1,0,477,Man City,Brighton,Watford,Stoke,Southampton,3.8,3.0,4.8,0.0,4.8,4.5,2.4,5.0,2.2,4.6,2.4,51.2
,Cedric,DEF,SOU,4700000,1,46,2.2,4.68085106382979e-07,9.78723404255319e-06,0,701856,1,28,0,0,0,0,0,9.8,2075,-3,0,46,3,0.3,0,1.3,0,0,4,0,0,2.4,244901,0,0,0,0,1804,1212,0,0,288,Burnley,Stoke,Newcastle,West Ham,Arsenal,1.9,2.1,1.5,0.0,1.9,1.6,1.9,1.4,1.6,1.2,1.5,69.8
Nacer,Chadli,MID,WBA,5600000,0,13,0.48148148148148107,8.5978835978836e-08,2.32142857142857e-06,0,39456,1,2,0,0,0,1,0,2.3,64,-4,0,13,4,0.0,0,0.0,3,0,1,0,0,0.2,9669,0,0,0,1,174,16,0,0,30,Huddersfield,Watford,Leicester,Bournemouth,Burnley,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,10.1
Nathaniel,Chalobah,MID,WAT,4200000,0,12,0.444444444444444,1.05820105820106e-07,2.8571428571428602e-06,0,202784,1,7,0,0,0,0,0,2.9,1077,-3,0,12,3,0.0,0,0.0,0,0,3,0,0,0.7,129012,0,0,0,0,429,647,0,0,37,Everton,West Brom,Arsenal,Liverpool,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,19.6
,Chamberlain,MID,LIV,5600000,1,69,2.55555555555556,4.5634920634920597e-07,1.23214285714286e-05,0,375731,1,23,0,0,0,3,0,12.3,23117,-4,1,69,4,0.2,0,1.0,4,0,3,0,3,2.8,331338,0,0,0,0,1308,5471,-1,0,319,West Ham,Newcastle,Man Utd,Watford,Crystal Palace,2.5,2.3,1.3,2.0,1.6,2.1,2.4,1.8,2.3,1.5,2.3,127.4
Calum,Chambers,DEF,ARS,4700000,0,5,0.185185185185185,3.94011032308905e-08,1.0638297872340401e-06,0,24750,1,6,0,0,0,0,0,1.1,383,-3,0,5,3,0.0,0,0.0,0,0,0,0,0,0.2,9272,0,0,0,0,340,160,0,0,56,Man City,Brighton,Watford,Stoke,Southampton,0.1,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,14.0
,Chicharito,FWD,WHU,6700000,7,79,3.8,5.671641791044779e-07,1.17910447761194e-05,0,1851424,3,27,0,0,0,7,0,11.8,18042,-3,0,79,3,1.0,0,6.7,12,0,6,0,2,7.8,1224070,0,0,0,2,1333,36383,0,0,261,Liverpool,Swansea,Burnley,Southampton,Chelsea,2.9,3.3,4.4,0.0,4.7,2.5,5.3,2.5,4.3,3.5,5.0,97.5
Benjamin,Chilwell,DEF,LEI,4300000,1,36,1.33333333333333,3.10077519379845e-07,8.372093023255811e-06,0,60015,0,18,0,0,0,0,0,8.4,3885,-2,0,36,2,0.2,0,0.7,0,0,4,0,0,1.3,104263,0,0,0,0,1148,4353,0,1,205,Stoke,Bournemouth,West Brom,Brighton,Newcastle,1.1,0.8,0.7,0.0,0.7,0.8,0.7,1.0,1.2,1.2,0.7,35.5
Hamza,Choudhury,MID,LEI,4400000,0,1,0.037037037037037,8.417508417508421e-09,2.2727272727272702e-07,0,288,0,0,0,0,0,0,0,0.2,34,-1,0,1,1,0.0,0,0.0,0,0,0,0,0,0.0,381,0,0,0,0,7,36,0,0,2,Stoke,Bournemouth,West Brom,Brighton,Newcastle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
Eric Maxim,Choupo-Moting,MID,STK,5400000,2,94,3.6,6.66666666666667e-07,1.74074074074074e-05,0,669428,3,42,0,0,0,4,0,17.4,24122,-1,0,94,1,0.4,0,2.0,9,0,4,0,5,3.6,812502,0,0,0,2,1998,5670,0,0,291,Leicester,Southampton,Man City,Everton,Arsenal,2.8,3.1,2.6,4.7,2.4,3.4,2.9,3.8,2.2,3.9,3.1,151.8
Andreas,Christensen,DEF,CHE,5300000,7,69,2.55555555555556,4.82180293501048e-07,1.3018867924528301e-05,0,433185,0,10,0,0,0,0,0,13.0,7358,-2,0,69,2,0.5,0,2.7,4,0,8,0,0,1.5,483127,0,0,0,0,1437,8665,0,0,362,Man Utd,Man City,Crystal Palace,Tottenham,West Ham,1.7,1.7,3.7,0.0,2.5,3.0,2.4,2.8,1.9,2.5,1.9,43.9
Ciaran,Clark,DEF,NEW,4400000,0,64,3.2,7.27272727272727e-07,1.45454545454545e-05,0,246358,3,30,0,0,0,2,0,14.5,12072,-1,0,64,1,0.3,0,1.3,6,0,4,0,1,2.0,288846,0,0,0,1,1745,713,0,0,317,Bournemouth,Liverpool,Southampton,Tottenham,Huddersfield,0.0,3.0,3.6,2.7,3.9,2.5,4.3,2.2,3.6,3.5,3.5,67.5
Jordy,Clasie,MID,SOU,4400000,0,0,0.0,0.0,0.0,0,18708,0,0,0,0,0,0,0,0.0,28,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,4022,0,0,0,0,0,1,0,0,0,Burnley,Stoke,Newcastle,West Ham,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tom,Cleverley,MID,WAT,5000000,0,58,2.5,5e-07,1.1599999999999999e-05,0,99933,1,33,0,0,0,1,0,11.6,1404,0,0,58,0,0.2,1,1.0,3,0,6,0,2,0.4,102376,0,0,0,1,1900,17,0,1,300,Everton,West Brom,Arsenal,Liverpool,Bournemouth,0.0,2.5,1.4,1.3,2.2,2.0,1.8,2.1,1.4,2.2,1.2,92.1
Sam,Clucas,MID,SWA,4700000,3,56,2.8,5.95744680851064e-07,1.1914893617021302e-05,0,19459,1,19,0,0,0,3,0,11.9,4698,-3,0,56,3,1.4,0,6.7,3,0,4,0,0,0.8,62402,0,0,0,1,1398,9788,0,0,223,Brighton,West Ham,Huddersfield,Man Utd,West Brom,1.8,2.9,2.1,0.0,1.4,2.1,3.3,1.4,2.3,2.2,2.7,50.9
Nathaniel,Clyne,DEF,LIV,5300000,0,0,0.0,0.0,0.0,0,27868,0,0,0,0,0,0,0,0.0,99,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.2,1422,0,0,0,0,0,36,0,0,0,West Ham,Newcastle,Man Utd,Watford,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jack,Colback,MID,NEW,4200000,0,0,0.0,0.0,0.0,0,111790,0,0,0,0,0,0,0,0.0,2126,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,1.1,113338,0,0,0,0,0,134,0,0,0,Bournemouth,Liverpool,Southampton,Tottenham,Huddersfield,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joel,Coleman,GLK,HUD,3900000,0,0,0.0,0.0,0.0,0,69002,0,0,0,0,0,0,0,0.0,5281,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,4.4,193419,0,0,0,0,0,32066,0,0,0,West Brom,Tottenham,Swansea,Crystal Palace,Newcastle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Seamus,Coleman,DEF,EVE,6400000,1,3,0.111111111111111,1.73611111111111e-08,4.6875e-07,0,11890,0,1,0,0,0,0,0,0.5,2200,-1,0,3,1,0.2,0,1.0,0,0,0,0,0,0.3,6914,0,0,0,0,135,216,0,0,22,Watford,Burnley,Brighton,Stoke,Man City,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,5.6
James,Collins,DEF,WHU,4300000,9,35,1.2962962962963,3.01464254952627e-07,8.139534883720931e-06,0,24513,2,12,0,0,0,1,0,8.1,1723,-2,0,35,2,0.9,0,4.0,3,0,3,0,0,0.4,30057,0,0,0,0,867,8805,0,0,177,Liverpool,Swansea,Burnley,Southampton,Chelsea,0.6,0.6,1.0,0.0,1.0,0.6,1.1,0.6,0.7,0.6,0.8,39.9
Francis,Coquelin,MID,ARS,4300000,0,7,1.0,2.3255813953488398e-07,1.62790697674419e-06,0,40639,0,6,0,0,0,0,0,1.6,358,-2,0,7,2,0.0,0,0.0,0,0,0,0,0,0.5,15777,0,0,0,0,164,12,0,0,35,Man City,Brighton,Watford,Stoke,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8
Jack,Cork,MID,BUR,4600000,2,69,2.6,5.65217391304348e-07,1.4999999999999999e-05,0,336267,6,24,0,0,0,1,0,15.0,7407,1,0,69,-1,0.4,0,1.7,3,0,10,0,1,2.9,431549,0,0,0,0,2430,7020,0,0,375,Southampton,Everton,West Ham,West Brom,Watford,2.1,2.9,1.8,0.0,1.9,1.8,2.4,1.7,2.3,1.5,2.4,87.9
,Costa,FWD,CHE,9500000,0,0,0.0,0.0,0.0,0,66284,0,0,0,0,0,0,0,0.0,105,-5,0,0,5,0.0,0,0.0,0,0,0,0,0,0.3,2418,0,0,0,0,0,8,0,0,0,Man Utd,Man City,Crystal Palace,Tottenham,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thibaut,Courtois,GLK,CHE,5400000,6,107,4.1,7.59259259259259e-07,1.9814814814814803e-05,0,769653,1,23,0,53,0,0,0,19.5,22510,-1,1,107,1,0.5,0,2.7,2,0,13,0,0,11.2,472438,0,0,0,0,2340,3347,-1,0,478,Man Utd,Man City,Crystal Palace,Tottenham,West Ham,3.6,3.7,5.9,0.0,5.0,5.7,4.9,5.5,4.0,5.0,3.9,37.3
Philippe,Coutinho,MID,LIV,9100000,0,103,7.4,8.131868131868129e-07,1.13186813186813e-05,0,1722962,0,14,0,0,0,7,0,11.3,4889,1,0,103,-1,0.0,0,0.0,15,0,5,0,7,3.6,1531089,0,0,0,4,1109,8,0,0,381,West Ham,Newcastle,Man Utd,Watford,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.4
Martin,Cranie,DEF,HUD,4000000,0,2,0.7,1.75e-07,5e-07,0,23811,0,7,0,0,0,0,0,0.5,598,0,0,2,0,0.0,0,0.0,0,0,0,0,0,0.2,24102,0,0,0,0,179,25,0,0,35,West Brom,Tottenham,Swansea,Crystal Palace,Newcastle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7
Aaron,Cresswell,DEF,WHU,5100000,11,84,3.4,6.66666666666667e-07,1.64705882352941e-05,0,236987,4,38,0,0,0,0,0,16.5,9579,1,0,84,-1,0.8,0,4.3,10,0,7,0,5,3.4,384965,0,0,0,0,2109,11518,0,0,420,Liverpool,Swansea,Burnley,Southampton,Chelsea,3.0,2.7,4.2,0.0,4.1,3.0,4.4,2.8,3.4,2.5,3.6,102.0
Peter,Crouch,FWD,STK,4800000,0,51,2.4,5e-07,1.0625e-05,0,354584,1,20,0,0,0,3,0,10.4,25975,-2,1,51,2,0.2,0,1.0,4,0,0,0,2,2.5,346084,0,0,0,0,1037,1207,-1,0,159,Leicester,Southampton,Man City,Everton,Arsenal,0.0,2.1,2.1,2.6,1.2,2.1,1.6,2.2,1.4,2.6,1.6,73.8
Josh,Cullen,MID,WHU,4500000,0,0,0.0,0.0,0.0,0,245,0,0,0,0,0,0,0,0.0,58,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,574,0,0,0,0,0,125,0,0,0,Liverpool,Swansea,Burnley,Southampton,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charlie,Daniels,DEF,BOU,4700000,0,70,2.9,6.17021276595745e-07,1.48936170212766e-05,0,1046528,0,32,0,0,0,1,0,14.9,14283,-3,0,70,3,0.6,0,2.7,4,0,5,0,1,6.8,531638,0,0,0,0,2097,14300,0,0,414,Newcastle,Leicester,Tottenham,West Brom,Watford,2.7,2.1,3.0,3.2,3.0,4.2,2.6,3.2,3.0,2.8,2.7,89.4
,Danilo,DEF,MCI,5000000,1,65,4.3,8.6e-07,1.3000000000000001e-05,0,395161,1,7,0,0,0,2,0,13.0,11781,-5,0,65,5,0.7,0,3.7,5,0,6,0,1,2.6,286995,0,0,0,1,855,3983,0,0,263,Arsenal,Chelsea,Stoke,Everton,Man Utd,4.5,5.2,4.9,0.0,3.5,5.5,4.3,5.0,5.0,5.8,5.3,49.1
Scott,Dann,DEF,CRY,4600000,0,32,1.9,4.1304347826086996e-07,6.95652173913044e-06,0,86869,4,26,0,0,0,1,0,7.0,492,-4,0,32,4,0.0,0,0.0,0,0,1,0,0,0.3,39393,0,0,0,0,1434,13,0,0,211,Tottenham,Man Utd,Chelsea,Huddersfield,Liverpool,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.5,1.5,1.3,1.7,67.0
Karl,Darlow,GLK,NEW,4400000,0,33,1.22222222222222,2.77777777777778e-07,7.499999999999999e-06,0,25942,0,15,0,35,0,0,0,7.5,2274,-1,0,33,1,0.2,0,1.0,2,0,2,0,0,0.3,24377,1,0,0,1,900,329,0,0,172,Bournemouth,Liverpool,Southampton,Tottenham,Huddersfield,0.6,0.6,0.8,0.6,0.9,0.6,1.1,0.6,0.8,0.8,0.8,25.9
Matteo,Darmian,DEF,MUN,4900000,0,9,0.33333333333333304,6.80272108843537e-08,1.8367346938775502e-06,0,33188,0,2,0,0,0,0,0,1.8,123,-6,0,9,6,0.0,0,0.0,0,0,1,0,0,0.2,7019,0,0,0,0,195,60,0,0,46,Chelsea,Crystal Palace,Liverpool,Swansea,Man City,0.2,0.2,0.2,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,4.8
,David Luiz,DEF,CHE,5700000,0,32,1.18518518518519,2.07927225471085e-07,5.6140350877193e-06,0,1184238,3,13,0,0,0,1,0,5.6,4334,-3,0,32,3,0.1,0,0.7,0,0,3,0,2,7.6,326553,0,0,0,0,838,447,0,1,186,Man Utd,Man City,Crystal Palace,Tottenham,West Ham,0.0,0.6,1.3,0.0,0.7,1.0,0.7,0.9,0.6,0.7,0.6,29.6
,David Silva,MID,MCI,7900000,0,108,5.1,6.455696202531649e-07,1.36708860759494e-05,0,2300076,5,13,0,0,0,5,0,13.7,23500,-1,0,108,1,0.0,0,0.0,15,0,9,0,8,6.3,2252376,0,0,0,3,1734,6313,0,0,435,Arsenal,Chelsea,Stoke,Everton,Man Utd,4.5,5.5,5.2,0.0,6.0,5.4,4.4,6.3,5.3,7.1,5.6,200.8
