FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Marouane,Fellaini,MID,MUN,4800000,0,32,2.0,4.1666666666666704e-07,6.66666666666667e-06,0,187653,1,0,0,0,0,3,0,6.7,2974,-2,0,32,2,0.1,0,0.4,3,0,3,0,0,0.8,188740,0,0,0,1,373,138,0,0,110,Bournemouth,West Brom,Leicester,Burnley,Southampton,0.0,0.0,1.0,1.6,1.5,1.2,1.6,1.0,1.0,2.3,1.1,1.5,1.0,1.4,1.0,2.1,1.0,1.9,1.2,1.9,1.0,1.3,43.7
Leroy,Fer,MID,SWA,5300000,0,26,1.9,3.58490566037736e-07,4.90566037735849e-06,0,35936,4,16,0,0,0,0,0,4.9,406,-2,0,26,2,0.2,0,1.2,0,0,3,0,1,0.2,16349,0,0,0,0,996,30,0,0,132,Man City,Everton,Crystal Palace,Liverpool,Watford,1.0,1.3,1.6,1.0,1.2,1.2,1.2,1.1,1.6,1.0,1.3,1.0,1.8,1.0,1.2,1.0,1.1,2.0,1.0,1.2,1.3,1.3,38.5
Edimilson,Fernandes,MID,WHU,4400000,0,9,0.5625,1.27840909090909e-07,2.04545454545455e-06,0,13879,1,13,0,0,0,0,0,2.0,278,-1,0,9,1,0.1,0,0.4,0,0,0,0,0,0.2,6310,0,0,0,0,412,47,0,0,44,Arsenal,Stoke,Newcastle,Bournemouth,West Brom,0.0,0.0,0.0,0.3,0.0,0.6,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,10.6
Federico,Fernandez,DEF,SWA,4500000,0,37,3.1,6.88888888888889e-07,8.22222222222222e-06,0,167841,1,15,0,0,0,0,0,8.2,3637,0,0,37,0,0.0,0,0.2,6,0,4,0,0,2.0,173109,1,0,0,0,1080,170,0,0,219,Man City,Everton,Crystal Palace,Liverpool,Watford,2.5,1.8,4.5,2.6,3.6,3.3,2.5,3.4,3.5,2.3,3.4,3.2,4.3,2.6,3.1,2.1,2.9,2.9,2.4,3.2,2.5,3.3,35.2
,Fernandinho,MID,MCI,5200000,2,56,3.5,6.73076923076923e-07,1.0769230769230802e-05,0,343645,4,10,0,0,0,2,0,10.8,23427,2,0,56,-2,0.3,0,1.8,3,0,7,0,3,7.0,573029,0,0,0,1,1324,10901,0,0,283,Swansea,Tottenham,Bournemouth,Newcastle,Crystal Palace,4.0,3.0,3.7,3.5,3.1,2.6,2.3,3.8,3.8,3.1,3.4,2.5,3.0,3.1,3.2,3.6,3.0,2.7,4.1,3.1,4.5,3.3,81.8
,Fernando,MID,MCI,4500000,0,0,0.0,0.0,0.0,0,4218,0,0,0,0,0,0,0,0.0,27,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,463,0,0,0,0,0,8,0,0,0,Swansea,Tottenham,Bournemouth,Newcastle,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sam,Field,MID,WBA,4500000,0,20,1.25,2.77777777777778e-07,4.44444444444444e-06,0,16307,2,2,0,0,0,1,0,4.4,907,0,0,20,0,0.6,0,2.8,2,0,4,0,0,0.2,21166,0,0,0,0,438,678,0,0,62,Liverpool,Man Utd,Stoke,Everton,Arsenal,0.6,0.6,0.6,1.1,0.9,0.6,0.7,0.6,0.6,0.7,0.6,1.1,0.6,0.7,0.6,0.7,1.0,0.6,0.6,0.6,0.6,0.6,20.9
Roberto,Firmino,FWD,LIV,8500000,1,68,4.5,5.294117647058821e-07,8e-06,0,1708220,0,14,0,0,0,5,0,8.0,41243,0,0,68,0,0.5,0,4.2,11,0,6,0,3,23.0,1725273,0,0,0,2,1074,183072,0,0,289,West Brom,Bournemouth,Arsenal,Swansea,Leicester,6.4,4.8,3.1,5.4,6.0,4.0,5.1,4.2,3.8,5.4,4.7,6.5,6.2,3.5,5.1,4.8,4.5,5.8,4.7,6.5,3.6,6.1,116.5
Jon,Flanagan,DEF,LIV,4400000,0,0,0.0,0.0,0.0,0,843,0,0,0,0,0,0,0,0.0,38,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,737,0,0,0,0,0,32,0,0,0,West Brom,Bournemouth,Arsenal,Swansea,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ashley,Fletcher,FWD,WHU,4500000,0,0,0.0,0.0,0.0,0,30795,0,0,0,0,0,0,0,0.0,257,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.3,5208,0,0,0,0,0,76,0,0,0,Arsenal,Stoke,Newcastle,Bournemouth,West Brom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Darren,Fletcher,MID,STK,4900000,5,45,2.8,5.714285714285711e-07,9.183673469387759e-06,0,43482,0,35,0,0,0,1,0,9.2,933,-1,0,45,1,0.5,0,2.6,3,0,2,0,1,0.6,25429,0,0,0,1,1413,637,0,0,221,Burnley,West Ham,West Brom,Huddersfield,Chelsea,2.0,3.2,2.9,2.0,2.0,2.9,1.4,3.5,2.0,2.4,2.4,1.9,2.2,1.6,3.5,1.6,2.3,2.0,2.5,1.5,2.9,2.7,57.3
Phil,Foden,MID,MCI,4700000,0,0,0.0,0.0,0.0,0,2158,0,0,0,0,0,0,0,0.0,24,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,0.0,602,0,0,0,0,0,12,0,0,0,Swansea,Tottenham,Bournemouth,Newcastle,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jose,Fonte,DEF,WHU,4800000,0,34,2.125,4.42708333333333e-07,7.08333333333333e-06,0,138997,0,11,0,0,0,0,0,7.1,2266,-2,0,34,2,0.0,0,0.0,3,0,3,0,2,1.1,76624,0,0,0,0,688,11,0,0,156,Arsenal,Stoke,Newcastle,Bournemouth,West Brom,0.0,0.0,0.0,0.0,0.0,3.6,1.1,1.8,3.2,1.5,2.1,1.1,1.1,2.2,2.0,2.0,1.3,2.1,1.1,1.5,1.1,1.8,33.4
Fraser,Forster,GLK,SOU,5000000,3,66,4.1,8.2e-07,1.32e-05,0,302925,0,19,0,54,0,0,0,13.2,9956,0,0,66,0,0.6,0,3.0,6,0,4,0,0,7.6,342478,0,0,1,1,1440,3506,0,0,292,Leicester,Chelsea,Huddersfield,Tottenham,Man Utd,4.3,4.6,5.9,4.4,3.4,5.9,5.5,4.8,5.4,4.6,4.9,4.6,4.8,4.1,4.0,4.9,3.4,4.6,3.8,4.2,3.1,3.7,39.4
Ben,Foster,GLK,WBA,4400000,2,44,2.9,6.59090909090909e-07,1e-05,0,481892,2,21,0,35,0,0,0,10.0,20402,-1,0,44,1,0.6,0,2.6,1,0,4,0,0,10.5,310294,0,0,0,0,1350,2437,0,0,237,Liverpool,Man Utd,Stoke,Everton,Arsenal,2.1,3.0,2.4,2.8,3.4,2.6,3.7,1.4,1.9,3.0,2.4,4.0,3.1,2.9,2.1,3.3,2.8,1.6,3.2,2.0,3.2,3.3,25.3
Timothy,Fosu-Mensah,DEF,CRY,4400000,1,13,0.8125,1.8465909090909102e-07,2.95454545454545e-06,0,73796,0,17,0,0,0,0,0,3.0,807,-1,0,13,1,0.0,0,0.2,0,0,0,0,0,0.9,30167,0,0,0,0,791,375,0,0,137,Watford,Leicester,Swansea,Arsenal,Man City,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.5,22.5
Juan,Foyth,DEF,TOT,4500000,0,0,0.0,0.0,0.0,0,1009,0,0,0,0,0,0,0,0.0,108,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,1230,0,0,0,0,0,60,0,0,0,Brighton,Man City,Burnley,Southampton,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Simon,Francis,DEF,BOU,4400000,1,24,1.8,4.09090909090909e-07,5.45454545454545e-06,0,130048,3,13,0,0,0,0,0,5.5,3609,-1,0,24,1,0.1,0,0.4,1,0,2,0,0,1.1,47363,0,0,0,0,1072,570,0,1,187,Man Utd,Liverpool,Man City,West Ham,Everton,0.9,1.5,1.0,2.1,1.2,1.4,1.5,1.4,1.3,1.4,1.1,1.3,0.9,1.4,1.7,1.7,2.6,1.1,1.3,1.3,1.2,1.2,45.1
Ryan,Fraser,MID,BOU,5100000,2,21,1.3125,2.57352941176471e-07,4.11764705882353e-06,0,58780,0,8,0,0,0,1,0,4.1,548,-4,0,21,4,0.5,0,2.6,3,0,0,0,0,0.3,9420,0,0,0,1,467,122,0,0,74,Man Utd,Liverpool,Man City,West Ham,Everton,0.7,0.7,0.7,1.0,1.1,0.7,0.9,0.7,0.7,0.7,0.7,0.9,0.7,0.7,0.9,0.7,0.8,0.7,0.7,0.7,1.0,0.7,27.5
Christian,Fuchs,DEF,LEI,4900000,1,37,3.1,6.3265306122449e-07,7.55102040816327e-06,0,151421,1,15,0,0,0,0,0,7.6,5474,-1,0,37,1,0.2,0,0.8,6,0,3,0,1,2.3,75438,0,0,0,1,991,817,0,0,194,Southampton,Crystal Palace,Man Utd,Watford,Liverpool,2.8,4.6,3.3,3.5,2.4,4.3,2.8,3.4,1.7,3.0,2.2,3.4,3.0,2.8,3.7,3.1,3.3,2.8,3.2,3.6,4.4,2.6,36.1
Jay,Fulton,MID,SWA,4400000,0,0,0.0,0.0,0.0,0,3198,1,0,0,0,0,0,0,0.0,55,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,3286,0,0,0,0,16,25,0,0,-2,Man City,Everton,Crystal Palace,Liverpool,Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ramiro,Funes Mori,DEF,EVE,4900000,0,0,0.0,0.0,0.0,0,910,0,0,0,0,0,0,0,0.0,17,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,321,0,0,0,0,0,13,0,0,0,Newcastle,Swansea,Chelsea,West Brom,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Manolo,Gabbiadini,FWD,SOU,6400000,1,37,2.6,4.0625e-07,5.78125e-06,0,457492,1,9,0,0,0,3,0,5.8,6068,-6,1,37,6,0.1,0,0.6,4,0,4,0,0,1.6,243597,0,0,0,1,680,438,-1,0,115,Leicester,Chelsea,Huddersfield,Tottenham,Man Utd,2.5,1.7,3.0,1.9,1.6,2.9,2.5,2.2,2.6,2.3,2.3,1.9,3.0,2.3,2.0,2.0,1.5,1.7,2.2,2.4,2.2,2.0,34.5
,Gabriel,DEF,ARS,5000000,0,0,0.0,0.0,0.0,0,1954,0,0,0,0,0,0,0,0.0,24,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,314,0,0,0,0,0,1,0,0,0,West Ham,Newcastle,Liverpool,Crystal Palace,West Brom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Gamez,DEF,NEW,4000000,0,9,0.5625,1.40625e-07,2.25e-06,0,157075,0,0,0,0,0,0,0,2.3,4188,0,0,9,0,0.0,0,0.0,2,0,1,0,0,2.7,183831,0,0,0,0,97,975,0,0,38,Everton,Arsenal,West Ham,Man City,Brighton,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.5,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,8.4
Dwight,Gayle,FWD,NEW,6100000,12,37,2.3125,3.7909836065573795e-07,6.0655737704917995e-06,0,109798,1,18,0,0,0,3,0,6.1,1932,-4,0,37,4,0.9,0,5.4,4,0,0,0,1,1.2,54979,0,0,0,1,645,24997,0,0,128,Everton,Arsenal,West Ham,Man City,Brighton,2.7,1.2,1.5,1.8,2.3,2.2,2.0,1.6,1.9,1.8,2.1,1.8,1.4,2.0,1.4,2.7,1.6,2.2,1.7,2.5,1.9,1.5,50.6
Paulo,Gazzaniga,GLK,TOT,4300000,0,9,0.5625,1.30813953488372e-07,2.09302325581395e-06,0,3253,0,0,0,3,0,0,0,2.1,170,-2,0,9,2,0.0,0,0.0,2,0,1,0,0,0.1,5068,0,0,0,0,90,50,0,0,26,Brighton,Man City,Burnley,Southampton,Swansea,0.3,0.3,0.3,0.3,0.0,0.6,0.3,0.3,0.3,0.3,0.3,0.5,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,2.7
Kieran,Gibbs,DEF,WBA,5000000,2,30,2.3,4.6e-07,6e-06,0,20298,1,18,0,0,0,0,0,6.0,1201,0,0,30,0,0.6,0,2.8,0,0,2,0,1,0.4,26487,0,0,0,0,1096,431,0,0,175,Liverpool,Man Utd,Stoke,Everton,Arsenal,1.4,2.1,1.6,1.9,2.4,1.8,2.6,1.2,1.3,2.1,1.7,3.0,2.2,2.0,1.4,2.3,1.9,1.2,2.3,1.4,2.3,2.6,41.6
Olivier,Giroud,FWD,ARS,8200000,7,33,2.0625,2.5152439024390203e-07,4.02439024390244e-06,0,100365,0,3,0,0,0,4,0,4.0,1881,-3,0,33,3,0.5,0,3.8,4,0,0,0,0,1.3,50105,0,0,0,1,253,5367,0,0,125,West Ham,Newcastle,Liverpool,Crystal Palace,West Brom,1.0,2.2,2.0,1.1,1.1,1.5,1.1,2.4,1.0,2.5,1.0,1.7,1.1,1.7,1.0,2.5,1.9,1.1,2.4,1.0,1.8,1.0,40.9
Connor,Goldson,DEF,BHA,3900000,0,0,0.0,0.0,0.0,0,35556,0,0,0,0,0,0,0,0.0,1212,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,1.0,37087,0,0,0,0,0,1240,0,0,0,Tottenham,Burnley,Watford,Chelsea,Newcastle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Heurelho,Gomes,GLK,WAT,4500000,3,51,3.2,7.11111111111111e-07,1.1333333333333302e-05,0,73132,0,24,0,41,0,0,0,11.3,2346,0,0,51,0,0.9,0,4.0,4,0,5,0,0,2.6,109742,0,0,0,0,1408,14568,0,0,290,Crystal Palace,Huddersfield,Brighton,Leicester,Swansea,4.2,4.1,3.7,2.7,2.6,2.9,2.9,2.8,3.4,2.9,3.6,2.6,3.6,2.5,3.1,2.6,3.1,3.1,4.4,3.2,2.9,2.5,30.5
Joseph,Gomez,DEF,LIV,4700000,6,50,4.2,8.936170212765959e-07,1.06382978723404e-05,0,162361,2,11,0,0,0,0,0,10.9,5207,2,-1,50,-2,0.6,0,2.8,6,0,5,0,2,5.9,415087,0,0,0,2,991,61930,1,0,268,West Brom,Bournemouth,Arsenal,Swansea,Leicester,5.9,3.8,3.1,4.8,4.9,4.3,4.2,3.7,3.9,5.4,4.3,6.3,5.1,3.1,5.3,4.8,2.7,4.8,4.3,5.4,4.3,6.0,44.6
Dan,Gosling,MID,BOU,4800000,0,11,0.6875,1.4322916666666698e-07,2.29166666666667e-06,0,3572,0,8,0,0,0,0,0,2.3,72,-2,0,11,2,0.1,0,0.4,0,0,0,0,0,0.1,1348,0,0,0,0,367,25,0,0,49,Man Utd,Liverpool,Man City,West Ham,Everton,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,10.0
Yoan,Gouffran,MID,NEW,5000000,0,0,0.0,0.0,0.0,0,241,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,25,0,0,0,0,0,0,0,0,0,Everton,Arsenal,West Ham,Man City,Brighton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Max,Gradel,MID,BOU,5000000,0,0,0.0,0.0,0.0,0,3782,0,0,0,0,0,0,0,0.0,25,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,124,0,0,0,0,0,1,0,0,0,Man Utd,Liverpool,Man City,West Ham,Everton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lee,Grant,GLK,STK,4300000,0,5,0.3125,7.26744186046512e-08,1.16279069767442e-06,0,22033,0,7,0,8,0,0,0,1.2,902,-2,0,5,2,0.2,0,1.0,0,0,0,0,0,0.3,7311,0,0,0,0,270,78,0,0,44,Burnley,West Ham,West Brom,Huddersfield,Chelsea,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,6.3
Andre,Gray,FWD,WAT,6300000,1,44,2.8,4.44444444444444e-07,6.984126984126981e-06,0,167906,1,13,0,0,0,2,0,7.0,16626,-2,0,44,2,0.5,0,3.0,2,0,5,0,3,2.2,167075,0,0,0,0,904,7429,0,0,121,Crystal Palace,Huddersfield,Brighton,Leicester,Swansea,2.8,3.1,2.8,2.6,2.2,2.6,2.3,2.6,3.4,1.7,2.5,3.0,2.9,1.8,2.3,2.4,2.1,2.3,3.0,2.3,2.7,2.0,57.2
Demarai,Gray,MID,LEI,5300000,6,43,2.6875,5.07075471698113e-07,8.11320754716981e-06,0,59946,2,12,0,0,0,3,0,8.1,2261,-2,0,43,2,0.7,0,3.6,2,0,3,0,1,1.5,96428,0,0,0,0,746,22543,0,0,155,Southampton,Crystal Palace,Man Utd,Watford,Liverpool,2.0,2.8,2.2,2.0,1.3,3.4,1.8,1.9,2.2,3.0,1.3,2.4,2.7,1.9,2.8,1.6,2.8,1.8,2.3,1.8,3.1,1.5,48.4
Robert,Green,GLK,HUD,4000000,0,0,0.0,0.0,0.0,0,2677,0,0,0,0,0,0,0,0.0,157,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.2,8421,0,0,0,0,0,260,0,0,0,Chelsea,Watford,Southampton,Stoke,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pascal,Gro?,MID,BHA,6000000,2,80,5.0,8.33333333333333e-07,1.3333333333333301e-05,0,603265,1,21,0,0,0,3,0,13.3,87951,5,0,80,-5,0.7,0,4.4,14,0,5,0,5,20.0,1559156,0,0,0,1,1323,21855,0,0,299,Tottenham,Burnley,Watford,Chelsea,Newcastle,4.3,6.0,5.0,4.8,5.4,6.5,5.0,5.6,5.2,7.2,4.9,7.0,6.7,5.6,3.7,6.1,7.5,4.9,5.6,4.8,5.6,3.7,100.1
Marko,Grujic,MID,LIV,4300000,0,3,0.1875,4.3604651162790697e-08,6.976744186046509e-07,0,33399,0,0,0,0,0,0,0,0.7,1311,-2,0,3,2,0.0,0,0.2,0,0,0,0,0,0.6,44459,0,0,0,0,14,219,0,0,9,West Brom,Bournemouth,Arsenal,Swansea,Leicester,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.9
Johann Berg,Gudmundsson,MID,BUR,5000000,6,44,2.9,5.8e-07,8.8e-06,0,6984,1,9,0,0,0,0,0,8.8,691,0,0,44,0,0.7,0,3.6,0,0,5,0,5,0.3,19122,0,0,0,0,1064,7136,0,0,173,Stoke,Brighton,Tottenham,Man Utd,Huddersfield,2.6,2.0,2.4,1.4,2.1,2.3,2.1,2.4,2.4,1.7,2.9,2.5,3.7,2.1,2.4,2.2,2.3,2.7,2.1,2.6,1.7,2.9,64.9
Idrissa,Gueye,MID,EVE,4800000,1,29,1.8,3.75e-07,6.04166666666667e-06,0,52230,4,25,0,0,0,0,0,6.0,676,-2,0,29,2,0.5,0,2.2,0,0,4,0,0,0.9,24020,0,0,0,0,1369,552,0,1,230,Newcastle,Swansea,Chelsea,West Brom,Bournemouth,0.9,1.8,1.2,0.9,1.0,1.2,0.9,1.6,1.4,0.9,1.6,0.9,0.9,1.3,0.9,0.9,1.2,1.1,1.6,0.9,1.3,0.9,43.0
Ilkay,Gundogan,MID,MCI,5300000,1,11,0.6875,1.29716981132075e-07,2.07547169811321e-06,0,26168,0,3,0,0,0,0,0,2.1,440,-2,0,11,2,0.2,0,1.0,0,0,0,0,0,0.2,15882,0,0,0,0,213,528,0,0,49,Swansea,Tottenham,Bournemouth,Newcastle,Crystal Palace,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,13.8
Florent,Hadergjonaj,DEF,HUD,4500000,0,9,0.5625,1.25e-07,2e-06,0,946,1,10,0,0,0,0,0,2.0,67,0,0,9,0,0.0,0,-0.2,2,0,1,0,0,0.0,1422,0,0,0,0,292,29,0,0,65,Chelsea,Watford,Southampton,Stoke,Burnley,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.8,0.3,0.3,0.3,0.3,0.3,0.3,0.3,11.1
Massadio,Haidara,DEF,NEW,3900000,0,0,0.0,0.0,0.0,0,67986,0,0,0,0,0,0,0,0.0,2372,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,1.5,62624,0,0,0,0,0,3528,0,0,0,Everton,Arsenal,West Ham,Man City,Brighton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sead,Haksabanovic,MID,WHU,5000000,0,0,0.0,0.0,0.0,0,429,0,0,0,0,0,0,0,0.0,14,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,548,0,0,0,0,0,15,0,0,0,Arsenal,Stoke,Newcastle,Bournemouth,West Brom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ben,Hamer,GLK,LEI,4400000,0,0,0.0,0.0,0.0,0,1564,0,0,0,0,0,0,0,0.0,35,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,536,0,0,0,0,0,26,0,0,0,Southampton,Crystal Palace,Man Utd,Watford,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Grant,Hanley,DEF,NEW,4000000,0,0,0.0,0.0,0.0,0,77958,0,0,0,0,0,0,0,0.0,622,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.5,5631,0,0,0,0,0,11,0,0,0,Everton,Arsenal,West Ham,Man City,Brighton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rekeem,Harper,MID,WBA,4500000,0,1,1.0,2.22222222222222e-07,2.22222222222222e-07,0,2016,0,0,0,0,0,0,0,0.2,6,0,0,1,0,0.0,0,0.0,0,0,0,0,0,0.0,1328,0,0,0,0,20,0,0,0,6,Liverpool,Man Utd,Stoke,Everton,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7
Joe,Hart,GLK,WHU,4400000,0,45,3.2,7.27272727272727e-07,1.0227272727272698e-05,0,381892,0,30,0,39,0,0,0,10.2,16572,-1,0,45,1,0.4,0,1.8,3,0,3,0,1,7.0,126484,0,0,1,1,1260,1335,0,0,261,Arsenal,Stoke,Newcastle,Bournemouth,West Brom,4.1,2.5,3.6,2.2,0.0,6.6,2.3,3.4,4.8,2.8,3.8,2.2,2.1,3.9,3.7,3.6,2.5,3.8,1.7,3.0,1.9,3.4,30.2
Jakob,Haugaard,GLK,STK,4000000,0,0,0.0,0.0,0.0,0,907,0,0,0,0,0,0,0,0.0,123,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,2785,0,0,0,0,0,179,0,0,0,Burnley,West Ham,West Brom,Huddersfield,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Isaac,Hayden,MID,NEW,4500000,1,27,1.8,4e-07,6e-06,0,21837,6,18,0,0,0,1,0,6.0,461,0,0,27,0,0.2,0,1.0,0,0,2,0,0,0.3,23401,0,0,0,0,1001,181,0,0,120,Everton,Arsenal,West Ham,Man City,Brighton,1.9,0.9,0.9,0.9,1.2,0.9,1.7,0.9,1.3,0.9,1.1,1.1,0.9,1.2,0.9,1.9,0.9,1.5,1.1,1.5,1.0,1.1,43.2
Eden,Hazard,MID,CHE,10900000,2,70,5.4,4.95412844036697e-07,6.4220183486238505e-06,0,272097,1,8,0,0,0,5,0,6.4,31875,4,0,70,-4,0.8,0,8.8,12,0,3,0,3,15.1,943311,0,0,0,3,807,49995,0,0,241,Huddersfield,Southampton,Everton,Brighton,Stoke,5.7,6.2,6.5,6.3,6.3,4.8,6.5,5.5,6.9,6.2,7.2,4.3,4.5,7.1,5.8,6.0,7.7,6.2,8.1,7.0,5.7,6.4,106.5
