FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Jamie,Murphy,MID,BHA,4700000,0,6,0.375,7.97872340425532e-08,1.27659574468085e-06,0,3719,0,4,0,0,0,0,0,1.3,71,-3,0,6,3,0.0,0,0.0,0,0,0,0,0,0.0,1494,0,0,0,0,166,39,0,0,25,Tottenham,Burnley,Watford,Chelsea,Newcastle,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,5.1
Glenn,Murray,FWD,BHA,5800000,2,46,3.3,5.68965517241379e-07,7.931034482758619e-06,0,168991,4,15,0,0,0,5,0,7.9,33995,-2,0,46,2,0.4,0,2.4,6,0,4,0,0,3.3,305809,0,0,0,1,899,4387,0,0,122,Tottenham,Burnley,Watford,Chelsea,Newcastle,2.5,3.3,3.2,2.3,3.1,3.7,3.1,2.8,3.1,4.2,3.7,3.4,3.7,2.9,2.8,3.8,4.4,3.1,3.4,2.6,3.6,2.5,55.7
Ahmed,Musa,MID,LEI,6200000,0,0,0.0,0.0,0.0,0,25494,0,0,0,0,0,0,0,0.0,234,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,0.4,3543,0,0,0,0,0,65,0,0,0,Southampton,Crystal Palace,Man Utd,Watford,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charly,Musonda,MID,CHE,4800000,0,2,0.125,2.60416666666667e-08,4.1666666666666704e-07,0,3968,0,0,0,0,0,0,0,0.4,33,-2,0,2,2,0.0,0,0.0,0,0,0,0,0,0.0,1500,0,0,0,0,26,23,0,0,-2,Huddersfield,Southampton,Everton,Brighton,Stoke,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.6
Shkodran,Mustafi,DEF,ARS,5400000,0,54,3.375,6.25e-07,1e-05,0,214199,1,3,0,0,0,1,0,10.0,33982,-1,0,54,1,1.0,0,5.6,5,0,7,0,0,2.5,229183,0,0,0,1,734,1323,0,0,236,West Ham,Newcastle,Liverpool,Crystal Palace,West Brom,0.0,4.0,4.3,3.3,2.6,4.1,2.2,5.1,2.2,3.7,2.4,3.3,2.9,4.2,2.0,4.2,4.0,2.2,5.1,1.7,4.3,2.3,41.3
Jordon,Mutch,MID,CRY,4500000,0,0,0.0,0.0,0.0,0,351,0,0,0,0,0,0,0,0.0,24,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,453,0,0,0,0,0,13,0,0,0,Watford,Leicester,Swansea,Arsenal,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Boaz,Myhill,GLK,WBA,4000000,0,1,0.0625,1.5625e-08,2.5e-07,0,71102,1,1,0,2,0,0,0,0.3,1773,0,0,1,0,0.0,0,0.0,0,0,0,0,0,3.5,51049,0,0,0,0,90,3952,0,0,7,Liverpool,Man Utd,Stoke,Everton,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2
Luciano,Narsingh,MID,SWA,4700000,1,10,0.625,1.3297872340425501e-07,2.12765957446809e-06,0,3167,0,5,0,0,0,0,0,2.1,51,-3,0,10,3,0.1,0,0.4,0,0,1,0,0,0.0,1160,0,0,0,0,230,16,0,0,21,Man City,Everton,Crystal Palace,Liverpool,Watford,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,12.2
Kyle,Naughton,DEF,SWA,4600000,7,59,3.7,8.043478260869571e-07,1.2826086956521699e-05,0,225355,1,18,0,0,0,0,0,12.8,13371,1,0,59,-1,0.9,0,4.0,8,0,6,0,1,6.1,430188,0,0,0,2,1437,31882,0,0,304,Man City,Everton,Crystal Palace,Liverpool,Watford,3.3,2.5,5.4,3.4,4.7,4.3,3.3,4.3,4.5,3.1,4.4,4.2,5.4,3.5,4.0,2.7,3.8,3.8,3.2,4.1,3.4,4.3,57.8
Wilfred,Ndidi,MID,LEI,4900000,5,45,2.8,5.714285714285711e-07,9.183673469387759e-06,0,30490,2,22,0,0,0,0,0,9.2,1110,-1,0,45,1,0.7,0,3.6,2,0,4,0,3,0.5,28917,0,0,0,0,1440,3346,0,0,212,Southampton,Crystal Palace,Man Utd,Watford,Liverpool,2.1,3.0,2.4,2.1,1.4,3.6,1.9,2.0,2.3,3.2,1.4,2.5,2.9,2.0,3.0,1.8,3.0,1.9,2.5,1.9,3.3,1.6,55.4
Reiss,Nelson,MID,ARS,4800000,0,0,0.0,0.0,0.0,0,2659,0,0,0,0,0,0,0,0.0,29,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.0,1135,0,0,0,0,0,13,0,0,0,West Ham,Newcastle,Liverpool,Crystal Palace,West Brom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Julien,Ngoy,FWD,STK,4500000,0,0,0.0,0.0,0.0,0,16427,0,0,0,0,0,0,0,0.0,2174,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.4,34637,0,0,0,0,0,1866,0,0,0,Burnley,West Ham,West Brom,Huddersfield,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oumar,Niasse,FWD,EVE,5000000,1,40,2.5,5e-07,8e-06,0,286423,2,9,0,0,0,5,0,8.0,32029,0,0,40,0,0.4,0,2.2,8,0,0,0,1,5.0,524588,0,0,0,2,422,15711,0,0,133,Newcastle,Swansea,Chelsea,West Brom,Bournemouth,1.8,2.4,1.9,1.7,1.8,2.5,1.4,3.0,2.7,1.2,3.1,1.9,1.4,2.8,2.2,2.2,2.5,1.5,2.9,1.3,2.4,1.5,47.8
Edward,Nketiah,FWD,ARS,5000000,0,0,0.0,0.0,0.0,0,982,0,0,0,0,0,0,0,0.0,93,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,1379,0,0,0,0,0,72,0,0,0,West Ham,Newcastle,Liverpool,Crystal Palace,West Brom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Georges-Kevin,Nkoudou,MID,TOT,5400000,0,1,0.0625,1.1574074074074099e-08,1.85185185185185e-07,0,845,0,0,0,0,0,0,0,0.2,14,-1,0,1,1,0.0,0,0.0,0,0,0,0,0,0.0,379,0,0,0,0,1,22,0,0,3,Brighton,Man City,Burnley,Southampton,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
Mark,Noble,MID,WHU,5300000,3,18,1.125,2.12264150943396e-07,3.39622641509434e-06,0,13087,2,16,0,0,0,0,0,3.4,106,-2,0,18,2,0.2,0,0.8,0,0,2,0,0,0.1,4921,0,0,0,0,701,111,0,0,125,Arsenal,Stoke,Newcastle,Bournemouth,West Brom,0.8,0.6,0.8,0.6,0.0,1.4,0.6,0.7,0.8,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,1.0,24.8
,Nolito,MID,MCI,7000000,0,0,0.0,0.0,0.0,0,1523,0,0,0,0,0,0,0,0.0,5,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,49,0,0,0,0,0,2,0,0,0,Swansea,Tottenham,Bournemouth,Newcastle,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kristoffer,Nordfeldt,GLK,SWA,4000000,0,0,0.0,0.0,0.0,0,21115,0,0,0,0,0,0,0,0.0,460,0,0,0,0,0.0,0,0.0,0,0,0,0,0,1.0,11114,0,0,0,0,0,163,0,0,0,Man City,Everton,Crystal Palace,Liverpool,Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oliver,Norwood,MID,BHA,4500000,0,0,0.0,0.0,0.0,0,440,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,92,0,0,0,0,0,0,0,0,0,Tottenham,Burnley,Watford,Chelsea,Newcastle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Allan-Romeo,Nyom,DEF,WBA,4900000,2,37,2.8,5.714285714285711e-07,7.55102040816327e-06,0,163079,4,15,0,0,0,0,0,7.6,2143,-1,0,37,1,0.4,0,1.8,6,0,3,0,1,1.4,172024,0,0,0,0,1036,67,0,0,192,Liverpool,Man Utd,Stoke,Everton,Arsenal,2.0,2.9,2.2,2.6,3.2,2.5,3.5,1.4,1.8,2.8,2.3,3.9,2.9,2.7,1.9,3.1,2.6,1.5,3.1,1.9,3.0,3.2,37.2
Tashan,Oakley-Boothe,MID,TOT,4500000,0,0,0.0,0.0,0.0,0,1258,0,0,0,0,0,0,0,0.0,54,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,1520,0,0,0,0,0,56,0,0,0,Brighton,Man City,Burnley,Southampton,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pedro,Obiang,MID,WHU,4400000,2,29,2.4,5.454545454545451e-07,6.5909090909090896e-06,0,135186,3,20,0,0,0,1,0,6.6,2250,-1,0,29,1,0.4,0,1.6,3,0,3,0,0,1.1,141591,0,0,0,1,914,1668,0,0,158,Arsenal,Stoke,Newcastle,Bournemouth,West Brom,2.6,1.2,2.6,1.5,0.0,3.8,1.2,2.4,2.5,1.2,1.7,1.2,1.8,2.2,2.0,2.1,1.2,2.2,1.2,1.4,1.2,3.1,33.1
Angelo,Ogbonna,DEF,WHU,4300000,9,22,2.0,4.65116279069767e-07,5.11627906976744e-06,0,36681,1,28,0,0,0,1,0,5.1,1337,-2,0,22,2,0.9,0,3.8,3,0,1,0,0,1.1,34758,0,0,0,1,990,19907,0,0,175,Arsenal,Stoke,Newcastle,Bournemouth,West Brom,2.1,1.1,1.8,1.0,0.0,3.3,1.0,1.6,3.0,1.3,1.9,1.0,1.0,2.0,1.8,1.8,1.2,1.9,1.0,1.4,1.0,1.6,33.0
Stefano,Okaka,FWD,WAT,5300000,0,8,0.5,9.433962264150939e-08,1.50943396226415e-06,0,59064,0,3,0,0,0,1,0,1.5,655,-2,0,8,2,0.0,0,0.0,1,0,0,0,0,0.4,45253,0,0,0,0,63,30,0,0,29,Crystal Palace,Huddersfield,Brighton,Leicester,Swansea,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,8.7
Shinji,Okazaki,FWD,LEI,5400000,4,41,3.2,5.92592592592593e-07,7.59259259259259e-06,0,407868,1,8,0,0,0,4,0,7.5,10655,-1,1,41,1,0.3,0,1.6,4,0,2,0,1,3.8,456915,0,0,0,0,614,5442,-1,0,144,Southampton,Crystal Palace,Man Utd,Watford,Liverpool,2.9,4.1,3.5,3.1,2.4,4.2,2.1,3.1,2.8,3.2,2.7,4.2,3.5,2.9,3.6,2.8,3.9,2.4,3.3,2.9,4.1,2.4,52.0
Martin,Olsson,DEF,SWA,5000000,6,52,3.7,7.4e-07,1.04e-05,0,19099,1,14,0,0,0,0,0,10.4,650,0,0,52,0,0.7,0,3.6,0,0,7,0,1,0.3,16231,0,0,0,0,1256,706,0,0,236,Man City,Everton,Crystal Palace,Liverpool,Watford,3.3,2.5,5.4,3.4,4.7,4.3,3.3,4.3,4.5,3.1,4.4,4.2,5.4,3.5,4.0,2.7,3.8,3.8,3.2,4.1,3.4,4.3,39.6
Divock,Origi,FWD,LIV,7400000,0,1,1.0,1.35135135135135e-07,1.35135135135135e-07,0,21423,0,1,0,0,0,0,0,0.1,49,-1,0,1,1,0.0,0,0.0,0,0,0,0,0,0.2,1099,0,0,0,0,9,3,0,0,3,West Brom,Bournemouth,Arsenal,Swansea,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Oriol Romeu,MID,SOU,4400000,1,34,2.3,5.22727272727273e-07,7.727272727272729e-06,0,199184,5,18,0,0,0,1,0,7.7,5015,-1,0,34,1,0.5,0,2.2,0,0,4,0,0,2.6,114103,0,0,0,0,1304,4555,0,0,237,Leicester,Chelsea,Huddersfield,Tottenham,Man Utd,1.8,1.5,2.5,1.3,1.2,2.0,1.7,1.5,1.7,1.6,1.4,1.6,1.7,1.8,2.1,1.6,1.2,1.5,1.5,1.9,1.9,1.2,59.3
David,Ospina,GLK,ARS,4800000,0,0,0.0,0.0,0.0,0,7256,0,0,0,0,0,0,0,0.0,102,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.2,1273,0,0,0,0,0,26,0,0,0,West Ham,Newcastle,Liverpool,Crystal Palace,West Brom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nicolas,Otamendi,DEF,MCI,6000000,11,80,5.3,8.833333333333331e-07,1.3333333333333301e-05,0,782173,5,11,0,0,0,4,0,13.6,5207,5,-1,80,-5,0.8,0,4.8,11,0,6,0,0,21.4,1535025,1,0,0,4,1330,182693,1,0,352,Swansea,Tottenham,Bournemouth,Newcastle,Crystal Palace,5.9,6.8,6.1,5.9,6.6,6.6,6.0,6.5,7.5,6.6,6.2,5.2,6.6,6.6,7.3,4.6,6.5,6.3,6.1,6.4,8.0,6.7,73.3
Mesut,Ozil,MID,ARS,9300000,2,57,4.4,4.7311827956989297e-07,6.12903225806452e-06,0,159155,2,19,0,0,0,2,0,6.1,8942,-2,0,57,2,0.6,0,5.4,7,0,3,0,5,2.2,127901,0,0,0,2,1010,5121,0,0,261,West Ham,Newcastle,Liverpool,Crystal Palace,West Brom,3.3,6.1,4.9,3.2,3.4,5.1,3.9,6.0,4.3,6.6,2.8,3.9,3.0,4.6,3.1,5.4,5.3,3.7,6.5,2.2,5.4,3.2,120.5
Alex,Palmer,GLK,WBA,4000000,0,0,0.0,0.0,0.0,0,2634,0,0,0,0,0,0,0,0.0,166,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.2,9111,0,0,0,0,0,218,0,0,0,Liverpool,Man Utd,Stoke,Everton,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kasey,Palmer,MID,HUD,5300000,0,4,0.25,4.7169811320754695e-08,7.54716981132075e-07,0,4288,2,2,0,0,0,0,0,0.8,30,-2,0,4,2,0.0,0,0.2,0,0,1,0,0,0.0,861,0,0,0,0,168,14,0,0,9,Chelsea,Watford,Southampton,Stoke,Burnley,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,7.2
Costel,Pantilimon,GLK,WAT,4500000,0,0,0.0,0.0,0.0,0,4711,0,0,0,0,0,0,0,0.0,46,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,255,0,0,0,0,0,4,0,0,0,Crystal Palace,Huddersfield,Brighton,Leicester,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jack,Payne,MID,HUD,4500000,0,0,0.0,0.0,0.0,0,466,0,0,0,0,0,0,0,0.0,4,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,102,0,0,0,0,0,4,0,0,0,Chelsea,Watford,Southampton,Stoke,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Pedro,MID,CHE,7700000,1,41,2.5625,3.32792207792208e-07,5.32467532467532e-06,0,269807,0,4,0,0,0,2,0,5.3,3564,-3,1,41,3,0.2,0,1.2,2,0,4,0,2,1.3,172631,0,0,0,1,631,1562,-1,0,128,Huddersfield,Southampton,Everton,Brighton,Stoke,1.8,2.0,2.2,2.0,2.1,1.4,2.1,1.7,2.3,2.0,2.5,1.3,1.3,2.4,1.8,1.9,2.8,2.0,3.0,2.5,1.8,2.1,50.5
Matthew,Pennington,DEF,EVE,4000000,0,0,0.0,0.0,0.0,0,4186,0,0,0,0,0,0,0,0.0,59,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,1227,0,0,0,0,0,19,0,0,0,Newcastle,Swansea,Chelsea,West Brom,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andreas,Pereira,MID,MUN,4900000,0,0,0.0,0.0,0.0,0,3819,0,0,0,0,0,0,0,0.0,7,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,203,0,0,0,0,0,1,0,0,0,Bournemouth,West Brom,Leicester,Burnley,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Roberto,Pereyra,MID,WAT,5800000,1,22,1.375,2.37068965517241e-07,3.79310344827586e-06,0,10759,0,7,0,0,0,1,0,3.8,139,-2,0,22,2,0.3,0,1.8,0,0,0,0,1,0.1,3171,0,0,0,0,420,175,0,0,74,Crystal Palace,Huddersfield,Brighton,Leicester,Swansea,0.7,1.0,0.7,0.7,0.9,0.7,0.7,0.7,0.7,0.7,0.7,1.1,0.8,0.7,0.7,0.7,0.7,0.7,0.8,0.7,0.8,0.7,23.4
Ayoze,Perez,FWD,NEW,5300000,-1,33,2.2,4.15094339622642e-07,6.2264150943396205e-06,0,111402,1,14,0,0,0,1,0,6.2,3600,-2,0,33,2,0.2,0,0.8,2,0,3,0,1,0.8,79688,1,0,0,0,1021,631,0,0,89,Everton,Arsenal,West Ham,Man City,Brighton,2.5,1.1,1.4,1.7,2.2,2.0,1.8,1.5,1.8,1.6,2.0,1.6,1.3,1.9,1.3,2.5,1.5,2.0,1.5,2.4,1.8,1.4,56.6
Lucas,Perez,FWD,ARS,7400000,0,0,0.0,0.0,0.0,0,8670,0,0,0,0,0,0,0,0.0,25,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,453,0,0,0,0,0,4,0,0,0,West Ham,Newcastle,Liverpool,Crystal Palace,West Brom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt,Phillips,MID,WBA,5500000,0,39,3.0,5.454545454545451e-07,7.09090909090909e-06,0,169720,0,12,0,0,0,1,0,7.1,2454,-5,1,39,5,0.3,0,1.8,0,0,4,0,3,0.5,70023,0,0,0,0,801,20,-1,0,132,Liverpool,Man Utd,Stoke,Everton,Arsenal,0.0,0.0,2.1,4.0,3.4,2.1,2.9,2.5,1.5,2.8,2.0,4.0,2.3,3.0,2.5,2.9,3.6,1.5,2.5,2.3,2.7,2.0,47.0
Jordan,Pickford,GLK,EVE,4800000,2,53,3.3,6.875e-07,1.1041666666666698e-05,0,299525,0,29,0,48,0,0,0,11.0,3763,-2,0,53,2,1.1,0,5.2,4,0,3,0,0,6.2,116498,0,0,1,1,1440,11586,0,0,302,Newcastle,Swansea,Chelsea,West Brom,Bournemouth,2.3,3.5,3.8,2.8,2.4,3.8,2.6,4.4,3.6,1.9,4.9,3.5,2.7,4.5,2.7,3.1,4.0,2.3,3.8,2.5,3.7,3.0,39.4
Jeremy,Pied,DEF,SOU,4200000,0,2,0.125,2.97619047619048e-08,4.76190476190476e-07,0,4742,0,1,0,0,0,0,0,0.5,76,-3,0,2,3,0.1,0,0.4,0,0,0,0,0,0.1,1712,0,0,0,0,90,82,0,0,19,Leicester,Chelsea,Huddersfield,Tottenham,Man Utd,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,4.7
Erik,Pieters,DEF,STK,4800000,0,25,1.6,3.3333333333333304e-07,5.20833333333333e-06,0,39582,1,35,0,0,0,0,0,5.2,1021,-2,0,25,2,0.2,0,1.0,0,0,2,0,0,0.5,13577,0,0,0,0,1438,360,0,0,202,Burnley,West Ham,West Brom,Huddersfield,Chelsea,1.0,1.8,1.4,0.9,1.0,1.1,0.8,1.7,1.2,0.8,1.5,0.8,1.0,0.8,1.0,0.8,1.2,1.1,1.2,0.8,2.4,0.8,39.0
Paul,Pogba,MID,MUN,7900000,0,56,7.0,8.860759493670891e-07,7.08860759493671e-06,0,2093713,1,6,0,0,0,3,0,7.1,46553,-1,0,56,1,0.6,0,5.0,4,0,4,0,7,9.8,1413847,0,0,0,2,682,2784,0,1,199,Bournemouth,West Brom,Leicester,Burnley,Southampton,0.0,0.0,7.0,9.8,9.6,7.3,9.8,7.2,6.4,10.5,7.7,9.4,7.2,9.1,7.2,10.3,5.6,10.5,8.0,10.5,6.8,8.7,86.2
Nick,Pope,GLK,BUR,4700000,6,65,5.0,1.0638297872340401e-06,1.38297872340426e-05,0,50294,1,8,0,44,0,0,0,13.8,4015,2,0,65,-2,0.9,0,4.0,9,0,6,0,0,5.0,289456,0,0,0,1,1134,29900,0,0,279,Stoke,Brighton,Tottenham,Man Utd,Huddersfield,6.6,6.2,6.6,4.4,5.4,6.6,6.0,6.3,5.2,5.2,5.1,6.2,5.9,5.8,6.4,5.9,6.9,6.0,5.8,7.2,4.4,5.9,32.3
Sebastian,Prodl,DEF,WAT,4300000,0,14,0.875,2.03488372093023e-07,3.2558139534883703e-06,0,25796,1,4,0,0,0,0,0,3.3,320,-2,0,14,2,0.1,0,0.4,0,0,2,0,0,0.2,9147,0,0,0,0,365,187,0,0,78,Crystal Palace,Huddersfield,Brighton,Leicester,Swansea,1.1,0.6,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,1.2,0.4,0.4,0.4,10.1
Davy,Propper,MID,BHA,5400000,2,43,2.7,5e-07,7.96296296296296e-06,0,11034,1,21,0,0,0,0,0,8.0,314,-1,0,43,1,0.5,0,2.8,1,0,5,0,2,0.1,7164,0,0,0,0,1440,59,0,0,216,Tottenham,Burnley,Watford,Chelsea,Newcastle,1.6,2.4,1.9,1.8,2.1,2.7,1.9,2.2,2.0,3.1,1.8,3.0,2.8,2.2,1.4,2.5,3.4,1.8,2.2,1.8,2.2,1.4,48.1
Marc,Pugh,MID,BOU,4800000,0,18,1.8,3.75e-07,3.75e-06,0,5319,2,5,0,0,0,0,0,3.8,157,-2,0,18,2,0.3,0,1.4,0,0,4,0,0,0.1,2241,0,0,0,0,596,34,0,0,56,Man Utd,Liverpool,Man City,West Ham,Everton,0.9,1.0,0.9,1.6,1.8,0.9,1.4,1.0,1.0,1.2,1.0,1.4,0.9,1.1,1.4,1.1,1.4,0.9,1.1,1.1,1.6,1.0,35.0
Jason,Puncheon,MID,CRY,4500000,0,11,0.6875,1.52777777777778e-07,2.44444444444444e-06,0,58394,4,14,0,0,0,0,0,2.4,583,-5,1,11,5,0.0,0,0.2,0,0,0,0,0,0.4,12125,0,0,0,0,554,111,-1,0,38,Watford,Leicester,Swansea,Arsenal,Man City,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,24.3
Collin,Quaner,FWD,HUD,4500000,2,13,0.8125,1.80555555555556e-07,2.8888888888888903e-06,0,289899,1,8,0,0,0,0,0,2.9,10575,0,0,13,0,0.3,0,1.2,0,0,1,0,1,4.9,314351,0,0,0,0,320,19144,0,0,48,Chelsea,Watford,Southampton,Stoke,Burnley,0.4,0.4,0.4,0.6,0.4,0.4,0.6,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.6,0.4,0.4,0.4,0.4,0.6,0.4,0.5,21.7
Domingos,Quina,MID,WHU,4500000,0,0,0.0,0.0,0.0,0,280,0,0,0,0,0,0,0,0.0,62,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,722,0,0,0,0,0,76,0,0,0,Arsenal,Stoke,Newcastle,Bournemouth,West Brom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aaron,Ramsdale,GLK,BOU,4000000,0,0,0.0,0.0,0.0,0,4376,0,0,0,0,0,0,0,0.0,215,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.2,14479,0,0,0,0,0,264,0,0,0,Man Utd,Liverpool,Man City,West Ham,Everton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
