FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
David,de Gea,GLK,MUN,5900000,2,152,4.8,8.13559322033898e-07,2.57627118644068e-05,0,1005899,0,25,0,103,0,0,0,25.8,7720,4,0,152,-4,0.7,0,4.0,10,0,16,0,0,45.7,1410484,0,0,0,0,2880,72055,0,0,666,West Brom,Bournemouth,Arsenal,Brighton,West Ham,10.8,0.0,7.1,10.3,7.2,74.3
Siem,de Jong,MID,NEW,4900000,0,0,0.0,0.0,0.0,0,9751,0,0,0,0,0,0,0,0.0,8,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,528,0,0,0,0,0,0,0,0,0,Arsenal,Everton,West Brom,Watford,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0
Mathieu,Debuchy,DEF,ARS,4500000,0,0,0.0,0.0,0.0,0,1637,0,0,0,0,0,0,0,0.0,4,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,1477,0,0,0,0,0,0,0,0,0,Newcastle,West Ham,Man Utd,Burnley,Leicester,0.0,0.0,0.0,0.0,0.0,0.0
Troy,Deeney,FWD,WAT,6300000,2,67,2.8,4.44444444444444e-07,1.06349206349206e-05,0,110388,1,29,0,0,0,5,0,10.6,9504,-2,0,67,2,0.3,1,2.0,7,0,4,0,2,1.0,117904,0,0,0,1,1552,1944,0,1,226,Huddersfield,Crystal Palace,Tottenham,Newcastle,Man Utd,2.3,3.0,1.8,3.0,1.8,100.7
Jermain,Defoe,FWD,BOU,7600000,2,52,1.5757575757575801,2.07336523125997e-07,6.8421052631578906e-06,0,213389,1,19,0,0,0,4,0,6.8,846,-4,0,52,4,0.4,0,3.0,5,0,2,0,1,1.4,53478,0,0,0,1,948,794,0,0,163,Liverpool,Man Utd,Southampton,Swansea,Burnley,1.9,0.0,1.1,1.1,0.9,80.1
Steven,Defour,MID,BUR,5400000,0,62,2.6,4.81481481481482e-07,1.14814814814815e-05,0,34378,6,17,0,0,0,1,0,11.5,85,-1,0,62,1,0.0,0,0.0,0,0,12,0,1,0.3,26897,0,0,0,0,1998,12,0,0,353,Leicester,Chelsea,Stoke,Brighton,Arsenal,0.0,0.0,0.0,0.0,0.0,78.4
Damien,Delaney,DEF,CRY,4200000,0,1,0.0303030303030303,7.2150072150072204e-09,2.38095238095238e-07,0,24821,0,5,0,0,0,0,0,0.2,91,-3,0,1,3,0.0,0,0.0,0,0,0,0,0,0.2,4642,0,0,0,0,95,77,0,0,19,Brighton,Watford,Leicester,Stoke,West Brom,0.0,0.0,0.0,0.0,0.0,4.0
Fabian,Delph,MID,MCI,4500000,2,44,1.375,3.05555555555556e-07,9.77777777777778e-06,0,120869,1,15,0,0,0,1,0,9.8,278,0,0,44,0,0.2,0,1.0,0,0,5,0,1,0.4,118732,0,0,0,0,1372,602,0,0,312,Tottenham,Swansea,West Ham,Huddersfield,Brighton,0.7,0.8,0.7,1.8,0.7,55.3
Mousa,Dembele,MID,TOT,4900000,2,47,1.46875,2.9974489795918396e-07,9.59183673469388e-06,0,174914,5,19,0,0,0,0,0,9.6,1433,-1,0,47,1,0.4,0,2.0,3,0,6,0,0,1.8,104007,0,0,0,0,1725,3000,0,0,313,Man City,Brighton,Watford,West Brom,Newcastle,1.4,0.0,0.9,1.7,0.9,63.2
Laurent,Depoitre,FWD,HUD,5100000,1,81,2.9,5.68627450980392e-07,1.5882352941176503e-05,0,651604,1,32,0,0,0,5,0,15.9,11726,-4,0,81,4,0.2,0,1.0,11,0,4,0,2,2.5,769127,0,0,0,1,1624,1549,0,0,247,Watford,Everton,Man City,Chelsea,Arsenal,3.4,0.0,3.5,3.7,3.3,84.4
Gerard,Deulofeu,MID,WAT,5500000,0,21,5.3,9.63636363636364e-07,3.81818181818182e-06,0,245427,0,2,0,0,0,1,0,3.8,2701,-5,1,21,5,0.0,0,0.0,3,0,2,0,1,0.5,267784,0,0,0,1,311,12,-1,0,79,Huddersfield,Crystal Palace,Tottenham,Newcastle,Man Utd,0.0,0.0,0.0,0.0,0.0,27.4
Fousseni,Diabate,FWD,LEI,5000000,2,10,0.3125,6.25e-08,2e-06,0,9700,1,6,0,0,0,0,0,2.0,541,0,0,10,0,0.3,0,1.5,0,0,0,0,0,0.1,14516,0,0,0,0,334,695,0,0,27,Burnley,Southampton,Crystal Palace,West Ham,Arsenal,0.4,0.0,0.2,0.4,0.2,10.2
Mohamed,Diame,MID,NEW,4600000,3,59,2.4,5.217391304347829e-07,1.2826086956521699e-05,0,20821,1,21,0,0,0,2,0,12.8,767,-4,0,59,4,0.7,0,3.0,3,0,5,0,0,0.2,18266,0,0,0,0,1505,553,0,0,254,Arsenal,Everton,West Brom,Watford,Tottenham,2.4,1.8,2.5,2.6,1.9,61.4
Grady,Diangana,MID,WHU,4500000,0,0,0.0,0.0,0.0,0,34,0,0,0,0,0,0,0,0.0,25,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,147,0,0,0,0,0,89,0,0,0,Stoke,Arsenal,Man City,Leicester,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0
Brahim,Diaz,MID,MCI,4700000,0,3,0.09375,1.99468085106383e-08,6.382978723404259e-07,0,4264,0,1,0,0,0,0,0,0.6,22,-3,0,3,3,0.0,0,0.0,0,0,0,0,0,0.0,1652,0,0,0,0,31,18,0,0,9,Tottenham,Swansea,West Ham,Huddersfield,Brighton,0.0,0.0,0.0,0.0,0.0,4.5
Eric,Dier,MID,TOT,4700000,1,78,2.5,5.31914893617021e-07,1.65957446808511e-05,0,286989,4,23,0,0,0,0,0,16.6,3539,-3,0,78,3,0.9,0,4.0,2,0,14,0,2,2.6,203114,0,0,0,0,2552,6615,0,0,435,Man City,Brighton,Watford,West Brom,Newcastle,2.8,0.0,2.2,4.1,2.2,107.9
Mame Biram,Diouf,FWD,STK,5200000,8,87,2.9,5.57692307692308e-07,1.6730769230769198e-05,0,613929,5,45,0,0,0,6,0,16.7,2049,-3,0,87,3,0.6,0,3.3,8,0,6,0,2,1.8,656326,0,0,0,0,2162,3945,0,0,308,West Ham,Burnley,Liverpool,Crystal Palace,Swansea,2.3,2.8,1.9,3.1,2.3,135.5
Abdoulaye,Doucoure,MID,WAT,5400000,1,123,3.8,7.037037037037041e-07,2.27777777777778e-05,0,1551152,9,58,0,0,0,7,0,22.8,67315,4,0,123,-4,0.2,0,1.3,16,0,8,0,3,12.8,2134030,0,0,0,1,2874,6828,0,0,601,Huddersfield,Crystal Palace,Tottenham,Newcastle,Man Utd,3.4,3.9,2.5,4.4,2.1,175.2
Aleksandar,Dragovic,DEF,LEI,4900000,0,21,0.65625,1.33928571428571e-07,4.28571428571429e-06,0,17584,1,10,0,0,0,0,0,4.3,645,-1,0,21,1,0.0,0,0.0,0,0,3,0,0,0.1,21821,0,0,0,0,584,62,0,0,132,Burnley,Southampton,Crystal Palace,West Ham,Arsenal,0.6,0.0,0.4,0.7,0.3,17.7
Daniel,Drinkwater,MID,CHE,4800000,0,24,0.75,1.5625e-07,5e-06,0,24187,0,7,0,0,0,1,0,5.0,208,-2,0,24,2,0.0,0,0.0,1,0,1,0,0,0.2,15637,0,0,0,1,520,121,0,0,117,Southampton,Burnley,Swansea,Liverpool,Huddersfield,0.8,0.0,0.4,0.8,0.4,25.7
Martin,Dubravka,GLK,NEW,4500000,2,26,0.8125,1.80555555555556e-07,5.7777777777777805e-06,0,10777,0,5,0,9,0,0,0,5.8,1850,0,0,26,0,0.9,0,4.0,2,0,3,0,0,0.5,39812,0,0,0,1,540,2793,0,0,104,Arsenal,Everton,West Brom,Watford,Tottenham,0.5,0.4,0.4,0.8,0.4,7.8
Shane,Duffy,DEF,BHA,4600000,1,84,2.7,5.8695652173913e-07,1.8260869565217396e-05,0,269166,7,42,0,0,0,0,0,18.3,6907,1,0,84,-1,0.2,0,1.0,7,0,8,0,2,3.4,439248,0,0,0,1,2772,8195,0,0,511,Crystal Palace,Tottenham,Burnley,Man Utd,Man City,6.2,0.0,2.0,4.7,2.0,126.0
Paul,Dummett,DEF,NEW,4200000,2,38,1.1875,2.82738095238095e-07,9.04761904761905e-06,0,57066,1,12,0,0,0,0,0,9.0,2537,-3,0,38,3,1.0,0,4.0,0,0,4,0,0,0.8,62392,0,0,0,0,1095,4146,0,0,201,Arsenal,Everton,West Brom,Watford,Tottenham,0.9,0.6,0.8,1.2,0.8,33.8
Lewis,Dunk,DEF,BHA,4500000,2,77,2.4,5.33333333333333e-07,1.7111111111111098e-05,0,244995,6,43,0,0,0,1,0,17.1,5850,0,0,77,0,0.3,0,1.5,5,0,8,0,0,3.3,346836,4,0,0,1,2880,9239,0,0,527,Crystal Palace,Tottenham,Burnley,Man Utd,Man City,5.3,0.0,1.7,3.9,1.7,136.0
Nathan,Dyer,MID,SWA,4400000,1,36,1.125,2.55681818181818e-07,8.18181818181818e-06,0,19647,2,18,0,0,0,0,0,8.2,702,-1,0,36,1,0.2,0,1.0,0,0,3,0,1,0.2,27868,0,0,0,0,1098,141,0,0,124,Everton,Man City,Chelsea,Bournemouth,Southampton,0.8,0.6,0.6,1.2,0.6,33.1
,Ederson,GLK,MCI,5600000,1,141,4.4,7.857142857142859e-07,2.5178571428571397e-05,0,405296,0,24,0,52,0,0,0,25.2,26987,1,0,141,-1,0.3,0,1.5,9,0,14,0,0,7.6,535188,0,0,2,2,2835,2782,0,0,599,Tottenham,Swansea,West Ham,Huddersfield,Brighton,4.8,5.3,5.4,11.9,5.3,50.6
,Eduardo,GLK,CHE,4700000,0,0,0.0,0.0,0.0,0,3511,0,0,0,0,0,0,0,0.0,11,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,0.1,1166,0,0,0,0,0,15,0,0,0,Southampton,Burnley,Swansea,Liverpool,Huddersfield,0.0,0.0,0.0,0.0,0.0,0.0
Thomas,Edwards,DEF,STK,4000000,0,6,0.18181818181818202,4.54545454545455e-08,1.5e-06,0,28485,0,15,0,0,0,0,0,1.5,908,0,0,6,0,0.0,0,0.0,0,0,0,0,0,0.4,48656,0,0,0,0,481,225,0,0,81,West Ham,Burnley,Liverpool,Crystal Palace,Swansea,0.1,0.1,0.1,0.1,0.1,12.7
Robert,Elliot,GLK,NEW,4000000,0,57,3.6,9.000000000000001e-07,1.425e-05,0,989444,0,21,0,44,0,0,0,14.3,25623,0,0,57,0,0.0,0,0.0,4,0,3,0,0,15.1,899988,0,0,1,3,1440,5450,0,0,280,Arsenal,Everton,West Brom,Watford,Tottenham,4.7,2.5,4.3,7.1,4.4,36.5
Mohamed,Elneny,MID,ARS,4200000,-1,19,0.59375,1.41369047619048e-07,4.52380952380952e-06,0,333360,3,10,0,0,0,0,0,4.5,5846,-3,0,19,3,0.1,0,0.5,0,0,3,0,1,3.3,303386,0,0,0,0,731,5994,0,1,132,Newcastle,West Ham,Man Utd,Burnley,Leicester,0.3,0.3,0.3,0.6,0.3,38.0
,Emerson,DEF,CHE,5200000,0,2,0.0625,1.2019230769230801e-08,3.84615384615385e-07,0,1653,0,0,0,0,0,0,0,0.4,70,-3,0,2,3,0.1,0,0.5,0,0,0,0,0,0.0,2112,0,0,0,0,15,41,0,0,7,Southampton,Burnley,Swansea,Liverpool,Huddersfield,0.0,0.0,0.0,0.0,0.0,0.5
Christian,Eriksen,MID,TOT,9400000,15,177,5.7,6.06382978723404e-07,1.88297872340426e-05,0,2138094,0,24,0,0,0,10,0,18.8,12086,-1,0,177,1,1.3,0,12.0,23,0,15,0,9,17.9,2258590,0,0,0,3,2678,152649,0,0,708,Man City,Brighton,Watford,West Brom,Newcastle,10.7,0.0,7.3,14.0,7.3,301.0
Jonny,Evans,DEF,WBA,4900000,0,76,2.9,5.91836734693878e-07,1.55102040816327e-05,0,127286,7,37,0,0,0,2,0,15.5,5967,-1,0,76,1,0.8,0,3.7,5,0,6,0,2,1.0,133314,1,0,0,1,2249,83,0,0,451,Man Utd,Liverpool,Newcastle,Tottenham,Crystal Palace,0.0,0.0,1.9,3.3,3.5,84.8
Patrice,Evra,DEF,WHU,4200000,1,1,0.03125,7.440476190476189e-09,2.38095238095238e-07,0,9034,0,6,0,0,0,0,0,0.2,608,-3,1,1,3,0.1,0,0.5,0,0,0,0,0,0.2,16465,0,0,0,0,161,697,-1,0,22,Stoke,Arsenal,Man City,Leicester,Man Utd,0.0,0.0,0.0,0.0,0.0,3.7
Lukasz,Fabianski,GLK,SWA,4700000,2,127,4.0,8.51063829787234e-07,2.70212765957447e-05,0,441346,0,45,0,111,0,0,0,27.0,16891,2,0,127,-2,0.4,0,2.0,10,0,9,0,0,8.6,662698,0,0,1,2,2880,4775,0,0,634,Everton,Man City,Chelsea,Bournemouth,Southampton,4.4,3.6,5.1,8.4,5.4,85.4
Cesc,Fabregas,MID,CHE,6800000,2,71,2.5,3.67647058823529e-07,1.0441176470588199e-05,0,704017,4,23,0,0,0,1,0,10.4,1126,-2,0,71,2,0.3,0,2.0,4,0,9,0,4,3.1,411734,0,0,0,1,1950,3011,0,1,453,Southampton,Burnley,Swansea,Liverpool,Huddersfield,3.6,0.0,1.8,4.3,1.7,211.5
Adam,Federici,GLK,BOU,4000000,0,0,0.0,0.0,0.0,0,143615,0,0,0,0,0,0,0,0.0,905,0,0,0,0,0.0,0,0.0,0,0,0,0,0,2.3,19878,0,0,0,0,0,233,0,0,0,Liverpool,Man Utd,Southampton,Swansea,Burnley,0.0,0.0,0.0,0.0,0.0,0.0
Sofiane,Feghouli,MID,WHU,5500000,0,0,0.0,0.0,0.0,0,1433,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,92,0,0,0,0,0,1,0,0,0,Stoke,Arsenal,Man City,Leicester,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0
Marouane,Fellaini,MID,MUN,4700000,0,36,1.125,2.3936170212765996e-07,7.65957446808511e-06,0,206873,1,0,0,0,0,3,0,7.7,168,-3,0,36,3,0.0,0,0.0,3,0,3,0,0,0.5,191494,0,0,0,1,428,76,0,0,121,West Brom,Bournemouth,Arsenal,Brighton,West Ham,1.4,0.0,0.8,1.2,0.6,45.0
Leroy,Fer,MID,SWA,5200000,0,41,2.0,3.84615384615385e-07,7.88461538461538e-06,0,39975,5,26,0,0,0,1,0,7.9,42,-3,0,41,3,0.0,0,0.0,0,0,4,0,1,0.2,17266,0,0,0,0,1394,4,0,0,201,Everton,Man City,Chelsea,Bournemouth,Southampton,0.0,0.0,0.0,0.0,0.0,56.0
Nathan,Ferguson,DEF,WBA,4000000,0,0,0.0,0.0,0.0,0,2926,0,0,0,0,0,0,0,0.0,126,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,6329,0,0,0,0,0,150,0,0,0,Man Utd,Liverpool,Newcastle,Tottenham,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0
Edimilson,Fernandes,MID,WHU,4300000,2,14,0.4375,1.01744186046512e-07,3.2558139534883703e-06,0,17357,1,14,0,0,0,0,0,3.3,258,-2,0,14,2,0.6,0,2.5,0,0,1,0,0,0.2,8447,0,0,0,0,562,1627,0,0,62,Stoke,Arsenal,Man City,Leicester,Man Utd,0.2,0.2,0.2,0.4,0.2,15.6
Federico,Fernandez,DEF,SWA,4500000,2,80,3.1,6.88888888888889e-07,1.77777777777778e-05,0,270633,4,37,0,0,0,1,0,17.8,10527,0,0,80,0,0.3,0,1.5,10,0,7,0,1,3.6,379682,1,0,0,2,2340,2237,0,0,453,Everton,Man City,Chelsea,Bournemouth,Southampton,3.0,2.4,3.5,5.8,3.8,84.4
,Fernandinho,MID,MCI,5000000,1,96,3.2,6.4e-07,1.92e-05,0,741972,7,22,0,0,0,3,0,19.2,24106,0,0,96,0,0.3,0,1.5,5,0,13,0,4,4.1,807497,0,0,0,1,2520,472,0,0,499,Tottenham,Swansea,West Ham,Huddersfield,Brighton,0.0,0.0,2.6,6.7,2.9,141.4
,Fernando,MID,MCI,4500000,0,0,0.0,0.0,0.0,0,4529,0,0,0,0,0,0,0,0.0,11,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,595,0,0,0,0,0,4,0,0,0,Tottenham,Swansea,West Ham,Huddersfield,Brighton,0.0,0.0,0.0,0.0,0.0,0.0
Sam,Field,MID,WBA,4400000,0,23,0.696969696969697,1.58402203856749e-07,5.22727272727273e-06,0,22014,3,7,0,0,0,1,0,5.2,92,-1,0,23,1,0.1,0,0.3,2,0,4,0,0,0.1,21769,0,0,0,0,534,6,0,0,70,Man Utd,Liverpool,Newcastle,Tottenham,Crystal Palace,0.0,0.3,0.3,0.3,0.3,26.3
Roberto,Firmino,FWD,LIV,9500000,1,166,5.2,5.47368421052632e-07,1.74736842105263e-05,0,3393977,1,29,0,0,0,14,0,17.3,443289,10,1,166,-10,0.3,0,3.3,27,0,13,0,8,37.2,4302204,0,0,0,3,2383,10844,-1,0,692,Bournemouth,West Brom,Stoke,Chelsea,Brighton,0.0,5.9,7.5,4.5,7.6,283.3
Jon,Flanagan,DEF,LIV,4400000,0,0,0.0,0.0,0.0,0,1509,0,0,0,0,0,0,0,0.0,9,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,1177,0,0,0,0,0,2,0,0,0,Bournemouth,West Brom,Stoke,Chelsea,Brighton,0.0,0.0,0.0,0.0,0.0,0.0
Ashley,Fletcher,FWD,WHU,4500000,0,0,0.0,0.0,0.0,0,36195,0,0,0,0,0,0,0,0.0,152,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.4,7323,0,0,0,0,0,38,0,0,0,Stoke,Arsenal,Man City,Leicester,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0
Darren,Fletcher,MID,STK,4700000,0,64,2.6,5.53191489361702e-07,1.3617021276595698e-05,0,58902,0,48,0,0,0,1,0,13.6,286,-3,0,64,3,0.0,0,0.0,3,0,4,0,1,0.4,29143,0,0,0,1,2110,50,0,0,319,West Ham,Burnley,Liverpool,Crystal Palace,Swansea,1.7,2.2,1.3,2.2,1.8,73.7
Phil,Foden,MID,MCI,4700000,0,6,0.1875,3.98936170212766e-08,1.27659574468085e-06,0,2663,0,1,0,0,0,0,0,1.3,21,-3,0,6,3,0.0,0,0.0,0,0,0,0,1,0.0,1045,0,0,0,0,18,20,0,0,18,Tottenham,Swansea,West Ham,Huddersfield,Brighton,0.1,0.1,0.1,0.2,0.1,3.7
Michael,Folivi,FWD,WAT,4500000,0,0,0.0,0.0,0.0,0,15974,0,0,0,0,0,0,0,0.0,125,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,22502,0,0,0,0,0,50,0,0,0,Huddersfield,Crystal Palace,Tottenham,Newcastle,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0
Jose,Fonte,DEF,WHU,4700000,0,34,4.3,9.148936170212771e-07,7.23404255319149e-06,0,153673,0,11,0,0,0,0,0,7.2,155,-3,0,34,3,0.0,0,0.0,3,0,3,0,2,0.8,77178,0,0,0,0,688,0,0,0,156,Stoke,Arsenal,Man City,Leicester,Man Utd,0.0,0.0,0.0,0.0,0.0,33.4
Fraser,Forster,GLK,SOU,4600000,0,73,3.6,7.826086956521741e-07,1.58695652173913e-05,0,530411,0,30,0,69,0,0,0,15.9,2743,-4,0,73,4,0.0,0,0.0,6,0,4,0,0,4.0,368066,0,0,1,1,1800,914,0,0,351,Chelsea,Leicester,Bournemouth,Everton,Swansea,7.3,0.0,3.5,6.1,3.4,48.9
Ben,Foster,GLK,WBA,4300000,2,95,3.0,6.976744186046509e-07,2.2093023255814002e-05,0,757014,2,51,0,84,0,0,0,22.1,18765,-2,1,95,2,0.4,0,1.7,6,0,7,0,0,9.3,499722,0,0,0,0,2880,2696,-1,0,524,Man Utd,Liverpool,Newcastle,Tottenham,Crystal Palace,2.0,3.5,2.0,3.4,3.6,62.3
Timothy,Fosu-Mensah,DEF,CRY,4400000,0,39,1.9,4.31818181818182e-07,8.86363636363636e-06,0,104693,2,29,0,0,0,0,0,8.9,1603,-1,0,39,1,0.1,0,0.3,3,0,2,0,0,1.0,70415,0,0,0,0,1592,176,0,0,279,Brighton,Watford,Leicester,Stoke,West Brom,1.9,1.5,1.3,1.5,1.6,47.4
Juan,Foyth,DEF,TOT,4500000,0,0,0.0,0.0,0.0,0,1873,0,0,0,0,0,0,0,0.0,25,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,1951,0,0,0,0,0,30,0,0,0,Man City,Brighton,Watford,West Brom,Newcastle,0.0,0.0,0.0,0.0,0.0,0.0
Simon,Francis,DEF,BOU,4300000,0,42,1.5,3.48837209302326e-07,9.76744186046512e-06,0,193363,8,40,0,0,0,0,0,9.8,3274,-2,0,42,2,0.1,0,0.3,1,0,3,0,0,1.3,121153,0,0,0,0,2348,1001,0,1,405,Liverpool,Man Utd,Southampton,Swansea,Burnley,2.0,0.0,1.0,1.1,0.9,111.0
Ryan,Fraser,MID,BOU,5100000,7,78,2.3636363636363598,4.63458110516934e-07,1.5294117647058802e-05,0,129501,0,30,0,0,0,4,0,15.3,1928,-4,0,78,4,0.6,0,3.0,10,0,1,0,3,0.8,106673,0,0,0,2,1553,4108,0,0,307,Liverpool,Man Utd,Southampton,Swansea,Burnley,2.8,0.0,1.7,2.1,1.6,123.4
Christian,Fuchs,DEF,LEI,4800000,0,56,2.5,5.20833333333333e-07,1.1666666666666698e-05,0,213109,1,27,0,0,0,0,0,11.7,1719,-2,0,56,2,0.1,0,0.5,8,0,4,0,1,1.9,112325,0,0,0,1,1647,1050,0,0,323,Burnley,Southampton,Crystal Palace,West Ham,Arsenal,4.5,0.0,3.1,5.8,1.9,62.8
Jay,Fulton,MID,SWA,4300000,0,1,0.5,1.1627906976744199e-07,2.3255813953488398e-07,0,4324,1,0,0,0,0,0,0,0.2,13,-2,0,1,2,0.0,0,0.0,0,0,0,0,0,0.0,3719,0,0,0,0,17,2,0,0,1,Everton,Man City,Chelsea,Bournemouth,Southampton,0.0,0.0,0.0,0.0,0.0,0.0
Ramiro,Funes Mori,DEF,EVE,4900000,0,0,0.0,0.0,0.0,0,1346,0,0,0,0,0,0,0,0.0,20,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,829,0,0,0,0,0,41,0,0,0,Swansea,Newcastle,Huddersfield,Southampton,West Ham,0.0,0.0,0.0,0.0,0.0,0.0
Manolo,Gabbiadini,FWD,SOU,6200000,0,57,2.2,3.54838709677419e-07,9.19354838709677e-06,0,500949,2,17,0,0,0,4,0,9.2,679,-8,0,57,8,0.1,0,0.5,7,0,4,0,0,1.4,266086,0,0,0,1,1044,387,0,0,170,Chelsea,Leicester,Bournemouth,Everton,Swansea,3.2,0.0,2.1,3.0,1.6,48.7
Ali,Gabr,DEF,WBA,4200000,0,0,0.0,0.0,0.0,0,4316,0,0,0,0,0,0,0,0.0,183,-3,1,0,3,0.0,0,0.0,0,0,0,0,0,0.1,6581,0,0,0,0,0,60,-1,0,0,Man Utd,Liverpool,Newcastle,Tottenham,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0
,Gabriel,DEF,ARS,5000000,0,0,0.0,0.0,0.0,0,2331,0,0,0,0,0,0,0,0.0,6,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,358,0,0,0,0,0,0,0,0,0,Newcastle,West Ham,Man Utd,Burnley,Leicester,0.0,0.0,0.0,0.0,0.0,0.0
,Gamez,DEF,NEW,3900000,0,9,4.5,1.15384615384615e-06,2.3076923076923098e-06,0,231361,0,0,0,0,0,0,0,2.3,1683,-1,0,9,1,0.0,0,0.0,2,0,1,0,0,1.6,203619,0,0,0,0,97,1726,0,0,38,Arsenal,Everton,West Brom,Watford,Tottenham,0.0,0.0,0.0,0.0,0.0,8.4
Luke,Garbutt,DEF,EVE,4000000,0,0,0.0,0.0,0.0,0,423,0,0,0,0,0,0,0,0.0,65,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,1001,0,0,0,0,0,110,0,0,0,Swansea,Newcastle,Huddersfield,Southampton,West Ham,0.0,0.0,0.0,0.0,0.0,0.0
Dwight,Gayle,FWD,NEW,6100000,1,79,2.46875,4.0471311475409797e-07,1.29508196721311e-05,0,206606,3,26,0,0,0,5,0,13.0,5972,-4,0,79,4,0.2,0,1.5,7,0,6,0,3,1.1,145572,0,0,0,2,1581,817,0,0,238,Arsenal,Everton,West Brom,Watford,Tottenham,2.5,1.7,2.8,3.4,1.8,121.5
Paulo,Gazzaniga,GLK,TOT,4200000,0,9,0.28125,6.696428571428571e-08,2.1428571428571398e-06,0,5608,0,0,0,3,0,0,0,2.1,82,-3,0,9,3,0.0,0,0.0,2,0,1,0,0,0.1,6923,0,0,0,0,90,53,0,0,26,Man City,Brighton,Watford,West Brom,Newcastle,0.2,0.0,0.1,0.2,0.1,2.7
Kieran,Gibbs,DEF,WBA,5000000,2,66,2.4,4.8e-07,1.32e-05,0,46637,2,40,0,0,0,0,0,13.2,832,0,0,66,0,0.3,0,1.3,1,0,5,0,2,0.4,51858,0,0,0,0,2391,163,0,0,395,Man Utd,Liverpool,Newcastle,Tottenham,Crystal Palace,1.3,2.5,1.4,2.5,2.8,91.4
Olivier,Giroud,FWD,CHE,8200000,1,49,2.1,2.5609756097561e-07,5.97560975609756e-06,0,205825,0,7,0,0,0,4,0,6.0,2941,-3,0,49,3,0.1,0,1.0,4,0,3,0,1,1.4,159582,0,0,0,1,576,2466,0,0,167,Southampton,Burnley,Swansea,Liverpool,Huddersfield,3.1,0.0,1.3,3.8,1.4,86.2
Connor,Goldson,DEF,BHA,3900000,0,5,0.15625,4.0064102564102595e-08,1.28205128205128e-06,0,126149,1,4,0,0,0,0,0,1.3,5469,-1,0,5,1,0.0,0,0.0,0,0,1,0,0,2.9,247270,0,0,0,0,180,10051,0,0,33,Crystal Palace,Tottenham,Burnley,Man Utd,Man City,0.2,0.0,0.1,0.2,0.1,9.7
Heurelho,Gomes,GLK,WAT,4500000,0,62,2.7,6e-07,1.3777777777777801e-05,0,167090,0,39,0,61,0,0,0,13.8,1573,0,0,62,0,0.0,0,0.0,4,0,5,0,0,1.3,134726,0,0,0,0,2038,265,0,0,386,Huddersfield,Crystal Palace,Tottenham,Newcastle,Man Utd,2.0,3.8,2.1,2.5,1.7,45.1
Joseph,Gomez,DEF,LIV,4500000,0,76,3.6,8e-07,1.68888888888889e-05,0,632119,3,20,0,0,0,0,0,16.9,11931,0,0,76,0,0.4,0,1.7,6,0,8,0,2,2.4,690770,0,0,0,2,1721,73,0,0,435,Bournemouth,West Brom,Stoke,Chelsea,Brighton,0.0,0.0,0.0,0.0,0.0,68.1
Dan,Gosling,MID,BOU,4800000,1,52,2.3,4.79166666666667e-07,1.0833333333333301e-05,0,10401,8,36,0,0,0,2,0,10.8,459,-2,0,52,2,0.4,0,1.7,4,0,1,0,1,0.1,11917,0,0,0,0,1722,281,0,0,233,Liverpool,Man Utd,Southampton,Swansea,Burnley,2.8,0.0,1.6,2.0,1.6,84.9
