FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Harry,Kane,FWD,TOT,12900000,1,181,5.8,4.4961240310077495e-07,1.4031007751938e-05,0,4872619,5,25,0,0,0,24,0,14.1,17975,4,-1,181,-4,0.1,1,1.0,27,0,13,0,2,33.8,4819505,0,0,0,7,2540,245162,1,0,635,Man City,Brighton,Watford,West Brom,Newcastle,14.1,0.0,8.3,15.0,8.2,358.0
N'Golo,Kante,MID,CHE,4900000,3,87,3.1,6.3265306122449e-07,1.77551020408163e-05,0,1179131,3,25,0,0,0,1,0,17.8,5873,-1,0,87,1,0.5,0,2.5,9,0,14,0,2,11.9,796568,0,0,0,0,2454,25195,0,0,557,Southampton,Burnley,Swansea,Liverpool,Huddersfield,5.1,0.0,2.5,6.0,2.5,132.2
Loris,Karius,GLK,LIV,4900000,6,65,1.96969696969697,4.01978973407545e-07,1.3265306122449e-05,0,35941,1,11,0,21,0,0,0,13.5,4591,-1,-1,65,1,0.9,0,4.3,5,0,7,0,0,1.4,96404,0,0,1,0,1260,7155,1,0,267,Bournemouth,West Brom,Stoke,Chelsea,Brighton,1.4,1.1,2.0,1.3,2.1,18.8
Orestis,Karnezis,GLK,WAT,4500000,1,36,1.09090909090909,2.4242424242424196e-07,8e-06,0,5551,0,20,0,31,0,0,0,8.0,742,0,0,36,0,0.3,0,1.3,5,0,3,0,0,0.2,14925,0,0,0,0,931,643,0,0,191,Huddersfield,Crystal Palace,Tottenham,Newcastle,Man Utd,0.5,1.1,0.5,0.6,0.5,22.5
Beram,Kayal,MID,BHA,4400000,1,16,0.5,1.13636363636364e-07,3.63636363636364e-06,0,6293,1,7,0,0,0,0,0,3.6,58,-1,0,16,1,0.2,0,1.0,0,0,0,0,0,0.1,3435,0,0,0,0,386,101,0,0,57,Crystal Palace,Tottenham,Burnley,Man Utd,Man City,0.4,0.0,0.2,0.4,0.2,13.7
Michael,Keane,DEF,EVE,5300000,7,62,2.5,4.71698113207547e-07,1.1698113207547199e-05,0,571314,2,41,0,0,0,0,0,11.7,2043,-2,0,62,2,0.6,0,3.3,8,0,5,0,1,4.9,173316,0,0,0,0,2109,3890,0,0,416,Swansea,Newcastle,Huddersfield,Southampton,West Ham,1.6,2.3,1.6,2.7,2.1,69.5
Martin,Kelly,DEF,CRY,4200000,0,33,1.0,2.38095238095238e-07,7.857142857142861e-06,0,70569,1,20,0,0,0,0,0,7.9,2372,-3,0,33,3,0.1,0,0.3,1,0,4,0,0,0.7,93438,1,0,0,0,1143,393,0,0,182,Brighton,Watford,Leicester,Stoke,West Brom,0.7,0.5,0.5,0.5,0.5,32.6
,Kenedy,MID,NEW,4800000,3,42,1.3125,2.734375e-07,8.75e-06,0,50573,0,3,0,0,0,2,0,8.8,12170,-2,0,42,2,0.9,0,4.5,5,0,6,0,2,2.5,193084,0,0,0,1,593,11300,0,0,125,Arsenal,Everton,West Brom,Watford,Tottenham,0.9,0.7,1.0,1.4,0.7,50.3
Jonjoe,Kenny,DEF,EVE,4000000,0,50,1.51515151515152,3.7878787878787897e-07,1.25e-05,0,380612,2,31,0,0,0,0,0,12.2,12851,-5,1,50,5,0.0,0,0.0,2,0,5,0,2,2.2,490596,0,0,0,1,1589,3891,-1,0,309,Swansea,Newcastle,Huddersfield,Southampton,West Ham,0.8,1.0,0.8,1.2,0.9,59.5
,Ki Sung-yueng,MID,SWA,4800000,1,64,3.2,6.66666666666667e-07,1.3333333333333301e-05,0,59472,1,21,0,0,0,2,0,13.1,11488,-2,1,64,2,0.2,0,1.0,9,0,5,0,2,1.1,121534,0,0,0,1,1480,335,-1,0,275,Everton,Man City,Chelsea,Bournemouth,Southampton,4.0,1.7,2.9,5.9,3.3,65.7
,Kiko Femenia,DEF,WAT,4300000,1,62,3.1,7.2093023255814e-07,1.4418604651162803e-05,0,477449,2,32,0,0,0,1,0,14.4,2886,-2,0,62,2,0.7,0,3.0,9,0,5,0,1,1.5,511279,0,0,0,1,1569,4736,0,0,367,Huddersfield,Crystal Palace,Tottenham,Newcastle,Man Utd,2.5,4.4,2.6,3.1,2.2,71.7
Andy,King,MID,SWA,4200000,2,38,1.1875,2.82738095238095e-07,9.04761904761905e-06,0,387680,1,16,0,0,0,2,0,9.0,7012,-3,0,38,3,0.5,0,2.0,1,0,1,0,1,3.6,525794,0,0,0,0,854,7493,0,0,154,Everton,Man City,Chelsea,Bournemouth,Southampton,0.9,0.6,0.6,1.2,0.7,34.6
Joshua,King,FWD,BOU,7000000,5,91,3.3,4.71428571428571e-07,1.3000000000000001e-05,0,359640,2,30,0,0,0,6,0,13.0,6487,-5,0,91,5,0.9,0,6.3,8,0,6,0,4,2.0,161059,0,0,0,0,2009,14308,0,0,314,Liverpool,Man Utd,Southampton,Swansea,Burnley,6.0,0.0,3.5,3.5,3.0,160.9
Stephen,Kingsley,DEF,SWA,4500000,0,0,0.0,0.0,0.0,0,5941,0,0,0,0,0,0,0,0.0,4,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,227,0,0,0,0,0,1,0,0,0,Everton,Man City,Chelsea,Bournemouth,Southampton,0.0,0.0,0.0,0.0,0.0,0.0
Nya,Kirby,MID,CRY,4500000,0,0,0.0,0.0,0.0,0,39,0,0,0,0,0,0,0,0.0,6,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,55,0,0,0,0,0,7,0,0,0,Brighton,Watford,Leicester,Stoke,West Brom,0.0,0.0,0.0,0.0,0.0,0.0
Davy,Klaassen,MID,EVE,6900000,0,5,0.15151515151515196,2.19587176108915e-08,7.2463768115942e-07,0,83462,0,4,0,0,0,0,0,0.7,68,-6,0,5,6,0.0,0,0.0,0,0,0,0,0,0.4,6171,0,0,0,0,193,29,0,0,13,Swansea,Newcastle,Huddersfield,Southampton,West Ham,0.1,0.1,0.1,0.1,0.1,4.9
Ragnar,Klavan,DEF,LIV,4100000,6,68,2.06060606060606,5.02586844050259e-07,1.65853658536585e-05,0,271143,0,13,0,0,0,1,0,16.6,4109,-4,0,68,4,0.5,0,2.0,7,0,7,0,0,1.4,311271,0,0,0,2,1262,7549,0,0,327,Bournemouth,West Brom,Stoke,Chelsea,Brighton,0.0,0.0,0.0,1.4,2.2,39.5
Anthony,Knockaert,MID,BHA,5500000,0,75,2.8,5.09090909090909e-07,1.3636363636363601e-05,0,122711,4,21,0,0,0,3,0,13.6,230,-5,0,75,5,0.0,0,0.0,6,0,9,0,1,0.5,51407,0,0,0,0,1920,619,0,1,313,Crystal Palace,Tottenham,Burnley,Man Utd,Man City,4.0,0.0,1.9,3.7,1.4,125.4
Aleksandar,Kolarov,DEF,MCI,5500000,0,0,0.0,0.0,0.0,0,2184,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,147,0,0,0,0,0,1,0,0,0,Tottenham,Swansea,West Ham,Huddersfield,Brighton,0.0,0.0,0.0,0.0,0.0,0.0
Sead,Kolasinac,DEF,ARS,5800000,1,87,2.71875,4.6875e-07,1.4999999999999999e-05,0,1164577,3,26,0,0,0,1,0,15.0,2007,-2,0,87,2,0.1,0,0.5,6,0,8,0,4,6.2,827011,0,0,0,1,1836,519,0,0,423,Newcastle,West Ham,Man Utd,Burnley,Leicester,1.5,3.7,1.4,4.4,1.7,101.6
Vincent,Kompany,DEF,MCI,5800000,6,46,3.3,5.68965517241379e-07,7.931034482758619e-06,0,276910,5,9,0,0,0,1,0,7.9,1420,-2,0,46,2,0.7,0,4.0,0,0,5,0,0,2.2,92128,0,0,0,0,1124,4246,0,0,255,Tottenham,Swansea,West Ham,Huddersfield,Brighton,3.1,3.5,3.6,8.0,3.5,45.6
Terence,Kongolo,DEF,HUD,4400000,4,13,0.393939393939394,8.95316804407713e-08,2.95454545454545e-06,0,2461,0,10,0,0,0,0,0,3.0,137,-1,0,13,1,0.5,0,2.0,2,0,0,0,0,0.0,3847,0,0,0,0,597,310,0,0,99,Watford,Everton,Man City,Chelsea,Arsenal,0.2,0.0,0.2,0.4,0.2,22.7
Laurent,Koscielny,DEF,ARS,6000000,0,98,4.1,6.83333333333333e-07,1.63333333333333e-05,0,183467,4,31,0,0,0,2,0,16.3,4600,0,0,98,0,0.0,0,0.0,16,0,9,0,0,1.7,200094,0,0,0,3,2135,749,0,0,538,Newcastle,West Ham,Man Utd,Burnley,Leicester,2.9,6.1,2.9,8.2,3.3,92.7
Cheikhou,Kouyate,MID,WHU,5000000,2,73,2.7,5.4e-07,1.4599999999999999e-05,0,65822,4,46,0,0,0,2,0,14.6,537,0,0,73,0,0.8,0,4.0,2,0,5,0,3,0.2,76986,0,0,0,0,2258,832,0,0,303,Stoke,Arsenal,Man City,Leicester,Man Utd,2.6,1.4,1.6,4.0,3.2,89.0
Tim,Krul,GLK,BHA,4000000,0,0,0.0,0.0,0.0,0,38653,0,0,0,0,0,0,0,0.0,738,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.7,69281,0,0,0,0,0,253,0,0,0,Crystal Palace,Tottenham,Burnley,Man Utd,Man City,0.0,0.0,0.0,0.0,0.0,0.0
Grzegorz,Krychowiak,MID,WBA,4700000,1,52,2.3,4.8936170212766e-07,1.1063829787234e-05,0,28310,2,30,0,0,0,0,0,11.1,132,-3,1,52,3,0.1,0,0.3,4,0,3,0,3,0.1,32103,0,0,0,0,1544,18,-1,0,242,Man Utd,Liverpool,Newcastle,Tottenham,Crystal Palace,1.2,1.6,1.4,1.6,1.3,56.8
Alexandre,Lacazette,FWD,ARS,10200000,1,105,3.8,3.72549019607843e-07,1.02941176470588e-05,0,1783913,1,25,0,0,0,10,0,10.3,5431,-3,0,105,3,0.3,0,3.0,5,0,8,0,4,6.0,1233184,0,0,0,1,1856,2991,0,0,399,Newcastle,West Ham,Man Utd,Burnley,Leicester,3.1,5.1,2.4,7.8,3.1,211.0
Olayinka Fredrick Oladotun,Ladapo,FWD,CRY,4500000,0,1,1.0,2.22222222222222e-07,2.22222222222222e-07,0,159149,0,1,0,0,0,0,0,0.2,1037,0,0,1,0,0.0,0,0.0,0,0,0,0,0,1.0,208493,0,0,0,0,16,47,0,0,3,Brighton,Watford,Leicester,Stoke,West Brom,0.0,0.0,0.0,0.0,0.0,0.2
Adam,Lallana,MID,LIV,7300000,0,12,1.1,1.50684931506849e-07,1.64383561643836e-06,0,41435,1,1,0,0,0,0,0,1.6,143,-2,0,12,2,0.0,0,0.3,0,0,1,0,0,0.3,9523,0,0,0,0,218,7,0,0,33,Bournemouth,West Brom,Stoke,Chelsea,Brighton,0.0,0.0,0.0,0.0,0.0,25.5
Erik,Lamela,MID,TOT,6300000,1,32,1.0,1.58730158730159e-07,5.079365079365081e-06,0,16372,3,6,0,0,0,0,0,5.1,736,-2,0,32,2,0.2,0,1.5,0,0,3,0,3,0.1,17747,0,0,0,0,571,848,0,0,111,Man City,Brighton,Watford,West Brom,Newcastle,1.0,0.0,0.5,1.0,0.5,58.3
Manuel,Lanzini,MID,WHU,6600000,0,78,3.7,5.60606060606061e-07,1.18181818181818e-05,0,243699,4,36,0,0,0,3,0,11.8,1090,-4,0,78,4,0.0,1,0.0,8,0,4,0,6,0.7,237981,0,0,0,2,1686,73,0,0,364,Stoke,Arsenal,Man City,Leicester,Man Utd,0.0,2.4,2.7,6.6,5.0,135.1
Aymeric,Laporte,DEF,MCI,5100000,0,16,0.5,9.803921568627449e-08,3.13725490196078e-06,0,91265,1,2,0,0,0,0,0,3.1,6695,-4,1,16,4,0.2,0,1.0,1,0,2,0,0,0.8,134711,0,0,0,0,356,1176,-1,0,84,Tottenham,Swansea,West Ham,Huddersfield,Brighton,0.2,0.2,0.2,0.4,0.2,9.1
Jamaal,Lascelles,DEF,NEW,4800000,1,101,3.7,7.70833333333333e-07,2.10416666666667e-05,0,808864,5,25,0,0,0,3,0,21.0,22084,3,0,101,-3,0.6,0,3.0,9,0,8,0,0,8.6,1184824,0,0,0,2,2387,17955,0,0,468,Arsenal,Everton,West Brom,Watford,Tottenham,4.9,2.6,4.4,7.5,4.5,94.7
,Lee Chung-yong,MID,CRY,4200000,0,6,0.18181818181818202,4.32900432900433e-08,1.4285714285714301e-06,0,45286,0,3,0,0,0,0,0,1.4,500,-3,0,6,3,0.0,0,0.0,0,0,0,0,0,0.3,47859,0,0,0,0,122,764,0,0,17,Brighton,Watford,Leicester,Stoke,West Brom,0.1,0.1,0.1,0.1,0.1,4.4
Adam,Legzdins,GLK,BUR,4000000,0,0,0.0,0.0,0.0,0,4943,0,0,0,0,0,0,0,0.0,91,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,9861,0,0,0,0,0,57,0,0,0,Leicester,Chelsea,Stoke,Brighton,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0
Florian,Lejeune,DEF,NEW,4300000,5,46,1.4375,3.34302325581395e-07,1.06976744186047e-05,0,39289,3,26,0,0,0,0,0,10.7,1997,-2,0,46,2,1.6,0,7.0,4,0,4,0,1,0.6,34164,0,0,0,1,1563,18960,0,0,301,Arsenal,Everton,West Brom,Watford,Tottenham,1.2,0.7,1.1,1.6,1.1,57.0
Jonathan,Leko,MID,WBA,4500000,0,0,0.0,0.0,0.0,0,4514,0,0,0,0,0,0,0,0.0,9,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,948,0,0,0,0,0,20,0,0,0,Man Utd,Liverpool,Newcastle,Tottenham,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0
Mario,Lemina,MID,SOU,4800000,0,52,2.3,4.79166666666667e-07,1.0833333333333301e-05,0,32430,2,30,0,0,0,1,0,10.8,678,-2,0,52,2,0.1,0,0.5,5,0,4,0,0,0.2,29086,0,0,0,0,1580,26,0,0,311,Chelsea,Leicester,Bournemouth,Everton,Swansea,0.0,0.0,1.9,3.4,1.2,58.6
Aaron,Lennon,MID,BUR,5400000,2,53,1.65625,3.0671296296296303e-07,9.814814814814819e-06,0,14870,1,20,0,0,0,0,0,9.8,917,-1,0,53,1,0.6,0,3.5,0,0,5,0,4,0.4,25779,0,0,0,0,1421,5842,0,0,173,Leicester,Chelsea,Stoke,Brighton,Arsenal,1.9,0.9,1.1,0.8,1.1,62.6
,Lewis Cook,MID,BOU,4300000,2,51,2.0,4.65116279069767e-07,1.18604651162791e-05,0,77328,3,36,0,0,0,0,0,11.9,2407,-2,0,51,2,0.5,0,2.0,0,0,2,0,2,1.4,98205,0,0,0,0,1892,3903,0,0,287,Liverpool,Man Utd,Southampton,Swansea,Burnley,2.2,0.0,1.3,1.6,1.2,81.6
Anders,Lindegaard,GLK,BUR,4000000,0,0,0.0,0.0,0.0,0,6754,0,0,0,0,0,0,0,0.0,164,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.2,15269,0,0,0,0,0,106,0,0,0,Leicester,Chelsea,Stoke,Brighton,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0
Victor,Lindelof,DEF,MUN,4900000,1,37,2.6,5.306122448979589e-07,7.55102040816327e-06,0,305608,1,12,0,0,0,0,0,7.6,1139,-6,0,37,6,0.7,0,3.5,1,0,4,0,0,1.2,77288,0,0,0,0,1014,1943,0,0,233,West Brom,Bournemouth,Arsenal,Brighton,West Ham,4.3,0.0,3.2,4.1,3.2,25.9
Jesse,Lingard,MID,MUN,6000000,2,115,3.59375,5.98958333333333e-07,1.9166666666666698e-05,0,1219526,2,16,0,0,0,8,0,19.2,24058,0,0,115,0,0.7,0,4.0,10,0,7,0,5,11.3,1809008,0,0,0,2,1542,94403,0,0,391,West Brom,Bournemouth,Arsenal,Brighton,West Ham,7.6,0.0,4.5,5.0,4.0,150.6
Jake,Livermore,MID,WBA,4800000,2,58,2.0,4.1666666666666704e-07,1.2083333333333301e-05,0,16367,4,37,0,0,0,0,0,12.1,72,-2,0,58,2,0.4,0,1.7,0,0,5,0,1,0.1,9486,0,0,0,0,2221,25,0,0,275,Man Utd,Liverpool,Newcastle,Tottenham,Crystal Palace,1.0,1.3,1.1,1.3,1.0,65.4
Fernando,Llorente,FWD,TOT,7300000,0,20,1.4,1.91780821917808e-07,2.73972602739726e-06,0,28407,1,1,0,0,0,1,0,2.7,454,-2,0,20,2,0.0,0,0.0,2,0,1,0,0,0.2,24850,0,0,0,0,214,185,0,0,62,Man City,Brighton,Watford,West Brom,Newcastle,1.5,0.0,1.1,1.7,1.0,20.1
Hugo,Lloris,GLK,TOT,5400000,3,119,4.0,7.407407407407409e-07,2.2037037037037e-05,0,582825,0,26,0,65,0,0,0,22.0,9445,-1,0,119,1,0.6,0,3.0,2,0,13,0,0,8.6,351488,0,0,0,0,2700,6611,0,0,572,Man City,Brighton,Watford,West Brom,Newcastle,8.4,0.0,5.5,8.0,4.3,54.5
Jurgen,Locadia,FWD,BHA,6000000,0,10,0.3125,5.20833333333333e-08,1.66666666666667e-06,0,4185,0,2,0,0,0,1,0,1.7,502,0,0,10,0,0.2,0,1.0,2,0,1,0,0,0.0,6655,0,0,0,0,103,90,0,0,31,Crystal Palace,Tottenham,Burnley,Man Utd,Man City,0.4,0.0,0.2,0.4,0.2,12.8
Ruben,Loftus-Cheek,MID,CRY,4400000,2,57,1.72727272727273,3.9256198347107394e-07,1.29545454545455e-05,0,907402,0,27,0,0,0,1,0,13.0,2724,-1,0,57,1,0.3,0,1.3,2,0,3,0,4,3.1,509210,0,0,0,0,1437,3703,0,0,256,Brighton,Watford,Leicester,Stoke,West Brom,1.2,0.9,1.1,0.9,1.5,98.1
Jason,Lokilo,MID,CRY,4300000,0,0,0.0,0.0,0.0,0,16211,0,0,0,0,0,0,0,0.0,42,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.1,14202,0,0,0,0,0,48,0,0,0,Brighton,Watford,Leicester,Stoke,West Brom,0.0,0.0,0.0,0.0,0.0,0.0
Joe,Lolley,MID,HUD,4300000,0,11,1.8,4.1860465116279104e-07,2.55813953488372e-06,0,7886,1,5,0,0,0,1,0,2.6,37,-2,0,11,2,0.0,0,0.0,0,0,0,0,0,0.1,6837,0,0,0,0,217,2,0,0,28,Watford,Everton,Man City,Chelsea,Arsenal,0.0,0.0,0.0,0.0,0.0,11.8
Kevin,Long,DEF,BUR,4000000,5,39,1.21875,3.046875e-07,9.75e-06,0,361825,1,10,0,0,0,0,0,9.8,5521,0,0,39,0,0.6,0,2.5,4,0,3,0,2,6.5,574173,0,0,0,0,900,67363,0,0,188,Leicester,Chelsea,Stoke,Brighton,Arsenal,1.4,0.7,0.9,0.6,0.6,41.9
Shane,Long,FWD,SOU,5600000,6,47,2.0,3.5714285714285705e-07,8.39285714285714e-06,0,61103,4,23,0,0,0,2,0,8.4,556,-4,0,47,4,0.6,0,3.5,0,0,3,0,2,0.4,42539,0,0,0,0,1311,616,0,0,156,Chelsea,Leicester,Bournemouth,Everton,Swansea,0.0,0.0,1.8,2.6,1.4,87.6
Ademola,Lookman,MID,EVE,5100000,0,10,1.4,2.7450980392156895e-07,1.96078431372549e-06,0,9406,0,6,0,0,0,0,0,2.0,8,-4,0,10,4,0.0,0,0.0,0,0,0,0,1,0.1,2249,0,0,0,0,153,1,0,0,30,Swansea,Newcastle,Huddersfield,Southampton,West Ham,0.0,0.0,0.0,0.0,0.0,7.5
Jonas,Lossl,GLK,HUD,4600000,1,115,3.5,7.608695652173909e-07,2.5e-05,0,448313,0,54,0,89,0,0,0,25.0,15690,1,0,115,-1,0.4,0,1.7,10,0,8,0,1,7.3,639429,1,0,2,2,2970,1189,0,0,610,Watford,Everton,Man City,Chelsea,Arsenal,4.8,0.0,3.8,5.8,4.7,76.1
Dejan,Lovren,DEF,LIV,5300000,8,87,3.5,6.603773584905661e-07,1.64150943396226e-05,0,146003,4,22,0,0,0,1,0,16.4,1918,-2,0,87,2,0.6,0,3.0,8,0,9,0,1,1.3,108469,0,0,0,2,1856,6816,0,0,450,Bournemouth,West Brom,Stoke,Chelsea,Brighton,3.5,2.8,4.5,3.3,4.7,82.8
Chris,Lowe,DEF,HUD,4400000,0,51,2.5,5.68181818181818e-07,1.1590909090909101e-05,0,277383,0,24,0,0,0,0,0,11.6,1121,-1,0,51,1,0.1,0,0.3,0,0,6,0,0,1.2,277520,0,0,0,0,1357,84,0,0,272,Watford,Everton,Man City,Chelsea,Arsenal,3.0,0.0,2.3,3.4,3.0,35.8
Matthew,Lowton,DEF,BUR,4400000,1,77,3.9,8.86363636363636e-07,1.75e-05,0,308300,1,15,0,0,0,0,0,17.5,5708,-1,0,77,1,0.3,0,1.5,4,0,7,0,3,5.4,546576,0,0,0,0,1755,40387,0,0,364,Leicester,Chelsea,Stoke,Brighton,Arsenal,8.7,4.5,5.2,3.5,3.9,69.1
Leiva,Lucas,MID,LIV,4500000,0,0,0.0,0.0,0.0,0,1143,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,252,0,0,0,0,0,0,0,0,0,Bournemouth,West Brom,Stoke,Chelsea,Brighton,0.0,0.0,0.0,0.0,0.0,0.0
,Lucas Moura,MID,TOT,7800000,0,2,0.0625,8.01282051282051e-09,2.56410256410256e-07,0,10598,0,0,0,0,0,0,0,0.3,329,-2,0,2,2,0.0,0,0.0,0,0,0,0,0,0.0,12344,0,0,0,0,31,77,0,0,5,Man City,Brighton,Watford,West Brom,Newcastle,0.0,0.0,0.0,0.0,0.0,2.1
Romelu,Lukaku,FWD,MUN,11600000,1,153,4.9,4.2241379310344795e-07,1.31896551724138e-05,0,3626017,4,25,0,0,0,15,0,13.2,33256,1,0,153,-1,0.4,1,4.5,17,0,14,0,7,32.4,2753189,0,0,0,3,2699,222566,0,0,552,West Brom,Bournemouth,Arsenal,Brighton,West Ham,12.8,0.0,6.8,9.6,6.9,253.9
Dodi,Lukebakio,MID,WAT,4900000,0,1,0.0303030303030303,6.18429189857761e-09,2.04081632653061e-07,0,135,0,1,0,0,0,0,0,0.2,6,-1,0,1,1,0.0,0,0.0,0,0,0,0,0,0.0,193,0,0,0,0,15,7,0,0,5,Huddersfield,Crystal Palace,Tottenham,Newcastle,Man Utd,0.0,0.0,0.0,0.0,0.0,3.6
Levi,Lumeka,MID,CRY,4400000,0,1,0.0303030303030303,6.8870523415978e-09,2.2727272727272702e-07,0,715,0,0,0,0,0,0,0,0.2,17,-1,0,1,1,0.0,0,0.0,0,0,0,0,0,0.0,800,0,0,0,0,25,9,0,0,3,Brighton,Watford,Leicester,Stoke,West Brom,0.0,0.0,0.0,0.0,0.0,2.3
Matt,Macey,GLK,ARS,5000000,0,0,0.0,0.0,0.0,0,505,0,0,0,0,0,0,0,0.0,20,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,494,0,0,0,0,0,13,0,0,0,Newcastle,West Ham,Man Utd,Burnley,Leicester,0.0,0.0,0.0,0.0,0.0,0.0
Niki,Maenpaa,GLK,BHA,3900000,0,0,0.0,0.0,0.0,0,54144,0,0,0,0,0,0,0,0.0,2344,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,2.0,81038,0,0,0,0,0,10571,0,0,0,Crystal Palace,Tottenham,Burnley,Man Utd,Man City,0.0,0.0,0.0,0.0,0.0,0.0
Harry,Maguire,DEF,LEI,5600000,0,107,3.3,5.892857142857139e-07,1.91071428571429e-05,0,802058,7,45,0,0,0,2,0,19.1,18886,6,0,107,-6,0.4,0,2.5,10,0,8,0,4,12.9,1358830,0,0,0,1,2880,36593,0,0,618,Burnley,Southampton,Crystal Palace,West Ham,Arsenal,6.8,0.0,4.2,8.5,3.0,138.9
Connor,Mahoney,MID,BOU,4500000,0,0,0.0,0.0,0.0,0,140,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,153,0,0,0,0,0,0,0,0,0,Liverpool,Man Utd,Southampton,Swansea,Burnley,0.0,0.0,0.0,0.0,0.0,0.0
Riyad,Mahrez,MID,LEI,9000000,2,166,5.5,6.11111111111111e-07,1.8444444444444397e-05,0,1400138,1,36,0,0,0,10,0,18.4,39621,5,0,166,-5,0.3,0,2.5,18,0,8,0,11,14.4,1976181,0,0,0,3,2408,56483,0,0,561,Burnley,Southampton,Crystal Palace,West Ham,Arsenal,12.8,0.0,5.7,14.8,4.7,227.2
Ainsley,Maitland-Niles,MID,ARS,4500000,0,19,0.59375,1.3194444444444401e-07,4.2222222222222194e-06,0,11819,0,10,0,0,0,0,0,4.2,352,0,0,19,0,0.0,0,0.0,0,0,3,0,0,0.1,14395,0,0,0,0,653,13,0,0,104,Newcastle,West Ham,Man Utd,Burnley,Leicester,0.3,0.3,0.3,0.6,0.3,23.9
Moses,Makasi,MID,WHU,4500000,0,0,0.0,0.0,0.0,0,417,0,0,0,0,0,0,0,0.0,3,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,520,0,0,0,0,0,0,0,0,0,Stoke,Arsenal,Man City,Leicester,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0
Scott,Malone,DEF,HUD,4300000,0,38,1.1515151515151498,2.67794221282593e-07,8.83720930232558e-06,0,21323,3,22,0,0,0,0,0,8.8,396,-2,0,38,2,0.2,0,0.7,4,0,3,0,1,0.2,21505,0,0,0,1,1065,35,0,0,205,Watford,Everton,Man City,Chelsea,Arsenal,1.0,0.0,0.6,1.2,0.9,42.8
Sadio,Mane,MID,LIV,9500000,3,131,5.2,5.47368421052632e-07,1.3789473684210501e-05,0,1856949,3,23,0,0,0,9,0,13.8,75274,0,0,131,0,0.6,0,6.0,8,0,12,0,8,9.9,1194670,0,0,0,3,1885,10131,0,1,440,Bournemouth,West Brom,Stoke,Chelsea,Brighton,6.7,5.5,6.6,4.7,6.7,199.8
Eliaquim,Mangala,DEF,EVE,5000000,0,22,2.0,4e-07,4.4e-06,0,30290,0,7,0,0,0,0,0,4.4,138,0,0,22,0,0.0,0,0.0,0,0,2,0,0,0.2,30965,0,0,0,0,617,8,0,0,118,Swansea,Newcastle,Huddersfield,Southampton,West Ham,0.0,0.0,0.0,0.0,0.0,16.8
Javier,Manquillo,DEF,NEW,4300000,0,45,2.3,5.348837209302331e-07,1.0465116279069802e-05,0,114357,2,29,0,0,0,0,0,10.5,893,-2,0,45,2,0.0,0,0.0,1,0,4,0,0,0.7,83245,0,0,0,0,1691,24,0,0,229,Arsenal,Everton,West Brom,Watford,Tottenham,2.5,1.2,2.2,3.5,2.3,41.3
Solomon,March,MID,BHA,4800000,8,67,2.09375,4.36197916666667e-07,1.3958333333333301e-05,0,46635,3,25,0,0,0,1,0,14.0,463,-2,0,67,2,0.9,0,4.5,3,0,6,0,3,0.3,48180,0,0,0,0,1713,3025,0,0,270,Crystal Palace,Tottenham,Burnley,Man Utd,Man City,2.5,0.0,1.2,2.5,1.0,93.6
Adrian,Mariappa,DEF,WAT,4200000,1,47,2.0,4.76190476190476e-07,1.1190476190476199e-05,0,403779,3,39,0,0,0,0,0,11.2,12520,2,0,47,-2,0.2,0,0.7,2,0,5,0,0,5.3,520271,0,0,0,1,1839,3103,0,0,302,Huddersfield,Crystal Palace,Tottenham,Newcastle,Man Utd,1.2,2.6,1.3,1.6,1.0,51.3
