FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW2Forecast,GW3Forecast,GW4Forecast,GW5Forecast,GW6Forecast,GW7Forecast,GW8Forecast,GW9Forecast,GW10Forecast,GW11Forecast,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Olayinka Fredrick Oladotun,Ladapo,FWD,CRY,4500000,0,0,0.0,0.0,0.0,0,984,0,0,0,0,0,0,0,0.0,984,0,0,0,0,0.0,0,0,0,0,0,0,0,0.1,2571,0,0,0,0,0,2571,0,0,0,Liverpool,Swansea,Burnley,Southampton,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adam,Lallana,MID,LIV,7500000,0,0,0.0,0.0,0.0,0,15925,0,0,0,0,0,0,0,0.0,15925,0,0,0,0,0.0,0,0,0,0,0,0,0,0.7,397,0,0,0,0,0,397,0,0,0,Crystal Palace,Arsenal,Man City,Burnley,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Erik,Lamela,MID,TOT,6500000,0,0,0.0,0.0,0.0,0,1024,0,0,0,0,0,0,0,0.0,1024,0,0,0,0,0.0,0,0,0,0,0,0,0,0.1,146,0,0,0,0,0,146,0,0,0,Chelsea,Burnley,Everton,Swansea,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Manuel,Lanzini,MID,WHU,7000000,0,0,0.0,0.0,0.0,0,14644,0,0,0,0,0,0,0,0.0,14644,0,0,0,0,0.0,0,0,0,0,0,0,0,1.1,549,0,0,0,0,0,549,0,0,0,Southampton,Newcastle,Huddersfield,West Brom,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jamaal,Lascelles,DEF,NEW,4500000,1,1,1.0,2.22222222222222e-07,2.22222222222222e-07,0,4886,0,2,0,0,0,0,0,0.2,4886,0,0,1,0,0.2,0,1,0,0,0,0,0,1.6,2070,0,0,0,0,83,2070,0,0,14,Huddersfield,West Ham,Swansea,Stoke,Brighton,0.5,0.9,0.5,0.7,0.9,0.5,0.7,1.1,0.5,0.7,0.5,0.5,0.9,0.5,0.5,0.5,0.5,0.7,0.5,1.1,0.5,0.7,0.5,0.5,0.9,0.5,0.5,0.5,0.9,1.2,0.5,0.5,0.5,0.5,1.1,0.5,0.5,2.8
,Lee Chung-yong,MID,CRY,4500000,0,0,0.0,0.0,0.0,0,656,0,0,0,0,0,0,0,0.0,656,0,0,0,0,0.0,0,0,0,0,0,0,0,0.1,170,0,0,0,0,0,170,0,0,0,Liverpool,Swansea,Burnley,Southampton,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Florian,Lejeune,DEF,NEW,4500000,1,1,0.33333333333333304,7.40740740740741e-08,2.22222222222222e-07,0,9468,0,0,0,0,0,0,0,0.2,9468,0,0,1,0,0.2,0,1,0,0,0,0,0,0.6,223,0,0,0,0,33,223,0,0,4,Huddersfield,West Ham,Swansea,Stoke,Brighton,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3
Jonathan,Leko,MID,WBA,4500000,0,0,0.0,0.0,0.0,0,552,0,0,0,0,0,0,0,0.0,552,0,0,0,0,0.0,0,0,0,0,0,0,0,0.1,208,0,0,0,0,0,208,0,0,0,Burnley,Stoke,Brighton,West Ham,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mario,Lemina,MID,SOU,5000000,0,0,0.0,0.0,0.0,0,1463,0,0,0,0,0,0,0,0.0,1463,0,0,0,0,0.0,0,0,0,0,0,0,0,0.2,1584,0,0,0,0,0,1584,0,0,0,West Ham,Huddersfield,Watford,Crystal Palace,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aaron,Lennon,MID,EVE,5500000,0,0,0.0,0.0,0.0,0,1109,0,0,0,0,0,0,0,0.0,1109,0,0,0,0,0.0,0,0,0,0,0,0,0,0.1,98,0,0,0,0,0,98,0,0,0,Man City,Chelsea,Tottenham,Man Utd,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Lewis Cook,MID,BOU,4500000,0,0,0.0,0.0,0.0,0,3117,0,0,0,0,0,0,0,0.0,3117,0,0,0,0,0.0,0,0,0,0,0,0,0,0.6,422,0,0,0,0,0,422,0,0,0,Watford,Man City,Arsenal,Brighton,Everton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Victor,Lindelof,DEF,MUN,5400000,0,0,0.0,0.0,0.0,0,82681,0,0,0,0,0,0,0,0.0,82681,-1,1,0,1,0.0,0,0,0,0,0,0,0,4.4,3858,0,0,0,0,0,3858,-1,0,0,Swansea,Leicester,Stoke,Everton,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jesse,Lingard,MID,MUN,6000000,1,1,0.33333333333333304,5.5555555555555594e-08,1.66666666666667e-07,0,2454,0,0,0,0,0,0,0,0.2,2454,0,0,1,0,0.2,0,1,0,0,0,0,0,0.4,1451,0,0,0,0,2,1451,0,0,3,Swansea,Leicester,Stoke,Everton,Southampton,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1
Jake,Livermore,MID,WBA,5000000,3,3,3.0,6e-07,6e-07,0,711,0,0,0,0,0,0,0,0.6,711,0,0,3,0,0.6,0,3,0,0,1,0,0,0.2,740,0,0,0,0,90,740,0,0,13,Burnley,Stoke,Brighton,West Ham,Arsenal,2.3,3.9,2.7,3.7,1.6,2.5,2.3,2.5,2.6,2.0,3.7,1.5,4.3,4.1,2.7,1.6,1.7,3.3,3.7,2.2,3.1,3.3,3.1,2.0,3.1,3.1,2.6,2.0,2.9,3.5,2.9,3.3,1.5,2.2,3.7,2.0,3.5,6.0
Fernando,Llorente,FWD,SWA,7500000,0,0,0.0,0.0,0.0,0,2017,0,0,0,0,0,0,0,0.0,2017,0,0,0,0,0.0,0,0,0,0,0,0,0,0.2,103,0,0,0,0,0,103,0,0,0,Man Utd,Crystal Palace,Newcastle,Tottenham,Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hugo,Lloris,GLK,TOT,5500000,7,7,7.0,1.2727272727272698e-06,1.2727272727272698e-06,0,17185,0,0,0,3,0,0,0,1.3,17185,0,0,7,0,1.3,0,7,0,0,1,0,0,14.5,24693,0,0,0,0,90,24693,0,0,28,Chelsea,Burnley,Everton,Swansea,West Ham,8.5,8.0,5.8,9.9,8.7,5.8,9.9,8.0,5.4,9.9,5.6,9.9,5.1,8.2,9.9,9.9,7.5,6.6,9.9,9.9,8.7,7.2,8.7,6.8,6.6,7.0,8.7,7.2,8.7,9.9,7.1,8.7,8.8,8.7,9.5,8.7,6.5,2.1
Ruben,Loftus-Cheek,MID,CRY,4500000,2,2,2.0,4.44444444444444e-07,4.44444444444444e-07,0,25213,0,3,0,0,0,0,0,0.4,25213,0,0,2,0,0.4,0,2,0,0,0,0,0,11.6,30514,0,0,0,0,90,30514,0,0,20,Liverpool,Swansea,Burnley,Southampton,Man City,1.0,1.8,1.2,1.6,1.0,1.0,2.1,2.5,2.1,1.0,2.1,2.2,1.4,1.0,2.3,1.3,1.2,1.4,1.1,1.4,1.3,1.5,1.0,1.7,2.8,1.7,1.0,1.0,1.7,1.0,1.1,1.9,1.8,1.0,1.5,1.8,1.2,5.4
Jason,Lokilo,MID,CRY,4500000,0,0,0.0,0.0,0.0,0,756,0,0,0,0,0,0,0,0.0,756,0,0,0,0,0.0,0,0,0,0,0,0,0,0.1,170,0,0,0,0,0,170,0,0,0,Liverpool,Swansea,Burnley,Southampton,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joe,Lolley,MID,HUD,4500000,0,0,0.0,0.0,0.0,0,342,0,0,0,0,0,0,0,0.0,342,0,0,0,0,0.0,0,0,0,0,0,0,0,0.1,90,0,0,0,0,0,90,0,0,0,Newcastle,Southampton,West Ham,Leicester,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kevin,Long,DEF,BUR,4000000,0,0,0.0,0.0,0.0,0,8339,0,0,0,0,0,0,0,0.0,8339,0,0,0,0,0.0,0,0,0,0,0,0,0,3.2,7697,0,0,0,0,0,7697,0,0,0,West Brom,Tottenham,Crystal Palace,Liverpool,Huddersfield,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shane,Long,FWD,SOU,5900000,0,0,0.0,0.0,0.0,0,7185,0,0,0,0,0,0,0,0.0,7185,-1,1,0,1,0.0,0,0,0,0,0,0,0,0.6,691,0,0,0,0,0,691,-1,0,0,West Ham,Huddersfield,Watford,Crystal Palace,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ademola,Lookman,MID,EVE,5500000,0,0,0.0,0.0,0.0,0,1629,0,0,0,0,0,0,0,0.0,1629,0,0,0,0,0.0,0,0,0,0,0,0,0,0.2,153,0,0,0,0,0,153,0,0,0,Man City,Chelsea,Tottenham,Man Utd,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jonas,Lossl,GLK,HUD,4500000,9,9,9.0,2e-06,2e-06,0,5138,0,0,0,4,0,0,0,2.0,5138,0,0,9,0,2.0,0,9,2,0,1,0,0,3.0,46636,0,0,0,1,90,46636,0,0,31,Newcastle,Southampton,West Ham,Leicester,Burnley,12.8,12.8,11.2,9.4,9.6,12.8,11.2,9.9,9.6,12.8,11.2,12.4,8.4,8.6,12.8,12.0,11.2,11.2,12.8,11.3,7.6,12.8,11.2,11.3,8.1,12.8,11.2,11.2,12.8,12.8,11.2,11.2,12.8,10.3,10.4,10.7,10.2,3.0
Dejan,Lovren,DEF,LIV,5500000,1,1,1.0,1.81818181818182e-07,1.81818181818182e-07,0,7562,0,3,0,0,0,0,0,0.2,7562,0,0,1,0,0.2,0,1,0,0,0,0,0,2.0,4644,0,0,0,0,90,4644,0,0,17,Crystal Palace,Arsenal,Man City,Burnley,Leicester,1.1,0.5,0.5,0.5,0.5,0.6,0.5,1.2,0.5,0.7,0.9,0.5,0.5,0.9,0.5,1.1,0.5,0.5,0.7,0.5,0.5,0.5,0.5,0.5,1.4,0.7,0.9,0.8,0.5,0.5,0.9,0.5,0.7,0.9,0.7,0.5,1.1,5.6
Chris,Lowe,DEF,HUD,4500000,6,6,6.0,1.33333333333333e-06,1.33333333333333e-06,0,1859,0,0,0,0,0,0,0,1.3,1859,0,0,6,0,1.3,0,6,0,0,1,0,0,0.8,6915,0,0,0,0,90,6915,0,0,16,Newcastle,Southampton,West Ham,Leicester,Burnley,8.5,8.5,7.4,5.1,5.2,8.5,7.4,5.4,5.2,8.5,7.4,7.1,4.4,4.6,8.5,6.9,6.6,7.4,8.5,6.4,4.0,8.5,7.4,6.4,4.2,8.5,7.4,7.4,8.5,8.5,7.4,7.4,7.8,5.7,5.7,5.9,5.6,2.6
Matthew,Lowton,DEF,BUR,4500000,4,4,4.0,8.888888888888891e-07,8.888888888888891e-07,0,2420,0,2,0,0,0,0,0,0.9,2420,0,0,4,0,0.9,0,4,0,0,0,0,1,1.2,6106,0,0,0,0,90,6106,0,0,22,West Brom,Tottenham,Crystal Palace,Liverpool,Huddersfield,5.7,5.0,5.7,2.7,3.0,2.3,5.7,3.2,5.7,5.0,5.3,2.9,4.5,2.0,4.4,5.3,5.0,5.7,2.1,2.3,3.4,5.0,2.8,5.0,4.0,4.5,5.7,3.0,5.0,3.8,5.0,3.6,2.6,4.5,5.7,2.2,5.3,5.0
Leiva,Lucas,MID,LIV,4500000,0,0,0.0,0.0,0.0,0,379,0,0,0,0,0,0,0,0.0,379,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,37,0,0,0,0,0,37,0,0,0,Crystal Palace,Arsenal,Man City,Burnley,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Romelu,Lukaku,FWD,MUN,11600000,13,13,13.0,1.12068965517241e-06,1.12068965517241e-06,0,12395,0,0,0,0,0,2,0,1.1,12395,1,-1,13,-1,1.1,0,13,3,0,1,0,0,53.7,196994,0,0,0,1,90,196994,1,0,55,Swansea,Leicester,Stoke,Everton,Southampton,12.56,14.8,12.88,14.8,12.8,14.8,12.88,12.88,13.84,12.88,14.8,14.8,12.88,12.88,14.08,14.8,12.72,12.88,14.8,14.72,12.88,14.8,12.88,14.8,14.8,12.88,14.8,12.88,14.8,12.88,14.4,12.16,14.56,12.88,14.8,12.88,14.8,19.1
Niki,Maenpaa,GLK,BHA,4000000,0,0,0.0,0.0,0.0,0,3165,0,0,0,0,0,0,0,0.0,3165,0,0,0,0,0.0,0,0,0,0,0,0,0,1.4,1123,0,0,0,0,0,1123,0,0,0,Leicester,Watford,West Brom,Bournemouth,Newcastle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Harry,Maguire,DEF,LEI,5000000,3,3,3.0,6e-07,6e-07,0,3992,0,4,0,0,0,0,0,0.6,3992,0,0,3,0,0.6,0,3,0,0,0,0,1,2.2,20719,0,0,0,0,90,20719,0,0,22,Brighton,Man Utd,Chelsea,Huddersfield,Liverpool,4.3,1.5,2.4,1.5,2.2,3.0,4.3,3.0,1.9,3.0,2.5,3.7,4.3,2.2,3.3,3.7,4.3,1.7,2.3,1.6,1.9,1.9,2.9,1.5,3.6,2.0,3.6,3.6,3.7,1.8,3.7,3.9,1.6,4.3,3.7,4.3,3.7,6.3
Riyad,Mahrez,MID,LEI,8500000,5,5,5.0,5.882352941176471e-07,5.882352941176471e-07,0,8788,0,4,0,0,0,0,0,0.6,8788,0,0,5,0,0.6,0,5,0,0,0,0,1,3.4,32750,0,0,0,0,90,32750,0,0,10,Brighton,Man Utd,Chelsea,Huddersfield,Liverpool,6.7,3.1,7.1,4.6,4.8,6.2,5.2,5.8,7.1,6.2,5.6,6.2,4.5,6.0,6.2,5.4,7.1,4.0,4.5,3.9,5.6,6.2,5.5,6.2,6.7,4.6,7.1,7.1,4.2,4.8,5.8,7.1,5.1,6.4,6.2,7.1,3.5,5.3
Scott,Malone,DEF,HUD,4500000,0,0,0.0,0.0,0.0,0,1338,0,0,0,0,0,0,0,0.0,1338,0,0,0,0,0.0,0,0,0,0,0,0,0,0.1,89,0,0,0,0,0,89,0,0,0,Newcastle,Southampton,West Ham,Leicester,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sadio,Mane,MID,LIV,9500000,6,6,6.0,6.31578947368421e-07,6.31578947368421e-07,0,31935,1,3,0,0,0,1,0,0.6,31935,0,0,6,0,0.6,0,6,0,0,0,0,0,24.3,72091,0,0,0,0,90,72091,0,0,18,Crystal Palace,Arsenal,Man City,Burnley,Leicester,8.5,6.4,6.1,7.8,6.6,7.4,5.3,4.7,7.3,7.4,8.1,8.5,7.4,7.4,8.5,6.7,7.4,5.2,8.5,7.8,6.6,7.3,7.4,6.1,5.9,7.0,8.5,8.5,4.2,7.1,7.4,7.4,8.5,5.5,8.5,7.4,8.5,9.2
Eliaquim,Mangala,DEF,MCI,5000000,0,0,0.0,0.0,0.0,0,69,0,0,0,0,0,0,0,0.0,69,0,0,0,0,0.0,0,0,0,0,0,0,0,0.1,277,0,0,0,0,0,277,0,0,0,Everton,Bournemouth,Liverpool,Watford,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Javier,Manquillo,DEF,NEW,4500000,1,1,1.0,2.22222222222222e-07,2.22222222222222e-07,0,4168,0,2,0,0,0,0,0,0.2,4168,0,0,1,0,0.2,0,1,0,0,0,0,0,1.3,2844,0,0,0,0,90,2844,0,0,16,Huddersfield,West Ham,Swansea,Stoke,Brighton,0.5,0.9,0.5,0.7,0.9,0.5,0.7,1.1,0.5,0.7,0.5,0.5,0.9,0.5,0.5,0.5,0.5,0.7,0.5,1.1,0.5,0.7,0.5,0.5,0.9,0.5,0.5,0.5,0.9,1.2,0.5,0.5,0.5,0.5,1.1,0.5,0.5,3.3
Solomon,March,MID,BHA,5000000,2,2,2.0,4e-07,4e-07,0,643,0,2,0,0,0,0,0,0.4,643,0,0,2,0,0.4,0,2,0,0,0,0,0,0.2,366,0,0,0,0,76,366,0,0,14,Leicester,Watford,West Brom,Bournemouth,Newcastle,1.2,1.0,1.2,1.9,2.8,1.0,2.1,1.7,1.6,1.4,2.2,1.0,2.3,1.1,1.0,1.0,1.5,1.3,1.7,2.5,2.3,1.0,2.1,1.3,2.1,1.8,1.8,1.1,1.7,1.0,1.5,1.4,1.9,1.0,1.2,1.0,1.0,1.6
Adrian,Mariappa,DEF,WAT,4000000,0,0,0.0,0.0,0.0,0,11519,0,0,0,0,0,0,0,0.0,11519,0,0,0,0,0.0,0,0,0,0,0,0,0,3.9,5592,0,0,0,0,0,5592,0,0,0,Bournemouth,Brighton,Southampton,Man City,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dean,Marney,MID,BUR,4500000,0,0,0.0,0.0,0.0,0,215,0,0,0,0,0,0,0,0.0,215,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,56,0,0,0,0,0,56,0,0,0,West Brom,Tottenham,Crystal Palace,Liverpool,Huddersfield,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anthony,Martial,MID,MUN,8000000,10,10,3.3333333333333304,4.1666666666666704e-07,1.25e-06,0,5910,0,0,0,0,0,1,0,1.3,5910,0,0,10,0,1.3,0,10,1,0,0,0,1,1.9,20518,0,0,0,0,10,20518,0,0,32,Swansea,Leicester,Stoke,Everton,Southampton,3.2,3.4,3.8,4.3,2.9,4.7,2.0,2.4,2.3,3.7,4.7,3.8,2.4,2.0,3.1,4.7,2.1,2.7,3.4,3.6,3.7,4.5,2.7,1.8,3.1,4.1,4.3,4.1,2.6,3.7,3.8,2.4,2.8,4.1,2.6,3.2,3.0,8.4
Cuco,Martina,DEF,EVE,4500000,0,0,0.0,0.0,0.0,0,4522,1,0,0,0,0,0,0,0.0,4522,0,0,0,0,0.0,0,0,0,0,0,0,0,0.6,579,0,0,0,0,45,579,0,0,4,Man City,Chelsea,Tottenham,Man Utd,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9
Damian Emiliano,Martinez,GLK,ARS,4000000,0,0,0.0,0.0,0.0,0,5553,0,0,0,0,0,0,0,0.0,5553,0,0,0,0,0.0,0,0,0,0,0,0,0,1.0,111,0,0,0,0,0,111,0,0,0,Stoke,Liverpool,Bournemouth,Chelsea,West Brom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bruno,Martins Indi,DEF,STK,5000000,0,0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0,0.0,6,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,38,0,0,0,0,0,38,0,0,0,Arsenal,West Brom,Man Utd,Newcastle,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brandon,Mason,DEF,WAT,4000000,0,0,0.0,0.0,0.0,0,4686,0,0,0,0,0,0,0,0.0,4686,0,0,0,0,0.0,0,0,0,0,0,0,0,1.6,3305,0,0,0,0,0,3305,0,0,0,Bournemouth,Brighton,Southampton,Man City,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arthur,Masuaku,DEF,WHU,4500000,1,1,1.0,2.22222222222222e-07,2.22222222222222e-07,0,1178,0,2,0,0,0,0,0,0.2,1178,0,0,1,0,0.2,0,1,0,0,0,0,0,0.3,1237,0,0,0,0,80,1237,0,0,14,Southampton,Newcastle,Huddersfield,West Brom,Tottenham,0.7,0.6,0.5,0.9,1.4,0.7,0.5,1.1,0.9,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.8,0.5,1.2,1.1,0.5,0.7,1.1,0.9,0.5,0.5,0.5,0.5,0.5,0.9,0.5,0.7,0.5,0.5,0.5,0.5,2.2
