FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW2Forecast,GW3Forecast,GW4Forecast,GW5Forecast,GW6Forecast,GW7Forecast,GW8Forecast,GW9Forecast,GW10Forecast,GW11Forecast,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Steven,Berghuis,MID,WAT,5000000,0,0,0.0,0.0,0.0,0,84,0,0,0,0,0,0,0,0.0,84,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,3,0,0,0,0,0,3,0,0,0,Bournemouth,Brighton,Southampton,Man City,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Bernardo Silva,MID,MCI,7900000,1,1,0.33333333333333304,4.21940928270042e-08,1.26582278481013e-07,0,26237,0,0,0,0,0,0,0,0.1,26237,-1,1,1,1,0.1,0,1,0,0,0,0,0,1.7,2654,0,0,0,0,7,2654,-1,0,3,Everton,Bournemouth,Liverpool,Watford,Crystal Palace,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.4
Ryan,Bertrand,DEF,SOU,5500000,8,8,8.0,1.45454545454545e-06,1.45454545454545e-06,0,18447,0,0,0,0,0,0,0,1.5,18447,0,0,8,0,1.5,0,8,2,0,1,0,0,17.1,87314,0,0,0,0,85,87314,0,0,32,West Ham,Huddersfield,Watford,Crystal Palace,Man Utd,11.4,7.2,11.4,9.9,8.3,9.9,11.4,11.4,9.9,9.6,8.0,8.8,9.1,9.9,8.6,7.9,8.7,8.8,9.9,6.7,11.4,9.9,11.4,11.4,9.9,9.6,8.0,11.4,9.9,9.9,9.9,7.0,10.2,6.3,11.4,7.2,10.6,8.1
Muhamed,Besic,MID,EVE,4500000,0,0,0.0,0.0,0.0,0,1048,0,0,0,0,0,0,0,0.0,1048,0,0,0,0,0.0,0,0,0,0,0,0,0,0.2,300,0,0,0,0,0,300,0,0,0,Man City,Chelsea,Tottenham,Man Utd,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Philip,Billing,MID,HUD,4500000,3,3,3.0,6.66666666666667e-07,6.66666666666667e-07,0,1549,0,0,0,0,0,0,0,0.7,1549,0,0,3,0,0.7,0,3,0,0,1,0,0,0.4,7219,0,0,0,0,90,7219,0,0,14,Newcastle,Southampton,West Ham,Leicester,Burnley,4.3,3.1,3.1,2.9,2.3,2.0,2.7,1.7,1.6,2.3,3.5,2.6,1.6,3.1,3.3,3.7,2.0,2.5,3.9,2.9,2.3,3.7,3.3,2.2,1.5,4.1,1.8,1.5,3.3,4.1,3.7,2.7,2.5,3.1,3.7,2.0,2.2,3.0
Daley,Blind,DEF,MUN,5500000,6,6,6.0,1.0909090909090901e-06,1.0909090909090901e-06,0,5648,0,0,0,0,0,0,0,1.1,5648,0,0,6,0,1.1,0,6,0,0,1,0,0,2.3,33333,0,0,0,0,90,33333,0,0,23,Swansea,Leicester,Stoke,Everton,Southampton,7.4,5.1,7.4,5.7,7.4,8.5,5.2,4.6,8.5,5.7,8.5,8.5,6.6,4.4,7.1,8.5,7.4,4.0,6.4,8.5,4.6,8.5,5.2,7.4,5.7,7.4,6.9,7.4,6.4,7.4,8.5,5.9,8.5,7.4,5.6,7.4,7.8,5.3
Jeremie,Boga,MID,CHE,6000000,1,1,1.0,1.66666666666667e-07,1.66666666666667e-07,0,72,0,0,0,0,0,0,0,0.2,72,0,0,1,0,0.2,0,1,0,0,0,0,0,0.0,258,0,0,0,0,17,258,0,0,1,Tottenham,Everton,Leicester,Arsenal,Stoke,0.5,0.7,0.5,0.5,0.6,0.5,0.6,0.5,0.6,0.5,0.5,0.5,0.6,1.1,0.5,0.5,0.5,0.5,0.6,0.8,0.5,0.5,0.5,0.8,0.5,0.5,0.5,0.5,0.8,0.5,0.5,0.7,0.5,0.5,0.5,0.5,0.9,0.0
,Bojan,MID,STK,5500000,2,2,2.0,3.63636363636364e-07,3.63636363636364e-07,0,590,0,1,0,0,0,0,0,0.4,590,0,0,2,0,0.4,0,2,0,0,0,0,0,0.2,1188,0,0,0,0,71,1188,0,0,5,Arsenal,West Brom,Man Utd,Newcastle,Chelsea,1.1,1.0,1.0,2.5,2.1,1.6,1.0,2.3,1.0,1.5,1.4,1.9,1.1,1.8,1.0,1.2,2.1,1.2,1.0,1.7,2.8,1.0,1.4,1.3,1.9,1.8,1.2,1.3,1.4,2.1,1.0,1.0,1.7,1.5,1.0,2.3,1.4,1.9
Yannick,Bolasie,MID,EVE,6500000,0,0,0.0,0.0,0.0,0,1083,0,0,0,0,0,0,0,0.0,1083,0,0,0,0,0.0,0,0,0,0,0,0,0,0.1,97,0,0,0,0,0,97,0,0,0,Man City,Chelsea,Tottenham,Man Utd,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gaetan,Bong,DEF,BHA,4500000,0,0,0.0,0.0,0.0,0,710,0,0,0,0,0,0,0,0.0,710,0,0,0,0,0.0,0,0,0,0,0,0,0,0.1,63,0,0,0,0,0,63,0,0,0,Leicester,Watford,West Brom,Bournemouth,Newcastle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Artur,Boruc,GLK,BOU,4500000,0,0,0.0,0.0,0.0,0,24070,0,0,0,0,0,0,0,0.0,24070,0,0,0,0,0.0,0,0,0,0,0,0,0,4.2,342,0,0,0,0,0,342,0,0,0,Watford,Man City,Arsenal,Brighton,Everton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sofiane,Boufal,MID,SOU,6000000,1,1,0.33333333333333304,5.5555555555555594e-08,1.66666666666667e-07,0,1786,0,0,0,0,0,0,0,0.2,1786,0,0,1,0,0.2,0,1,0,0,0,0,0,0.2,342,0,0,0,0,19,342,0,0,8,West Ham,Huddersfield,Watford,Crystal Palace,Man Utd,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,2.1
,Brad Smith,DEF,BOU,4000000,0,0,0.0,0.0,0.0,0,14320,0,0,0,0,0,0,0,0.0,14320,0,0,0,0,0.0,0,0,0,0,0,0,0,4.7,17146,0,0,0,0,0,17146,0,0,0,Watford,Man City,Arsenal,Brighton,Everton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Robbie,Brady,MID,BUR,5500000,1,1,1.0,1.81818181818182e-07,1.81818181818182e-07,0,1256,1,2,0,0,0,0,0,0.2,1256,0,0,1,0,0.2,0,1,0,0,0,0,0,0.5,4422,0,0,0,0,90,4422,0,0,4,West Brom,Tottenham,Crystal Palace,Liverpool,Huddersfield,0.5,0.5,0.8,0.5,0.5,0.5,0.7,0.5,1.1,0.5,0.6,0.5,0.6,0.5,0.5,0.8,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.9,0.5,0.5,0.5,0.7,0.5,0.7,0.5,0.5,0.5,0.6,0.6,0.5,0.8,8.1
Claudio,Bravo,GLK,MCI,5000000,0,0,0.0,0.0,0.0,0,7606,0,0,0,0,0,0,0,0.0,7606,0,0,0,0,0.0,0,0,0,0,0,0,0,0.8,651,0,0,0,0,0,651,0,0,0,Everton,Bournemouth,Liverpool,Watford,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Miguel,Britos,DEF,WAT,4500000,7,7,7.0,1.55555555555556e-06,1.55555555555556e-06,0,4792,0,3,0,0,0,1,0,1.6,4792,0,0,7,0,1.6,0,7,0,0,0,0,0,1.3,21454,0,0,0,0,90,21454,0,0,24,Bournemouth,Brighton,Southampton,Man City,Swansea,8.7,9.9,8.7,8.8,8.7,8.7,7.0,7.1,9.9,5.8,9.9,8.7,6.8,9.9,6.6,8.7,7.2,8.7,6.5,9.9,7.5,9.9,5.1,8.7,8.5,8.7,7.2,9.9,5.6,6.6,9.9,8.0,5.8,9.9,8.7,9.9,5.4,9.0
Leon,Britton,MID,SWA,4500000,3,3,3.0,6.66666666666667e-07,6.66666666666667e-07,0,955,0,0,0,0,0,0,0,0.7,955,0,0,3,0,0.7,0,3,0,0,1,0,0,0.2,1503,0,0,0,0,73,1503,0,0,6,Man Utd,Crystal Palace,Newcastle,Tottenham,Watford,0.0,3.5,4.3,1.5,2.5,3.1,2.6,2.9,1.6,3.3,2.3,4.1,3.1,3.3,2.3,2.6,3.1,4.1,1.6,2.0,2.0,3.7,2.2,2.2,2.3,2.9,2.7,3.7,2.0,3.1,1.5,1.8,3.7,2.0,3.7,3.5,3.9,0.7
Isaiah,Brown,MID,BHA,5500000,1,1,0.33333333333333304,6.06060606060606e-08,1.81818181818182e-07,0,1002,0,0,0,0,0,0,0,0.2,1002,0,0,1,0,0.2,0,1,0,0,0,0,0,0.1,50,0,0,0,0,23,50,0,0,4,Leicester,Watford,West Brom,Bournemouth,Newcastle,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3
,Bruno,DEF,BHA,4500000,1,1,1.0,2.22222222222222e-07,2.22222222222222e-07,0,916,0,2,0,0,0,0,0,0.2,916,0,0,1,0,0.2,0,1,0,0,0,0,0,0.3,758,0,0,0,0,90,758,0,0,14,Leicester,Watford,West Brom,Bournemouth,Newcastle,0.5,0.5,1.1,0.5,0.8,0.5,0.5,0.7,0.9,0.5,0.7,0.5,1.1,0.5,0.5,1.2,0.5,0.5,0.5,0.6,0.7,0.9,0.5,0.7,0.9,0.5,0.7,0.5,0.5,0.5,0.5,0.5,0.9,1.4,0.5,0.5,0.5,2.1
Chris,Brunt,MID,WBA,5500000,8,8,8.0,1.45454545454545e-06,1.45454545454545e-06,0,5785,0,0,0,0,0,0,0,1.5,5785,0,0,8,0,1.5,0,8,2,0,1,0,1,1.6,47377,0,0,0,0,90,47377,0,0,29,Burnley,Stoke,Brighton,West Ham,Arsenal,9.9,11.4,9.9,11.4,8.0,10.6,9.9,9.9,10.8,9.3,11.4,7.5,11.4,11.4,9.9,8.0,8.2,9.9,11.4,9.6,9.9,11.4,9.9,9.3,11.4,9.9,10.8,9.1,11.4,9.9,11.4,11.4,6.6,9.6,9.9,9.1,9.9,7.2
Harry,Bunn,MID,HUD,4500000,0,0,0.0,0.0,0.0,0,165,0,0,0,0,0,0,0,0.0,165,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,14,0,0,0,0,0,14,0,0,0,Newcastle,Southampton,West Ham,Leicester,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jack,Butland,GLK,STK,5000000,3,3,3.0,6e-07,6e-07,0,3695,0,1,0,3,0,0,0,0.6,3695,0,0,3,0,0.6,0,3,0,0,0,0,0,2.2,1752,0,0,0,0,90,1752,0,0,14,Arsenal,West Brom,Man Utd,Newcastle,Chelsea,1.8,3.7,1.7,3.3,2.4,4.3,2.0,3.6,2.3,1.6,3.7,3.7,2.2,3.6,3.7,1.6,4.3,4.3,1.5,1.9,3.9,1.5,1.9,2.9,3.0,4.3,1.5,3.7,2.5,1.9,1.5,4.3,3.7,2.2,1.6,4.3,3.0,2.2
Sam,Byram,DEF,WHU,4500000,0,0,0.0,0.0,0.0,0,1087,0,0,0,0,0,0,0,0.0,1087,0,0,0,0,0.0,0,0,0,0,0,0,0,0.2,112,0,0,0,0,0,112,0,0,0,Southampton,Newcastle,Huddersfield,West Brom,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Willy,Caballero,GLK,CHE,5000000,0,0,0.0,0.0,0.0,0,779,0,0,0,0,0,0,0,0.0,779,0,0,0,0,0.0,0,0,0,0,0,0,0,0.1,93,0,0,0,0,0,93,0,0,0,Tottenham,Everton,Leicester,Arsenal,Stoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yohan,Cabaye,MID,CRY,5500000,0,0,0.0,0.0,0.0,0,4829,0,0,0,0,0,0,0,0.0,4829,0,0,0,0,0.0,0,0,0,0,0,0,0,0.4,277,0,0,0,0,0,277,0,0,0,Liverpool,Swansea,Burnley,Southampton,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gary,Cahill,DEF,CHE,6400000,-3,-3,-1.0,-1.5625e-07,-4.6875e-07,0,304551,0,3,0,0,0,0,0,-0.5,304551,-1,1,-3,1,-0.5,0,-3,0,0,0,0,0,7.5,1201,0,0,0,0,13,1201,-1,1,-7,Tottenham,Everton,Leicester,Arsenal,Stoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Callum Wilson,FWD,BOU,6000000,0,0,0.0,0.0,0.0,0,461,0,0,0,0,0,0,0,0.0,461,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,61,0,0,0,0,0,61,0,0,0,Watford,Man City,Arsenal,Brighton,Everton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dominic,Calvert-Lewin,FWD,EVE,5000000,5,5,5.0,1e-06,1e-06,0,4610,0,0,0,0,0,0,0,1.0,4610,0,0,5,0,1.0,0,5,0,0,1,0,1,0.8,14987,0,0,0,0,90,14987,0,0,18,Man City,Chelsea,Tottenham,Man Utd,Bournemouth,3.5,6.2,4.3,4.2,7.0,6.9,6.2,7.1,6.2,6.7,6.2,3.8,7.1,5.0,6.2,6.2,4.7,7.1,3.8,6.1,5.2,3.4,4.7,7.1,6.2,7.1,5.8,5.9,7.1,6.2,4.5,7.1,3.7,7.1,4.0,4.8,6.2,9.4
Geoff,Cameron,DEF,STK,4500000,2,2,2.0,4.44444444444444e-07,4.44444444444444e-07,0,1344,0,1,0,0,0,0,0,0.4,1344,0,0,2,0,0.4,0,2,0,0,0,0,0,0.5,1570,0,0,0,0,90,1570,0,0,13,Arsenal,West Brom,Man Utd,Newcastle,Chelsea,1.0,2.5,1.0,1.8,1.2,2.5,1.0,2.0,1.2,1.0,2.5,2.5,1.1,2.0,2.5,1.0,2.5,2.8,1.0,1.0,2.2,1.0,1.0,1.5,1.6,2.8,1.0,2.1,1.3,1.0,1.0,2.8,2.1,1.1,1.0,2.8,1.6,1.7
Emre,Can,MID,LIV,5000000,5,5,5.0,1e-06,1e-06,0,20509,0,3,0,0,0,0,0,1.0,20509,0,0,5,0,1.0,0,5,0,0,0,0,1,8.4,58970,0,0,0,0,90,58970,0,0,24,Crystal Palace,Arsenal,Man City,Burnley,Leicester,7.1,4.8,4.6,6.0,5.1,6.2,4.0,3.5,5.6,6.2,6.4,7.1,6.2,5.8,7.1,5.2,6.2,3.9,6.7,6.0,5.1,5.6,5.8,4.6,4.5,5.4,7.1,7.1,3.1,5.5,6.2,6.2,7.1,4.2,7.1,6.2,6.7,4.6
Etienne,Capoue,MID,WAT,5500000,0,0,0.0,0.0,0.0,0,62710,0,0,0,0,0,0,0,0.0,62710,0,0,0,0,0.0,0,0,0,0,0,0,0,5.7,1438,0,0,0,0,0,1438,0,0,0,Bournemouth,Brighton,Southampton,Man City,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Michael,Carrick,MID,MUN,4500000,0,0,0.0,0.0,0.0,0,7885,0,0,0,0,0,0,0,0.0,7885,0,0,0,0,0.0,0,0,0,0,0,0,0,1.0,1082,0,0,0,0,0,1082,0,0,0,Swansea,Leicester,Stoke,Everton,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andy,Carroll,FWD,WHU,6000000,0,0,0.0,0.0,0.0,0,1191,0,0,0,0,0,0,0,0.0,1191,0,0,0,0,0.0,0,0,0,0,0,0,0,0.1,204,0,0,0,0,0,204,0,0,0,Southampton,Newcastle,Huddersfield,West Brom,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tom,Carroll,MID,SWA,4500000,3,3,3.0,6.66666666666667e-07,6.66666666666667e-07,0,10514,0,0,0,0,0,0,0,0.7,10514,0,0,3,0,0.7,0,3,0,0,1,0,0,6.4,14343,0,0,0,0,90,14343,0,0,14,Man Utd,Crystal Palace,Newcastle,Tottenham,Watford,1.7,3.5,4.3,1.5,2.5,3.1,2.6,2.9,1.6,3.3,2.3,4.1,3.1,3.3,2.3,2.6,3.1,4.1,1.6,2.0,2.0,3.7,2.2,2.2,2.3,2.9,2.7,3.7,2.0,3.1,1.5,1.8,3.7,2.0,3.7,3.5,3.9,3.3
Cameron,Carter-Vickers,DEF,TOT,4500000,0,0,0.0,0.0,0.0,0,55,0,0,0,0,0,0,0,0.0,55,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,177,0,0,0,0,0,177,0,0,0,Chelsea,Burnley,Everton,Swansea,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Craig,Cathcart,DEF,WAT,4500000,0,0,0.0,0.0,0.0,0,194,0,0,0,0,0,0,0,0.0,194,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,16,0,0,0,0,0,16,0,0,0,Bournemouth,Brighton,Southampton,Man City,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Santiago,Cazorla,MID,ARS,7000000,0,0,0.0,0.0,0.0,0,396,0,0,0,0,0,0,0,0.0,396,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,82,0,0,0,0,0,82,0,0,0,Stoke,Liverpool,Bournemouth,Chelsea,West Brom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Petr,Cech,GLK,ARS,5500000,1,1,1.0,1.81818181818182e-07,1.81818181818182e-07,0,16636,0,3,0,0,0,0,0,0.2,16636,0,0,1,0,0.2,0,1,0,0,0,0,0,5.8,4296,0,0,0,0,90,4296,0,0,9,Stoke,Liverpool,Bournemouth,Chelsea,West Brom,0.5,0.5,0.7,0.5,1.1,1.1,0.5,0.5,0.7,0.5,1.4,0.5,0.5,0.5,0.7,0.7,0.8,0.5,0.9,0.9,0.5,0.5,1.1,0.5,0.5,1.2,0.5,0.9,0.5,0.5,0.7,0.9,0.6,0.9,0.5,0.5,0.5,1.2
,Cedric,DEF,SOU,5000000,6,6,6.0,1.2e-06,1.2e-06,0,19414,0,0,0,0,0,0,0,1.2,19414,0,0,6,0,1.2,0,6,0,0,1,0,0,13.1,41939,0,0,0,0,90,41939,0,0,24,West Ham,Huddersfield,Watford,Crystal Palace,Man Utd,8.5,4.6,7.8,7.4,5.4,7.4,8.5,8.5,7.4,6.4,5.2,5.7,5.9,7.4,5.6,5.1,5.7,5.7,7.4,4.2,8.5,6.6,8.5,8.5,7.4,6.4,5.2,8.5,7.4,7.4,7.4,4.4,6.9,4.0,8.5,4.6,7.1,3.9
Nacer,Chadli,MID,WBA,6000000,0,0,0.0,0.0,0.0,0,5066,0,0,0,0,0,0,0,0.0,5066,0,0,0,0,0.0,0,0,0,0,0,0,0,0.7,1008,0,0,0,0,0,1008,0,0,0,Burnley,Stoke,Brighton,West Ham,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nathaniel,Chalobah,MID,WAT,4500000,2,2,2.0,4.44444444444444e-07,4.44444444444444e-07,0,5513,0,3,0,0,0,0,0,0.4,5513,0,0,2,0,0.4,0,2,0,0,0,0,0,2.2,8248,0,0,0,0,90,8248,0,0,7,Bournemouth,Brighton,Southampton,Man City,Swansea,1.9,1.8,1.3,1.4,1.4,1.0,1.1,1.7,2.2,1.7,2.1,2.5,1.0,1.0,1.2,1.9,1.4,1.4,1.5,1.8,1.0,1.6,1.2,1.8,2.1,1.7,2.1,1.2,1.0,1.0,2.3,1.5,1.0,2.3,1.0,2.8,1.0,1.0
,Chamberlain,MID,ARS,6000000,2,2,2.0,3.3333333333333304e-07,3.3333333333333304e-07,0,16648,0,3,0,0,0,0,0,0.3,16648,0,0,2,0,0.3,0,2,0,0,0,0,0,3.9,24320,0,0,0,0,90,24320,0,0,26,Stoke,Liverpool,Bournemouth,Chelsea,West Brom,1.8,1.0,2.3,1.7,1.2,1.8,1.0,1.7,1.8,1.0,1.0,1.2,1.4,1.0,1.3,1.7,2.8,1.1,1.9,1.0,2.1,1.9,2.3,1.4,2.1,1.0,1.4,1.4,1.3,1.2,2.2,1.6,2.5,2.1,1.0,1.5,1.0,10.9
Calum,Chambers,DEF,ARS,5000000,0,0,0.0,0.0,0.0,0,4132,0,0,0,0,0,0,0,0.0,4132,0,0,0,0,0.0,0,0,0,0,0,0,0,0.5,741,0,0,0,0,0,741,0,0,0,Stoke,Liverpool,Bournemouth,Chelsea,West Brom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Chicharito,FWD,WHU,7000000,2,2,2.0,2.85714285714286e-07,2.85714285714286e-07,0,101443,0,4,0,0,0,0,0,0.3,101443,0,0,2,0,0.3,0,2,0,0,0,0,0,18.6,28868,0,0,0,0,90,28868,0,0,-2,Southampton,Newcastle,Huddersfield,West Brom,Tottenham,1.0,2.2,1.1,1.0,1.0,1.0,1.5,2.8,2.3,2.8,1.4,2.8,1.0,1.0,2.7,2.3,1.7,2.5,1.5,1.0,1.1,1.0,1.9,2.7,2.5,1.8,2.5,1.0,1.9,1.2,1.1,2.3,2.1,1.9,1.0,2.5,1.2,1.6
