FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Jonathan,Leko,MID,WBA,4500000,0,0,0.0,0.0,0.0,0,4444,0,0,0,0,0,0,0,0.0,19,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,868,0,0,0,0,0,23,0,0,0,Leicester,Bournemouth,Burnley,Swansea,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mario,Lemina,MID,SOU,4800000,3,50,1.72413793103448,3.59195402298851e-07,1.0416666666666699e-05,0,29285,1,25,0,0,0,1,0,10.4,527,-2,0,50,2,0.6,0,2.7,5,0,4,0,0,0.2,28417,0,0,0,0,1445,1203,0,0,298,Newcastle,West Ham,Arsenal,Chelsea,Leicester,1.1,0.0,1.0,0.9,1.0,1.0,1.2,1.2,0.9,57.0
Aaron,Lennon,MID,BUR,5400000,2,41,1.41379310344828,2.6181353767560704e-07,7.59259259259259e-06,0,12067,0,18,0,0,0,0,0,7.6,593,-1,0,41,1,0.4,0,2.3,0,0,4,0,2,0.2,12064,0,0,0,0,1161,627,0,0,122,West Ham,West Brom,Watford,Leicester,Stoke,0.7,0.0,0.7,0.7,0.9,0.7,0.9,0.7,0.9,48.5
,Lewis Cook,MID,BOU,4300000,2,43,2.0,4.65116279069767e-07,1e-05,0,64927,3,27,0,0,0,0,0,10.0,1894,-2,0,43,2,0.7,0,3.0,0,0,2,0,2,1.3,80476,0,0,0,0,1543,5311,0,0,241,Tottenham,West Brom,Watford,Crystal Palace,Liverpool,1.3,1.8,1.1,1.5,1.0,1.3,1.3,1.6,1.2,68.7
Anders,Lindegaard,GLK,BUR,4000000,0,0,0.0,0.0,0.0,0,6023,0,0,0,0,0,0,0,0.0,158,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.2,14763,0,0,0,0,0,200,0,0,0,West Ham,West Brom,Watford,Leicester,Stoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Victor,Lindelof,DEF,MUN,4900000,1,30,2.5,5.102040816326529e-07,6.1224489795918405e-06,0,300983,1,12,0,0,0,0,0,6.1,1189,-6,0,30,6,0.2,0,1.0,1,0,3,0,0,1.2,72975,0,0,0,0,923,1498,0,0,199,Liverpool,Swansea,Man City,West Brom,Bournemouth,2.7,0.0,2.5,1.4,2.8,1.5,3.2,1.8,2.9,23.5
Jesse,Lingard,MID,MUN,6100000,2,106,3.6551724137931,5.99208592425099e-07,1.73770491803279e-05,0,1043196,2,14,0,0,0,8,0,17.4,57781,1,0,106,-1,0.5,0,3.3,10,0,6,0,4,10.9,1617162,0,0,0,2,1382,22136,0,0,354,Liverpool,Swansea,Man City,West Brom,Bournemouth,3.3,0.0,4.3,1.8,4.7,3.0,4.5,2.4,4.0,142.0
Jake,Livermore,MID,WBA,4800000,2,52,2.1,4.375e-07,1.0833333333333301e-05,0,16055,2,28,0,0,0,0,0,10.8,55,-2,0,52,2,0.2,0,1.0,0,0,5,0,1,0.1,9238,0,0,0,0,1861,62,0,0,239,Leicester,Bournemouth,Burnley,Swansea,Man Utd,1.8,1.3,1.7,1.9,1.0,1.3,1.3,1.5,1.1,54.9
Fernando,Llorente,FWD,TOT,7300000,0,20,1.4,1.91780821917808e-07,2.73972602739726e-06,0,26226,1,1,0,0,0,1,0,2.7,299,-2,0,20,2,0.0,0,0.0,2,0,1,0,0,0.2,22185,0,0,0,0,214,169,0,0,62,Bournemouth,Chelsea,Stoke,Man City,Brighton,0.8,0.0,0.7,0.8,0.8,0.7,1.0,0.7,1.1,20.1
Hugo,Lloris,GLK,TOT,5400000,7,111,4.1,7.59259259259259e-07,2.0555555555555602e-05,0,549930,0,23,0,57,0,0,0,20.6,4163,-1,0,111,1,1.2,0,6.7,2,0,13,0,0,8.6,316035,0,0,0,0,2430,10253,0,0,530,Bournemouth,Chelsea,Stoke,Man City,Brighton,3.6,0.0,4.1,4.4,4.4,4.2,5.5,3.7,4.8,48.8
Jurgen,Locadia,FWD,BHA,6000000,0,7,0.24137931034482799,4.02298850574713e-08,1.16666666666667e-06,0,1991,0,1,0,0,0,1,0,1.2,1138,0,0,7,0,0.4,0,2.3,2,0,0,0,0,0.1,5719,0,0,0,0,8,331,0,0,27,Everton,Leicester,Huddersfield,Crystal Palace,Tottenham,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,7.1
Ruben,Loftus-Cheek,MID,CRY,4400000,0,53,1.82758620689655,4.15360501567398e-07,1.2045454545454499e-05,0,888433,0,24,0,0,0,1,0,12.0,7153,-1,0,53,1,0.0,0,0.0,2,0,3,0,4,3.3,500515,0,0,0,0,1329,80,0,0,236,Chelsea,Huddersfield,Liverpool,Bournemouth,Brighton,0.0,0.0,0.0,0.0,0.0,0.9,1.4,0.9,1.6,91.7
Jason,Lokilo,MID,CRY,4300000,0,0,0.0,0.0,0.0,0,16000,0,0,0,0,0,0,0,0.0,56,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.1,14041,0,0,0,0,0,51,0,0,0,Chelsea,Huddersfield,Liverpool,Bournemouth,Brighton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joe,Lolley,MID,HUD,4300000,0,11,1.8,4.1860465116279104e-07,2.55813953488372e-06,0,7592,1,5,0,0,0,1,0,2.6,112,-2,0,11,2,0.0,0,0.0,0,0,0,0,0,0.1,6829,0,0,0,0,217,6,0,0,28,Swansea,Crystal Palace,Newcastle,Brighton,Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.8
Kevin,Long,DEF,BUR,4100000,0,34,1.17241379310345,2.8595458368376797e-07,8.29268292682927e-06,0,311234,1,9,0,0,0,0,0,8.3,15969,1,0,34,-1,0.3,0,1.3,4,0,3,0,1,5.7,491321,0,0,0,0,810,4672,0,0,164,West Ham,West Brom,Watford,Leicester,Stoke,0.6,0.0,0.6,0.6,0.7,0.6,0.9,0.6,0.6,36.6
Shane,Long,FWD,SOU,5600000,1,39,1.9,3.39285714285714e-07,6.96428571428571e-06,0,59403,4,20,0,0,0,1,0,7.0,503,-4,0,39,4,0.1,0,0.7,0,0,3,0,2,0.4,40917,0,0,0,0,1142,304,0,0,118,Newcastle,West Ham,Arsenal,Chelsea,Leicester,1.4,0.0,1.2,1.0,1.1,1.4,1.6,1.3,1.2,67.8
Ademola,Lookman,MID,EVE,5100000,0,10,1.4,2.7450980392156895e-07,1.96078431372549e-06,0,9329,0,6,0,0,0,0,0,2.0,28,-4,0,10,4,0.0,0,0.0,0,0,0,0,1,0.1,2247,0,0,0,0,153,0,0,0,30,Brighton,Stoke,Man City,Liverpool,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5
Jonas,Lossl,GLK,HUD,4600000,2,104,3.6,7.826086956521741e-07,2.2608695652173898e-05,0,398245,0,50,0,80,0,0,0,22.6,4475,1,0,104,-1,0.4,0,2.0,10,0,7,0,1,7.3,581546,0,0,2,2,2610,19768,0,0,555,Swansea,Crystal Palace,Newcastle,Brighton,Watford,4.3,5.4,2.7,3.2,4.8,3.1,4.1,2.6,5.1,68.3
Dejan,Lovren,DEF,LIV,5300000,7,77,3.5,6.603773584905661e-07,1.4528301886792498e-05,0,133932,4,20,0,0,0,1,0,14.5,1273,-2,0,77,2,0.5,0,2.7,6,0,8,0,1,1.2,90322,0,0,0,1,1656,3271,0,0,402,Man Utd,Watford,Crystal Palace,Everton,Bournemouth,2.7,4.4,4.3,2.4,3.6,3.0,4.5,3.3,4.6,74.0
Chris,Lowe,DEF,HUD,4400000,0,50,2.6,5.90909090909091e-07,1.13636363636364e-05,0,273144,0,23,0,0,0,0,0,11.4,914,-1,0,50,1,0.0,0,0.0,0,0,6,0,0,1.2,276503,0,0,0,0,1312,432,0,0,262,Swansea,Crystal Palace,Newcastle,Brighton,Watford,2.7,3.8,1.6,1.9,3.1,1.8,2.5,1.5,3.4,32.7
Matthew,Lowton,DEF,BUR,4400000,7,68,4.0,9.09090909090909e-07,1.54545454545455e-05,0,283197,0,13,0,0,0,0,0,15.8,2849,-1,-1,68,1,0.8,0,3.7,4,0,6,0,3,3.1,390831,0,0,0,0,1485,29559,1,0,312,West Ham,West Brom,Watford,Leicester,Stoke,4.5,0.0,3.8,4.5,4.5,4.5,5.4,4.0,4.3,58.9
Leiva,Lucas,MID,LIV,4500000,0,0,0.0,0.0,0.0,0,1135,0,0,0,0,0,0,0,0.0,7,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,248,0,0,0,0,0,2,0,0,0,Man Utd,Watford,Crystal Palace,Everton,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Lucas Moura,MID,TOT,8000000,1,2,0.0689655172413793,8.62068965517241e-09,2.5e-07,0,8060,0,0,0,0,0,0,0,0.3,2391,0,0,2,0,0.1,0,0.7,0,0,0,0,0,0.1,11940,0,0,0,0,31,181,0,0,5,Bournemouth,Chelsea,Stoke,Man City,Brighton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1
Romelu,Lukaku,FWD,MUN,11200000,8,139,5.0,4.4642857142857105e-07,1.24107142857143e-05,0,3413707,3,22,0,0,0,14,0,12.4,13781,-3,0,139,3,0.7,1,7.3,15,0,13,0,6,21.5,1913733,0,0,0,3,2429,13786,0,0,499,Liverpool,Swansea,Man City,West Brom,Bournemouth,6.1,0.0,6.8,4.7,7.4,5.5,7.0,5.0,6.9,232.2
Dodi,Lukebakio,MID,WAT,5000000,0,1,0.0344827586206897,6.896551724137929e-09,2e-07,0,87,0,1,0,0,0,0,0,0.2,13,0,0,1,0,0.1,0,0.3,0,0,0,0,0,0.0,151,0,0,0,0,15,10,0,0,5,Arsenal,Liverpool,Bournemouth,Burnley,Huddersfield,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6
Levi,Lumeka,MID,CRY,4400000,0,1,0.0344827586206897,7.83699059561129e-09,2.2727272727272702e-07,0,661,0,0,0,0,0,0,0,0.2,12,-1,0,1,1,0.0,0,0.0,0,0,0,0,0,0.0,746,0,0,0,0,25,20,0,0,3,Chelsea,Huddersfield,Liverpool,Bournemouth,Brighton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3
Matt,Macey,GLK,ARS,5000000,0,0,0.0,0.0,0.0,0,445,0,0,0,0,0,0,0,0.0,10,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,432,0,0,0,0,0,6,0,0,0,Watford,Stoke,Southampton,Newcastle,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Niki,Maenpaa,GLK,BHA,3900000,0,0,0.0,0.0,0.0,0,44733,0,0,0,0,0,0,0,0.0,1070,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,1.3,47496,0,0,0,0,0,13868,0,0,0,Everton,Leicester,Huddersfield,Crystal Palace,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Harry,Maguire,DEF,LEI,5600000,2,100,3.4,6.071428571428571e-07,1.78571428571429e-05,0,710054,5,42,0,0,0,2,0,18.2,24541,6,-1,100,-6,0.2,0,1.0,10,0,7,0,4,13.0,1271898,0,0,0,1,2610,28338,1,0,572,West Brom,Brighton,Newcastle,Burnley,Southampton,2.8,0.0,3.2,3.5,3.3,4.0,4.1,4.7,2.9,127.7
Connor,Mahoney,MID,BOU,4500000,0,0,0.0,0.0,0.0,0,134,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,151,0,0,0,0,0,0,0,0,0,Tottenham,West Brom,Watford,Crystal Palace,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Riyad,Mahrez,MID,LEI,8800000,10,150,5.6,6.36363636363636e-07,1.7045454545454502e-05,0,1299862,1,33,0,0,0,9,0,17.2,14915,3,-1,150,-3,0.5,0,4.3,17,0,7,0,10,9.5,1606149,0,0,0,3,2147,76789,1,0,500,West Brom,Brighton,Newcastle,Burnley,Southampton,6.0,0.0,5.2,7.5,5.8,6.8,5.6,7.8,4.7,204.0
Ainsley,Maitland-Niles,MID,ARS,4500000,0,16,0.5517241379310339,1.22605363984674e-07,3.55555555555556e-06,0,10290,0,10,0,0,0,0,0,3.6,448,0,0,16,0,0.0,0,0.0,0,0,2,0,0,0.1,14018,0,0,0,0,563,173,0,0,92,Watford,Stoke,Southampton,Newcastle,West Ham,0.3,0.0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,20.5
Moses,Makasi,MID,WHU,4500000,0,0,0.0,0.0,0.0,0,403,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,518,0,0,0,0,0,0,0,0,0,Burnley,Southampton,Chelsea,Stoke,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Scott,Malone,DEF,HUD,4300000,0,30,1.03448275862069,2.40577385725742e-07,6.97674418604651e-06,0,19972,3,21,0,0,0,0,0,7.0,228,-2,0,30,2,0.1,0,0.3,4,0,2,0,1,0.2,19832,0,0,0,1,926,204,0,0,174,Swansea,Crystal Palace,Newcastle,Brighton,Watford,0.6,1.1,0.5,0.5,0.8,0.5,0.6,0.5,0.9,33.3
Sadio,Mane,MID,LIV,9400000,8,106,5.0,5.31914893617021e-07,1.12765957446809e-05,0,1693275,2,20,0,0,0,8,0,11.3,21241,-1,0,106,1,0.6,0,6.0,6,0,10,0,5,8.9,961887,0,0,0,2,1569,18813,0,1,359,Man Utd,Watford,Crystal Palace,Everton,Bournemouth,3.5,5.9,4.8,5.6,6.4,5.1,6.1,4.4,6.2,167.0
Eliaquim,Mangala,DEF,EVE,5000000,0,22,0.7586206896551719,1.5172413793103398e-07,4.4e-06,0,29359,0,7,0,0,0,0,0,4.4,741,0,0,22,0,0.1,0,0.3,0,0,2,0,0,0.2,30926,0,0,0,0,617,21,0,0,118,Brighton,Stoke,Man City,Liverpool,Swansea,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.4,0.4,16.8
Javier,Manquillo,DEF,NEW,4300000,0,45,2.3,5.348837209302331e-07,1.0465116279069802e-05,0,110689,2,29,0,0,0,0,0,10.5,1151,-2,0,45,2,0.1,0,0.3,1,0,4,0,0,0.7,82972,0,0,0,0,1691,139,0,0,229,Southampton,Huddersfield,Leicester,Arsenal,Everton,2.2,0.0,2.4,1.5,2.6,1.2,2.3,2.0,2.3,41.3
Solomon,March,MID,BHA,4800000,1,58,2.0,4.1666666666666704e-07,1.2083333333333301e-05,0,45608,3,22,0,0,0,1,0,12.1,209,-2,0,58,2,0.3,0,1.3,0,0,6,0,2,0.2,44914,0,0,0,0,1608,65,0,0,239,Everton,Leicester,Huddersfield,Crystal Palace,Tottenham,1.2,0.0,1.7,2.0,1.0,1.4,1.0,1.4,1.0,82.8
Adrian,Mariappa,DEF,WAT,4200000,5,44,2.3,5.476190476190479e-07,1.04761904761905e-05,0,358478,3,27,0,0,0,0,0,10.5,5975,2,-1,44,-2,1.1,0,4.7,2,0,5,0,0,5.7,488366,0,0,0,1,1479,22885,1,0,260,Arsenal,Liverpool,Bournemouth,Burnley,Huddersfield,1.6,1.7,1.8,2.3,1.5,3.1,1.6,1.9,1.4,43.1
Dean,Marney,MID,BUR,4400000,0,0,0.0,0.0,0.0,0,1363,0,0,0,0,0,0,0,0.0,23,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,967,0,0,0,0,0,53,0,0,0,West Ham,West Brom,Watford,Leicester,Stoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anthony,Martial,MID,MUN,7900000,0,118,4.06896551724138,5.15058926233086e-07,1.49367088607595e-05,0,532062,1,11,0,0,0,9,0,14.8,46907,-1,1,118,1,0.3,0,2.3,7,0,8,0,6,2.8,575183,0,0,0,1,1334,1203,-1,0,380,Liverpool,Swansea,Man City,West Brom,Bournemouth,0.0,0.0,0.0,2.2,5.5,3.6,5.2,2.8,4.6,161.0
Cuco,Martina,DEF,EVE,4400000,1,55,2.6,5.90909090909091e-07,1.25e-05,0,121730,2,30,0,0,0,0,0,12.5,4757,-1,0,55,1,0.6,0,2.7,0,0,5,0,2,2.5,234964,0,0,0,0,1830,15153,0,0,367,Brighton,Stoke,Man City,Liverpool,Swansea,3.2,2.1,2.3,2.8,1.7,2.4,1.7,2.8,2.1,74.9
Damian Emiliano,Martinez,GLK,ARS,4000000,0,0,0.0,0.0,0.0,0,28294,0,0,0,0,0,0,0,0.0,123,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.6,1437,0,0,0,0,0,10,0,0,0,Watford,Stoke,Southampton,Newcastle,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Martinez,FWD,WHU,5000000,0,0,0.0,0.0,0.0,0,4917,0,0,0,0,0,0,0,0.0,62,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,5040,0,0,0,0,0,5,0,0,0,Burnley,Southampton,Chelsea,Stoke,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bruno,Martins Indi,DEF,STK,4900000,6,14,0.482758620689655,9.852216748768471e-08,2.8571428571428602e-06,0,2697,1,19,0,0,0,0,0,2.9,48,-1,0,14,1,0.6,0,2.7,0,0,1,0,0,0.0,2325,0,0,0,0,741,142,0,0,123,Man City,Everton,Arsenal,Tottenham,West Ham,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,20.8
Brandon,Mason,DEF,WAT,3900000,0,0,0.0,0.0,0.0,0,94554,0,0,0,0,0,0,0,0.0,911,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,1.2,89148,0,0,0,0,0,98,0,0,0,Arsenal,Liverpool,Bournemouth,Burnley,Huddersfield,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arthur,Masuaku,DEF,WHU,4200000,0,39,1.3448275862069,3.20197044334975e-07,9.28571428571429e-06,0,156863,5,24,0,0,0,0,0,9.3,2246,-3,1,39,3,0.0,0,0.0,1,0,3,0,2,0.5,173100,0,0,0,0,1323,99,-1,0,247,Burnley,Southampton,Chelsea,Stoke,Arsenal,0.0,0.0,1.0,0.7,1.1,0.7,0.8,0.7,0.9,58.3
Juan,Mata,MID,MUN,6800000,1,85,2.9310344827586206,4.3103448275862105e-07,1.25e-05,0,265200,1,7,0,0,0,3,0,12.5,3145,-2,0,85,2,0.1,0,0.7,6,0,13,0,4,2.1,206693,0,0,0,1,1471,1019,0,0,356,Liverpool,Swansea,Man City,West Brom,Bournemouth,2.3,0.0,3.1,1.5,3.5,2.1,3.3,1.6,2.9,140.9
Nemanja,Matic,MID,MUN,4700000,9,77,2.7,5.744680851063829e-07,1.63829787234043e-05,0,1062372,6,20,0,0,0,1,0,16.4,4219,-3,0,77,3,0.9,0,4.0,3,0,15,0,1,9.1,598116,0,0,0,1,2559,20609,0,0,478,Liverpool,Swansea,Man City,West Brom,Bournemouth,2.1,0.0,2.8,1.4,3.1,1.9,2.9,1.4,2.5,102.5
Joel,Matip,DEF,LIV,5400000,1,73,3.2,5.92592592592593e-07,1.35185185185185e-05,0,221719,3,26,0,0,0,1,0,13.5,3271,-1,0,73,1,0.5,0,2.7,3,0,8,0,0,1.9,144280,0,0,0,1,1815,618,0,0,431,Man Utd,Watford,Crystal Palace,Everton,Bournemouth,2.4,3.9,3.9,2.1,3.1,2.6,3.9,2.9,4.1,74.6
Konstantinos,Mavropanos,DEF,ARS,4300000,0,0,0.0,0.0,0.0,0,519,0,0,0,0,0,0,0,0.0,29,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.0,725,0,0,0,0,0,34,0,0,0,Watford,Stoke,Southampton,Newcastle,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alfie,Mawson,DEF,SWA,5100000,2,96,3.3,6.47058823529412e-07,1.88235294117647e-05,0,138530,1,42,0,0,0,2,0,18.8,10067,1,0,96,-1,0.6,0,3.0,7,0,8,0,1,3.9,292344,0,0,0,1,2610,18246,0,0,526,Huddersfield,Man Utd,West Brom,Everton,Man City,2.7,0.0,2.4,2.7,3.4,2.6,3.9,2.6,4.1,94.6
Chancel,Mbemba,DEF,NEW,4000000,0,20,0.6896551724137929,1.7241379310344802e-07,5e-06,0,827032,0,11,0,0,0,0,0,5.0,16938,0,-1,20,0,0.0,0,0.0,3,0,1,0,0,12.2,1351019,0,0,0,1,670,6932,1,0,133,Southampton,Huddersfield,Leicester,Arsenal,Everton,0.3,0.0,0.3,0.3,0.4,0.3,0.3,0.3,0.3,23.2
James,McArthur,MID,CRY,4300000,2,62,2.1379310344827602,4.971932638331999e-07,1.4418604651162803e-05,0,327579,3,26,0,0,0,3,0,14.4,6239,-2,0,62,2,0.5,0,2.0,6,0,3,0,0,3.7,305729,0,0,0,1,1656,4455,0,0,262,Chelsea,Huddersfield,Liverpool,Bournemouth,Brighton,1.1,1.3,1.3,1.4,1.8,1.2,1.8,1.2,2.1,89.4
Gareth,McAuley,DEF,WBA,4500000,0,8,0.27586206896551696,6.13026819923372e-08,1.77777777777778e-06,0,85791,0,15,0,0,0,0,0,1.8,295,-5,0,8,5,0.0,0,0.0,0,0,0,0,0,0.5,6876,0,0,0,0,454,61,0,0,73,Leicester,Bournemouth,Burnley,Swansea,Man Utd,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,9.3
Oliver,McBurnie,FWD,SWA,4600000,0,16,1.5,3.26086956521739e-07,3.47826086956522e-06,0,255142,0,5,0,0,0,0,0,3.5,5487,1,0,16,-1,0.0,0,0.0,0,0,0,0,1,2.1,255075,0,0,0,0,267,29,0,0,45,Huddersfield,Man Utd,West Brom,Everton,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.4
Alex,McCarthy,GLK,SOU,4400000,7,24,0.827586206896552,1.8808777429467102e-07,5.45454545454545e-06,0,7368,1,11,0,17,0,0,0,5.5,499,-1,0,24,1,0.7,0,3.3,1,0,2,0,0,0.2,14975,0,0,0,0,810,2029,0,0,130,Newcastle,West Ham,Arsenal,Chelsea,Leicester,0.4,0.0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,11.3
James,McCarthy,MID,EVE,4900000,0,6,0.206896551724138,4.22237860661506e-08,1.22448979591837e-06,0,2250,0,6,0,0,0,0,0,1.2,7,-1,0,6,1,0.0,0,0.0,0,0,0,0,0,0.0,679,0,0,0,0,204,3,0,0,41,Brighton,Stoke,Man City,Liverpool,Swansea,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,5.8
James,McClean,MID,WBA,4700000,1,33,1.13793103448276,2.42112986060161e-07,7.021276595744679e-06,0,9879,4,16,0,0,0,1,0,7.0,69,-3,0,33,3,0.1,0,0.7,1,0,3,0,0,0.1,6350,1,0,0,0,876,44,0,0,104,Leicester,Bournemouth,Burnley,Swansea,Man Utd,0.7,0.6,0.6,0.7,0.6,0.6,0.6,0.6,0.6,56.7
Sam,McQueen,DEF,SOU,4200000,0,12,0.413793103448276,9.852216748768471e-08,2.8571428571428602e-06,0,6184,0,1,0,0,0,0,0,2.9,61,-3,0,12,3,0.0,0,0.0,2,0,1,0,0,0.1,4032,0,0,0,0,126,52,0,0,40,Newcastle,West Ham,Arsenal,Chelsea,Leicester,0.2,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,6.6
Scott,McTominay,MID,MUN,4200000,0,11,0.37931034482758597,9.0311986863711e-08,2.61904761904762e-06,0,48766,1,2,0,0,0,0,0,2.6,3929,-3,0,11,3,0.2,0,1.0,0,0,2,0,0,0.9,97179,0,0,0,0,339,8671,0,0,53,Liverpool,Swansea,Man City,West Brom,Bournemouth,0.2,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,8.2
Ben,Mee,DEF,BUR,4900000,2,82,3.0,6.12244897959184e-07,1.6734693877551e-05,0,898890,5,26,0,0,0,0,0,16.7,25596,4,0,82,-4,0.4,0,2.0,6,0,8,0,0,14.7,1186152,0,0,0,1,2430,11598,0,0,448,West Ham,West Brom,Watford,Leicester,Stoke,3.0,0.0,2.4,2.9,3.0,2.9,3.7,2.6,2.8,110.5
Max,Melbourne,DEF,WBA,4000000,0,0,0.0,0.0,0.0,0,1767,0,0,0,0,0,0,0,0.0,37,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,2691,0,0,0,0,0,3,0,0,0,Leicester,Bournemouth,Burnley,Swansea,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Benjamin,Mendy,DEF,MCI,6300000,0,17,0.586206896551724,9.304871373836891e-08,2.6984126984127003e-06,0,111425,2,1,0,0,0,0,0,2.7,57,-2,0,17,2,0.0,0,0.0,1,0,2,0,1,0.3,87914,0,0,0,0,298,34,0,0,84,Stoke,Everton,Man Utd,Tottenham,Swansea,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.3,19.7
Nampalys,Mendy,MID,LEI,4500000,0,0,0.0,0.0,0.0,0,3908,0,0,0,0,0,0,0,0.0,11,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,1310,0,0,0,0,0,6,0,0,0,West Brom,Brighton,Newcastle,Burnley,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mikel,Merino,MID,NEW,5000000,2,46,1.58620689655172,3.1724137931034496e-07,9.2e-06,0,15304,4,18,0,0,0,1,0,9.2,70,0,0,46,0,0.1,0,0.7,4,0,3,0,1,0.1,15090,0,0,0,0,1317,54,0,0,260,Southampton,Huddersfield,Leicester,Arsenal,Everton,0.9,0.0,1.3,0.8,1.2,0.9,1.3,0.8,0.9,73.3
Per,Mertesacker,DEF,ARS,4700000,0,15,0.517241379310345,1.10051357300073e-07,3.1914893617021303e-06,0,45202,0,7,0,0,0,1,0,3.2,314,-3,0,15,3,0.0,0,0.0,2,0,0,0,0,0.5,30649,0,0,0,1,351,188,0,0,77,Watford,Stoke,Southampton,Newcastle,West Ham,0.3,0.0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,15.7
Roque,Mesa,MID,SWA,4200000,0,18,1.6,3.80952380952381e-07,4.28571428571429e-06,0,66531,3,16,0,0,0,0,0,4.3,753,-3,0,18,3,0.0,0,0.0,0,0,2,0,0,0.4,59483,0,0,0,0,753,44,0,0,125,Huddersfield,Man Utd,West Brom,Everton,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.9
