FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Kyle,Walker-Peters,DEF,TOT,4100000,0,7,0.368421052631579,8.985879332477529e-08,1.70731707317073e-06,0,119186,0,0,0,0,0,0,0,1.7,1278,-4,0,7,4,0.0,0,0.0,0,0,1,0,0,0.9,100262,0,0,0,0,98,738,0,0,33,Southampton,Swansea,West Ham,Everton,Southampton,0.2,0.0,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,4.4
Jonathan,Walters,MID,BUR,5100000,0,2,0.10526315789473699,2.06398348813209e-08,3.9215686274509797e-07,0,30250,0,1,0,0,0,0,0,0.4,42,-4,0,2,4,0.0,0,0.0,0,0,0,0,0,0.1,1442,0,0,0,0,27,13,0,0,0,Man Utd,Huddersfield,Liverpool,Crystal Palace,Man Utd,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.8
Aaron,Wan-Bissaka,MID,CRY,4500000,0,0,0.0,0.0,0.0,0,28,0,0,0,0,0,0,0,0.0,17,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,48,0,0,0,0,0,20,0,0,0,Arsenal,Man City,Southampton,Burnley,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Victor,Wanyama,MID,TOT,4800000,0,3,0.157894736842105,3.28947368421053e-08,6.25e-07,0,40072,0,2,0,0,0,0,0,0.6,128,-2,0,3,2,0.0,0,0.0,0,0,0,0,0,0.3,4439,0,0,0,0,98,23,0,0,14,Southampton,Swansea,West Ham,Everton,Southampton,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,6.2
Danny,Ward,GLK,LIV,4500000,0,0,0.0,0.0,0.0,0,678,0,0,0,0,0,0,0,0.0,30,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,620,0,0,0,0,0,15,0,0,0,Swansea,Leicester,Burnley,Man City,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joel,Ward,DEF,CRY,4800000,0,27,1.9,3.9583333333333297e-07,5.625e-06,0,28676,3,20,0,0,0,0,0,5.6,684,-2,0,27,2,0.4,0,1.8,0,0,2,0,1,0.2,9594,1,0,0,0,1214,19,0,0,207,Arsenal,Man City,Southampton,Burnley,Arsenal,1.8,1.2,1.3,1.7,1.0,1.5,1.5,1.0,1.7,1.6,1.4,1.1,1.5,1.1,2.1,1.7,1.3,1.3,1.9,43.4
Stephen,Ward,DEF,BUR,4900000,0,76,4.5,9.18367346938776e-07,1.55102040816327e-05,0,885362,1,12,0,0,0,1,0,15.2,159050,4,1,76,-4,0.4,0,2.1,9,0,7,0,1,15.1,1468040,0,0,0,1,1470,3220,-1,0,318,Man Utd,Huddersfield,Liverpool,Crystal Palace,Man Utd,0.0,0.0,0.0,5.6,5.5,4.6,4.5,4.6,5.5,4.8,5.4,5.9,5.2,6.1,4.8,5.0,6.6,4.0,5.2,51.5
James,Ward-Prowse,MID,SOU,5000000,2,28,1.4736842105263201,2.94736842105263e-07,5.6e-06,0,117605,0,8,0,0,0,0,0,5.6,491,-5,0,28,5,0.4,0,1.9,0,0,1,0,2,0.4,16980,0,0,0,0,688,84,0,0,117,Tottenham,Man Utd,Crystal Palace,Watford,Tottenham,0.7,0.7,0.9,0.8,0.7,0.9,0.8,0.7,0.7,0.8,0.8,1.0,0.7,0.7,0.7,0.7,1.0,0.9,0.7,46.6
Ben,Watson,MID,WAT,4400000,2,4,0.21052631578947398,4.78468899521531e-08,9.09090909090909e-07,0,12649,0,3,0,0,0,0,0,0.9,189,-1,0,4,1,0.1,0,0.3,0,0,0,0,0,0.2,12430,0,0,0,0,84,77,0,0,14,Leicester,Swansea,Man City,Southampton,Leicester,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.0
Danny,Welbeck,FWD,ARS,7300000,1,36,2.8,3.83561643835616e-07,4.931506849315071e-06,0,186672,1,8,0,0,0,3,0,4.9,1215,-2,0,36,2,0.1,0,1.0,3,0,3,0,1,0.8,151779,0,0,0,1,584,1664,0,0,137,Crystal Palace,West Brom,Chelsea,Bournemouth,Crystal Palace,2.0,1.9,2.4,2.1,3.5,1.8,3.4,1.5,2.7,1.7,2.9,2.0,3.8,3.1,2.1,3.3,1.4,2.8,1.6,53.4
Nahki,Wells,FWD,BUR,4900000,1,1,0.0526315789473684,1.07411385606874e-08,2.04081632653061e-07,0,3739,0,0,0,0,0,0,0,0.2,117,-1,0,1,1,0.0,0,0.1,0,0,0,0,0,0.0,2129,0,0,0,0,4,144,0,0,1,Man Utd,Huddersfield,Liverpool,Crystal Palace,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3
Ashley,Westwood,MID,BUR,4300000,0,7,0.368421052631579,8.56793145654835e-08,1.62790697674419e-06,0,6606,0,1,0,0,0,0,0,1.6,220,-2,0,7,2,0.1,0,0.3,0,0,0,0,0,0.1,5364,0,0,0,0,56,196,0,0,26,Man Utd,Huddersfield,Liverpool,Crystal Palace,Man Utd,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,2.1
Glenn,Whelan,MID,STK,4500000,0,0,0.0,0.0,0.0,0,807,0,0,0,0,0,0,0,0.0,3,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,120,0,0,0,0,0,1,0,0,0,Huddersfield,Chelsea,Newcastle,Man Utd,Huddersfield,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dean,Whitehead,MID,HUD,4300000,0,3,0.157894736842105,3.6719706242350095e-08,6.976744186046509e-07,0,6474,0,3,0,0,0,0,0,0.7,149,-2,0,3,2,0.1,0,0.3,0,0,0,0,0,0.1,5030,0,0,0,0,65,68,0,0,13,Stoke,Burnley,Leicester,West Ham,Stoke,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.7
Alfie,Whiteman,GLK,TOT,4000000,0,0,0.0,0.0,0.0,0,1736,0,0,0,0,0,0,0,0.0,128,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,3892,0,0,0,0,0,173,0,0,0,Southampton,Swansea,West Ham,Everton,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Connor,Wickham,FWD,CRY,5400000,0,0,0.0,0.0,0.0,0,1584,0,0,0,0,0,0,0,0.0,38,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,641,0,0,0,0,0,35,0,0,0,Arsenal,Man City,Southampton,Burnley,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Georginio,Wijnaldum,MID,LIV,6700000,1,44,2.8,4.17910447761194e-07,6.56716417910448e-06,0,254515,1,12,0,0,0,1,0,6.6,1958,-3,0,44,3,0.3,0,1.8,0,0,8,0,1,2.2,50163,0,0,0,0,1226,247,0,0,187,Swansea,Leicester,Burnley,Man City,Swansea,3.1,2.5,2.0,1.5,2.6,2.0,2.3,2.1,2.9,2.8,1.4,2.2,1.9,2.4,2.9,2.1,2.5,1.8,2.7,62.6
Ashley,Williams,DEF,EVE,5200000,1,45,2.8,5.384615384615379e-07,8.65384615384615e-06,0,195466,3,19,0,0,0,1,0,8.7,5800,-3,0,45,3,0.8,0,4.4,3,0,4,0,0,3.0,98191,0,0,0,1,1248,10370,0,0,253,West Brom,Bournemouth,Man Utd,Tottenham,West Brom,2.3,2.0,3.0,2.0,3.4,2.5,1.6,4.1,2.9,2.3,3.7,2.2,2.3,2.9,1.9,2.9,1.9,3.0,2.6,50.1
Danny,Williams,MID,HUD,4900000,2,20,1.0526315789473701,2.1482277121374898e-07,4.08163265306122e-06,0,3334,2,16,0,0,0,0,0,4.1,50,-1,0,20,1,0.3,0,1.6,0,0,0,0,0,0.0,1010,0,0,0,0,816,38,0,0,91,Stoke,Burnley,Leicester,West Ham,Stoke,0.6,0.6,0.5,0.7,0.5,0.5,0.5,0.7,0.5,0.5,0.7,0.6,0.5,0.5,0.5,0.5,0.8,0.5,0.7,18.7
,Willian,MID,CHE,6700000,3,62,3.2631578947368403,4.870384917517679e-07,9.25373134328358e-06,0,1077095,0,7,0,0,0,2,0,9.3,21656,-3,0,62,3,0.7,0,4.5,4,0,7,0,4,7.4,592434,0,0,0,1,961,18179,0,0,241,Brighton,Stoke,Arsenal,Leicester,Brighton,3.2,3.1,2.0,3.0,2.3,3.6,2.8,3.5,1.8,1.8,3.2,2.7,2.9,3.6,2.9,3.9,3.4,2.6,3.0,100.0
Jack,Wilshere,MID,ARS,5400000,2,15,0.7894736842105259,1.46198830409357e-07,2.77777777777778e-06,0,14868,1,4,0,0,0,0,0,2.8,1362,-1,0,15,1,0.3,0,1.4,0,0,2,0,1,0.4,29147,0,0,0,0,356,3589,0,0,78,Crystal Palace,West Brom,Chelsea,Bournemouth,Crystal Palace,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,22.9
Callum,Wilson,FWD,BOU,5700000,2,30,1.57894736842105,2.7700831024930803e-07,5.26315789473684e-06,0,295274,0,5,0,0,0,3,0,5.3,10435,-3,0,30,3,0.2,0,1.3,3,0,3,0,0,1.7,375738,0,0,0,1,522,10539,0,0,98,West Ham,Everton,Brighton,Arsenal,West Ham,1.2,1.3,0.8,1.1,0.8,0.8,1.5,0.8,1.3,1.0,1.0,1.3,1.1,1.3,0.8,1.1,1.0,1.1,0.8,39.9
Kane,Wilson,DEF,WBA,4000000,0,0,0.0,0.0,0.0,0,18508,0,0,0,0,0,0,0,0.0,149,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.2,15154,0,0,0,0,0,19,0,0,0,Everton,Arsenal,West Ham,Brighton,Everton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kevin,Wimmer,DEF,STK,4200000,2,15,1.2,2.85714285714286e-07,3.5714285714285697e-06,0,37912,4,24,0,0,0,0,0,3.6,720,-3,0,15,3,0.1,0,0.5,1,0,1,0,0,0.3,37796,0,0,0,0,1006,1127,0,0,144,Huddersfield,Chelsea,Newcastle,Man Utd,Huddersfield,0.6,0.6,0.7,0.6,0.9,0.8,0.6,1.0,0.6,0.6,0.6,0.6,0.6,0.8,0.7,0.8,0.6,1.6,0.6,25.3
Harry,Winks,MID,TOT,4800000,0,30,1.57894736842105,3.28947368421053e-07,6.25e-06,0,21594,0,9,0,0,0,0,0,6.3,1761,-2,0,30,2,0.4,0,2.0,0,0,4,0,1,0.2,26519,0,0,0,0,762,107,0,0,164,Southampton,Swansea,West Ham,Everton,Southampton,0.0,0.0,2.2,1.5,0.8,0.9,0.8,1.2,0.8,1.4,0.9,1.2,0.8,0.8,0.8,0.8,0.8,0.8,1.0,33.0
Chris,Wood,FWD,BUR,6400000,1,49,3.3,5.15625e-07,7.65625e-06,0,254805,1,6,0,0,0,4,0,7.7,18446,-1,0,49,1,0.4,0,2.6,8,0,7,0,0,1.3,297477,0,0,0,0,1021,867,0,0,126,Man Utd,Huddersfield,Liverpool,Crystal Palace,Man Utd,0.0,2.8,3.3,3.3,3.6,3.3,3.1,3.0,3.5,3.9,2.7,2.6,3.2,3.5,3.6,3.8,3.8,2.1,3.8,61.9
Ben,Woodburn,MID,LIV,4300000,0,0,0.0,0.0,0.0,0,20779,0,0,0,0,0,0,0,0.0,429,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.3,20020,0,0,0,0,0,119,0,0,0,Swansea,Leicester,Burnley,Man City,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Freddie,Woodman,GLK,NEW,4000000,0,0,0.0,0.0,0.0,0,5787,0,0,0,0,0,0,0,0.0,147,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.2,12425,0,0,0,0,0,180,0,0,0,Man City,Brighton,Stoke,Swansea,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Granit,Xhaka,MID,ARS,5300000,7,62,3.3,6.226415094339621e-07,1.1698113207547199e-05,0,869854,4,23,0,0,0,1,0,11.7,6996,-2,0,62,2,0.6,0,3.1,2,0,9,0,4,8.1,817798,0,0,0,1,1634,18689,0,0,298,Crystal Palace,West Brom,Chelsea,Bournemouth,Crystal Palace,2.0,2.2,3.3,2.5,3.7,2.8,4.5,1.7,2.3,1.8,3.1,2.1,3.6,3.6,2.4,4.1,1.6,3.6,2.1,92.0
Claudio,Yacob,MID,WBA,4300000,0,13,0.6842105263157889,1.59118727050184e-07,3.02325581395349e-06,0,23641,3,6,0,0,0,0,0,3.0,1164,-2,0,13,2,0.3,0,1.5,0,0,3,0,0,0.4,19996,0,0,0,0,474,488,0,0,61,Everton,Arsenal,West Ham,Brighton,Everton,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,13.7
,Yaya Toure,MID,MCI,6100000,0,6,0.315789473684211,5.1768766177739405e-08,9.83606557377049e-07,0,76228,0,0,0,0,0,0,0,1.0,366,-4,0,6,4,0.1,0,0.6,0,0,0,0,1,0.8,9953,0,0,0,0,61,92,0,0,35,Newcastle,Crystal Palace,Watford,Liverpool,Newcastle,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,7.5
DeAndre,Yedlin,DEF,NEW,4400000,1,28,1.9,4.31818181818182e-07,6.36363636363636e-06,0,34069,1,23,0,0,0,0,0,6.4,1496,-1,0,28,1,0.3,0,1.3,2,0,1,0,1,0.6,45287,1,0,0,1,1265,519,0,0,212,Man City,Brighton,Stoke,Swansea,Man City,1.2,2.1,1.3,1.4,1.1,1.6,2.3,1.6,1.2,1.1,1.5,1.2,1.8,1.0,1.8,1.0,1.8,1.8,1.7,44.4
Maya,Yoshida,DEF,SOU,4800000,2,59,3.9,8.125e-07,1.22916666666667e-05,0,319438,1,17,0,0,0,2,0,12.3,12604,-2,0,59,2,0.4,0,1.9,6,0,4,0,1,3.5,396450,0,0,0,0,1264,8983,0,0,274,Tottenham,Man Utd,Crystal Palace,Watford,Tottenham,3.9,3.1,5.5,5.1,4.6,5.4,4.3,4.3,4.3,4.7,3.8,3.8,4.6,3.3,4.7,3.5,4.2,2.9,3.6,65.5
Ashley,Young,MID,MUN,5100000,2,56,3.7,7.254901960784309e-07,1.09803921568627e-05,0,185785,4,12,0,0,0,2,0,11.0,29792,1,0,56,-1,0.7,0,3.8,6,0,6,0,3,5.1,442840,0,0,0,1,1254,11349,0,0,267,Burnley,Southampton,Everton,Stoke,Burnley,4.1,4.2,3.2,4.1,2.7,2.2,5.0,3.0,3.8,2.6,3.5,2.6,4.8,1.8,4.6,3.2,4.5,2.3,3.6,70.8
Pablo,Zabaleta,DEF,WHU,4900000,1,49,2.7,5.510204081632651e-07,1e-05,0,150142,6,30,0,0,0,0,0,10.0,4587,-1,0,49,1,0.7,0,3.5,6,0,6,0,0,2.1,79826,0,0,0,0,1591,7500,0,0,303,Bournemouth,West Brom,Tottenham,Huddersfield,Bournemouth,1.9,0.0,5.1,1.8,2.7,4.0,2.3,3.1,1.8,1.8,3.0,2.8,2.8,2.3,3.0,1.5,2.2,1.7,2.4,56.3
Wilfried,Zaha,MID,CRY,6900000,1,54,2.84210526315789,4.11899313501144e-07,7.82608695652174e-06,0,1135999,2,14,0,0,0,4,0,7.8,32190,-1,0,54,1,0.6,0,4.0,0,0,4,0,2,6.0,381968,0,0,0,0,1156,9411,0,0,161,Arsenal,Man City,Southampton,Burnley,Arsenal,2.9,1.6,2.2,2.6,1.5,2.0,2.9,2.4,2.4,2.4,1.8,2.0,2.1,2.4,2.7,2.2,2.6,2.0,3.0,115.2
,Zanka,DEF,HUD,4600000,2,58,3.1,6.73913043478261e-07,1.26086956521739e-05,0,368051,2,31,0,0,0,0,0,12.9,8747,1,-1,58,-1,0.5,0,2.4,4,0,6,0,2,8.3,626482,0,0,0,2,1710,49671,1,0,327,Stoke,Burnley,Leicester,West Ham,Stoke,3.7,3.7,2.0,4.4,2.4,3.5,1.7,3.3,2.5,2.2,3.2,4.6,2.2,2.7,3.8,2.6,3.1,2.0,3.9,48.8
Davide,Zappacosta,DEF,CHE,5900000,1,34,1.7894736842105299,3.03300624442462e-07,5.7627118644067805e-06,0,36081,0,3,0,0,0,0,0,5.8,2184,-1,0,34,1,0.3,0,1.8,1,0,4,0,0,0.3,44722,0,0,0,0,551,645,0,0,130,Brighton,Stoke,Arsenal,Leicester,Brighton,1.9,1.5,0.9,1.1,1.4,1.3,1.6,1.7,0.9,1.0,2.5,1.2,1.5,1.9,1.2,1.6,1.0,1.3,1.1,38.3
Mauro,Zarate,FWD,WAT,5400000,0,0,0.0,0.0,0.0,0,1801,0,0,0,0,0,0,0,0.0,73,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,1509,0,0,0,0,0,78,0,0,0,Leicester,Swansea,Man City,Southampton,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marvin,Zeegelaar,DEF,WAT,4400000,0,21,1.10526315789474,2.51196172248804e-07,4.77272727272727e-06,0,64178,2,6,0,0,0,0,0,4.8,1657,-1,0,21,1,0.0,0,-0.2,5,0,2,0,2,0.6,93144,0,0,0,1,398,1043,0,1,99,Leicester,Swansea,Man City,Southampton,Leicester,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.7,0.6,0.7,0.6,0.6,0.6,0.6,0.6,1.3,0.6,0.6,0.6,16.9
Oleksandr,Zinchenko,MID,MCI,5000000,0,1,0.0526315789473684,1.05263157894737e-08,2e-07,0,253,0,0,0,0,0,0,0,0.2,18,0,0,1,0,0.0,0,0.1,0,0,0,0,0,0.0,304,0,0,0,0,17,17,0,0,15,Newcastle,Crystal Palace,Watford,Liverpool,Newcastle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5
Kurt,Zouma,DEF,STK,5400000,2,44,2.6,4.81481481481482e-07,8.14814814814815e-06,0,129747,0,32,0,0,0,1,0,8.1,1458,-1,0,44,1,0.3,0,1.8,4,0,3,0,0,2.0,65820,0,0,0,0,1505,921,0,0,301,Huddersfield,Chelsea,Newcastle,Man Utd,Huddersfield,1.9,2.3,2.4,1.5,2.9,2.8,1.9,3.2,1.7,2.2,2.0,2.1,1.6,2.6,2.5,2.7,1.9,3.7,1.9,63.5
