FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Heurelho,Gomes,GLK,WAT,4500000,7,38,3.2,7.11111111111111e-07,8.444444444444439e-06,0,62648,0,18,0,32,0,0,0,8.4,2029,0,0,38,0,0.7,0,3.3,2,0,4,0,0,2.2,78465,0,0,0,0,1048,3986,0,0,219,Newcastle,Man Utd,Tottenham,Burnley,Crystal Palace,3.0,3.0,3.1,3.4,4.2,4.0,3.7,2.5,2.3,2.7,2.8,2.8,3.4,2.4,3.5,2.4,3.6,2.5,2.8,2.7,2.9,3.5,4.4,3.4,3.2,2.3,23.6
Joseph,Gomez,DEF,LIV,4600000,0,36,4.0,8.695652173913041e-07,7.82608695652174e-06,0,120750,2,9,0,0,0,0,0,7.8,21773,1,0,36,-1,0.6,0,2.7,5,0,4,0,1,4.5,300072,0,0,0,2,721,7724,0,0,197,Chelsea,Stoke,Brighton,Everton,West Brom,4.5,3.3,3.7,4.6,6.0,3.0,2.2,4.5,4.7,3.3,4.0,3.2,3.4,5.4,3.8,5.9,5.5,2.0,5.2,3.9,2.3,5.0,3.7,5.2,3.6,5.6,34.0
Dan,Gosling,MID,BOU,4900000,1,10,0.833333333333333,1.70068027210884e-07,2.04081632653061e-06,0,3262,0,8,0,0,0,0,0,2.0,84,-1,0,10,1,0.1,0,0.3,0,0,0,0,0,0.1,1217,0,0,0,0,365,29,0,0,46,Swansea,Burnley,Southampton,Crystal Palace,Man Utd,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,9.7
Yoan,Gouffran,MID,NEW,5000000,0,0,0.0,0.0,0.0,0,236,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,23,0,0,0,0,0,0,0,0,0,Watford,West Brom,Chelsea,Leicester,Everton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Max,Gradel,MID,BOU,5000000,0,0,0.0,0.0,0.0,0,3662,0,0,0,0,0,0,0,0.0,22,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,122,0,0,0,0,0,2,0,0,0,Swansea,Burnley,Southampton,Crystal Palace,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lee,Grant,GLK,STK,4300000,1,1,0.0833333333333333,1.93798449612403e-08,2.3255813953488398e-07,0,17589,0,2,0,1,0,0,0,0.2,428,-2,0,1,2,0.1,0,0.3,0,0,0,0,0,0.3,2675,0,0,0,0,90,739,0,0,10,Crystal Palace,Liverpool,Swansea,Tottenham,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9
Andre,Gray,FWD,WAT,6300000,5,34,2.8,4.44444444444444e-07,5.3968253968254005e-06,0,117169,1,10,0,0,0,1,0,5.4,4281,-2,0,34,2,0.6,0,3.7,2,0,4,0,3,1.6,85347,0,0,0,0,730,15275,0,0,90,Newcastle,Man Utd,Tottenham,Burnley,Crystal Palace,2.5,2.4,1.8,2.3,3.3,2.7,2.8,2.4,2.0,2.5,2.0,2.7,3.3,1.4,2.7,3.1,2.8,1.7,2.1,2.4,1.9,2.3,3.5,2.1,2.6,1.8,41.5
Demarai,Gray,MID,LEI,5300000,2,27,2.5,4.71698113207547e-07,5.09433962264151e-06,0,40385,0,8,0,0,0,1,0,5.1,5008,-2,0,27,2,0.9,0,4.7,2,0,2,0,1,1.1,58450,0,0,0,0,484,7054,0,0,101,West Ham,Tottenham,Burnley,Newcastle,Southampton,1.8,1.9,2.1,1.8,2.0,2.7,2.2,1.8,1.2,2.7,1.9,1.6,2.3,2.5,1.2,2.0,2.5,1.7,3.0,1.5,2.6,1.7,2.0,1.7,2.7,1.5,25.8
Robert,Green,GLK,HUD,4000000,0,0,0.0,0.0,0.0,0,1939,0,0,0,0,0,0,0,0.0,191,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,7276,0,0,0,0,0,430,0,0,0,Man City,Arsenal,Everton,Brighton,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pascal,Gro?,MID,BHA,5900000,10,68,5.7,9.66101694915254e-07,1.15254237288136e-05,0,378406,1,13,0,0,0,3,0,11.5,56938,4,0,68,-4,1.1,0,6.7,11,0,4,0,5,19.5,1305586,0,0,0,1,1003,53668,0,0,244,Man Utd,Crystal Palace,Liverpool,Huddersfield,Tottenham,4.3,8.1,7.3,5.9,5.7,7.0,5.7,6.7,6.4,7.8,6.2,6.0,6.9,8.2,6.1,7.5,8.6,7.0,4.6,7.4,8.3,6.3,6.6,6.2,7.1,4.5,78.5
Marko,Grujic,MID,LIV,4300000,0,2,0.166666666666667,3.87596899224806e-08,4.65116279069767e-07,0,24416,0,0,0,0,0,0,0,0.5,4391,-2,0,2,2,0.0,0,0.0,0,0,0,0,0,0.8,42976,0,0,0,0,13,3311,0,0,7,Chelsea,Stoke,Brighton,Everton,West Brom,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.9
Johann Berg,Gudmundsson,MID,BUR,5000000,3,29,2.6,5.2e-07,5.7999999999999995e-06,0,4239,1,6,0,0,0,0,0,5.8,751,0,0,29,0,0.9,0,4.7,0,0,4,0,3,0.1,6805,0,0,0,0,704,731,0,0,105,Arsenal,Bournemouth,Leicester,Watford,Stoke,3.1,2.2,1.9,1.6,2.1,1.6,2.0,1.3,1.7,2.3,1.9,2.2,1.9,1.3,2.7,2.1,3.1,2.0,1.8,1.8,2.0,2.4,1.8,1.9,1.3,2.6,35.0
Idrissa,Gueye,MID,EVE,4800000,2,20,1.7,3.5416666666666705e-07,4.16666666666667e-06,0,48241,3,20,0,0,0,0,0,4.2,1271,-2,1,20,2,0.4,0,1.7,0,0,2,0,0,0.9,21644,0,0,0,0,1009,361,-1,1,166,Southampton,West Ham,Huddersfield,Liverpool,Newcastle,1.0,1.5,1.6,0.8,0.9,1.4,0.9,0.8,1.0,1.2,0.8,1.4,1.3,0.8,1.5,0.9,0.8,1.0,0.8,0.8,1.2,1.3,1.5,0.8,1.1,0.9,32.9
Ilkay,Gundogan,MID,MCI,5400000,1,7,0.583333333333333,1.08024691358025e-07,1.2962962962963e-06,0,23585,0,1,0,0,0,0,0,1.3,740,-1,0,7,1,0.2,0,1.0,0,0,0,0,0,0.2,13953,0,0,0,0,85,458,0,0,32,Huddersfield,Southampton,West Ham,Man Utd,Swansea,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,6.9
Florent,Hadergjonaj,DEF,HUD,4500000,-1,9,0.75,1.66666666666667e-07,2e-06,0,606,1,5,0,0,0,0,0,2.0,205,0,0,9,0,0.6,0,2.7,2,0,1,0,0,0.0,1258,0,0,0,0,202,50,0,0,56,Man City,Arsenal,Everton,Brighton,Chelsea,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.5,0.4,0.4,0.4,0.4,0.4,1.1,0.4,0.4,0.4,0.4,0.4,0.4,0.6,10.2
Massadio,Haidara,DEF,NEW,3900000,0,0,0.0,0.0,0.0,0,57673,0,0,0,0,0,0,0,0.0,2785,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,1.3,43717,0,0,0,0,0,6782,0,0,0,Watford,West Brom,Chelsea,Leicester,Everton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sead,Haksabanovic,MID,WHU,5000000,0,0,0.0,0.0,0.0,0,347,0,0,0,0,0,0,0,0.0,30,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,475,0,0,0,0,0,22,0,0,0,Leicester,Everton,Man City,Chelsea,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ben,Hamer,GLK,LEI,4400000,0,0,0.0,0.0,0.0,0,1387,0,0,0,0,0,0,0,0.0,47,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,455,0,0,0,0,0,27,0,0,0,West Ham,Tottenham,Burnley,Newcastle,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Grant,Hanley,DEF,NEW,4000000,0,0,0.0,0.0,0.0,0,74487,0,0,0,0,0,0,0,0.0,1160,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.6,5565,0,0,0,0,0,16,0,0,0,Watford,West Brom,Chelsea,Leicester,Everton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rekeem,Harper,MID,WBA,4500000,0,1,1.0,2.22222222222222e-07,2.22222222222222e-07,0,1958,0,0,0,0,0,0,0,0.2,22,0,0,1,0,0.0,0,0.0,0,0,0,0,0,0.0,1322,0,0,0,0,20,3,0,0,6,Tottenham,Newcastle,Crystal Palace,Swansea,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7
Joe,Hart,GLK,WHU,4400000,2,38,3.2,7.27272727272727e-07,8.63636363636364e-06,0,304611,0,25,0,37,0,0,0,8.6,12932,-1,0,38,1,0.5,0,2.0,3,0,3,0,1,8.4,120394,0,0,0,1,1080,2892,0,0,230,Leicester,Everton,Man City,Chelsea,Arsenal,3.2,1.9,2.0,3.1,4.5,2.6,3.9,2.4,2.7,4.3,2.7,3.5,4.8,3.0,3.6,2.1,2.6,3.7,3.7,3.5,2.9,3.7,1.8,2.7,2.1,3.1,27.2
Jakob,Haugaard,GLK,STK,4000000,0,0,0.0,0.0,0.0,0,126,0,0,0,0,0,0,0,0.0,126,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,827,0,0,0,0,0,827,0,0,0,Crystal Palace,Liverpool,Swansea,Tottenham,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Isaac,Hayden,MID,NEW,4500000,1,23,1.9,4.2222222222222205e-07,5.11111111111111e-06,0,18909,5,12,0,0,0,1,0,5.1,2633,0,0,23,0,0.3,0,1.3,0,0,2,0,0,0.3,22591,0,0,0,0,804,76,0,0,101,Watford,West Brom,Chelsea,Leicester,Everton,0.0,1.0,1.1,1.6,2.1,1.0,1.0,1.0,1.3,1.0,1.7,1.0,1.4,1.0,1.5,1.1,1.0,1.4,1.0,1.9,1.0,2.1,1.3,1.7,1.0,1.2,38.7
Eden,Hazard,MID,CHE,10600000,18,44,3.6666666666666696,3.45911949685535e-07,4.15094339622642e-06,0,214402,1,5,0,0,0,3,0,4.2,8805,1,0,44,-1,1.0,0,10.7,6,0,3,0,2,5.8,400768,0,0,0,2,541,58838,0,0,156,Liverpool,Swansea,Newcastle,West Ham,Huddersfield,2.6,3.7,4.0,3.8,3.4,3.1,4.5,2.9,3.1,2.8,3.5,3.3,3.8,3.8,3.7,2.4,2.6,4.0,3.6,2.9,4.1,4.1,4.1,4.8,3.4,3.8,63.3
Tom,Heaton,GLK,BUR,4800000,0,8,0.666666666666667,1.38888888888889e-07,1.66666666666667e-06,0,328574,0,4,0,8,0,0,0,1.7,4484,-2,0,8,2,0.0,0,0.0,0,0,0,0,0,2.1,18108,0,0,0,0,305,42,0,0,48,Arsenal,Bournemouth,Leicester,Watford,Stoke,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.3,0.3,0.7,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,5.3
Michael,Hefele,DEF,HUD,4200000,0,1,0.0833333333333333,1.98412698412698e-08,2.38095238095238e-07,0,7789,0,0,0,0,0,0,0,0.2,120,-3,0,1,3,0.0,0,0.0,0,0,0,0,0,0.1,2111,0,0,0,0,1,15,0,0,4,Man City,Arsenal,Everton,Brighton,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
Ahmed El-Sayed,Hegazi,DEF,WBA,4600000,0,37,3.1,6.73913043478261e-07,8.04347826086956e-06,0,787213,3,17,0,0,0,1,0,8.0,70837,1,0,37,-1,0.1,0,0.3,5,0,3,0,0,18.7,1258161,0,0,0,1,1046,2839,0,0,187,Tottenham,Newcastle,Crystal Palace,Swansea,Liverpool,2.7,3.6,4.6,2.6,2.1,3.4,2.6,2.9,4.3,2.7,3.8,1.9,2.0,3.3,2.8,4.4,3.5,3.0,2.4,3.4,2.8,1.6,4.0,2.3,3.5,3.5,40.8
Tomer,Hemed,FWD,BHA,4900000,0,27,3.9,7.959183673469391e-07,5.51020408163265e-06,0,176262,0,3,0,0,0,2,0,5.5,8494,-1,0,27,1,0.1,0,0.3,5,0,2,0,1,1.4,220372,0,0,0,0,446,3458,0,0,81,Man Utd,Crystal Palace,Liverpool,Huddersfield,Tottenham,2.7,5.8,4.9,3.3,3.1,3.9,3.9,3.5,3.6,4.6,4.1,3.0,4.1,5.1,4.7,4.0,5.2,4.6,3.6,4.6,5.0,4.6,3.7,3.4,4.6,3.0,23.9
Jordan,Henderson,MID,LIV,5500000,3,35,3.5,6.36363636363636e-07,6.36363636363636e-06,0,115722,1,15,0,0,0,1,0,6.4,5332,0,0,35,0,0.4,0,2.0,3,0,5,0,1,1.8,113404,0,0,0,0,900,1751,0,0,173,Chelsea,Stoke,Brighton,Everton,West Brom,3.3,2.2,2.0,5.1,4.4,2.7,1.8,4.4,4.2,2.2,2.6,3.3,2.1,3.7,2.6,4.7,4.6,1.8,3.1,2.3,3.1,4.4,2.3,3.9,2.5,3.6,50.6
Jeff,Hendrick,MID,BUR,5400000,6,36,3.0,5.55555555555556e-07,6.66666666666667e-06,0,10005,0,5,0,0,0,2,0,6.7,1001,-1,0,36,1,1.1,0,5.7,1,0,5,0,1,0.3,15156,0,0,0,0,688,2577,0,0,105,Arsenal,Bournemouth,Leicester,Watford,Stoke,3.8,2.7,2.4,2.1,2.7,2.1,2.5,1.5,2.2,2.9,2.4,2.8,2.4,1.6,3.3,2.6,3.8,2.5,2.2,2.3,2.5,2.9,2.3,2.5,1.7,3.2,40.4
Wayne,Hennessey,GLK,CRY,4300000,0,19,2.7,6.27906976744186e-07,4.41860465116279e-06,0,55761,0,17,0,28,0,0,0,4.4,1633,-2,0,19,2,0.0,0,0.0,3,0,0,0,0,0.9,22535,0,0,0,0,630,567,0,0,124,Stoke,Brighton,West Brom,Bournemouth,Watford,2.9,2.2,2.2,2.7,2.9,1.5,1.9,3.6,2.1,2.3,2.9,1.4,2.0,3.1,1.4,3.0,2.9,2.1,2.0,3.4,1.8,3.2,2.7,2.5,2.0,3.5,19.7
Dion,Henry,GLK,CRY,4000000,0,0,0.0,0.0,0.0,0,739,0,0,0,0,0,0,0,0.0,118,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,2459,0,0,0,0,0,341,0,0,0,Stoke,Brighton,West Brom,Bournemouth,Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ander,Herrera,MID,MUN,5100000,1,15,1.25,2.4509803921568606e-07,2.94117647058824e-06,0,178190,2,5,0,0,0,0,0,2.9,2436,-4,0,15,4,0.3,0,1.7,0,0,2,0,0,1.4,21600,0,0,0,0,497,345,0,0,72,Brighton,Watford,Arsenal,Man City,Bournemouth,0.7,0.6,0.6,0.6,1.0,0.6,0.6,0.8,0.7,0.6,0.8,0.6,0.6,1.1,0.6,0.6,0.6,0.8,0.6,1.0,0.6,0.9,0.6,1.2,0.6,0.6,24.8
Wesley,Hoedt,DEF,SOU,5000000,1,12,1.0,2e-07,2.4e-06,0,3354,1,7,0,0,0,0,0,2.4,120,0,0,12,0,0.1,0,0.7,1,0,1,0,0,0.0,4390,0,0,0,0,450,79,0,0,93,Everton,Man City,Bournemouth,Arsenal,Leicester,0.5,0.5,0.5,0.7,0.5,0.5,0.7,0.5,0.5,1.4,0.7,0.5,0.5,0.6,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,14.5
Jonathan,Hogg,MID,HUD,4400000,0,13,1.08333333333333,2.4621212121212103e-07,2.95454545454545e-06,0,19225,1,8,0,0,0,0,0,3.0,2007,-1,0,13,1,0.4,0,1.7,0,0,2,0,0,0.4,37752,0,0,0,0,483,554,0,0,96,Man City,Arsenal,Everton,Brighton,Chelsea,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.6,0.5,0.8,0.5,0.6,0.5,0.7,0.5,0.5,0.7,0.8,0.5,0.5,0.5,0.5,1.0,0.5,0.9,11.0
Pierre-Emile,H?jbjerg,MID,SOU,4400000,0,1,0.0833333333333333,1.8939393939393898e-08,2.2727272727272702e-07,0,16860,0,0,0,0,0,0,0,0.2,467,-1,0,1,1,0.1,0,0.3,0,0,0,0,0,0.3,12450,0,0,0,0,6,76,0,0,5,Everton,Man City,Bournemouth,Arsenal,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
Rob,Holding,DEF,ARS,4600000,0,8,0.666666666666667,1.44927536231884e-07,1.73913043478261e-06,0,92407,1,8,0,0,0,0,0,1.7,1414,-4,0,8,4,0.1,0,0.3,0,0,1,0,0,0.7,14477,0,0,0,0,263,88,0,0,68,Burnley,Huddersfield,Man Utd,Southampton,West Ham,0.3,0.5,0.3,0.3,0.3,0.4,0.4,0.4,0.3,0.3,0.3,1.0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.5,0.3,0.3,0.3,10.7
Jose,Holebas,DEF,WAT,5000000,1,30,2.7,5.4e-07,6e-06,0,37573,3,21,0,0,0,0,0,6.0,2641,0,0,30,0,0.4,0,2.0,3,0,2,0,3,0.7,40775,0,0,0,0,904,1003,0,0,169,Newcastle,Man Utd,Tottenham,Burnley,Crystal Palace,2.3,2.3,2.4,2.6,3.5,3.1,2.9,1.9,1.8,2.1,2.2,2.1,2.6,1.8,2.7,1.8,2.8,1.9,2.2,2.1,2.3,2.7,3.7,2.7,2.4,1.7,53.6
Mason,Holgate,DEF,EVE,4200000,0,7,0.583333333333333,1.38888888888889e-07,1.66666666666667e-06,0,73552,0,5,0,0,0,0,0,1.7,3276,-3,0,7,3,0.0,0,0.0,0,0,0,0,0,0.7,39021,0,0,0,0,360,395,0,0,40,Southampton,West Ham,Huddersfield,Liverpool,Newcastle,0.0,0.0,0.0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.8,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,19.2
Mark,Hudson,DEF,HUD,4000000,0,0,0.0,0.0,0.0,0,16104,0,0,0,0,0,0,0,0.0,205,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.2,964,0,0,0,0,0,18,0,0,0,Man City,Arsenal,Everton,Brighton,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Will,Hughes,MID,WAT,4600000,14,17,1.4166666666666698,3.07971014492754e-07,3.69565217391304e-06,0,12844,0,3,0,0,0,1,0,3.7,1594,-4,0,17,4,1.2,0,5.7,3,0,1,0,1,0.4,18769,0,0,0,1,183,17147,0,0,62,Newcastle,Man Utd,Tottenham,Burnley,Crystal Palace,0.8,0.7,0.7,0.8,0.8,0.9,0.7,0.7,0.8,0.7,0.7,0.8,0.8,0.7,0.8,1.1,0.8,0.7,0.7,0.8,0.7,0.7,0.9,0.7,0.9,0.7,20.5
Uwe,Hunemeier,DEF,BHA,3900000,0,1,0.0833333333333333,2.1367521367521398e-08,2.56410256410256e-07,0,250291,0,1,0,0,0,0,0,0.3,9707,-1,0,1,1,0.0,0,0.0,0,0,0,0,0,7.2,260484,0,0,0,0,17,6562,0,0,5,Man Utd,Crystal Palace,Liverpool,Huddersfield,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9
Robert,Huth,DEF,LEI,4900000,0,0,0.0,0.0,0.0,0,4199,0,0,0,0,0,0,0,0.0,65,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,1038,0,0,0,0,0,27,0,0,0,West Ham,Tottenham,Burnley,Newcastle,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordon,Ibe,MID,BOU,4900000,4,24,2.2,4.4897959183673497e-07,4.89795918367347e-06,0,32565,0,5,0,0,0,0,0,4.9,2397,-1,0,24,1,0.6,0,2.7,0,0,1,0,3,0.5,28924,0,0,0,0,555,144,0,0,83,Swansea,Burnley,Southampton,Crystal Palace,Man Utd,0.0,1.7,1.6,1.4,1.1,1.8,1.1,2.2,2.5,1.2,2.5,1.5,1.5,1.6,1.3,2.1,1.4,1.5,2.0,1.5,2.2,1.1,1.7,1.6,2.0,1.4,39.2
Vicente,Iborra,MID,LEI,5800000,2,19,1.5833333333333302,2.72988505747126e-07,3.27586206896552e-06,0,7548,0,5,0,0,0,1,0,3.3,256,-2,0,19,2,0.8,0,4.7,2,0,1,0,0,0.1,2313,0,0,0,0,462,621,0,0,102,West Ham,Tottenham,Burnley,Newcastle,Southampton,0.8,0.9,1.0,0.8,0.9,1.3,1.0,0.8,0.8,1.4,0.9,0.8,1.1,1.2,0.8,1.0,1.2,0.8,1.5,0.8,1.3,0.8,0.9,0.8,1.3,0.8,22.9
Zlatan,Ibrahimovic,FWD,MUN,10000000,1,1,0.0833333333333333,8.33333333333333e-09,1e-07,0,6751,0,0,0,0,0,0,0,0.1,2809,0,0,1,0,0.0,0,0.3,0,0,0,0,0,0.4,21077,0,0,0,0,13,11283,0,0,3,Brighton,Watford,Arsenal,Man City,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6
Kelechi,Iheanacho,FWD,LEI,6600000,1,10,0.833333333333333,1.26262626262626e-07,1.51515151515152e-06,0,129197,1,5,0,0,0,0,0,1.5,1031,-4,0,10,4,0.2,0,1.0,0,0,0,0,0,0.7,11635,0,0,0,0,254,678,0,0,25,West Ham,Tottenham,Burnley,Newcastle,Southampton,0.4,0.4,0.4,0.4,0.4,0.7,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.5,0.4,10.1
Giannelli,Imbula,MID,STK,4500000,0,0,0.0,0.0,0.0,0,7727,0,0,0,0,0,0,0,0.0,84,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,949,0,0,0,0,0,0,0,0,0,Crystal Palace,Liverpool,Swansea,Tottenham,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tom,Ince,MID,HUD,5700000,2,32,2.7,4.7368421052631595e-07,5.6140350877193e-06,0,75942,0,17,0,0,0,0,0,5.6,2146,-3,0,32,3,0.4,0,2.3,0,0,5,0,1,0.6,26044,0,0,0,0,1080,150,0,0,115,Man City,Arsenal,Everton,Brighton,Chelsea,1.6,1.4,2.1,2.4,2.2,1.6,1.8,2.6,2.6,1.6,3.3,1.5,2.8,1.4,3.0,1.5,1.4,3.0,3.2,1.6,1.4,2.0,1.7,3.6,1.4,3.6,57.5
Danny,Ings,FWD,LIV,5400000,0,0,0.0,0.0,0.0,0,4232,0,0,0,0,0,0,0,0.0,140,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,2103,0,0,0,0,0,114,0,0,0,Chelsea,Stoke,Brighton,Everton,West Brom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
