FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Olayinka Fredrick Oladotun,Ladapo,FWD,CRY,4500000,0,1,1.0,2.22222222222222e-07,2.22222222222222e-07,0,79295,0,1,0,0,0,0,0,0.2,4073,0,0,1,0,0.0,0,0.0,0,0,0,0,0,1.7,150167,0,0,0,0,16,2876,0,0,3,Stoke,Brighton,West Brom,Bournemouth,Watford,0.8,0.5,0.5,0.6,0.5,0.5,0.5,0.8,0.5,0.5,0.5,0.5,0.5,0.7,0.5,0.5,0.6,0.5,0.5,0.7,0.5,0.6,0.5,0.6,0.5,0.7,0.2
Adam,Lallana,MID,LIV,7300000,0,0,0.0,0.0,0.0,0,32472,0,0,0,0,0,0,0,0.0,277,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.3,2294,0,0,0,0,0,211,0,0,0,Chelsea,Stoke,Brighton,Everton,West Brom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Erik,Lamela,MID,TOT,6300000,0,0,0.0,0.0,0.0,0,3007,0,0,0,0,0,0,0,0.0,54,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.0,864,0,0,0,0,0,39,0,0,0,West Brom,Leicester,Watford,Stoke,Brighton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Manuel,Lanzini,MID,WHU,6800000,2,16,1.33333333333333,1.9607843137254898e-07,2.3529411764705897e-06,0,51235,1,14,0,0,0,1,0,2.4,2014,-2,0,16,2,0.5,0,3.3,0,0,0,0,0,0.6,19585,0,0,0,0,520,1923,0,0,93,Leicester,Everton,Man City,Chelsea,Arsenal,0.9,0.7,0.7,0.7,1.2,0.7,1.1,0.7,0.7,1.0,0.7,1.0,1.1,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.7,0.8,0.7,0.7,0.7,1.3,34.3
Jamaal,Lascelles,DEF,NEW,4700000,0,44,4.0,8.51063829787234e-07,9.36170212765957e-06,0,425016,3,9,0,0,0,2,0,9.2,75649,2,1,44,-2,0.2,0,1.0,4,0,3,0,0,8.7,753342,0,0,0,1,947,938,-1,0,185,Watford,West Brom,Chelsea,Leicester,Everton,0.0,4.1,4.0,4.4,4.4,2.6,3.9,3.8,5.4,3.7,4.2,3.0,5.0,4.3,5.0,3.4,3.1,4.8,3.8,6.0,3.0,6.0,2.7,5.8,4.8,4.3,39.8
,Lee Chung-yong,MID,CRY,4400000,0,3,0.25,5.68181818181818e-08,6.81818181818182e-07,0,31617,0,2,0,0,0,0,0,0.7,1609,-1,0,3,1,0.0,0,0.0,0,0,0,0,0,0.5,41123,0,0,0,0,109,11,0,0,8,Stoke,Brighton,West Brom,Bournemouth,Watford,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,4.2
Adam,Legzdins,GLK,BUR,4000000,0,0,0.0,0.0,0.0,0,2154,0,0,0,0,0,0,0,0.0,103,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,6806,0,0,0,0,0,167,0,0,0,Arsenal,Bournemouth,Leicester,Watford,Stoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Florian,Lejeune,DEF,NEW,4400000,0,10,0.833333333333333,1.8939393939393898e-07,2.2727272727272702e-06,0,28550,2,8,0,0,0,0,0,2.3,317,-1,0,10,1,0.2,0,1.0,0,0,1,0,0,0.2,5004,0,0,0,0,483,576,0,0,89,Watford,West Brom,Chelsea,Leicester,Everton,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.9,0.4,0.4,0.4,0.4,0.4,0.7,0.4,0.6,0.4,0.6,0.4,0.4,16.2
Jonathan,Leko,MID,WBA,4500000,0,0,0.0,0.0,0.0,0,3872,0,0,0,0,0,0,0,0.0,66,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,580,0,0,0,0,0,4,0,0,0,Tottenham,Newcastle,Crystal Palace,Swansea,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mario,Lemina,MID,SOU,5000000,0,17,1.4166666666666698,2.8333333333333304e-07,3.4e-06,0,23351,0,6,0,0,0,0,0,3.4,953,0,0,17,0,0.0,0,0.0,0,0,3,0,0,0.2,20223,0,0,0,0,572,29,0,0,127,Everton,Man City,Bournemouth,Arsenal,Leicester,0.0,0.7,0.9,1.1,0.8,0.8,1.0,0.7,0.7,1.0,0.8,0.7,0.7,0.7,0.8,0.7,0.7,0.8,1.1,0.8,0.7,0.7,0.8,0.9,1.0,0.7,25.2
Aaron,Lennon,MID,EVE,5400000,2,8,0.666666666666667,1.23456790123457e-07,1.48148148148148e-06,0,4961,0,4,0,0,0,0,0,1.5,138,-1,0,8,1,0.4,0,2.3,0,0,0,0,1,0.1,1788,0,0,0,0,132,122,0,0,26,Southampton,West Ham,Huddersfield,Liverpool,Newcastle,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,6.6
,Lewis Cook,MID,BOU,4400000,1,9,0.75,1.70454545454545e-07,2.04545454545455e-06,0,36529,1,3,0,0,0,0,0,2.0,1808,-1,0,9,1,0.2,0,1.0,0,0,1,0,0,1.0,31308,0,0,0,0,340,588,0,0,54,Swansea,Burnley,Southampton,Crystal Palace,Man Utd,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,13.6
Anders,Lindegaard,GLK,BUR,4000000,0,0,0.0,0.0,0.0,0,1767,0,0,0,0,0,0,0,0.0,194,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,6859,0,0,0,0,0,500,0,0,0,Arsenal,Bournemouth,Leicester,Watford,Stoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Victor,Lindelof,DEF,MUN,4900000,2,4,0.33333333333333304,6.80272108843537e-08,8.16326530612245e-07,0,242675,0,3,0,0,0,0,0,0.8,965,-6,0,4,6,0.1,0,0.7,0,0,0,0,0,0.9,11327,0,0,0,0,158,1894,0,0,33,Brighton,Watford,Arsenal,Man City,Bournemouth,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,4.9
Jesse,Lingard,MID,MUN,5800000,0,16,1.33333333333333,2.2988505747126398e-07,2.75862068965517e-06,0,18117,0,2,0,0,0,0,0,2.8,598,-2,0,16,2,0.1,0,0.7,0,0,0,0,2,0.3,9536,0,0,0,0,229,256,0,0,52,Brighton,Watford,Arsenal,Man City,Bournemouth,0.8,0.7,0.7,0.7,1.1,0.7,0.7,0.9,0.8,0.7,0.9,0.7,0.7,1.2,0.7,0.7,0.7,0.9,0.7,1.1,0.7,1.0,0.7,1.3,0.7,0.7,20.5
Jake,Livermore,MID,WBA,4900000,2,22,2.0,4.08163265306122e-07,4.48979591836735e-06,0,11051,1,16,0,0,0,0,0,4.5,322,-1,0,22,1,0.4,0,2.0,0,0,2,0,0,0.2,6277,0,0,0,0,880,88,0,0,103,Tottenham,Newcastle,Crystal Palace,Swansea,Liverpool,1.0,2.0,2.0,1.7,1.0,1.6,1.0,2.2,2.2,1.1,1.4,1.5,1.0,1.5,1.2,2.0,1.1,1.7,1.3,1.5,1.8,1.0,1.6,1.1,1.4,1.1,21.6
Fernando,Llorente,FWD,TOT,7400000,1,6,0.9,1.21621621621622e-07,8.108108108108109e-07,0,15710,1,1,0,0,0,0,0,0.8,716,-1,0,6,1,0.1,0,1.0,0,0,0,0,0,0.2,12384,0,0,0,0,80,529,0,0,20,West Brom,Leicester,Watford,Stoke,Brighton,0.6,0.4,0.4,0.6,0.4,0.4,0.4,0.4,0.5,0.4,0.7,0.4,0.5,0.4,0.6,0.5,0.5,0.4,0.5,0.4,0.5,0.4,0.4,0.4,0.4,0.5,5.5
Hugo,Lloris,GLK,TOT,5500000,2,43,3.9,7.09090909090909e-07,7.818181818181821e-06,0,347005,0,9,0,22,0,0,0,7.8,7148,0,0,43,0,0.2,0,1.3,0,0,5,0,0,9.5,146323,0,0,0,0,990,9483,0,0,205,West Brom,Leicester,Watford,Stoke,Brighton,5.4,3.2,5.0,4.6,5.0,3.2,4.0,4.4,5.4,3.9,4.0,4.4,4.6,3.3,5.6,4.6,5.7,3.7,4.8,4.2,4.0,3.4,4.4,4.6,4.3,4.0,19.9
Ruben,Loftus-Cheek,MID,CRY,4500000,5,21,2.6,5.77777777777778e-07,4.6666666666666705e-06,0,422420,0,16,0,0,0,0,0,4.7,6166,0,0,21,0,0.9,0,4.0,0,0,0,0,2,5.7,201852,0,0,0,0,630,32505,0,0,110,Stoke,Brighton,West Brom,Bournemouth,Watford,2.4,1.4,1.6,2.8,1.8,1.6,2.3,3.3,1.5,1.8,2.4,1.3,1.7,3.0,2.1,2.2,2.5,1.7,1.4,2.5,1.9,2.2,1.7,2.6,1.5,2.7,38.8
Jason,Lokilo,MID,CRY,4400000,0,0,0.0,0.0,0.0,0,13257,0,0,0,0,0,0,0,0.0,325,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.2,13016,0,0,0,0,0,74,0,0,0,Stoke,Brighton,West Brom,Bournemouth,Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joe,Lolley,MID,HUD,4400000,0,0,0.0,0.0,0.0,0,3769,0,0,0,0,0,0,0,0.0,152,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,3433,0,0,0,0,0,70,0,0,0,Man City,Arsenal,Everton,Brighton,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kevin,Long,DEF,BUR,3900000,0,0,0.0,0.0,0.0,0,96990,0,0,0,0,0,0,0,0.0,3781,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,2.5,66977,0,0,0,0,0,4307,0,0,0,Arsenal,Bournemouth,Leicester,Watford,Stoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shane,Long,FWD,SOU,5700000,2,21,1.9,3.3333333333333304e-07,3.6842105263157896e-06,0,31711,2,9,0,0,0,0,0,3.7,920,-3,0,21,3,0.2,0,1.3,0,0,2,0,2,0.4,15581,0,0,0,0,578,1439,0,0,63,Everton,Man City,Bournemouth,Arsenal,Leicester,1.9,1.3,1.4,1.7,1.4,1.2,1.6,1.1,1.0,2.2,1.6,1.0,1.4,1.5,1.6,1.2,1.7,1.3,1.5,1.4,1.0,1.0,1.4,1.4,1.7,1.0,32.4
Ademola,Lookman,MID,EVE,5200000,1,6,0.5,9.61538461538462e-08,1.15384615384615e-06,0,7414,0,5,0,0,0,0,0,1.2,161,-3,0,6,3,0.3,0,1.7,0,0,0,0,1,0.1,1363,0,0,0,0,96,84,0,0,20,Southampton,West Ham,Huddersfield,Liverpool,Newcastle,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,3.9
Jonas,Lossl,GLK,HUD,4600000,0,56,4.7,1.0217391304347799e-06,1.21739130434783e-05,0,178048,0,17,0,31,0,0,0,12.2,17983,1,0,56,-1,1.2,0,5.3,5,0,5,0,1,9.7,471749,0,0,1,1,1080,12149,0,0,262,Man City,Arsenal,Everton,Brighton,Chelsea,5.0,3.1,3.2,6.8,5.6,5.7,5.0,6.4,6.4,3.5,7.0,4.4,7.0,2.8,6.1,4.8,4.5,5.5,7.0,3.9,4.9,6.4,4.7,5.7,3.5,7.0,29.7
Dejan,Lovren,DEF,LIV,5300000,5,22,2.4,4.52830188679245e-07,4.15094339622642e-06,0,71640,3,8,0,0,0,0,0,4.2,803,-2,0,22,2,0.4,0,2.0,1,0,3,0,0,0.8,13518,0,0,0,0,575,726,0,0,117,Chelsea,Stoke,Brighton,Everton,West Brom,2.1,1.4,1.6,2.2,3.1,1.3,1.2,2.1,2.2,1.4,1.8,1.4,1.5,2.6,1.7,3.0,2.7,1.2,2.5,2.3,1.2,2.4,1.6,2.5,1.6,2.8,20.5
Chris,Lowe,DEF,HUD,4500000,0,37,3.4,7.555555555555559e-07,8.22222222222222e-06,0,138856,0,8,0,0,0,0,0,8.2,18113,0,0,37,0,0.2,0,0.7,0,0,5,0,0,3.6,266227,0,0,0,0,771,1762,0,0,161,Man City,Arsenal,Everton,Brighton,Chelsea,3.1,1.8,1.8,4.5,3.5,3.6,3.0,4.1,4.1,2.1,4.8,2.6,4.7,1.7,3.9,3.0,2.7,3.5,5.1,2.3,3.0,4.1,2.9,3.6,2.0,5.0,15.7
Matthew,Lowton,DEF,BUR,4600000,6,51,4.3,9.34782608695652e-07,1.1086956521739099e-05,0,46967,0,9,0,0,0,0,0,11.1,8141,1,0,51,-1,1.5,0,6.7,2,0,6,0,1,4.1,202637,0,0,0,0,1080,49428,0,0,226,Arsenal,Bournemouth,Leicester,Watford,Stoke,6.3,4.3,3.8,5.2,5.2,5.1,5.4,3.1,4.7,5.9,5.1,5.2,4.1,3.9,4.6,5.0,4.5,4.8,4.4,5.0,5.8,4.6,4.6,5.6,3.4,4.9,36.6
Leiva,Lucas,MID,LIV,4500000,0,0,0.0,0.0,0.0,0,992,0,0,0,0,0,0,0,0.0,15,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,186,0,0,0,0,0,6,0,0,0,Chelsea,Stoke,Brighton,Everton,West Brom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Romelu,Lukaku,FWD,MUN,11500000,6,70,5.8,5.043478260869571e-07,6.08695652173913e-06,0,1401734,1,6,0,0,0,8,0,6.1,70037,0,0,70,0,0.4,1,4.3,8,0,8,0,3,48.1,1363488,0,0,0,2,1080,61488,0,0,251,Brighton,Watford,Arsenal,Man City,Bournemouth,8.5,6.4,3.5,7.4,8.6,5.8,5.7,7.7,7.8,5.8,8.7,4.8,4.5,8.7,5.3,6.4,5.6,8.7,5.5,7.8,5.2,8.7,5.8,8.7,5.8,7.7,118.2
Levi,Lumeka,MID,CRY,4500000,0,1,0.0833333333333333,1.85185185185185e-08,2.22222222222222e-07,0,325,0,0,0,0,0,0,0,0.2,24,0,0,1,0,0.0,0,0.0,0,0,0,0,0,0.0,428,0,0,0,0,25,19,0,0,3,Stoke,Brighton,West Brom,Bournemouth,Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3
Matt,Macey,GLK,ARS,5000000,0,0,0.0,0.0,0.0,0,78,0,0,0,0,0,0,0,0.0,25,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,120,0,0,0,0,0,22,0,0,0,Burnley,Huddersfield,Man Utd,Southampton,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Niki,Maenpaa,GLK,BHA,4000000,0,0,0.0,0.0,0.0,0,28839,0,0,0,0,0,0,0,0.0,840,0,0,0,0,0.0,0,0.0,0,0,0,0,0,1.1,21507,0,0,0,0,0,428,0,0,0,Man Utd,Crystal Palace,Liverpool,Huddersfield,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Harry,Maguire,DEF,LEI,5100000,0,47,3.9,7.64705882352941e-07,9.215686274509801e-06,0,247804,1,18,0,0,0,1,0,9.2,16326,1,0,47,-1,0.6,0,3.3,4,0,3,0,3,7.9,493632,0,0,0,1,1080,29061,0,0,249,West Ham,Tottenham,Burnley,Newcastle,Southampton,4.1,4.7,4.6,3.5,4.4,5.8,4.6,5.0,3.3,5.7,4.2,4.6,2.9,3.8,3.1,4.6,4.4,4.3,5.6,4.4,4.9,3.9,4.5,4.5,5.4,4.0,52.3
Riyad,Mahrez,MID,LEI,8400000,2,58,4.8,5.714285714285711e-07,6.9047619047619004e-06,0,291873,0,17,0,0,0,2,0,6.9,26226,-1,0,58,1,0.6,0,5.0,5,0,2,0,6,4.7,316345,0,0,0,1,947,10310,0,0,190,West Ham,Tottenham,Burnley,Newcastle,Southampton,4.9,5.2,5.5,4.9,5.3,6.6,5.7,5.0,3.3,6.7,5.1,4.5,5.8,6.2,3.4,5.5,6.3,4.7,7.1,4.3,6.5,4.7,5.4,4.8,6.6,4.3,75.4
Ainsley,Maitland-Niles,MID,ARS,4500000,0,1,0.0833333333333333,1.85185185185185e-08,2.22222222222222e-07,0,557,0,0,0,0,0,0,0,0.2,40,0,0,1,0,0.0,0,0.0,0,0,0,0,0,0.0,771,0,0,0,0,1,32,0,0,3,Burnley,Huddersfield,Man Utd,Southampton,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Scott,Malone,DEF,HUD,4300000,0,15,1.25,2.90697674418605e-07,3.4883720930232598e-06,0,8662,0,9,0,0,0,0,0,3.5,1109,-2,0,15,2,0.9,0,4.0,3,0,1,0,1,0.2,11317,0,0,0,1,306,2340,0,0,90,Man City,Arsenal,Everton,Brighton,Chelsea,0.6,0.6,0.6,1.0,0.7,0.7,0.6,0.9,0.9,0.6,1.2,0.6,1.1,0.6,0.8,0.6,0.6,0.7,1.9,0.6,0.6,0.9,0.6,0.7,0.6,1.3,16.8
Sadio,Mane,MID,LIV,9300000,3,35,2.9166666666666696,3.13620071684588e-07,3.7634408602150496e-06,0,1402497,1,10,0,0,0,3,0,3.8,13187,-2,0,35,2,0.5,0,4.3,2,0,3,0,2,7.4,585898,0,0,0,1,511,8727,0,1,130,Chelsea,Stoke,Brighton,Everton,West Brom,2.5,1.6,1.5,4.0,3.4,2.0,1.5,3.4,3.2,1.6,1.9,2.5,1.5,2.8,2.0,3.7,3.6,1.5,2.3,1.7,2.3,3.4,1.7,2.9,1.9,2.7,58.5
Eliaquim,Mangala,DEF,MCI,5000000,1,2,0.166666666666667,3.33333333333333e-08,4e-07,0,4599,0,0,0,0,0,0,0,0.4,339,0,0,2,0,0.1,0,0.3,0,0,0,0,0,0.1,5425,0,0,0,0,78,1724,0,0,13,Huddersfield,Southampton,West Ham,Man Utd,Swansea,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.9
Javier,Manquillo,DEF,NEW,4400000,0,28,2.8,6.36363636363636e-07,6.36363636363636e-06,0,55382,1,12,0,0,0,0,0,6.4,3266,-1,0,28,1,0.3,0,1.3,1,0,3,0,0,1.4,63592,0,0,0,0,900,7119,0,0,130,Watford,West Brom,Chelsea,Leicester,Everton,3.0,2.4,2.3,2.6,2.6,1.4,2.2,2.2,3.3,2.1,2.5,1.6,3.0,3.0,3.0,1.9,1.7,2.9,2.2,3.9,1.7,3.8,1.5,3.6,2.9,2.5,24.1
Solomon,March,MID,BHA,5000000,1,30,2.5,5e-07,6e-06,0,32772,1,9,0,0,0,1,0,6.0,2500,0,0,30,0,0.2,0,1.0,0,0,3,0,1,0.4,42661,0,0,0,0,732,122,0,0,109,Man Utd,Crystal Palace,Liverpool,Huddersfield,Tottenham,1.2,2.6,2.2,1.6,1.5,2.0,1.5,1.9,1.8,2.4,1.7,1.7,2.0,2.6,1.7,2.4,2.9,2.3,1.2,2.2,2.7,1.8,1.9,1.7,2.1,1.2,41.0
Adrian,Mariappa,DEF,WAT,4000000,6,12,1.0,2.5e-07,3e-06,0,126121,1,14,0,0,0,0,0,3.0,5965,0,0,12,0,0.6,0,2.3,0,0,1,0,0,4.5,176067,0,0,0,0,551,29563,0,0,86,Newcastle,Man Utd,Tottenham,Burnley,Crystal Palace,0.5,0.5,0.5,0.5,1.3,0.7,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,1.4,0.5,0.5,0.5,14.7
Dean,Marney,MID,BUR,4500000,0,0,0.0,0.0,0.0,0,837,0,0,0,0,0,0,0,0.0,30,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,421,0,0,0,0,0,24,0,0,0,Arsenal,Bournemouth,Leicester,Watford,Stoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anthony,Martial,MID,MUN,8000000,7,47,3.9166666666666696,4.89583333333333e-07,5.875e-06,0,167798,1,3,0,0,0,5,0,5.9,7990,0,0,47,0,0.6,0,4.7,1,0,2,0,2,2.6,200261,0,0,0,0,371,11817,0,0,167,Brighton,Watford,Arsenal,Man City,Bournemouth,4.3,2.9,2.0,3.1,5.2,2.7,2.8,4.6,4.5,3.6,4.5,2.7,2.4,5.5,2.8,4.0,2.7,4.8,2.9,5.2,2.0,5.1,3.2,5.8,2.4,3.7,66.5
Cuco,Martina,DEF,EVE,4300000,0,5,0.4166666666666671,9.68992248062016e-08,1.16279069767442e-06,0,45133,1,9,0,0,0,0,0,1.2,1188,-2,0,5,2,0.0,0,0.0,0,0,0,0,0,0.3,31014,0,0,0,0,390,127,0,0,61,Southampton,West Ham,Huddersfield,Liverpool,Newcastle,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.5,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,20.1
Damian Emiliano,Martinez,GLK,ARS,4000000,0,0,0.0,0.0,0.0,0,22235,0,0,0,0,0,0,0,0.0,447,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.7,961,0,0,0,0,0,30,0,0,0,Burnley,Huddersfield,Man Utd,Southampton,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Martinez,FWD,WHU,5000000,0,0,0.0,0.0,0.0,0,58,0,0,0,0,0,0,0,0.0,58,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,255,0,0,0,0,0,255,0,0,0,Leicester,Everton,Man City,Chelsea,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bruno,Martins Indi,DEF,STK,4900000,0,4,0.33333333333333304,6.80272108843537e-08,8.16326530612245e-07,0,1743,0,11,0,0,0,0,0,0.8,43,-1,0,4,1,0.0,0,0.0,0,0,0,0,0,0.0,1470,0,0,0,0,346,50,0,0,61,Crystal Palace,Liverpool,Swansea,Tottenham,Burnley,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,12.3
Brandon,Mason,DEF,WAT,3900000,0,0,0.0,0.0,0.0,0,44479,0,0,0,0,0,0,0,0.0,2379,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,1.4,38356,0,0,0,0,0,6922,0,0,0,Newcastle,Man Utd,Tottenham,Burnley,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arthur,Masuaku,DEF,WHU,4400000,1,11,0.916666666666667,2.0833333333333302e-07,2.5e-06,0,11921,1,7,0,0,0,0,0,2.5,431,-1,0,11,1,0.0,0,0.0,0,0,0,0,2,0.3,9656,0,0,0,0,261,226,0,0,74,Leicester,Everton,Man City,Chelsea,Arsenal,0.5,0.5,0.5,0.5,0.7,0.5,0.6,0.5,0.5,0.7,0.5,0.5,1.4,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,19.9
Juan,Mata,MID,MUN,6900000,5,32,3.6,5.217391304347829e-07,4.637681159420291e-06,0,163416,0,3,0,0,0,1,0,4.6,3826,-1,0,32,1,0.2,0,1.7,2,0,6,0,1,2.1,113949,0,0,0,0,573,1422,0,0,139,Brighton,Watford,Arsenal,Man City,Bournemouth,3.8,2.5,1.8,2.7,4.6,2.3,2.4,4.1,4.0,3.2,4.0,2.3,2.0,4.9,2.4,3.5,2.4,4.3,2.5,4.6,1.8,4.5,2.8,5.2,2.1,3.3,44.0
