FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Jose,Fonte,DEF,WHU,4800000,0,34,2.2666666666666697,4.7222222222222205e-07,7.08333333333333e-06,0,136646,0,11,0,0,0,0,0,7.1,4002,-2,0,34,2,0.0,0,0.0,3,0,3,0,2,1.1,76613,0,0,0,0,688,21,0,0,156,Chelsea,Arsenal,Stoke,Newcastle,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,4.1,1.5,2.1,3.4,1.7,2.1,1.3,1.4,2.2,2.3,2.1,1.6,2.2,1.1,1.6,1.1,2.0,33.4
Fraser,Forster,GLK,SOU,5000000,3,63,4.2,8.4e-07,1.26e-05,0,292535,0,18,0,49,0,0,0,12.6,17832,0,0,63,0,0.6,0,3.0,6,0,4,0,0,7.8,338905,0,0,1,1,1350,3883,0,0,273,Arsenal,Leicester,Chelsea,Huddersfield,Tottenham,5.3,4.5,4.9,6.2,4.7,3.4,6.0,5.9,5.1,5.4,4.9,5.0,4.8,4.8,4.4,4.5,5.1,3.6,4.5,3.9,4.5,3.2,3.6,35.7
Ben,Foster,GLK,WBA,4400000,6,42,3.0,6.81818181818182e-07,9.54545454545455e-06,0,461156,2,20,0,33,0,0,0,9.5,11207,-1,0,42,1,0.6,0,2.8,1,0,4,0,0,10.9,307709,0,0,0,0,1260,6789,0,0,225,Swansea,Liverpool,Man Utd,Stoke,Everton,2.4,2.2,3.3,2.6,3.0,3.6,2.8,3.7,1.6,2.0,3.1,2.7,4.2,3.4,3.0,2.3,3.2,2.8,1.7,3.4,2.3,3.4,3.5,23.4
Timothy,Fosu-Mensah,DEF,CRY,4400000,0,12,0.8,1.81818181818182e-07,2.7272727272727298e-06,0,72947,0,15,0,0,0,0,0,2.7,1493,-1,0,12,1,0.0,0,0.0,0,0,0,0,0,0.9,29783,0,0,0,0,701,347,0,0,130,Bournemouth,Watford,Leicester,Swansea,Arsenal,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.5,21.1
Juan,Foyth,DEF,TOT,4500000,0,0,0.0,0.0,0.0,0,900,0,0,0,0,0,0,0,0.0,68,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,1167,0,0,0,0,0,209,0,0,0,Stoke,Brighton,Man City,Burnley,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Simon,Francis,DEF,BOU,4400000,2,23,1.9,4.31818181818182e-07,5.22727272727273e-06,0,126362,3,11,0,0,0,0,0,5.2,2478,-1,0,23,1,0.1,0,0.3,1,0,2,0,0,1.2,46742,0,0,0,0,982,2187,0,1,177,Crystal Palace,Man Utd,Liverpool,Man City,West Ham,2.3,1.0,1.6,1.0,2.1,1.4,1.5,1.7,1.5,1.4,1.5,1.3,1.6,1.0,1.6,1.8,1.9,2.8,1.1,1.6,1.4,1.3,1.4,39.8
Ryan,Fraser,MID,BOU,5100000,10,19,1.26666666666667,2.48366013071895e-07,3.7254901960784303e-06,0,58216,0,6,0,0,0,1,0,3.7,440,-4,0,19,4,0.5,0,2.8,3,0,0,0,0,0.3,9254,0,0,0,1,381,1825,0,0,61,Crystal Palace,Man Utd,Liverpool,Man City,West Ham,0.6,0.6,0.6,0.6,0.9,1.1,0.6,0.8,0.6,0.6,0.6,0.6,0.8,0.6,0.6,0.8,0.6,0.8,0.6,0.6,0.6,0.9,0.6,23.8
Christian,Fuchs,DEF,LEI,4900000,0,36,3.3,6.73469387755102e-07,7.346938775510201e-06,0,145746,1,15,0,0,0,0,0,7.3,8380,-1,0,36,1,0.2,0,0.8,6,0,3,0,1,2.4,74580,0,0,0,1,990,1479,0,0,193,Newcastle,Southampton,Crystal Palace,Man Utd,Watford,2.7,3.1,4.9,3.8,3.9,2.5,4.8,3.1,3.6,1.9,3.3,2.4,3.7,3.5,3.1,4.1,3.4,3.8,3.0,3.6,3.8,4.6,3.0,36.1
Jay,Fulton,MID,SWA,4400000,0,0,0.0,0.0,0.0,0,3142,1,0,0,0,0,0,0,0.0,102,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,3261,0,0,0,0,16,35,0,0,-2,West Brom,Man City,Everton,Crystal Palace,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ramiro,Funes Mori,DEF,EVE,4900000,0,0,0.0,0.0,0.0,0,892,0,0,0,0,0,0,0,0.0,18,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,308,0,0,0,0,0,23,0,0,0,Liverpool,Newcastle,Swansea,Chelsea,West Brom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Manolo,Gabbiadini,FWD,SOU,6500000,1,36,2.8,4.30769230769231e-07,5.53846153846154e-06,0,451130,1,8,0,0,0,3,0,5.5,10595,-5,0,36,5,0.1,0,0.5,4,0,4,0,0,1.8,243142,0,0,0,1,676,820,0,0,113,Arsenal,Leicester,Chelsea,Huddersfield,Tottenham,2.7,2.8,2.0,3.3,2.1,1.7,3.2,2.9,2.3,2.7,2.6,2.6,2.3,3.2,2.6,2.5,2.5,1.6,1.8,2.4,2.7,2.4,2.2,34.5
,Gabriel,DEF,ARS,5000000,0,0,0.0,0.0,0.0,0,1930,0,0,0,0,0,0,0,0.0,35,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,313,0,0,0,0,0,5,0,0,0,Southampton,West Ham,Newcastle,Liverpool,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Gamez,DEF,NEW,4000000,0,9,0.6,1.5e-07,2.25e-06,0,152790,0,0,0,0,0,0,0,2.3,4950,0,0,9,0,0.0,0,0.0,2,0,1,0,0,2.7,182812,0,0,0,0,97,1899,0,0,38,Leicester,Everton,Arsenal,West Ham,Man City,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.5,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,8.4
Dwight,Gayle,FWD,NEW,6100000,6,25,1.6666666666666698,2.7322404371584703e-07,4.0983606557377095e-06,0,107844,1,15,0,0,0,2,0,4.1,1297,-4,0,25,4,0.6,0,3.8,1,0,0,0,0,0.7,29806,0,0,0,0,555,5997,0,0,80,Leicester,Everton,Arsenal,West Ham,Man City,1.4,1.7,0.8,0.9,1.0,1.3,1.3,1.1,0.9,1.1,1.0,1.3,1.0,0.8,1.2,0.8,1.7,0.9,1.3,0.9,1.5,1.2,0.8,40.3
Paulo,Gazzaniga,GLK,TOT,4300000,0,9,0.6,1.3953488372093e-07,2.09302325581395e-06,0,3081,0,0,0,3,0,0,0,2.0,345,-2,1,9,2,0.0,0,0.0,2,0,1,0,0,0.1,5017,0,0,0,0,90,69,-1,0,26,Stoke,Brighton,Man City,Burnley,Southampton,0.3,0.3,0.3,0.3,0.3,0.0,0.6,0.3,0.3,0.3,0.3,0.3,0.5,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,2.7
Kieran,Gibbs,DEF,WBA,5000000,6,28,2.3,4.6e-07,5.6e-06,0,19087,1,17,0,0,0,0,0,5.6,756,0,0,28,0,0.6,0,3.0,0,0,2,0,1,0.4,25989,0,0,0,0,1006,2232,0,0,157,Swansea,Liverpool,Man Utd,Stoke,Everton,1.5,1.4,2.2,1.7,2.0,2.4,1.9,2.5,1.2,1.3,2.1,1.8,3.0,2.3,2.0,1.5,2.2,1.9,1.2,2.3,1.5,2.3,2.7,37.7
Olivier,Giroud,FWD,ARS,8200000,1,26,1.73333333333333,2.11382113821138e-07,3.17073170731707e-06,0,98326,0,3,0,0,0,3,0,3.2,7301,-3,0,26,3,0.4,0,3.0,2,0,0,0,0,1.2,44700,0,0,0,1,235,1945,0,0,99,Southampton,West Ham,Newcastle,Liverpool,Crystal Palace,0.9,0.9,1.7,1.5,0.9,0.9,1.0,0.9,1.9,0.9,2.0,0.9,1.3,0.9,1.2,0.9,1.9,1.4,0.9,1.9,0.9,1.4,0.9,35.5
Connor,Goldson,DEF,BHA,3900000,0,0,0.0,0.0,0.0,0,34326,0,0,0,0,0,0,0,0.0,1519,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,1.0,35807,0,0,0,0,0,2141,0,0,0,Huddersfield,Tottenham,Burnley,Watford,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Heurelho,Gomes,GLK,WAT,4500000,2,48,3.2,7.11111111111111e-07,1.06666666666667e-05,0,70740,0,23,0,37,0,0,0,10.7,2573,0,0,48,0,1.0,0,4.3,4,0,5,0,0,2.3,94896,0,0,0,0,1318,8477,0,0,270,Burnley,Crystal Palace,Huddersfield,Brighton,Leicester,3.6,4.3,4.0,3.9,2.6,2.4,2.9,2.7,2.9,3.5,2.6,3.8,2.5,3.3,2.6,3.1,2.6,2.8,3.5,4.2,3.5,2.9,2.5,27.7
Joseph,Gomez,DEF,LIV,4600000,0,44,4.0,8.695652173913041e-07,9.56521739130435e-06,0,156837,2,10,0,0,0,0,0,9.6,22988,1,0,44,-1,0.4,0,2.0,5,0,5,0,1,4.8,352414,0,0,0,2,901,16327,0,0,240,Everton,West Brom,Bournemouth,Arsenal,Swansea,4.6,5.5,3.5,2.8,4.4,4.7,3.9,3.8,3.6,3.9,5.2,4.0,6.0,5.0,2.6,4.9,4.5,2.4,4.7,4.0,4.9,4.0,5.5,38.3
Dan,Gosling,MID,BOU,4800000,0,11,0.733333333333333,1.52777777777778e-07,2.29166666666667e-06,0,3497,0,8,0,0,0,0,0,2.3,76,-2,0,11,2,0.1,0,0.5,0,0,0,0,0,0.1,1323,0,0,0,0,367,32,0,0,49,Crystal Palace,Man Utd,Liverpool,Man City,West Ham,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,10.0
Yoan,Gouffran,MID,NEW,5000000,0,0,0.0,0.0,0.0,0,241,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,25,0,0,0,0,0,1,0,0,0,Leicester,Everton,Arsenal,West Ham,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Max,Gradel,MID,BOU,5000000,0,0,0.0,0.0,0.0,0,3756,0,0,0,0,0,0,0,0.0,40,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,123,0,0,0,0,0,1,0,0,0,Crystal Palace,Man Utd,Liverpool,Man City,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lee,Grant,GLK,STK,4300000,0,5,0.33333333333333304,7.75193798449612e-08,1.16279069767442e-06,0,21059,0,7,0,8,0,0,0,1.2,2533,-2,0,5,2,0.3,0,1.3,0,0,0,0,0,0.3,7232,0,0,0,0,270,212,0,0,44,Tottenham,Burnley,West Ham,West Brom,Huddersfield,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,6.3
Andre,Gray,FWD,WAT,6300000,1,43,2.9,4.6031746031746e-07,6.8253968253968296e-06,0,150989,1,13,0,0,0,2,0,6.8,16243,-2,0,43,2,0.6,0,3.5,2,0,5,0,3,2.4,159329,0,0,0,0,893,13436,0,0,118,Burnley,Crystal Palace,Huddersfield,Brighton,Leicester,2.7,3.1,3.1,3.0,2.5,2.1,2.9,2.2,2.8,3.6,1.5,2.9,3.1,2.8,2.0,2.5,2.4,2.1,2.7,2.9,2.5,2.7,2.1,57.0
Demarai,Gray,MID,LEI,5300000,8,37,2.46666666666667,4.6540880503144704e-07,6.9811320754716995e-06,0,57614,1,10,0,0,0,2,0,7.0,2631,-2,0,37,2,0.6,0,3.0,2,0,3,0,1,1.1,73601,0,0,0,0,674,11664,0,0,130,Newcastle,Southampton,Crystal Palace,Man Utd,Watford,1.7,1.7,2.5,2.0,1.8,1.2,2.9,1.6,1.6,1.8,2.6,1.2,2.0,2.4,1.6,2.5,1.4,2.5,1.6,2.0,1.6,2.7,1.4,38.8
Robert,Green,GLK,HUD,4000000,0,0,0.0,0.0,0.0,0,2517,0,0,0,0,0,0,0,0.0,244,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.2,8152,0,0,0,0,0,306,0,0,0,Brighton,Chelsea,Watford,Southampton,Stoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pascal,Gro?,MID,BHA,6000000,2,78,5.2,8.66666666666667e-07,1.3000000000000001e-05,0,514114,1,19,0,0,0,3,0,13.0,64510,5,0,78,-5,0.8,0,5.0,14,0,5,0,5,21.3,1536071,0,0,0,1,1261,54274,0,0,297,Huddersfield,Tottenham,Burnley,Watford,Chelsea,5.3,4.9,6.1,4.9,5.4,5.8,6.8,5.5,5.5,5.7,7.3,5.4,7.1,6.9,6.0,4.1,6.5,7.7,5.4,5.9,5.5,6.0,4.0,97.9
Marko,Grujic,MID,LIV,4300000,1,3,0.2,4.65116279069767e-08,6.976744186046509e-07,0,32043,0,0,0,0,0,0,0,0.7,2291,-2,0,3,2,0.1,0,0.3,0,0,0,0,0,0.7,44233,0,0,0,0,14,409,0,0,9,Everton,West Brom,Bournemouth,Arsenal,Swansea,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.9
Johann Berg,Gudmundsson,MID,BUR,5000000,2,38,2.7,5.4e-07,7.6e-06,0,6280,1,9,0,0,0,0,0,7.6,830,0,0,38,0,0.6,0,3.0,0,0,4,0,4,0.2,11932,0,0,0,0,974,1963,0,0,155,Watford,Stoke,Brighton,Tottenham,Man Utd,1.7,2.2,1.8,2.1,1.4,2.0,2.0,2.0,2.2,2.2,1.4,2.8,2.2,3.3,2.1,1.9,2.0,2.2,2.4,2.0,2.1,1.5,2.6,56.3
Idrissa,Gueye,MID,EVE,4800000,3,28,1.9,3.9583333333333297e-07,5.83333333333333e-06,0,51530,3,24,0,0,0,0,0,5.8,1096,-2,0,28,2,0.5,0,2.5,0,0,4,0,0,0.9,23461,0,0,0,0,1279,479,0,1,218,Liverpool,Newcastle,Swansea,Chelsea,West Brom,1.0,1.0,1.9,1.3,1.0,1.0,1.5,1.0,1.7,1.6,1.0,1.8,1.0,1.0,1.4,1.0,1.0,1.3,1.3,1.8,1.0,1.4,1.0,41.2
Ilkay,Gundogan,MID,MCI,5300000,0,10,0.666666666666667,1.25786163522013e-07,1.88679245283019e-06,0,25716,0,2,0,0,0,0,0,1.9,840,-2,1,10,2,0.2,0,1.0,0,0,0,0,0,0.2,15353,0,0,0,0,168,343,-1,0,45,Man Utd,Swansea,Tottenham,Bournemouth,Newcastle,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,12.8
Florent,Hadergjonaj,DEF,HUD,4500000,0,9,0.6,1.3333333333333302e-07,2e-06,0,878,1,10,0,0,0,0,0,2.0,94,0,0,9,0,-0.1,0,-0.3,2,0,1,0,0,0.0,1392,0,0,0,0,292,51,0,0,65,Brighton,Chelsea,Watford,Southampton,Stoke,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.8,0.3,0.3,0.3,0.3,0.3,0.3,0.3,11.1
Massadio,Haidara,DEF,NEW,3900000,0,0,0.0,0.0,0.0,0,65565,0,0,0,0,0,0,0,0.0,2936,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,1.5,58993,0,0,0,0,0,5895,0,0,0,Leicester,Everton,Arsenal,West Ham,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sead,Haksabanovic,MID,WHU,5000000,0,0,0.0,0.0,0.0,0,415,0,0,0,0,0,0,0,0.0,25,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,533,0,0,0,0,0,18,0,0,0,Chelsea,Arsenal,Stoke,Newcastle,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ben,Hamer,GLK,LEI,4400000,0,0,0.0,0.0,0.0,0,1529,0,0,0,0,0,0,0,0.0,67,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,509,0,0,0,0,0,23,0,0,0,Newcastle,Southampton,Crystal Palace,Man Utd,Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Grant,Hanley,DEF,NEW,4000000,0,0,0.0,0.0,0.0,0,77312,0,0,0,0,0,0,0,0.0,896,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.5,5618,0,0,0,0,0,15,0,0,0,Leicester,Everton,Arsenal,West Ham,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rekeem,Harper,MID,WBA,4500000,0,1,1.0,2.22222222222222e-07,2.22222222222222e-07,0,2010,0,0,0,0,0,0,0,0.2,17,0,0,1,0,0.0,0,0.0,0,0,0,0,0,0.0,1328,0,0,0,0,20,2,0,0,6,Swansea,Liverpool,Man Utd,Stoke,Everton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7
Joe,Hart,GLK,WHU,4400000,0,45,3.2,7.27272727272727e-07,1.0227272727272698e-05,0,364886,0,30,0,39,0,0,0,10.2,15206,-1,0,45,1,0.5,0,2.3,3,0,3,0,1,7.3,125117,0,0,1,1,1260,1983,0,0,261,Chelsea,Arsenal,Stoke,Newcastle,Bournemouth,3.4,4.0,2.6,3.7,2.4,0.0,6.7,2.7,3.4,4.8,3.0,3.6,2.2,2.4,3.7,3.8,3.6,2.8,3.7,1.9,2.8,2.0,3.4,30.2
Jakob,Haugaard,GLK,STK,4000000,0,0,0.0,0.0,0.0,0,779,0,0,0,0,0,0,0,0.0,240,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,2604,0,0,0,0,0,398,0,0,0,Tottenham,Burnley,West Ham,West Brom,Huddersfield,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Isaac,Hayden,MID,NEW,4500000,1,26,1.9,4.2222222222222205e-07,5.7777777777777805e-06,0,21357,5,15,0,0,0,1,0,5.8,696,0,0,26,0,0.2,0,1.0,0,0,2,0,0,0.3,23216,0,0,0,0,911,281,0,0,117,Leicester,Everton,Arsenal,West Ham,Man City,1.5,2.1,1.0,1.1,1.0,1.3,1.0,1.7,1.0,1.4,1.0,1.3,1.2,1.0,1.3,1.0,2.0,1.0,1.7,1.2,1.6,1.2,1.1,42.4
Eden,Hazard,MID,CHE,10900000,15,68,5.7,5.22935779816514e-07,6.23853211009174e-06,0,240113,1,7,0,0,0,5,0,6.3,5242,4,-2,68,-4,1.0,0,10.5,12,0,3,0,3,14.6,888244,0,0,0,3,717,252448,2,0,231,West Ham,Huddersfield,Southampton,Everton,Brighton,6.8,6.6,6.4,7.0,6.3,6.4,5.4,6.9,6.2,7.2,7.1,7.2,4.6,5.2,7.4,6.7,6.3,7.9,6.9,8.3,7.8,6.0,7.1,100.7
Tom,Heaton,GLK,BUR,4800000,0,8,0.5333333333333329,1.11111111111111e-07,1.66666666666667e-06,0,340124,0,4,0,8,0,0,0,1.7,3738,-2,0,8,2,0.0,0,0.0,0,0,0,0,0,1.9,18217,0,0,0,0,305,38,0,0,48,Watford,Stoke,Brighton,Tottenham,Man Utd,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.5,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,5.3
Michael,Hefele,DEF,HUD,4200000,0,1,0.0666666666666667,1.5873015873015902e-08,2.38095238095238e-07,0,8092,0,0,0,0,0,0,0,0.2,97,-3,0,1,3,0.0,0,0.0,0,0,0,0,0,0.1,2159,0,0,0,0,1,18,0,0,4,Brighton,Chelsea,Watford,Southampton,Stoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
Ahmed El-Sayed,Hegazi,DEF,WBA,4500000,7,47,3.1,6.88888888888889e-07,1.04444444444444e-05,0,865983,3,20,0,0,0,1,0,10.4,16799,0,0,47,0,0.6,0,2.5,6,0,4,0,0,18.4,1327932,0,0,0,1,1316,34223,0,0,253,Swansea,Liverpool,Man Utd,Stoke,Everton,2.5,2.3,3.5,2.7,3.1,3.7,3.0,3.8,1.7,2.2,3.3,2.8,4.4,3.6,3.1,2.5,3.4,3.0,1.8,3.5,2.5,3.5,3.6,54.2
Tomer,Hemed,FWD,BHA,4800000,0,29,3.2,6.66666666666667e-07,6.04166666666667e-06,0,193808,0,3,0,0,0,2,0,5.9,6721,-2,1,29,2,0.1,0,0.5,5,0,2,0,1,1.3,232227,0,0,0,0,467,2593,-1,0,85,Huddersfield,Tottenham,Burnley,Watford,Chelsea,2.6,2.4,3.1,2.8,2.3,3.0,3.5,3.0,2.4,3.0,4.0,3.7,3.1,3.4,2.8,2.8,3.5,4.1,3.1,3.1,2.7,3.5,2.4,23.9
Jordan,Henderson,MID,LIV,5500000,2,40,3.1,5.63636363636364e-07,7.272727272727271e-06,0,129426,1,17,0,0,0,1,0,7.3,4466,0,0,40,0,0.4,0,2.0,3,0,5,0,1,1.6,118382,0,0,0,0,1080,1920,0,0,194,Everton,West Brom,Bournemouth,Arsenal,Swansea,4.2,3.4,2.6,1.6,3.7,3.3,2.2,2.0,3.0,2.1,2.9,2.3,3.8,3.6,1.6,2.4,2.2,2.5,3.5,2.2,3.0,2.2,2.9,54.3
Jeff,Hendrick,MID,BUR,5400000,2,42,2.8,5.185185185185179e-07,7.777777777777781e-06,0,13268,0,8,0,0,0,2,0,7.8,1182,-1,0,42,1,0.6,0,3.0,1,0,5,0,1,0.3,18718,0,0,0,0,953,1388,0,0,135,Watford,Stoke,Brighton,Tottenham,Man Utd,1.8,2.3,1.9,2.3,1.4,2.1,2.1,2.1,2.3,2.3,1.5,2.9,2.3,3.5,2.2,2.0,2.2,2.4,2.6,2.1,2.3,1.6,2.7,51.9
Wayne,Hennessey,GLK,CRY,4300000,0,30,3.3,7.674418604651159e-07,6.97674418604651e-06,0,62187,0,18,0,33,0,0,0,7.0,4382,-2,0,30,2,0.7,0,2.8,5,0,1,0,0,1.1,36344,0,0,0,0,810,1781,0,0,164,Bournemouth,Watford,Leicester,Swansea,Arsenal,3.5,3.7,2.3,2.7,4.1,2.8,3.0,3.8,2.1,3.2,3.8,1.8,3.9,3.9,3.0,2.9,3.9,2.6,4.2,3.8,3.5,2.9,4.2,23.8
Dion,Henry,GLK,CRY,4000000,0,0,0.0,0.0,0.0,0,1066,0,0,0,0,0,0,0,0.0,126,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,3049,0,0,0,0,0,183,0,0,0,Bournemouth,Watford,Leicester,Swansea,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ander,Herrera,MID,MUN,5100000,0,19,1.26666666666667,2.48366013071895e-07,3.7254901960784303e-06,0,183542,3,7,0,0,0,0,0,3.7,1890,-4,0,19,4,0.3,0,1.3,0,0,2,0,1,1.3,23240,0,0,0,0,556,673,0,0,90,Man City,Bournemouth,West Brom,Leicester,Burnley,0.6,0.9,0.6,0.6,0.8,0.8,0.6,0.8,0.6,0.6,1.2,0.6,0.6,0.6,0.7,0.6,1.0,0.6,0.9,0.6,1.0,0.6,0.6,28.6
Wesley,Hoedt,DEF,SOU,5000000,2,17,1.13333333333333,2.2666666666666698e-07,3.4e-06,0,3664,1,11,0,0,0,0,0,3.4,104,0,0,17,0,0.3,0,1.5,1,0,1,0,0,0.0,4862,0,0,0,0,720,177,0,0,139,Arsenal,Leicester,Chelsea,Huddersfield,Tottenham,0.7,0.6,0.6,1.0,0.6,0.6,1.6,0.9,0.7,0.8,0.6,0.7,0.6,0.6,0.6,0.6,0.7,0.6,0.6,0.6,0.6,0.6,0.6,26.4
Jonathan,Hogg,MID,HUD,4400000,0,16,1.06666666666667,2.4242424242424196e-07,3.63636363636364e-06,0,23412,2,14,0,0,0,0,0,3.6,1286,-1,0,16,1,0.2,0,0.8,0,0,2,0,0,0.4,38829,0,0,0,0,645,274,0,0,117,Brighton,Chelsea,Watford,Southampton,Stoke,0.5,0.5,0.5,0.5,0.6,0.6,0.5,0.8,0.5,0.5,0.5,0.7,0.5,0.5,0.8,0.7,0.5,0.5,0.5,0.5,1.0,0.5,0.7,14.1
