FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW5Forecast,GW6Forecast,GW7Forecast,GW8Forecast,GW9Forecast,GW10Forecast,GW11Forecast,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Angel,Rangel,DEF,SWA,4000000,0,1,0.0833333333333333,2.08333333333333e-08,2.5e-07,0,247633,0,0,0,0,0,0,0,0.3,51500,0,0,1,0,0.1,0,0.3,0,0,0,0,0,14.4,64876,0,0,0,0,2,9847,0,0,3,Tottenham,Watford,West Ham,Huddersfield,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
Marcus,Rashford,FWD,MUN,7500000,7,20,5.0,6.66666666666667e-07,2.66666666666667e-06,0,111793,0,2,0,0,0,2,0,2.7,17162,0,0,20,0,0.7,0,5.0,2,0,2,0,1,6.5,139123,0,0,0,0,247,57173,0,0,77,Everton,Southampton,Crystal Palace,Liverpool,Huddersfield,7.4,5.0,7.1,3.4,3.6,4.4,4.2,5.5,7.3,5.6,4.0,5.5,7.5,4.4,4.6,6.5,5.6,5.0,7.5,5.5,6.4,6.1,4.2,5.6,6.0,7.5,4.4,4.3,4.6,6.3,5.6,7.5,5.5,4.2,36.2
Nathan,Redmond,MID,SOU,6500000,2,12,3.0,4.615384615384621e-07,1.8461538461538503e-06,0,144129,1,4,0,0,0,0,0,1.8,40508,0,0,12,0,0.5,0,3.3,0,0,2,0,1,5.7,52679,0,0,0,0,360,5745,0,0,33,Crystal Palace,Man Utd,Stoke,Newcastle,West Brom,3.7,1.9,2.0,2.9,2.3,2.5,2.5,1.7,3.9,2.6,3.9,4.5,3.5,2.8,2.7,3.6,1.6,3.3,3.3,1.5,2.5,2.3,4.1,3.1,3.3,3.3,4.5,2.1,2.2,2.5,2.5,3.9,3.6,2.0,29.3
Winston,Reid,DEF,WHU,4900000,6,6,0.5,1.0204081632653099e-07,1.22448979591837e-06,0,41245,0,4,0,0,0,0,0,1.2,1654,-1,0,6,1,0.4,0,2.0,0,0,1,0,0,0.9,2417,0,0,0,0,180,534,0,0,40,West Brom,Tottenham,Swansea,Burnley,Brighton,0.2,0.2,0.2,0.2,0.3,0.2,0.4,0.2,0.2,0.2,0.2,0.2,0.4,0.2,0.2,0.2,0.2,0.3,0.2,0.3,0.6,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.2,0.2,0.2,0.2,4.5
Declan,Rice,DEF,WHU,4500000,1,3,0.25,5.5555555555555594e-08,6.66666666666667e-07,0,544,0,5,0,0,0,0,0,0.7,188,0,0,3,0,0.2,0,1.0,0,0,0,0,0,0.0,1086,0,0,0,0,150,91,0,0,25,West Brom,Tottenham,Swansea,Burnley,Brighton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.8
,Richarlison,MID,WAT,6000000,3,21,5.3,8.833333333333331e-07,3.5000000000000004e-06,0,103175,0,2,0,0,0,1,0,3.5,37144,0,0,21,0,0.9,0,5.7,3,0,3,0,1,4.7,291863,0,0,0,1,300,23546,0,0,62,Man City,Swansea,West Brom,Arsenal,Chelsea,3.5,8.0,6.3,8.0,7.2,5.8,7.5,8.0,7.9,3.5,2.6,7.5,8.0,4.8,6.6,6.3,3.9,6.8,4.1,6.6,5.8,4.5,5.9,6.1,4.1,6.1,5.1,5.8,4.5,6.4,5.3,8.0,5.2,4.9,33.8
Jairo,Riedewald,DEF,CRY,4900000,1,2,0.166666666666667,3.40136054421769e-08,4.08163265306122e-07,0,11418,0,3,0,0,0,0,0,0.4,846,-1,0,2,1,0.1,0,0.3,0,0,0,0,0,0.2,339,0,0,0,0,99,36,0,0,21,Southampton,Man City,Man Utd,Chelsea,Newcastle,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.6
Matt,Ritchie,MID,NEW,5900000,5,13,3.3,5.59322033898305e-07,2.20338983050847e-06,0,76124,3,3,0,0,0,0,0,2.2,11322,-1,0,13,1,0.7,0,4.0,0,0,2,0,2,2.6,47491,0,0,0,0,357,23342,0,0,66,Stoke,Brighton,Liverpool,Southampton,Crystal Palace,4.0,2.7,4.8,3.3,4.0,3.3,4.7,1.8,1.9,2.5,3.1,4.3,4.7,2.4,2.2,2.5,3.1,2.2,2.8,2.8,3.2,4.0,2.5,4.2,1.8,2.9,3.9,3.4,2.7,4.9,3.9,2.9,3.6,3.2,26.0
Andrew,Robertson,DEF,LIV,4900000,0,9,0.75,1.53061224489796e-07,1.8367346938775502e-06,0,54322,0,0,0,0,0,0,0,1.8,12755,-1,0,9,1,0.6,0,3.0,3,0,1,0,0,1.8,54648,0,0,0,0,90,2009,0,0,35,Burnley,Leicester,Newcastle,Man Utd,Tottenham,0.4,0.4,0.4,0.4,0.4,0.6,0.4,0.4,0.4,0.4,0.4,0.4,0.6,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,1.1,0.4,0.4,0.4,0.4,0.4,0.6,0.4,0.7,0.4,0.6,8.7
Paul,Robinson,GLK,BUR,4500000,0,0,0.0,0.0,0.0,0,187,0,0,0,0,0,0,0,0.0,23,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,26,0,0,0,0,0,4,0,0,0,Liverpool,Huddersfield,Everton,West Ham,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joel,Robles,GLK,EVE,4400000,0,0,0.0,0.0,0.0,0,3910,0,0,0,0,0,0,0,0.0,532,-1,1,0,1,0.0,0,0.0,0,0,0,0,0,0.2,350,0,0,0,0,0,57,-1,0,0,Man Utd,Bournemouth,Burnley,Brighton,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hal,Robson-Kanu,FWD,WBA,4900000,0,3,0.25,5.10204081632653e-08,6.12244897959184e-07,0,22213,1,0,0,0,0,1,0,0.6,1935,-1,0,3,1,0.2,0,1.0,1,0,0,0,0,0.4,4481,0,0,0,0,38,2510,0,1,17,West Ham,Arsenal,Watford,Leicester,Southampton,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,5.4
Jay,Rodriguez,FWD,WBA,5900000,2,10,2.5,4.2372881355932204e-07,1.69491525423729e-06,0,75257,2,4,0,0,0,1,0,1.7,15708,-1,0,10,1,0.5,0,3.0,0,0,2,0,0,1.7,30742,0,0,0,0,354,6214,0,0,21,West Ham,Arsenal,Watford,Leicester,Southampton,3.8,1.4,1.2,1.7,1.8,1.8,1.2,1.8,2.5,1.8,2.9,3.3,1.2,2.0,1.5,2.8,3.8,1.6,2.7,1.8,1.7,1.8,1.5,2.0,2.1,3.1,2.6,2.3,1.3,1.2,3.7,1.5,1.3,2.6,21.6
Marcos,Rojo,DEF,MUN,5400000,0,0,0.0,0.0,0.0,0,1093,0,0,0,0,0,0,0,0.0,82,-1,1,0,1,0.0,0,0.0,0,0,0,0,0,0.0,137,0,0,0,0,0,16,-1,0,0,Everton,Southampton,Crystal Palace,Liverpool,Huddersfield,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sergio,Romero,GLK,MUN,4900000,0,0,0.0,0.0,0.0,0,3372,0,0,0,0,0,0,0,0.0,372,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.2,287,0,0,0,0,0,62,0,0,0,Everton,Southampton,Crystal Palace,Liverpool,Huddersfield,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Salomon,Rondon,FWD,WBA,6200000,1,4,1.0,1.61290322580645e-07,6.45161290322581e-07,0,58167,1,3,0,0,0,0,0,0.6,5731,-3,1,4,3,0.2,0,1.0,0,0,0,0,0,0.8,4542,0,0,0,0,152,982,-1,0,1,West Ham,Arsenal,Watford,Leicester,Southampton,1.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.7,0.9,0.5,0.5,0.5,0.7,1.2,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.8,0.6,0.5,0.5,0.5,1.0,0.5,0.5,0.6,2.6
Wayne,Rooney,FWD,EVE,7500000,1,19,4.8,6.4e-07,2.53333333333333e-06,0,389403,3,6,0,0,0,2,0,2.5,162084,0,1,19,0,0.4,0,3.3,6,0,1,0,0,16.7,361844,0,0,0,0,359,15997,-1,0,72,Man Utd,Bournemouth,Burnley,Brighton,Arsenal,3.3,7.2,6.2,5.2,7.2,4.3,3.9,5.8,4.7,7.2,5.7,3.2,3.9,4.0,5.3,4.2,5.4,5.7,6.0,6.0,7.2,3.7,6.9,5.3,5.2,6.9,4.0,5.2,7.2,7.2,5.2,3.3,5.3,4.1,32.9
Danny,Rose,DEF,TOT,6400000,0,0,0.0,0.0,0.0,0,11628,0,0,0,0,0,0,0,0.0,1243,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.3,955,0,0,0,0,0,88,0,0,0,Swansea,West Ham,Huddersfield,Bournemouth,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liam,Rosenior,DEF,BHA,4000000,1,2,0.166666666666667,4.1666666666666696e-08,5e-07,0,54726,0,1,0,0,0,0,0,0.5,12993,0,0,2,0,0.2,0,0.7,0,0,0,0,0,3.1,59592,0,0,0,0,73,20657,0,0,10,Bournemouth,Newcastle,Arsenal,Everton,West Ham,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.9
Wayne,Routledge,MID,SWA,5400000,0,5,1.7,3.14814814814815e-07,9.25925925925926e-07,0,2358,0,3,0,0,0,0,0,0.9,495,-1,1,5,1,0.1,0,0.7,0,0,1,0,0,0.1,814,0,0,0,0,128,57,-1,0,10,Tottenham,Watford,West Ham,Huddersfield,Leicester,1.9,0.8,1.1,0.8,0.8,1.2,0.8,1.6,0.8,1.5,1.1,0.8,0.8,1.9,0.8,0.9,1.8,0.8,1.8,0.9,1.3,1.3,0.8,1.3,1.6,1.2,0.8,0.8,1.2,0.8,1.3,0.8,2.1,0.8,3.4
Antonio,Rudiger,DEF,CHE,5900000,6,13,3.3,5.59322033898305e-07,2.20338983050847e-06,0,37352,2,5,0,0,0,0,0,2.2,3790,-1,1,13,1,0.7,0,4.3,1,0,1,0,1,2.2,8180,0,0,0,0,360,3159,-1,0,70,Arsenal,Stoke,Man City,Crystal Palace,Watford,4.8,2.7,2.4,4.4,3.3,3.4,3.0,3.8,1.8,2.3,3.3,2.3,3.0,3.2,2.4,4.2,4.5,1.6,3.5,3.7,4.0,4.9,4.3,2.1,2.6,4.4,2.9,3.2,4.9,3.6,4.0,4.9,4.9,3.1,11.1
Mathew,Ryan,GLK,BHA,4500000,2,11,2.8,6.22222222222222e-07,2.44444444444444e-06,0,7311,0,5,0,7,0,0,0,2.4,1586,0,0,11,0,0.7,0,3.0,0,0,1,0,0,0.6,3724,0,0,0,0,360,1178,0,0,61,Bournemouth,Newcastle,Arsenal,Everton,West Ham,2.5,2.7,1.4,2.7,1.6,2.6,4.1,3.7,1.4,3.9,4.1,2.2,4.1,2.3,2.7,2.1,2.3,3.3,2.8,2.6,2.7,4.2,1.9,1.8,4.0,1.7,1.8,2.9,3.3,3.6,2.6,2.1,2.4,1.4,4.5
Abdelhamid,Sabiri,MID,HUD,5000000,1,1,0.0833333333333333,1.66666666666667e-08,2e-07,0,87,0,1,0,0,0,0,0,0.2,27,0,0,1,0,0.1,0,0.5,0,0,0,0,0,0.0,182,0,0,0,0,15,47,0,0,4,Leicester,Burnley,Tottenham,Swansea,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3
Henri,Saivet,MID,NEW,4500000,0,0,0.0,0.0,0.0,0,872,0,0,0,0,0,0,0,0.0,138,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,1224,0,0,0,0,0,82,0,0,0,Stoke,Brighton,Liverpool,Southampton,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diafra,Sakho,FWD,WHU,5500000,1,6,0.5,9.09090909090909e-08,1.0909090909090901e-06,0,3802,1,5,0,0,0,0,0,1.1,916,0,0,6,0,0.3,0,1.7,0,0,0,0,1,0.2,3910,0,0,0,0,80,551,0,0,9,West Brom,Tottenham,Swansea,Burnley,Brighton,0.2,0.2,0.2,0.2,0.3,0.2,0.5,0.2,0.4,0.2,0.2,0.2,0.6,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.2,0.2,0.2,0.3,3.1
Mamadou,Sakho,DEF,CRY,4900000,0,0,0.0,0.0,0.0,0,2998,0,0,0,0,0,0,0,0.0,552,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,3431,0,0,0,0,0,602,0,0,0,Southampton,Man City,Man Utd,Chelsea,Newcastle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bakary,Sako,MID,CRY,4900000,0,0,0.0,0.0,0.0,0,1913,0,0,0,0,0,0,0,0.0,166,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,138,0,0,0,0,0,39,0,0,0,Southampton,Man City,Man Utd,Chelsea,Newcastle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mohamed,Salah,MID,LIV,9100000,1,24,2.0,2.1978021978022e-07,2.63736263736264e-06,0,391331,0,3,0,0,0,2,0,2.6,100370,1,0,24,-1,0.5,0,4.3,1,0,1,0,2,31.4,677681,0,0,0,2,249,217946,0,0,69,Burnley,Leicester,Newcastle,Man Utd,Tottenham,2.0,1.0,1.0,1.6,1.0,2.1,1.0,1.8,2.0,1.0,1.0,2.9,1.8,1.0,1.0,1.8,2.6,1.0,1.6,1.8,1.0,1.2,1.0,3.0,2.2,1.0,1.2,1.0,1.0,2.9,1.0,2.5,1.0,1.9,37.9
Renato,Sanches,MID,SWA,5000000,3,3,0.25,5e-08,6e-07,0,26607,0,0,0,0,0,0,0,0.6,15043,0,0,3,0,0.6,0,3.0,0,0,1,0,0,2.5,146234,0,0,0,0,68,29936,0,0,1,Tottenham,Watford,West Ham,Huddersfield,Leicester,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.9
Alexis,Sanchez,MID,ARS,11900000,1,3,1.5,1.2605042016806702e-07,2.5210084033613403e-07,0,90505,0,3,0,0,0,0,0,0.3,19060,-1,0,3,1,0.1,0,1.0,0,0,0,0,0,2.5,64481,0,0,0,0,76,7119,0,0,16,Chelsea,West Brom,Brighton,Watford,Everton,0.8,1.2,1.3,0.8,0.8,1.1,0.8,0.8,0.8,1.4,1.0,0.8,0.8,1.5,2.1,0.8,0.8,1.3,0.8,1.7,1.0,2.0,0.8,1.0,0.8,0.8,0.8,1.7,1.2,0.8,2.2,0.8,1.3,0.8,8.0
Davinson,Sanchez,DEF,TOT,6000000,6,7,0.583333333333333,9.722222222222221e-08,1.16666666666667e-06,0,1424,0,0,0,0,0,0,0,1.2,646,0,0,7,0,0.6,0,3.5,0,0,1,0,0,0.1,5476,0,0,0,0,91,3133,0,0,28,Swansea,West Ham,Huddersfield,Bournemouth,Liverpool,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.5,0.3,0.3,0.3,0.3,0.3,0.4,0.6,0.3,0.3,0.3,0.3,0.3,0.7,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,2.3
,Sandro,FWD,EVE,7300000,1,5,0.4166666666666671,5.7077625570776294e-08,6.84931506849315e-07,0,55716,0,4,0,0,0,0,0,0.7,4220,-2,1,5,2,0.1,0,1.0,0,0,1,0,0,0.6,2049,0,0,0,0,183,299,-1,0,8,Man Utd,Bournemouth,Burnley,Brighton,Arsenal,0.2,0.2,0.2,0.2,0.4,0.2,0.2,0.2,0.2,0.5,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,5.5
Leroy,Sane,MID,MCI,8200000,13,17,1.4166666666666698,1.72764227642276e-07,2.07317073170732e-06,0,158242,0,1,0,0,0,2,0,2.1,12423,-3,0,17,3,0.6,0,5.3,2,0,0,0,0,3.7,101760,0,0,0,1,131,92225,0,0,53,Watford,Crystal Palace,Chelsea,Stoke,Burnley,1.0,1.1,0.8,1.1,0.7,0.7,1.8,0.7,0.7,0.7,2.1,0.7,2.0,0.7,1.4,1.0,1.2,0.7,0.7,0.9,0.7,0.9,1.2,0.7,0.8,0.7,0.7,1.1,0.7,1.1,0.7,0.7,0.8,0.9,15.5
Sean,Scannell,MID,HUD,4500000,0,0,0.0,0.0,0.0,0,2018,0,0,0,0,0,0,0,0.0,253,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,103,0,0,0,0,0,10,0,0,0,Leicester,Burnley,Tottenham,Swansea,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ezequiel,Schelotto,DEF,BHA,4500000,0,0,0.0,0.0,0.0,0,116,0,0,0,0,0,0,0,0.0,47,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,295,0,0,0,0,0,43,0,0,0,Bournemouth,Newcastle,Arsenal,Everton,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christopher,Schindler,DEF,HUD,4600000,1,22,5.5,1.19565217391304e-06,4.78260869565217e-06,0,52834,0,2,0,0,0,0,0,4.8,14807,1,-1,22,-1,1.2,0,5.3,3,0,3,0,0,4.5,210183,0,0,0,1,360,19362,1,0,106,Leicester,Burnley,Tottenham,Swansea,Man Utd,7.7,5.5,6.7,8.2,6.8,3.6,8.1,6.2,5.9,3.1,4.7,8.1,7.1,8.2,6.6,8.2,6.6,3.8,8.2,5.1,8.2,4.1,8.2,6.3,8.2,5.6,7.9,6.0,6.3,6.9,5.6,7.4,5.0,8.2,16.2
Jeffrey,Schlupp,DEF,CRY,4800000,2,3,0.25,5.20833333333333e-08,6.25e-07,0,7681,0,1,0,0,0,0,0,0.6,749,-2,1,3,2,0.2,0,1.0,0,0,0,0,0,0.2,668,0,0,0,0,96,165,-1,0,16,Southampton,Man City,Man Utd,Chelsea,Newcastle,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,4.6
Kasper,Schmeichel,GLK,LEI,5000000,2,19,4.8,9.6e-07,3.8e-06,0,30642,1,8,0,17,0,0,0,3.8,7348,0,0,19,0,1.1,0,5.7,3,0,1,0,0,4.4,53752,0,0,1,0,360,18481,0,0,95,Huddersfield,Liverpool,Bournemouth,West Brom,Swansea,4.0,7.2,4.4,7.2,7.1,6.5,3.4,5.2,2.9,6.2,5.8,4.1,4.7,7.1,6.0,6.6,2.4,7.2,3.8,6.3,3.1,4.9,3.3,7.2,7.2,4.7,7.2,4.7,6.4,3.7,6.4,5.0,7.2,7.0,12.8
Morgan,Schneiderlin,MID,EVE,5000000,2,4,1.3,2.6e-07,8e-07,0,28215,0,4,0,0,0,0,0,0.8,2769,0,0,4,0,0.1,0,0.3,0,0,1,0,0,0.8,8903,0,0,0,0,267,538,0,1,30,Man Utd,Bournemouth,Burnley,Brighton,Arsenal,0.6,1.4,0.8,0.6,1.8,0.6,0.6,0.8,0.6,2.0,0.9,0.6,0.7,0.7,0.8,0.6,0.9,0.6,0.8,0.7,1.2,0.6,1.1,0.7,0.6,0.8,0.6,0.6,1.5,1.6,1.0,0.6,0.7,0.6,5.2
Kyle,Scott,MID,CHE,4500000,0,0,0.0,0.0,0.0,0,906,0,0,0,0,0,0,0,0.0,183,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,862,0,0,0,0,0,89,0,0,0,Arsenal,Stoke,Man City,Crystal Palace,Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Xherdan,Shaqiri,MID,STK,5900000,7,12,3.0,5.084745762711859e-07,2.03389830508475e-06,0,99389,0,4,0,0,0,0,0,2.0,8425,-1,0,12,1,0.6,0,3.3,2,0,0,0,1,2.8,49506,0,0,0,0,294,30250,0,0,53,Newcastle,Chelsea,Southampton,Man City,Bournemouth,2.1,3.3,3.1,1.5,4.5,2.1,4.3,1.5,2.4,4.5,3.0,2.4,1.9,4.5,3.1,1.5,1.7,3.7,1.5,3.5,2.1,2.7,3.3,1.5,1.9,2.7,4.5,1.5,2.1,1.5,3.3,1.5,4.0,4.2,23.9
Luke,Shaw,DEF,MUN,4900000,0,0,0.0,0.0,0.0,0,1970,0,0,0,0,0,0,0,0.0,173,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,489,0,0,0,0,0,105,0,0,0,Everton,Southampton,Crystal Palace,Liverpool,Huddersfield,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan,Shawcross,DEF,STK,5000000,0,10,3.3,6.6e-07,2e-06,0,29592,0,2,0,0,0,0,0,2.0,12661,0,0,10,0,0.5,0,2.7,0,0,1,0,0,1.4,10861,0,0,0,0,270,130,0,0,45,Newcastle,Chelsea,Southampton,Man City,Bournemouth,0.0,0.0,0.0,1.6,4.6,3.9,4.1,2.6,3.3,4.9,2.8,4.2,1.9,4.9,4.8,2.0,1.9,3.9,1.6,4.5,3.9,2.3,4.7,1.6,2.5,3.0,3.9,1.6,3.8,1.6,3.4,1.6,4.9,4.2,10.4
Jonjo,Shelvey,MID,NEW,5400000,0,-2,-0.166666666666667,-3.08641975308642e-08,-3.7037037037037e-07,0,56003,0,2,0,0,0,0,0,-0.4,3332,-1,0,-2,1,0.0,0,0.0,0,0,0,0,0,0.6,2494,0,0,0,0,47,584,0,1,-3,Stoke,Brighton,Liverpool,Southampton,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
,Sheyi Ojo,MID,LIV,5000000,0,0,0.0,0.0,0.0,0,1232,0,0,0,0,0,0,0,0.0,95,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,39,0,0,0,0,0,3,0,0,0,Burnley,Leicester,Newcastle,Man Utd,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
