FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Alfie,Mawson,DEF,SWA,5100000,0,106,3.1,6.078431372549021e-07,2.0784313725490197e-05,0,209184,2,51,0,0,0,2,0,20.8,9450,1,0,106,-1,0.3,0,1.3,7,0,9,0,1,3.6,344632,0,0,0,1,3060,9006,0,0,598,Chelsea,Bournemouth,Southampton,Stoke,,3.5,5.9,3.8,108.0
Chancel,Mbemba,DEF,NEW,3900000,0,20,0.588235294117647,1.50829562594268e-07,5.12820512820513e-06,0,940881,0,11,0,0,0,0,0,5.1,14075,-1,0,20,1,0.0,0,0.0,3,0,1,0,0,10.5,1370330,0,0,0,1,670,6374,0,0,133,West Brom,Watford,Tottenham,Chelsea,,0.3,0.6,0.3,23.2
James,McArthur,MID,CRY,4300000,3,78,2.6,6.046511627906979e-07,1.81395348837209e-05,0,377246,4,34,0,0,0,3,0,18.1,5956,-2,0,78,2,0.7,0,2.8,6,0,5,0,1,3.4,337549,0,0,0,1,2186,4253,0,0,338,Leicester,Stoke,West Brom,,,2.2,1.9,2.6,113.4
Gareth,McAuley,DEF,WBA,4500000,0,8,0.22857142857142898,5.07936507936508e-08,1.77777777777778e-06,0,86819,0,15,0,0,0,0,0,1.8,115,-5,0,8,5,0.0,0,0.0,0,0,0,0,0,0.5,7092,0,0,0,0,454,25,0,0,73,Newcastle,Tottenham,Crystal Palace,,,0.1,0.1,0.1,9.3
Oliver,McBurnie,FWD,SWA,4600000,0,16,1.5,3.26086956521739e-07,3.47826086956522e-06,0,274529,0,5,0,0,0,0,0,3.5,1637,1,0,16,-1,0.0,0,0.0,0,0,0,0,1,1.8,255141,0,0,0,0,267,5,0,0,45,Chelsea,Bournemouth,Southampton,Stoke,,0.0,0.0,0.0,17.4
Alex,McCarthy,GLK,SOU,4400000,0,37,1.08823529411765,2.4732620320855605e-07,8.40909090909091e-06,0,15290,1,23,0,30,0,0,0,8.4,1243,-1,0,37,1,0.7,0,3.0,2,0,3,0,0,0.5,39156,0,0,0,0,1260,10053,0,0,211,Bournemouth,Everton,Swansea,Man City,,0.5,1.0,0.5,20.2
James,McCarthy,MID,EVE,4900000,0,6,1.5,3.06122448979592e-07,1.22448979591837e-06,0,2321,0,6,0,0,0,0,0,1.2,15,-1,0,6,1,0.0,0,0.0,0,0,0,0,0,0.0,740,0,0,0,0,204,18,0,0,41,Huddersfield,Southampton,West Ham,,,0.0,0.0,0.0,5.8
James,McClean,MID,WBA,4700000,2,39,1.11428571428571,2.3708206686930103e-07,8.297872340425529e-06,0,10156,5,18,0,0,0,1,0,8.3,30,-3,0,39,3,0.3,0,1.5,1,0,4,0,0,0.1,6541,1,0,0,0,1126,40,0,0,133,Newcastle,Tottenham,Crystal Palace,,,0.6,0.6,0.6,71.9
Sam,McQueen,DEF,SOU,4200000,0,12,0.3529411764705879,8.40336134453782e-08,2.8571428571428602e-06,0,6536,0,1,0,0,0,0,0,2.9,15,-3,0,12,3,0.0,0,0.0,2,0,1,0,0,0.1,4171,0,0,0,0,126,12,0,0,40,Bournemouth,Everton,Swansea,Man City,,0.2,0.4,0.2,6.6
Scott,McTominay,MID,MUN,4200000,0,15,0.44117647058823495,1.0504201680672301e-07,3.5714285714285697e-06,0,73549,1,3,0,0,0,0,0,3.6,2006,-3,0,15,3,0.1,0,0.5,0,0,2,0,0,0.7,114075,0,0,0,0,435,1219,0,0,71,Arsenal,Brighton,West Ham,Watford,,0.2,0.4,0.2,9.5
Ben,Mee,DEF,BUR,4900000,0,90,3.1,6.3265306122449e-07,1.83673469387755e-05,0,1299442,5,27,0,0,0,0,0,18.4,48125,4,0,90,-4,0.1,0,0.4,6,0,9,0,0,8.5,1225948,0,0,0,1,2610,61,0,0,491,Brighton,Arsenal,Bournemouth,,,0.0,2.3,2.8,117.3
Max,Melbourne,DEF,WBA,4000000,0,0,0.0,0.0,0.0,0,1934,0,0,0,0,0,0,0,0.0,11,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,2709,0,0,0,0,0,0,0,0,0,Newcastle,Tottenham,Crystal Palace,,,0.0,0.0,0.0,0.0
Benjamin,Mendy,DEF,MCI,6300000,1,18,0.529411764705882,8.40336134453782e-08,2.8571428571428602e-06,0,111809,2,1,0,0,0,0,0,2.9,109,-2,0,18,2,0.0,0,0.3,1,0,2,0,1,0.3,89113,0,0,0,0,313,994,0,0,88,West Ham,Huddersfield,Brighton,Southampton,,0.3,0.6,0.3,22.1
Nampalys,Mendy,MID,LEI,4500000,0,0,0.0,0.0,0.0,0,3930,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,1316,0,0,0,0,0,1,0,0,0,Crystal Palace,West Ham,Arsenal,Tottenham,,0.0,0.0,0.0,0.0
Mikel,Merino,MID,NEW,4900000,1,48,1.4117647058823501,2.8811524609843897e-07,9.79591836734694e-06,0,15692,4,18,0,0,0,1,0,9.8,44,-1,0,48,1,0.1,0,0.3,4,0,3,0,1,0.1,15182,0,0,0,0,1331,12,0,0,266,West Brom,Watford,Tottenham,Chelsea,,0.0,0.0,0.8,74.3
Per,Mertesacker,DEF,ARS,4700000,0,15,0.44117647058823495,9.386733416770961e-08,3.1914893617021303e-06,0,46204,0,7,0,0,0,1,0,3.2,109,-3,0,15,3,0.0,0,0.0,2,0,0,0,0,0.5,31383,0,0,0,1,351,70,0,0,77,Man Utd,Burnley,Leicester,Huddersfield,,0.2,0.4,0.2,15.7
Roque,Mesa,MID,SWA,4200000,0,18,1.6,3.80952380952381e-07,4.28571428571429e-06,0,69423,3,16,0,0,0,0,0,4.3,200,-3,0,18,3,0.0,0,0.0,0,0,2,0,0,0.4,59628,0,0,0,0,753,21,0,0,125,Chelsea,Bournemouth,Southampton,Stoke,,0.0,0.0,0.0,20.9
Simon,Mignolet,GLK,LIV,4700000,0,67,3.5,7.4468085106383e-07,1.42553191489362e-05,0,111786,3,24,0,36,0,0,0,14.3,379,-3,0,67,3,0.0,0,0.0,0,0,7,0,0,1.1,66516,0,0,1,0,1710,90,0,0,329,Stoke,Chelsea,Brighton,,,4.5,3.3,4.7,28.0
Luka,Milivojevic,MID,CRY,5300000,3,137,4.2,7.92452830188679e-07,2.5849056603773602e-05,0,308837,7,51,0,0,0,10,0,26.3,24865,3,-1,137,-3,1.5,1,7.8,21,0,6,0,2,14.2,1067482,0,0,0,2,2809,58195,1,0,590,Leicester,Stoke,West Brom,,,4.6,4.0,5.2,160.1
James,Milner,DEF,LIV,6000000,1,74,2.11428571428571,3.52380952380952e-07,1.23333333333333e-05,0,286749,3,24,0,0,0,0,0,12.3,1696,-5,0,74,5,0.6,0,3.5,4,0,6,0,3,2.5,63759,0,0,0,1,1646,2753,0,0,435,Stoke,Chelsea,Brighton,,,2.2,1.5,2.3,125.1
Tyrone,Mings,DEF,BOU,4200000,0,0,0.0,0.0,0.0,0,17796,1,4,0,0,0,0,0,0.0,37,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,0.2,2686,0,0,0,0,135,23,0,0,17,Southampton,Swansea,Burnley,,,0.0,0.0,0.0,2.5
Kevin,Mirallas,MID,EVE,6000000,0,5,1.0,1.66666666666667e-07,8.33333333333333e-07,0,118031,1,8,0,0,0,0,0,0.8,48,-5,0,5,5,0.0,0,0.0,0,0,0,0,0,0.8,8925,0,0,0,0,135,1,0,0,19,Huddersfield,Southampton,West Ham,,,0.0,0.0,0.0,7.9
Aleksandar,Mitrovic,FWD,NEW,4700000,0,10,1.7,3.6170212765957397e-07,2.12765957446809e-06,0,155895,0,0,0,0,0,1,0,2.1,102,-3,0,10,3,0.0,0,0.0,0,0,0,0,0,0.6,48950,0,0,0,0,89,10,0,0,37,West Brom,Watford,Tottenham,Chelsea,,0.0,0.0,0.0,16.6
Henrikh,Mkhitaryan,MID,ARS,7700000,0,91,4.1,5.324675324675321e-07,1.18181818181818e-05,0,2407605,2,13,0,0,0,2,0,11.8,8990,-3,0,91,3,0.0,0,0.3,8,0,10,0,9,7.2,2243387,0,0,0,3,1367,117,0,0,355,Man Utd,Burnley,Leicester,Huddersfield,,0.0,0.0,0.0,133.5
Jayson,Molumby,MID,BHA,4500000,0,0,0.0,0.0,0.0,0,703,0,0,0,0,0,0,0,0.0,3,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,833,0,0,0,0,0,4,0,0,0,Burnley,Man Utd,Man City,Liverpool,,0.0,0.0,0.0,0.0
Nacho,Monreal,DEF,ARS,5600000,9,128,4.9,8.75e-07,2.28571428571429e-05,0,1425635,3,28,0,0,0,5,0,22.9,19490,1,0,128,-1,0.7,0,4.0,15,0,10,0,2,8.0,1551199,0,0,0,3,2193,28584,0,0,596,Man Utd,Burnley,Leicester,Huddersfield,,4.0,10.5,4.3,123.0
Jefferson,Montero,MID,SWA,4900000,0,0,0.0,0.0,0.0,0,3040,0,0,0,0,0,0,0,0.0,1,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,253,0,0,0,0,0,0,0,0,0,Chelsea,Bournemouth,Southampton,Stoke,,0.0,0.0,0.0,0.0
Aaron,Mooy,MID,HUD,5200000,0,104,3.3,6.346153846153849e-07,2e-05,0,959290,4,48,0,0,0,4,0,20.0,3723,-3,0,104,3,0.4,0,2.0,8,0,9,0,3,4.7,1029448,0,0,0,2,2706,1977,0,0,519,Everton,Man City,Chelsea,Arsenal,,4.4,3.7,4.0,181.0
Alvaro,Morata,FWD,CHE,10400000,0,118,4.2,4.0384615384615397e-07,1.1346153846153801e-05,0,4011012,7,18,0,0,0,11,0,11.3,9277,4,0,118,-4,0.4,0,3.8,13,0,11,0,6,7.8,3871260,0,0,0,2,1946,5718,0,0,345,Swansea,Liverpool,Huddersfield,Newcastle,,4.1,10.3,4.3,217.2
Alberto,Moreno,DEF,LIV,4300000,0,45,1.28571428571429,2.99003322259136e-07,1.0465116279069802e-05,0,399965,1,19,0,0,0,0,0,10.5,566,-2,0,45,2,0.0,0,0.0,3,0,5,0,1,1.2,344607,0,0,0,0,1173,1592,0,0,300,Stoke,Chelsea,Brighton,,,1.0,0.6,1.1,55.4
Wes,Morgan,DEF,LEI,4400000,0,58,2.1,4.772727272727271e-07,1.31818181818182e-05,0,270043,4,39,0,0,0,0,0,13.2,3998,-1,0,58,1,0.4,0,1.8,1,0,5,0,0,3.0,249567,0,0,0,0,2457,1864,0,0,342,Crystal Palace,West Ham,Arsenal,Tottenham,,2.5,4.5,1.5,65.9
James,Morrison,MID,WBA,5300000,0,13,0.37142857142857105,7.008086253369269e-08,2.45283018867925e-06,0,3232,0,1,0,0,0,1,0,2.5,2,-2,0,13,2,0.0,0,0.0,0,0,2,0,0,0.0,2713,0,0,0,0,205,3,0,0,35,Newcastle,Tottenham,Crystal Palace,,,0.2,0.2,0.2,14.5
Victor,Moses,DEF,CHE,6500000,0,115,3.38235294117647,5.20361990950226e-07,1.76923076923077e-05,0,169765,1,17,0,0,0,3,0,17.7,2913,0,0,115,0,0.8,0,5.3,7,0,9,0,5,2.4,235114,0,0,0,4,1841,23867,0,0,427,Swansea,Liverpool,Huddersfield,Newcastle,,3.0,8.2,2.6,106.8
Steve,Mounie,FWD,HUD,5500000,0,87,3.5,6.36363636363636e-07,1.58181818181818e-05,0,509859,2,29,0,0,0,7,0,15.8,6857,-5,1,87,5,0.6,0,3.3,12,0,6,0,2,1.8,530329,0,0,0,2,1622,1854,-1,0,259,Everton,Man City,Chelsea,Arsenal,,4.5,4.9,4.4,111.5
Lys,Mousset,FWD,BOU,4900000,0,32,0.9142857142857141,1.8658892128279898e-07,6.53061224489796e-06,0,19274,1,13,0,0,0,2,0,6.5,487,-1,0,32,1,0.4,0,1.8,3,0,1,0,0,0.2,22114,0,0,0,1,459,389,0,0,94,Southampton,Swansea,Burnley,,,0.5,0.5,0.5,35.8
Joy,Mukena,DEF,WAT,4000000,0,0,0.0,0.0,0.0,0,1198,0,0,0,0,0,0,0,0.0,107,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,2665,0,0,0,0,0,125,0,0,0,Tottenham,Newcastle,Man Utd,,,0.0,0.0,0.0,0.0
Erwin,Mulder,GLK,SWA,4000000,0,0,0.0,0.0,0.0,0,3177,0,0,0,0,0,0,0,0.0,44,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,6353,0,0,0,0,0,40,0,0,0,Chelsea,Bournemouth,Southampton,Stoke,,0.0,0.0,0.0,0.0
Marc,Muniesa,DEF,STK,4500000,0,0,0.0,0.0,0.0,0,4606,0,0,0,0,0,0,0,0.0,3,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,98,0,0,0,0,0,2,0,0,0,Liverpool,Crystal Palace,Swansea,,,0.0,0.0,0.0,0.0
Daryl,Murphy,FWD,NEW,4500000,0,0,0.0,0.0,0.0,0,25059,0,0,0,0,0,0,0,0.0,125,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.7,7868,0,0,0,0,0,13,0,0,0,West Brom,Watford,Tottenham,Chelsea,,0.0,0.0,0.0,0.0
Jacob,Murphy,MID,NEW,5000000,1,42,1.23529411764706,2.4705882352941196e-07,8.400000000000001e-06,0,13652,0,23,0,0,0,1,0,8.4,37,-5,0,42,5,0.1,0,0.5,2,0,1,0,1,0.1,5459,0,0,0,0,944,30,0,0,143,West Brom,Watford,Tottenham,Chelsea,,0.9,1.2,0.6,45.1
Jamie,Murphy,MID,BHA,4700000,0,6,1.5,3.1914893617021297e-07,1.27659574468085e-06,0,4794,0,4,0,0,0,0,0,1.3,3,-3,0,6,3,0.0,0,0.0,0,0,0,0,0,0.0,1924,0,0,0,0,166,0,0,0,25,Burnley,Man Utd,Man City,Liverpool,,0.0,0.0,0.0,5.1
Glenn,Murray,FWD,BHA,6000000,0,109,3.4,5.66666666666667e-07,1.81666666666667e-05,0,593601,7,35,0,0,0,12,0,18.2,22551,0,0,109,0,0.4,2,2.5,16,0,7,0,0,6.4,916081,0,0,0,2,2038,13632,0,0,319,Burnley,Man Utd,Man City,Liverpool,,2.9,6.5,2.2,147.7
Ahmed,Musa,MID,LEI,6100000,0,0,0.0,0.0,0.0,0,28874,0,0,0,0,0,0,0,0.0,25,-4,0,0,4,0.0,0,0.0,0,0,0,0,0,0.4,4268,0,0,0,0,0,1,0,0,0,Crystal Palace,West Ham,Arsenal,Tottenham,,0.0,0.0,0.0,0.0
Charly,Musonda,MID,CHE,4800000,0,6,2.0,4.1666666666666704e-07,1.25e-06,0,4553,0,0,0,0,0,0,0,1.3,6,-2,0,6,2,0.0,0,0.0,0,0,0,0,1,0.0,1719,0,0,0,0,35,1,0,0,15,Swansea,Liverpool,Huddersfield,Newcastle,,0.0,0.0,0.0,5.0
Shkodran,Mustafi,DEF,ARS,5500000,1,99,4.0,7.27272727272727e-07,1.8e-05,0,463365,6,28,0,0,0,3,0,18.0,23055,0,0,99,0,0.5,0,2.8,10,0,9,0,1,4.5,581236,0,0,0,2,2111,3302,0,0,559,Man Utd,Burnley,Leicester,Huddersfield,,2.9,7.8,3.1,109.7
Jordon,Mutch,MID,CRY,4500000,0,0,0.0,0.0,0.0,0,677,0,0,0,0,0,0,0,0.0,4,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,698,0,0,0,0,0,2,0,0,0,Leicester,Stoke,West Brom,,,0.0,0.0,0.0,0.0
Boaz,Myhill,GLK,WBA,4000000,0,1,0.0285714285714286,7.142857142857142e-09,2.5e-07,0,131746,1,1,0,2,0,0,0,0.3,1653,0,0,1,0,0.0,0,0.0,0,0,0,0,0,3.2,112573,0,0,0,0,90,122,0,0,7,Newcastle,Tottenham,Crystal Palace,,,0.0,0.0,0.0,1.2
Luciano,Narsingh,MID,SWA,4700000,0,28,0.823529411764706,1.7521902377972502e-07,5.95744680851064e-06,0,4902,0,15,0,0,0,1,0,6.0,26,-3,0,28,3,0.1,0,0.3,3,0,1,0,0,0.0,2956,0,0,0,1,587,1,0,0,90,Chelsea,Bournemouth,Southampton,Stoke,,0.0,0.8,0.4,40.7
Kyle,Naughton,DEF,SWA,4600000,0,97,3.0,6.52173913043478e-07,2.10869565217391e-05,0,608315,1,48,0,0,0,0,0,21.1,10865,1,0,97,-1,0.2,0,0.8,11,0,9,0,2,5.6,777737,1,0,0,3,2866,19313,0,0,531,Chelsea,Bournemouth,Southampton,Stoke,,3.3,5.6,3.6,101.3
Wilfred,Ndidi,MID,LEI,4900000,0,77,2.4,4.89795918367347e-07,1.57142857142857e-05,0,61246,6,43,0,0,0,0,0,15.7,222,-1,0,77,1,0.3,0,1.3,4,0,9,0,4,0.4,50790,0,0,0,0,2846,588,0,2,442,Crystal Palace,West Ham,Arsenal,Tottenham,,1.5,4.6,1.2,116.1
Didier,Ndong,MID,WAT,4500000,0,0,0.0,0.0,0.0,0,468,0,0,0,0,0,0,0,0.0,36,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,805,0,0,0,0,0,32,0,0,0,Tottenham,Newcastle,Man Utd,,,0.0,0.0,0.0,0.0
Reiss,Nelson,MID,ARS,4700000,0,3,0.0882352941176471,1.87734668335419e-08,6.382978723404259e-07,0,3346,0,2,0,0,0,0,0,0.6,31,-3,0,3,3,0.1,0,0.5,0,0,0,0,0,0.0,1719,0,0,0,0,81,29,0,0,16,Man Utd,Burnley,Leicester,Huddersfield,,0.0,0.0,0.0,3.3
Julien,Ngoy,FWD,STK,4500000,0,1,1.0,2.22222222222222e-07,2.22222222222222e-07,0,57466,0,2,0,0,0,0,0,0.2,342,0,0,1,0,0.0,0,0.0,0,0,0,0,0,0.3,75988,0,0,0,0,19,17,0,0,4,Liverpool,Crystal Palace,Swansea,,,0.0,0.0,0.0,0.3
Oumar,Niasse,FWD,EVE,4600000,1,74,2.11428571428571,4.5962732919254705e-07,1.60869565217391e-05,0,872815,2,20,0,0,0,7,0,15.7,16271,-4,1,74,4,0.1,0,0.5,13,0,0,0,3,5.1,1117208,0,0,0,3,936,6515,-1,0,211,Huddersfield,Southampton,West Ham,,,1.2,2.0,1.2,94.2
Edward,Nketiah,FWD,ARS,5000000,0,2,0.0588235294117647,1.1764705882352901e-08,4e-07,0,3609,0,0,0,0,0,0,0,0.4,77,0,0,2,0,0.1,0,0.3,0,0,0,0,0,0.0,4276,0,0,0,0,11,62,0,0,8,Man Utd,Burnley,Leicester,Huddersfield,,0.0,0.0,0.0,2.3
Georges-Kevin,Nkoudou,MID,BUR,5400000,0,9,0.25714285714285695,4.76190476190476e-08,1.66666666666667e-06,0,2518,1,1,0,0,0,0,0,1.7,26,-1,0,9,1,0.1,0,0.8,0,0,1,0,0,0.0,2168,0,0,0,0,186,12,0,0,17,Brighton,Arsenal,Bournemouth,,,0.1,0.1,0.1,7.4
Lukas,Nmecha,FWD,MCI,4500000,0,0,0.0,0.0,0.0,0,5725,0,0,0,0,0,0,0,0.0,371,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,9576,0,0,0,0,0,289,0,0,0,West Ham,Huddersfield,Brighton,Southampton,,0.0,0.0,0.0,0.0
Mark,Noble,MID,WHU,5300000,2,68,2.7,5.09433962264151e-07,1.28301886792453e-05,0,27329,5,40,0,0,0,3,0,12.8,322,-2,0,68,2,0.4,0,2.0,5,0,5,0,0,0.2,22367,0,0,0,0,2040,151,0,0,382,Man City,Leicester,Man Utd,Everton,,1.6,3.9,3.3,81.7
,Nolito,MID,MCI,7000000,0,0,0.0,0.0,0.0,0,1678,0,0,0,0,0,0,0,0.0,5,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,76,0,0,0,0,0,3,0,0,0,West Ham,Huddersfield,Brighton,Southampton,,0.0,0.0,0.0,0.0
Kristoffer,Nordfeldt,GLK,SWA,3900000,0,0,0.0,0.0,0.0,0,39215,0,0,0,0,0,0,0,0.0,1432,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,1.5,54817,0,0,0,0,0,4674,0,0,0,Chelsea,Bournemouth,Southampton,Stoke,,0.0,0.0,0.0,0.0
Oliver,Norwood,MID,BHA,4500000,0,0,0.0,0.0,0.0,0,491,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,119,0,0,0,0,0,1,0,0,0,Burnley,Man Utd,Man City,Liverpool,,0.0,0.0,0.0,0.0
Allan-Romeo,Nyom,DEF,WBA,4700000,1,59,1.6857142857142902,3.5866261398176297e-07,1.2553191489361699e-05,0,185180,5,38,0,0,0,0,0,12.6,199,-3,0,59,3,0.5,0,2.3,6,0,5,0,1,1.1,176529,0,0,0,0,2036,63,0,0,355,Newcastle,Tottenham,Crystal Palace,,,0.8,1.4,1.7,68.3
Tashan,Oakley-Boothe,MID,TOT,4500000,0,0,0.0,0.0,0.0,0,2070,0,0,0,0,0,0,0,0.0,23,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,2270,0,0,0,0,0,36,0,0,0,Watford,West Brom,Newcastle,Leicester,,0.0,0.0,0.0,0.0
Michael,Obafemi,FWD,SOU,4500000,0,1,0.0294117647058824,6.5359477124183e-09,2.22222222222222e-07,0,47023,0,0,0,0,0,0,0,0.2,1565,0,0,1,0,0.0,0,0.0,0,0,0,0,0,0.7,85380,0,0,0,0,8,694,0,0,-1,Bournemouth,Everton,Swansea,Man City,,0.0,0.0,0.0,0.3
Pedro,Obiang,MID,WHU,4200000,0,53,2.6,6.19047619047619e-07,1.26190476190476e-05,0,240987,3,29,0,0,0,2,0,12.6,665,-3,0,53,3,0.0,0,0.0,6,0,5,0,0,0.7,226705,0,0,0,1,1558,269,0,0,267,Man City,Leicester,Man Utd,Everton,,0.0,0.0,0.0,60.0
Angelo,Ogbonna,DEF,WHU,4200000,0,63,2.3,5.476190476190479e-07,1.4999999999999999e-05,0,364158,3,55,0,0,0,1,0,15.0,8918,-3,0,63,3,0.6,0,2.5,4,0,5,0,0,3.2,491573,0,0,0,1,2520,4184,0,0,450,Man City,Leicester,Man Utd,Everton,,1.9,3.5,2.0,81.3
Stefano,Okaka,FWD,WAT,5300000,2,24,1.6,3.0188679245283e-07,4.52830188679245e-06,0,66052,2,9,0,0,0,1,0,4.5,156,-2,0,24,2,0.1,0,0.5,1,0,2,0,1,0.3,50893,0,0,0,0,442,73,0,0,52,Tottenham,Newcastle,Man Utd,,,0.0,0.0,0.0,29.8
Shinji,Okazaki,FWD,LEI,5300000,0,76,2.8,5.283018867924531e-07,1.4339622641509399e-05,0,803034,2,19,0,0,0,6,0,14.3,5435,-2,0,76,2,0.3,0,1.5,7,0,5,0,3,3.0,801962,0,0,0,1,1314,72,0,0,275,Crystal Palace,West Ham,Arsenal,Tottenham,,0.0,6.1,2.0,107.9
Martin,Olsson,DEF,SWA,5000000,-1,79,2.5,5e-07,1.58e-05,0,28120,6,46,0,0,0,0,0,15.8,269,0,0,79,0,0.2,0,1.0,0,0,9,0,1,0.3,23421,0,0,0,0,2828,328,0,0,415,Chelsea,Bournemouth,Southampton,Stoke,,2.6,4.2,2.8,66.2
Aiden,O'Neill,MID,BUR,4500000,0,0,0.0,0.0,0.0,0,187,0,0,0,0,0,0,0,0.0,5,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,302,0,0,0,0,0,9,0,0,0,Brighton,Arsenal,Bournemouth,,,0.0,0.0,0.0,0.0
Divock,Origi,FWD,LIV,7400000,0,1,1.0,1.35135135135135e-07,1.35135135135135e-07,0,22034,0,1,0,0,0,0,0,0.1,11,-1,0,1,1,0.0,0,0.0,0,0,0,0,0,0.2,1166,0,0,0,0,9,4,0,0,3,Stoke,Chelsea,Brighton,,,0.0,0.0,0.0,0.0
,Oriol Romeu,MID,SOU,4200000,0,61,2.0,4.76190476190476e-07,1.45238095238095e-05,0,298507,9,44,0,0,0,1,0,14.5,2937,-3,0,61,3,0.4,0,1.5,0,0,7,0,0,2.3,190304,0,0,0,0,2537,7696,0,0,422,Bournemouth,Everton,Swansea,Man City,,1.6,2.7,1.0,99.7
David,Ospina,GLK,ARS,4800000,3,10,0.294117647058824,6.127450980392161e-08,2.08333333333333e-06,0,9762,0,1,0,6,0,0,0,2.1,103,-2,0,10,2,0.5,0,2.3,0,0,1,0,0,0.2,3185,0,0,0,0,200,210,0,0,48,Man Utd,Burnley,Leicester,Huddersfield,,0.1,0.2,0.1,4.5
Nicolas,Otamendi,DEF,MCI,6400000,0,146,4.6,7.1875e-07,2.28125e-05,0,1703216,8,24,0,0,0,4,0,22.8,62559,9,-1,146,-9,0.2,0,1.0,18,0,14,0,0,26.2,2765323,1,0,0,4,2786,16368,1,0,695,West Ham,Huddersfield,Brighton,Southampton,,5.7,12.6,5.7,136.2
Reece,Oxford,DEF,WHU,4500000,0,1,1.0,2.22222222222222e-07,2.22222222222222e-07,0,12,0,0,0,0,0,0,0,0.2,0,0,0,1,0,0.0,0,0.0,0,0,0,0,0,0.0,22,0,0,0,0,4,0,0,0,2,Man City,Leicester,Man Utd,Everton,,0.0,0.0,0.0,0.3
Mesut,Ozil,MID,ARS,9300000,0,112,4.3,4.6236559139784896e-07,1.2043010752688199e-05,0,390793,4,36,0,0,0,4,0,12.0,21858,-2,0,112,2,0.2,0,1.8,11,0,8,0,9,2.4,356727,0,0,0,2,2161,604,0,0,506,Man Utd,Burnley,Leicester,Huddersfield,,2.3,8.5,3.4,248.6
Alex,Palmer,GLK,WBA,4000000,0,0,0.0,0.0,0.0,0,6114,0,0,0,0,0,0,0,0.0,74,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,13224,0,0,0,0,0,84,0,0,0,Newcastle,Tottenham,Crystal Palace,,,0.0,0.0,0.0,0.0
Kasey,Palmer,MID,CHE,5300000,0,4,1.0,1.88679245283019e-07,7.54716981132075e-07,0,4775,2,2,0,0,0,0,0,0.8,1,-2,0,4,2,0.0,0,0.0,0,0,1,0,0,0.0,1100,0,0,0,0,168,0,0,0,9,Swansea,Liverpool,Huddersfield,Newcastle,,0.0,0.0,0.0,7.2
Costel,Pantilimon,GLK,WAT,4500000,0,0,0.0,0.0,0.0,0,5299,0,0,0,0,0,0,0,0.0,7,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,297,0,0,0,0,0,1,0,0,0,Tottenham,Newcastle,Man Utd,,,0.0,0.0,0.0,0.0
Josh,Pask,DEF,WHU,4000000,0,0,0.0,0.0,0.0,0,451,0,0,0,0,0,0,0,0.0,128,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,1542,0,0,0,0,0,292,0,0,0,Man City,Leicester,Man Utd,Everton,,0.0,0.0,0.0,0.0
Jack,Payne,MID,HUD,4500000,0,0,0.0,0.0,0.0,0,516,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,121,0,0,0,0,0,1,0,0,0,Everton,Man City,Chelsea,Arsenal,,0.0,0.0,0.0,0.0
