FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
Ragnar,Klavan,DEF,LIV,4600000,2,31,2.8,6.08695652173913e-07,6.739130434782611e-06,0,52373,1,10,0,0,0,0,0,6.7,2953,-4,0,31,4,0.5,0,2.5,3,0,3,0,0,1.3,58987,0,0,0,0,856,8294,0,0,195,Swansea,Chelsea,Hull City,Tottenham,Leicester,2.9,2.9,2.4,3.3,1.5,3.6,3.5,2.2,3.1,3.7,2.6,2.4,3.3,2.1,3.8,3.1,3.0
Aleksandar,Kolarov,DEF,MCI,5800000,0,53,2.8,4.827586206896551e-07,9.137931034482761e-06,0,165583,5,20,0,0,0,1,0,9.1,12153,-2,0,53,2,0.4,0,2.3,2,0,4,0,1,3.4,81896,1,429,0,1,1635,503,0,0,319,Tottenham,West Ham,Swansea,Bournemouth,Man Utd,3.2,3.2,2.8,2.5,2.2,1.8,3.2,3.6,3.0,2.2,3.2,2.8,3.2,2.4,3.2,2.6,2.3
Vincent,Kompany,DEF,MCI,5900000,0,3,0.0476190476190476,8.07102502017756e-09,5.084745762711859e-07,0,18564,1,1,0,0,0,0,0,0.5,111,-1,0,3,1,0.0,0,0.0,0,0,0,0,0,0.4,5593,0,173,0,0,114,132,0,0,13,Tottenham,West Ham,Swansea,Bournemouth,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arouna,Kone,FWD,EVE,5100000,0,3,0.0476190476190476,9.33706816059757e-09,5.882352941176471e-07,0,67387,0,0,0,0,0,0,0,0.6,431,-4,0,3,4,0.0,0,0.0,0,0,0,0,0,0.8,14337,0,289,0,0,46,234,0,0,9,Crystal Palace,Stoke,Bournemouth,Middlesbrough,Sunderland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lamine,Kone,DEF,SUN,4300000,0,31,1.8,4.1860465116279104e-07,7.209302325581401e-06,0,81853,2,27,0,0,0,0,0,7.2,2137,-2,0,31,2,0.1,0,0.3,0,0,2,0,0,0.8,21856,0,176,0,0,1463,99,0,0,238,West Brom,Tottenham,Crystal Palace,Southampton,Everton,0.0,1.7,1.3,2.1,0.9,1.6,1.0,1.9,1.0,0.9,1.1,2.3,1.4,2.0,1.1,1.5,0.9
Dimitrios,Konstantopoulos,GLK,MID,4200000,0,0,0.0,0.0,0.0,0,6102,0,0,0,0,0,0,0,0.0,99,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,0.1,904,0,0,0,0,0,45,0,0,0,West Ham,West Brom,Tottenham,Everton,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Laurent,Koscielny,DEF,ARS,6300000,9,87,4.3,6.82539682539682e-07,1.3809523809523801e-05,0,428409,3,18,0,0,0,2,0,13.8,15719,3,0,87,-3,1.0,0,6.3,14,0,7,0,0,18.0,836882,0,493,0,3,1773,25034,0,0,481,Burnley,Watford,Chelsea,Hull City,Southampton,6.0,5.5,4.4,5.7,5.2,5.3,4.8,4.9,5.3,6.2,5.4,4.7,5.1,4.2,4.1,5.2,5.3
Cheikhou,Kouyate,MID,WHU,5100000,0,43,2.4,4.7058823529411793e-07,8.431372549019611e-06,0,90087,1,28,0,0,0,0,0,8.4,1238,-4,0,43,4,0.5,0,2.3,0,0,5,0,1,0.8,21470,0,498,0,0,1598,89,0,0,236,Middlesbrough,Man City,Southampton,West Brom,Watford,0.0,1.7,1.3,1.9,1.7,1.6,1.2,2.6,1.6,1.2,2.0,2.0,2.2,1.4,1.8,1.4,1.3
Dusan,Kuciak,GLK,HUL,4000000,0,0,0.0,0.0,0.0,0,4825,0,0,0,0,0,0,0,0.0,203,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.3,7565,0,0,0,0,0,90,0,0,0,Chelsea,Man Utd,Liverpool,Arsenal,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Olayinka Fredrick Oladotun,Ladapo,FWD,CRY,4500000,0,0,0.0,0.0,0.0,0,1032,0,0,0,0,0,0,0,0.0,13,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,855,0,0,0,0,0,10,0,0,0,Everton,Bournemouth,Sunderland,Stoke,Middlesbrough,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daniel,Lafferty,DEF,BUR,4000000,0,0,0.0,0.0,0.0,0,22066,0,0,0,0,0,0,0,0.0,261,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.3,3074,0,0,0,0,0,22,0,0,0,Arsenal,Leicester,Watford,Chelsea,Hull City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adam,Lallana,MID,LIV,7700000,2,107,1.6984126984127,2.20573077715935e-07,1.3896103896103901e-05,0,860786,2,21,0,0,0,7,0,13.9,75755,7,0,107,-7,0.6,0,4.5,13,0,5,0,7,27.3,1717435,0,416,0,3,1378,66213,0,0,405,Swansea,Chelsea,Hull City,Tottenham,Leicester,1.2,0.9,0.9,1.0,0.9,0.8,1.8,0.8,1.3,1.3,0.8,0.8,1.1,0.9,1.2,0.8,1.3
Rickie,Lambert,FWD,WBA,5400000,0,1,1.0,1.85185185185185e-07,1.85185185185185e-07,0,8069,0,0,0,0,0,0,0,0.2,42,-1,0,1,1,0.0,0,0.0,0,0,0,0,0,0.1,1310,0,72,0,0,13,20,0,0,3,Sunderland,Middlesbrough,Stoke,West Ham,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Erik,Lamela,MID,TOT,6600000,0,28,0.444444444444444,6.73400673400673e-08,4.24242424242424e-06,0,530050,1,2,0,0,0,1,0,4.2,1854,-4,0,28,4,0.0,1,0.0,4,0,4,0,1,3.6,302417,0,519,0,0,595,67,0,0,93,Man City,Sunderland,Middlesbrough,Liverpool,Stoke,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Manuel,Lanzini,MID,WHU,6300000,9,60,0.9523809523809521,1.5117157974300802e-07,9.52380952380952e-06,0,31008,3,25,0,0,0,4,0,9.5,1231,-2,0,60,2,0.4,0,2.8,7,0,5,0,0,0.3,38954,0,381,0,1,1233,3749,0,0,282,Middlesbrough,Man City,Southampton,West Brom,Watford,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Sebastian,Larsson,MID,SUN,4700000,2,13,0.206349206349206,4.3904086457278e-08,2.7659574468085098e-06,0,1317,2,14,0,0,0,0,0,2.8,162,-3,0,13,3,0.5,0,2.5,0,0,0,0,1,0.0,1367,0,58,0,0,488,131,0,0,66,West Brom,Tottenham,Crystal Palace,Southampton,Everton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Grant,Leadbitter,MID,MID,4700000,3,15,0.23809523809523803,5.06585612968592e-08,3.1914893617021303e-06,0,959,0,2,0,0,0,1,0,3.2,108,-3,0,15,3,0.6,0,3.0,0,0,2,0,0,0.0,1395,0,0,0,0,234,171,0,0,51,West Ham,West Brom,Tottenham,Everton,Crystal Palace,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Michael,Ledger,DEF,SUN,4000000,0,0,0.0,0.0,0.0,0,99,0,0,0,0,0,0,0,0.0,40,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,280,0,0,0,0,0,95,0,0,0,West Brom,Tottenham,Crystal Palace,Southampton,Everton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joe,Ledley,MID,CRY,4400000,1,36,0.5714285714285711,1.2987012987013e-07,8.18181818181818e-06,0,34578,1,22,0,0,0,1,0,8.2,818,-1,0,36,1,0.2,0,0.8,1,0,2,0,1,0.5,26026,0,121,0,0,1062,721,0,0,182,Everton,Bournemouth,Sunderland,Stoke,Middlesbrough,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
,Lee Chung-yong,MID,CRY,4300000,1,22,0.349206349206349,8.12107788851975e-08,5.11627906976744e-06,0,15586,0,9,0,0,0,0,0,5.1,283,-2,0,22,2,0.1,0,0.5,0,0,2,0,1,0.2,14232,0,56,0,0,407,167,0,0,91,Everton,Bournemouth,Sunderland,Stoke,Middlesbrough,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Jonathan,Leko,MID,WBA,4200000,0,9,0.14285714285714302,3.40136054421769e-08,2.1428571428571398e-06,0,37647,0,2,0,0,0,0,0,2.1,2408,-3,0,9,3,0.0,0,0.0,0,0,0,0,1,0.7,46912,0,28,0,0,95,1320,0,0,33,Sunderland,Middlesbrough,Stoke,West Ham,Bournemouth,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Brian,Lenihan,DEF,HUL,3900000,0,0,0.0,0.0,0.0,0,66902,0,0,0,0,0,0,0,0.0,2437,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,1.5,68305,0,0,0,0,0,1555,0,0,0,Chelsea,Man Utd,Liverpool,Arsenal,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aaron,Lennon,MID,EVE,5500000,0,21,0.33333333333333304,6.06060606060606e-08,3.81818181818182e-06,0,13461,0,5,0,0,0,0,0,3.8,355,-5,0,21,5,0.3,0,1.5,0,0,2,0,1,0.2,3584,0,278,0,0,491,114,0,0,99,Crystal Palace,Stoke,Bournemouth,Middlesbrough,Sunderland,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Jeremain,Lens,MID,SUN,5900000,0,2,1.0,1.6949152542372902e-07,3.3898305084745803e-07,0,2495,0,1,0,0,0,0,0,0.3,9,-1,0,2,1,0.0,0,0.0,0,0,0,0,0,0.0,198,0,180,0,0,69,2,0,0,12,West Brom,Tottenham,Crystal Palace,Southampton,Everton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Harry,Lewis,GLK,SOU,4000000,0,0,0.0,0.0,0.0,0,114,0,0,0,0,0,0,0,0.0,44,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,460,0,0,0,0,0,128,0,0,0,Leicester,Swansea,West Ham,Sunderland,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jesse,Lingard,MID,MUN,5600000,0,27,0.42857142857142894,7.6530612244898e-08,4.8214285714285696e-06,0,46721,1,7,0,0,0,0,0,4.8,1148,-4,0,27,4,0.2,0,1.0,0,0,4,0,2,0.4,18638,0,318,0,0,633,227,0,0,108,Stoke,Hull City,Leicester,Watford,Man City,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Jake,Livermore,MID,WBA,4800000,1,46,2.2,4.58333333333333e-07,9.58333333333333e-06,0,7302,3,41,0,0,0,1,0,9.6,487,-2,0,46,2,0.4,0,1.8,2,0,2,0,1,0.1,6516,0,0,0,0,1669,465,0,1,288,Sunderland,Middlesbrough,Stoke,West Ham,Bournemouth,2.6,1.4,1.7,1.1,1.9,1.6,1.1,1.2,1.4,1.5,1.9,1.2,1.1,2.3,1.2,1.3,1.5
Fernando,Llorente,FWD,SWA,6100000,2,66,3.7,6.0655737704918e-07,1.0819672131147501e-05,0,358296,1,37,0,0,0,6,0,10.8,19053,-4,0,66,4,0.4,0,2.3,7,0,2,0,2,2.8,350642,0,0,0,2,1272,5787,0,0,234,Liverpool,Southampton,Man City,Leicester,Chelsea,3.9,4.7,4.1,4.9,2.9,5.1,4.7,3.5,3.9,4.2,3.7,3.7,4.0,3.7,4.0,4.0,4.3
Hugo,Lloris,GLK,TOT,5500000,6,76,4.0,7.27272727272727e-07,1.38181818181818e-05,0,274362,0,13,0,37,0,0,0,13.8,11082,0,0,76,0,0.7,0,4.0,2,0,8,0,0,7.2,224812,0,419,0,0,1654,5875,0,0,346,Man City,Sunderland,Middlesbrough,Liverpool,Stoke,3.6,2.9,5.1,4.3,5.5,5.2,4.3,6.0,2.7,3.9,5.3,5.9,2.6,5.8,4.4,4.1,3.9
Ruben,Loftus-Cheek,MID,CHE,5000000,1,2,0.0317460317460317,6.34920634920635e-09,4e-07,0,3908,0,0,0,0,0,0,0,0.4,21,-5,1,2,5,0.1,0,0.3,0,0,0,0,0,0.1,393,0,68,0,0,16,7,-1,0,7,Hull City,Liverpool,Arsenal,Burnley,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris,Long,FWD,BUR,4500000,0,0,0.0,0.0,0.0,0,32765,0,0,0,0,0,0,0,0.0,227,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.4,4893,0,0,0,0,0,102,0,0,0,Arsenal,Leicester,Watford,Chelsea,Hull City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kevin,Long,DEF,BUR,4000000,0,0,0.0,0.0,0.0,0,4225,0,0,0,0,0,0,0,0.0,407,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,7278,0,0,0,0,0,175,0,0,0,Arsenal,Leicester,Watford,Chelsea,Hull City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shane,Long,FWD,SOU,6100000,2,25,1.5,2.45901639344262e-07,4.0983606557377095e-06,0,457578,2,13,0,0,0,1,0,4.1,2241,-4,0,25,4,0.4,0,2.5,1,0,1,0,0,3.1,72459,0,435,0,0,650,3365,0,0,77,Leicester,Swansea,West Ham,Sunderland,Arsenal,1.5,1.1,1.2,0.8,1.0,0.8,1.0,0.8,1.3,1.4,0.8,1.3,0.8,1.7,0.8,0.8,1.1
Ademola,Lookman,MID,EVE,5500000,6,6,0.0952380952380952,1.73160173160173e-08,1.0909090909090901e-06,0,420,0,0,0,0,0,1,0,1.1,345,0,0,6,0,1.1,0,6.0,0,0,0,0,0,0.1,3562,0,0,0,0,1,3230,0,0,22,Crystal Palace,Stoke,Bournemouth,Middlesbrough,Sunderland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Donald,Love,DEF,SUN,4000000,5,19,0.301587301587302,7.539682539682539e-08,4.75e-06,0,136229,1,10,0,0,0,0,0,4.8,6503,0,0,19,0,0.5,0,2.0,1,0,1,0,1,5.0,297395,0,3,0,0,521,24661,0,0,119,West Brom,Tottenham,Crystal Palace,Southampton,Everton,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Dejan,Lovren,DEF,LIV,5100000,1,66,3.7,7.254901960784309e-07,1.2941176470588199e-05,0,244757,5,21,0,0,0,2,0,13.2,11259,1,-1,66,-1,0.7,0,3.8,4,0,6,0,1,7.4,414399,0,248,0,0,1575,34156,1,0,362,Swansea,Chelsea,Hull City,Tottenham,Leicester,4.3,4.4,3.7,4.8,2.4,5.2,5.1,3.4,4.5,5.3,3.9,3.6,4.8,3.3,5.5,4.3,4.5
Matthew,Lowton,DEF,BUR,4500000,8,46,2.4,5.33333333333333e-07,1.02222222222222e-05,0,28881,5,29,0,0,0,0,0,10.2,910,0,0,46,0,0.6,0,2.8,4,0,4,0,1,0.6,34959,0,0,0,0,1710,1175,0,0,324,Arsenal,Leicester,Watford,Chelsea,Hull City,1.8,2.4,1.2,2.6,1.4,1.4,1.6,1.2,2.9,2.9,1.3,1.2,2.0,1.6,2.9,1.4,3.5
Leiva,Lucas,MID,LIV,4400000,0,12,0.19047619047619,4.32900432900433e-08,2.7272727272727298e-06,0,9620,1,7,0,0,0,0,0,2.7,283,-1,0,12,1,0.1,0,0.5,0,0,0,0,0,0.2,9528,0,253,0,0,309,207,0,0,63,Swansea,Chelsea,Hull City,Tottenham,Leicester,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Greg,Luer,FWD,HUL,4400000,0,0,0.0,0.0,0.0,0,4961,0,0,0,0,0,0,0,0.0,135,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,5456,0,0,0,0,0,98,0,0,0,Chelsea,Man Utd,Liverpool,Arsenal,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Romelu,Lukaku,FWD,EVE,9600000,5,115,5.8,6.04166666666667e-07,1.19791666666667e-05,0,1355270,3,21,0,0,0,12,0,12.1,35182,6,-1,115,-6,0.7,0,6.5,19,0,6,0,4,26.9,2075821,0,754,0,2,1736,145132,1,0,427,Crystal Palace,Stoke,Bournemouth,Middlesbrough,Sunderland,7.0,6.4,8.7,6.2,8.7,5.4,8.5,8.6,6.5,6.3,8.7,8.7,6.3,7.0,7.1,8.5,6.2
Shaun,MacDonald,MID,BOU,4500000,0,0,0.0,0.0,0.0,0,3949,0,0,0,0,0,0,0,0.0,35,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,305,0,3,0,0,0,16,0,0,0,Watford,Crystal Palace,Everton,Man City,West Brom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pablo,Maffeo,DEF,MCI,4500000,0,0,0.0,0.0,0.0,0,784,0,0,0,0,0,0,0,0.0,25,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,688,0,0,0,0,0,11,0,0,0,Tottenham,West Ham,Swansea,Bournemouth,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Harry,Maguire,DEF,HUL,4400000,2,20,1.4,3.18181818181818e-07,4.54545454545455e-06,0,1814,3,30,0,0,0,0,0,4.5,99,-1,0,20,1,0.4,0,1.8,0,0,0,0,3,0.0,2356,0,0,0,0,1008,128,0,0,198,Chelsea,Man Utd,Liverpool,Arsenal,Burnley,0.7,0.7,1.3,1.0,1.2,0.7,0.9,0.7,1.5,1.0,0.7,0.9,1.1,0.9,0.9,0.9,1.1
Riyad,Mahrez,MID,LEI,9000000,0,65,3.3,3.6666666666666704e-07,7.2222222222222195e-06,0,858055,3,26,0,0,0,3,0,7.2,7561,-5,0,65,5,0.2,1,1.8,4,0,5,0,3,8.3,122450,0,994,0,0,1508,71,0,0,237,Southampton,Burnley,Man Utd,Swansea,Liverpool,0.0,2.2,3.3,2.6,2.5,3.8,1.6,1.8,3.3,4.7,2.1,2.4,3.1,2.0,4.0,1.8,3.7
Ainsley,Maitland-Niles,MID,ARS,4500000,0,1,0.0158730158730159,3.5273368606701896e-09,2.22222222222222e-07,0,83,0,0,0,0,0,0,0,0.2,7,0,0,1,0,0.0,0,0.0,0,0,0,0,0,0.0,91,0,0,0,0,2,8,0,0,5,Burnley,Watford,Chelsea,Hull City,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh,Maja,FWD,SUN,4500000,0,0,0.0,0.0,0.0,0,552,0,0,0,0,0,0,0,0.0,115,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,1064,0,0,0,0,0,188,0,0,0,West Brom,Tottenham,Crystal Palace,Southampton,Everton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shaun,Maloney,MID,HUL,4300000,0,15,0.23809523809523803,5.5370985603543796e-08,3.4883720930232598e-06,0,85818,0,5,0,0,0,1,0,3.5,1171,-2,0,15,2,0.0,0,0.0,2,0,0,0,1,0.6,88860,0,0,0,1,151,57,0,0,55,Chelsea,Man Utd,Liverpool,Arsenal,Burnley,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Steve,Mandanda,GLK,CRY,4300000,0,19,0.301587301587302,7.01365817644887e-08,4.41860465116279e-06,0,129835,0,17,0,24,0,0,0,4.4,2495,-2,0,19,2,0.0,0,0.0,0,0,0,0,0,2.2,42636,0,0,0,0,810,91,0,0,120,Everton,Bournemouth,Sunderland,Stoke,Middlesbrough,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Sadio,Mane,MID,LIV,9100000,0,113,5.9,6.483516483516479e-07,1.24175824175824e-05,0,1205545,3,17,0,0,0,9,0,12.4,53007,1,0,113,-1,0.3,0,2.8,8,0,7,0,6,8.2,916100,0,635,0,2,1655,909,0,0,367,Swansea,Chelsea,Hull City,Tottenham,Leicester,0.0,6.5,6.4,7.1,6.6,6.0,8.9,5.1,8.0,8.1,5.9,5.5,7.3,6.6,7.9,5.1,8.0
Eliaquim,Mangala,DEF,MCI,5400000,0,0,0.0,0.0,0.0,0,20479,0,0,0,0,0,0,0,0.0,74,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.3,917,0,235,0,0,0,23,0,0,0,Tottenham,West Ham,Swansea,Bournemouth,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alexander,Manninger,GLK,LIV,4000000,0,0,0.0,0.0,0.0,0,6877,0,0,0,0,0,0,0,0.0,294,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.4,10171,0,0,0,0,0,140,0,0,0,Swansea,Chelsea,Hull City,Tottenham,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vito,Mannone,GLK,SUN,4300000,2,12,0.19047619047619,4.4296788482835e-08,2.7906976744186e-06,0,37131,0,13,0,22,0,0,0,2.8,1318,-2,0,12,2,0.5,0,2.3,2,0,0,0,0,0.7,22753,0,210,0,0,450,1342,0,0,88,West Brom,Tottenham,Crystal Palace,Southampton,Everton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Javier,Manquillo,DEF,SUN,4300000,0,13,0.206349206349206,4.79881875230713e-08,3.02325581395349e-06,0,2169,1,13,0,0,0,0,0,3.0,55,-2,0,13,2,0.1,0,0.3,0,0,0,0,0,0.0,2321,0,0,0,0,668,11,0,0,68,West Brom,Tottenham,Crystal Palace,Southampton,Everton,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
,Marc Wilson,DEF,BOU,3900000,0,0,0.0,0.0,0.0,0,64434,0,0,0,0,0,0,0,0.0,5419,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,2.4,88843,0,14,0,0,0,3285,0,0,0,Watford,Crystal Palace,Everton,Man City,West Brom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adrian,Mariappa,DEF,WAT,4000000,0,0,0.0,0.0,0.0,0,14811,0,0,0,0,0,0,0,0.0,739,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.3,22115,0,0,0,0,0,38,0,0,0,Bournemouth,Arsenal,Burnley,Man Utd,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lazar,Markovic,MID,LIV,5400000,0,0,0.0,0.0,0.0,0,3146,0,0,0,0,0,0,0,0.0,19,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,389,0,0,0,0,0,15,0,0,0,Swansea,Chelsea,Hull City,Tottenham,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dean,Marney,MID,BUR,4500000,2,50,2.5,5.55555555555556e-07,1.11111111111111e-05,0,51930,6,27,0,0,0,1,0,11.1,2599,0,0,50,0,0.5,0,2.3,1,0,5,0,2,0.7,68146,0,0,0,0,1689,786,0,0,235,Arsenal,Leicester,Watford,Chelsea,Hull City,0.0,3.1,1.3,2.0,1.2,1.3,1.2,1.6,2.2,2.3,1.3,1.2,2.3,1.2,2.3,1.2,2.3
David,Marshall,GLK,HUL,4500000,0,31,2.1,4.66666666666667e-07,6.88888888888889e-06,0,4737,0,37,0,56,0,0,0,6.9,485,0,0,31,0,0.2,0,1.0,0,0,0,0,0,0.1,7049,1,0,0,0,1350,101,0,0,239,Chelsea,Man Utd,Liverpool,Arsenal,Burnley,1.4,1.1,2.4,2.0,2.3,1.0,1.8,1.2,2.7,1.9,1.4,1.7,2.0,1.8,1.8,1.8,2.1
Anthony,Martial,MID,MUN,9200000,2,48,0.7619047619047621,8.2815734989648e-08,5.21739130434783e-06,0,291943,0,7,0,0,0,2,0,5.2,1075,-3,1,48,3,0.3,0,3.0,5,0,4,0,3,2.5,101051,0,593,0,1,707,394,-1,0,149,Stoke,Hull City,Leicester,Watford,Man City,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
Cuco,Martina,DEF,SOU,4300000,0,31,3.4,7.90697674418605e-07,7.209302325581401e-06,0,40644,0,6,0,0,0,0,0,7.2,3852,-2,0,31,2,0.1,0,0.3,5,0,3,0,0,0.7,60397,0,203,0,0,592,568,0,0,140,Leicester,Swansea,West Ham,Sunderland,Arsenal,3.6,3.2,5.1,2.3,4.7,2.8,3.1,2.6,4.8,4.3,3.1,4.1,2.8,4.4,3.5,3.0,4.4
