FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
Yohan,Benalouane,DEF,LEI,4000000,0,0,0.0,0.0,0.0,0,7984,0,0,0,0,0,0,0,0.0,77,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,1415,0,15,0,0,0,16,0,0,0,Southampton,Burnley,Man Utd,Swansea,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nabil,Bentaleb,MID,TOT,4500000,0,0,0.0,0.0,0.0,0,4242,0,0,0,0,0,0,0,0.0,20,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,487,0,29,0,0,0,9,0,0,0,Man City,Sunderland,Middlesbrough,Liverpool,Stoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Saido,Berahino,FWD,STK,6000000,0,6,0.0952380952380952,1.5873015873015902e-08,1e-06,0,44408,1,2,0,0,0,0,0,1.0,294,-5,0,6,5,0.0,0,0.0,0,0,2,0,0,0.4,11951,0,226,0,0,243,1112,0,0,-3,Man Utd,Everton,West Brom,Crystal Palace,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Steven,Berghuis,MID,WAT,5000000,0,0,0.0,0.0,0.0,0,82,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,34,0,55,0,0,0,0,0,0,0,Bournemouth,Arsenal,Burnley,Man Utd,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Bernardo,DEF,MID,4300000,6,7,0.111111111111111,2.5839793281653704e-08,1.62790697674419e-06,0,881,0,2,0,0,0,0,0,1.6,85,-2,0,7,2,0.4,0,1.8,0,0,1,0,0,0.0,1009,0,0,0,0,180,433,0,0,40,West Ham,West Brom,Tottenham,Everton,Crystal Palace,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Ryan,Bertrand,DEF,SOU,5400000,2,54,4.2,7.77777777777778e-07,1e-05,0,63699,2,15,0,0,0,1,0,10.0,3895,-1,0,54,1,0.1,0,0.5,3,0,6,0,1,1.2,72906,0,415,0,1,1157,1603,0,0,237,Leicester,Swansea,West Ham,Sunderland,Arsenal,4.9,4.3,6.3,3.3,6.1,4.0,4.3,3.7,6.2,5.7,4.3,5.4,3.9,5.8,4.7,4.1,5.8
Muhamed,Besic,MID,EVE,4300000,0,0,0.0,0.0,0.0,0,1170,0,0,0,0,0,0,0,0.0,17,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.0,437,0,75,0,0,0,11,0,0,0,Crystal Palace,Stoke,Bournemouth,Middlesbrough,Sunderland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daley,Blind,DEF,MUN,5300000,0,62,4.8,9.056603773584909e-07,1.1698113207547199e-05,0,382943,2,12,0,0,0,1,0,11.7,20700,-2,0,62,2,0.6,0,3.3,10,0,5,0,2,5.0,423150,0,477,0,1,1080,2544,0,0,330,Stoke,Hull City,Leicester,Watford,Man City,6.2,6.5,4.2,6.3,5.6,7.0,6.0,5.6,6.5,6.1,4.6,5.9,4.5,5.8,6.3,5.1,6.4
Hiram,Boateng,MID,CRY,4500000,0,0,0.0,0.0,0.0,0,616,0,0,0,0,0,0,0,0.0,23,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,511,0,0,0,0,0,6,0,0,0,Everton,Bournemouth,Sunderland,Stoke,Middlesbrough,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Bojan,MID,STK,5500000,0,30,0.47619047619047605,8.65800865800866e-08,5.45454545454545e-06,0,105507,1,12,0,0,0,3,0,5.5,1256,-5,0,30,5,0.1,1,0.3,4,0,0,0,0,0.8,46260,0,360,0,0,475,104,0,0,93,Man Utd,Everton,West Brom,Crystal Palace,Tottenham,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Yannick,Bolasie,MID,EVE,5700000,0,45,0.7142857142857142,1.2531328320802e-07,7.89473684210526e-06,0,414238,3,14,0,0,0,1,0,7.9,1777,-3,0,45,3,0.0,0,0.0,3,0,3,0,4,1.9,292339,0,469,0,0,1048,76,0,0,172,Crystal Palace,Stoke,Bournemouth,Middlesbrough,Sunderland,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4
Wilfried,Bony,FWD,STK,7000000,0,29,2.9,4.14285714285714e-07,4.14285714285714e-06,0,128889,1,12,0,0,0,2,0,4.1,853,-5,0,29,5,0.0,0,0.3,3,0,3,0,0,0.6,112804,0,249,0,1,684,73,0,0,92,Man Utd,Everton,West Brom,Crystal Palace,Tottenham,0.0,2.9,2.5,3.4,2.0,2.8,2.7,2.3,2.7,2.2,3.3,3.9,3.3,3.1,2.3,2.8,2.6
Fabio,Borini,FWD,SUN,5100000,2,19,0.301587301587302,5.9134765017118e-08,3.7254901960784303e-06,0,75675,2,15,0,0,0,1,0,3.7,2185,-4,0,19,4,0.6,0,3.0,1,0,2,0,0,0.7,23160,0,280,0,0,684,1763,0,0,76,West Brom,Tottenham,Crystal Palace,Southampton,Everton,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Cameron,Borthwick-Jackson,DEF,MUN,4400000,0,0,0.0,0.0,0.0,0,2987,0,0,0,0,0,0,0,0.0,7,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,100,0,123,0,0,0,4,0,0,0,Stoke,Hull City,Leicester,Watford,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Artur,Boruc,GLK,BOU,4600000,1,62,3.3,7.173913043478259e-07,1.34782608695652e-05,0,193152,2,34,0,56,0,0,0,13.5,8917,1,0,62,-1,0.5,0,2.5,2,0,5,0,0,6.5,235749,0,281,1,2,1710,3510,0,0,345,Watford,Crystal Palace,Everton,Man City,West Brom,4.1,4.2,2.3,4.0,2.9,2.2,4.9,3.8,3.3,3.2,3.8,2.4,3.9,2.1,4.3,4.5,1.9
Sofiane,Boufal,MID,SOU,6800000,0,24,0.38095238095238104,5.6022408963585403e-08,3.52941176470588e-06,0,11877,3,10,0,0,0,1,0,3.5,457,-2,0,24,2,0.1,0,1.0,1,0,3,0,0,0.1,12509,0,0,0,0,624,23,0,0,104,Leicester,Swansea,West Ham,Sunderland,Arsenal,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Jarrod,Bowen,FWD,HUL,4500000,0,5,0.0793650793650794,1.7636684303351e-08,1.11111111111111e-06,0,4471,0,1,0,0,0,0,0,1.1,114,0,0,5,0,0.0,0,0.0,0,0,0,0,0,0.1,5190,0,0,0,0,65,92,0,0,15,Chelsea,Man Utd,Liverpool,Arsenal,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
George,Boyd,MID,BUR,5100000,6,47,2.4,4.7058823529411793e-07,9.215686274509801e-06,0,10135,2,25,0,0,0,1,0,9.2,219,-4,0,47,4,0.6,0,3.0,0,0,4,0,1,0.1,4395,0,0,0,0,1527,384,0,0,210,Arsenal,Leicester,Watford,Chelsea,Hull City,1.2,2.9,1.2,1.8,1.2,1.2,1.2,1.5,2.1,2.2,1.2,1.2,2.2,1.2,2.2,1.2,2.1
Cameron,Brannagan,MID,LIV,4200000,0,0,0.0,0.0,0.0,0,2814,0,0,0,0,0,0,0,0.0,178,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,0.1,2424,0,27,0,0,0,160,0,0,0,Swansea,Chelsea,Hull City,Tottenham,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Claudio,Bravo,GLK,MCI,5200000,0,58,3.2,6.153846153846151e-07,1.1153846153846198e-05,0,98560,0,23,0,31,0,0,0,11.2,7141,-3,0,58,3,0.5,0,2.5,3,0,4,0,0,1.6,117472,0,0,1,1,1620,407,0,0,301,Tottenham,West Ham,Swansea,Bournemouth,Man Utd,3.8,3.8,3.4,3.1,2.7,2.3,3.9,4.3,3.7,2.7,3.9,3.4,3.9,2.9,3.8,3.2,2.8
Miguel,Britos,DEF,WAT,4300000,5,34,2.0,4.65116279069767e-07,7.906976744186051e-06,0,26847,6,24,0,0,0,0,0,7.9,1371,-2,0,34,2,0.4,0,1.8,2,0,4,0,0,0.5,42039,0,205,0,1,1523,4529,0,1,235,Bournemouth,Arsenal,Burnley,Man Utd,West Ham,1.4,1.8,2.2,1.0,2.6,2.4,1.2,1.6,1.7,2.0,1.1,1.7,1.4,2.3,1.0,1.1,1.8
Leon,Britton,MID,SWA,4400000,0,20,0.317460317460317,7.21500721500721e-08,4.54545454545455e-06,0,3531,2,22,0,0,0,0,0,4.5,96,-1,0,20,1,0.2,0,1.0,0,0,2,0,0,0.1,1757,0,166,0,0,802,26,0,0,133,Liverpool,Southampton,Man City,Leicester,Chelsea,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Marcus,Browne,MID,WHU,4500000,0,0,0.0,0.0,0.0,0,52,0,0,0,0,0,0,0,0.0,6,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,98,0,0,0,0,0,18,0,0,0,Middlesbrough,Man City,Southampton,West Brom,Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyias,Browning,DEF,EVE,3900000,0,0,0.0,0.0,0.0,0,66233,0,0,0,0,0,0,0,0.0,5058,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,3.1,129392,0,22,0,0,0,6878,0,0,0,Crystal Palace,Stoke,Bournemouth,Middlesbrough,Sunderland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alex,Bruce,DEF,HUL,4000000,0,0,0.0,0.0,0.0,0,6108,0,0,0,0,0,0,0,0.0,229,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,4386,0,0,0,0,0,81,0,0,0,Chelsea,Man Utd,Liverpool,Arsenal,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris,Brunt,DEF,WBA,5000000,0,49,0.7777777777777779,1.5555555555555599e-07,9.800000000000001e-06,0,39747,3,17,0,0,0,2,0,9.8,4936,0,0,49,0,0.6,0,3.0,6,0,1,0,3,2.4,129836,0,230,0,1,1092,9415,0,0,223,Sunderland,Middlesbrough,Stoke,West Ham,Bournemouth,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.5,0.4,0.4,0.6,0.5,0.4,0.4,0.4,0.4,0.4
Reece,Burke,DEF,WHU,4000000,0,0,0.0,0.0,0.0,0,2514,0,0,0,0,0,0,0,0.0,47,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,2407,0,0,0,0,0,15,0,0,0,Middlesbrough,Man City,Southampton,West Brom,Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jack,Butland,GLK,STK,4600000,0,0,0.0,0.0,0.0,0,142600,0,0,0,0,0,0,0,0.0,938,-4,0,0,4,0.0,0,0.0,0,0,0,0,0,0.9,3435,0,341,0,0,0,73,0,0,0,Man Utd,Everton,West Brom,Crystal Palace,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sam,Byram,DEF,WHU,4200000,0,7,0.111111111111111,2.64550264550265e-08,1.66666666666667e-06,0,30648,3,6,0,0,0,0,0,1.7,175,-3,0,7,3,0.0,0,0.0,0,0,1,0,0,0.2,11874,0,39,0,0,309,372,0,0,60,Middlesbrough,Man City,Southampton,West Brom,Watford,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Willy,Caballero,GLK,MCI,4700000,0,6,0.0952380952380952,2.02634245187437e-08,1.27659574468085e-06,0,26785,0,3,0,5,0,0,0,1.3,142,-3,0,6,3,0.0,0,0.0,0,0,0,0,0,0.3,20589,0,45,0,0,270,19,0,0,39,Tottenham,West Ham,Swansea,Bournemouth,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yohan,Cabaye,MID,CRY,5600000,2,38,0.603174603174603,1.0770975056689301e-07,6.7857142857142895e-06,0,127904,5,34,0,0,0,2,0,6.8,2508,-4,0,38,4,0.6,1,3.5,4,0,0,0,0,1.2,25395,0,397,0,1,1250,1231,0,0,215,Everton,Bournemouth,Sunderland,Stoke,Middlesbrough,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Gary,Cahill,DEF,CHE,6400000,6,102,4.9,7.65625e-07,1.59375e-05,0,176857,2,15,0,0,0,2,0,15.9,13126,4,0,102,-4,0.8,0,5.0,9,0,12,0,0,13.1,435706,1,283,0,1,1883,17434,0,0,462,Hull City,Liverpool,Arsenal,Burnley,Swansea,6.9,5.9,6.9,4.3,6.2,5.9,6.7,6.1,6.8,6.5,5.7,4.6,7.3,4.8,6.4,5.7,6.2
Jonathan,Calleri,FWD,WHU,6600000,0,6,0.0952380952380952,1.4430014430014398e-08,9.09090909090909e-07,0,2840,0,2,0,0,0,0,0,0.9,47,-4,0,6,4,0.0,0,0.0,0,0,0,0,0,0.0,2608,0,0,0,0,135,43,0,0,8,Middlesbrough,Man City,Southampton,West Brom,Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Callum Wilson,FWD,BOU,6200000,1,60,3.3,5.32258064516129e-07,9.67741935483871e-06,0,347063,0,22,0,0,0,6,0,9.7,14833,-3,0,60,3,0.3,0,1.8,2,0,6,0,1,2.8,348114,0,165,0,0,1241,12583,0,0,168,Watford,Crystal Palace,Everton,Man City,West Brom,4.1,4.3,2.2,4.2,2.7,2.6,4.1,4.4,2.8,2.7,3.1,2.1,3.7,2.8,3.8,4.8,2.9
Dominic,Calvert-Lewin,FWD,EVE,4500000,0,4,0.0634920634920635,1.41093474426808e-08,8.888888888888891e-07,0,1439,0,1,0,0,0,0,0,0.9,159,0,0,4,0,0.1,0,0.5,0,0,0,0,0,0.0,1831,0,0,0,0,58,68,0,0,5,Crystal Palace,Stoke,Bournemouth,Middlesbrough,Sunderland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Geoff,Cameron,DEF,STK,4300000,0,20,0.317460317460317,7.3827980804725e-08,4.65116279069767e-06,0,22552,0,11,0,0,0,0,0,4.7,359,-2,0,20,2,0.0,0,0.0,2,0,2,0,0,0.2,14508,0,293,0,0,630,18,0,0,126,Man Utd,Everton,West Brom,Crystal Palace,Tottenham,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Fraizer,Campbell,FWD,CRY,4400000,0,12,0.19047619047619,4.32900432900433e-08,2.7272727272727298e-06,0,57790,0,3,0,0,0,1,0,2.7,3943,-1,0,12,1,0.2,0,0.8,0,0,0,0,0,1.2,72342,0,12,0,0,120,2868,0,0,47,Everton,Bournemouth,Sunderland,Stoke,Middlesbrough,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Joel,Campbell,MID,ARS,5900000,0,0,0.0,0.0,0.0,0,4949,0,0,0,0,0,0,0,0.0,16,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,401,0,175,0,0,0,15,0,0,0,Burnley,Watford,Chelsea,Hull City,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Emre,Can,MID,LIV,4800000,4,48,0.7619047619047621,1.58730158730159e-07,1e-05,0,140891,3,12,0,0,0,3,0,10.0,5931,-2,1,48,2,0.5,0,2.3,4,0,4,0,1,1.9,141836,0,399,0,0,962,6902,-1,0,207,Swansea,Chelsea,Hull City,Tottenham,Leicester,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
Etienne,Capoue,MID,WAT,4700000,3,86,4.1,8.723404255319151e-07,1.82978723404255e-05,0,1165175,2,35,0,0,0,5,0,18.3,79741,2,1,86,-2,0.5,0,2.3,14,0,4,0,1,29.9,2103092,0,347,0,3,1837,20985,-1,0,352,Bournemouth,Arsenal,Burnley,Man Utd,West Ham,3.1,2.5,5.9,3.7,4.3,4.8,2.6,3.5,6.1,4.4,2.4,4.5,3.7,3.5,3.8,3.1,4.0
Michael,Carrick,MID,MUN,4300000,1,21,0.33333333333333304,7.75193798449612e-08,4.88372093023256e-06,0,83694,0,6,0,0,0,0,0,4.9,5888,-2,0,21,2,0.3,0,1.5,0,0,3,0,0,2.0,110455,0,275,0,0,778,6394,0,0,140,Stoke,Hull City,Leicester,Watford,Man City,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Andy,Carroll,FWD,WHU,6200000,5,28,3.1,5e-07,4.51612903225806e-06,0,336697,1,8,0,0,0,3,0,4.5,11874,-3,0,28,3,0.6,0,4.0,2,0,3,0,0,2.9,162627,0,381,0,0,600,21534,0,0,100,Middlesbrough,Man City,Southampton,West Brom,Watford,0.0,3.7,2.7,3.6,2.5,2.7,2.4,4.1,3.5,2.5,3.9,2.7,3.4,2.6,3.5,3.8,2.2
Tom,Carroll,MID,SWA,4200000,0,1,0.0158730158730159,3.77928949357521e-09,2.38095238095238e-07,0,8850,0,0,0,0,0,0,0,0.2,645,-3,0,1,3,0.0,0,0.0,0,0,0,0,0,0.3,10771,0,93,0,0,1,2010,0,0,3,Liverpool,Southampton,Man City,Leicester,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cameron,Carter-Vickers,DEF,TOT,4300000,0,0,0.0,0.0,0.0,0,1729,0,0,0,0,0,0,0,0.0,32,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.0,722,0,0,0,0,0,27,0,0,0,Man City,Sunderland,Middlesbrough,Liverpool,Stoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Craig,Cathcart,DEF,WAT,4300000,0,5,0.0793650793650794,1.84569952011812e-08,1.16279069767442e-06,0,18254,2,11,0,0,0,0,0,1.2,162,-2,0,5,2,-0.1,0,-0.3,0,0,0,0,0,0.2,3893,0,335,0,0,495,52,0,0,57,Bournemouth,Arsenal,Burnley,Man Utd,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lee,Cattermole,MID,SUN,4200000,0,3,0.0476190476190476,1.1337868480725601e-08,7.142857142857141e-07,0,5815,1,3,0,0,0,0,0,0.7,100,-3,0,3,3,0.0,0,0.0,0,0,0,0,0,0.1,1910,0,246,0,0,175,135,0,0,17,West Brom,Tottenham,Crystal Palace,Southampton,Everton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Santiago,Cazorla,MID,ARS,7000000,0,38,0.603174603174603,8.61678004535147e-08,5.4285714285714306e-06,0,370001,2,5,0,0,0,2,0,5.4,742,-5,0,38,5,0.0,0,0.0,5,0,4,0,2,1.5,329898,0,259,0,0,618,45,0,0,159,Burnley,Watford,Chelsea,Hull City,Southampton,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Petr,Cech,GLK,ARS,5400000,7,72,3.4,6.2962962962963e-07,1.3333333333333301e-05,0,385214,2,22,0,57,0,0,0,13.3,9388,-1,0,72,1,1.0,0,5.5,0,0,7,0,0,15.0,275460,1,409,0,0,1890,13002,0,0,361,Burnley,Watford,Chelsea,Hull City,Southampton,4.4,4.0,3.1,4.1,3.9,3.8,3.4,3.5,3.8,4.9,3.9,3.3,3.6,2.9,2.8,3.7,3.8
,Cedric,DEF,SOU,4800000,2,43,3.1,6.45833333333333e-07,8.95833333333333e-06,0,126752,1,15,0,0,0,0,0,9.0,3470,-2,0,43,2,0.2,0,0.8,7,0,4,0,0,1.4,133079,0,320,0,0,1097,2312,0,0,259,Leicester,Swansea,West Ham,Sunderland,Arsenal,3.2,2.7,4.6,2.0,4.1,2.5,2.7,2.2,4.2,3.8,2.7,3.6,2.4,3.9,3.0,2.6,3.9
Nacer,Chadli,MID,WBA,6000000,2,64,1.01587301587302,1.69312169312169e-07,1.06666666666667e-05,0,269857,1,16,0,0,0,4,0,10.7,4148,-5,0,64,5,0.3,0,2.0,8,0,3,0,2,1.3,290804,0,173,0,2,1034,1689,0,0,191,Sunderland,Middlesbrough,Stoke,West Ham,Bournemouth,0.8,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.7,0.5,0.5,0.5
Nathaniel,Chalobah,MID,CHE,4500000,0,10,0.158730158730159,3.52733686067019e-08,2.22222222222222e-06,0,808,1,0,0,0,0,0,0,2.2,42,0,0,10,0,0.1,0,0.5,0,0,0,0,1,0.0,939,0,0,0,0,79,26,0,0,35,Hull City,Liverpool,Arsenal,Burnley,Swansea,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
,Chamberlain,MID,ARS,5800000,1,52,0.8253968253968249,1.42309797482211e-07,8.96551724137931e-06,0,145347,0,10,0,0,0,2,0,9.0,3069,-2,0,52,2,0.2,0,1.0,2,0,1,0,4,1.3,114604,0,186,0,1,812,539,0,0,232,Burnley,Watford,Chelsea,Hull City,Southampton,0.5,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.6,0.4,0.4,0.4,0.4
Calum,Chambers,DEF,MID,4500000,7,52,3.3,7.33333333333333e-07,1.15555555555556e-05,0,156396,4,19,0,0,0,1,0,11.6,5183,0,-1,52,0,1.0,0,4.3,4,0,5,0,0,5.4,233861,0,70,0,0,1440,32500,1,0,309,West Ham,West Brom,Tottenham,Everton,Crystal Palace,4.8,4.0,2.8,3.7,3.6,3.5,3.5,2.8,3.3,3.3,4.2,4.3,3.3,3.7,2.9,4.6,3.6
James,Chester,DEF,WBA,4500000,0,0,0.0,0.0,0.0,0,4505,0,0,0,0,0,0,0,0.0,19,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,117,0,85,0,0,0,12,0,0,0,Sunderland,Middlesbrough,Stoke,West Ham,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Benjamin,Chilwell,DEF,LEI,4300000,1,8,0.126984126984127,2.9531192321890003e-08,1.86046511627907e-06,0,7250,0,5,0,0,0,0,0,1.9,264,-2,0,8,2,0.5,0,2.0,0,0,1,0,0,0.2,3734,0,0,0,0,270,642,0,0,46,Southampton,Burnley,Man Utd,Swansea,Liverpool,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Pedro,Chirivella,MID,LIV,4200000,0,0,0.0,0.0,0.0,0,2887,0,0,0,0,0,0,0,0.0,239,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,0.1,2797,0,2,0,0,0,52,0,0,0,Swansea,Chelsea,Hull City,Tottenham,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Christian Benteke,FWD,CRY,7400000,2,70,3.7,5e-07,9.45945945945946e-06,0,724782,4,36,0,0,0,8,0,9.5,29066,-1,0,70,1,0.1,2,1.0,6,0,1,0,1,5.5,823096,0,315,0,1,1634,9853,0,0,209,Everton,Bournemouth,Sunderland,Stoke,Middlesbrough,4.1,3.5,4.9,3.7,3.9,3.8,4.2,4.4,2.8,3.9,3.9,4.9,3.9,5.2,4.0,5.2,3.7
Josh,Clackstone,DEF,HUL,4000000,0,0,0.0,0.0,0.0,0,4481,0,0,0,0,0,0,0,0.0,174,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,6631,0,0,0,0,0,67,0,0,0,Chelsea,Man Utd,Liverpool,Arsenal,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordy,Clasie,MID,SOU,4600000,0,21,0.33333333333333304,7.2463768115942e-08,4.56521739130435e-06,0,4078,3,11,0,0,0,0,0,4.6,97,-4,0,21,4,0.1,0,0.5,0,0,1,0,1,0.1,2203,0,183,0,0,751,67,0,0,102,Leicester,Swansea,West Ham,Sunderland,Arsenal,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Adam,Clayton,MID,MID,4300000,0,36,2.0,4.65116279069767e-07,8.372093023255811e-06,0,38409,5,15,0,0,0,0,0,8.4,4144,-2,0,36,2,0.3,0,1.3,0,0,6,0,1,1.0,57984,0,0,0,0,1364,3344,0,0,211,West Ham,West Brom,Tottenham,Everton,Crystal Palace,1.3,1.4,1.0,1.6,1.2,1.1,2.3,1.4,1.3,1.3,2.2,1.0,1.0,1.2,1.0,1.5,1.0
