FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW4Forecast,GW5Forecast,GW6Forecast,GW7Forecast,GW8Forecast,GW9Forecast,GW10Forecast,GW11Forecast,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Cheikhou,Kouyate,MID,WHU,5000000,1,1,0.111111111111111,2.2222222222222204e-08,2e-07,0,618,0,2,0,0,0,0,0,0.2,191,0,0,1,0,0.1,0,0.3,0,0,0,0,0,0.0,622,0,0,0,0,19,339,0,0,2,Huddersfield,West Brom,Tottenham,Swansea,Burnley,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.3
Tim,Krul,GLK,BHA,4000000,0,0,0.0,0.0,0.0,0,1193,0,0,0,0,0,0,0,0.0,1193,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.2,6333,0,0,0,0,0,6333,0,0,0,West Brom,Bournemouth,Newcastle,Arsenal,Everton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Grzegorz,Krychowiak,MID,WBA,5000000,0,0,0.0,0.0,0.0,0,1011,0,0,0,0,0,0,0,0.0,1011,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,6223,0,0,0,0,0,6223,0,0,0,Brighton,West Ham,Arsenal,Watford,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alexandre,Lacazette,FWD,ARS,10400000,1,9,3.0,2.8846153846153803e-07,8.653846153846149e-07,0,294459,0,5,0,0,0,1,0,0.9,135662,-1,1,9,1,0.3,0,3.0,0,0,0,0,0,13.9,116175,0,0,0,0,196,50133,-1,0,47,Bournemouth,Chelsea,West Brom,Brighton,Watford,4.5,1.5,2.5,3.6,2.1,1.5,2.0,2.1,2.7,3.3,2.2,2.5,1.5,2.6,4.2,3.8,2.3,1.5,2.9,2.2,4.2,2.9,4.5,2.7,2.9,2.4,2.4,1.5,4.5,2.9,1.5,4.5,1.5,3.4,1.5,19.3
Olayinka Fredrick Oladotun,Ladapo,FWD,CRY,4500000,0,0,0.0,0.0,0.0,0,6362,0,0,0,0,0,0,0,0.0,2961,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.3,12824,0,0,0,0,0,6053,0,0,0,Burnley,Southampton,Man City,Man Utd,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adam,Lallana,MID,LIV,7400000,0,0,0.0,0.0,0.0,0,26275,0,0,0,0,0,0,0,0.0,3450,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.4,782,0,0,0,0,0,204,0,0,0,Man City,Burnley,Leicester,Newcastle,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Erik,Lamela,MID,TOT,6400000,0,0,0.0,0.0,0.0,0,1970,0,0,0,0,0,0,0,0.0,344,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,317,0,0,0,0,0,69,0,0,0,Everton,Swansea,West Ham,Huddersfield,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Manuel,Lanzini,MID,WHU,6900000,1,1,0.111111111111111,1.61030595813205e-08,1.44927536231884e-07,0,30327,0,2,0,0,0,0,0,0.1,8353,-1,0,1,1,0.0,0,0.3,0,0,0,0,0,0.8,5222,0,0,0,0,45,1960,0,0,5,Huddersfield,West Brom,Tottenham,Swansea,Burnley,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.3
Jamaal,Lascelles,DEF,NEW,4500000,6,8,2.7,6e-07,1.77777777777778e-06,0,17732,1,3,0,0,0,0,0,1.8,5390,0,0,8,0,0.6,0,2.7,0,0,1,0,0,1.2,4327,0,0,0,0,263,1356,0,0,44,Swansea,Stoke,Brighton,Liverpool,Southampton,3.0,4.1,3.1,3.1,1.5,4.1,2.4,3.5,1.4,2.8,2.4,1.4,4.1,4.0,1.4,1.4,2.4,3.8,1.4,1.9,1.9,2.2,2.7,2.3,1.6,1.4,3.0,3.8,2.6,1.4,3.7,1.4,3.1,2.8,2.7,6.2
,Lee Chung-yong,MID,CRY,4400000,1,1,0.111111111111111,2.5252525252525296e-08,2.2727272727272702e-07,0,4146,0,1,0,0,0,0,0,0.2,2818,-1,1,1,1,0.1,0,0.3,0,0,0,0,0,0.3,9102,0,0,0,0,45,8775,-1,0,4,Burnley,Southampton,Man City,Man Utd,Chelsea,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.2
Florian,Lejeune,DEF,NEW,4400000,0,1,0.111111111111111,2.5252525252525296e-08,2.2727272727272702e-07,0,20326,0,0,0,0,0,0,0,0.2,3552,-1,0,1,1,0.1,0,0.3,0,0,0,0,0,0.3,763,0,0,0,0,33,469,0,0,4,Swansea,Stoke,Brighton,Liverpool,Southampton,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.3
Jonathan,Leko,MID,WBA,4500000,0,0,0.0,0.0,0.0,0,2028,0,0,0,0,0,0,0,0.0,879,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,532,0,0,0,0,0,73,0,0,0,Brighton,West Ham,Arsenal,Watford,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mario,Lemina,MID,SOU,5000000,3,5,0.555555555555556,1.11111111111111e-07,1e-06,0,5579,0,1,0,0,0,0,0,1.0,1452,0,0,5,0,0.3,0,1.7,0,0,1,0,0,0.2,3752,0,0,0,0,127,1558,0,0,24,Watford,Crystal Palace,Man Utd,Stoke,Newcastle,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.6,0.3,0.3,0.3,0.5,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.5,0.3,0.3,0.3,0.3,0.3,0.3,0.3,3.1
Aaron,Lennon,MID,EVE,5500000,1,1,0.111111111111111,2.02020202020202e-08,1.81818181818182e-07,0,2125,0,0,0,0,0,0,0,0.2,493,0,0,1,0,0.1,0,0.3,0,0,0,0,0,0.1,634,0,0,0,0,7,252,0,0,4,Tottenham,Man Utd,Bournemouth,Burnley,Brighton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3.3
,Lewis Cook,MID,BOU,4400000,0,0,0.0,0.0,0.0,0,11193,0,0,0,0,0,0,0,0.0,4306,-1,1,0,1,0.0,0,0.0,0,0,0,0,0,0.7,5048,0,0,0,0,0,4323,-1,0,0,Arsenal,Brighton,Everton,Leicester,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Victor,Lindelof,DEF,MUN,5100000,0,0,0.0,0.0,0.0,0,198660,0,0,0,0,0,0,0,0.0,31579,-4,1,0,4,0.0,0,0.0,0,0,0,0,0,1.7,4925,0,0,0,0,0,498,-1,0,0,Stoke,Everton,Southampton,Crystal Palace,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jesse,Lingard,MID,MUN,5900000,4,5,0.555555555555556,9.41619585687382e-08,8.474576271186441e-07,0,7998,0,0,0,0,0,0,0,0.8,1569,-1,0,5,1,0.3,0,1.7,0,0,0,0,1,0.3,2920,0,0,0,0,16,950,0,0,19,Stoke,Everton,Southampton,Crystal Palace,Liverpool,0.3,0.6,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,5.0
Jake,Livermore,MID,WBA,5000000,2,8,2.7,5.4e-07,1.6e-06,0,3256,0,1,0,0,0,0,0,1.6,1396,0,0,8,0,0.5,0,2.7,0,0,2,0,0,0.3,4325,0,0,0,0,270,1525,0,0,31,Brighton,West Ham,Arsenal,Watford,Leicester,3.1,2.7,2.2,1.4,1.8,2.4,1.4,2.6,2.1,3.2,3.3,2.8,4.1,1.4,1.4,1.9,4.1,3.2,3.1,1.8,2.8,2.9,1.8,2.6,1.4,3.0,3.9,3.4,1.4,1.7,1.5,2.1,2.5,1.4,3.4,8.9
Fernando,Llorente,FWD,TOT,7400000,0,0,0.0,0.0,0.0,0,4911,0,0,0,0,0,0,0,0.0,1343,-1,1,0,1,0.0,0,0.0,0,0,0,0,0,0.1,1402,0,0,0,0,0,1105,-1,0,0,Everton,Swansea,West Ham,Huddersfield,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hugo,Lloris,GLK,TOT,5500000,2,10,3.3,6e-07,1.81818181818182e-06,0,88914,0,3,0,5,0,0,0,1.8,39230,0,0,10,0,0.6,0,3.3,0,0,1,0,0,13.2,56101,0,0,0,0,270,7408,0,0,51,Everton,Swansea,West Ham,Huddersfield,Bournemouth,2.3,1.6,3.8,4.4,2.5,2.1,3.3,3.0,2.9,2.1,2.2,4.9,4.2,2.6,4.4,4.9,1.9,2.0,4.9,3.3,3.9,1.6,2.5,2.9,4.9,1.6,4.1,2.7,3.6,3.2,1.6,4.9,1.8,4.9,3.5,4.3
Ruben,Loftus-Cheek,MID,CRY,4500000,0,4,2.0,4.44444444444444e-07,8.888888888888891e-07,0,191389,0,4,0,0,0,0,0,0.9,90401,0,0,4,0,0.3,0,1.3,0,0,0,0,0,8.5,87857,0,0,0,0,180,14769,0,0,38,Burnley,Southampton,Man City,Man Utd,Chelsea,2.2,1.3,1.6,1.0,1.5,1.4,2.0,1.8,3.0,2.8,1.8,1.4,2.4,1.0,1.0,3.0,2.4,1.0,1.3,1.1,1.1,1.8,2.4,1.6,1.0,1.0,1.4,1.4,1.6,2.0,1.3,1.7,2.9,1.0,1.0,10.2
Jason,Lokilo,MID,CRY,4400000,0,0,0.0,0.0,0.0,0,2588,0,0,0,0,0,0,0,0.0,878,-1,1,0,1,0.0,0,0.0,0,0,0,0,0,0.1,929,0,0,0,0,0,619,-1,0,0,Burnley,Southampton,Man City,Man Utd,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joe,Lolley,MID,HUD,4400000,0,0,0.0,0.0,0.0,0,1028,0,0,0,0,0,0,0,0.0,311,-1,1,0,1,0.0,0,0.0,0,0,0,0,0,0.1,392,0,0,0,0,0,180,-1,0,0,West Ham,Leicester,Burnley,Tottenham,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kevin,Long,DEF,BUR,4000000,0,0,0.0,0.0,0.0,0,37331,0,0,0,0,0,0,0,0.0,16520,0,0,0,0,0.0,0,0.0,0,0,0,0,0,2.7,18689,0,0,0,0,0,5135,0,0,0,Crystal Palace,Liverpool,Huddersfield,Everton,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shane,Long,FWD,SOU,5800000,1,2,1.0,1.7241379310344802e-07,3.44827586206897e-07,0,14860,0,0,0,0,0,0,0,0.3,3015,-2,1,2,2,0.1,0,0.7,0,0,0,0,0,0.4,2105,0,0,0,0,36,751,-1,0,12,Watford,Crystal Palace,Man Utd,Stoke,Newcastle,0.5,0.6,0.5,0.5,0.7,0.5,0.7,0.5,0.5,1.1,0.6,0.6,1.3,1.1,0.5,0.5,0.8,0.5,0.7,0.6,0.5,0.5,0.5,0.6,1.0,1.0,0.5,0.8,1.1,0.6,0.5,0.5,0.8,0.5,0.5,4.3
Ademola,Lookman,MID,EVE,5400000,0,0,0.0,0.0,0.0,0,4265,0,0,0,0,0,0,0,0.0,1135,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,426,0,0,0,0,0,97,0,0,0,Tottenham,Man Utd,Bournemouth,Burnley,Brighton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jonas,Lossl,GLK,HUD,4600000,6,23,7.7,1.67391304347826e-06,5e-06,0,33849,0,0,0,11,0,0,0,5.1,17228,1,-1,23,-1,1.7,0,7.7,3,0,3,0,0,7.9,236305,0,0,0,1,270,103234,1,0,88,West Ham,Leicester,Burnley,Tottenham,Swansea,10.7,11.6,11.6,7.5,11.6,8.0,8.1,8.4,10.5,8.2,9.2,7.7,8.4,9.1,11.6,10.8,11.6,7.6,7.5,9.6,9.1,10.2,9.9,9.9,11.6,11.6,6.8,9.2,9.5,11.6,7.7,10.6,11.6,11.6,11.6,8.4
Dejan,Lovren,DEF,LIV,5400000,5,7,2.3,4.25925925925926e-07,1.2962962962963e-06,0,27682,1,3,0,0,0,0,0,1.3,6179,-1,1,7,1,0.4,0,2.3,0,0,1,0,0,1.6,6979,0,0,0,0,181,1687,-1,0,41,Man City,Burnley,Leicester,Newcastle,Man Utd,1.4,1.7,1.2,1.2,1.8,3.2,2.0,1.2,2.3,2.1,1.2,2.6,3.3,2.5,1.2,1.2,1.5,3.4,1.8,1.9,2.4,1.4,3.0,1.2,2.4,2.9,1.2,2.2,2.3,1.2,2.8,1.8,3.4,1.2,3.2,7.2
Chris,Lowe,DEF,HUD,4500000,6,18,6.0,1.33333333333333e-06,4e-06,0,12752,0,0,0,0,0,0,0,4.0,6673,0,0,18,0,1.3,0,6.0,0,0,3,0,0,1.3,36971,0,0,0,0,270,15749,0,0,72,West Ham,Leicester,Burnley,Tottenham,Swansea,7.9,9.0,9.0,5.8,9.0,5.5,5.5,6.5,8.2,5.6,6.4,5.3,6.5,6.3,9.0,8.1,9.0,5.2,5.1,7.1,6.9,7.3,7.0,7.7,9.0,9.0,4.6,7.2,6.7,9.0,6.0,7.6,9.0,9.0,8.6,6.7
Matthew,Lowton,DEF,BUR,4500000,2,8,2.7,6e-07,1.77777777777778e-06,0,10614,0,4,0,0,0,0,0,1.8,3846,0,0,8,0,0.6,0,2.7,0,0,0,0,1,1.1,11554,0,0,0,0,270,3440,0,0,47,Crystal Palace,Liverpool,Huddersfield,Everton,West Ham,2.6,1.7,1.4,1.6,1.5,3.4,2.0,2.9,1.4,2.2,3.1,1.6,1.4,3.3,4.1,2.0,2.4,3.3,1.6,4.1,1.4,2.2,1.4,4.1,1.4,2.5,2.8,1.4,3.8,4.1,2.7,2.3,2.3,2.1,1.9,9.7
Leiva,Lucas,MID,LIV,4500000,0,0,0.0,0.0,0.0,0,668,0,0,0,0,0,0,0,0.0,114,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,82,0,0,0,0,0,21,0,0,0,Man City,Burnley,Leicester,Newcastle,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Romelu,Lukaku,FWD,MUN,11700000,0,19,6.3,5.384615384615379e-07,1.62393162393162e-06,0,115416,0,0,0,0,0,3,0,1.6,83030,2,0,19,-2,0.5,1,6.3,3,0,3,0,0,58.1,514583,0,0,0,1,270,99421,0,0,80,Stoke,Everton,Southampton,Crystal Palace,Liverpool,6.0,9.4,6.6,8.4,5.5,7.1,6.6,6.8,9.4,7.8,9.1,7.1,7.1,8.9,7.8,6.2,7.1,6.9,6.2,9.4,9.4,9.4,5.5,6.5,7.0,8.4,8.8,8.1,5.0,9.1,6.2,8.0,9.4,9.2,5.8,40.0
Niki,Maenpaa,GLK,BHA,4000000,0,0,0.0,0.0,0.0,0,10726,0,0,0,0,0,0,0,0.0,3926,0,0,0,0,0.0,0,0.0,0,0,0,0,0,1.2,3200,0,0,0,0,0,1057,0,0,0,West Brom,Bournemouth,Newcastle,Arsenal,Everton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Harry,Maguire,DEF,LEI,5100000,1,19,6.3,1.2352941176470601e-06,3.7254901960784303e-06,0,65975,0,6,0,0,0,1,0,3.7,27334,1,0,19,-1,1.2,0,6.3,3,0,1,0,1,6.6,237085,0,0,0,1,270,64725,0,0,77,Chelsea,Huddersfield,Liverpool,Bournemouth,West Brom,9.3,4.3,9.4,3.4,9.3,7.1,9.4,3.2,8.7,3.3,8.7,8.2,3.2,3.4,9.4,8.5,5.8,3.2,9.1,3.2,8.9,3.2,7.6,4.4,9.4,9.4,4.6,9.4,4.6,9.4,5.5,9.4,3.8,9.4,6.4,18.6
Riyad,Mahrez,MID,LEI,8500000,2,18,6.0,7.058823529411759e-07,2.11764705882353e-06,0,64997,0,6,0,0,0,0,0,2.1,32865,0,0,18,0,0.7,0,6.0,2,0,1,0,3,5.1,119375,0,0,0,1,270,30323,0,0,57,Chelsea,Huddersfield,Liverpool,Bournemouth,West Brom,9.0,3.1,9.0,3.2,7.6,7.6,9.0,3.0,7.8,3.4,6.6,7.9,3.0,3.0,9.0,6.7,3.9,3.0,7.7,3.2,6.9,3.0,8.1,3.7,9.0,9.0,3.1,9.0,4.1,9.0,5.3,8.8,3.6,9.0,4.3,23.4
Scott,Malone,DEF,HUD,4400000,0,0,0.0,0.0,0.0,0,3532,0,0,0,0,0,0,0,0.0,862,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,431,0,0,0,0,0,122,0,0,0,West Ham,Leicester,Burnley,Tottenham,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sadio,Mane,MID,LIV,9600000,8,22,7.3,7.60416666666667e-07,2.29166666666667e-06,0,121759,1,3,0,0,0,3,0,2.3,44504,1,-1,22,-1,0.8,0,7.3,0,0,2,0,0,30.7,426461,0,0,0,0,253,204999,1,0,83,Man City,Burnley,Leicester,Newcastle,Man Utd,8.1,9.6,5.2,5.8,8.2,8.9,9.4,7.0,10.7,11.0,5.3,8.3,11.0,9.3,6.7,5.7,9.2,11.0,10.1,9.6,11.0,7.3,8.1,6.6,11.0,11.0,4.4,8.5,7.3,5.3,11.0,7.2,11.0,7.2,10.3,36.6
Eliaquim,Mangala,DEF,MCI,5000000,0,0,0.0,0.0,0.0,0,1093,0,0,0,0,0,0,0,0.0,538,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,992,0,0,0,0,0,303,0,0,0,Liverpool,Watford,Crystal Palace,Chelsea,Stoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Javier,Manquillo,DEF,NEW,4500000,6,9,3.0,6.66666666666667e-07,2e-06,0,15099,0,3,0,0,0,0,0,2.0,4537,0,0,9,0,0.7,0,3.0,0,0,1,0,0,1.1,7474,0,0,0,0,270,2909,0,0,46,Swansea,Stoke,Brighton,Liverpool,Southampton,3.5,4.5,3.4,3.6,1.7,4.5,2.8,4.0,1.5,3.3,2.8,1.6,4.5,4.5,1.5,1.7,2.8,4.2,1.5,2.3,2.2,2.6,3.0,2.7,2.0,1.5,3.5,4.2,3.0,1.5,4.3,1.5,3.6,3.3,3.2,10.0
Solomon,March,MID,BHA,5000000,3,7,2.3,4.6e-07,1.4e-06,0,2399,0,4,0,0,0,0,0,1.4,843,0,0,7,0,0.5,0,2.3,0,0,1,0,0,0.1,1208,0,0,0,0,256,581,0,0,40,West Brom,Bournemouth,Newcastle,Arsenal,Everton,1.2,2.7,2.6,1.7,3.4,2.5,1.4,3.4,3.1,1.2,2.2,1.6,2.0,2.5,1.2,1.2,2.1,2.0,2.5,2.0,1.6,1.8,2.1,1.5,1.3,2.6,2.2,2.3,3.1,1.2,2.8,1.2,2.9,1.2,1.2,14.1
Adrian,Mariappa,DEF,WAT,4000000,0,0,0.0,0.0,0.0,0,42383,0,0,0,0,0,0,0,0.0,15065,0,0,0,0,0.0,0,0.0,0,0,0,0,0,3.2,13579,0,0,0,0,0,2883,0,0,0,Southampton,Man City,Swansea,West Brom,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dean,Marney,MID,BUR,4500000,0,0,0.0,0.0,0.0,0,453,0,0,0,0,0,0,0,0.0,97,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,137,0,0,0,0,0,43,0,0,0,Crystal Palace,Liverpool,Huddersfield,Everton,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anthony,Martial,MID,MUN,8000000,3,19,2.1111111111111103,2.63888888888889e-07,2.375e-06,0,29269,0,0,0,0,0,2,0,2.4,12923,0,0,19,0,0.8,0,6.3,1,0,1,0,1,2.3,53694,0,0,0,0,100,12374,0,0,66,Stoke,Everton,Southampton,Crystal Palace,Liverpool,1.1,3.2,1.4,2.2,1.1,1.6,1.1,1.6,2.6,1.4,1.9,1.3,1.1,2.5,1.5,1.1,1.2,1.5,1.7,3.0,2.4,2.0,1.1,1.5,1.6,2.2,1.7,1.9,1.3,1.8,1.1,2.2,2.6,1.9,1.1,25.8
Cuco,Martina,DEF,EVE,4400000,0,0,0.0,0.0,0.0,0,13257,1,0,0,0,0,0,0,0.0,3994,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.4,1407,0,0,0,0,45,351,0,0,4,Tottenham,Man Utd,Bournemouth,Burnley,Brighton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9
Damian Emiliano,Martinez,GLK,ARS,4000000,0,0,0.0,0.0,0.0,0,12281,0,0,0,0,0,0,0,0.0,3023,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.9,315,0,0,0,0,0,103,0,0,0,Bournemouth,Chelsea,West Brom,Brighton,Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
