FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
Nathaniel,Clyne,DEF,LIV,5800000,2,89,3.2,5.51724137931035e-07,1.53448275862069e-05,0,511736,0,35,0,0,0,0,0,15.3,7176,3,0,89,-3,0.3,0,2.0,9,0,7,0,2,9.6,467554,0,387,0,1,2520,6583,0,0,540,Everton,Bournemouth,Stoke,West Brom,Crystal Palace,3.5,4.3,3.0,3.0,4.1,2.3,4.3,3.7,3.8
Seamus,Coleman,DEF,EVE,5900000,6,133,5.1,8.644067796610171e-07,2.2542372881355898e-05,0,693247,3,28,0,0,0,4,0,21.8,430806,4,2,133,-4,0.7,0,4.3,15,0,10,0,4,9.8,939748,0,327,0,4,2316,13104,-2,0,548,Liverpool,Man Utd,Leicester,Burnley,West Ham,0.0,0.0,0.0,0.0,0.0,7.2,5.4,6.9,5.8
James,Collins,DEF,WHU,4200000,0,32,0.36781609195402293,8.75752599890531e-08,7.61904761904762e-06,0,363532,1,17,0,0,0,1,0,7.6,1908,-3,0,32,3,0.0,0,0.0,3,0,2,0,0,3.6,347071,0,217,0,1,845,571,0,0,185,Hull City,Arsenal,Swansea,Sunderland,Everton,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Lewis,Cook,MID,BOU,4200000,0,2,0.0229885057471264,5.473453749315821e-09,4.76190476190476e-07,0,34253,0,3,0,0,0,0,0,0.5,744,-3,0,2,3,0.0,0,0.0,0,0,0,0,0,0.8,25546,0,0,0,0,80,509,0,0,10,Southampton,Liverpool,Chelsea,Tottenham,Middlesbrough,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Steve,Cook,DEF,BOU,4800000,7,83,2.9,6.04166666666667e-07,1.72916666666667e-05,0,131650,5,54,0,0,0,2,0,17.3,2582,-2,0,83,2,0.6,0,3.0,13,0,7,0,0,2.5,196935,1,443,0,1,2610,3103,0,0,583,Southampton,Liverpool,Chelsea,Tottenham,Middlesbrough,2.6,3.0,3.3,2.0,3.3,2.0,3.7,3.4,1.6
Francis,Coquelin,MID,ARS,4300000,0,42,0.482758620689655,1.1226944667201299e-07,9.76744186046512e-06,0,168573,4,24,0,0,0,0,0,9.8,2590,-2,0,42,2,0.0,0,0.0,1,0,4,0,1,2.0,146459,0,246,0,0,1478,527,0,0,253,Man City,West Ham,Crystal Palace,Middlesbrough,Leicester,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Jack,Cork,MID,SWA,4600000,1,41,1.6,3.4782608695652196e-07,8.91304347826087e-06,0,4471,7,47,0,0,0,0,0,8.9,47,-4,0,41,4,0.3,0,1.3,0,0,2,0,1,0.1,1866,2,376,0,0,1956,48,0,0,299,Middlesbrough,Tottenham,West Ham,Watford,Stoke,1.2,0.9,0.8,1.0,1.1,0.8,1.1,1.1,1.0
,Costa,FWD,CHE,10700000,1,155,6.0,5.60747663551402e-07,1.44859813084112e-05,0,2444463,6,21,0,0,0,17,0,14.5,104394,12,0,155,-12,0.5,1,5.0,22,0,11,0,7,38.2,3592509,0,533,0,3,2302,54176,0,0,559,Crystal Palace,Man City,Bournemouth,Man Utd,Southampton,0.0,8.2,7.0,6.8,8.8,5.8,8.5,6.7,8.8
Thibaut,Courtois,GLK,CHE,5900000,2,112,4.0,6.77966101694915e-07,1.8983050847457603e-05,0,344369,1,21,0,52,0,0,0,19.0,19069,4,0,112,-4,0.3,0,2.0,0,0,13,0,0,15.3,483909,0,230,0,1,2520,5720,0,0,484,Crystal Palace,Man City,Bournemouth,Man Utd,Southampton,0.0,4.6,4.4,3.5,5.6,3.1,5.0,4.3,4.8
Philippe,Coutinho,MID,LIV,8200000,2,100,1.14942528735632,1.4017381553125902e-07,1.2195121951219501e-05,0,2366695,2,23,0,0,0,6,0,12.2,24326,2,1,100,-2,0.2,0,1.7,11,0,4,0,6,17.7,2224367,0,459,0,2,1586,12525,-1,0,383,Everton,Bournemouth,Stoke,West Brom,Crystal Palace,0.7,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.7
Aaron,Cresswell,DEF,WHU,5200000,1,45,2.3,4.4230769230769206e-07,8.65384615384615e-06,0,30163,2,29,0,0,0,0,0,8.7,963,-3,0,45,3,0.2,0,1.0,1,0,4,0,1,0.5,33979,0,514,0,0,1721,525,0,1,266,Hull City,Arsenal,Swansea,Sunderland,Everton,1.8,2.2,2.1,1.5,2.0,2.0,2.4,2.9,1.3
Peter,Crouch,FWD,STK,4700000,1,60,3.0,6.382978723404259e-07,1.27659574468085e-05,0,260982,0,19,0,0,0,4,0,12.5,20585,-3,1,60,3,0.4,0,2.0,6,0,3,0,3,4.6,407480,0,47,0,2,1021,4862,-1,0,187,Leicester,Burnley,Liverpool,Hull City,Swansea,2.7,2.2,3.8,4.2,3.0,3.5,2.5,3.2,2.5
Juan,Cuadrado,MID,CHE,6900000,0,0,0.0,0.0,0.0,0,53955,0,0,0,0,0,0,0,0.0,49,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.6,757,0,8,0,0,0,3,0,0,0,Crystal Palace,Man City,Bournemouth,Man Utd,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh,Cullen,MID,WHU,4400000,0,0,0.0,0.0,0.0,0,4685,0,0,0,0,0,0,0,0.0,22,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,1079,0,0,0,0,0,17,0,0,0,Hull City,Arsenal,Swansea,Sunderland,Everton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charlie,Daniels,DEF,BOU,5100000,6,101,4.0,7.843137254901959e-07,1.9803921568627498e-05,0,555604,1,40,0,0,0,3,0,19.8,8495,1,0,101,-1,0.6,0,3.0,12,0,7,0,3,8.7,724221,0,491,0,4,2250,16246,0,0,524,Southampton,Liverpool,Chelsea,Tottenham,Middlesbrough,4.3,4.6,5.1,3.3,5.1,3.4,5.6,5.3,2.8
Scott,Dann,DEF,CRY,5200000,1,60,2.7,5.19230769230769e-07,1.15384615384615e-05,0,290803,2,36,0,0,0,3,0,11.5,1622,-3,0,60,3,0.2,0,1.0,4,0,2,0,1,2.5,109839,0,480,0,2,1738,232,0,0,305,Chelsea,Southampton,Arsenal,Leicester,Liverpool,2.3,2.7,3.2,2.4,5.9,2.8,2.5,3.0,2.1
Tendayi,Darikwa,DEF,BUR,4200000,0,0,0.0,0.0,0.0,0,2196,0,0,0,0,0,0,0,0.0,31,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,0.1,1022,0,0,0,0,0,31,0,0,0,Tottenham,Stoke,Middlesbrough,Everton,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matteo,Darmian,DEF,MUN,5000000,1,36,0.413793103448276,8.27586206896552e-08,7.2000000000000005e-06,0,84190,2,5,0,0,0,0,0,7.2,221,-5,0,36,5,0.1,0,0.5,3,0,4,0,0,0.6,34047,0,257,0,0,763,114,0,0,172,West Brom,Everton,Sunderland,Chelsea,Burnley,0.2,0.2,0.2,0.2,0.4,0.2,0.2,0.2,0.2
,David Luiz,DEF,CHE,6300000,7,102,4.3,6.82539682539682e-07,1.61904761904762e-05,0,138389,5,17,0,0,0,1,0,16.2,2556,3,0,102,-3,0.7,0,4.5,6,0,12,0,1,5.4,299191,0,0,0,1,2160,15944,0,0,498,Crystal Palace,Man City,Bournemouth,Man Utd,Southampton,5.9,5.1,4.9,3.9,6.2,3.5,5.6,4.8,5.3
Ben,Davies,DEF,TOT,4800000,2,34,0.390804597701149,8.14176245210728e-08,7.08333333333333e-06,0,20042,1,8,0,0,0,0,0,7.2,1297,-2,-1,34,2,0.7,0,3.5,1,0,3,0,1,1.8,85543,0,192,0,0,851,33254,1,0,182,Burnley,Swansea,Watford,Bournemouth,Crystal Palace,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Curtis,Davies,DEF,HUL,4900000,2,38,1.7,3.46938775510204e-07,7.755102040816329e-06,0,109577,3,47,0,0,0,0,0,7.8,227,-1,0,38,1,0.1,0,0.7,3,0,1,0,2,1.4,99617,1,0,0,1,2004,107,0,0,350,West Ham,Middlesbrough,Man City,Stoke,Watford,1.9,1.5,1.0,1.1,1.4,1.1,1.4,1.3,1.6
Tom,Davies,MID,EVE,4400000,6,43,0.49425287356321795,1.12330198537095e-07,9.772727272727271e-06,0,62071,2,5,0,0,0,1,0,9.8,4820,-1,0,43,1,0.8,0,3.7,0,0,7,0,3,2.6,173448,0,0,0,0,869,7033,0,0,153,Liverpool,Man Utd,Leicester,Burnley,West Ham,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Steven,Davis,MID,SOU,5100000,2,52,2.4,4.7058823529411793e-07,1.0196078431372501e-05,0,40104,2,26,0,0,0,0,0,10.2,99,-4,0,52,4,0.4,0,2.0,0,0,6,0,2,0.4,6242,0,535,0,0,1820,147,0,0,314,Bournemouth,Crystal Palace,West Brom,Man City,Chelsea,2.1,1.9,1.2,1.5,1.2,2.8,1.2,1.6,2.1
Craig,Dawson,DEF,WBA,4800000,17,79,2.8,5.83333333333333e-07,1.64583333333333e-05,0,79778,9,37,0,0,0,3,0,16.5,1092,-2,0,79,2,1.3,0,6.0,6,0,5,0,0,1.8,48012,0,433,0,1,2466,19385,0,0,389,Man Utd,Watford,Southampton,Liverpool,Leicester,1.9,1.9,3.5,3.9,0.0,2.8,1.6,3.1,2.2
Michael,Dawson,DEF,HUL,4200000,0,43,2.9,6.9047619047619e-07,1.0238095238095199e-05,0,50509,3,27,0,0,0,3,0,10.2,1187,-3,0,43,3,0.0,0,0.0,4,0,1,0,0,0.4,60412,1,0,0,2,1350,476,0,0,251,West Ham,Middlesbrough,Man City,Stoke,Watford,0.0,3.3,2.4,2.5,3.1,2.6,3.1,2.9,3.5
Kevin,De Bruyne,MID,MCI,10400000,8,134,5.0,4.807692307692311e-07,1.2884615384615401e-05,0,1202077,4,26,0,0,0,4,0,12.9,11518,-1,0,134,1,0.4,1,4.0,24,0,7,0,13,6.8,1151530,0,546,0,3,2088,5398,0,0,545,Arsenal,Chelsea,Hull City,Southampton,Man Utd,4.0,4.1,7.1,4.7,5.2,5.6,5.3,6.9,6.1
David,de Gea,GLK,MUN,5400000,2,98,3.6,6.66666666666667e-07,1.8148148148148103e-05,0,858689,2,23,0,55,0,0,0,18.1,8538,-1,0,98,1,0.4,0,2.0,2,0,10,0,0,33.9,442405,0,368,0,1,2430,24616,0,0,427,West Brom,Everton,Sunderland,Chelsea,Burnley,4.7,3.8,3.3,4.1,6.7,4.0,4.4,3.2,4.4
Ritchie,de Laet,DEF,LEI,4400000,0,0,0.0,0.0,0.0,0,5965,0,0,0,0,0,0,0,0.0,11,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,286,0,129,0,0,0,6,0,0,0,Stoke,Sunderland,Everton,Crystal Palace,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carlos,De Pena,MID,MID,4200000,0,0,0.0,0.0,0.0,0,14967,0,0,0,0,0,0,0,0.0,217,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,0.2,15520,0,0,0,0,0,18,0,0,0,Swansea,Hull City,Burnley,Arsenal,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marten,de Roon,MID,MID,4400000,5,63,2.5,5.68181818181818e-07,1.43181818181818e-05,0,105927,6,29,0,0,0,2,0,14.3,3371,-1,0,63,1,0.7,0,3.0,2,0,6,0,1,1.6,161837,0,0,0,1,2118,3013,0,0,295,Swansea,Hull City,Burnley,Arsenal,Bournemouth,1.7,2.0,2.9,1.6,4.3,1.6,1.2,2.1,1.2
Julien,de Sart,MID,MID,4300000,0,0,0.0,0.0,0.0,0,3415,0,0,0,0,0,0,0,0.0,16,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.0,2411,0,0,0,0,0,0,0,0,0,Swansea,Hull City,Burnley,Arsenal,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mathieu,Debuchy,DEF,ARS,4600000,0,1,0.0114942528735632,2.49875062468766e-09,2.1739130434782601e-07,0,10516,0,0,0,0,0,0,0,0.2,36,-4,0,1,4,0.0,0,0.0,0,0,0,0,0,0.2,1992,0,11,0,0,15,8,0,0,2,Man City,West Ham,Crystal Palace,Middlesbrough,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Troy,Deeney,FWD,WAT,6900000,0,108,3.9,5.65217391304348e-07,1.56521739130435e-05,0,591157,6,47,0,0,0,9,0,15.7,15724,-1,-1,108,1,0.4,0,2.5,16,0,4,0,3,7.5,709407,1,629,0,1,2416,50274,1,0,388,Sunderland,West Brom,Tottenham,Swansea,Hull City,5.4,4.9,3.0,5.4,4.3,5.5,3.9,2.9,4.6
Jermain,Defoe,FWD,SUN,7800000,2,144,5.1,6.538461538461541e-07,1.8461538461538502e-05,0,1482782,1,49,0,0,0,14,0,18.5,40659,8,-1,144,-8,0.3,0,2.0,24,0,5,0,3,24.0,2182261,0,595,0,6,2512,51481,1,0,475,Watford,Leicester,Man Utd,West Ham,Middlesbrough,5.6,5.8,6.1,7.1,5.4,7.3,5.9,7.3,4.4
Steven,Defour,MID,BUR,5600000,0,51,0.586206896551724,1.0467980295566501e-07,9.107142857142861e-06,0,31089,1,13,0,0,0,1,0,9.1,43,-4,0,51,4,0.0,0,0.0,6,0,5,0,3,0.2,30738,0,0,0,0,986,25,0,0,231,Tottenham,Stoke,Middlesbrough,Everton,Man Utd,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Damien,Delaney,DEF,CRY,4800000,1,46,2.1,4.375e-07,9.58333333333333e-06,0,37402,7,32,0,0,0,0,0,9.6,326,-2,0,46,2,0.1,0,0.5,3,0,3,0,2,0.5,14465,0,366,0,1,1795,45,0,0,297,Chelsea,Southampton,Arsenal,Leicester,Liverpool,1.5,1.8,2.2,1.6,4.1,1.9,1.7,2.1,1.4
Fabian,Delph,MID,MCI,4700000,0,5,0.0574712643678161,1.2227928588897e-08,1.0638297872340401e-06,0,6816,0,1,0,0,0,0,0,1.1,17,-3,0,5,3,0.1,0,0.3,0,0,0,0,0,0.1,1645,0,156,0,0,44,10,0,0,16,Arsenal,Chelsea,Hull City,Southampton,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mousa,Dembele,MID,TOT,5400000,6,54,0.6206896551724139,1.1494252873563199e-07,1e-05,0,26939,5,15,0,0,0,0,0,10.0,531,-1,0,54,1,0.7,0,4.0,5,0,9,0,2,0.5,33540,0,473,0,0,1552,2256,0,0,330,Burnley,Swansea,Watford,Bournemouth,Crystal Palace,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Jason,Denayer,DEF,SUN,4700000,6,42,0.482758620689655,1.0271460014673501e-07,8.936170212765961e-06,0,4166,2,20,0,0,0,0,0,8.9,40,-3,0,42,3,0.6,0,3.0,2,0,5,0,0,0.1,2279,1,0,0,0,1319,121,0,0,230,Watford,Leicester,Man Utd,West Ham,Middlesbrough,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Memphis,Depay,MID,MUN,7100000,0,3,0.8,1.12676056338028e-07,4.2253521126760605e-07,0,7788,1,1,0,0,0,0,0,0.4,47,-4,0,3,4,0.0,0,0.0,0,0,0,0,0,0.2,1059,0,259,0,0,24,15,0,0,6,West Brom,Everton,Sunderland,Chelsea,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gerard,Deulofeu,MID,EVE,5900000,0,13,1.2,2.03389830508475e-07,2.20338983050847e-06,0,132970,1,6,0,0,0,0,0,2.2,163,-6,0,13,6,0.0,0,0.0,0,0,0,0,0,0.8,19116,0,283,0,0,460,35,0,0,53,Liverpool,Man Utd,Leicester,Burnley,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mohamed,Diame,MID,HUL,5500000,0,0,0.0,0.0,0.0,0,834,0,0,0,0,0,0,0,0.0,9,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,266,0,0,0,0,0,10,0,0,0,West Ham,Middlesbrough,Man City,Stoke,Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eric,Dier,MID,TOT,5000000,1,55,2.1,4.2e-07,1.1e-05,0,400510,5,19,0,0,0,0,0,11.0,1097,-5,0,55,5,0.3,0,1.5,0,0,11,0,0,4.3,37788,0,526,0,0,2161,632,0,0,314,Burnley,Swansea,Watford,Bournemouth,Crystal Palace,1.0,1.0,2.3,1.8,1.0,1.4,1.0,1.6,1.3
Adama,Diomande,FWD,HUL,4500000,1,42,1.9,4.2222222222222205e-07,9.33333333333333e-06,0,492354,1,29,0,0,0,2,0,9.3,5671,0,0,42,0,0.2,0,0.7,2,0,2,0,0,4.1,532388,0,0,0,0,1171,1152,0,0,127,West Ham,Middlesbrough,Man City,Stoke,Watford,1.8,1.7,1.2,1.0,1.9,1.1,2.0,1.1,1.8
Mame Biram,Diouf,FWD,STK,5700000,1,34,1.7,2.98245614035088e-07,5.96491228070175e-06,0,35199,3,22,0,0,0,0,0,6.0,149,-3,0,34,3,0.2,0,1.3,0,0,4,0,2,0.3,18140,0,245,0,0,1059,132,0,0,124,Leicester,Burnley,Liverpool,Hull City,Swansea,1.1,0.8,1.7,1.9,1.2,1.5,1.0,1.4,1.0
Brice,Dja Djedje,DEF,WAT,4400000,0,0,0.0,0.0,0.0,0,1171,0,0,0,0,0,0,0,0.0,1,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,107,0,0,0,0,0,1,0,0,0,Sunderland,West Brom,Tottenham,Swansea,Hull City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Papy,Djilobodji,DEF,SUN,4300000,0,24,1.3,3.0232558139534897e-07,5.58139534883721e-06,0,16675,4,35,0,0,0,0,0,5.6,119,-2,0,24,2,0.0,0,0.0,0,0,2,0,0,0.2,12133,0,0,0,0,1577,43,0,1,281,Watford,Leicester,Man Utd,West Ham,Middlesbrough,0.6,0.6,0.6,1.2,0.6,1.2,0.6,0.9,0.6
Abdoulaye,Doucoure,MID,WAT,4600000,1,18,0.206896551724138,4.497751124437781e-08,3.91304347826087e-06,0,1058,2,12,0,0,0,1,0,3.9,21,-4,0,18,4,0.8,0,3.5,0,0,1,0,0,0.0,506,0,0,0,0,502,78,0,0,88,Sunderland,West Brom,Tottenham,Swansea,Hull City,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Stewart,Downing,MID,MID,4900000,2,52,0.5977011494252871,1.21979826413324e-07,1.0612244897959199e-05,0,53345,1,19,0,0,0,1,0,10.6,142,-6,0,52,6,0.2,0,1.0,3,0,4,0,2,0.3,18347,0,0,0,0,1345,115,0,0,242,Swansea,Hull City,Burnley,Arsenal,Bournemouth,0.3,0.3,0.3,0.3,0.6,0.3,0.3,0.3,0.3
Luke,Dreher,MID,CRY,4400000,0,0,0.0,0.0,0.0,0,205,0,0,0,0,0,0,0,0.0,14,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,283,0,0,0,0,0,21,0,0,0,Chelsea,Southampton,Arsenal,Leicester,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daniel,Drinkwater,MID,LEI,5300000,1,53,2.4,4.52830188679245e-07,1e-05,0,322468,5,38,0,0,0,1,0,10.0,1310,-2,0,53,2,0.2,0,1.0,3,0,4,0,1,3.8,83475,0,592,0,0,1923,1582,0,0,305,Stoke,Sunderland,Everton,Crystal Palace,Arsenal,2.2,2.8,1.2,1.4,1.2,1.2,2.8,1.2,2.2
Nathan,Dyer,MID,SWA,4700000,0,12,0.137931034482759,2.93470286133529e-08,2.5531914893617e-06,0,7730,0,11,0,0,0,0,0,2.6,29,-3,0,12,3,0.0,0,0.0,0,0,0,0,1,0.1,1813,0,64,0,0,214,4,0,0,47,Middlesbrough,Tottenham,West Ham,Watford,Stoke,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1
Thomas,Edwards,DEF,STK,4000000,0,0,0.0,0.0,0.0,0,175,0,0,0,0,0,0,0,0.0,24,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,476,0,0,0,0,0,32,0,0,0,Leicester,Burnley,Liverpool,Hull City,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oviemuno,Ejaria,MID,LIV,4400000,0,2,0.0229885057471264,5.22466039707419e-09,4.54545454545455e-07,0,254,0,0,0,0,0,0,0,0.5,7,-1,0,2,1,0.0,0,0.0,0,0,0,0,0,0.0,250,0,0,0,0,8,6,0,0,6,Everton,Bournemouth,Stoke,West Brom,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Omar,Elabdellaoui,DEF,HUL,4500000,0,14,0.160919540229885,3.57598978288633e-08,3.11111111111111e-06,0,367,0,9,0,0,0,0,0,3.1,52,0,0,14,0,0.2,0,0.7,0,0,1,0,0,0.0,1409,0,0,0,0,525,38,0,0,99,West Ham,Middlesbrough,Man City,Stoke,Watford,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Andrew,Eleftheriou,DEF,WAT,4000000,0,0,0.0,0.0,0.0,0,625,0,0,0,0,0,0,0,0.0,24,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,1019,0,0,0,0,0,21,0,0,0,Sunderland,West Brom,Tottenham,Swansea,Hull City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ahmed,Elmohamady,MID,HUL,4600000,1,47,2.0,4.3478260869565203e-07,1.0217391304347801e-05,0,22232,2,50,0,0,0,0,0,10.2,134,-4,0,47,4,0.5,0,2.3,1,0,1,0,2,0.2,8255,0,0,0,0,1874,129,0,1,327,West Ham,Middlesbrough,Man City,Stoke,Watford,1.1,1.8,1.0,1.0,2.1,1.0,2.2,1.1,1.5
Mohamed,Elneny,MID,ARS,4500000,0,22,0.252873563218391,5.61941251596424e-08,4.88888888888889e-06,0,32496,1,8,0,0,0,0,0,4.9,88,-5,0,22,5,0.0,0,0.0,0,0,2,0,1,0.4,10320,0,134,0,0,556,73,0,0,117,Man City,West Ham,Crystal Palace,Middlesbrough,Leicester,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Elliot,Embleton,MID,SUN,4400000,0,0,0.0,0.0,0.0,0,174,0,0,0,0,0,0,0,0.0,25,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,315,0,0,0,0,0,36,0,0,0,Watford,Leicester,Man Utd,West Ham,Middlesbrough,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marvin,Emnes,FWD,SWA,4400000,0,0,0.0,0.0,0.0,0,25331,0,0,0,0,0,0,0,0.0,113,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.3,15302,0,4,0,0,0,27,0,0,0,Middlesbrough,Tottenham,West Ham,Watford,Stoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christian,Eriksen,MID,TOT,8700000,9,153,5.7,6.55172413793104e-07,1.75862068965517e-05,0,908742,0,20,0,0,0,6,0,17.8,7089,2,-1,153,-2,0.6,0,5.5,19,0,11,0,13,15.3,1095926,0,738,0,4,2353,65758,1,0,556,Burnley,Swansea,Watford,Bournemouth,Crystal Palace,5.2,5.4,8.6,7.6,5.4,6.5,4.1,7.2,5.9
,Ethan Robson,MID,SUN,4500000,0,0,0.0,0.0,0.0,0,106,0,0,0,0,0,0,0,0.0,3,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,126,0,0,0,0,0,4,0,0,0,Watford,Leicester,Man Utd,West Ham,Middlesbrough,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Evandro,MID,HUL,4900000,0,10,0.11494252873563199,2.34576589256392e-08,2.04081632653061e-06,0,619,0,3,0,0,0,0,0,2.0,22,-1,1,10,1,0.0,0,0.0,0,0,2,0,0,0.0,748,0,0,0,0,268,2,-1,0,53,West Ham,Middlesbrough,Man City,Stoke,Watford,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Jonny,Evans,DEF,WBA,4400000,2,53,2.4,5.454545454545451e-07,1.2045454545454499e-05,0,366050,6,28,0,0,0,1,0,12.0,2168,-1,0,53,1,0.3,0,1.3,3,0,3,0,1,4.4,241213,0,343,0,1,1867,1289,0,0,335,Man Utd,Watford,Southampton,Liverpool,Leicester,1.4,1.4,2.9,3.2,0.0,2.2,1.2,2.5,1.7
Lukasz,Fabianski,GLK,SWA,4800000,2,75,2.6,5.41666666666667e-07,1.5625e-05,0,152384,1,63,0,86,0,0,0,15.6,1656,-2,0,75,2,0.4,0,1.7,5,0,4,0,0,3.5,152045,0,366,1,0,2610,2113,0,0,473,Middlesbrough,Tottenham,West Ham,Watford,Stoke,2.7,2.9,2.9,1.8,3.0,1.8,2.5,1.8,3.1
,Fabio,DEF,MID,4400000,1,50,0.574712643678161,1.3061650992685498e-07,1.13636363636364e-05,0,20817,4,18,0,0,0,0,0,11.4,1207,-1,0,50,1,0.2,0,1.0,8,0,5,0,0,0.7,48743,0,0,0,0,1335,3016,0,0,278,Swansea,Hull City,Burnley,Arsenal,Bournemouth,0.3,0.3,0.3,0.3,0.6,0.3,0.3,0.3,0.3
Cesc,Fabregas,MID,CHE,6900000,0,71,0.816091954022988,1.18274196235216e-07,1.02898550724638e-05,0,266620,6,9,0,0,0,3,0,10.3,3502,-6,0,71,6,0.3,0,2.0,8,0,2,0,9,1.9,92881,0,617,0,2,759,1593,0,0,308,Crystal Palace,Man City,Bournemouth,Man Utd,Southampton,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5
Adam,Federici,GLK,BOU,4400000,0,8,0.0919540229885057,2.08986415882968e-08,1.81818181818182e-06,0,3986,1,3,0,5,0,0,0,1.8,94,-1,0,8,1,0.0,0,0.0,1,0,1,0,0,0.1,2108,0,31,0,0,180,16,0,0,37,Southampton,Liverpool,Chelsea,Tottenham,Middlesbrough,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sofiane,Feghouli,MID,WHU,5000000,0,43,0.49425287356321795,9.88505747126437e-08,8.599999999999999e-06,0,148722,1,17,0,0,0,2,0,8.6,3207,-5,0,43,5,0.4,0,2.0,3,0,1,0,3,1.0,34347,0,0,0,1,806,275,0,1,168,Hull City,Arsenal,Swansea,Sunderland,Everton,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
