FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
Dimitrios,Konstantopoulos,GLK,MID,4200000,0,0,0.0,0.0,0.0,0,6617,0,0,0,0,0,0,0,0.0,36,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,0.1,1033,0,0,0,0,0,7,0,0,0,Swansea,Hull City,Burnley,Arsenal,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Laurent,Koscielny,DEF,ARS,6200000,1,107,4.1,6.61290322580645e-07,1.7258064516129e-05,0,677283,3,30,0,0,0,2,0,17.3,16954,2,0,107,-2,0.2,0,1.0,19,0,8,0,1,13.7,895904,0,493,0,3,2313,6947,0,0,616,Man City,West Ham,Crystal Palace,Middlesbrough,Leicester,4.8,5.8,5.1,4.1,4.8,3.6,4.1,4.5,4.9
Cheikhou,Kouyate,MID,WHU,5000000,2,54,2.3,4.6e-07,1.0800000000000002e-05,0,92497,2,39,0,0,0,0,0,10.8,173,-5,0,54,5,0.4,0,2.0,0,0,5,0,1,0.7,22623,0,498,0,0,2105,137,0,0,315,Hull City,Arsenal,Swansea,Sunderland,Everton,1.8,1.2,1.8,2.0,1.9,1.4,1.7,1.3,1.5
Dusan,Kuciak,GLK,HUL,4000000,0,0,0.0,0.0,0.0,0,6340,0,0,0,0,0,0,0,0.0,157,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.2,7875,0,0,0,0,0,9,0,0,0,West Ham,Middlesbrough,Man City,Stoke,Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Olayinka Fredrick Oladotun,Ladapo,FWD,CRY,4500000,0,0,0.0,0.0,0.0,0,1090,0,0,0,0,0,0,0,0.0,6,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,898,0,0,0,0,0,4,0,0,0,Chelsea,Southampton,Arsenal,Leicester,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daniel,Lafferty,DEF,BUR,4000000,0,0,0.0,0.0,0.0,0,23071,0,0,0,0,0,0,0,0.0,87,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.3,3144,0,0,0,0,0,9,0,0,0,Tottenham,Stoke,Middlesbrough,Everton,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adam,Lallana,MID,LIV,6900000,2,123,1.41379310344828,2.04897551224388e-07,1.7826086956521697e-05,0,1699758,3,32,0,0,0,7,0,17.6,127385,-1,1,123,1,0.2,0,1.7,13,0,6,0,7,11.7,1884982,0,416,0,3,2064,7289,-1,0,488,Everton,Bournemouth,Stoke,West Brom,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.7,1.0
Rickie,Lambert,FWD,WBA,5400000,0,1,1.0,1.85185185185185e-07,1.85185185185185e-07,0,8229,0,0,0,0,0,0,0,0.2,20,-1,0,1,1,0.0,0,0.0,0,0,0,0,0,0.1,1402,0,72,0,0,13,13,0,0,3,Man Utd,Watford,Southampton,Liverpool,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Erik,Lamela,MID,TOT,6600000,0,28,0.32183908045977,4.87634970393591e-08,4.24242424242424e-06,0,536349,1,2,0,0,0,1,0,4.2,540,-4,0,28,4,0.0,1,0.0,4,0,4,0,1,3.3,302938,0,519,0,0,595,71,0,0,93,Burnley,Swansea,Watford,Bournemouth,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2
Manuel,Lanzini,MID,WHU,6500000,10,108,1.24137931034483,1.90981432360743e-07,1.66153846153846e-05,0,78400,5,41,0,0,0,7,0,16.9,4579,0,-1,108,0,1.1,0,7.3,18,0,5,0,3,3.5,218796,0,381,0,3,1898,46062,1,0,475,Hull City,Arsenal,Swansea,Sunderland,Everton,0.7,0.6,0.7,0.7,0.7,0.6,0.6,0.6,0.6
Sebastian,Larsson,MID,SUN,4700000,3,28,1.9,4.0425531914893603e-07,5.95744680851064e-06,0,2036,3,22,0,0,0,0,0,6.0,50,-3,0,28,3,0.5,0,2.5,0,0,3,0,1,0.0,1867,0,58,0,0,1072,50,0,0,146,Watford,Leicester,Man Utd,West Ham,Middlesbrough,1.2,1.1,1.3,1.0,1.1,1.4,1.2,1.4,1.0
Grant,Leadbitter,MID,MID,4400000,2,19,0.21839080459770102,4.96342737722048e-08,4.31818181818182e-06,0,1516,0,6,0,0,0,1,0,4.3,30,-6,0,19,6,0.5,0,2.0,0,0,2,0,0,0.0,1564,0,0,0,0,374,31,0,0,74,Swansea,Hull City,Burnley,Arsenal,Bournemouth,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1
Michael,Ledger,DEF,SUN,4000000,0,0,0.0,0.0,0.0,0,285,0,0,0,0,0,0,0,0.0,36,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,518,0,0,0,0,0,5,0,0,0,Watford,Leicester,Man Utd,West Ham,Middlesbrough,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joe,Ledley,MID,CRY,4300000,0,40,0.45977011494252895,1.06923282544774e-07,9.30232558139535e-06,0,38533,1,26,0,0,0,1,0,9.3,321,-2,1,40,2,0.0,0,0.0,1,0,2,0,1,0.4,27291,0,121,0,0,1160,121,-1,0,201,Chelsea,Southampton,Arsenal,Leicester,Liverpool,0.2,0.2,0.2,0.2,0.4,0.2,0.2,0.2,0.2
,Lee Chung-yong,MID,CRY,4200000,0,23,0.264367816091954,6.29447181171319e-08,5.47619047619048e-06,0,18110,0,10,0,0,0,0,0,5.5,368,-3,0,23,3,0.0,0,0.0,0,0,2,0,1,0.3,18448,0,56,0,0,437,279,0,0,100,Chelsea,Southampton,Arsenal,Leicester,Liverpool,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1
Jonathan,Leko,MID,WBA,4200000,0,10,0.11494252873563199,2.73672687465791e-08,2.38095238095238e-06,0,47005,0,3,0,0,0,0,0,2.4,757,-3,0,10,3,0.1,0,0.3,0,0,0,0,1,0.6,51603,0,28,0,0,105,450,0,0,33,Man Utd,Watford,Southampton,Liverpool,Leicester,0.1,0.1,0.1,0.1,0.0,0.1,0.1,0.1,0.1
Brian,Lenihan,DEF,HUL,3900000,0,0,0.0,0.0,0.0,0,80572,0,0,0,0,0,0,0,0.0,1073,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,1.3,72991,0,0,0,0,0,197,0,0,0,West Ham,Middlesbrough,Man City,Stoke,Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aaron,Lennon,MID,EVE,5500000,0,22,0.252873563218391,4.5977011494252905e-08,4e-06,0,14462,0,5,0,0,0,0,0,4.0,64,-5,0,22,5,0.0,0,0.0,0,0,2,0,1,0.2,3989,0,278,0,0,509,33,0,0,104,Liverpool,Man Utd,Leicester,Burnley,West Ham,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Jeremain,Lens,MID,SUN,5900000,0,2,1.0,1.6949152542372902e-07,3.3898305084745803e-07,0,2550,0,1,0,0,0,0,0,0.3,5,-1,0,2,1,0.0,0,0.0,0,0,0,0,0,0.0,240,0,180,0,0,69,5,0,0,12,Watford,Leicester,Man Utd,West Ham,Middlesbrough,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joleon,Lescott,DEF,SUN,3900000,0,1,0.0114942528735632,2.94724432655467e-09,2.56410256410256e-07,0,4089,0,0,0,0,0,0,0,0.3,649,-1,0,1,1,0.0,0,0.0,0,0,0,0,0,0.3,14443,0,0,0,0,34,1343,0,0,5,Watford,Leicester,Man Utd,West Ham,Middlesbrough,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Harry,Lewis,GLK,SOU,4000000,0,0,0.0,0.0,0.0,0,357,0,0,0,0,0,0,0,0.0,17,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,885,0,0,0,0,0,26,0,0,0,Bournemouth,Crystal Palace,West Brom,Man City,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jesse,Lingard,MID,MUN,5600000,10,40,0.45977011494252895,8.210180623973731e-08,7.142857142857139e-06,0,50364,1,8,0,0,0,1,0,7.1,461,-4,0,40,4,1.0,0,5.5,3,0,4,0,2,0.5,28127,0,318,0,1,753,7419,0,0,161,West Brom,Everton,Sunderland,Chelsea,Burnley,0.2,0.2,0.2,0.2,0.4,0.2,0.2,0.2,0.2
Jake,Livermore,MID,WBA,4800000,2,60,2.1,4.375e-07,1.25e-05,0,9228,3,50,0,0,0,1,0,12.5,178,-2,0,60,2,0.4,0,2.0,2,0,3,0,1,0.1,8211,0,0,0,0,2228,207,0,1,376,Man Utd,Watford,Southampton,Liverpool,Leicester,1.2,1.4,1.6,1.2,0.0,2.2,1.1,1.3,1.2
Fernando,Llorente,FWD,SWA,6500000,2,107,4.1,6.30769230769231e-07,1.64615384615385e-05,0,601028,2,48,0,0,0,11,0,16.5,30850,0,0,107,0,0.8,0,5.3,14,0,3,0,2,14.4,1094332,0,0,0,4,1905,79182,0,0,377,Middlesbrough,Tottenham,West Ham,Watford,Stoke,5.0,5.2,4.6,4.2,5.0,4.0,4.8,4.7,5.1
Hugo,Lloris,GLK,TOT,5500000,2,98,3.9,7.09090909090909e-07,1.78181818181818e-05,0,324419,0,20,0,56,0,0,0,17.8,3403,0,0,98,0,0.3,0,1.5,3,0,10,0,0,7.6,281266,0,419,0,0,2194,12839,0,0,465,Burnley,Swansea,Watford,Bournemouth,Crystal Palace,2.5,3.4,4.9,5.7,4.3,5.8,4.4,4.1,3.4
Ruben,Loftus-Cheek,MID,CHE,5000000,1,3,0.0344827586206897,6.896551724137929e-09,6e-07,0,4011,0,0,0,0,0,0,0,0.6,4,-5,0,3,5,0.1,0,0.5,0,0,0,0,0,0.1,430,0,68,0,0,25,5,0,0,10,Crystal Palace,Man City,Bournemouth,Man Utd,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris,Long,FWD,BUR,4500000,0,0,0.0,0.0,0.0,0,33817,0,0,0,0,0,0,0,0.0,71,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.3,5524,0,0,0,0,0,45,0,0,0,Tottenham,Stoke,Middlesbrough,Everton,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kevin,Long,DEF,BUR,4000000,0,0,0.0,0.0,0.0,0,5923,0,0,0,0,0,0,0,0.0,106,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,7627,0,0,0,0,0,33,0,0,0,Tottenham,Stoke,Middlesbrough,Everton,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shane,Long,FWD,SOU,6100000,1,44,1.9,3.11475409836066e-07,7.2131147540983596e-06,0,484197,2,17,0,0,0,3,0,7.2,1403,-4,0,44,4,0.2,0,1.0,2,0,1,0,1,3.1,103101,0,435,0,0,862,6733,0,0,143,Bournemouth,Crystal Palace,West Brom,Man City,Chelsea,1.9,1.5,1.1,1.6,1.0,2.2,1.3,1.1,1.7
Ademola,Lookman,MID,EVE,5400000,0,14,0.160919540229885,2.97999148573861e-08,2.59259259259259e-06,0,6348,0,2,0,0,0,1,0,2.6,772,-1,0,14,1,0.0,0,0.0,0,0,1,0,0,0.1,9232,0,0,0,0,243,42,0,0,33,Liverpool,Man Utd,Leicester,Burnley,West Ham,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Donald,Love,DEF,SUN,4000000,0,19,0.21839080459770102,5.4597701149425305e-08,4.75e-06,0,194356,1,10,0,0,0,0,0,4.8,4362,0,0,19,0,0.0,0,0.0,1,0,1,0,1,4.0,317336,0,3,0,0,521,221,0,0,119,Watford,Leicester,Man Utd,West Ham,Middlesbrough,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Dejan,Lovren,DEF,LIV,4800000,0,69,3.5,7.29166666666667e-07,1.4375e-05,0,423246,5,25,0,0,0,2,0,14.4,6533,-2,0,69,2,0.0,0,0.0,4,0,6,0,1,4.0,442809,0,248,0,0,1755,1620,0,0,397,Everton,Bournemouth,Stoke,West Brom,Crystal Palace,4.0,4.9,3.4,3.4,4.6,2.7,4.8,4.2,4.3
Matthew,Lowton,DEF,BUR,4500000,6,67,2.5,5.55555555555556e-07,1.48888888888889e-05,0,34007,8,40,0,0,0,0,0,14.9,650,0,0,67,0,0.9,0,4.0,5,0,6,0,2,0.7,44221,0,0,0,0,2430,2817,0,0,467,Tottenham,Stoke,Middlesbrough,Everton,Man Utd,3.0,3.2,1.5,1.2,2.2,2.1,3.2,1.8,3.4
Leiva,Lucas,MID,LIV,4400000,1,22,0.252873563218391,5.74712643678161e-08,5e-06,0,11000,1,12,0,0,0,0,0,5.0,108,-1,0,22,1,0.2,0,1.0,0,0,1,0,0,0.2,10504,0,253,0,0,578,72,0,0,115,Everton,Bournemouth,Stoke,West Brom,Crystal Palace,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Greg,Luer,FWD,HUL,4400000,0,0,0.0,0.0,0.0,0,5660,0,0,0,0,0,0,0,0.0,71,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,6089,0,0,0,0,0,70,0,0,0,West Ham,Middlesbrough,Man City,Stoke,Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Romelu,Lukaku,FWD,EVE,10500000,16,182,6.5,6.19047619047619e-07,1.7333333333333302e-05,0,1744496,3,28,0,0,0,21,0,17.5,39356,15,-1,182,-15,1.1,0,11.3,28,0,11,0,6,47.2,3354223,0,754,0,5,2456,102423,1,0,693,Liverpool,Man Utd,Leicester,Burnley,West Ham,7.2,7.2,9.8,9.8,7.6,8.6,7.5,9.8,7.2
Shaun,MacDonald,MID,BOU,4500000,0,0,0.0,0.0,0.0,0,4133,0,0,0,0,0,0,0,0.0,15,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,379,0,3,0,0,0,7,0,0,0,Southampton,Liverpool,Chelsea,Tottenham,Middlesbrough,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pablo,Maffeo,DEF,MCI,4500000,0,0,0.0,0.0,0.0,0,865,0,0,0,0,0,0,0,0.0,3,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,715,0,0,0,0,0,1,0,0,0,Arsenal,Chelsea,Hull City,Southampton,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Harry,Maguire,DEF,HUL,4400000,0,40,1.8,4.09090909090909e-07,9.09090909090909e-06,0,7627,4,43,0,0,0,0,0,9.1,1026,-1,0,40,1,0.2,0,1.0,2,0,2,0,3,0.6,31709,0,0,0,0,1728,1013,0,0,344,West Ham,Middlesbrough,Man City,Stoke,Watford,2.1,1.6,1.1,1.2,1.5,1.2,1.5,1.4,1.8
Riyad,Mahrez,MID,LEI,8900000,8,91,3.5,3.9325842696629203e-07,1.0224719101123598e-05,0,873301,3,36,0,0,0,5,0,10.2,1661,-6,0,91,6,1.0,1,9.0,8,0,5,0,3,8.9,169469,0,994,0,0,2025,34258,0,0,335,Stoke,Sunderland,Everton,Crystal Palace,Arsenal,3.9,4.8,2.2,2.6,1.8,2.2,4.7,2.1,3.8
Ainsley,Maitland-Niles,MID,ARS,4500000,0,1,0.0114942528735632,2.55427841634738e-09,2.22222222222222e-07,0,124,0,0,0,0,0,0,0,0.2,1,0,0,1,0,0.0,0,0.0,0,0,0,0,0,0.0,137,0,0,0,0,2,6,0,0,5,Man City,West Ham,Crystal Palace,Middlesbrough,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh,Maja,FWD,SUN,4500000,0,0,0.0,0.0,0.0,0,1315,0,0,0,0,0,0,0,0.0,97,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,2257,0,0,0,0,0,161,0,0,0,Watford,Leicester,Man Utd,West Ham,Middlesbrough,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shaun,Maloney,MID,HUL,4300000,0,18,0.206896551724138,4.8115477145148394e-08,4.18604651162791e-06,0,89185,0,5,0,0,0,1,0,4.2,272,-2,0,18,2,0.0,0,0.0,2,0,1,0,1,0.6,90102,0,0,0,1,217,47,0,0,64,West Ham,Middlesbrough,Man City,Stoke,Watford,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Steve,Mandanda,GLK,CRY,4200000,0,19,0.21839080459770102,5.199781061850031e-08,4.52380952380952e-06,0,138947,0,17,0,24,0,0,0,4.5,637,-3,0,19,3,0.0,0,0.0,0,0,0,0,0,2.0,43300,0,0,0,0,810,39,0,0,120,Chelsea,Southampton,Arsenal,Leicester,Liverpool,0.0,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1
Sadio,Mane,MID,LIV,9700000,1,150,5.8,5.97938144329897e-07,1.54639175257732e-05,0,1471223,4,25,0,0,0,12,0,15.5,39990,7,0,150,-7,0.5,0,5.3,14,0,8,0,7,23.7,1853960,0,635,0,4,2186,38776,0,0,476,Everton,Bournemouth,Stoke,West Brom,Crystal Palace,7.9,7.6,5.5,5.2,7.2,6.6,7.4,4.6,8.1
Eliaquim,Mangala,DEF,MCI,5400000,0,0,0.0,0.0,0.0,0,20823,0,0,0,0,0,0,0,0.0,37,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.3,1076,0,235,0,0,0,19,0,0,0,Arsenal,Chelsea,Hull City,Southampton,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alexander,Manninger,GLK,LIV,4000000,0,0,0.0,0.0,0.0,0,8266,0,0,0,0,0,0,0,0.0,119,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.4,10756,0,0,0,0,0,60,0,0,0,Everton,Bournemouth,Stoke,West Brom,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vito,Mannone,GLK,SUN,4200000,0,34,0.390804597701149,9.304871373836891e-08,8.09523809523809e-06,0,48997,0,19,0,41,0,0,0,8.1,1274,-3,0,34,3,0.0,0,0.0,6,0,2,0,0,0.7,32101,0,210,0,1,810,79,0,0,187,Watford,Leicester,Man Utd,West Ham,Middlesbrough,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Javier,Manquillo,DEF,SUN,4300000,0,19,0.21839080459770102,5.0788559208767695e-08,4.41860465116279e-06,0,2425,2,13,0,0,0,0,0,4.4,18,-2,0,19,2,0.0,0,0.0,0,0,1,0,0,0.0,2572,0,0,0,0,759,18,0,0,91,Watford,Leicester,Man Utd,West Ham,Middlesbrough,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
,Marc Wilson,DEF,WBA,3900000,0,0,0.0,0.0,0.0,0,85896,0,0,0,0,0,0,0,0.0,1571,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,2.2,106174,0,14,0,0,0,1064,0,0,0,Man Utd,Watford,Southampton,Liverpool,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adrian,Mariappa,DEF,WAT,4000000,0,0,0.0,0.0,0.0,0,16886,0,0,0,0,0,0,0,0.0,125,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.3,22624,0,0,0,0,0,43,0,0,0,Sunderland,West Brom,Tottenham,Swansea,Hull City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lazar,Markovic,MID,HUL,5200000,2,10,0.11494252873563199,2.210433244916e-08,1.92307692307692e-06,0,9655,2,6,0,0,0,0,0,1.9,878,-3,1,10,3,0.4,0,2.0,0,0,2,0,0,0.2,12019,0,0,0,0,416,155,-1,0,38,West Ham,Middlesbrough,Man City,Stoke,Watford,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Dean,Marney,MID,BUR,4300000,0,51,2.4,5.58139534883721e-07,1.18604651162791e-05,0,66500,7,28,0,0,0,1,0,11.6,554,-2,1,51,2,0.0,0,0.0,1,0,5,0,2,0.4,68637,0,0,0,0,1764,19,-1,0,239,Tottenham,Stoke,Middlesbrough,Everton,Man Utd,0.0,0.0,0.0,0.0,0.0,1.2,2.3,1.2,1.7
David,Marshall,GLK,HUL,4500000,0,31,2.1,4.66666666666667e-07,6.88888888888889e-06,0,6245,0,37,0,56,0,0,0,6.9,139,0,0,31,0,0.0,0,0.0,0,0,0,0,0,0.1,7542,1,0,0,0,1350,8,0,0,239,West Ham,Middlesbrough,Man City,Stoke,Watford,0.0,2.1,1.4,1.5,1.9,1.5,1.9,1.8,2.2
Anthony,Martial,MID,MUN,9200000,1,63,0.7241379310344829,7.871064467766121e-08,6.84782608695652e-06,0,299529,0,8,0,0,0,3,0,6.8,701,-3,0,63,3,0.2,0,1.5,6,0,5,0,4,2.4,108320,0,593,0,2,888,1739,0,0,204,West Brom,Everton,Sunderland,Chelsea,Burnley,0.4,0.4,0.4,0.4,0.8,0.4,0.4,0.4,0.4
Cuco,Martina,DEF,SOU,4300000,0,31,0.35632183908046,8.286554397219991e-08,7.209302325581401e-06,0,52795,0,6,0,0,0,0,0,7.2,548,-2,0,31,2,0.0,0,0.0,5,0,3,0,0,0.4,61682,0,203,0,0,592,140,0,0,140,Bournemouth,Crystal Palace,West Brom,Man City,Chelsea,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Bruno,Martins Indi,DEF,STK,4900000,0,87,3.3,6.73469387755102e-07,1.77551020408163e-05,0,28387,2,36,0,0,0,1,0,17.8,919,-1,0,87,1,0.8,0,4.0,8,0,9,0,0,0.8,53573,0,0,0,1,2336,2127,0,0,480,Leicester,Burnley,Liverpool,Hull City,Swansea,2.1,2.2,4.8,4.3,2.9,4.6,3.3,4.5,3.2
Brandon,Mason,DEF,WAT,4000000,0,1,0.0114942528735632,2.8735632183908e-09,2.5e-07,0,1626,0,0,0,0,0,0,0,0.3,68,0,0,1,0,0.0,0,0.0,0,0,0,0,0,0.1,3467,0,0,0,0,23,85,0,0,3,Sunderland,West Brom,Tottenham,Swansea,Hull City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan,Mason,MID,HUL,4600000,0,26,0.298850574712644,6.496751624187911e-08,5.65217391304348e-06,0,5026,4,27,0,0,0,1,0,5.7,16,-4,0,26,4,0.0,0,0.0,0,0,0,0,0,0.0,3737,0,147,0,0,927,8,0,0,126,West Ham,Middlesbrough,Man City,Stoke,Watford,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1
Arthur,Masuaku,DEF,WHU,4700000,1,12,0.137931034482759,2.93470286133529e-08,2.5531914893617e-06,0,24561,1,18,0,0,0,0,0,2.6,13,-3,0,12,3,0.1,0,0.3,1,0,1,0,1,0.1,17813,0,0,0,0,544,21,0,0,136,Hull City,Arsenal,Swansea,Sunderland,Everton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Juan,Mata,MID,MUN,7300000,8,95,4.3,5.89041095890411e-07,1.3013698630137e-05,0,328703,3,12,0,0,0,6,0,13.2,21710,-2,-1,95,2,0.7,0,5.0,14,0,9,0,3,3.2,359172,1,586,0,1,1385,20797,1,0,416,West Brom,Everton,Sunderland,Chelsea,Burnley,0.0,0.0,0.0,0.0,0.0,4.6,3.2,3.0,4.2
Nemanja,Matic,MID,CHE,4800000,2,80,3.0,6.25e-07,1.6666666666666698e-05,0,266835,4,17,0,0,0,0,0,16.7,3484,-2,0,80,2,0.3,0,1.5,1,0,12,0,7,3.1,270074,0,373,0,0,2076,1536,0,0,420,Crystal Palace,Man City,Bournemouth,Man Utd,Southampton,2.6,2.2,1.9,2.2,2.8,1.9,3.2,1.9,3.7
Joel,Matip,DEF,LIV,5300000,1,55,2.8,5.283018867924531e-07,1.0377358490566001e-05,0,138244,3,20,0,0,0,1,0,10.4,1615,-2,0,55,2,0.3,0,1.7,1,0,4,0,0,2.1,128646,0,0,0,0,1711,1823,0,0,352,Everton,Bournemouth,Stoke,West Brom,Crystal Palace,2.9,3.6,2.4,2.4,3.4,1.8,3.5,3.0,3.1
Adam,Matthews,DEF,SUN,4000000,0,0,0.0,0.0,0.0,0,1420,0,0,0,0,0,0,0,0.0,9,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,397,0,4,0,0,0,4,0,0,0,Watford,Leicester,Man Utd,West Ham,Middlesbrough,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alfie,Mawson,DEF,SWA,4600000,-1,61,3.4,7.391304347826091e-07,1.32608695652174e-05,0,15845,0,38,0,0,0,4,0,13.3,3740,1,0,61,-1,0.6,0,2.7,8,0,3,0,0,2.5,120763,2,0,0,3,1620,10217,0,0,372,Middlesbrough,Tottenham,West Ham,Watford,Stoke,3.9,4.2,4.3,2.8,4.4,2.8,3.7,2.8,4.5
Dieumerci,Mbokani,FWD,HUL,5400000,0,25,0.28735632183908,5.32141336739038e-08,4.62962962962963e-06,0,7935,0,15,0,0,0,0,0,4.6,54,-1,0,25,1,0.0,0,0.0,0,0,3,0,2,0.0,8119,0,0,0,0,745,7,0,0,38,West Ham,Middlesbrough,Man City,Stoke,Watford,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
James,McArthur,MID,CRY,4800000,0,78,3.5,7.29166666666667e-07,1.625e-05,0,188797,5,31,0,0,0,5,0,16.3,5463,-2,0,78,2,0.1,0,0.5,8,0,2,0,2,1.2,225071,0,282,0,1,1663,139,0,0,306,Chelsea,Southampton,Arsenal,Leicester,Liverpool,0.0,2.7,2.6,4.2,5.1,4.4,2.7,4.4,3.2
Gareth,McAuley,DEF,WBA,5200000,2,112,3.9,7.5e-07,2.1538461538461498e-05,0,586918,4,38,0,0,0,6,0,21.5,19884,7,0,112,-7,0.3,0,1.3,12,0,5,0,1,32.4,1472841,1,339,0,4,2610,26683,0,0,471,Man Utd,Watford,Southampton,Liverpool,Leicester,3.2,3.2,5.5,5.8,0.0,4.6,2.8,4.9,3.7
Oliver,McBurnie,FWD,SWA,4500000,0,4,0.0459770114942529,1.0217113665389499e-08,8.888888888888891e-07,0,5613,0,2,0,0,0,0,0,0.9,68,0,0,4,0,0.0,0,0.0,0,0,0,0,0,0.1,6646,0,0,0,0,66,56,0,0,14,Middlesbrough,Tottenham,West Ham,Watford,Stoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alex,McCarthy,GLK,SOU,4300000,0,0,0.0,0.0,0.0,0,5803,0,0,0,0,0,0,0,0.0,44,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.1,756,0,82,0,0,0,5,0,0,0,Bournemouth,Crystal Palace,West Brom,Man City,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
