FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW7Forecast,GW8Forecast,GW9Forecast,GW10Forecast,GW11Forecast,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
,Richarlison,MID,WAT,6100000,7,30,5.0,8.196721311475409e-07,4.91803278688525e-06,0,164681,1,9,0,0,0,2,0,5.0,21537,1,-1,30,-1,0.7,0,4.0,4,0,3,0,1,5.1,372454,0,0,0,1,480,66375,1,0,88,West Brom,Arsenal,Chelsea,Stoke,Everton,6.0,6.8,7.0,4.0,6.9,5.7,6.6,2.8,2.5,6.8,7.5,4.0,5.7,4.9,3.6,5.5,2.8,6.6,6.0,3.4,6.2,5.9,4.2,5.8,4.9,5.3,3.6,6.2,4.7,7.2,4.7,4.9,46.2
Jairo,Riedewald,DEF,CRY,4800000,0,2,0.111111111111111,2.31481481481481e-08,4.1666666666666704e-07,0,13317,0,3,0,0,0,0,0,0.4,726,-2,1,2,2,0.1,0,0.3,0,0,0,0,0,0.1,380,0,0,0,0,99,22,-1,0,21,Man Utd,Chelsea,Newcastle,West Ham,Tottenham,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.6
Matt,Ritchie,MID,NEW,6000000,2,26,4.3,7.16666666666667e-07,4.33333333333333e-06,0,131791,3,5,0,0,0,0,0,4.3,36263,0,0,26,0,1.0,0,6.0,3,0,2,0,4,6.2,272221,0,0,0,1,537,44243,0,0,118,Liverpool,Southampton,Crystal Palace,Burnley,Bournemouth,5.5,5.3,6.1,4.1,6.4,2.5,3.5,3.4,4.3,6.0,6.4,3.2,3.5,3.6,5.4,3.4,5.2,2.9,5.0,5.2,4.1,4.6,2.5,4.1,4.6,5.2,3.9,6.4,4.5,5.4,5.2,4.7,44.7
Andrew,Robertson,DEF,LIV,4900000,0,11,0.6111111111111109,1.2471655328798197e-07,2.24489795918367e-06,0,74398,0,1,0,0,0,0,0,2.2,10732,-1,0,11,1,0.1,0,0.7,3,0,1,0,0,1.4,57071,0,0,0,0,180,751,0,0,47,Newcastle,Man Utd,Tottenham,Huddersfield,West Ham,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.4,0.3,0.4,11.8
Paul,Robinson,GLK,BUR,4500000,0,0,0.0,0.0,0.0,0,225,0,0,0,0,0,0,0,0.0,21,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,35,0,0,0,0,0,4,0,0,0,Everton,West Ham,Man City,Newcastle,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joel,Robles,GLK,EVE,4400000,0,0,0.0,0.0,0.0,0,5064,0,0,0,0,0,0,0,0.0,530,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.2,527,0,0,0,0,0,82,0,0,0,Burnley,Brighton,Arsenal,Leicester,Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hal,Robson-Kanu,FWD,WBA,4900000,2,6,0.33333333333333304,6.80272108843537e-08,1.22448979591837e-06,0,27702,1,1,0,0,0,1,0,1.2,2927,-1,0,6,1,0.2,0,1.0,1,0,0,0,0,0.5,12103,0,0,0,0,119,4811,0,1,26,Watford,Leicester,Southampton,Man City,Huddersfield,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,8.5
Jay,Rodriguez,FWD,WBA,5800000,2,14,2.3,3.96551724137931e-07,2.41379310344828e-06,0,106941,2,6,0,0,0,1,0,2.4,10718,-2,0,14,2,0.3,0,2.0,0,0,3,0,0,1.3,42214,0,0,0,0,534,7479,0,0,31,Watford,Leicester,Southampton,Man City,Huddersfield,1.4,1.5,2.0,1.5,1.2,1.4,1.8,2.1,2.9,2.1,1.2,1.7,1.7,3.0,3.0,1.2,2.6,1.6,1.2,1.4,1.2,1.8,2.2,2.7,2.0,2.0,1.3,1.2,2.8,1.2,1.4,2.3,31.0
Marcos,Rojo,DEF,MUN,5400000,0,0,0.0,0.0,0.0,0,1278,0,0,0,0,0,0,0,0.0,93,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,184,0,0,0,0,0,22,0,0,0,Crystal Palace,Liverpool,Huddersfield,Tottenham,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sergio,Romero,GLK,MUN,4800000,0,0,0.0,0.0,0.0,0,4109,0,0,0,0,0,0,0,0.0,340,-2,1,0,2,0.0,0,0.0,0,0,0,0,0,0.2,438,0,0,0,0,0,79,-1,0,0,Crystal Palace,Liverpool,Huddersfield,Tottenham,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Salomon,Rondon,FWD,WBA,6100000,1,5,1.0,1.6393442622950802e-07,8.196721311475409e-07,0,69688,1,4,0,0,0,0,0,0.8,4486,-4,0,5,4,0.1,0,0.7,0,0,0,0,0,0.6,5860,0,0,0,0,178,670,0,0,3,Watford,Leicester,Southampton,Man City,Huddersfield,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.9,0.5,0.5,0.5,0.5,0.9,0.9,0.5,0.7,0.5,0.5,0.5,0.5,0.5,0.6,0.8,0.5,0.5,0.5,0.5,0.8,0.5,0.5,0.6,2.8
Wayne,Rooney,FWD,EVE,7400000,1,22,3.7,5e-07,2.9729729729729698e-06,0,727864,3,8,0,0,0,2,0,2.9,206000,-1,1,22,1,0.2,0,1.3,6,0,1,0,0,11.9,466112,0,0,0,0,494,16168,-1,0,75,Burnley,Brighton,Arsenal,Leicester,Watford,4.3,2.7,5.6,2.9,3.3,4.1,3.7,5.5,4.0,2.2,2.2,3.0,3.2,2.3,3.7,3.8,3.4,4.7,5.3,1.8,5.4,4.1,2.9,5.2,3.2,3.5,5.4,3.8,4.5,2.0,3.3,2.3,37.3
Danny,Rose,DEF,TOT,6400000,0,0,0.0,0.0,0.0,0,14244,0,0,0,0,0,0,0,0.0,1060,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.2,1131,0,0,0,0,0,92,0,0,0,Huddersfield,Bournemouth,Liverpool,Man Utd,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liam,Rosenior,DEF,BHA,4000000,0,3,0.166666666666667,4.1666666666666696e-08,7.5e-07,0,80724,0,3,0,0,0,0,0,0.8,11723,0,0,3,0,0.2,0,0.7,0,0,0,0,0,3.4,99540,0,0,0,0,163,12588,0,0,22,Arsenal,Everton,West Ham,Southampton,Swansea,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3.6
Wayne,Routledge,MID,SWA,5400000,0,5,1.3,2.40740740740741e-07,9.25925925925926e-07,0,3273,1,3,0,0,0,0,0,0.9,396,-1,0,5,1,0.0,0,0.0,0,0,1,0,0,0.1,939,0,0,0,0,133,38,0,0,8,West Ham,Huddersfield,Leicester,Arsenal,Brighton,0.8,0.6,0.6,0.7,0.6,0.9,0.6,1.0,0.7,0.6,0.6,1.1,0.6,0.6,1.3,0.6,0.9,0.6,0.9,0.9,0.6,0.7,0.7,0.8,0.6,0.6,0.7,0.8,0.6,0.6,1.1,0.6,3.4
Antonio,Rudiger,DEF,CHE,5900000,7,20,4.0,6.77966101694915e-07,3.38983050847458e-06,0,51545,2,5,0,0,0,0,0,3.4,5596,-1,0,20,1,0.7,0,4.3,2,0,2,0,1,2.1,18195,0,0,0,0,450,5385,0,0,105,Man City,Crystal Palace,Watford,Bournemouth,Man Utd,2.6,5.6,3.6,4.1,3.4,5.1,3.5,2.8,4.7,4.0,4.5,3.9,3.4,5.3,5.1,2.6,3.7,4.7,4.5,6.0,5.5,3.3,3.3,5.0,4.6,3.7,5.4,6.0,4.6,5.7,4.9,4.3,13.3
Mathew,Ryan,GLK,BHA,4500000,9,21,3.5,7.77777777777778e-07,4.6666666666666705e-06,0,10742,0,7,0,13,0,0,0,4.7,1504,0,0,21,0,0.9,0,4.0,2,0,2,0,0,0.6,7023,0,0,0,1,540,2560,0,0,101,Arsenal,Everton,West Ham,Southampton,Swansea,1.8,4.4,2.4,3.9,4.0,4.9,1.9,5.1,4.7,2.9,4.2,3.9,3.6,2.9,2.7,4.4,3.4,3.5,4.5,5.2,3.1,2.9,5.1,2.0,1.9,3.7,4.5,4.1,3.7,2.9,3.4,2.0,8.5
Abdelhamid,Sabiri,MID,HUD,5000000,2,8,0.444444444444444,8.888888888888891e-08,1.6e-06,0,315,1,2,0,0,0,0,0,1.6,151,0,0,8,0,0.5,0,2.7,0,0,1,0,1,0.0,686,0,0,0,0,158,134,0,0,24,Tottenham,Swansea,Man Utd,Liverpool,West Brom,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.3,10.0
Henri,Saivet,MID,NEW,4500000,0,0,0.0,0.0,0.0,0,1137,0,0,0,0,0,0,0,0.0,134,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,1445,0,0,0,0,0,121,0,0,0,Liverpool,Southampton,Crystal Palace,Burnley,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diafra,Sakho,FWD,WHU,5500000,0,7,0.38888888888888895,7.070707070707071e-08,1.2727272727272698e-06,0,5913,1,5,0,0,0,0,0,1.3,1038,0,0,7,0,0.1,0,0.7,0,0,0,0,1,0.1,5189,0,0,0,0,88,566,0,0,11,Swansea,Burnley,Brighton,Crystal Palace,Liverpool,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,3.4
Mamadou,Sakho,DEF,CRY,4900000,0,0,0.0,0.0,0.0,0,4122,0,5,0,0,0,0,0,0.0,589,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,5293,0,0,0,0,90,863,0,0,11,Man Utd,Chelsea,Newcastle,West Ham,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Bakary,Sako,MID,CRY,4900000,1,2,0.111111111111111,2.2675736961451203e-08,4.08163265306122e-07,0,2209,0,2,0,0,0,0,0,0.4,175,-1,0,2,1,0.1,0,0.7,0,0,0,0,0,0.0,705,0,0,0,0,30,371,0,0,10,Man Utd,Chelsea,Newcastle,West Ham,Tottenham,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.7
Mohamed,Salah,MID,LIV,9200000,7,41,6.8,7.391304347826091e-07,4.45652173913043e-06,0,510787,0,6,0,0,0,4,0,4.5,62243,2,0,41,-2,0.7,0,6.0,4,0,1,0,2,35.5,986543,0,0,0,2,429,108942,0,0,116,Newcastle,Man Utd,Tottenham,Huddersfield,West Ham,6.3,8.6,7.5,10.1,5.7,8.6,9.4,5.6,5.2,10.2,10.2,6.3,5.3,8.9,10.2,6.8,7.9,9.6,5.9,7.9,8.6,10.2,10.2,4.2,7.8,7.0,5.9,10.2,5.6,10.2,7.1,10.2,68.3
Renato,Sanches,MID,SWA,5000000,1,5,0.277777777777778,5.5555555555555594e-08,1e-06,0,66756,0,1,0,0,0,0,0,1.0,21597,0,0,5,0,0.3,0,1.7,0,0,1,0,0,2.0,161225,0,0,0,0,130,3325,0,0,12,West Ham,Huddersfield,Leicester,Arsenal,Brighton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3.3
Alexis,Sanchez,MID,ARS,11900000,5,9,2.3,1.9327731092437e-07,7.56302521008403e-07,0,119219,1,3,0,0,0,0,0,0.8,10864,-1,0,9,1,0.2,0,2.3,0,0,1,0,1,2.5,92741,0,0,0,0,182,13594,0,0,40,Brighton,Watford,Everton,Swansea,Man City,2.6,1.2,1.2,2.4,1.2,1.6,1.2,2.5,1.9,1.2,1.2,2.8,2.6,1.2,1.2,2.2,1.2,2.9,1.9,3.4,1.2,1.6,1.2,1.6,1.2,2.5,1.8,1.2,3.2,1.2,2.3,1.2,17.1
Davinson,Sanchez,DEF,TOT,6000000,1,14,0.7777777777777779,1.2962962962962998e-07,2.33333333333333e-06,0,4058,0,2,0,0,0,0,0,2.3,1547,0,0,14,0,0.7,0,4.3,0,0,2,0,0,0.3,12994,0,0,0,0,271,3075,0,0,69,Huddersfield,Bournemouth,Liverpool,Man Utd,Crystal Palace,0.4,0.4,0.4,0.4,0.6,0.4,0.4,0.4,0.7,0.4,0.4,0.4,0.4,0.4,0.4,0.6,0.4,0.7,0.4,0.4,0.4,0.9,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,6.0
,Sandro,FWD,EVE,7200000,0,6,0.33333333333333304,4.6296296296296295e-08,8.33333333333333e-07,0,62886,0,7,0,0,0,0,0,0.8,3455,-3,1,6,3,0.1,0,0.7,0,0,1,0,0,0.5,3651,0,0,0,0,207,544,-1,0,10,Burnley,Brighton,Arsenal,Leicester,Watford,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,7.5
Leroy,Sane,MID,MCI,8300000,16,34,1.88888888888889,2.2757697456492602e-07,4.09638554216867e-06,0,228098,1,1,0,0,0,3,0,4.1,20679,-2,-1,34,2,1.2,0,10.0,5,0,1,0,2,5.5,252617,0,0,0,2,233,123008,1,0,113,Chelsea,Stoke,Burnley,West Brom,Arsenal,1.4,1.3,1.2,1.0,2.4,1.3,1.1,0.9,1.9,0.9,2.5,0.9,1.9,1.3,1.8,0.9,0.9,1.6,1.4,1.3,1.6,1.0,1.1,1.0,1.4,1.5,0.9,1.5,1.3,1.1,1.3,1.8,44.9
Sean,Scannell,MID,HUD,4500000,0,0,0.0,0.0,0.0,0,2364,0,0,0,0,0,0,0,0.0,145,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,114,0,0,0,0,0,8,0,0,0,Tottenham,Swansea,Man Utd,Liverpool,West Brom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ezequiel,Schelotto,DEF,BHA,4500000,0,0,0.0,0.0,0.0,0,233,0,0,0,0,0,0,0,0.0,54,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,378,0,0,0,0,0,43,0,0,0,Arsenal,Everton,West Ham,Southampton,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christopher,Schindler,DEF,HUD,4600000,9,32,5.3,1.15217391304348e-06,6.95652173913044e-06,0,85473,1,3,0,0,0,0,0,7.0,14202,1,0,32,-1,0.8,0,3.7,6,0,4,0,0,5.2,276838,0,0,0,2,540,61508,0,0,158,Tottenham,Swansea,Man Utd,Liverpool,West Brom,6.4,7.5,6.0,4.5,8.0,5.4,4.9,3.4,4.4,8.0,6.0,8.0,8.0,8.0,6.7,4.1,8.0,6.1,7.8,4.2,7.4,6.1,7.7,5.2,7.4,5.6,5.9,6.3,5.9,7.3,4.3,8.0,25.1
Jeffrey,Schlupp,DEF,CRY,4800000,-1,4,0.222222222222222,4.6296296296296295e-08,8.33333333333333e-07,0,9592,1,7,0,0,0,0,0,0.8,903,-2,0,4,2,0.2,0,1.0,0,0,0,0,0,0.2,1001,0,0,0,0,276,88,0,0,35,Man Utd,Chelsea,Newcastle,West Ham,Tottenham,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,14.4
Kasper,Schmeichel,GLK,LEI,5000000,2,23,3.8,7.6e-07,4.6e-06,0,53924,1,12,0,22,0,0,0,4.6,10763,0,0,23,0,0.4,0,2.0,3,0,1,0,0,4.2,64954,0,0,1,0,540,5271,0,0,125,Bournemouth,West Brom,Swansea,Everton,Stoke,3.0,5.7,4.6,4.8,3.6,3.1,2.9,4.1,4.3,3.2,5.2,5.5,3.8,5.3,2.4,5.0,3.4,4.0,2.3,3.3,2.3,5.4,4.9,3.9,5.6,3.5,5.0,3.4,4.3,4.5,5.7,4.8,17.4
Morgan,Schneiderlin,MID,EVE,5000000,1,7,1.4,2.8e-07,1.4e-06,0,34445,1,9,0,0,0,0,0,1.4,3059,0,0,7,0,0.3,0,1.7,0,0,1,0,0,0.8,11758,0,0,0,0,447,1319,0,1,61,Burnley,Brighton,Arsenal,Leicester,Watford,0.9,0.7,1.8,0.7,0.7,0.8,0.8,1.5,1.0,0.7,0.7,1.0,0.9,0.7,0.7,0.7,0.7,1.1,1.3,0.7,1.3,0.8,0.7,1.1,0.7,0.7,1.1,1.3,1.2,0.7,0.7,0.7,10.6
Kyle,Scott,MID,CHE,4500000,0,0,0.0,0.0,0.0,0,1281,0,0,0,0,0,0,0,0.0,189,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,1114,0,0,0,0,0,117,0,0,0,Man City,Crystal Palace,Watford,Bournemouth,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Xherdan,Shaqiri,MID,STK,5900000,1,20,3.3,5.59322033898305e-07,3.38983050847458e-06,0,135701,1,10,0,0,0,1,0,3.4,21440,-1,0,20,1,0.8,0,5.0,2,0,0,0,1,4.2,144946,0,0,0,0,474,46281,0,0,89,Southampton,Man City,Bournemouth,Watford,Leicester,2.7,1.9,4.5,3.6,4.2,2.0,3.5,3.8,3.5,3.1,2.7,4.6,3.7,2.3,2.9,4.1,1.6,3.6,2.3,3.1,3.7,2.6,3.6,2.4,4.9,2.0,2.4,2.3,3.4,1.6,4.3,4.7,44.4
Luke,Shaw,DEF,MUN,4900000,0,0,0.0,0.0,0.0,0,2498,0,0,0,0,0,0,0,0.0,311,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,1202,0,0,0,0,0,368,0,0,0,Crystal Palace,Liverpool,Huddersfield,Tottenham,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan,Shawcross,DEF,STK,4900000,0,10,0.555555555555556,1.13378684807256e-07,2.04081632653061e-06,0,47972,0,2,0,0,0,0,0,2.0,7905,-1,0,10,1,0.0,0,0.0,0,0,1,0,0,1.0,11008,0,0,0,0,270,60,0,0,45,Southampton,Man City,Bournemouth,Watford,Leicester,0.0,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.5,0.3,10.4
Jonjo,Shelvey,MID,NEW,5300000,1,0,0.0,0.0,0.0,0,62521,0,2,0,0,0,0,0,0.0,2719,-2,0,0,2,0.1,0,0.7,0,0,0,0,0,0.5,3512,0,0,0,0,90,516,0,1,0,Liverpool,Southampton,Crystal Palace,Burnley,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6
,Sheyi Ojo,MID,LIV,5000000,0,0,0.0,0.0,0.0,0,1348,0,0,0,0,0,0,0,0.0,41,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,46,0,0,0,0,0,4,0,0,0,Newcastle,Man Utd,Tottenham,Huddersfield,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Steve,Sidwell,MID,BHA,4400000,0,0,0.0,0.0,0.0,0,15009,0,0,0,0,0,0,0,0.0,1287,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.2,980,0,0,0,0,0,231,0,0,0,Arsenal,Everton,West Ham,Southampton,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gylfi,Sigurdsson,MID,EVE,8300000,2,9,1.8,2.16867469879518e-07,1.08433734939759e-06,0,231532,0,11,0,0,0,0,0,1.1,32973,-2,0,9,2,0.2,0,2.0,0,0,0,0,0,3.5,79515,0,0,0,0,389,4259,0,0,46,Burnley,Brighton,Arsenal,Leicester,Watford,1.4,0.9,2.5,0.9,0.9,1.2,1.2,2.1,1.5,0.9,0.9,1.5,1.3,0.9,1.0,1.1,1.0,1.6,1.9,0.9,1.9,1.2,0.9,1.6,0.9,0.9,1.7,1.9,1.8,0.9,1.1,0.9,25.9
Danny,Simpson,DEF,LEI,4500000,1,11,1.8,4e-07,2.44444444444444e-06,0,100490,0,12,0,0,0,0,0,2.4,13740,0,0,11,0,0.3,0,1.3,0,0,1,0,0,4.3,62658,0,0,0,0,540,10640,0,0,89,Bournemouth,West Brom,Swansea,Everton,Stoke,0.9,2.1,1.5,1.6,1.1,0.9,0.9,1.3,1.4,0.9,1.8,2.6,1.2,1.9,0.9,1.7,1.0,1.3,0.9,1.0,0.9,1.9,1.6,1.2,2.0,1.0,1.7,1.0,1.4,2.1,2.1,1.6,14.9
Joshua,Sims,MID,SOU,4400000,0,0,0.0,0.0,0.0,0,2623,0,0,0,0,0,0,0,0.0,526,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,3617,0,0,0,0,0,760,0,0,0,Stoke,Newcastle,West Brom,Brighton,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jerome,Sinclair,FWD,WAT,5000000,0,0,0.0,0.0,0.0,0,5437,0,0,0,0,0,0,0,0.0,759,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,3229,0,0,0,0,0,502,0,0,0,West Brom,Arsenal,Chelsea,Stoke,Everton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Moussa,Sissoko,MID,TOT,5400000,2,11,1.8,3.3333333333333304e-07,2.03703703703704e-06,0,11977,0,3,0,0,0,0,0,2.0,1665,-1,0,11,1,0.5,0,2.7,0,0,2,0,0,0.4,7936,0,0,0,0,303,3406,0,0,37,Huddersfield,Bournemouth,Liverpool,Man Utd,Crystal Palace,1.3,1.3,1.0,0.9,1.2,1.1,0.9,1.4,2.0,0.9,0.9,1.0,1.5,0.9,1.4,2.6,1.6,2.0,0.9,0.9,1.8,1.9,0.9,1.7,1.1,1.6,1.2,0.9,1.1,0.9,1.2,1.1,19.3
