FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
Jermain,Defoe,FWD,SUN,7800000,1,86,5.4,6.92307692307692e-07,1.1025641025641e-05,0,599479,1,27,0,0,0,8,0,11.0,34609,8,0,86,-8,0.6,0,5.0,17,0,1,0,2,25.4,1354355,0,595,0,4,1432,59559,0,0,264,Watford,Man Utd,Burnley,Liverpool,Stoke,7.6,5.7,5.6,8.0,7.0,5.8,7.8,6.7,7.5,5.4,7.7,6.3,8.1,5.9,5.8,7.2,8.0,6.2,7.8,6.4,7.8,5.0
Steven,Defour,MID,BUR,5800000,0,39,0.8125,1.4008620689655198e-07,6.72413793103448e-06,0,26478,1,11,0,0,0,1,0,6.7,556,-2,1,39,2,0.1,0,0.8,6,0,3,0,3,0.3,28805,0,0,0,0,682,97,-1,0,171,Tottenham,Middlesbrough,Sunderland,Man City,Southampton,0.4,0.4,0.6,0.4,0.4,0.4,0.6,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
Damien,Delaney,DEF,CRY,4800000,3,29,2.2,4.58333333333333e-07,6.04166666666667e-06,0,27968,3,19,0,0,0,0,0,6.0,414,-2,0,29,2,0.5,0,2.2,1,0,2,0,1,0.6,8723,0,366,0,0,1116,236,0,0,195,Chelsea,Watford,Arsenal,Swansea,West Ham,1.7,1.7,2.9,1.8,2.5,2.1,1.7,1.8,2.4,1.8,1.8,2.3,1.9,1.5,1.9,2.8,1.7,2.2,2.4,1.7,2.1,1.3
Fabian,Delph,MID,MCI,4700000,0,2,0.0416666666666667,8.86524822695035e-09,4.25531914893617e-07,0,6387,0,1,0,0,0,0,0,0.4,46,-3,0,2,3,0.0,0,0.0,0,0,0,0,0,0.1,1385,0,156,0,0,30,11,0,0,4,Arsenal,Hull City,Liverpool,Burnley,Everton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mousa,Dembele,MID,TOT,5400000,0,23,0.4791666666666671,8.873456790123461e-08,4.2592592592592596e-06,0,14901,3,8,0,0,0,0,0,4.3,2123,-1,0,23,1,0.3,0,1.4,3,0,3,0,1,0.3,15153,0,473,0,0,670,433,0,0,138,Burnley,Southampton,Watford,Chelsea,West Brom,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Jason,Denayer,DEF,SUN,4700000,2,15,0.3125,6.648936170212769e-08,3.1914893617021303e-06,0,2954,2,8,0,0,0,0,0,3.2,27,-3,0,15,3,0.4,0,2.0,0,0,1,0,0,0.1,962,0,0,0,0,611,52,0,0,92,Watford,Man Utd,Burnley,Liverpool,Stoke,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Memphis,Depay,MID,MUN,7100000,0,3,0.0625,8.802816901408451e-09,4.2253521126760605e-07,0,6962,1,1,0,0,0,0,0,0.4,52,-4,0,3,4,0.0,0,0.0,0,0,0,0,0,0.2,841,0,259,0,0,24,23,0,0,6,West Brom,Sunderland,Middlesbrough,West Ham,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gerard,Deulofeu,MID,EVE,6000000,0,13,0.27083333333333304,4.51388888888889e-08,2.16666666666667e-06,0,127830,1,6,0,0,0,0,0,2.2,557,-5,0,13,5,0.1,0,0.8,0,0,0,0,0,1.0,18544,0,283,0,0,460,70,0,0,53,Liverpool,Leicester,Hull City,Southampton,Man City,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Mohamed,Diame,MID,HUL,5500000,0,0,0.0,0.0,0.0,0,656,0,0,0,0,0,0,0,0.0,5,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,93,0,0,0,0,0,9,0,0,0,West Ham,Man City,Everton,West Brom,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eric,Dier,MID,TOT,5100000,3,29,2.1,4.1176470588235295e-07,5.68627450980392e-06,0,370172,2,9,0,0,0,0,0,5.7,3022,-4,0,29,4,0.4,0,2.0,0,0,6,0,0,4.8,23703,0,526,0,0,1081,1347,0,0,161,Burnley,Southampton,Watford,Chelsea,West Brom,2.4,1.0,1.1,1.4,1.7,1.0,1.4,1.9,1.0,1.6,2.1,1.0,1.9,1.0,1.0,2.0,2.1,1.1,1.1,1.0,1.9,1.0
Adama,Diomande,FWD,HUL,4500000,2,30,2.3,5.11111111111111e-07,6.66666666666667e-06,0,339714,1,16,0,0,0,2,0,6.7,5264,0,0,30,0,0.4,0,2.0,2,0,2,0,0,5.0,416765,0,0,0,0,822,19772,0,0,94,West Ham,Man City,Everton,West Brom,Bournemouth,2.0,2.2,2.4,1.6,2.3,1.3,1.6,2.4,1.8,2.8,1.8,2.5,1.5,2.5,2.0,2.0,1.7,2.2,1.4,2.6,2.1,2.3
Mame Biram,Diouf,FWD,STK,5700000,1,19,1.7,2.98245614035088e-07,3.3333333333333304e-06,0,27344,1,11,0,0,0,0,0,3.3,587,-3,0,19,3,0.3,0,1.8,0,0,2,0,1,0.4,12999,0,245,0,0,572,611,0,0,71,Leicester,Liverpool,Chelsea,Watford,Sunderland,1.8,1.2,0.9,1.3,1.3,1.2,1.5,1.1,1.4,0.9,1.2,1.3,1.0,1.1,1.0,1.5,1.8,1.4,1.6,0.8,1.1,0.9
Brice,Dja Djedje,DEF,WAT,4400000,0,0,0.0,0.0,0.0,0,1100,0,0,0,0,0,0,0,0.0,8,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,85,0,0,0,0,0,3,0,0,0,Sunderland,Crystal Palace,Tottenham,Stoke,Middlesbrough,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Papy,Djilobodji,DEF,SUN,4300000,2,15,1.3,3.0232558139534897e-07,3.4883720930232598e-06,0,7974,3,21,0,0,0,0,0,3.5,135,-2,0,15,2,0.3,0,1.4,0,0,1,0,0,0.2,3911,0,0,0,0,1037,343,0,1,179,Watford,Man Utd,Burnley,Liverpool,Stoke,0.9,0.6,0.6,1.3,1.2,0.6,1.1,0.7,1.2,0.6,0.8,0.7,1.2,0.6,0.6,0.7,1.5,1.3,1.2,0.7,0.8,0.6
Abdoulaye,Doucoure,MID,WAT,4600000,0,1,0.0208333333333333,4.528985507246379e-09,2.1739130434782601e-07,0,846,0,1,0,0,0,0,0,0.2,10,-4,0,1,4,0.0,0,0.0,0,0,0,0,0,0.0,170,0,0,0,0,7,1,0,0,3,Sunderland,Crystal Palace,Tottenham,Stoke,Middlesbrough,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stewart,Downing,MID,MID,5100000,1,39,2.8,5.49019607843137e-07,7.64705882352941e-06,0,46322,1,14,0,0,0,1,0,7.6,1074,-4,0,39,4,0.1,0,0.6,3,0,2,0,2,0.4,16104,0,0,0,0,952,576,0,0,176,Swansea,Burnley,Man Utd,Leicester,Watford,2.4,2.0,2.3,3.3,2.4,2.1,2.3,1.5,2.7,2.1,2.2,3.4,2.4,2.2,2.2,3.2,1.4,1.8,1.8,1.6,2.5,1.4
Luke,Dreher,MID,CRY,4500000,0,0,0.0,0.0,0.0,0,105,0,0,0,0,0,0,0,0.0,4,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,112,0,0,0,0,0,3,0,0,0,Chelsea,Watford,Arsenal,Swansea,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daniel,Drinkwater,MID,LEI,5300000,0,31,2.6,4.90566037735849e-07,5.84905660377358e-06,0,299260,1,20,0,0,0,0,0,5.8,3064,-2,0,31,2,0.0,0,0.2,2,0,3,0,1,4.2,68083,0,592,0,0,1068,454,0,0,192,Stoke,Everton,West Ham,Middlesbrough,Chelsea,0.0,2.9,2.3,1.7,2.0,1.3,1.3,2.6,1.4,1.7,2.5,1.3,1.3,2.3,3.5,1.3,1.3,2.4,1.3,2.9,1.3,2.9
Nathan,Dyer,MID,SWA,4700000,0,2,0.0416666666666667,8.86524822695035e-09,4.25531914893617e-07,0,6756,0,2,0,0,0,0,0,0.4,37,-3,0,2,3,0.0,0,0.2,0,0,0,0,0,0.1,1094,0,64,0,0,16,19,0,0,6,Middlesbrough,West Ham,Bournemouth,Crystal Palace,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oviemuno,Ejaria,MID,LIV,4500000,1,2,0.0416666666666667,9.259259259259259e-09,4.44444444444444e-07,0,131,0,0,0,0,0,0,0,0.4,6,0,0,2,0,0.0,0,0.2,0,0,0,0,0,0.0,150,0,0,0,0,8,6,0,0,6,Everton,Stoke,Man City,Sunderland,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andrew,Eleftheriou,DEF,WAT,4000000,0,0,0.0,0.0,0.0,0,142,0,0,0,0,0,0,0,0.0,44,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,462,0,0,0,0,0,64,0,0,0,Sunderland,Crystal Palace,Tottenham,Stoke,Middlesbrough,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ahmed,Elmohamady,MID,HUL,4700000,2,26,1.7,3.6170212765957397e-07,5.5319148936170195e-06,0,19773,1,33,0,0,0,0,0,5.5,186,-3,0,26,3,0.4,0,1.8,0,0,1,0,0,0.2,6643,0,0,0,0,1288,61,0,1,207,West Ham,Man City,Everton,West Brom,Bournemouth,0.8,0.8,1.3,0.8,1.4,0.8,0.9,0.8,0.8,1.6,0.9,1.1,0.8,1.0,1.2,0.8,0.9,1.3,0.8,1.7,0.9,1.1
Mohamed,Elneny,MID,ARS,4600000,0,18,0.375,8.15217391304348e-08,3.91304347826087e-06,0,28549,0,8,0,0,0,0,0,3.9,405,-4,0,18,4,0.2,0,1.0,0,0,1,0,1,0.5,8722,0,134,0,0,450,92,0,0,102,Man City,West Brom,Crystal Palace,Bournemouth,Swansea,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Marvin,Emnes,FWD,SWA,4400000,0,0,0.0,0.0,0.0,0,20821,0,0,0,0,0,0,0,0.0,382,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.3,13278,0,4,0,0,0,185,0,0,0,Middlesbrough,West Ham,Bournemouth,Crystal Palace,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christian,Eriksen,MID,TOT,8600000,19,86,5.7,6.62790697674419e-07,1e-05,0,349574,0,11,0,0,0,5,0,10.2,2329,1,-2,86,-1,1.2,0,10.2,10,0,6,0,5,14.9,524954,0,738,0,2,1305,238282,2,0,310,Burnley,Southampton,Watford,Chelsea,West Brom,8.6,4.6,5.7,6.5,7.5,4.3,6.0,7.8,3.1,7.2,8.2,5.2,7.9,4.9,5.3,8.2,8.3,5.5,5.6,4.5,7.8,5.3
Jonny,Evans,DEF,WBA,4500000,0,39,2.8,6.22222222222222e-07,8.66666666666667e-06,0,218894,6,16,0,0,0,1,0,8.7,18099,0,0,39,0,0.8,0,3.6,3,0,3,0,0,7.1,201147,0,343,0,1,1260,1384,0,0,229,Man Utd,Arsenal,Southampton,Hull City,Tottenham,0.0,3.6,2.6,3.2,2.1,2.8,2.5,3.6,3.3,3.6,2.9,2.0,3.8,1.8,2.2,3.6,3.7,2.3,2.7,2.0,2.6,2.2
Lukasz,Fabianski,GLK,SWA,4900000,1,50,3.1,6.3265306122449e-07,1.0204081632653099e-05,0,102505,1,34,0,51,0,0,0,10.0,3788,-1,1,50,1,0.5,0,2.6,5,0,3,0,0,4.4,134806,0,366,1,0,1440,655,-1,0,293,Middlesbrough,West Ham,Bournemouth,Crystal Palace,Arsenal,3.0,4.4,4.1,3.1,4.2,3.4,4.1,2.7,3.1,2.5,4.0,3.1,2.8,3.2,3.9,3.8,2.7,4.0,2.2,3.7,2.4,3.5
,Fabio,DEF,MID,4400000,1,11,0.229166666666667,5.20833333333333e-08,2.5e-06,0,1167,1,7,0,0,0,0,0,2.5,117,-1,0,11,1,0.5,0,2.2,0,0,1,0,0,0.1,2580,0,0,0,0,430,514,0,0,76,Swansea,Burnley,Man Utd,Leicester,Watford,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Cesc,Fabregas,MID,CHE,6900000,11,26,0.5416666666666671,7.850241545893719e-08,3.76811594202899e-06,0,213587,1,4,0,0,0,1,0,3.8,439,-6,0,26,6,0.6,0,3.8,3,0,1,0,3,1.7,33857,0,617,0,1,286,6700,0,0,120,Crystal Palace,Bournemouth,Stoke,Tottenham,Leicester,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Adam,Federici,GLK,BOU,4400000,0,8,0.166666666666667,3.78787878787879e-08,1.81818181818182e-06,0,2433,1,3,0,5,0,0,0,1.8,122,-1,0,8,1,0.4,0,1.6,1,0,1,0,0,0.1,1654,0,31,0,0,180,35,0,0,37,Southampton,Chelsea,Swansea,Arsenal,Hull City,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Sofiane,Feghouli,MID,WHU,5000000,0,5,0.10416666666666699,2.08333333333333e-08,1e-06,0,134626,1,3,0,0,0,0,0,1.0,295,-5,0,5,5,0.0,0,0.2,0,0,0,0,0,0.7,6746,0,0,0,0,134,46,0,0,22,Hull City,Swansea,Leicester,Man Utd,Crystal Palace,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Marouane,Fellaini,MID,MUN,5800000,0,16,1.3,2.24137931034483e-07,2.75862068965517e-06,0,17055,6,10,0,0,0,0,0,2.8,139,-2,0,16,2,0.0,0,0.2,0,0,3,0,0,0.2,10268,0,164,0,0,706,34,0,0,118,West Brom,Sunderland,Middlesbrough,West Ham,Liverpool,0.6,1.1,0.8,0.6,0.6,0.6,0.7,0.6,0.8,0.6,0.9,0.6,0.7,0.7,0.9,0.8,0.6,0.6,0.7,0.6,0.6,0.6
Leroy,Fer,MID,SWA,5100000,0,59,4.5,8.823529411764709e-07,1.15686274509804e-05,0,468063,3,25,0,0,0,6,0,11.6,36621,1,0,59,-1,0.7,0,3.4,5,0,2,0,0,8.2,657367,0,107,0,2,1059,8402,0,0,237,Middlesbrough,West Ham,Bournemouth,Crystal Palace,Arsenal,5.0,4.7,5.7,4.2,3.4,2.6,5.4,3.6,6.5,3.3,6.3,4.3,3.7,5.3,4.9,3.7,4.7,4.7,4.5,5.6,5.4,5.0
Edimilson,Fernandes,MID,WHU,4900000,0,10,0.208333333333333,4.25170068027211e-08,2.04081632653061e-06,0,518,2,6,0,0,0,0,0,2.0,26,-1,0,10,1,0.2,0,0.8,0,0,1,0,0,0.0,600,0,0,0,0,316,14,0,0,34,Hull City,Swansea,Leicester,Man Utd,Crystal Palace,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Federico,Fernandez,DEF,SWA,4300000,0,11,1.4,3.25581395348837e-07,2.55813953488372e-06,0,58097,3,15,0,0,0,0,0,2.6,2252,-2,0,11,2,0.1,0,0.4,0,0,1,0,0,1.2,8820,0,333,0,0,720,6,0,0,116,Middlesbrough,West Ham,Bournemouth,Crystal Palace,Arsenal,0.8,1.5,1.3,0.9,1.6,1.0,1.3,0.7,0.9,0.7,1.3,0.9,0.7,0.9,1.2,1.2,0.7,1.3,0.7,1.1,0.7,1.0
,Fernandinho,MID,MCI,5300000,0,35,2.5,4.71698113207547e-07,6.60377358490566e-06,0,109325,3,15,0,0,0,1,0,6.6,2574,-2,1,35,2,0.3,0,1.4,3,0,2,0,1,1.5,63958,0,417,0,0,1260,251,-1,1,225,Arsenal,Hull City,Liverpool,Burnley,Everton,0.0,1.8,1.2,2.8,1.5,1.9,1.5,2.1,1.5,2.1,2.4,1.9,1.3,1.2,1.3,2.1,1.5,2.0,2.1,1.8,2.9,1.9
,Fernando,MID,MCI,4700000,1,12,0.25,5.3191489361702104e-08,2.5531914893617e-06,0,12219,2,7,0,0,0,0,0,2.6,237,-3,0,12,3,0.3,0,1.2,1,0,1,0,0,0.2,5359,0,236,0,0,438,259,0,0,78,Arsenal,Hull City,Liverpool,Burnley,Everton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Sam,Field,MID,WBA,4400000,0,4,0.0833333333333333,1.8939393939393898e-08,9.09090909090909e-07,0,497,1,1,0,0,0,0,0,0.9,10,-1,0,4,1,0.0,0,0.0,0,0,1,0,0,0.0,513,0,0,0,0,165,4,0,0,27,Man Utd,Arsenal,Southampton,Hull City,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Roberto,Firmino,MID,LIV,8600000,3,79,5.3,6.16279069767442e-07,9.18604651162791e-06,0,711372,2,19,0,0,0,5,0,9.1,126779,1,2,79,-1,0.3,0,2.4,7,0,4,0,5,13.8,854817,0,522,0,3,1334,5908,-2,0,270,Everton,Stoke,Man City,Sunderland,Man Utd,4.6,6.2,5.5,6.1,5.4,6.7,5.5,5.2,6.4,5.5,4.7,8.0,4.3,7.2,7.3,5.3,4.9,6.1,5.6,6.9,4.5,6.8
Viktor,Fischer,MID,MID,4900000,1,20,0.4166666666666671,8.50340136054422e-08,4.08163265306122e-06,0,41802,0,6,0,0,0,0,0,4.1,135,-6,0,20,6,0.4,0,2.2,0,0,1,0,2,0.2,1942,0,0,0,0,396,479,0,0,72,Swansea,Burnley,Man Utd,Leicester,Watford,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Mathieu,Flamini,MID,CRY,4300000,1,4,0.0833333333333333,1.93798449612403e-08,9.30232558139535e-07,0,2188,0,1,0,0,0,0,0,0.9,152,-2,0,4,2,0.1,0,0.4,0,0,0,0,0,0.0,2824,0,0,0,0,67,76,0,0,15,Chelsea,Watford,Arsenal,Swansea,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jon,Flanagan,DEF,BUR,4300000,0,3,0.0625,1.45348837209302e-08,6.976744186046509e-07,0,15004,1,4,0,0,0,0,0,0.7,306,-2,0,3,2,0.0,0,0.2,0,0,0,0,0,0.3,3287,0,67,0,0,225,43,0,0,35,Tottenham,Middlesbrough,Sunderland,Man City,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ashley,Fletcher,FWD,WHU,5000000,1,10,1.0,2e-07,2e-06,0,8019,2,10,0,0,0,0,0,2.0,467,0,0,10,0,0.1,0,0.6,0,0,0,0,0,0.2,10815,0,0,0,0,307,562,0,0,14,Hull City,Swansea,Leicester,Man Utd,Crystal Palace,0.9,0.5,0.5,0.5,0.6,0.5,0.6,0.5,0.6,0.5,0.5,0.5,0.9,0.6,0.5,0.7,0.5,0.7,0.5,0.6,0.7,0.5
Darren,Fletcher,MID,WBA,4400000,2,44,2.8,6.36363636363636e-07,1e-05,0,359396,0,15,0,0,0,1,0,10.0,9350,-1,0,44,1,0.9,0,4.0,0,0,5,0,1,8.9,186935,0,403,0,0,1354,12032,0,0,184,Man Utd,Arsenal,Southampton,Hull City,Tottenham,2.7,1.4,1.7,2.6,1.4,3.6,2.4,2.3,1.6,3.0,2.2,1.7,1.6,2.1,2.2,2.7,1.7,1.6,3.5,1.8,2.0,2.0
Jose,Fonte,DEF,SOU,5500000,6,57,3.8,6.90909090909091e-07,1.03636363636364e-05,0,114089,2,14,0,0,0,0,0,10.6,2833,0,-1,57,0,0.9,0,5.2,6,0,7,0,0,5.6,124577,0,487,0,0,1350,10812,1,0,301,Bournemouth,Tottenham,West Brom,Everton,Burnley,3.4,5.3,4.9,2.9,2.9,4.5,3.2,5.7,2.9,5.4,3.3,4.0,3.1,5.6,4.8,3.5,4.5,3.0,5.1,4.2,3.7,5.4
Adam,Forshaw,MID,MID,4500000,2,36,2.3,5.11111111111111e-07,8e-06,0,6338,3,17,0,0,0,0,0,8.0,539,0,0,36,0,0.6,0,2.8,1,0,4,0,1,0.2,11456,0,0,0,0,1329,1372,0,0,231,Swansea,Burnley,Man Utd,Leicester,Watford,1.7,1.5,1.7,2.5,1.8,1.6,1.7,1.2,2.0,1.6,1.6,2.5,1.8,1.6,1.6,2.4,1.2,1.3,1.3,1.2,1.8,1.2
Fraser,Forster,GLK,SOU,5100000,7,57,3.6,7.058823529411759e-07,1.1176470588235302e-05,0,108486,2,15,0,23,0,0,0,11.4,2106,1,-1,57,-1,1.0,0,5.2,0,0,7,0,0,5.4,124906,0,233,0,0,1440,9853,1,0,249,Bournemouth,Tottenham,West Brom,Everton,Burnley,3.1,5.0,4.6,2.7,2.7,4.1,3.0,5.4,2.6,5.1,3.0,3.7,2.9,5.2,4.4,3.2,4.1,2.8,4.8,3.9,3.4,5.1
Ben,Foster,GLK,WBA,4700000,3,53,3.3,7.02127659574468e-07,1.12765957446809e-05,0,230377,0,19,0,51,0,0,0,11.3,13018,2,0,53,-2,0.7,0,3.4,3,0,3,0,0,15.7,500967,0,129,0,1,1440,3395,0,0,286,Man Utd,Arsenal,Southampton,Hull City,Tottenham,3.1,4.3,3.3,4.1,2.8,3.6,3.2,4.4,4.0,4.5,3.7,2.6,4.5,2.4,2.9,4.5,4.6,2.9,3.5,2.6,3.4,2.9
Timothy,Fosu-Mensah,DEF,MUN,4200000,0,1,0.0208333333333333,4.960317460317461e-09,2.38095238095238e-07,0,7560,0,0,0,0,0,0,0,0.2,131,-3,0,1,3,0.0,0,0.0,0,0,0,0,0,0.2,2469,0,40,0,0,1,45,0,0,2,West Brom,Sunderland,Middlesbrough,West Ham,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Simon,Francis,DEF,BOU,4600000,6,48,3.0,6.52173913043478e-07,1.0434782608695699e-05,0,50418,3,25,0,0,0,0,0,10.4,1623,1,0,48,-1,0.8,0,3.6,5,0,5,0,1,3.1,119078,0,462,0,1,1440,9743,0,0,332,Southampton,Chelsea,Swansea,Arsenal,Hull City,4.2,1.9,2.0,4.3,2.5,3.5,3.5,1.8,3.3,2.2,1.7,4.5,3.4,2.4,2.7,3.2,2.0,3.4,1.8,4.2,4.1,1.5
Ryan,Fraser,MID,BOU,4900000,0,25,0.5208333333333329,1.0629251700680302e-07,5.10204081632653e-06,0,3649,0,5,0,0,0,1,0,5.1,1901,-1,0,25,1,0.7,0,3.4,3,0,1,0,2,0.1,7965,0,0,0,1,331,352,0,0,79,Southampton,Chelsea,Swansea,Arsenal,Hull City,0.0,0.0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
George,Friend,DEF,MID,4400000,0,35,3.5,7.95454545454545e-07,7.95454545454546e-06,0,202442,1,12,0,0,0,0,0,8.0,7519,-1,0,35,1,0.0,0,0.0,5,0,2,0,2,3.0,109375,0,0,0,0,900,1539,0,0,199,Swansea,Burnley,Man Utd,Leicester,Watford,3.6,3.1,2.9,3.5,3.5,4.9,4.0,3.3,4.2,3.9,4.7,3.7,3.1,3.4,4.0,4.5,4.6,3.5,3.5,3.2,4.7,4.3
Dael,Fry,DEF,MID,4000000,0,0,0.0,0.0,0.0,0,60974,0,0,0,0,0,0,0,0.0,426,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.6,3345,0,0,0,0,0,17,0,0,0,Swansea,Burnley,Man Utd,Leicester,Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ezekiel,Fryers,DEF,CRY,4500000,1,8,0.166666666666667,3.7037037037037e-08,1.77777777777778e-06,0,600,0,7,0,0,0,0,0,1.8,21,0,0,8,0,0.0,0,0.2,0,0,0,0,1,0.0,858,0,0,0,0,181,8,0,0,36,Chelsea,Watford,Arsenal,Swansea,West Ham,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
