FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
Christian,Fuchs,DEF,LEI,5300000,2,41,2.6,4.90566037735849e-07,7.73584905660377e-06,0,308627,4,27,0,0,0,1,0,7.7,13003,-2,0,41,2,0.1,0,0.6,3,0,3,0,1,6.6,124260,0,482,0,1,1417,512,0,0,301,Stoke,Everton,West Ham,Middlesbrough,Chelsea,2.5,3.2,3.9,1.8,2.6,1.9,1.4,2.4,1.6,3.6,3.2,2.9,2.6,3.5,2.8,1.4,1.9,3.3,1.7,2.9,1.6,3.5
Jay,Fulton,MID,SWA,4400000,2,10,0.208333333333333,4.7348484848484904e-08,2.2727272727272702e-06,0,1126,2,10,0,0,0,0,0,2.3,18,-1,0,10,1,0.4,0,1.8,0,0,2,0,0,0.0,728,0,4,0,0,420,23,0,0,50,Middlesbrough,West Ham,Bournemouth,Crystal Palace,Arsenal,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Ramiro,Funes Mori,DEF,EVE,4600000,1,18,0.375,8.15217391304348e-08,3.91304347826087e-06,0,77081,0,11,0,0,0,0,0,3.9,856,-4,0,18,4,0.2,0,0.8,1,0,1,0,0,1.2,18252,0,304,0,0,559,188,0,0,122,Liverpool,Leicester,Hull City,Southampton,Man City,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
,Gabriel,DEF,ARS,4800000,1,6,0.125,2.60416666666667e-08,1.25e-06,0,7059,1,5,0,0,0,0,0,1.3,449,-2,0,6,2,0.3,0,1.2,0,0,0,0,0,0.2,6270,0,244,0,0,345,949,0,0,50,Man City,West Brom,Crystal Palace,Bournemouth,Swansea,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Brendan,Galloway,DEF,WBA,4100000,0,9,0.1875,4.57317073170732e-08,2.19512195121951e-06,0,14908,0,3,0,0,0,0,0,2.2,353,-4,0,9,4,0.0,0,0.0,0,0,1,0,0,0.2,13403,0,126,0,0,247,146,0,0,44,Man Utd,Arsenal,Southampton,Hull City,Tottenham,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Cristian,Gamboa,DEF,WBA,4000000,0,0,0.0,0.0,0.0,0,25403,0,0,0,0,0,0,0,0.0,279,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.5,1902,0,0,0,0,0,7,0,0,0,Man Utd,Arsenal,Southampton,Hull City,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Garcia,MID,MCI,5000000,0,3,0.0625,1.25e-08,6e-07,0,283,0,1,0,0,0,0,0,0.6,20,0,0,3,0,0.0,0,0.0,0,0,0,0,0,0.0,295,0,0,0,0,29,9,0,0,11,Arsenal,Hull City,Liverpool,Burnley,Everton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Craig,Gardner,MID,WBA,5200000,1,14,0.29166666666666696,5.60897435897436e-08,2.6923076923076902e-06,0,6746,1,6,0,0,0,0,0,2.7,61,-3,0,14,3,0.1,0,0.4,0,0,1,0,1,0.1,4989,0,244,0,0,218,22,0,0,52,Man Utd,Arsenal,Southampton,Hull City,Tottenham,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Florin,Gardos,DEF,SOU,4000000,0,0,0.0,0.0,0.0,0,3633,0,0,0,0,0,0,0,0.0,145,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.2,4794,0,0,0,0,0,67,0,0,0,Bournemouth,Tottenham,West Brom,Everton,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Paulo,Gazzaniga,GLK,SOU,4500000,0,0,0.0,0.0,0.0,0,235,0,0,0,0,0,0,0,0.0,4,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,66,0,15,0,0,0,1,0,0,0,Bournemouth,Tottenham,West Brom,Everton,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kieran,Gibbs,DEF,ARS,4800000,0,7,0.145833333333333,3.03819444444444e-08,1.4583333333333299e-06,0,19693,1,1,0,0,0,0,0,1.5,439,-2,0,7,2,0.0,0,0.0,0,0,0,0,1,0.5,6229,0,69,0,0,137,86,0,0,36,Man City,West Brom,Crystal Palace,Bournemouth,Swansea,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Ben,Gibson,DEF,MID,4800000,0,55,3.4,7.08333333333333e-07,1.1458333333333301e-05,0,93553,1,19,0,0,0,1,0,11.5,10674,3,0,55,-3,0.5,0,2.6,7,0,4,0,0,8.2,378558,0,0,0,1,1440,14167,0,0,284,Swansea,Burnley,Man Utd,Leicester,Watford,3.4,3.0,2.8,3.4,3.3,4.7,3.8,3.2,4.0,3.8,4.5,3.5,3.0,3.3,3.8,4.4,4.4,3.4,3.4,3.1,4.5,4.1
Darron,Gibson,MID,EVE,4300000,0,0,0.0,0.0,0.0,0,4828,0,0,0,0,0,0,0,0.0,117,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.1,2228,0,44,0,0,0,75,0,0,0,Liverpool,Leicester,Hull City,Southampton,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Olivier,Giroud,FWD,ARS,8500000,1,32,3.6,4.23529411764706e-07,3.7647058823529405e-06,0,161309,0,1,0,0,0,3,0,3.7,6955,-5,1,32,5,0.3,0,2.6,5,0,0,0,2,1.2,141054,0,629,0,1,163,1186,-1,0,112,Man City,West Brom,Crystal Palace,Bournemouth,Swansea,4.1,3.9,4.2,3.0,4.4,4.9,4.0,3.1,4.9,3.2,3.8,5.0,3.6,4.1,4.5,4.4,3.9,4.6,3.1,3.7,3.7,4.4
Shay,Given,GLK,STK,4400000,0,13,0.27083333333333304,6.15530303030303e-08,2.95454545454545e-06,0,20107,1,14,0,18,0,0,0,3.0,377,-1,0,13,1,0.0,0,0.0,3,0,0,0,0,0.5,19059,1,24,1,1,450,44,0,0,92,Leicester,Liverpool,Chelsea,Watford,Sunderland,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Serge,Gnabry,MID,ARS,5000000,0,0,0.0,0.0,0.0,0,792,0,0,0,0,0,0,0,0.0,11,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,238,0,4,0,0,0,5,0,0,0,Man City,West Brom,Crystal Palace,Bournemouth,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Heurelho,Gomes,GLK,WAT,4900000,2,42,2.6,5.306122448979589e-07,8.571428571428571e-06,0,69213,1,24,0,41,0,0,0,8.6,1732,-1,0,42,1,0.2,0,1.2,4,0,3,0,0,2.0,28646,1,375,0,0,1382,432,0,0,262,Sunderland,Crystal Palace,Tottenham,Stoke,Middlesbrough,1.7,2.6,3.1,2.9,2.5,2.0,3.4,3.2,1.6,3.7,3.3,1.8,2.3,2.6,2.8,1.9,2.5,2.3,3.4,1.3,1.8,2.4
Joseph,Gomez,DEF,LIV,4800000,0,0,0.0,0.0,0.0,0,900,0,0,0,0,0,0,0,0.0,22,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.0,272,0,58,0,0,0,14,0,0,0,Everton,Stoke,Man City,Sunderland,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bafetimbi,Gomis,FWD,SWA,6500000,0,0,0.0,0.0,0.0,0,1512,0,0,0,0,0,0,0,0.0,31,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,320,0,242,0,0,0,27,0,0,0,Middlesbrough,West Ham,Bournemouth,Crystal Palace,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lynden,Gooch,MID,SUN,4300000,0,10,0.208333333333333,4.84496124031008e-08,2.32558139534884e-06,0,3325,3,5,0,0,0,0,0,2.3,106,-2,0,10,2,0.0,0,0.2,0,0,1,0,0,0.0,3763,0,0,0,0,323,10,0,0,38,Watford,Man Utd,Burnley,Liverpool,Stoke,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Dan,Gosling,MID,BOU,4700000,1,30,0.625,1.3297872340425501e-07,6.382978723404261e-06,0,8133,4,11,0,0,0,2,0,6.4,495,-3,0,30,3,0.3,0,1.4,1,0,2,0,0,0.2,7057,0,331,0,0,656,176,0,0,130,Southampton,Chelsea,Swansea,Arsenal,Hull City,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3
Lewis,Grabban,FWD,BOU,4300000,0,6,0.125,2.9069767441860498e-08,1.3953488372093e-06,0,157074,0,2,0,0,0,0,0,1.4,4394,-2,0,6,2,0.0,0,0.0,0,0,0,0,1,3.5,116472,0,124,0,0,60,6973,0,0,17,Southampton,Chelsea,Swansea,Arsenal,Hull City,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Max,Gradel,MID,BOU,5000000,0,4,0.0833333333333333,1.66666666666667e-08,8e-07,0,12798,1,0,0,0,0,0,0,0.8,40,-5,0,4,5,0.0,0,0.0,0,0,0,0,0,0.1,1000,0,155,0,0,95,10,0,0,14,Southampton,Chelsea,Swansea,Arsenal,Hull City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lee,Grant,GLK,STK,4300000,10,53,4.8,1.11627906976744e-06,1.23255813953488e-05,0,17701,0,8,0,34,0,0,0,12.6,1380,3,-1,53,-3,1.3,0,5.8,6,0,5,0,0,5.3,215978,0,0,0,2,990,30823,1,0,230,Leicester,Liverpool,Chelsea,Watford,Sunderland,5.6,6.0,5.1,6.0,4.9,5.1,6.5,5.7,6.0,5.3,5.8,5.5,5.5,3.8,5.0,6.8,6.5,5.4,6.7,5.5,6.3,5.9
Andre,Gray,FWD,BUR,6100000,2,28,2.8,4.590163934426229e-07,4.59016393442623e-06,0,477407,0,11,0,0,0,1,0,4.6,1597,-4,0,28,4,0.3,0,1.8,1,0,2,0,2,2.7,145222,0,0,0,0,723,641,0,0,47,Tottenham,Middlesbrough,Sunderland,Man City,Southampton,1.4,3.1,3.8,2.1,3.3,1.9,4.1,1.8,2.7,2.7,2.3,1.9,2.0,3.4,2.9,1.9,1.5,3.1,2.3,3.2,1.4,3.7
Demarai,Gray,MID,LEI,4800000,0,21,0.4375,9.11458333333333e-08,4.375e-06,0,43634,1,6,0,0,0,1,0,4.4,412,-2,0,21,2,0.3,0,1.2,0,0,0,0,2,0.5,27143,0,57,0,0,236,67,0,0,73,Stoke,Everton,West Ham,Middlesbrough,Chelsea,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Marko,Grujic,MID,LIV,4300000,0,2,0.0416666666666667,9.68992248062015e-09,4.65116279069767e-07,0,26059,0,0,0,0,0,0,0,0.5,230,-7,0,2,7,0.0,0,0.0,0,0,0,0,0,0.2,2408,0,0,0,0,30,14,0,0,6,Everton,Stoke,Man City,Sunderland,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Johann Berg,Gudmundsson,MID,BUR,5100000,0,38,0.791666666666667,1.5522875816993502e-07,7.450980392156861e-06,0,19521,0,15,0,0,0,1,0,7.5,796,-4,0,38,4,0.1,0,0.6,3,0,3,0,2,0.2,12801,0,0,0,1,827,14,0,0,145,Tottenham,Middlesbrough,Sunderland,Man City,Southampton,0.0,0.4,0.6,0.4,0.4,0.4,0.6,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
Adlene,Guedioura,MID,WAT,4300000,2,15,0.3125,7.26744186046512e-08,3.4883720930232598e-06,0,5355,2,12,0,0,0,0,0,3.5,85,-2,0,15,2,0.3,0,1.2,0,0,0,0,1,0.1,5489,0,56,0,0,473,232,0,0,84,Sunderland,Crystal Palace,Tottenham,Stoke,Middlesbrough,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Idrissa,Gueye,MID,EVE,5000000,2,41,2.7,5.4e-07,8.2e-06,0,24426,5,14,0,0,0,0,0,8.2,649,0,0,41,0,0.8,0,3.8,7,0,3,0,2,0.4,27547,0,270,0,0,1305,2253,0,0,283,Liverpool,Leicester,Hull City,Southampton,Man City,1.8,1.7,1.6,2.8,2.0,1.5,1.6,3.0,2.0,3.6,1.4,2.6,2.6,1.4,1.7,3.6,3.4,1.4,2.1,1.6,3.0,1.4
Ilkay,Gundogan,MID,MCI,5200000,1,41,0.854166666666667,1.64262820512821e-07,7.88461538461538e-06,0,577835,0,8,0,0,0,3,0,7.7,157149,-3,2,41,3,0.2,0,1.0,2,0,3,0,1,4.4,697794,0,0,0,1,704,1314,-2,0,196,Arsenal,Hull City,Liverpool,Burnley,Everton,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.6,0.4
Bradley,Guzan,GLK,MID,4300000,0,9,0.1875,4.3604651162790697e-08,2.09302325581395e-06,0,22054,0,1,0,6,0,0,0,2.1,348,-2,0,9,2,0.0,0,0.0,0,0,1,0,0,0.6,8906,0,188,0,0,180,51,0,0,40,Swansea,Burnley,Man Utd,Leicester,Watford,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Ben,Hamer,GLK,LEI,4400000,0,0,0.0,0.0,0.0,0,249,0,0,0,0,0,0,0,0.0,13,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,251,0,0,0,0,0,12,0,0,0,Stoke,Everton,West Ham,Middlesbrough,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rekeem,Harper,MID,WBA,4500000,0,0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,15,0,0,0,0,0,15,0,0,0,Man Utd,Arsenal,Southampton,Hull City,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joe,Hart,GLK,MCI,5300000,0,0,0.0,0.0,0.0,0,171463,0,0,0,0,0,0,0,0.0,289,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,1.1,2461,0,360,0,0,0,8,0,0,0,Arsenal,Hull City,Liverpool,Burnley,Everton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jakob,Haugaard,GLK,STK,4300000,0,0,0.0,0.0,0.0,0,2883,0,0,0,0,0,0,0,0.0,24,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.1,221,0,31,0,0,0,6,0,0,0,Leicester,Liverpool,Chelsea,Watford,Sunderland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eden,Hazard,MID,CHE,10400000,0,100,6.7,6.44230769230769e-07,9.61538461538462e-06,0,1006324,2,11,0,0,0,8,0,9.5,130984,4,1,100,-4,0.3,0,3.6,15,0,8,0,3,35.8,1593981,0,476,0,3,1245,14233,-1,0,371,Crystal Palace,Bournemouth,Stoke,Tottenham,Leicester,7.6,9.7,8.4,5.7,7.6,8.9,5.0,6.4,7.3,8.9,6.8,9.6,7.8,8.2,7.4,6.8,7.9,9.2,7.0,9.1,7.3,9.8
Tom,Heaton,GLK,BUR,4800000,12,65,4.6,9.58333333333333e-07,1.35416666666667e-05,0,201860,1,22,0,71,0,0,0,13.5,4158,3,0,65,-3,0.5,0,2.6,10,0,3,0,0,13.9,522947,0,0,1,4,1260,15505,0,0,323,Tottenham,Middlesbrough,Sunderland,Man City,Southampton,3.7,6.2,6.3,3.9,6.9,5.1,6.1,3.9,5.9,4.5,3.8,4.6,3.4,6.9,6.8,4.4,3.5,5.6,4.5,6.6,4.0,6.9
Jordan,Henderson,MID,LIV,6500000,3,56,3.5,5.384615384615379e-07,8.61538461538462e-06,0,58777,6,20,0,0,0,1,0,8.6,6691,0,0,56,0,0.6,0,4.2,9,0,4,0,4,1.9,82417,0,250,0,0,1423,3525,0,0,349,Everton,Stoke,Man City,Sunderland,Man Utd,2.4,3.4,2.9,3.6,2.8,3.7,2.9,2.7,3.5,2.9,2.4,4.7,2.2,4.1,4.2,2.8,2.5,3.3,3.0,3.9,2.3,3.8
Jeff,Hendrick,MID,BUR,5400000,1,35,2.7,5e-07,6.4814814814814795e-06,0,2350,3,22,0,0,0,2,0,6.5,146,-1,0,35,1,0.5,0,2.8,1,0,2,0,0,0.1,4376,0,0,0,0,1091,434,0,0,115,Tottenham,Middlesbrough,Sunderland,Man City,Southampton,1.4,2.8,3.7,1.4,2.9,1.4,3.6,1.6,2.1,1.4,1.4,1.4,2.0,2.6,2.5,1.8,1.4,2.8,1.4,2.7,1.4,2.5
Wayne,Hennessey,GLK,CRY,4300000,2,17,0.3541666666666671,8.23643410852713e-08,3.9534883720930196e-06,0,108170,1,14,0,20,0,0,0,4.0,1125,-2,0,17,2,0.6,0,2.4,0,0,1,0,0,2.1,18245,0,266,0,0,630,490,0,0,111,Chelsea,Watford,Arsenal,Swansea,West Ham,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Rouwen,Hennings,FWD,BUR,4500000,0,0,0.0,0.0,0.0,0,3679,0,0,0,0,0,0,0,0.0,27,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,514,0,0,0,0,0,11,0,0,0,Tottenham,Middlesbrough,Sunderland,Man City,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Markus,Henriksen,MID,HUL,5000000,0,14,0.29166666666666696,5.83333333333333e-08,2.8e-06,0,745,0,9,0,0,0,0,0,2.7,25,-5,1,14,5,0.3,0,1.4,0,0,0,0,0,0.0,870,0,0,0,0,526,9,-1,0,56,West Ham,Man City,Everton,West Brom,Bournemouth,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Abel,Hernandez,FWD,HUL,5900000,0,24,2.4,4.06779661016949e-07,4.06779661016949e-06,0,126382,0,11,0,0,0,1,0,4.1,1052,-1,0,24,1,0.0,0,0.0,0,0,2,0,1,0.9,108149,0,0,0,0,671,30,0,0,47,West Ham,Man City,Everton,West Brom,Bournemouth,0.0,0.0,0.0,1.8,2.4,1.4,1.7,2.6,1.9,3.0,1.9,2.7,1.6,2.7,2.1,2.1,1.8,2.3,1.5,2.8,2.3,2.5
Luis,Hernandez,DEF,LEI,4200000,1,3,0.0625,1.48809523809524e-08,7.142857142857141e-07,0,17398,1,8,0,0,0,0,0,0.7,222,-3,0,3,3,0.0,0,0.2,0,0,0,0,0,0.4,5275,0,0,0,0,327,168,0,0,50,Stoke,Everton,West Ham,Middlesbrough,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ander,Herrera,MID,MUN,6300000,2,32,2.5,3.9682539682539704e-07,5.079365079365081e-06,0,18245,2,11,0,0,0,0,0,5.1,1901,-2,0,32,2,0.7,0,4.2,4,0,3,0,2,0.7,27277,0,307,0,0,1014,5682,0,1,228,West Brom,Sunderland,Middlesbrough,West Ham,Liverpool,1.6,3.0,2.2,1.4,1.4,1.7,2.1,1.8,2.4,1.3,2.5,1.4,2.1,2.0,2.4,2.3,1.6,1.6,2.1,1.2,1.2,1.8
Jake,Hesketh,MID,SOU,4500000,0,0,0.0,0.0,0.0,0,89,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,114,0,0,0,0,0,5,0,0,0,Bournemouth,Tottenham,West Brom,Everton,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mateusz,Hewelt,GLK,EVE,4000000,0,0,0.0,0.0,0.0,0,371,0,0,0,0,0,0,0,0.0,61,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,1387,0,0,0,0,0,95,0,0,0,Liverpool,Leicester,Hull City,Southampton,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ben,Hinchcliffe,FWD,HUL,4500000,0,0,0.0,0.0,0.0,0,1544,0,0,0,0,0,0,0,0.0,72,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,2248,0,0,0,0,0,72,0,0,0,West Ham,Man City,Everton,West Brom,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tommie,Hoban,DEF,WAT,4000000,0,0,0.0,0.0,0.0,0,11294,0,0,0,0,0,0,0,0.0,131,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.2,1104,0,0,0,0,0,8,0,0,0,Sunderland,Crystal Palace,Tottenham,Stoke,Middlesbrough,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pierre-Emile,H?jbjerg,MID,SOU,4300000,0,21,0.4375,1.01744186046512e-07,4.88372093023256e-06,0,97889,1,6,0,0,0,0,0,4.9,1795,-2,0,21,2,0.3,0,1.4,0,0,4,0,0,1.4,41476,0,0,0,0,712,545,0,0,127,Bournemouth,Tottenham,West Brom,Everton,Burnley,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Rob,Holding,DEF,ARS,4100000,0,7,0.145833333333333,3.55691056910569e-08,1.70731707317073e-06,0,61935,1,5,0,0,0,0,0,1.7,563,-4,0,7,4,0.0,0,0.0,0,0,1,0,0,0.6,41199,0,0,0,0,270,188,0,0,61,Man City,West Brom,Crystal Palace,Bournemouth,Swansea,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Jose,Holebas,DEF,WAT,4800000,1,50,3.3,6.875e-07,1.0416666666666699e-05,0,167474,7,27,0,0,0,2,0,10.4,5911,3,0,50,-3,0.4,0,1.8,6,0,3,0,3,7.7,451483,0,96,0,1,1314,12806,0,0,249,Sunderland,Crystal Palace,Tottenham,Stoke,Middlesbrough,2.5,3.7,4.3,4.0,3.6,2.9,4.3,4.4,2.4,4.8,4.5,2.6,3.3,3.6,3.9,2.8,3.5,3.4,4.6,1.8,2.6,3.5
Mason,Holgate,DEF,EVE,4000000,0,17,0.3541666666666671,8.85416666666667e-08,4.25e-06,0,248008,0,2,0,0,0,0,0,4.1,3750,-5,1,17,5,0.1,0,0.2,3,0,1,0,1,3.1,319822,0,0,0,0,294,5667,-1,0,90,Liverpool,Leicester,Hull City,Southampton,Man City,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
George,Honeyman,MID,SUN,4500000,0,0,0.0,0.0,0.0,0,110,0,0,0,0,0,0,0,0.0,9,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,157,0,0,0,0,0,3,0,0,0,Watford,Man Utd,Burnley,Liverpool,Stoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
