FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW1Forecast,GW2Forecast,GW3Forecast,GW4Forecast,GW5Forecast,GW6Forecast,GW7Forecast,GW8Forecast,GW9Forecast,GW10Forecast,GW11Forecast,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Daniel,Amartey,MID,LEI,4500000,0,13,9.40371786913684e-28,2.08971508203041e-34,2.8888888888888903e-06,0,0,0,7,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,3,0,0,0.2,0,0,0,0,0,486,0,0,1,53,Man Utd,Wolverhampton,Southampton,Liverpool,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.2
Ethan,Ampadu,MID,CHE,4500000,0,1,7.233629130105259e-29,1.60747314002339e-35,2.22222222222222e-07,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,10,0,0,0,6,Huddersfield,Arsenal,Newcastle,Bournemouth,Cardiff City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7
Florin,Andone,FWD,BHA,5000000,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,Watford,Man Utd,Liverpool,Fulham,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Michail,Antonio,MID,WHU,7000000,0,62,4.4848500606652595e-27,6.40692865809323e-34,8.85714285714286e-06,0,0,1,23,0,0,0,3,0,0,0,0,0,62,0,0,0,0,1,0,7,0,2,2.9,0,0,0,0,0,1350,0,0,0,188,Liverpool,Bournemouth,Arsenal,Wolverhampton,Everton,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.6
Stuart,Armstrong,MID,SOU,5500000,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,Burnley,Everton,Leicester,Crystal Palace,Brighton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marko,Arnautovic,FWD,WHU,7000000,0,144,3.78947368421053,5.413533834586471e-07,2.05714285714286e-05,0,0,5,50,0,0,0,11,0,0,0,0,0,144,0,0,0,0,12,0,7,0,7,26.1,0,0,0,0,0,2309,0,0,1,440,Liverpool,Bournemouth,Arsenal,Wolverhampton,Everton,3.1,4.8,3.3,5.4,3.7,3.6,3.8,3.9,4.0,3.9,4.3,3.8,4.0,3.8,5.4,4.5,4.7,4.4,3.9,3.6,4.7,4.1,4.1,4.7,3.9,3.7,5.4,3.2,4.5,4.7,4.6,4.5,2.8,3.0,4.6,3.2,4.6,3.7,241.1
Harry,Arter,MID,BOU,5000000,0,27,1.95307986512842e-27,3.906159730256839e-34,5.400000000000001e-06,0,0,4,13,0,0,0,1,0,0,0,0,0,27,0,0,0,0,0,0,3,0,0,0.4,0,0,0,0,0,959,0,0,0,156,Cardiff City,West Ham,Everton,Chelsea,Leicester,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.2
Christian,Atsu,MID,NEW,5500000,0,78,5.64223072148211e-27,1.0258601311785699e-33,1.41818181818182e-05,0,0,1,22,0,0,0,2,0,0,0,0,0,78,0,0,0,0,5,0,6,0,4,0.2,0,0,0,0,0,1776,0,0,0,236,Tottenham,Cardiff City,Chelsea,Man City,Arsenal,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.9
Pierre-Emerick,Aubameyang,FWD,ARS,11000000,0,87,6.29325734319158e-27,5.72114303926507e-34,7.90909090909091e-06,0,0,0,15,0,0,0,10,0,0,0,0,0,87,0,0,1,0,12,0,4,0,4,23.3,0,0,0,0,0,1056,0,0,0,354,Man City,Chelsea,West Ham,Cardiff City,Newcastle,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.1
Serge,Aurier,DEF,TOT,6000000,0,77,5.56989443018105e-27,9.28315738363509e-34,1.28333333333333e-05,0,0,1,13,0,0,0,2,0,0,0,0,0,77,0,0,0,0,9,0,6,0,2,1.6,0,0,0,0,0,1427,0,0,1,335,Newcastle,Fulham,Man Utd,Watford,Liverpool,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.4
Charlie,Austin,FWD,SOU,6000000,0,72,5.2082129736757896e-27,8.680354956126319e-34,1.2e-05,0,0,2,15,0,0,0,7,0,0,0,0,0,72,0,0,0,0,9,0,4,0,1,2.6,0,0,0,0,0,1024,0,0,0,215,Burnley,Everton,Leicester,Crystal Palace,Brighton,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.7
Floyd,Ayite,MID,FUL,4500000,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,Crystal Palace,Tottenham,Burnley,Brighton,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cesar,Azpilicueta,DEF,CHE,6500000,0,175,4.60526315789474,7.08502024291498e-07,2.69230769230769e-05,0,0,1,38,0,0,0,2,0,0,0,0,0,175,0,0,0,0,25,0,15,0,6,16.7,0,1,0,0,0,3330,0,0,0,913,Huddersfield,Arsenal,Newcastle,Bournemouth,Cardiff City,4.7,5.5,4.6,5.4,6.5,4.7,5.7,5.4,5.7,4.8,6.0,5.9,5.0,6.5,5.7,5.5,5.7,5.3,5.7,5.1,6.2,5.5,4.5,4.4,5.6,4.5,6.5,5.9,5.7,6.5,5.0,5.7,5.6,4.7,5.7,4.8,6.5,4.4,167.5
Juninho,Bacuna,MID,HUD,4500000,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,Chelsea,Man City,Cardiff City,Everton,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eric,Bailly,DEF,MUN,5500000,0,55,3.9784960215578894e-27,7.233629130105259e-34,1e-05,0,0,2,6,0,0,0,1,0,0,0,0,0,55,0,0,0,0,3,0,7,0,0,6.9,0,1,0,0,0,1000,0,0,0,248,Leicester,Brighton,Tottenham,Burnley,Watford,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0
Leighton,Baines,DEF,EVE,5500000,0,82,2.15789473684211,3.92344497607655e-07,1.49090909090909e-05,0,0,1,34,0,0,0,2,0,0,0,0,0,82,0,0,0,0,10,0,5,0,3,1.9,0,0,0,0,0,1909,0,0,0,381,Wolverhampton,Southampton,Bournemouth,Huddersfield,West Ham,2.7,2.1,1.3,1.8,1.8,1.3,3.1,1.3,2.0,1.4,2.3,1.7,3.1,1.4,1.8,2.3,1.3,2.0,1.4,1.9,1.7,1.7,1.7,1.4,3.1,1.8,1.7,2.7,1.8,1.4,2.2,1.4,1.7,2.7,1.9,1.6,1.8,1.6,88.2
Tiemoue,Bakayoko,MID,CHE,5000000,0,77,2.02631578947368,4.0526315789473703e-07,1.5399999999999998e-05,0,0,3,24,0,0,0,2,0,0,0,0,0,77,0,0,0,0,5,0,11,0,2,0.3,0,0,0,0,0,2121,0,0,1,346,Huddersfield,Arsenal,Newcastle,Bournemouth,Cardiff City,1.4,1.6,1.2,1.7,2.9,1.5,1.2,1.4,1.2,1.3,1.7,1.6,1.0,2.9,2.5,1.0,1.2,1.9,1.5,1.4,1.8,1.6,1.2,1.3,1.8,1.0,1.5,1.2,2.5,2.9,1.2,2.5,1.8,1.0,1.7,1.0,1.9,1.5,113.2
Fabian,Balbuena,DEF,WHU,4500000,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,Liverpool,Bournemouth,Arsenal,Wolverhampton,Everton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sam,Baldock,FWD,BHA,4500000,0,2,0.0526315789473684,1.1695906432748502e-08,4.44444444444444e-07,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1.3,0,0,0,0,0,30,0,0,0,4,Watford,Man Utd,Liverpool,Fulham,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7
Leon,Balogun,DEF,BHA,4500000,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,Watford,Man Utd,Liverpool,Fulham,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sol,Bamba,DEF,CAR,4500000,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0,0,0,0,0,0,0,0,0,0,Bournemouth,Newcastle,Huddersfield,Arsenal,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beni,Baningime,MID,EVE,4500000,0,7,5.063540391073679e-28,1.12523119801637e-34,1.55555555555556e-06,0,0,1,2,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,192,0,0,0,20,Wolverhampton,Southampton,Bournemouth,Huddersfield,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3
Phil,Bardsley,DEF,BUR,4500000,0,33,2.3870976129347395e-27,5.3046613620772e-34,7.33333333333333e-06,0,0,5,13,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,4,0,0,0.2,0,0,0,0,0,1125,0,0,0,193,Southampton,Watford,Fulham,Man Utd,Wolverhampton,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.3
Ross,Barkley,MID,CHE,6000000,0,3,2.17008873903158e-28,3.616814565052629e-35,5e-07,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,129,0,0,0,11,Huddersfield,Arsenal,Newcastle,Bournemouth,Cardiff City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.1
Ashley,Barnes,FWD,BUR,6000000,0,92,2.4210526315789505,4.03508771929825e-07,1.53333333333333e-05,0,0,10,23,0,0,0,9,0,0,0,0,0,92,0,0,0,0,9,0,5,0,0,1.0,0,0,0,0,0,2150,0,0,0,290,Southampton,Watford,Fulham,Man Utd,Wolverhampton,1.9,2.3,3.0,1.9,3.0,2.5,3.0,2.4,1.5,1.8,1.9,1.9,2.3,1.9,1.9,2.5,1.5,1.6,2.3,2.3,1.9,3.4,1.8,1.4,2.4,2.0,2.0,1.9,2.3,1.5,2.4,3.4,2.1,3.4,1.3,2.0,1.9,2.1,145.8
Danny,Batth,DEF,WOL,4000000,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,Everton,Leicester,Man City,West Ham,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jan,Bednarek,DEF,SOU,4000000,0,22,1.59139840862316e-27,3.97849602155789e-34,5.5e-06,0,0,1,5,0,0,0,1,0,0,0,0,0,22,0,0,0,0,0,0,2,0,0,5.0,0,0,0,0,0,427,0,0,0,88,Burnley,Everton,Leicester,Crystal Palace,Brighton,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.1
Asmir,Begovic,GLK,BOU,4500000,0,112,2.94736842105263,6.54970760233918e-07,2.4888888888888896e-05,0,0,2,61,0,111,0,0,0,0,0,0,0,112,0,0,0,0,6,0,6,0,0,5.0,0,0,0,1,0,3420,0,0,0,631,Cardiff City,West Ham,Everton,Chelsea,Leicester,4.2,2.4,3.2,2.8,2.8,2.4,3.2,3.0,3.4,3.7,3.0,2.3,2.8,2.3,2.9,3.0,3.7,3.6,2.6,2.4,3.6,2.6,2.9,3.4,3.7,2.4,4.2,2.3,2.8,2.4,2.9,2.2,3.0,3.0,4.2,2.8,3.1,2.6,80.8
Hector,Bellerin,DEF,ARS,5500000,0,132,3.47368421052632,6.31578947368421e-07,2.4e-05,0,0,5,44,0,0,0,2,0,0,0,0,0,132,0,0,0,0,11,0,12,0,4,14.5,0,0,0,0,0,3050,0,0,0,656,Man City,Chelsea,West Ham,Cardiff City,Newcastle,3.6,3.6,3.7,4.3,3.0,4.0,4.5,4.3,3.5,3.4,3.8,4.9,2.9,4.0,3.1,3.7,3.6,3.8,3.9,3.1,4.9,3.1,4.3,4.9,2.9,3.1,4.2,3.6,3.3,3.8,4.3,3.7,3.3,3.8,4.1,2.8,4.5,3.1,160.1
Yohan,Benalouane,DEF,LEI,4000000,0,1,7.233629130105259e-29,1.80840728252632e-35,2.5e-07,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,90,0,0,0,7,Man Utd,Wolverhampton,Southampton,Liverpool,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4
Joe,Bennett,DEF,CAR,4500000,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,Bournemouth,Newcastle,Huddersfield,Arsenal,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
