FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Stephen,Kingsley,DEF,SWA,4500000,0,0,0.0,0.0,0.0,0,5702,0,0,0,0,0,0,0,0.0,44,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,200,0,0,0,0,0,1,0,0,0,Crystal Palace,Liverpool,Watford,Tottenham,Newcastle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davy,Klaassen,MID,EVE,7000000,0,4,0.222222222222222,3.1746031746031705e-08,5.714285714285711e-07,0,81127,0,4,0,0,0,0,0,0.6,279,-5,0,4,5,0.0,0,0.0,0,0,0,0,0,0.3,5069,0,0,0,0,187,84,0,0,10,Chelsea,West Brom,Bournemouth,Man Utd,Tottenham,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,4.8
Ragnar,Klavan,DEF,LIV,4300000,6,42,2.3333333333333304,5.426356589147291e-07,9.76744186046512e-06,0,53171,0,9,0,0,0,0,0,9.8,5111,-2,0,42,2,0.7,0,3.2,4,0,5,0,0,1.6,111188,0,0,0,1,900,18863,0,0,223,Arsenal,Swansea,Leicester,Burnley,Man City,1.3,1.9,1.8,1.8,1.7,1.6,1.6,2.4,1.9,2.9,2.1,1.2,2.3,2.8,1.2,1.9,1.9,2.3,1.9,2.7,23.3
Anthony,Knockaert,MID,BHA,5600000,3,47,2.8,5e-07,8.39285714285714e-06,0,103134,3,13,0,0,0,1,0,8.2,2055,-4,1,47,4,0.3,0,1.8,5,0,6,0,1,0.7,41683,0,0,0,0,1238,572,-1,0,211,Watford,Chelsea,Newcastle,Bournemouth,West Brom,2.1,1.7,2.2,2.9,2.0,2.3,2.1,3.0,2.0,3.1,3.0,2.3,1.4,2.5,3.3,1.8,2.5,1.8,2.4,1.4,75.3
Aleksandar,Kolarov,DEF,MCI,5500000,0,0,0.0,0.0,0.0,0,2037,0,0,0,0,0,0,0,0.0,14,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,117,0,0,0,0,0,9,0,0,0,Bournemouth,Newcastle,Crystal Palace,Watford,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sead,Kolasinac,DEF,ARS,6100000,0,76,5.1,8.360655737704921e-07,1.24590163934426e-05,0,706634,1,16,0,0,0,1,0,12.3,134070,1,1,76,-1,0.5,0,3.0,6,0,7,0,4,13.2,762700,0,0,0,1,1297,8117,-1,0,327,Liverpool,Crystal Palace,West Brom,Chelsea,Bournemouth,7.1,5.1,5.1,7.4,4.4,7.6,4.4,6.4,4.7,6.2,5.1,7.2,4.0,7.3,7.2,4.4,7.6,3.4,7.5,4.3,81.0
Vincent,Kompany,DEF,MCI,5800000,0,17,2.4,4.1379310344827597e-07,2.93103448275862e-06,0,256643,4,4,0,0,0,0,0,2.9,3087,-2,0,17,2,0.1,0,0.7,0,0,2,0,0,1.9,68271,0,0,0,0,574,198,0,0,116,Bournemouth,Newcastle,Crystal Palace,Watford,Liverpool,0.0,0.0,3.1,2.2,1.9,2.0,2.5,2.0,1.7,1.5,2.2,2.1,2.7,1.3,2.0,2.0,1.8,2.4,2.5,2.2,23.0
Laurent,Koscielny,DEF,ARS,6000000,8,65,4.3,7.16666666666667e-07,1.0833333333333301e-05,0,57129,3,15,0,0,0,0,0,10.8,7452,0,0,65,0,0.9,0,5.7,11,0,8,0,0,2.1,103769,0,0,0,2,1344,20279,0,0,363,Liverpool,Crystal Palace,West Brom,Chelsea,Bournemouth,5.7,4.3,4.0,5.9,3.4,6.4,3.4,5.0,3.6,4.9,4.2,6.0,3.0,5.9,5.8,3.3,6.4,2.6,6.0,3.3,55.7
Cheikhou,Kouyate,MID,WHU,5000000,0,37,2.8,5.6e-07,7.400000000000001e-06,0,49475,1,20,0,0,0,2,0,7.4,1554,0,0,37,0,0.4,0,1.8,2,0,3,0,0,0.3,56792,0,0,0,0,1006,46,0,0,154,Newcastle,Bournemouth,West Brom,Tottenham,Huddersfield,0.0,2.2,0.0,4.4,1.8,3.0,2.8,1.6,2.2,1.4,2.4,2.8,2.5,2.7,1.6,2.7,1.4,1.6,1.8,3.5,36.7
Tim,Krul,GLK,BHA,4000000,0,0,0.0,0.0,0.0,0,22570,0,0,0,0,0,0,0,0.0,822,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.9,56232,0,0,0,0,0,850,0,0,0,Watford,Chelsea,Newcastle,Bournemouth,West Brom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Grzegorz,Krychowiak,MID,WBA,5000000,2,31,2.6,5.2e-07,6.2e-06,0,23322,1,18,0,0,0,0,0,6.2,580,0,0,31,0,0.2,0,1.0,3,0,2,0,2,0.2,29994,0,0,0,0,878,71,0,0,158,Stoke,Everton,Arsenal,West Ham,Brighton,1.8,3.1,2.7,1.7,2.4,2.0,1.3,2.3,1.5,3.0,1.9,2.2,2.1,2.4,2.8,1.3,1.9,2.0,2.2,1.6,31.9
Alexandre,Lacazette,FWD,ARS,10400000,2,69,3.8,3.6538461538461497e-07,6.63461538461538e-06,0,1392570,1,12,0,0,0,8,0,6.6,74397,-1,0,69,1,0.3,0,3.0,3,0,8,0,1,10.2,1057534,0,0,0,1,1180,27309,0,0,285,Liverpool,Crystal Palace,West Brom,Chelsea,Bournemouth,4.4,3.1,3.0,3.8,3.3,5.3,2.9,5.3,2.4,4.3,2.9,4.5,3.1,5.6,4.8,3.2,5.0,2.1,4.5,2.6,136.1
Olayinka Fredrick Oladotun,Ladapo,FWD,CRY,4500000,0,1,1.0,2.22222222222222e-07,2.22222222222222e-07,0,100064,0,1,0,0,0,0,0,0.2,3855,0,0,1,0,0.0,0,0.0,0,0,0,0,0,1.6,164395,0,0,0,0,16,3594,0,0,3,Swansea,Arsenal,Man City,Southampton,Burnley,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.7,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.6,0.6,0.7,0.2
Adam,Lallana,MID,LIV,7300000,0,1,0.0555555555555556,7.610350076103499e-09,1.36986301369863e-07,0,35049,1,0,0,0,0,0,0,0.1,265,-2,0,1,2,0.0,0,0.2,0,0,0,0,0,0.3,4139,0,0,0,0,20,319,0,0,3,Arsenal,Swansea,Leicester,Burnley,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5
Erik,Lamela,MID,TOT,6300000,1,9,0.5,7.93650793650794e-08,1.4285714285714301e-06,0,6648,1,3,0,0,0,0,0,1.4,761,-2,0,9,2,0.2,0,1.5,0,0,1,0,1,0.1,6745,0,0,0,0,135,568,0,0,34,Burnley,Southampton,Swansea,West Ham,Everton,0.2,0.2,0.0,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,23.1
Manuel,Lanzini,MID,WHU,6800000,15,49,3.8,5.58823529411765e-07,7.20588235294118e-06,0,76269,2,20,0,0,0,1,0,7.2,15963,-2,0,49,2,0.8,1,5.5,6,0,3,0,5,1.0,60881,0,0,0,1,1038,30219,0,0,243,Newcastle,Bournemouth,West Brom,Tottenham,Huddersfield,0.0,3.6,0.0,7.1,2.9,4.7,4.4,2.7,3.6,2.2,3.9,4.3,4.0,4.2,2.7,4.3,2.3,2.7,3.0,5.3,79.6
Jamaal,Lascelles,DEF,NEW,4600000,2,48,3.7,8.043478260869571e-07,1.0434782608695699e-05,0,597455,3,11,0,0,0,2,0,10.4,10095,1,0,48,-1,0.2,0,0.7,4,0,3,0,0,5.5,762229,0,0,0,1,1127,3513,0,0,213,West Ham,Man City,Brighton,Stoke,Swansea,4.1,3.5,5.1,3.7,3.9,3.2,4.6,4.4,4.2,3.3,3.3,4.3,3.5,4.9,3.0,4.8,2.4,4.9,4.7,4.5,45.5
,Lee Chung-yong,MID,CRY,4300000,0,3,0.166666666666667,3.87596899224806e-08,6.976744186046509e-07,0,37080,0,2,0,0,0,0,0,0.7,700,-2,0,3,2,0.0,0,0.0,0,0,0,0,0,0.4,41670,0,0,0,0,109,196,0,0,8,Swansea,Arsenal,Man City,Southampton,Burnley,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,4.2
Adam,Legzdins,GLK,BUR,4000000,0,0,0.0,0.0,0.0,0,2857,0,0,0,0,0,0,0,0.0,139,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,7512,0,0,0,0,0,182,0,0,0,Tottenham,Man Utd,Huddersfield,Liverpool,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Florian,Lejeune,DEF,NEW,4400000,2,17,0.944444444444444,2.1464646464646499e-07,3.86363636363636e-06,0,31392,3,21,0,0,0,0,0,3.9,335,-1,0,17,1,0.3,0,1.2,0,0,1,0,0,0.2,5650,0,0,0,0,1023,95,0,0,173,West Ham,Man City,Brighton,Stoke,Swansea,0.5,0.5,0.7,0.5,0.5,0.5,0.5,0.9,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.6,0.5,0.6,0.6,0.5,36.3
Jonathan,Leko,MID,WBA,4500000,0,0,0.0,0.0,0.0,0,4100,0,0,0,0,0,0,0,0.0,41,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,591,0,0,0,0,0,1,0,0,0,Stoke,Everton,Arsenal,West Ham,Brighton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mario,Lemina,MID,SOU,4900000,2,24,1.33333333333333,2.72108843537415e-07,4.89795918367347e-06,0,25574,1,13,0,0,0,0,0,4.9,310,-1,0,24,1,0.2,0,1.2,0,0,3,0,0,0.1,21012,0,0,0,0,853,128,0,0,173,Huddersfield,Tottenham,Man Utd,Crystal Palace,Watford,1.0,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.9,0.7,0.7,0.7,0.7,0.8,0.7,0.7,34.7
Aaron,Lennon,MID,EVE,5400000,2,25,1.38888888888889,2.57201646090535e-07,4.62962962962963e-06,0,6538,0,9,0,0,0,0,0,4.6,561,-1,0,25,1,0.5,0,2.8,0,0,3,0,2,0.1,4803,0,0,0,0,563,409,0,0,62,Chelsea,West Brom,Bournemouth,Man Utd,Tottenham,0.7,0.7,0.7,0.8,0.7,1.0,0.8,0.7,0.9,0.7,0.7,0.9,0.7,0.7,0.7,0.8,1.1,0.7,0.9,0.7,16.6
,Lewis Cook,MID,BOU,4300000,2,20,1.11111111111111,2.58397932816537e-07,4.65116279069767e-06,0,44535,2,11,0,0,0,0,0,4.7,1690,-2,1,20,2,0.4,0,1.8,0,0,1,0,1,0.9,35373,0,0,0,0,656,1456,-1,0,118,Man City,West Ham,Everton,Brighton,Arsenal,0.6,0.7,0.8,0.6,0.6,0.6,0.6,0.6,0.6,0.7,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.7,0.6,28.3
Anders,Lindegaard,GLK,BUR,4000000,0,0,0.0,0.0,0.0,0,2962,0,0,0,0,0,0,0,0.0,253,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.2,9076,0,0,0,0,0,475,0,0,0,Tottenham,Man Utd,Huddersfield,Liverpool,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Victor,Lindelof,DEF,MUN,4900000,0,15,0.833333333333333,1.70068027210884e-07,3.0612244897959202e-06,0,262526,0,7,0,0,0,0,0,3.1,6692,-6,0,15,6,0.4,0,1.8,1,0,1,0,0,1.1,41390,0,0,0,0,473,1113,0,0,101,Leicester,Burnley,Southampton,Everton,Stoke,0.4,0.5,0.4,0.4,0.5,0.4,0.4,0.6,0.4,0.5,0.7,0.4,0.4,0.4,0.4,0.6,0.4,0.5,0.4,0.5,13.3
Jesse,Lingard,MID,MUN,6000000,10,58,3.22222222222222,5.37037037037037e-07,9.66666666666667e-06,0,57949,0,8,0,0,0,4,0,9.8,14581,0,-1,58,0,1.2,0,7.0,8,0,1,0,3,4.0,241711,0,0,0,1,621,99717,1,0,173,Leicester,Burnley,Southampton,Everton,Stoke,2.2,3.5,3.4,2.6,3.4,2.1,1.7,4.2,2.5,3.0,2.0,2.8,2.1,4.0,1.6,3.8,2.7,3.9,1.9,2.8,66.5
Jake,Livermore,MID,WBA,4900000,2,38,2.2,4.4897959183673497e-07,7.755102040816329e-06,0,13099,2,22,0,0,0,0,0,7.8,319,-1,0,38,1,0.6,0,2.7,0,0,4,0,1,0.1,8031,0,0,0,0,1420,205,0,0,187,Stoke,Everton,Arsenal,West Ham,Brighton,1.3,2.4,2.1,1.3,1.8,1.5,1.1,1.8,1.2,2.3,1.4,1.7,1.6,1.8,2.2,1.1,1.4,1.5,1.7,1.2,41.9
Fernando,Llorente,FWD,TOT,7400000,0,9,0.9,1.21621621621622e-07,1.21621621621622e-06,0,18627,1,1,0,0,0,0,0,1.2,463,-1,0,9,1,0.1,0,0.5,0,0,0,0,0,0.1,14008,0,0,0,0,135,359,0,0,22,Burnley,Southampton,Swansea,West Ham,Everton,0.4,0.5,0.0,0.9,0.6,0.4,0.5,0.4,0.5,0.4,0.6,0.4,0.6,0.4,0.4,0.4,0.4,0.4,0.4,0.5,8.3
Hugo,Lloris,GLK,TOT,5500000,2,61,3.6,6.54545454545455e-07,1.10909090909091e-05,0,414660,0,18,0,38,0,0,0,11.1,9737,0,0,61,0,0.5,0,3.0,2,0,6,0,0,8.5,167349,0,0,0,0,1530,5396,0,0,303,Burnley,Southampton,Swansea,West Ham,Everton,3.3,4.3,0.0,8.3,3.6,3.5,4.2,3.0,4.7,4.2,4.9,3.0,4.2,3.5,3.4,3.5,3.8,4.5,3.5,3.6,31.8
Ruben,Loftus-Cheek,MID,CRY,4600000,6,44,3.1,6.73913043478261e-07,9.56521739130435e-06,0,499894,0,20,0,0,0,1,0,9.6,18654,1,0,44,-1,0.8,0,3.8,0,0,3,0,3,8.3,424593,0,0,0,0,1170,45414,0,0,203,Swansea,Arsenal,Man City,Southampton,Burnley,3.0,3.5,1.8,2.4,3.1,1.7,2.2,3.5,2.7,2.9,2.8,2.1,2.2,2.5,2.8,3.1,2.5,3.0,2.3,3.4,82.3
Jason,Lokilo,MID,CRY,4400000,0,0,0.0,0.0,0.0,0,14528,0,0,0,0,0,0,0,0.0,228,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,13174,0,0,0,0,0,19,0,0,0,Swansea,Arsenal,Man City,Southampton,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joe,Lolley,MID,HUD,4300000,0,1,0.0555555555555556,1.2919896640826898e-08,2.3255813953488398e-07,0,4473,0,0,0,0,0,0,0,0.2,125,-2,1,1,2,0.0,0,0.2,0,0,0,0,0,0.1,3710,0,0,0,0,3,116,-1,0,3,Southampton,Stoke,Burnley,Leicester,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kevin,Long,DEF,BUR,4000000,0,15,0.833333333333333,2.0833333333333302e-07,3.75e-06,0,130653,0,0,0,0,0,0,0,3.8,15928,0,0,15,0,0.6,0,2.5,3,0,2,0,0,4.3,194685,0,0,0,0,180,20197,0,0,54,Tottenham,Man Utd,Huddersfield,Liverpool,Crystal Palace,0.5,0.4,0.4,0.4,0.7,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.6,0.4,0.4,5.2
Shane,Long,FWD,SOU,5600000,0,23,1.8,3.2142857142857103e-07,4.10714285714286e-06,0,37964,3,10,0,0,0,0,0,4.1,687,-4,0,23,4,0.1,0,0.3,0,0,2,0,2,0.3,18250,0,0,0,0,670,519,0,0,68,Huddersfield,Tottenham,Man Utd,Crystal Palace,Watford,1.6,0.9,0.9,1.6,1.4,1.3,1.5,1.2,1.2,1.0,1.8,1.3,1.2,1.0,0.9,0.9,1.3,1.4,1.2,1.1,35.1
Ademola,Lookman,MID,EVE,5100000,1,10,0.555555555555556,1.08932461873638e-07,1.96078431372549e-06,0,8237,0,6,0,0,0,0,0,2.0,179,-4,0,10,4,0.1,0,0.7,0,0,0,0,1,0.1,1964,0,0,0,0,153,63,0,0,30,Chelsea,West Brom,Bournemouth,Man Utd,Tottenham,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,7.5
Jonas,Lossl,GLK,HUD,4600000,2,68,3.8,8.260869565217391e-07,1.47826086956522e-05,0,257908,0,30,0,43,0,0,0,14.8,12609,1,0,68,-1,0.4,0,2.0,5,0,6,0,1,8.7,506901,0,0,1,1,1620,4100,0,0,346,Southampton,Stoke,Burnley,Leicester,West Ham,3.5,4.9,5.0,2.7,5.7,3.4,4.7,2.3,4.4,3.5,3.2,4.4,5.7,2.9,3.8,5.0,3.5,4.1,2.9,5.2,40.0
Dejan,Lovren,DEF,LIV,5300000,13,50,3.6,6.79245283018868e-07,9.43396226415094e-06,0,80865,4,10,0,0,0,1,0,9.4,2711,-2,0,50,2,0.9,0,4.7,2,0,6,0,0,1.1,40749,0,0,0,1,1025,15962,0,0,241,Arsenal,Swansea,Leicester,Burnley,Man City,2.6,3.7,3.5,3.5,3.3,3.2,3.1,4.5,3.7,5.2,4.0,2.5,4.3,4.3,2.3,3.8,3.7,4.2,3.7,4.9,39.2
Chris,Lowe,DEF,HUD,4500000,1,46,2.9,6.44444444444444e-07,1.02222222222222e-05,0,195820,0,17,0,0,0,0,0,10.2,14003,0,0,46,0,0.3,0,1.5,0,0,6,0,0,2.5,270485,0,0,0,0,1077,397,0,0,215,Southampton,Stoke,Burnley,Leicester,West Ham,2.3,3.4,3.5,1.7,4.1,2.2,3.2,1.4,3.0,2.3,2.0,2.9,4.4,1.9,2.5,3.4,2.3,2.7,1.8,3.6,22.4
Matthew,Lowton,DEF,BUR,4600000,0,53,4.1,8.91304347826087e-07,1.15217391304348e-05,0,179717,0,10,0,0,0,0,0,11.5,11162,1,0,53,-1,0.1,0,0.3,2,0,6,0,1,2.6,257816,0,0,0,0,1170,5663,0,0,234,Tottenham,Man Utd,Huddersfield,Liverpool,Crystal Palace,5.4,3.1,3.8,4.9,4.9,4.9,3.8,4.1,3.9,5.0,4.3,4.7,5.2,4.5,5.3,4.3,4.3,5.9,3.2,4.6,38.9
Leiva,Lucas,MID,LIV,4500000,0,0,0.0,0.0,0.0,0,1044,0,0,0,0,0,0,0,0.0,11,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,206,0,0,0,0,0,4,0,0,0,Arsenal,Swansea,Leicester,Burnley,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Romelu,Lukaku,FWD,MUN,11300000,8,94,5.2,4.60176991150443e-07,8.31858407079646e-06,0,2412288,2,12,0,0,0,10,0,8.3,45665,-2,0,94,2,0.4,1,4.0,10,0,10,0,4,34.1,1656664,0,0,0,2,1620,108011,0,0,328,Leicester,Burnley,Southampton,Everton,Stoke,5.5,6.7,7.1,5.2,7.7,4.4,4.4,7.8,5.6,5.8,5.5,6.7,4.6,6.9,5.2,7.7,5.7,7.3,5.2,6.7,162.6
Levi,Lumeka,MID,CRY,4500000,0,1,0.0555555555555556,1.23456790123457e-08,2.22222222222222e-07,0,439,0,0,0,0,0,0,0,0.2,27,0,0,1,0,0.0,0,0.0,0,0,0,0,0,0.0,513,0,0,0,0,25,23,0,0,3,Swansea,Arsenal,Man City,Southampton,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3
Matt,Macey,GLK,ARS,5000000,0,0,0.0,0.0,0.0,0,205,0,0,0,0,0,0,0,0.0,27,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,226,0,0,0,0,0,25,0,0,0,Liverpool,Crystal Palace,West Brom,Chelsea,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Niki,Maenpaa,GLK,BHA,4000000,0,0,0.0,0.0,0.0,0,33922,0,0,0,0,0,0,0,0.0,962,0,0,0,0,0.0,0,0.0,0,0,0,0,0,1.1,23588,0,0,0,0,0,501,0,0,0,Watford,Chelsea,Newcastle,Bournemouth,West Brom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Harry,Maguire,DEF,LEI,5300000,0,67,3.7,6.981132075471699e-07,1.26415094339623e-05,0,371684,2,26,0,0,0,1,0,12.6,50824,3,0,67,-3,0.6,0,3.3,8,0,4,0,4,9.1,687530,0,0,0,1,1620,16866,0,0,377,Man Utd,Watford,Liverpool,Huddersfield,Chelsea,4.1,4.8,3.5,4.8,4.0,4.4,2.5,3.8,3.4,4.3,3.8,4.0,4.6,4.3,4.1,3.8,4.2,4.6,5.3,3.7,73.7
Riyad,Mahrez,MID,LEI,8600000,2,94,5.2,6.046511627906979e-07,1.0930232558139501e-05,0,473187,0,24,0,0,0,5,0,10.9,117585,1,0,94,-1,0.7,0,6.0,9,0,4,0,7,7.3,632319,0,0,0,1,1431,13714,0,0,308,Man Utd,Watford,Liverpool,Huddersfield,Chelsea,5.8,5.9,4.4,7.3,5.1,5.2,6.2,7.1,4.1,6.2,6.7,5.7,6.8,5.1,6.9,5.3,6.1,5.3,6.9,4.6,120.6
Ainsley,Maitland-Niles,MID,ARS,4500000,3,7,0.38888888888888895,8.641975308641981e-08,1.55555555555556e-06,0,796,0,0,0,0,0,0,0,1.6,90,0,0,7,0,0.2,0,1.0,0,0,2,0,0,0.0,1414,0,0,0,0,181,456,0,0,30,Liverpool,Crystal Palace,West Brom,Chelsea,Bournemouth,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,8.5
Moses,Makasi,MID,WHU,4500000,0,0,0.0,0.0,0.0,0,39,0,0,0,0,0,0,0,0.0,39,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,144,0,0,0,0,0,144,0,0,0,Newcastle,Bournemouth,West Brom,Tottenham,Huddersfield,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Scott,Malone,DEF,HUD,4300000,1,18,1.0,2.3255813953488398e-07,4.18604651162791e-06,0,13857,2,12,0,0,0,0,0,4.2,648,-2,0,18,2,0.1,0,0.5,3,0,1,0,1,0.2,16136,0,0,0,1,494,214,0,0,106,Southampton,Stoke,Burnley,Leicester,West Ham,0.5,0.6,0.7,0.5,0.9,0.5,0.6,0.5,0.5,0.5,0.5,0.5,1.3,0.5,0.5,0.7,0.5,0.5,0.5,0.7,22.8
Sadio,Mane,MID,LIV,9300000,0,54,3.0,3.2258064516129e-07,5.806451612903231e-06,0,1517218,2,11,0,0,0,4,0,5.7,31720,-2,1,54,2,0.3,0,3.2,5,0,5,0,3,7.2,695083,0,0,0,2,765,3880,-1,1,197,Arsenal,Swansea,Leicester,Burnley,Man City,1.7,3.4,2.7,2.1,1.7,3.0,2.2,2.7,2.4,3.3,3.3,1.5,2.3,2.1,2.6,3.2,2.3,2.8,2.0,2.9,87.7
Eliaquim,Mangala,DEF,MCI,5000000,2,14,0.7777777777777779,1.5555555555555599e-07,2.8e-06,0,9638,0,2,0,0,0,0,0,2.8,2186,0,0,14,0,0.4,0,2.0,0,0,1,0,0,0.3,17483,0,0,0,0,380,7199,0,0,71,Bournemouth,Newcastle,Crystal Palace,Watford,Liverpool,0.0,0.4,0.7,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,8.9
Javier,Manquillo,DEF,NEW,4400000,2,35,2.3,5.22727272727273e-07,7.95454545454546e-06,0,79265,1,23,0,0,0,0,0,8.0,3224,-1,0,35,1,0.3,0,1.2,1,0,3,0,0,1.1,72923,0,0,0,0,1350,751,0,0,189,West Ham,Man City,Brighton,Stoke,Swansea,2.0,1.6,2.7,1.8,1.9,1.5,2.3,2.8,2.1,1.6,1.6,2.1,1.7,2.5,1.4,2.4,1.2,2.5,2.4,2.2,36.0
Solomon,March,MID,BHA,5000000,2,38,2.1111111111111103,4.2222222222222205e-07,7.6e-06,0,40448,2,13,0,0,0,1,0,7.6,873,0,0,38,0,0.3,0,1.3,0,0,4,0,1,0.3,43372,0,0,0,0,1008,92,0,0,137,Watford,Chelsea,Newcastle,Bournemouth,West Brom,1.3,1.1,1.4,1.9,1.3,1.5,1.3,2.0,1.2,2.1,2.0,1.4,1.1,1.6,2.2,1.1,1.6,1.1,1.5,1.1,48.3
Adrian,Mariappa,DEF,WAT,4100000,0,22,1.6,3.9024390243902395e-07,5.365853658536589e-06,0,178604,2,24,0,0,0,0,0,5.4,16990,1,0,22,-1,0.4,0,1.7,0,0,2,0,0,6.3,325750,0,0,0,0,1029,14838,0,0,148,Brighton,Leicester,Swansea,Man City,Southampton,1.3,0.8,0.8,1.0,1.0,0.9,1.2,1.0,1.3,0.8,1.2,0.8,1.0,0.9,1.1,1.0,2.1,1.1,1.0,0.8,25.8
