FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Seamus,Coleman,DEF,EVE,6400000,0,0,0.0,0.0,0.0,0,8144,0,0,0,0,0,0,0,0.0,161,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.2,869,0,0,0,0,0,72,0,0,0,Chelsea,West Brom,Bournemouth,Man Utd,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
James,Collins,DEF,WHU,4300000,6,14,0.7777777777777779,1.8087855297157602e-07,3.2558139534883703e-06,0,16336,0,3,0,0,0,0,0,3.3,253,-2,0,14,2,0.2,0,1.0,0,0,2,0,0,0.2,8227,0,0,0,0,327,1526,0,0,71,Newcastle,Bournemouth,West Brom,Tottenham,Huddersfield,0.4,0.4,0.0,0.9,0.4,0.4,0.9,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,13.5
Francis,Coquelin,MID,ARS,4400000,1,6,0.33333333333333304,7.575757575757571e-08,1.36363636363636e-06,0,34950,0,5,0,0,0,0,0,1.4,1009,-1,0,6,1,0.0,0,0.2,0,0,0,0,0,0.6,14713,0,0,0,0,149,247,0,0,32,Liverpool,Crystal Palace,West Brom,Chelsea,Bournemouth,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,4.4
Jack,Cork,MID,BUR,4600000,3,52,2.9,6.30434782608696e-07,1.1304347826087e-05,0,225061,4,12,0,0,0,1,0,11.3,15477,1,0,52,-1,0.5,0,2.5,3,0,9,0,1,3.9,372506,0,0,0,0,1620,10083,0,0,264,Tottenham,Man Utd,Huddersfield,Liverpool,Crystal Palace,2.6,1.4,2.1,2.2,2.0,2.5,2.4,1.6,2.8,2.7,3.5,2.0,2.4,2.2,2.3,2.6,2.1,2.8,1.6,3.0,63.9
,Costa,FWD,CHE,9500000,0,0,0.0,0.0,0.0,0,65375,0,0,0,0,0,0,0,0.0,162,-5,0,0,5,0.0,0,0.0,0,0,0,0,0,0.4,2350,0,0,0,0,0,15,0,0,0,Everton,Brighton,Stoke,Arsenal,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thibaut,Courtois,GLK,CHE,5500000,6,74,4.1,7.454545454545451e-07,1.34545454545455e-05,0,497133,0,14,0,39,0,0,0,13.5,19591,0,0,74,0,0.6,0,3.5,2,0,8,0,0,13.4,320511,0,0,0,0,1620,6941,0,0,326,Everton,Brighton,Stoke,Arsenal,Leicester,3.0,5.7,5.0,3.4,4.1,4.9,4.4,5.5,5.5,3.3,3.9,5.9,4.4,5.3,6.0,4.6,5.5,4.1,4.8,4.0,27.4
Philippe,Coutinho,MID,LIV,9000000,13,80,4.44444444444444,4.938271604938271e-07,8.88888888888889e-06,0,884550,0,10,0,0,0,5,0,8.9,42772,0,0,80,0,0.7,0,6.2,12,0,4,0,6,11.5,1143385,0,0,0,4,848,72814,0,0,291,Arsenal,Swansea,Leicester,Burnley,Man City,3.3,5.9,4.9,4.0,3.3,5.3,4.1,4.8,4.4,5.7,5.8,2.9,4.3,4.0,4.8,5.6,4.3,5.1,3.9,5.1,127.8
Martin,Cranie,DEF,HUD,4000000,0,2,0.111111111111111,2.7777777777777797e-08,5e-07,0,15551,0,7,0,0,0,0,0,0.5,1100,0,0,2,0,0.0,0,0.0,0,0,0,0,0,0.3,21646,0,0,0,0,179,792,0,0,35,Southampton,Stoke,Burnley,Leicester,West Ham,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,4.7
Aaron,Cresswell,DEF,WHU,5000000,8,57,3.4,6.8e-07,1.1400000000000001e-05,0,71610,1,25,0,0,0,0,0,11.4,4705,0,0,57,0,0.9,0,4.3,6,0,6,0,2,2.5,170799,0,0,0,0,1404,92057,0,0,284,Newcastle,Bournemouth,West Brom,Tottenham,Huddersfield,3.9,2.7,0.0,7.3,2.6,3.7,5.1,3.4,4.2,2.7,2.7,4.2,3.9,4.0,3.1,4.1,2.2,3.2,2.4,3.4,60.1
Peter,Crouch,FWD,STK,4800000,2,36,2.6,5.41666666666667e-07,7.499999999999999e-06,0,188962,1,13,0,0,0,3,0,7.5,12773,-2,0,36,2,0.5,0,2.2,4,0,0,0,1,3.0,209535,0,0,0,0,573,20745,0,0,124,West Brom,Huddersfield,Chelsea,Newcastle,Man Utd,2.8,1.9,1.5,2.8,1.5,2.9,2.2,2.3,2.7,2.2,2.2,2.1,2.9,1.3,2.4,1.8,2.2,1.7,2.8,2.1,51.9
Charlie,Daniels,DEF,BOU,4900000,0,57,3.2,6.53061224489796e-07,1.16326530612245e-05,0,810545,0,23,0,0,0,1,0,11.6,110233,-1,0,57,1,0.4,0,2.0,4,0,4,0,1,9.3,420639,0,0,0,0,1585,2178,0,0,317,Man City,West Ham,Everton,Brighton,Arsenal,0.0,4.4,2.8,3.5,3.8,3.5,3.2,3.5,2.7,3.3,2.5,3.7,3.9,4.0,4.6,2.8,3.3,3.2,3.0,3.0,65.7
,Danilo,DEF,MCI,5000000,0,32,1.77777777777778,3.55555555555556e-07,6.4e-06,0,310797,1,2,0,0,0,0,0,6.4,3140,-5,0,32,5,0.3,0,1.3,1,0,4,0,1,1.8,156719,0,0,0,0,469,2805,0,0,145,Bournemouth,Newcastle,Crystal Palace,Watford,Liverpool,1.1,1.1,2.3,1.4,1.1,1.2,1.6,1.3,1.0,0.9,1.4,1.3,1.7,0.9,1.2,1.2,1.1,1.5,1.6,1.4,24.1
Scott,Dann,DEF,CRY,4700000,6,29,2.1,4.4680851063829794e-07,6.17021276595745e-06,0,63942,3,22,0,0,0,1,0,6.2,1069,-3,0,29,3,0.6,0,2.7,0,0,1,0,0,0.6,36129,0,0,0,0,1235,8840,0,0,188,Swansea,Arsenal,Man City,Southampton,Burnley,1.3,2.2,1.4,1.5,2.0,1.0,1.7,1.8,1.0,2.1,1.8,1.6,1.2,1.9,1.3,2.4,2.0,1.5,1.5,2.2,60.3
Karl,Darlow,GLK,NEW,4400000,0,9,0.5,1.13636363636364e-07,2.04545454545455e-06,0,13399,0,9,0,14,0,0,0,2.0,409,-1,0,9,1,0.3,0,1.5,0,0,0,0,0,0.2,2555,0,0,0,0,360,58,0,0,58,West Ham,Man City,Brighton,Stoke,Swansea,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,11.3
Matteo,Darmian,DEF,MUN,5000000,0,9,0.5,1e-07,1.8000000000000001e-06,0,31236,0,2,0,0,0,0,0,1.8,349,-5,0,9,5,0.0,0,0.2,0,0,1,0,0,0.2,6428,0,0,0,0,195,260,0,0,46,Leicester,Burnley,Southampton,Everton,Stoke,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,4.8
,David Luiz,DEF,CHE,5800000,0,29,1.61111111111111,2.77777777777778e-07,5e-06,0,1140339,2,9,0,0,0,1,0,5.0,13293,-2,0,29,2,0.0,0,0.0,0,0,3,0,1,8.5,320342,0,0,0,0,716,97,0,1,165,Everton,Brighton,Stoke,Arsenal,Leicester,0.0,0.0,0.0,0.0,0.0,1.2,1.0,1.4,1.4,0.8,0.9,2.3,1.0,1.3,1.7,1.1,1.4,0.9,1.1,0.9,26.3
,David Silva,MID,MCI,8200000,0,102,6.0,7.317073170731709e-07,1.2439024390243901e-05,0,1570823,3,11,0,0,0,5,0,12.3,322655,2,1,102,-2,0.7,0,5.8,15,0,8,0,8,15.4,2031200,0,0,0,3,1426,26847,-1,0,397,Bournemouth,Newcastle,Crystal Palace,Watford,Liverpool,0.0,0.0,6.8,6.2,5.8,8.1,7.9,6.8,7.1,5.8,6.6,7.1,7.3,7.6,6.8,6.0,7.9,6.9,8.6,7.4,176.8
Ben,Davies,DEF,TOT,5500000,1,64,4.6,8.36363636363636e-07,1.16363636363636e-05,0,1224237,1,11,0,0,0,2,0,11.6,52849,0,0,64,0,0.3,0,1.8,6,0,3,0,4,13.9,1529665,0,0,0,3,982,30969,0,0,268,Burnley,Southampton,Swansea,West Ham,Everton,4.8,6.0,0.0,11.3,5.2,5.0,5.9,4.4,6.5,5.3,6.7,4.4,5.9,5.1,4.9,5.0,5.3,6.2,5.1,5.2,84.0
Tom,Davies,MID,EVE,5200000,1,26,1.5,2.8846153846153803e-07,5e-06,0,61031,6,13,0,0,0,0,0,5.0,945,-3,0,26,3,0.2,0,1.2,0,0,3,0,2,0.4,31479,0,0,0,0,814,275,0,0,95,Chelsea,West Brom,Bournemouth,Man Utd,Tottenham,0.8,0.8,0.8,0.9,0.8,1.2,1.0,0.8,1.0,0.8,0.8,1.0,0.8,0.8,0.8,0.9,1.2,0.8,1.0,0.8,24.0
Steven,Davis,MID,SOU,5000000,0,58,3.6,7.2e-07,1.1599999999999999e-05,0,324525,0,17,0,0,0,3,0,11.6,21311,0,1,58,0,0.4,0,2.0,6,0,4,0,1,3.4,463524,0,0,0,2,1220,6833,-1,0,284,Huddersfield,Tottenham,Man Utd,Crystal Palace,Watford,4.4,2.6,2.2,3.7,3.5,3.4,3.6,3.3,2.9,3.1,3.6,3.6,4.1,3.1,2.5,3.2,3.2,4.0,3.7,2.2,71.0
Craig,Dawson,DEF,WBA,4800000,0,27,1.5,3.125e-07,5.625e-06,0,300348,1,10,0,0,0,0,0,5.6,2643,-2,0,27,2,0.0,0,0.0,1,0,3,0,0,1.1,81177,0,0,0,0,810,11,0,0,144,Stoke,Everton,Arsenal,West Ham,Brighton,0.0,0.9,1.3,1.0,1.5,0.8,0.8,1.1,0.9,1.4,1.2,0.9,0.8,1.2,1.0,0.8,1.1,0.8,1.3,1.7,25.3
Kevin,De Bruyne,MID,MCI,10300000,10,113,6.3,6.11650485436893e-07,1.09708737864078e-05,0,1291071,1,12,0,0,0,6,0,11.0,10732,3,-1,113,-3,0.7,0,6.8,16,0,8,0,8,26.6,1239773,0,0,0,2,1543,222108,1,0,490,Bournemouth,Newcastle,Crystal Palace,Watford,Liverpool,8.4,8.2,7.3,6.6,6.2,8.6,8.4,7.3,7.6,6.2,7.1,7.7,7.8,7.9,7.3,6.5,8.3,7.4,9.1,7.9,195.5
David,de Gea,GLK,MUN,5900000,3,99,5.5,9.32203389830508e-07,1.6779661016949202e-05,0,514473,0,12,0,70,0,0,0,16.8,21087,4,0,99,-4,0.9,0,5.2,10,0,10,0,0,44.2,927328,0,0,0,0,1620,30644,0,0,412,Leicester,Burnley,Southampton,Everton,Stoke,5.0,8.1,7.8,3.9,7.9,5.8,5.7,8.2,5.4,8.0,6.0,7.7,5.8,7.2,5.2,8.2,5.4,8.2,6.0,7.6,47.8
Siem,de Jong,MID,NEW,4900000,0,0,0.0,0.0,0.0,0,9524,0,0,0,0,0,0,0,0.0,25,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,517,0,0,0,0,0,1,0,0,0,West Ham,Man City,Brighton,Stoke,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mathieu,Debuchy,DEF,ARS,4500000,0,0,0.0,0.0,0.0,0,572,0,0,0,0,0,0,0,0.0,109,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,847,0,0,0,0,0,117,0,0,0,Liverpool,Crystal Palace,West Brom,Chelsea,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Troy,Deeney,FWD,WAT,6300000,-2,27,2.1,3.3333333333333304e-07,4.28571428571429e-06,0,62274,1,14,0,0,0,2,0,4.3,7338,-2,0,27,2,0.2,0,1.5,1,0,1,0,1,0.4,38290,0,0,0,0,628,126,0,1,95,Brighton,Leicester,Swansea,Man City,Southampton,0.0,0.0,0.0,0.0,1.5,1.8,2.2,1.0,1.5,1.8,1.8,1.1,1.4,1.6,1.3,1.5,1.8,1.4,1.8,1.2,41.9
Jermain,Defoe,FWD,BOU,7600000,2,41,2.7,3.5526315789473703e-07,5.39473684210526e-06,0,194834,1,15,0,0,0,3,0,5.4,4166,-4,0,41,4,0.5,0,3.5,4,0,2,0,1,1.5,45689,0,0,0,1,787,1763,0,0,129,Man City,West Ham,Everton,Brighton,Arsenal,0.0,0.0,0.0,0.0,0.0,2.0,1.7,3.2,2.0,2.9,2.4,2.5,2.9,2.7,2.9,1.9,2.5,2.4,2.4,1.9,60.1
Steven,Defour,MID,BUR,5400000,3,47,2.6,4.81481481481482e-07,8.7037037037037e-06,0,22489,3,9,0,0,0,0,0,8.7,561,-1,0,47,1,0.5,0,2.7,0,0,11,0,1,0.3,18015,0,0,0,0,1482,436,0,0,247,Tottenham,Man Utd,Huddersfield,Liverpool,Crystal Palace,2.2,1.3,1.7,1.8,1.6,2.1,2.0,1.3,2.4,2.3,3.0,1.7,2.0,1.8,1.9,2.2,1.8,2.3,1.3,2.6,51.6
Damien,Delaney,DEF,CRY,4200000,0,0,0.0,0.0,0.0,0,22104,0,4,0,0,0,0,0,0.0,570,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,0.2,2870,0,0,0,0,90,23,0,0,19,Swansea,Arsenal,Man City,Southampton,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
Fabian,Delph,MID,MCI,4500000,1,36,2.0,4.44444444444444e-07,8e-06,0,75232,1,10,0,0,0,1,0,8.0,6119,0,0,36,0,0.4,0,2.0,0,0,4,0,1,1.0,106604,0,0,0,0,1082,5149,0,0,253,Bournemouth,Newcastle,Crystal Palace,Watford,Liverpool,1.6,1.5,1.2,1.0,1.0,1.6,1.6,1.2,1.3,1.0,1.2,1.3,1.4,1.5,1.2,1.0,1.7,1.2,1.8,1.4,46.2
Mousa,Dembele,MID,TOT,4900000,1,23,1.27777777777778,2.6077097505668897e-07,4.69387755102041e-06,0,152023,2,14,0,0,0,0,0,4.7,2085,-1,0,23,1,0.4,0,1.8,3,0,1,0,0,1.5,73859,0,0,0,0,812,864,0,0,158,Burnley,Southampton,Swansea,West Ham,Everton,0.6,0.7,0.0,1.6,1.1,0.6,0.7,0.6,0.9,0.6,1.0,0.6,0.9,0.6,0.6,0.6,0.6,0.6,0.6,0.7,30.3
Laurent,Depoitre,FWD,HUD,5300000,13,55,3.7,6.981132075471699e-07,1.0377358490566001e-05,0,52547,1,20,0,0,0,4,0,10.6,8187,-2,-1,55,2,0.8,0,4.0,8,0,3,0,2,2.4,167092,0,0,0,1,1013,107077,1,0,171,Southampton,Stoke,Burnley,Leicester,West Ham,3.2,5.3,4.2,3.2,4.8,4.0,4.2,2.2,4.7,3.1,2.5,4.3,5.0,3.3,3.0,4.2,2.2,5.1,3.0,4.6,57.0
Mohamed,Diame,MID,NEW,4600000,1,16,0.8888888888888891,1.93236714975845e-07,3.47826086956522e-06,0,12423,0,8,0,0,0,0,0,3.5,187,-4,0,16,4,0.3,0,1.2,0,0,0,0,0,0.1,2783,0,0,0,0,383,49,0,0,55,West Ham,Man City,Brighton,Stoke,Swansea,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.5,0.4,0.5,0.4,0.4,14.3
Brahim,Diaz,MID,MCI,4700000,0,0,0.0,0.0,0.0,0,3610,0,0,0,0,0,0,0,0.0,74,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,0.0,1076,0,0,0,0,0,44,0,0,0,Bournemouth,Newcastle,Crystal Palace,Watford,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eric,Dier,MID,TOT,4700000,2,39,2.2,4.68085106382979e-07,8.297872340425529e-06,0,204434,3,16,0,0,0,0,0,8.1,5982,-3,1,39,3,0.4,0,2.0,0,0,7,0,0,2.4,115006,0,0,0,0,1516,2438,-1,0,234,Burnley,Southampton,Swansea,West Ham,Everton,1.2,1.8,0.0,3.9,2.4,1.3,1.7,1.1,2.1,1.2,2.4,1.6,2.2,1.1,1.3,1.1,1.1,1.5,1.3,1.8,59.8
Mame Biram,Diouf,FWD,STK,5600000,2,60,3.5,6.25e-07,1.0714285714285699e-05,0,293036,1,35,0,0,0,4,0,10.7,30808,1,0,60,-1,0.5,0,2.8,5,0,2,0,2,5.4,538130,0,0,0,0,1479,33644,0,0,238,West Brom,Huddersfield,Chelsea,Newcastle,Man Utd,4.2,3.0,2.5,4.3,2.5,4.4,3.5,3.7,4.1,3.5,3.5,3.4,4.4,2.2,3.7,2.9,3.5,2.8,4.3,3.3,89.6
Abdoulaye,Doucoure,MID,WAT,5400000,7,78,4.3,7.96296296296296e-07,1.44444444444444e-05,0,920147,5,33,0,0,0,6,0,14.4,207007,4,0,78,-4,0.7,0,3.8,12,0,5,0,0,12.1,1434566,0,0,0,1,1620,4948,0,0,362,Brighton,Leicester,Swansea,Man City,Southampton,0.0,4.1,5.0,3.4,4.1,4.6,4.7,3.7,4.5,5.4,4.7,3.7,3.7,4.7,4.3,4.5,4.4,3.8,4.9,3.3,100.7
Aleksandar,Dragovic,DEF,LEI,4900000,0,0,0.0,0.0,0.0,0,1165,0,0,0,0,0,0,0,0.0,63,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,1165,0,0,0,0,0,48,0,0,0,Man Utd,Watford,Liverpool,Huddersfield,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daniel,Drinkwater,MID,CHE,4800000,0,9,0.5,1.04166666666667e-07,1.875e-06,0,17100,0,3,0,0,0,0,0,1.9,398,-2,0,9,2,0.2,0,1.0,0,0,0,0,0,0.2,8400,0,0,0,0,236,132,0,0,46,Everton,Brighton,Stoke,Arsenal,Leicester,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,13.1
Shane,Duffy,DEF,BHA,4600000,5,58,3.2,6.956521739130439e-07,1.26086956521739e-05,0,118248,5,22,0,0,0,0,0,12.6,37103,1,0,58,-1,0.6,0,2.8,5,0,7,0,1,2.4,215141,0,0,0,1,1602,1277,0,0,314,Watford,Chelsea,Newcastle,Bournemouth,West Brom,0.0,3.0,2.5,3.2,3.0,3.7,3.0,4.5,2.9,3.2,4.0,1.8,2.5,3.0,4.1,3.7,3.9,2.8,3.5,2.6,76.3
Paul,Dummett,DEF,NEW,4200000,0,1,0.0555555555555556,1.32275132275132e-08,2.38095238095238e-07,0,36503,0,0,0,0,0,0,0,0.2,121,-3,0,1,3,0.0,0,0.0,0,0,0,0,0,0.1,1505,0,0,0,0,7,127,0,0,4,West Ham,Man City,Brighton,Stoke,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5
Lewis,Dunk,DEF,BHA,4400000,8,44,2.4,5.454545454545451e-07,1e-05,0,104808,4,23,0,0,0,0,0,10.0,4929,-1,0,44,1,0.5,0,2.2,3,0,6,0,0,2.9,170654,3,0,0,0,1620,21716,0,0,297,Watford,Chelsea,Newcastle,Bournemouth,West Brom,2.5,1.9,1.6,2.1,1.9,2.4,1.9,3.1,1.8,2.1,2.6,1.2,1.5,1.9,2.8,2.8,2.6,1.8,2.3,1.6,75.2
Nathan,Dyer,MID,SWA,4400000,1,12,0.666666666666667,1.51515151515151e-07,2.7272727272727298e-06,0,6843,2,9,0,0,0,0,0,2.7,361,-1,0,12,1,0.2,0,1.0,0,0,1,0,0,0.1,8527,0,0,0,0,437,188,0,0,44,Crystal Palace,Liverpool,Watford,Tottenham,Newcastle,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,15.7
,Ederson,GLK,MCI,5500000,2,67,3.7,6.727272727272729e-07,1.2181818181818199e-05,0,195982,0,12,0,28,0,0,0,12.2,8272,0,0,67,0,0.6,0,3.2,2,0,7,0,0,5.1,198017,0,0,0,0,1575,16894,0,0,304,Bournemouth,Newcastle,Crystal Palace,Watford,Liverpool,3.6,3.6,4.8,4.2,3.7,3.9,4.6,3.9,3.3,3.1,4.2,4.1,4.9,2.7,3.9,3.9,3.6,4.4,4.6,4.1,24.8
,Eduardo,GLK,CHE,4800000,0,0,0.0,0.0,0.0,0,2887,0,0,0,0,0,0,0,0.0,63,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.1,768,0,0,0,0,0,25,0,0,0,Everton,Brighton,Stoke,Arsenal,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thomas,Edwards,DEF,STK,4000000,0,0,0.0,0.0,0.0,0,1710,0,7,0,0,0,0,0,0.0,186,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,3280,0,0,0,0,121,258,0,0,21,West Brom,Huddersfield,Chelsea,Newcastle,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4
Robert,Elliot,GLK,NEW,4100000,3,45,3.2,7.804878048780491e-07,1.09756097560976e-05,0,392136,0,18,0,35,0,0,0,11.0,22686,1,0,45,-1,0.2,0,0.7,2,0,3,0,0,23.3,759859,0,0,0,2,1260,12001,0,0,229,West Ham,Man City,Brighton,Stoke,Swansea,3.3,2.8,4.2,3.0,3.1,2.6,3.7,3.8,3.4,2.7,2.7,3.5,2.8,4.0,2.4,3.9,1.8,4.0,3.8,3.6,28.1
Mohamed,Elneny,MID,ARS,4200000,0,11,0.6111111111111109,1.4550264550264599e-07,2.61904761904762e-06,0,225709,1,5,0,0,0,0,0,2.6,8535,-3,1,11,3,0.0,0,0.0,0,0,1,0,1,2.6,179574,0,0,0,0,263,9913,-1,0,54,Liverpool,Crystal Palace,West Brom,Chelsea,Bournemouth,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,14.8
Christian,Eriksen,MID,TOT,9300000,7,99,5.5,5.913978494623661e-07,1.06451612903226e-05,0,1368264,0,16,0,0,0,5,0,10.6,26864,-2,0,99,2,0.6,0,5.7,15,0,8,0,5,14.7,1253732,0,0,0,2,1512,36147,0,0,379,Burnley,Southampton,Swansea,West Ham,Everton,5.3,7.0,0.0,14.5,8.2,5.8,6.7,4.3,7.7,5.2,8.2,6.3,7.8,5.1,5.6,4.8,5.0,6.1,5.7,6.9,157.2
Jonny,Evans,DEF,WBA,4900000,5,37,2.5,5.102040816326529e-07,7.55102040816327e-06,0,48428,4,22,0,0,0,1,0,7.6,1148,-1,0,37,1,0.7,0,3.2,1,0,3,0,1,0.8,45984,1,0,0,0,1291,5338,0,0,252,Stoke,Everton,Arsenal,West Ham,Brighton,2.0,2.0,2.8,2.2,3.1,1.2,1.7,2.5,2.1,2.9,2.6,2.0,1.7,2.6,2.2,1.3,2.4,1.7,2.8,2.9,42.3
Lukasz,Fabianski,GLK,SWA,4600000,9,80,4.4,9.56521739130435e-07,1.73913043478261e-05,0,210188,0,25,0,72,0,0,0,17.4,10057,1,0,80,-1,1.2,0,5.3,7,0,6,0,0,8.5,414600,0,0,1,2,1620,16320,0,0,387,Crystal Palace,Liverpool,Watford,Tottenham,Newcastle,6.3,4.6,6.1,5.8,4.5,5.2,5.8,4.2,5.6,5.5,6.5,4.5,5.3,3.7,5.2,4.5,4.4,5.5,4.6,5.4,51.5
Cesc,Fabregas,MID,CHE,6900000,1,48,3.0,4.3478260869565203e-07,6.95652173913044e-06,0,607932,1,11,0,0,0,1,0,7.0,24077,-1,0,48,1,0.2,0,1.5,3,0,6,0,3,3.9,377672,0,0,0,1,1158,2480,0,1,282,Everton,Brighton,Stoke,Arsenal,Leicester,2.7,2.8,2.7,1.8,2.6,2.1,3.1,2.6,3.1,1.6,1.6,2.8,2.2,2.6,3.2,2.5,3.5,3.1,2.2,2.7,130.9
Adam,Federici,GLK,BOU,4000000,0,0,0.0,0.0,0.0,0,119838,0,0,0,0,0,0,0,0.0,2482,0,0,0,0,0.0,0,0.0,0,0,0,0,0,2.5,12826,0,0,0,0,0,176,0,0,0,Man City,West Ham,Everton,Brighton,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sofiane,Feghouli,MID,WHU,5500000,0,0,0.0,0.0,0.0,0,1407,0,0,0,0,0,0,0,0.0,4,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,80,0,0,0,0,0,1,0,0,0,Newcastle,Bournemouth,West Brom,Tottenham,Huddersfield,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marouane,Fellaini,MID,MUN,4700000,0,32,1.77777777777778,3.7825059101654797e-07,6.80851063829787e-06,0,193636,1,0,0,0,0,3,0,6.7,3129,-3,1,32,3,0.0,0,0.2,3,0,3,0,0,0.7,188918,0,0,0,1,373,88,-1,0,110,Leicester,Burnley,Southampton,Everton,Stoke,0.0,1.4,1.3,0.9,1.4,0.9,0.9,1.8,0.9,1.2,0.9,1.1,0.9,1.7,0.9,1.6,1.0,1.6,0.9,1.1,43.7
Leroy,Fer,MID,SWA,5200000,6,33,2.1,4.0384615384615397e-07,6.34615384615385e-06,0,36773,5,20,0,0,0,1,0,6.3,450,-3,1,33,3,0.3,0,1.8,0,0,3,0,1,0.2,16609,0,0,0,0,1102,235,-1,0,159,Crystal Palace,Liverpool,Watford,Tottenham,Newcastle,0.0,1.0,1.5,1.4,1.6,1.2,1.8,1.3,1.6,1.2,1.8,1.3,1.5,1.0,1.4,2.1,1.0,1.3,1.6,1.5,46.3
