FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
Vincent,Kompany,DEF,MCI,5900000,0,3,0.03125,5.296610169491529e-09,5.084745762711859e-07,0,20583,2,3,0,0,0,0,0,0.5,340,-1,0,3,1,0.0,0,0.0,0,0,0,0,0,0.4,8609,0,173,0,0,204,318,0,0,25,Southampton,Man Utd,Middlesbrough,Crystal Palace,Leicester,0.0,0.0,0.0,0.0,0.0,0.0
Arouna,Kone,FWD,EVE,5100000,0,3,0.03125,6.127450980392161e-09,5.882352941176471e-07,0,69738,0,0,0,0,0,0,0,0.6,139,-4,0,3,4,0.0,0,0.0,0,0,0,0,0,0.7,15641,0,289,0,0,46,87,0,0,9,Burnley,West Ham,Chelsea,Swansea,Watford,0.0,0.0,0.0,0.0,0.0,0.0
Lamine,Kone,DEF,SUN,4300000,1,58,2.3,5.348837209302331e-07,1.34883720930233e-05,0,114329,4,41,0,0,0,1,0,13.5,2448,-2,0,58,2,0.2,0,0.8,5,0,4,0,0,1.7,90771,0,176,0,2,2183,2762,0,0,377,West Ham,Middlesbrough,Bournemouth,Hull City,Swansea,2.9,1.6,2.6,1.6,4.3,1.7
Dimitrios,Konstantopoulos,GLK,MID,4100000,0,0,0.0,0.0,0.0,0,6706,0,0,0,0,0,0,0,0.0,37,-4,0,0,4,0.0,0,0.0,0,0,0,0,0,0.1,1051,0,0,0,0,0,5,0,0,0,Arsenal,Bournemouth,Sunderland,Man City,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0
Laurent,Koscielny,DEF,ARS,6100000,0,107,4.0,6.557377049180329e-07,1.75409836065574e-05,0,789717,3,32,0,0,0,2,0,17.3,32316,1,1,107,-1,0.0,0,0.3,19,0,8,0,1,11.3,899268,0,493,0,3,2358,695,-1,0,622,Middlesbrough,Leicester,Tottenham,Man Utd,Southampton,0.0,4.7,3.5,8.5,9.2,4.9
Cheikhou,Kouyate,MID,WHU,5000000,7,65,2.4,4.8e-07,1.3000000000000001e-05,0,92879,3,44,0,0,0,1,0,13.0,138,-5,0,65,5,0.7,0,3.3,0,0,6,0,1,0.7,24234,0,498,0,0,2375,1360,0,0,383,Sunderland,Everton,Stoke,Tottenham,Liverpool,2.0,2.2,1.4,1.8,1.4,1.5
Dusan,Kuciak,GLK,HUL,4000000,0,0,0.0,0.0,0.0,0,6574,0,0,0,0,0,0,0,0.0,104,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.2,7898,0,0,0,0,0,6,0,0,0,Stoke,Watford,Southampton,Sunderland,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0
Olayinka Fredrick Oladotun,Ladapo,FWD,CRY,4500000,0,0,0.0,0.0,0.0,0,1095,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,905,0,0,0,0,0,5,0,0,0,Leicester,Liverpool,Tottenham,Burnley,Man City,0.0,0.0,0.0,0.0,0.0,0.0
Daniel,Lafferty,DEF,BUR,4000000,0,0,0.0,0.0,0.0,0,23260,0,0,0,0,0,0,0,0.0,69,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.3,3154,0,0,0,0,0,3,0,0,0,Everton,Man Utd,Crystal Palace,West Brom,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0
Adam,Lallana,MID,LIV,6800000,0,123,1.28125,1.88419117647059e-07,1.80882352941176e-05,0,1827129,3,32,0,0,0,7,0,18.1,25533,-2,0,123,2,0.1,0,0.5,13,0,6,0,7,8.9,1886729,0,416,0,3,2064,499,0,0,488,West Brom,Crystal Palace,Watford,Southampton,West Ham,0.0,0.0,0.0,0.7,0.6,0.9
Rickie,Lambert,FWD,WBA,5400000,0,1,1.0,1.85185185185185e-07,1.85185185185185e-07,0,8261,0,0,0,0,0,0,0,0.2,12,-1,0,1,1,0.0,0,0.0,0,0,0,0,0,0.1,1429,0,72,0,0,13,10,0,0,3,Liverpool,Leicester,Burnley,Chelsea,Man City,0.0,0.0,0.0,0.0,0.0,0.0
Erik,Lamela,MID,TOT,6600000,0,28,0.29166666666666696,4.4191919191919203e-08,4.24242424242424e-06,0,537202,1,2,0,0,0,1,0,4.2,363,-4,0,28,4,0.0,1,0.0,4,0,4,0,1,3.3,303091,0,519,0,0,595,51,0,0,93,Bournemouth,Crystal Palace,Arsenal,West Ham,Man Utd,0.0,0.0,0.0,0.0,0.0,0.1
Manuel,Lanzini,MID,WHU,6300000,2,113,1.17708333333333,1.8683862433862398e-07,1.7936507936507896e-05,0,132155,7,46,0,0,0,7,0,17.7,23695,-2,1,113,2,0.6,0,3.8,18,0,6,0,3,3.0,250348,0,381,0,3,2168,6078,-1,0,523,Sunderland,Everton,Stoke,Tottenham,Liverpool,0.6,0.7,0.6,0.6,0.6,0.6
Sebastian,Larsson,MID,SUN,4700000,-2,28,1.6,3.4042553191489397e-07,5.95744680851064e-06,0,2259,3,26,0,0,0,0,0,6.0,151,-3,0,28,3,0.2,0,0.8,0,0,3,0,1,0.0,1898,0,58,0,0,1186,8,0,1,155,West Ham,Middlesbrough,Bournemouth,Hull City,Swansea,0.0,0.0,0.0,0.9,1.9,0.8
Grant,Leadbitter,MID,MID,4400000,4,23,0.239583333333333,5.44507575757576e-08,5.22727272727273e-06,0,1599,0,6,0,0,0,1,0,5.2,30,-6,0,23,6,0.3,0,1.5,1,0,3,0,0,0.0,1666,0,0,0,0,464,77,0,0,101,Arsenal,Bournemouth,Sunderland,Man City,Chelsea,0.1,0.2,0.1,0.1,0.1,0.1
Michael,Ledger,DEF,SUN,4000000,0,0,0.0,0.0,0.0,0,330,0,0,0,0,0,0,0,0.0,16,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,523,0,0,0,0,0,1,0,0,0,West Ham,Middlesbrough,Bournemouth,Hull City,Swansea,0.0,0.0,0.0,0.0,0.0,0.0
Joe,Ledley,MID,CRY,4300000,0,40,0.4166666666666671,9.68992248062016e-08,9.30232558139535e-06,0,39183,1,26,0,0,0,1,0,9.3,245,-2,0,40,2,0.0,0,0.0,1,0,2,0,1,0.4,27578,0,121,0,0,1160,122,0,0,201,Leicester,Liverpool,Tottenham,Burnley,Man City,0.2,0.4,0.2,0.2,0.2,0.2
,Lee Chung-yong,MID,CRY,4200000,0,23,0.239583333333333,5.7043650793650805e-08,5.47619047619048e-06,0,18916,0,10,0,0,0,0,0,5.5,317,-3,0,23,3,0.0,0,0.0,0,0,2,0,1,0.3,19187,0,56,0,0,437,223,0,0,100,Leicester,Liverpool,Tottenham,Burnley,Man City,0.1,0.2,0.1,0.1,0.1,0.1
Jonathan,Leko,MID,WBA,4200000,0,10,0.10416666666666699,2.48015873015873e-08,2.38095238095238e-06,0,48749,0,3,0,0,0,0,0,2.4,660,-3,0,10,3,0.0,0,0.0,0,0,0,0,1,0.6,52355,0,28,0,0,105,293,0,0,33,Liverpool,Leicester,Burnley,Chelsea,Man City,0.1,0.0,0.1,0.1,0.2,0.1
Brian,Lenihan,DEF,HUL,3900000,0,0,0.0,0.0,0.0,0,83170,0,0,0,0,0,0,0,0.0,970,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,1.2,73402,0,0,0,0,0,170,0,0,0,Stoke,Watford,Southampton,Sunderland,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0
Aaron,Lennon,MID,EVE,5500000,0,22,0.229166666666667,4.1666666666666696e-08,4e-06,0,14766,0,5,0,0,0,0,0,4.0,108,-5,0,22,5,0.0,0,0.0,0,0,2,0,1,0.2,4026,0,278,0,0,509,17,0,0,104,Burnley,West Ham,Chelsea,Swansea,Watford,0.0,0.1,0.1,0.1,0.1,0.1
Jeremain,Lens,MID,SUN,5900000,0,2,1.0,1.6949152542372902e-07,3.3898305084745803e-07,0,2568,0,1,0,0,0,0,0,0.3,7,-1,0,2,1,0.0,0,0.0,0,0,0,0,0,0.0,252,0,180,0,0,69,7,0,0,12,West Ham,Middlesbrough,Bournemouth,Hull City,Swansea,0.0,0.0,0.0,0.0,0.0,0.0
Joleon,Lescott,DEF,SUN,3900000,0,1,0.0104166666666667,2.67094017094017e-09,2.56410256410256e-07,0,5800,0,0,0,0,0,0,0,0.3,672,-1,0,1,1,0.0,0,0.0,0,0,0,0,0,0.3,16723,0,0,0,0,34,866,0,0,5,West Ham,Middlesbrough,Bournemouth,Hull City,Swansea,0.0,0.0,0.0,0.0,0.0,0.0
Harry,Lewis,GLK,SOU,4000000,0,0,0.0,0.0,0.0,0,407,0,0,0,0,0,0,0,0.0,22,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,940,0,0,0,0,0,27,0,0,0,Man City,Chelsea,Hull City,Liverpool,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0
Jesse,Lingard,MID,MUN,5600000,2,47,0.4895833333333329,8.74255952380952e-08,8.39285714285714e-06,0,55768,2,9,0,0,0,1,0,8.4,2735,-4,0,47,4,0.8,0,4.3,3,0,6,0,2,0.7,40721,0,318,0,1,996,3429,0,0,194,Chelsea,Burnley,Man City,Swansea,Arsenal,0.2,0.4,0.2,0.2,0.4,0.2
Jake,Livermore,MID,WBA,4800000,2,65,2.1,4.375e-07,1.35416666666667e-05,0,9655,5,53,0,0,0,1,0,13.5,189,-2,0,65,2,0.4,0,1.8,2,0,4,0,1,0.1,8539,0,0,0,0,2468,85,0,1,409,Liverpool,Leicester,Burnley,Chelsea,Man City,1.2,0.0,2.2,1.2,2.3,1.2
Fernando,Llorente,FWD,SWA,6300000,1,108,4.0,6.349206349206351e-07,1.7142857142857098e-05,0,931486,2,48,0,0,0,11,0,17.1,39555,-2,0,108,2,0.1,0,0.8,14,0,3,0,2,7.6,1122657,0,0,0,4,1950,14252,0,0,379,Watford,Stoke,Man Utd,Everton,Sunderland,3.8,5.1,3.9,4.7,4.5,4.9
Hugo,Lloris,GLK,TOT,5500000,6,112,4.1,7.454545454545451e-07,2.03636363636364e-05,0,345686,0,20,0,60,0,0,0,20.4,3608,0,0,112,0,0.7,0,4.0,5,0,12,0,0,7.9,315975,0,419,0,0,2374,23852,0,0,521,Bournemouth,Crystal Palace,Arsenal,West Ham,Man Utd,6.0,4.6,6.1,4.6,6.9,3.7
Ruben,Loftus-Cheek,MID,CHE,5000000,0,5,0.0520833333333333,1.04166666666667e-08,1e-06,0,4028,0,0,0,0,0,0,0,1.0,6,-5,0,5,5,0.2,0,0.8,0,0,0,0,0,0.1,441,0,68,0,0,27,2,0,0,16,Man Utd,Southampton,Everton,Middlesbrough,West Brom,0.0,0.0,0.0,0.0,0.0,0.0
Chris,Long,FWD,BUR,4500000,0,0,0.0,0.0,0.0,0,34039,0,0,0,0,0,0,0,0.0,88,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.3,5668,0,0,0,0,0,54,0,0,0,Everton,Man Utd,Crystal Palace,West Brom,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0
Kevin,Long,DEF,BUR,4000000,0,0,0.0,0.0,0.0,0,6143,0,0,0,0,0,0,0,0.0,88,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,7703,0,0,0,0,0,25,0,0,0,Everton,Man Utd,Crystal Palace,West Brom,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0
Shane,Long,FWD,SOU,6100000,2,49,1.9,3.11475409836066e-07,8.0327868852459e-06,0,492186,2,18,0,0,0,3,0,8.0,2607,-4,0,49,4,0.2,0,1.5,2,0,2,0,1,3.1,108081,0,435,0,0,1070,1122,0,0,137,Man City,Chelsea,Hull City,Liverpool,Arsenal,1.6,1.0,2.2,2.9,2.4,1.8
Ademola,Lookman,MID,EVE,5100000,0,14,0.145833333333333,2.85947712418301e-08,2.7450980392156897e-06,0,7370,0,2,0,0,0,1,0,2.7,284,-4,1,14,4,0.0,0,0.0,0,0,1,0,0,0.1,9292,0,0,0,0,243,23,-1,0,33,Burnley,West Ham,Chelsea,Swansea,Watford,0.1,0.1,0.1,0.1,0.1,0.1
Donald,Love,DEF,SUN,3900000,0,19,0.197916666666667,5.0747863247863206e-08,4.87179487179487e-06,0,204660,1,10,0,0,0,0,0,4.9,3900,-1,0,19,1,0.0,0,0.0,1,0,1,0,1,3.8,319229,0,3,0,0,521,941,0,0,119,West Ham,Middlesbrough,Bournemouth,Hull City,Swansea,0.1,0.1,0.1,0.1,0.2,0.1
Dejan,Lovren,DEF,LIV,4800000,2,74,3.2,6.66666666666667e-07,1.5416666666666698e-05,0,431092,5,29,0,0,0,2,0,15.4,3188,-2,0,74,2,0.3,0,1.3,4,0,6,0,1,4.1,457206,0,248,0,0,2025,3972,0,0,442,West Brom,Crystal Palace,Watford,Southampton,West Ham,3.1,4.1,2.2,4.3,3.6,3.7
Matthew,Lowton,DEF,BUR,4500000,6,80,2.7,6e-07,1.77777777777778e-05,0,35658,8,42,0,0,0,0,0,17.8,827,0,0,80,0,1.1,0,4.8,5,0,8,0,2,0.8,50976,0,0,0,0,2700,1803,0,0,537,Everton,Man Utd,Crystal Palace,West Brom,Bournemouth,1.4,2.3,2.3,3.6,2.1,3.8
Leiva,Lucas,MID,LIV,4400000,0,30,0.3125,7.10227272727273e-08,6.81818181818182e-06,0,11609,2,15,0,0,0,0,0,6.8,341,-1,0,30,1,0.5,0,2.3,2,0,1,0,1,0.2,11818,0,253,0,0,758,176,0,0,162,West Brom,Crystal Palace,Watford,Southampton,West Ham,0.2,0.2,0.2,0.2,0.2,0.2
Greg,Luer,FWD,HUL,4400000,0,0,0.0,0.0,0.0,0,5820,0,0,0,0,0,0,0,0.0,69,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,6294,0,0,0,0,0,61,0,0,0,Stoke,Watford,Southampton,Sunderland,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0
Romelu,Lukaku,FWD,EVE,10500000,13,199,6.4,6.0952380952381e-07,1.8952380952381e-05,0,1900003,3,34,0,0,0,23,0,19.1,12221,15,-1,199,-15,0.8,0,8.3,31,0,11,0,6,47.0,3498840,0,754,0,6,2726,90884,1,0,757,Burnley,West Ham,Chelsea,Swansea,Watford,9.6,7.3,8.4,7.3,9.6,6.9
Shaun,MacDonald,MID,BOU,4500000,0,0,0.0,0.0,0.0,0,4169,0,0,0,0,0,0,0,0.0,16,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,390,0,3,0,0,0,4,0,0,0,Tottenham,Middlesbrough,Sunderland,Stoke,Burnley,0.0,0.0,0.0,0.0,0.0,0.0
Matt,Macey,GLK,ARS,4000000,0,0,0.0,0.0,0.0,0,26,0,0,0,0,0,0,0,0.0,21,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,82,0,0,0,0,0,38,0,0,0,Middlesbrough,Leicester,Tottenham,Man Utd,Southampton,0.0,0.0,0.0,0.0,0.0,0.0
Pablo,Maffeo,DEF,MCI,4500000,0,0,0.0,0.0,0.0,0,875,0,0,0,0,0,0,0,0.0,6,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,719,0,0,0,0,0,3,0,0,0,Southampton,Man Utd,Middlesbrough,Crystal Palace,Leicester,0.0,0.0,0.0,0.0,0.0,0.0
Harry,Maguire,DEF,HUL,4400000,0,49,2.0,4.54545454545455e-07,1.11363636363636e-05,0,13487,4,46,0,0,0,1,0,11.1,2488,-1,0,49,1,0.5,0,2.3,2,0,2,0,3,0.5,32851,0,0,0,0,1898,233,0,0,380,Stoke,Watford,Southampton,Sunderland,Crystal Palace,0.0,1.9,1.5,1.8,1.6,2.1
Riyad,Mahrez,MID,LEI,8900000,1,98,3.4,3.8202247191011207e-07,1.10112359550562e-05,0,914305,3,36,0,0,0,5,0,10.9,14793,-6,1,98,6,0.4,1,3.8,8,0,7,0,3,8.5,192731,0,994,0,0,2235,654,-1,0,349,Crystal Palace,Arsenal,West Brom,Watford,Man City,2.2,1.7,2.0,4.7,5.3,3.7
Ainsley,Maitland-Niles,MID,ARS,4500000,0,1,0.0104166666666667,2.3148148148148102e-09,2.22222222222222e-07,0,132,0,0,0,0,0,0,0,0.2,4,0,0,1,0,0.0,0,0.0,0,0,0,0,0,0.0,144,0,0,0,0,2,6,0,0,5,Middlesbrough,Leicester,Tottenham,Man Utd,Southampton,0.0,0.0,0.0,0.0,0.0,0.0
Josh,Maja,FWD,SUN,4500000,0,0,0.0,0.0,0.0,0,1533,0,0,0,0,0,0,0,0.0,85,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,2640,0,0,0,0,0,125,0,0,0,West Ham,Middlesbrough,Bournemouth,Hull City,Swansea,0.0,0.0,0.0,0.0,0.0,0.0
Shaun,Maloney,MID,HUL,4300000,4,23,0.239583333333333,5.57170542635659e-08,5.34883720930233e-06,0,89685,0,5,0,0,0,1,0,5.3,185,-2,0,23,2,0.3,0,1.3,2,0,1,0,2,0.6,90315,0,0,0,1,238,166,0,0,82,Stoke,Watford,Southampton,Sunderland,Crystal Palace,0.1,0.1,0.1,0.1,0.1,0.1
Steve,Mandanda,GLK,CRY,4200000,0,19,0.197916666666667,4.71230158730159e-08,4.52380952380952e-06,0,140085,0,17,0,24,0,0,0,4.5,446,-3,0,19,3,0.0,0,0.0,0,0,0,0,0,1.9,43390,0,0,0,0,810,57,0,0,120,Leicester,Liverpool,Tottenham,Burnley,Man City,0.1,0.2,0.1,0.1,0.1,0.1
Sadio,Mane,MID,LIV,9400000,0,156,5.8,6.17021276595745e-07,1.65957446808511e-05,0,2137071,4,26,0,0,0,13,0,16.6,54139,4,0,156,-4,0.2,0,1.8,14,0,8,0,7,8.8,1861057,0,635,0,4,2242,370,0,0,502,West Brom,Crystal Palace,Watford,Southampton,West Ham,0.0,0.0,0.0,0.0,0.0,8.0
Eliaquim,Mangala,DEF,MCI,5400000,0,0,0.0,0.0,0.0,0,20903,0,0,0,0,0,0,0,0.0,31,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.3,1116,0,235,0,0,0,19,0,0,0,Southampton,Man Utd,Middlesbrough,Crystal Palace,Leicester,0.0,0.0,0.0,0.0,0.0,0.0
Alexander,Manninger,GLK,LIV,4000000,0,0,0.0,0.0,0.0,0,8499,0,0,0,0,0,0,0,0.0,96,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.4,10866,0,0,0,0,0,35,0,0,0,West Brom,Crystal Palace,Watford,Southampton,West Ham,0.0,0.0,0.0,0.0,0.0,0.0
Vito,Mannone,GLK,SUN,4100000,0,34,0.3541666666666671,8.638211382113821e-08,8.29268292682927e-06,0,51400,0,19,0,41,0,0,0,8.3,863,-4,0,34,4,0.0,0,0.0,6,0,2,0,0,0.6,32294,0,210,0,1,810,92,0,0,187,West Ham,Middlesbrough,Bournemouth,Hull City,Swansea,0.2,0.2,0.2,0.2,0.4,0.2
Javier,Manquillo,DEF,SUN,4300000,0,19,0.197916666666667,4.6027131782945704e-08,4.41860465116279e-06,0,2464,2,15,0,0,0,0,0,4.4,22,-2,0,19,2,0.0,0,0.0,0,0,1,0,0,0.0,2614,0,0,0,0,811,29,0,0,97,West Ham,Middlesbrough,Bournemouth,Hull City,Swansea,0.1,0.1,0.1,0.1,0.2,0.1
,Marc Wilson,DEF,WBA,3900000,0,0,0.0,0.0,0.0,0,89862,0,0,0,0,0,0,0,0.0,1539,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,2.2,107887,0,14,0,0,0,674,0,0,0,Liverpool,Leicester,Burnley,Chelsea,Man City,0.0,0.0,0.0,0.0,0.0,0.0
Adrian,Mariappa,DEF,WAT,4000000,0,1,0.0104166666666667,2.6041666666666697e-09,2.5e-07,0,17234,0,4,0,0,0,0,0,0.3,135,0,0,1,0,0.1,0,0.3,0,0,0,0,0,0.2,22952,0,0,0,0,112,207,0,0,26,Swansea,Hull City,Liverpool,Leicester,Everton,0.0,0.0,0.0,0.0,0.0,0.0
Lazar,Markovic,MID,HUL,5200000,2,23,0.239583333333333,4.60737179487179e-08,4.42307692307692e-06,0,11287,2,12,0,0,0,1,0,4.4,638,-3,0,23,3,0.7,0,3.8,2,0,2,0,0,0.2,14340,0,0,0,0,686,845,0,0,89,Stoke,Watford,Southampton,Sunderland,Crystal Palace,0.1,0.1,0.1,0.1,0.1,0.1
Dean,Marney,MID,BUR,4300000,0,51,2.4,5.58139534883721e-07,1.18604651162791e-05,0,67371,7,28,0,0,0,1,0,11.9,316,-2,0,51,2,0.0,0,0.0,1,0,5,0,2,0.4,68718,0,0,0,0,1764,23,0,0,239,Everton,Man Utd,Crystal Palace,West Brom,Bournemouth,0.0,0.0,0.0,0.0,0.0,1.8
David,Marshall,GLK,HUL,4500000,0,31,0.32291666666666696,7.175925925925929e-08,6.88888888888889e-06,0,6434,0,37,0,56,0,0,0,6.9,73,0,0,31,0,0.0,0,0.0,0,0,0,0,0,0.1,7565,1,0,0,0,1350,15,0,0,239,Stoke,Watford,Southampton,Sunderland,Crystal Palace,0.2,0.2,0.2,0.2,0.2,0.2
Anthony,Martial,MID,MUN,9200000,0,66,0.6875,7.47282608695652e-08,7.173913043478259e-06,0,302868,1,8,0,0,0,3,0,7.2,1138,-3,0,66,3,0.1,0,1.0,6,0,6,0,4,2.4,109784,0,593,0,2,991,118,0,0,213,Chelsea,Burnley,Man City,Swansea,Arsenal,0.3,0.6,0.3,0.3,0.6,0.3
Cuco,Martina,DEF,SOU,4300000,0,31,0.32291666666666696,7.50968992248062e-08,7.209302325581401e-06,0,54090,0,6,0,0,0,0,0,7.2,491,-2,0,31,2,0.0,0,0.0,5,0,3,0,0,0.4,61779,0,203,0,0,592,26,0,0,140,Man City,Chelsea,Hull City,Liverpool,Arsenal,0.2,0.2,0.2,0.4,0.4,0.2
Damian Emiliano,Martinez,GLK,ARS,4000000,2,8,0.0833333333333333,2.08333333333333e-08,2e-06,0,631,0,3,0,5,0,0,0,2.0,511,0,0,8,0,0.7,0,2.7,0,0,1,0,0,0.1,5649,0,0,0,0,180,2262,0,0,35,Middlesbrough,Leicester,Tottenham,Man Utd,Southampton,0.0,0.0,0.0,0.0,0.0,0.0
Bruno,Martins Indi,DEF,STK,4900000,1,90,3.1,6.3265306122449e-07,1.83673469387755e-05,0,31321,3,41,0,0,0,1,0,18.4,1067,-1,0,90,1,0.2,0,0.8,8,0,9,0,0,0.8,57554,0,0,0,1,2606,2281,0,0,526,Hull City,Swansea,West Ham,Bournemouth,Arsenal,4.0,2.7,4.4,2.9,4.3,3.0
Brandon,Mason,DEF,WAT,4000000,0,1,0.0104166666666667,2.6041666666666697e-09,2.5e-07,0,1816,0,0,0,0,0,0,0,0.3,68,0,0,1,0,0.0,0,0.0,0,0,0,0,0,0.1,3587,0,0,0,0,23,44,0,0,3,Swansea,Hull City,Liverpool,Leicester,Everton,0.0,0.0,0.0,0.0,0.0,0.0
Ryan,Mason,MID,HUL,4600000,0,26,0.27083333333333304,5.88768115942029e-08,5.65217391304348e-06,0,5052,4,27,0,0,0,1,0,5.7,17,-4,0,26,4,0.0,0,0.0,0,0,0,0,0,0.0,3750,0,147,0,0,927,9,0,0,126,Stoke,Watford,Southampton,Sunderland,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.1
Arthur,Masuaku,DEF,WHU,4700000,9,23,0.239583333333333,5.09751773049645e-08,4.8936170212766e-06,0,24668,1,22,0,0,0,0,0,4.9,78,-3,0,23,3,0.6,0,3.0,4,0,2,0,1,0.2,18645,0,0,0,0,747,740,0,0,190,Sunderland,Everton,Stoke,Tottenham,Liverpool,0.1,0.1,0.1,0.1,0.1,0.1
Juan,Mata,MID,MUN,7200000,0,95,4.3,5.972222222222221e-07,1.31944444444444e-05,0,378653,3,12,0,0,0,6,0,13.2,6601,-3,0,95,3,0.3,0,2.0,14,0,9,0,3,2.1,359750,1,586,0,1,1385,122,0,0,416,Chelsea,Burnley,Man City,Swansea,Arsenal,0.0,0.0,0.0,0.0,0.0,4.1
Nemanja,Matic,MID,CHE,4800000,2,84,2.8,5.83333333333333e-07,1.75e-05,0,274661,4,20,0,0,0,0,0,17.5,2964,-2,0,84,2,0.3,0,1.5,1,0,12,0,7,3.0,273116,0,373,0,0,2269,1227,0,0,448,Man Utd,Southampton,Everton,Middlesbrough,West Brom,2.1,2.4,1.8,2.8,5.2,3.4
Joel,Matip,DEF,LIV,5300000,2,60,2.6,4.90566037735849e-07,1.1320754716981099e-05,0,142524,3,23,0,0,0,1,0,11.3,1689,-2,0,60,2,0.3,0,1.5,1,0,4,0,0,2.1,132365,0,0,0,0,1917,1005,0,0,392,West Brom,Crystal Palace,Watford,Southampton,West Ham,2.3,3.0,1.5,3.2,2.7,2.8
Adam,Matthews,DEF,SUN,4000000,0,0,0.0,0.0,0.0,0,1446,0,0,0,0,0,0,0,0.0,12,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,407,0,4,0,0,0,3,0,0,0,West Ham,Middlesbrough,Bournemouth,Hull City,Swansea,0.0,0.0,0.0,0.0,0.0,0.0
Alfie,Mawson,DEF,SWA,4600000,2,69,3.3,7.173913043478259e-07,1.4999999999999999e-05,0,28778,1,42,0,0,0,4,0,15.0,5167,1,0,69,-1,0.4,0,1.8,8,0,4,0,0,2.3,126317,2,0,0,3,1890,1404,0,0,414,Watford,Stoke,Man Utd,Everton,Sunderland,2.5,4.4,2.7,3.6,2.7,4.4
Dieumerci,Mbokani,FWD,HUL,5400000,0,25,0.26041666666666696,4.82253086419753e-08,4.62962962962963e-06,0,8015,0,15,0,0,0,0,0,4.6,32,-1,0,25,1,0.0,0,0.0,0,0,3,0,2,0.0,8160,0,0,0,0,745,25,0,0,38,Stoke,Watford,Southampton,Sunderland,Crystal Palace,0.1,0.1,0.1,0.1,0.1,0.1
James,McArthur,MID,CRY,4700000,1,79,0.822916666666667,1.7508865248227e-07,1.68085106382979e-05,0,197428,5,31,0,0,0,5,0,16.8,2094,-3,0,79,3,0.1,0,0.3,8,0,2,0,2,1.1,225986,0,282,0,1,1680,777,0,0,313,Leicester,Liverpool,Tottenham,Burnley,Man City,0.5,0.8,0.5,0.4,0.5,0.4
Gareth,McAuley,DEF,WBA,5300000,1,121,3.8,7.16981132075472e-07,2.28301886792453e-05,0,649997,4,41,0,0,0,6,0,22.8,42022,8,0,121,-8,0.5,0,2.8,14,0,6,0,1,32.3,1533717,1,339,0,4,2807,11750,0,0,512,Liverpool,Leicester,Burnley,Chelsea,Man City,5.7,0.0,4.4,2.8,8.3,3.7
Oliver,McBurnie,FWD,SWA,4500000,0,5,0.0520833333333333,1.1574074074074099e-08,1.11111111111111e-06,0,5777,0,5,0,0,0,0,0,1.1,61,0,0,5,0,0.1,0,0.3,0,0,0,0,0,0.1,6842,0,0,0,0,82,59,0,0,17,Watford,Stoke,Man Utd,Everton,Sunderland,0.0,0.0,0.0,0.0,0.0,0.0
Alex,McCarthy,GLK,SOU,4300000,0,0,0.0,0.0,0.0,0,5893,0,0,0,0,0,0,0,0.0,55,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.1,772,0,82,0,0,0,6,0,0,0,Man City,Chelsea,Hull City,Liverpool,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0
