FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
Willy,Caballero,GLK,MCI,4700000,0,44,0.4583333333333329,9.751773049645391e-08,9.36170212765957e-06,0,37946,0,9,0,19,0,0,0,9.4,4538,-3,0,44,3,0.5,0,2.5,1,0,4,0,0,0.9,52486,0,45,1,0,990,698,0,0,206,Southampton,Man Utd,Middlesbrough,Crystal Palace,Leicester,0.2,0.2,0.2,0.2,0.4,0.2
Yohan,Cabaye,MID,CRY,5600000,8,74,2.6,4.6428571428571395e-07,1.32142857142857e-05,0,139764,6,37,0,0,0,3,0,13.2,642,-4,0,74,4,0.8,1,4.3,4,0,6,0,3,1.1,34124,0,397,0,1,1865,3313,0,0,361,Leicester,Liverpool,Tottenham,Burnley,Man City,2.8,3.2,2.9,1.5,2.9,2.0
Martin,Caceres,DEF,SOU,5000000,0,0,0.0,0.0,0.0,0,155,0,0,0,0,0,0,0,0.0,44,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,338,0,0,0,0,0,23,0,0,0,Man City,Chelsea,Hull City,Liverpool,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0
Gary,Cahill,DEF,CHE,6600000,2,139,4.5,6.81818181818182e-07,2.10606060606061e-05,0,288034,3,25,0,0,0,4,0,21.1,15524,6,0,139,-6,0.5,0,3.0,12,0,13,0,0,15.2,633266,1,283,0,2,2783,6016,0,0,630,Man Utd,Southampton,Everton,Middlesbrough,West Brom,4.4,6.5,3.9,5.8,11.1,5.6
Jonathan,Calleri,FWD,WHU,6600000,1,15,0.15625,2.3674242424242403e-08,2.2727272727272702e-06,0,3533,0,3,0,0,0,1,0,2.3,55,-4,0,15,4,0.1,0,0.5,0,0,0,0,0,0.0,3336,0,0,0,0,257,46,0,0,37,Sunderland,Everton,Stoke,Tottenham,Liverpool,0.1,0.1,0.1,0.1,0.1,0.1
,Callum Wilson,FWD,BOU,6000000,0,63,3.1,5.16666666666667e-07,1.05e-05,0,424384,0,25,0,0,0,6,0,10.5,467,-5,0,63,5,0.0,0,0.0,2,0,6,0,1,1.2,354691,0,165,0,0,1361,37,0,0,170,Tottenham,Middlesbrough,Sunderland,Stoke,Burnley,0.0,0.0,0.0,0.0,0.0,2.6
Dominic,Calvert-Lewin,FWD,EVE,4500000,0,14,0.145833333333333,3.2407407407407403e-08,3.11111111111111e-06,0,2940,0,5,0,0,0,1,0,3.1,510,0,0,14,0,0.5,0,2.3,1,0,0,0,0,0.1,5633,0,0,0,0,212,656,0,0,38,Burnley,West Ham,Chelsea,Swansea,Watford,0.1,0.1,0.1,0.1,0.1,0.1
Geoff,Cameron,DEF,STK,4200000,1,36,0.375,8.928571428571429e-08,8.571428571428571e-06,0,27507,1,16,0,0,0,0,0,8.6,458,-3,0,36,3,0.2,0,0.8,2,0,4,0,0,0.4,29226,0,293,0,0,1089,1179,0,0,215,Hull City,Swansea,West Ham,Bournemouth,Arsenal,0.2,0.2,0.2,0.2,0.2,0.2
Fraizer,Campbell,FWD,CRY,4400000,0,12,0.125,2.84090909090909e-08,2.7272727272727298e-06,0,81450,0,3,0,0,0,1,0,2.7,1743,-1,0,12,1,0.0,0,0.0,0,0,0,0,0,1.0,87386,0,12,0,0,120,146,0,0,47,Leicester,Liverpool,Tottenham,Burnley,Man City,0.0,0.2,0.1,0.1,0.1,0.1
Joel,Campbell,MID,ARS,5900000,0,0,0.0,0.0,0.0,0,5089,0,0,0,0,0,0,0,0.0,10,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,491,0,175,0,0,0,12,0,0,0,Middlesbrough,Leicester,Tottenham,Man Utd,Southampton,0.0,0.0,0.0,0.0,0.0,0.0
Emre,Can,MID,LIV,4700000,2,79,0.822916666666667,1.7508865248227e-07,1.68085106382979e-05,0,189089,6,26,0,0,0,4,0,16.8,6519,-3,0,79,3,0.4,0,1.8,9,0,4,0,2,2.3,207377,0,399,0,1,1831,6390,0,0,338,West Brom,Crystal Palace,Watford,Southampton,West Ham,0.4,0.4,0.4,0.4,0.4,0.4
Etienne,Capoue,MID,WAT,4500000,0,107,3.6,8e-07,2.37777777777778e-05,0,1636802,4,45,0,0,0,5,0,23.8,30255,0,0,107,0,0.4,0,1.8,14,0,6,0,2,23.0,2289519,0,347,0,3,2626,14732,0,0,455,Swansea,Hull City,Liverpool,Leicester,Everton,4.1,3.1,3.0,2.7,4.3,3.2
Baily,Cargill,DEF,BOU,4000000,0,1,0.0104166666666667,2.6041666666666697e-09,2.5e-07,0,519,0,0,0,0,0,0,0,0.3,55,0,0,1,0,0.0,0,0.0,0,0,0,0,0,0.0,1326,0,0,0,0,13,29,0,0,5,Tottenham,Middlesbrough,Sunderland,Stoke,Burnley,0.0,0.0,0.0,0.0,0.0,0.0
Michael,Carrick,MID,MUN,4200000,0,30,0.3125,7.44047619047619e-08,7.142857142857139e-06,0,125566,1,9,0,0,0,0,0,7.1,3620,-3,0,30,3,0.4,0,1.8,0,0,4,0,0,1.7,140418,0,275,0,0,1136,3209,0,0,201,Chelsea,Burnley,Man City,Swansea,Arsenal,0.2,0.4,0.2,0.2,0.4,0.2
Andy,Carroll,FWD,WHU,6300000,0,64,3.8,6.03174603174603e-07,1.0158730158730198e-05,0,588290,3,25,0,0,0,7,0,10.2,21873,-2,0,64,2,0.5,0,3.3,6,0,3,0,1,4.5,483254,0,381,0,1,1222,9629,0,0,238,Sunderland,Everton,Stoke,Tottenham,Liverpool,4.2,4.4,3.5,4.6,5.2,3.3
Tom,Carroll,MID,SWA,4200000,1,31,0.32291666666666696,7.68849206349206e-08,7.380952380952381e-06,0,42263,0,16,0,0,0,0,0,7.4,4807,-3,1,31,3,0.5,0,2.0,1,0,2,0,2,1.5,98685,0,93,0,0,915,2748,-1,0,151,Watford,Stoke,Man Utd,Everton,Sunderland,0.2,0.2,0.2,0.2,0.2,0.2
Cameron,Carter-Vickers,DEF,TOT,4300000,0,0,0.0,0.0,0.0,0,1970,0,0,0,0,0,0,0,0.0,24,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.0,925,0,0,0,0,0,12,0,0,0,Bournemouth,Crystal Palace,Arsenal,West Ham,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0
Craig,Cathcart,DEF,WAT,4300000,0,31,0.32291666666666696,7.50968992248062e-08,7.209302325581401e-06,0,20223,3,21,0,0,0,0,0,7.2,865,-2,0,31,2,1.2,0,5.0,3,0,2,0,1,0.4,15276,0,335,0,1,1162,2729,0,0,183,Swansea,Hull City,Liverpool,Leicester,Everton,0.2,0.2,0.2,0.2,0.4,0.2
Lee,Cattermole,MID,SUN,4200000,2,6,0.0625,1.48809523809524e-08,1.4285714285714301e-06,0,6497,2,6,0,0,0,0,0,1.4,66,-3,0,6,3,0.2,0,0.8,0,0,0,0,0,0.1,3152,0,246,0,0,312,282,0,0,32,West Ham,Middlesbrough,Bournemouth,Hull City,Swansea,0.0,0.0,0.0,0.0,0.0,0.0
Santiago,Cazorla,MID,ARS,7000000,0,38,0.3958333333333329,5.6547619047619007e-08,5.4285714285714306e-06,0,373107,2,5,0,0,0,2,0,5.4,145,-5,0,38,5,0.0,0,0.0,5,0,4,0,2,1.4,330168,0,259,0,0,618,19,0,0,159,Middlesbrough,Leicester,Tottenham,Man Utd,Southampton,0.0,0.0,0.0,0.0,0.0,0.2
Petr,Cech,GLK,ARS,5300000,0,91,3.4,6.41509433962264e-07,1.71698113207547e-05,0,564541,2,32,0,81,0,0,0,17.2,14055,-2,1,91,2,0.1,0,0.5,0,0,8,0,0,11.2,294233,1,409,0,0,2377,606,-1,0,472,Middlesbrough,Leicester,Tottenham,Man Utd,Southampton,0.0,3.8,2.7,6.7,7.3,3.9
,Cedric,DEF,SOU,4800000,5,80,3.5,7.29166666666667e-07,1.6666666666666698e-05,0,158036,4,26,0,0,0,0,0,16.7,2334,-2,0,80,2,0.8,0,4.0,11,0,8,0,2,2.0,188769,0,320,0,1,1907,3531,0,0,462,Man City,Chelsea,Hull City,Liverpool,Arsenal,3.8,3.3,4.6,8.9,6.4,4.8
Nacer,Chadli,MID,WBA,6000000,2,104,1.08333333333333,1.80555555555556e-07,1.7333333333333302e-05,0,326568,1,26,0,0,0,5,0,17.3,7738,-5,0,104,5,0.5,0,3.0,8,0,6,0,6,1.7,364708,0,173,0,2,1863,805,0,0,338,Liverpool,Leicester,Burnley,Chelsea,Man City,0.5,0.0,0.8,0.5,1.0,0.5
Nathaniel,Chalobah,MID,CHE,4500000,0,10,0.10416666666666699,2.31481481481481e-08,2.22222222222222e-06,0,959,1,0,0,0,0,0,0,2.2,6,0,0,10,0,0.0,0,0.0,0,0,0,0,1,0.0,1025,0,0,0,0,79,9,0,0,35,Man Utd,Southampton,Everton,Middlesbrough,West Brom,0.1,0.1,0.1,0.1,0.2,0.1
,Chamberlain,MID,ARS,5800000,1,69,0.71875,1.23922413793103e-07,1.1896551724137899e-05,0,156713,0,19,0,0,0,2,0,11.9,549,-2,0,69,2,0.3,0,1.8,2,0,3,0,5,1.2,120805,0,186,0,1,1266,316,0,0,335,Middlesbrough,Leicester,Tottenham,Man Utd,Southampton,0.4,0.4,0.4,0.8,0.8,0.4
Calum,Chambers,DEF,MID,4300000,0,66,3.5,8.13953488372093e-07,1.53488372093023e-05,0,303296,4,23,0,0,0,1,0,15.3,7180,-2,0,66,2,0.0,0,0.0,6,0,6,0,1,3.4,291891,0,70,0,0,1710,342,0,0,398,Arsenal,Bournemouth,Sunderland,Man City,Chelsea,0.0,7.7,3.8,3.3,4.7,4.0
James,Chester,DEF,WBA,4500000,0,0,0.0,0.0,0.0,0,4640,0,0,0,0,0,0,0,0.0,7,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,191,0,85,0,0,0,8,0,0,0,Liverpool,Leicester,Burnley,Chelsea,Man City,0.0,0.0,0.0,0.0,0.0,0.0
Benjamin,Chilwell,DEF,LEI,4300000,0,11,0.11458333333333301,2.66472868217054e-08,2.55813953488372e-06,0,9039,1,9,0,0,0,0,0,2.6,83,-2,0,11,2,0.1,0,0.5,0,0,1,0,0,0.1,4553,0,0,0,0,414,100,0,0,82,Crystal Palace,Arsenal,West Brom,Watford,Man City,0.1,0.1,0.1,0.1,0.2,0.1
Pedro,Chirivella,MID,LIV,4200000,0,0,0.0,0.0,0.0,0,3582,0,0,0,0,0,0,0,0.0,38,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,0.1,3022,0,2,0,0,0,8,0,0,0,West Brom,Crystal Palace,Watford,Southampton,West Ham,0.0,0.0,0.0,0.0,0.0,0.0
,Christian Benteke,FWD,CRY,7200000,2,104,3.6,5e-07,1.44444444444444e-05,0,924623,8,46,0,0,0,11,0,14.6,12252,-3,-1,104,3,0.7,2,4.8,9,0,6,0,2,8.2,1143627,0,315,0,2,2534,67169,1,0,277,Leicester,Liverpool,Tottenham,Burnley,Man City,4.9,8.0,4.6,3.9,5.0,3.5
Josh,Clackstone,DEF,HUL,4000000,0,0,0.0,0.0,0.0,0,5735,0,0,0,0,0,0,0,0.0,58,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,6725,0,0,0,0,0,2,0,0,0,Stoke,Watford,Southampton,Sunderland,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0
Jordy,Clasie,MID,SOU,4600000,11,36,0.375,8.15217391304348e-08,7.82608695652174e-06,0,4617,3,14,0,0,0,1,0,7.8,94,-4,0,36,4,0.6,0,2.8,3,0,2,0,1,0.1,3748,0,183,0,1,932,1289,0,0,148,Man City,Chelsea,Hull City,Liverpool,Arsenal,0.2,0.2,0.2,0.4,0.4,0.2
Adam,Clayton,MID,MID,4300000,3,54,2.0,4.65116279069767e-07,1.2558139534883699e-05,0,62406,8,29,0,0,0,0,0,12.6,1341,-2,0,54,2,0.5,0,2.0,0,0,9,0,1,0.9,77827,0,0,0,0,2174,1194,0,0,338,Arsenal,Bournemouth,Sunderland,Man City,Chelsea,1.2,3.1,1.1,1.0,1.4,1.0
Tom,Cleverley,MID,WAT,5100000,2,39,1.9,3.72549019607843e-07,7.64705882352941e-06,0,11183,4,25,0,0,0,0,0,7.6,126,-4,0,39,4,0.5,0,2.3,0,0,2,0,2,0.2,5549,0,241,0,0,1310,120,0,0,210,Swansea,Hull City,Liverpool,Leicester,Everton,1.6,1.1,1.1,1.0,2.0,1.1
Gael,Clichy,DEF,MCI,5200000,2,65,3.3,6.346153846153849e-07,1.25e-05,0,62415,2,22,0,0,0,1,0,12.5,1061,-3,0,65,3,0.2,0,1.0,8,0,5,0,0,1.3,40679,0,166,0,2,1714,1344,0,0,391,Southampton,Man Utd,Middlesbrough,Crystal Palace,Leicester,3.7,2.7,3.2,4.0,7.6,2.6
Sam,Clucas,MID,HUL,4700000,1,63,2.0,4.25531914893617e-07,1.3404255319148899e-05,0,7631,7,59,0,0,0,1,0,13.4,526,-3,0,63,3,0.3,0,1.5,2,0,3,0,1,0.1,9176,0,0,0,0,2646,209,0,1,393,Stoke,Watford,Southampton,Sunderland,Crystal Palace,1.0,2.2,1.0,2.2,1.0,1.4
Nathaniel,Clyne,DEF,LIV,5800000,5,97,3.1,5.344827586206899e-07,1.67241379310345e-05,0,527721,0,39,0,0,0,0,0,16.7,5410,3,0,97,-3,0.4,0,2.5,12,0,7,0,2,9.7,488674,0,387,0,1,2790,8345,0,0,589,West Brom,Crystal Palace,Watford,Southampton,West Ham,3.0,3.9,2.1,4.1,3.5,3.6
Seamus,Coleman,DEF,EVE,5700000,0,133,5.1,8.947368421052629e-07,2.3333333333333302e-05,0,911124,3,28,0,0,0,4,0,23.3,36808,2,1,133,-2,0.3,0,1.5,15,0,10,0,4,5.0,944265,0,327,0,4,2316,2327,-1,0,548,Burnley,West Ham,Chelsea,Swansea,Watford,0.0,0.0,0.0,0.0,0.0,5.7
James,Collins,DEF,WHU,4200000,7,41,0.4270833333333329,1.0168650793650802e-07,9.76190476190476e-06,0,366383,1,22,0,0,0,1,0,9.8,854,-3,0,41,3,0.5,0,2.3,4,0,3,0,0,3.7,352167,0,217,0,1,1115,3799,0,0,238,Sunderland,Everton,Stoke,Tottenham,Liverpool,0.2,0.2,0.2,0.2,0.2,0.2
Lewis,Cook,MID,BOU,4200000,0,2,0.0208333333333333,4.960317460317461e-09,4.76190476190476e-07,0,35931,0,3,0,0,0,0,0,0.5,674,-3,0,2,3,0.0,0,0.0,0,0,0,0,0,0.8,26928,0,0,0,0,80,495,0,0,10,Tottenham,Middlesbrough,Sunderland,Stoke,Burnley,0.0,0.0,0.0,0.0,0.0,0.0
Steve,Cook,DEF,BOU,4800000,1,95,3.0,6.25e-07,1.97916666666667e-05,0,138301,5,59,0,0,0,2,0,19.8,3160,-2,0,95,2,1.0,0,4.8,17,0,8,0,0,2.7,211471,1,443,0,1,2880,5160,0,0,656,Tottenham,Middlesbrough,Sunderland,Stoke,Burnley,2.3,3.4,2.3,3.9,3.5,1.7
Francis,Coquelin,MID,ARS,4200000,0,43,0.4479166666666671,1.06646825396825e-07,1.0238095238095199e-05,0,173585,5,26,0,0,0,0,0,10.0,2012,-3,1,43,3,0.1,0,0.3,1,0,4,0,1,1.9,148131,0,246,0,0,1568,731,-1,0,262,Middlesbrough,Leicester,Tottenham,Man Utd,Southampton,0.2,0.2,0.2,0.4,0.4,0.2
Jack,Cork,MID,SWA,4600000,2,48,1.7,3.69565217391304e-07,1.0434782608695699e-05,0,4669,7,51,0,0,0,0,0,10.4,121,-4,0,48,4,0.4,0,2.0,0,0,3,0,1,0.1,1975,2,376,0,0,2200,9,0,0,340,Watford,Stoke,Man Utd,Everton,Sunderland,0.0,0.0,0.9,1.3,1.2,1.2
