FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Alex,Pritchard,MID,HUD,5500000,0,0,0.0,0.0,0.0,0,31,0,0,0,0,0,0,0,0.0,31,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,403,0,0,0,0,0,403,0,0,0,West Ham,Stoke,Liverpool,Man Utd,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sebastian,Prodl,DEF,WAT,4300000,0,17,0.7727272727272729,1.79704016913319e-07,3.9534883720930196e-06,0,28594,2,13,0,0,0,0,0,4.0,636,-2,0,17,2,0.1,0,0.4,0,0,2,0,0,0.2,11262,0,0,0,0,664,298,0,0,121,Southampton,Leicester,Stoke,Chelsea,West Ham,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.8,0.4,0.4,0.4,17.0
Davy,Propper,MID,BHA,5300000,1,57,2.6,4.90566037735849e-07,1.07547169811321e-05,0,12885,2,27,0,0,0,0,0,10.8,421,-2,0,57,2,0.5,0,2.4,1,0,8,0,2,0.1,8749,0,0,0,0,1980,235,0,0,296,West Brom,Chelsea,Southampton,West Ham,Stoke,1.7,2.2,1.8,2.7,1.6,2.8,2.6,2.0,1.3,2.4,3.1,1.5,2.0,1.6,2.0,1.3,65.7
Marc,Pugh,MID,BOU,4700000,1,23,1.04545454545455,2.22437137330754e-07,4.8936170212766e-06,0,6169,2,15,0,0,0,0,0,4.9,154,-3,0,23,3,0.2,0,1.0,0,0,4,0,0,0.1,2637,0,0,0,0,782,52,0,0,70,Arsenal,West Ham,Chelsea,Stoke,Huddersfield,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.6,0.5,43.4
Jason,Puncheon,MID,CRY,4500000,0,11,0.5,1.11111111111111e-07,2.44444444444444e-06,0,63573,5,14,0,0,0,0,0,2.4,1561,-5,0,11,5,0.0,0,0.0,0,0,0,0,0,0.3,12753,0,0,0,0,574,45,0,0,38,Burnley,Arsenal,West Ham,Newcastle,Everton,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,25.1
Collin,Quaner,FWD,HUD,4600000,1,27,1.22727272727273,2.66798418972332e-07,5.8695652173913e-06,0,402184,2,13,0,0,0,0,0,5.9,42307,1,0,27,-1,0.6,0,2.8,0,0,2,0,3,5.8,477304,0,0,0,0,702,29752,0,0,108,West Ham,Stoke,Liverpool,Man Utd,Bournemouth,0.0,0.7,0.7,0.6,1.0,0.6,0.6,0.8,0.9,0.6,0.6,0.8,0.6,0.9,0.6,0.8,52.3
Domingos,Quina,MID,WHU,4400000,0,0,0.0,0.0,0.0,0,620,0,0,0,0,0,0,0,0.0,85,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,953,0,0,0,0,0,83,0,0,0,Huddersfield,Bournemouth,Crystal Palace,Brighton,Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aaron,Ramsdale,GLK,BOU,4000000,0,0,0.0,0.0,0.0,0,6435,0,0,0,0,0,0,0,0.0,791,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.2,16362,0,0,0,0,0,376,0,0,0,Arsenal,West Ham,Chelsea,Stoke,Huddersfield,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aaron,Ramsey,MID,ARS,6900000,0,81,5.4,7.826086956521741e-07,1.17391304347826e-05,0,817253,0,13,0,0,0,3,0,11.7,10062,-1,1,81,1,0.0,0,0.0,7,0,7,0,8,2.6,816694,0,0,0,1,1196,10413,-1,0,311,Bournemouth,Crystal Palace,Swansea,Everton,Tottenham,5.5,7.0,6.1,8.1,4.1,5.1,4.3,6.5,4.6,7.1,7.1,5.6,7.6,3.5,7.0,4.9,122.8
Darren,Randolph,GLK,WHU,4500000,0,0,0.0,0.0,0.0,0,937,0,0,0,0,0,0,0,0.0,19,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,124,0,0,0,0,0,7,0,0,0,Huddersfield,Bournemouth,Crystal Palace,Brighton,Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Angel,Rangel,DEF,SWA,3900000,1,3,0.136363636363636,3.4965034965035e-08,7.69230769230769e-07,0,655405,0,1,0,0,0,0,0,0.8,34810,-1,0,3,1,0.1,0,0.4,0,0,0,0,0,9.4,261009,0,0,0,0,64,6008,0,0,12,Newcastle,Liverpool,Arsenal,Leicester,Burnley,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.5
Marcus,Rashford,FWD,MUN,7600000,1,71,3.2,4.21052631578947e-07,9.3421052631579e-06,0,893530,2,12,0,0,0,4,0,9.3,65833,1,0,71,-1,0.3,0,2.0,6,0,8,0,5,8.2,978980,0,0,0,0,1282,50495,0,0,264,Stoke,Burnley,Tottenham,Huddersfield,Newcastle,4.3,2.4,2.3,4.1,2.9,2.7,2.8,3.2,2.4,3.5,2.4,4.0,2.9,3.6,2.5,3.5,124.1
Nathan,Redmond,MID,SOU,6000000,1,47,2.2,3.6666666666666704e-07,7.83333333333333e-06,0,364386,3,22,0,0,0,0,0,7.8,3567,-5,0,47,5,0.2,0,1.2,2,0,4,0,3,1.7,82279,0,0,0,0,1369,613,0,0,200,Watford,Tottenham,Brighton,West Brom,Liverpool,1.5,1.4,1.8,1.5,1.3,1.5,1.6,1.7,1.9,1.4,1.1,1.5,1.4,1.9,1.7,1.1,95.6
Winston,Reid,DEF,WHU,4800000,4,41,2.6,5.41666666666667e-07,8.54166666666667e-06,0,70124,5,26,0,0,0,0,0,8.5,2504,-2,0,41,2,0.2,0,1.0,3,0,5,0,0,0.7,21697,0,0,0,0,1426,816,0,0,263,Huddersfield,Bournemouth,Crystal Palace,Brighton,Watford,0.0,0.0,3.8,2.2,2.9,1.7,1.8,2.8,2.6,2.7,2.1,2.9,1.5,2.2,1.5,2.2,43.1
Declan,Rice,DEF,WHU,4400000,3,10,0.45454545454545503,1.0330578512396699e-07,2.2727272727272702e-06,0,2275,1,11,0,0,0,0,0,2.3,257,-1,0,10,1,0.2,0,1.0,0,0,0,0,0,0.0,3148,0,0,0,0,437,900,0,0,69,Huddersfield,Bournemouth,Crystal Palace,Brighton,Watford,0.2,0.2,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,10.9
,Richarlison,MID,WAT,6400000,2,99,4.5,7.03125e-07,1.546875e-05,0,1173071,3,37,0,0,0,5,0,15.5,115212,4,1,99,-4,0.5,0,3.2,4,0,6,0,8,15.5,1912117,0,0,0,2,1892,86204,-1,0,239,Southampton,Leicester,Stoke,Chelsea,West Ham,4.7,4.5,4.7,4.4,4.6,5.7,5.4,3.8,3.6,5.3,4.7,4.8,4.7,4.0,5.0,3.5,164.4
Jairo,Riedewald,DEF,CRY,4700000,0,11,0.5,1.0638297872340401e-07,2.34042553191489e-06,0,15915,0,4,0,0,0,0,0,2.3,150,-3,0,11,3,0.3,0,1.4,0,0,1,0,0,0.1,901,0,0,0,0,219,92,0,0,56,Burnley,Arsenal,West Ham,Newcastle,Everton,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,5.2
Matt,Ritchie,MID,NEW,5500000,3,70,3.3,6e-07,1.27272727272727e-05,0,454131,3,26,0,0,0,0,0,12.7,10469,-5,0,70,5,0.3,0,1.8,6,0,5,0,7,2.1,384012,0,0,0,1,1733,8381,0,0,318,Swansea,Man City,Burnley,Crystal Palace,Man Utd,3.6,2.0,3.0,2.7,2.6,3.2,2.1,3.1,2.3,3.9,2.7,3.3,3.3,3.5,2.9,2.8,123.1
Andrew,Robertson,DEF,LIV,4700000,0,38,1.72727272727273,3.6750483558994203e-07,8.08510638297872e-06,0,152864,1,7,0,0,0,0,0,8.1,21346,-3,0,38,3,0.7,0,3.4,3,0,4,0,1,2.5,196159,0,0,0,1,794,11498,0,0,183,Man City,Swansea,Huddersfield,Tottenham,Southampton,1.1,1.0,0.9,1.3,1.1,1.8,1.2,0.9,1.6,2.1,0.9,1.2,1.1,1.5,1.1,1.8,39.9
Paul,Robinson,GLK,BUR,4500000,0,0,0.0,0.0,0.0,0,358,0,0,0,0,0,0,0,0.0,12,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,77,0,0,0,0,0,8,0,0,0,Crystal Palace,Man Utd,Newcastle,Man City,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joel,Robles,GLK,EVE,4300000,0,0,0.0,0.0,0.0,0,8272,0,0,0,0,0,0,0,0.0,195,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.2,1175,0,0,0,0,0,87,0,0,0,Tottenham,West Brom,Leicester,Arsenal,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hal,Robson-Kanu,FWD,WBA,4900000,1,27,1.22727272727273,2.50463821892393e-07,5.51020408163265e-06,0,61180,2,11,0,0,0,2,0,5.5,3002,-1,0,27,1,0.2,0,1.2,1,0,4,0,0,0.5,45633,0,0,0,0,784,2813,0,1,69,Brighton,Everton,Man City,Southampton,Chelsea,0.9,0.6,0.6,0.8,0.6,1.0,0.7,0.9,0.6,0.7,0.8,0.6,0.7,0.6,0.7,0.6,46.4
Joe,Rodon,DEF,SWA,4000000,0,0,0.0,0.0,0.0,0,2459,0,0,0,0,0,0,0,0.0,314,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,4663,0,0,0,0,0,543,0,0,0,Newcastle,Liverpool,Arsenal,Leicester,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jay,Rodriguez,FWD,WBA,5500000,2,51,2.4,4.3636363636363604e-07,9.272727272727271e-06,0,179163,2,22,0,0,0,3,0,9.3,4130,-5,0,51,5,0.5,0,2.8,2,0,6,0,0,0.8,90535,0,0,0,0,1607,10951,0,0,136,Brighton,Everton,Man City,Southampton,Chelsea,2.5,1.7,1.6,2.4,1.2,2.7,2.0,2.5,1.9,2.0,2.3,1.3,2.0,1.9,2.1,1.8,95.8
Marcos,Rojo,DEF,MUN,5400000,9,9,0.409090909090909,7.57575757575758e-08,1.66666666666667e-06,0,14964,5,7,0,0,0,0,0,1.7,1661,-1,0,9,1,0.3,0,1.6,3,0,1,0,0,0.2,20808,0,0,0,0,384,4875,0,0,56,Stoke,Burnley,Tottenham,Huddersfield,Newcastle,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,14.4
Sergio,Romero,GLK,MUN,4700000,0,0,0.0,0.0,0.0,0,6237,0,0,0,0,0,0,0,0.0,151,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,0.1,1257,0,0,0,0,0,89,0,0,0,Stoke,Burnley,Tottenham,Huddersfield,Newcastle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Salomon,Rondon,FWD,WBA,6000000,5,45,2.3,3.83333333333333e-07,7.499999999999999e-06,0,128467,3,24,0,0,0,3,0,7.5,3076,-5,0,45,5,0.4,0,2.6,0,0,2,0,1,0.6,66465,0,0,0,0,1380,8598,0,0,117,Brighton,Everton,Man City,Southampton,Chelsea,2.4,1.5,1.4,2.2,1.2,2.5,1.9,2.3,1.8,1.9,2.1,1.2,1.9,1.7,1.9,1.7,72.4
Wayne,Rooney,FWD,EVE,7500000,1,93,5.2,6.93333333333333e-07,1.24e-05,0,1756701,4,20,0,0,0,10,0,12.4,131405,0,0,93,0,0.4,2,3.0,19,0,4,0,3,15.7,1699837,0,0,0,2,1338,90161,0,0,378,Tottenham,West Brom,Leicester,Arsenal,Crystal Palace,5.1,7.5,7.3,4.4,7.3,6.4,5.3,7.3,6.3,6.1,6.3,6.0,6.9,5.3,7.0,5.3,120.5
Danny,Rose,DEF,TOT,6400000,0,14,0.6363636363636359,9.94318181818182e-08,2.1875e-06,0,32204,1,7,0,0,0,0,0,2.2,4121,-1,0,14,1,0.1,0,0.4,0,0,2,0,0,0.3,20176,0,0,0,0,448,516,0,0,91,Everton,Southampton,Man Utd,Liverpool,Arsenal,0.0,0.3,0.3,0.3,0.3,0.5,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,24.6
Liam,Rosenior,DEF,BHA,3900000,0,3,0.136363636363636,3.4965034965035e-08,7.69230769230769e-07,0,206166,0,3,0,0,0,0,0,0.8,11338,-1,0,3,1,0.0,0,0.0,0,0,0,0,0,3.6,236758,0,0,0,0,163,7782,0,0,22,West Brom,Chelsea,Southampton,West Ham,Stoke,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3.6
Wayne,Routledge,MID,SWA,5100000,1,12,0.545454545454545,1.06951871657754e-07,2.3529411764705897e-06,0,4996,1,9,0,0,0,0,0,2.3,68,-4,1,12,4,0.1,0,0.6,0,0,1,0,0,0.1,1342,0,0,0,0,319,27,-1,0,40,Newcastle,Liverpool,Arsenal,Leicester,Burnley,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,13.8
Antonio,Rudiger,DEF,CHE,5800000,0,75,5.0,8.620689655172409e-07,1.29310344827586e-05,0,156462,3,10,0,0,0,2,0,12.9,24293,-2,0,75,2,0.9,0,5.2,8,0,7,0,1,3.3,184551,0,0,0,2,1284,35347,0,0,346,Leicester,Brighton,Bournemouth,Watford,West Brom,5.9,5.9,6.1,6.5,7.1,4.8,5.1,7.2,5.9,6.4,7.4,5.9,7.2,5.3,6.5,5.5,51.6
Mathew,Ryan,GLK,BHA,4500000,3,87,4.0,8.888888888888891e-07,1.93333333333333e-05,0,58218,0,27,0,71,0,0,0,19.3,11474,0,0,87,0,1.2,0,5.6,7,0,8,0,0,2.3,142160,0,0,0,2,1980,32115,0,0,425,West Brom,Chelsea,Southampton,West Ham,Stoke,3.9,5.5,4.1,5.9,4.0,4.5,5.3,2.8,3.4,4.4,5.6,4.6,4.9,4.0,4.9,3.4,49.8
Abdelhamid,Sabiri,MID,HUD,4800000,0,9,0.409090909090909,8.52272727272727e-08,1.875e-06,0,977,1,4,0,0,0,0,0,1.9,17,-2,0,9,2,0.0,0,0.0,0,0,1,0,1,0.0,968,0,0,0,0,187,14,0,0,26,West Ham,Stoke,Liverpool,Man Utd,Bournemouth,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,12.2
Henri,Saivet,MID,NEW,4400000,0,8,0.36363636363636404,8.26446280991736e-08,1.81818181818182e-06,0,2996,0,2,0,0,0,1,0,1.8,283,-1,0,8,1,0.4,0,1.6,1,0,0,0,0,0.0,3765,0,0,0,0,83,150,0,0,27,Swansea,Man City,Burnley,Crystal Palace,Man Utd,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,5.8
Diafra,Sakho,FWD,WHU,5500000,0,24,1.09090909090909,1.9834710743801698e-07,4.3636363636363605e-06,0,26435,2,11,0,0,0,2,0,4.4,3607,0,0,24,0,0.2,0,1.0,1,0,0,0,1,0.2,27983,0,0,0,0,294,346,0,0,65,Huddersfield,Bournemouth,Crystal Palace,Brighton,Watford,0.0,0.8,0.7,0.5,0.6,0.5,0.5,0.6,0.6,0.7,0.5,0.9,0.5,0.5,0.5,0.7,21.2
Mamadou,Sakho,DEF,CRY,4700000,0,40,1.8181818181818201,3.86847195357834e-07,8.510638297872341e-06,0,126301,1,16,0,0,0,1,0,8.5,3721,-3,0,40,3,0.0,0,0.0,10,0,2,0,1,0.4,131562,0,0,0,1,834,88,0,0,210,Burnley,Arsenal,West Ham,Newcastle,Everton,0.0,0.0,0.0,0.0,0.0,1.4,1.4,1.3,1.0,1.4,1.0,2.0,1.6,1.2,1.3,1.7,32.4
Bakary,Sako,MID,CRY,4900000,1,24,1.09090909090909,2.2263450834879398e-07,4.89795918367347e-06,0,7416,0,6,0,0,0,2,0,4.9,569,-1,0,24,1,0.4,0,1.8,0,0,0,0,0,0.1,7164,0,0,0,0,246,737,0,0,76,Burnley,Arsenal,West Ham,Newcastle,Everton,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.7,26.9
Mohamed,Salah,MID,LIV,10100000,0,168,8.0,7.92079207920792e-07,1.6633663366336598e-05,0,1717150,0,18,0,0,0,17,0,16.6,179038,11,0,168,-11,0.8,1,8.2,17,0,8,0,7,50.6,2972701,0,0,0,7,1586,165324,0,0,471,Man City,Swansea,Huddersfield,Tottenham,Southampton,8.5,10.1,9.1,10.4,10.0,11.9,11.1,7.5,10.5,9.4,9.5,11.4,9.5,11.4,8.7,11.7,253.5
Renato,Sanches,MID,SWA,4400000,2,20,0.9090909090909091,2.0661157024793398e-07,4.54545454545455e-06,0,162193,1,10,0,0,0,0,0,4.5,2254,-6,0,20,6,0.2,0,1.0,0,0,2,0,0,0.3,169452,0,0,0,0,699,877,0,0,83,Newcastle,Liverpool,Arsenal,Leicester,Burnley,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,27.0
Alexis,Sanchez,MID,ARS,11800000,2,97,5.1,4.3220338983050795e-07,8.22033898305085e-06,0,315789,4,21,0,0,0,7,0,8.2,18362,-2,0,97,2,0.5,0,6.4,8,0,7,0,5,3.1,305595,0,0,0,2,1501,30584,0,0,303,Bournemouth,Crystal Palace,Swansea,Everton,Tottenham,5.0,6.5,5.6,7.5,3.7,4.7,3.9,6.0,4.2,6.6,6.5,5.1,7.1,3.1,6.5,4.5,217.4
Davinson,Sanchez,DEF,TOT,6000000,2,46,2.9,4.83333333333333e-07,7.66666666666667e-06,0,45028,1,12,0,0,0,0,0,7.7,3411,0,0,46,0,0.3,0,2.0,1,0,6,0,0,0.5,60570,0,0,0,0,1280,2217,0,1,276,Everton,Southampton,Man Utd,Liverpool,Arsenal,2.5,2.7,2.9,2.3,3.3,3.6,3.4,2.2,2.8,2.7,2.7,2.4,2.8,3.3,2.6,2.6,40.9
,Sandro,FWD,EVE,7100000,0,10,0.45454545454545503,6.40204865556978e-08,1.40845070422535e-06,0,72929,0,7,0,0,0,0,0,1.4,536,-4,0,10,4,0.1,0,0.4,0,0,1,0,0,0.4,7347,0,0,0,0,275,294,0,0,21,Tottenham,West Brom,Leicester,Arsenal,Crystal Palace,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,9.8
Leroy,Sane,MID,MCI,8500000,5,106,4.81818181818182,5.66844919786096e-07,1.2470588235294099e-05,0,1645063,4,10,0,0,0,6,0,12.5,87273,0,0,106,0,0.5,0,4.2,11,0,7,0,9,11.8,1949586,0,0,0,3,1366,38420,0,0,371,Liverpool,Newcastle,West Brom,Burnley,Leicester,3.9,5.6,6.0,5.1,5.3,4.2,5.0,5.1,5.6,5.8,4.6,4.3,6.1,5.0,6.5,5.4,162.6
Sean,Scannell,MID,HUD,4500000,0,0,0.0,0.0,0.0,0,2919,0,0,0,0,0,0,0,0.0,21,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,167,0,0,0,0,0,18,0,0,0,West Ham,Stoke,Liverpool,Man Utd,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ezequiel,Schelotto,DEF,BHA,4400000,2,7,0.31818181818181795,7.23140495867769e-08,1.59090909090909e-06,0,801,0,9,0,0,0,0,0,1.6,77,-1,0,7,1,0.1,0,0.6,0,0,0,0,0,0.0,963,0,0,0,0,344,95,0,0,58,West Brom,Chelsea,Southampton,West Ham,Stoke,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,13.2
Christopher,Schindler,DEF,HUD,4600000,1,65,3.1,6.73913043478261e-07,1.4130434782608701e-05,0,274465,4,31,0,0,0,0,0,14.1,15106,1,0,65,-1,0.7,0,3.0,12,0,6,0,2,3.8,407514,0,0,0,4,1856,29865,0,1,424,West Ham,Stoke,Liverpool,Man Utd,Bournemouth,4.3,2.6,3.5,1.9,3.3,2.4,2.2,3.2,4.6,2.3,2.7,3.9,2.6,3.1,2.1,3.9,73.1
Jeffrey,Schlupp,DEF,CRY,4700000,2,39,2.1,4.4680851063829794e-07,8.297872340425529e-06,0,29193,3,26,0,0,0,0,0,8.3,4688,-3,0,39,3,0.4,0,2.0,0,0,3,0,0,0.3,26829,0,0,0,0,1560,929,0,0,228,Burnley,Arsenal,West Ham,Newcastle,Everton,0.0,0.0,0.0,0.0,0.0,1.8,1.8,1.6,1.3,1.8,1.3,2.4,2.0,1.6,1.6,2.1,60.8
Kasper,Schmeichel,GLK,LEI,5000000,6,77,3.5,7e-07,1.5399999999999998e-05,0,163869,2,32,0,67,0,0,0,15.4,10184,0,0,77,0,0.4,0,2.2,9,0,5,0,0,4.0,160949,1,0,1,1,1980,3288,0,0,400,Chelsea,Watford,Everton,Swansea,Man City,3.6,4.3,2.5,3.5,3.0,4.2,3.7,3.4,4.3,3.7,3.7,3.5,4.0,4.3,4.8,3.1,50.2
Morgan,Schneiderlin,MID,EVE,4700000,2,30,1.8,3.8297872340425503e-07,6.382978723404261e-06,0,53766,2,22,0,0,0,0,0,6.4,974,-3,0,30,3,0.5,0,2.4,0,0,4,0,0,0.5,19522,0,0,0,0,1313,816,0,1,210,Tottenham,West Brom,Leicester,Arsenal,Crystal Palace,0.9,1.5,1.3,0.9,1.3,1.0,0.9,1.4,0.9,0.9,1.0,1.3,1.4,0.9,1.3,0.9,34.0
Kyle,Scott,MID,CHE,4300000,0,0,0.0,0.0,0.0,0,5680,0,0,0,0,0,0,0,0.0,202,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.1,5649,0,0,0,0,0,152,0,0,0,Leicester,Brighton,Bournemouth,Watford,West Brom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Xherdan,Shaqiri,MID,STK,6000000,1,81,4.0,6.66666666666667e-07,1.3500000000000001e-05,0,724380,3,38,0,0,0,4,0,13.5,69794,0,1,81,0,0.2,0,1.4,9,0,2,0,5,5.6,772654,0,0,0,1,1614,8346,-1,0,314,Man Utd,Huddersfield,Watford,Bournemouth,Brighton,2.6,5.3,3.8,4.1,4.5,3.4,3.9,2.8,5.2,2.9,3.7,3.6,4.2,2.7,4.2,4.6,148.6
Luke,Shaw,DEF,MUN,4900000,6,19,0.8636363636363641,1.76252319109462e-07,3.8775510204081595e-06,0,16888,1,2,0,0,0,0,0,3.9,6073,-1,0,19,1,0.5,0,2.4,1,0,3,0,0,1.0,60211,0,0,0,0,352,37163,0,0,91,Stoke,Burnley,Tottenham,Huddersfield,Newcastle,0.5,0.4,0.4,0.6,0.4,0.5,0.7,0.4,0.4,0.4,0.4,0.5,0.4,0.5,0.4,0.5,21.7
Ryan,Shawcross,DEF,STK,4800000,0,35,2.3,4.79166666666667e-07,7.29166666666667e-06,0,83418,1,25,0,0,0,1,0,7.3,3677,-2,0,35,2,0.1,0,0.6,0,0,2,0,1,0.7,32186,1,0,0,0,1291,43,0,0,198,Man Utd,Huddersfield,Watford,Bournemouth,Brighton,0.0,0.0,0.0,1.5,2.7,1.4,1.9,1.7,1.7,1.4,2.0,2.0,2.2,1.6,3.3,1.6,61.4
Jonjo,Shelvey,MID,NEW,5200000,3,24,1.09090909090909,2.0979020979021e-07,4.6153846153846195e-06,0,83086,2,16,0,0,0,0,0,4.6,573,-3,0,24,3,0.2,0,1.2,1,0,2,0,1,0.3,15360,0,0,0,0,1029,468,0,2,132,Swansea,Man City,Burnley,Crystal Palace,Man Utd,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.7,0.5,0.5,0.5,0.6,0.5,0.5,61.6
,Sheyi Ojo,MID,LIV,5000000,0,0,0.0,0.0,0.0,0,1494,0,0,0,0,0,0,0,0.0,6,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,63,0,0,0,0,0,1,0,0,0,Man City,Swansea,Huddersfield,Tottenham,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Steve,Sidwell,MID,BHA,4300000,0,0,0.0,0.0,0.0,0,21998,0,0,0,0,0,0,0,0.0,343,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.2,2715,0,0,0,0,0,69,0,0,0,West Brom,Chelsea,Southampton,West Ham,Stoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gylfi,Sigurdsson,MID,EVE,8000000,0,68,3.4,4.25e-07,8.5e-06,0,365340,2,30,0,0,0,3,0,8.5,8539,-5,0,68,5,0.4,0,3.4,6,0,5,0,2,2.1,144301,0,0,0,1,1653,2031,0,0,287,Tottenham,West Brom,Leicester,Arsenal,Crystal Palace,2.2,3.9,3.4,2.1,3.4,2.8,2.7,3.7,2.7,2.2,2.9,3.4,3.7,2.7,3.5,2.6,110.7
,Silva,MID,LEI,6000000,1,1,0.0454545454545455,7.57575757575758e-09,1.66666666666667e-07,0,431,0,0,0,0,0,0,0,0.2,431,0,0,1,0,0.2,0,1.0,0,0,0,0,0,0.0,1430,0,0,0,0,4,1430,0,0,5,Chelsea,Watford,Everton,Swansea,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3
