FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Simon,Francis,DEF,BOU,4300000,2,28,1.6,3.7209302325581396e-07,6.511627906976741e-06,0,146322,4,22,0,0,0,0,0,6.5,2406,-2,0,28,2,0.2,0,1.0,1,0,2,0,0,0.9,51797,0,0,0,0,1432,1996,0,1,254,Brighton,Arsenal,West Ham,Chelsea,Stoke,1.1,1.4,1.1,1.0,1.3,0.8,1.1,0.8,1.2,1.4,1.3,2.3,0.8,1.2,1.0,1.0,1.0,71.6
Ryan,Fraser,MID,BOU,5100000,15,43,3.3,6.47058823529412e-07,8.431372549019611e-06,0,64583,0,17,0,0,0,3,0,8.4,3873,-4,0,43,4,1.0,0,4.9,6,0,0,0,0,0.7,36136,0,0,0,2,867,25662,0,0,161,Brighton,Arsenal,West Ham,Chelsea,Stoke,2.3,3.5,2.6,2.3,3.3,2.7,3.6,2.6,2.9,3.7,2.8,3.3,1.9,2.9,2.8,3.8,2.6,63.1
Christian,Fuchs,DEF,LEI,4800000,1,41,2.7,5.625e-07,8.54166666666667e-06,0,175719,1,20,0,0,0,0,0,8.5,3181,-2,0,41,2,0.1,0,0.7,6,0,3,0,1,2.1,85188,0,0,0,1,1261,4173,0,0,231,Huddersfield,Chelsea,Watford,Everton,Swansea,3.0,2.4,3.0,1.6,2.3,2.0,2.9,2.5,2.4,2.9,2.6,2.6,2.4,2.7,3.3,3.4,2.1,47.1
Jay,Fulton,MID,SWA,4400000,0,1,0.0476190476190476,1.08225108225108e-08,2.2727272727272702e-07,0,3670,1,0,0,0,0,0,0,0.2,68,-1,0,1,1,0.0,0,0.1,0,0,0,0,0,0.1,3579,0,0,0,0,17,12,0,0,1,Tottenham,Newcastle,Liverpool,Arsenal,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ramiro,Funes Mori,DEF,EVE,4900000,0,0,0.0,0.0,0.0,0,1005,0,0,0,0,0,0,0,0.0,20,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,390,0,0,0,0,0,12,0,0,0,Man Utd,Tottenham,West Brom,Leicester,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Manolo,Gabbiadini,FWD,SOU,6300000,1,43,2.3,3.6507936507936504e-07,6.8253968253968296e-06,0,476863,1,12,0,0,0,3,0,6.8,2303,-7,0,43,7,0.2,0,1.1,4,0,4,0,0,1.4,253201,0,0,0,1,833,2664,0,0,127,Crystal Palace,Watford,Tottenham,Brighton,West Brom,2.2,2.1,1.9,2.2,1.8,1.8,1.5,2.6,1.9,1.8,1.6,1.2,1.4,2.0,2.3,1.6,1.6,36.5
,Gabriel,DEF,ARS,5000000,0,0,0.0,0.0,0.0,0,2080,0,0,0,0,0,0,0,0.0,18,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,326,0,0,0,0,0,2,0,0,0,Chelsea,Bournemouth,Crystal Palace,Swansea,Everton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Gamez,DEF,NEW,4000000,0,9,0.42857142857142894,1.07142857142857e-07,2.25e-06,0,194357,0,0,0,0,0,0,0,2.3,5984,0,0,9,0,0.0,0,0.0,2,0,1,0,0,2.0,184945,0,0,0,0,97,188,0,0,38,Stoke,Swansea,Man City,Burnley,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,8.4
Dwight,Gayle,FWD,NEW,6100000,2,44,2.0952380952381,3.4348165495706504e-07,7.2131147540983596e-06,0,146569,2,21,0,0,0,3,0,7.2,7501,-4,0,44,4,0.6,0,3.6,4,0,1,0,1,1.2,93121,0,0,0,1,951,6693,0,0,144,Stoke,Swansea,Man City,Burnley,Crystal Palace,2.0,1.7,1.3,1.5,1.5,1.7,1.7,1.2,1.7,1.2,2.0,1.6,1.8,1.4,2.0,1.7,1.2,68.6
Paulo,Gazzaniga,GLK,TOT,4200000,0,9,0.45,1.07142857142857e-07,2.1428571428571398e-06,0,4031,0,0,0,3,0,0,0,2.1,132,-3,1,9,3,0.0,0,0.0,2,0,1,0,0,0.1,5337,0,0,0,0,90,70,-1,0,26,Swansea,West Ham,Everton,Southampton,Man Utd,0.4,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,2.7
Kieran,Gibbs,DEF,WBA,5000000,6,50,2.8,5.6e-07,1e-05,0,26303,1,23,0,0,0,0,0,10.0,1410,0,0,50,0,0.8,0,4.0,1,0,4,0,2,0.5,37590,0,0,0,0,1536,2903,0,0,271,West Ham,Brighton,Everton,Man City,Southampton,2.6,3.7,1.5,2.0,3.0,2.4,3.3,3.0,2.5,2.0,3.1,2.6,1.7,2.9,2.2,2.9,3.3,61.9
Olivier,Giroud,FWD,ARS,8200000,0,36,1.7142857142857097,2.09059233449477e-07,4.39024390243902e-06,0,120373,0,3,0,0,0,4,0,4.4,750,-3,0,36,3,0.2,0,1.6,4,0,1,0,0,1.0,56966,0,0,0,1,360,121,0,0,139,Chelsea,Bournemouth,Crystal Palace,Swansea,Everton,0.0,0.9,1.6,0.9,1.6,0.9,1.2,0.9,1.4,0.9,1.9,1.5,0.9,1.6,0.9,1.3,0.9,52.9
Connor,Goldson,DEF,BHA,3900000,0,6,0.28571428571428603,7.326007326007331e-08,1.53846153846154e-06,0,52670,0,0,0,0,0,0,0,1.5,6545,-1,0,6,1,0.2,0,0.9,0,0,1,0,0,1.8,97292,0,0,0,0,90,21228,0,0,23,Bournemouth,West Brom,Chelsea,Southampton,West Ham,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,8.7
Heurelho,Gomes,GLK,WAT,4500000,1,59,2.8,6.22222222222222e-07,1.31111111111111e-05,0,104934,0,34,0,54,0,0,0,13.1,11882,0,0,59,0,0.4,0,1.9,4,0,5,0,0,2.3,127702,0,0,0,0,1858,820,0,0,357,Man City,Southampton,Leicester,Stoke,Chelsea,2.3,2.6,2.2,2.7,2.9,3.0,2.2,3.0,2.1,2.4,2.4,2.7,2.4,3.8,2.4,2.5,2.1,40.4
Joseph,Gomez,DEF,LIV,4700000,2,60,3.8,8.085106382978721e-07,1.27659574468085e-05,0,298646,2,15,0,0,0,0,0,12.8,32707,2,0,60,-2,0.5,0,2.3,6,0,6,0,2,6.2,565725,0,0,0,2,1271,15785,0,0,331,Burnley,Man City,Swansea,Huddersfield,Tottenham,3.9,3.8,3.3,3.3,4.5,4.0,5.5,4.4,2.9,4.9,4.5,2.6,4.3,3.8,4.8,3.9,5.5,52.2
Dan,Gosling,MID,BOU,4800000,2,28,1.33333333333333,2.77777777777778e-07,5.83333333333333e-06,0,4747,1,17,0,0,0,1,0,5.8,545,-2,0,28,2,0.5,0,2.4,2,0,0,0,1,0.1,4889,0,0,0,0,713,437,0,0,116,Brighton,Arsenal,West Ham,Chelsea,Stoke,0.7,0.8,0.7,0.7,0.8,0.7,0.9,0.7,0.7,0.9,0.7,0.8,0.7,0.7,0.7,1.0,0.7,38.0
Yoan,Gouffran,MID,NEW,5000000,0,0,0.0,0.0,0.0,0,250,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,29,0,0,0,0,0,2,0,0,0,Stoke,Swansea,Man City,Burnley,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Max,Gradel,MID,BOU,5000000,0,0,0.0,0.0,0.0,0,3888,0,0,0,0,0,0,0,0.0,12,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,129,0,0,0,0,0,2,0,0,0,Brighton,Arsenal,West Ham,Chelsea,Stoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lee,Grant,GLK,STK,4200000,0,5,0.23809523809523803,5.6689342403628096e-08,1.19047619047619e-06,0,24891,0,7,0,8,0,0,0,1.2,460,-3,0,5,3,0.0,0,0.0,0,0,0,0,0,0.3,7974,0,0,0,0,270,246,0,0,44,Newcastle,Man Utd,Huddersfield,Watford,Bournemouth,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,6.3
Andre,Gray,FWD,WAT,6300000,1,49,2.5,3.9682539682539704e-07,7.777777777777781e-06,0,232844,1,19,0,0,0,2,0,7.8,9828,-2,0,49,2,0.2,0,1.0,2,0,5,0,3,1.6,199741,0,0,0,0,1030,1060,0,0,128,Man City,Southampton,Leicester,Stoke,Chelsea,2.0,2.1,2.4,2.8,1.5,2.0,2.3,2.4,1.5,1.8,2.4,1.9,2.0,2.4,1.8,2.3,1.7,61.3
Demarai,Gray,MID,LEI,5300000,2,51,2.42857142857143,4.5822102425876e-07,9.62264150943396e-06,0,102630,2,19,0,0,0,3,0,9.6,6829,-2,0,51,2,0.6,0,3.1,2,0,3,0,1,1.2,121362,0,0,0,0,1040,4412,0,0,198,Huddersfield,Chelsea,Watford,Everton,Swansea,2.5,1.4,1.7,1.9,2.4,1.2,2.0,2.3,1.7,2.2,1.4,2.2,1.6,2.0,1.5,2.3,1.3,69.1
Robert,Green,GLK,HUD,4000000,0,0,0.0,0.0,0.0,0,3769,0,0,0,0,0,0,0,0.0,282,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.2,10238,0,0,0,0,0,429,0,0,0,Leicester,West Ham,Stoke,Liverpool,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pascal,Gro?,MID,BHA,5900000,3,99,4.7,7.96610169491525e-07,1.6779661016949202e-05,0,961188,1,22,0,0,0,4,0,16.8,77072,4,0,99,-4,0.6,0,3.3,17,0,8,0,5,17.7,1797433,0,0,0,1,1598,60689,0,0,364,Bournemouth,West Brom,Chelsea,Southampton,West Ham,6.3,4.4,5.3,4.5,6.2,4.1,6.5,6.1,4.8,3.0,5.7,6.7,4.0,5.2,4.2,5.2,3.1,128.1
Marko,Grujic,MID,LIV,4200000,0,3,0.14285714285714302,3.40136054421769e-08,7.142857142857141e-07,0,42263,0,0,0,0,0,0,0,0.7,1522,-3,0,3,3,0.0,0,0.1,0,0,0,0,0,0.6,49757,0,0,0,0,14,1096,0,0,9,Burnley,Man City,Swansea,Huddersfield,Tottenham,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.9
Johann Berg,Gudmundsson,MID,BUR,5000000,3,56,2.8,5.6e-07,1.12e-05,0,18282,2,14,0,0,0,0,0,11.2,2473,0,0,56,0,0.6,0,2.9,0,0,8,0,5,0.3,31385,0,0,0,0,1514,1916,0,0,233,Liverpool,Crystal Palace,Man Utd,Newcastle,Man City,2.0,1.9,2.2,2.4,1.5,2.6,2.5,3.2,2.0,2.3,2.2,2.2,2.5,2.0,2.7,1.6,2.9,98.8
Idrissa,Gueye,MID,EVE,4800000,9,44,2.2,4.58333333333333e-07,9.16666666666667e-06,0,59017,4,27,0,0,0,1,0,9.2,646,-2,0,44,2,0.6,0,2.7,2,0,5,0,0,0.8,27936,0,0,0,0,1669,2120,0,1,311,Man Utd,Tottenham,West Brom,Leicester,Arsenal,1.6,1.1,2.1,1.8,1.1,1.9,1.3,1.2,2.0,1.2,1.1,1.5,1.6,2.0,1.3,1.8,1.2,56.5
Ilkay,Gundogan,MID,MCI,5300000,1,30,1.42857142857143,2.69541778975741e-07,5.6603773584905704e-06,0,45396,0,3,0,0,0,1,0,5.7,4798,-2,0,30,2,0.5,0,2.9,2,0,2,0,1,0.6,54181,0,0,0,1,470,6782,0,0,121,Watford,Liverpool,Newcastle,West Brom,Burnley,0.7,0.7,0.9,1.0,0.7,0.8,0.7,0.7,0.7,0.9,0.8,0.7,0.7,1.0,0.7,1.1,0.8,36.9
Florent,Hadergjonaj,DEF,HUD,4500000,1,18,0.857142857142857,1.9047619047619e-07,4e-06,0,1327,1,12,0,0,0,0,0,4.0,93,0,0,18,0,0.3,0,1.3,2,0,1,0,1,0.0,1752,0,0,0,0,510,20,0,0,112,Leicester,West Ham,Stoke,Liverpool,Man Utd,0.0,0.7,0.4,0.4,0.4,0.4,0.4,0.4,0.4,1.1,0.4,0.4,0.5,0.4,0.4,0.4,0.5,21.9
Massadio,Haidara,DEF,NEW,3900000,0,0,0.0,0.0,0.0,0,82948,0,0,0,0,0,0,0,0.0,2791,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,1.6,79802,0,0,0,0,0,3395,0,0,0,Stoke,Swansea,Man City,Burnley,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sead,Haksabanovic,MID,WHU,5000000,0,0,0.0,0.0,0.0,0,531,0,0,0,0,0,0,0,0.0,15,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,642,0,0,0,0,0,26,0,0,0,West Brom,Tottenham,Huddersfield,Bournemouth,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ben,Hamer,GLK,LEI,4400000,0,0,0.0,0.0,0.0,0,1823,0,0,0,0,0,0,0,0.0,47,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,675,0,0,0,0,0,45,0,0,0,Huddersfield,Chelsea,Watford,Everton,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Grant,Hanley,DEF,NEW,4000000,0,0,0.0,0.0,0.0,0,81968,0,0,0,0,0,0,0,0.0,709,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.5,5706,0,0,0,0,0,13,0,0,0,Stoke,Swansea,Man City,Burnley,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rekeem,Harper,MID,WBA,4500000,0,1,1.0,2.22222222222222e-07,2.22222222222222e-07,0,2095,0,0,0,0,0,0,0,0.2,9,0,0,1,0,0.0,0,0.0,0,0,0,0,0,0.0,1337,0,0,0,0,20,0,0,0,6,West Ham,Brighton,Everton,Man City,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7
Joe,Hart,GLK,WHU,4300000,0,45,3.2,7.441860465116279e-07,1.0465116279069802e-05,0,449681,0,30,0,39,0,0,0,10.5,11964,-2,0,45,2,0.0,0,0.0,3,0,3,0,1,5.9,138186,0,0,1,1,1260,5963,0,0,261,West Brom,Tottenham,Huddersfield,Bournemouth,Crystal Palace,6.5,2.4,3.4,4.7,3.1,4.0,2.4,2.4,3.8,3.5,3.7,2.9,3.9,2.1,3.0,2.2,3.2,30.2
Jakob,Haugaard,GLK,STK,4000000,0,0,0.0,0.0,0.0,0,1597,0,0,0,0,0,0,0,0.0,136,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,3902,0,0,0,0,0,275,0,0,0,Newcastle,Man Utd,Huddersfield,Watford,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Isaac,Hayden,MID,NEW,4400000,3,31,1.8,4.09090909090909e-07,7.04545454545455e-06,0,25001,7,19,0,0,0,1,0,7.0,358,-1,1,31,1,0.2,0,0.9,0,0,3,0,0,0.2,23982,0,0,0,0,1181,313,-1,0,134,Stoke,Swansea,Man City,Burnley,Crystal Palace,1.0,1.5,0.9,1.2,0.9,1.0,1.1,0.9,1.2,0.9,1.6,1.0,1.4,1.2,1.5,1.1,1.1,50.0
Eden,Hazard,MID,CHE,10700000,0,85,5.0,4.67289719626168e-07,7.943925233644859e-06,0,771903,1,8,0,0,0,5,0,7.9,194842,2,1,85,-2,0.4,0,4.6,12,0,7,0,4,8.8,1089629,0,0,0,3,1110,15469,-1,0,314,Arsenal,Leicester,Brighton,Bournemouth,Watford,4.0,5.9,4.5,6.6,5.2,6.6,3.6,3.6,6.1,5.0,5.5,6.5,5.3,7.0,6.1,5.1,5.6,145.5
Tom,Heaton,GLK,BUR,4700000,0,8,0.38095238095238104,8.105369807497469e-08,1.7021276595744699e-06,0,353410,0,4,0,8,0,0,0,1.7,1357,-3,0,8,3,0.0,0,0.0,0,0,0,0,0,1.6,18452,0,0,0,0,305,43,0,0,48,Liverpool,Crystal Palace,Man Utd,Newcastle,Man City,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,5.3
Michael,Hefele,DEF,HUD,4200000,0,1,0.0476190476190476,1.1337868480725601e-08,2.38095238095238e-07,0,8523,0,0,0,0,0,0,0,0.2,47,-3,0,1,3,0.0,0,0.0,0,0,0,0,0,0.1,2273,0,0,0,0,1,51,0,0,4,Leicester,West Ham,Stoke,Liverpool,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
Ahmed El-Sayed,Hegazi,DEF,WBA,4500000,2,65,3.1,6.88888888888889e-07,1.44444444444444e-05,0,1048775,3,27,0,0,0,1,0,14.4,41387,0,0,65,0,0.8,0,3.6,6,0,6,0,0,18.8,1532762,0,0,0,1,1856,32877,0,0,356,West Ham,Brighton,Everton,Man City,Southampton,3.1,4.3,1.8,2.3,3.5,2.8,3.8,3.5,2.9,2.3,3.6,3.0,2.1,3.3,2.6,3.4,3.7,70.6
Tomer,Hemed,FWD,BHA,4800000,1,41,2.7,5.625e-07,8.54166666666667e-06,0,222083,0,6,0,0,0,2,0,8.5,6242,-2,0,41,2,0.4,0,1.7,5,0,3,0,2,1.3,261594,0,0,0,0,775,7955,0,0,110,Bournemouth,West Brom,Chelsea,Southampton,West Ham,3.1,2.0,2.1,2.1,3.0,2.6,2.8,2.9,1.8,1.8,3.0,3.2,2.0,2.6,1.7,2.8,1.6,40.0
Jordan,Henderson,MID,LIV,5400000,0,46,2.9,5.37037037037037e-07,8.518518518518519e-06,0,155242,1,18,0,0,0,1,0,8.5,1712,-1,0,46,1,0.2,0,1.1,3,0,6,0,1,1.2,122023,0,0,0,0,1272,19,0,0,228,Burnley,Man City,Swansea,Huddersfield,Tottenham,0.0,0.0,0.0,0.0,2.4,2.2,3.1,3.0,1.4,2.3,2.0,2.4,3.1,2.2,2.8,1.8,2.9,63.7
Jeff,Hendrick,MID,BUR,5400000,3,56,3.1,5.74074074074074e-07,1.03703703703704e-05,0,19010,0,12,0,0,0,2,0,10.4,622,-1,0,56,1,0.4,0,2.3,1,0,8,0,1,0.2,21229,0,0,0,0,1404,215,0,0,180,Liverpool,Crystal Palace,Man Utd,Newcastle,Man City,2.4,2.3,2.6,2.8,1.8,3.1,2.9,3.7,2.4,2.6,2.6,2.6,2.9,2.4,3.1,1.9,3.3,63.5
Wayne,Hennessey,GLK,CRY,4300000,7,37,1.76190476190476,4.09745293466224e-07,8.6046511627907e-06,0,76722,0,18,0,38,0,0,0,8.6,2266,-2,0,37,2,0.2,0,1.0,5,0,2,0,0,0.9,44347,0,0,0,0,900,5855,0,0,195,Southampton,Burnley,Arsenal,West Ham,Newcastle,1.2,1.5,0.9,1.3,1.4,0.9,1.4,1.4,1.2,0.9,1.4,0.9,1.9,1.5,1.2,1.1,1.7,26.4
Dion,Henry,GLK,CRY,4000000,0,0,0.0,0.0,0.0,0,1837,0,0,0,0,0,0,0,0.0,157,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,4663,0,0,0,0,0,348,0,0,0,Southampton,Burnley,Arsenal,West Ham,Newcastle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ander,Herrera,MID,MUN,5000000,0,24,1.14285714285714,2.2857142857142897e-07,4.8e-06,0,190053,4,11,0,0,0,0,0,4.8,552,-5,0,24,5,0.1,0,0.7,0,0,2,0,1,1.2,25202,0,0,0,0,760,251,0,0,125,Everton,Stoke,Burnley,Tottenham,Huddersfield,0.6,0.6,0.6,0.6,0.8,0.6,0.6,0.6,0.6,0.6,0.8,0.6,0.8,0.6,0.7,0.6,0.6,36.1
Wesley,Hoedt,DEF,SOU,5000000,5,29,2.4,4.8e-07,5.7999999999999995e-06,0,5013,3,18,0,0,0,0,0,5.8,380,0,0,29,0,0.4,0,2.0,2,0,2,0,1,0.1,7346,0,0,0,0,1080,1348,0,0,228,Crystal Palace,Watford,Tottenham,Brighton,West Brom,3.4,2.6,2.2,2.9,2.0,2.1,2.1,2.4,1.9,1.7,2.3,1.5,2.4,1.6,2.0,1.3,1.7,41.5
Jonathan,Hogg,MID,HUD,4400000,3,24,1.14285714285714,2.5974025974026e-07,5.45454545454545e-06,0,29721,2,18,0,0,0,0,0,5.5,696,-1,0,24,1,0.2,0,1.1,0,0,4,0,0,0.3,40189,0,0,0,0,1020,388,0,1,187,Leicester,West Ham,Stoke,Liverpool,Man Utd,0.6,0.8,0.6,0.6,0.6,0.8,0.6,0.6,0.8,0.7,0.6,0.6,0.6,0.6,0.9,0.6,0.7,27.2
Pierre-Emile,H?jbjerg,MID,SOU,4300000,2,13,0.6190476190476191,1.43964562569214e-07,3.02325581395349e-06,0,26348,2,9,0,0,0,0,0,3.0,809,-2,0,13,2,0.3,0,1.1,0,0,1,0,0,0.4,26642,0,0,0,0,518,928,0,0,95,Crystal Palace,Watford,Tottenham,Brighton,West Brom,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,18.8
Rob,Holding,DEF,ARS,4500000,0,8,0.38095238095238104,8.46560846560847e-08,1.77777777777778e-06,0,98298,1,8,0,0,0,0,0,1.8,330,-5,0,8,5,0.0,0,0.0,0,0,1,0,0,0.6,16013,0,0,0,0,263,107,0,0,68,Chelsea,Bournemouth,Crystal Palace,Swansea,Everton,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,10.7
Jose,Holebas,DEF,WAT,4900000,0,35,2.3,4.6938775510204106e-07,7.142857142857139e-06,0,56997,3,28,0,0,0,0,0,7.1,1899,-1,0,35,1,0.1,0,0.7,3,0,2,0,3,0.5,48709,0,0,0,0,1211,114,0,0,214,Man City,Southampton,Leicester,Stoke,Chelsea,1.7,1.9,1.6,2.0,2.1,2.3,1.6,2.2,1.5,1.7,1.7,2.0,1.7,3.1,1.8,1.8,1.5,69.7
Mason,Holgate,DEF,EVE,4300000,0,33,1.57142857142857,3.65448504983389e-07,7.674418604651159e-06,0,113401,2,7,0,0,0,0,0,7.7,13192,-2,0,33,2,0.7,0,2.9,0,0,4,0,0,2.0,149134,0,0,0,0,900,1898,0,0,161,Man Utd,Tottenham,West Brom,Leicester,Arsenal,1.2,0.8,1.4,1.0,0.8,2.3,1.2,0.9,1.7,0.9,1.0,1.2,0.8,1.2,0.8,1.3,1.0,36.6
Mark,Hudson,DEF,HUD,4000000,0,0,0.0,0.0,0.0,0,17572,0,0,0,0,0,0,0,0.0,151,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,1107,0,0,0,0,0,16,0,0,0,Leicester,West Ham,Stoke,Liverpool,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Callum,Hudson-Odoi,MID,CHE,4500000,0,0,0.0,0.0,0.0,0,34,0,0,0,0,0,0,0,0.0,14,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,50,0,0,0,0,0,14,0,0,0,Arsenal,Leicester,Brighton,Bournemouth,Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Will,Hughes,MID,WAT,4600000,0,26,1.23809523809524,2.6915113871635604e-07,5.65217391304348e-06,0,66350,0,6,0,0,0,2,0,5.7,1971,-4,0,26,4,0.0,0,0.0,3,0,2,0,1,0.3,64141,0,0,0,1,323,119,0,0,89,Man City,Southampton,Leicester,Stoke,Chelsea,0.6,0.6,0.6,0.6,0.6,0.6,0.8,0.7,0.6,0.6,0.7,0.6,0.6,0.6,0.6,0.7,0.6,30.3
Uwe,Hunemeier,DEF,BHA,3900000,0,1,0.0476190476190476,1.22100122100122e-08,2.56410256410256e-07,0,335743,0,1,0,0,0,0,0,0.3,10730,-1,0,1,1,0.0,0,0.0,0,0,0,0,0,6.3,297245,0,0,0,0,17,4339,0,0,5,Bournemouth,West Brom,Chelsea,Southampton,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9
Robert,Huth,DEF,LEI,4800000,0,0,0.0,0.0,0.0,0,4703,0,0,0,0,0,0,0,0.0,27,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.1,1235,0,0,0,0,0,17,0,0,0,Huddersfield,Chelsea,Watford,Everton,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Emerson,Hyndman,MID,BOU,4500000,0,0,0.0,0.0,0.0,0,26,0,0,0,0,0,0,0,0.0,12,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,40,0,0,0,0,0,17,0,0,0,Brighton,Arsenal,West Ham,Chelsea,Stoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordon,Ibe,MID,BOU,4800000,2,38,2.0,4.1666666666666704e-07,7.91666666666667e-06,0,41091,1,19,0,0,0,0,0,7.9,659,-2,0,38,2,0.3,0,1.4,0,0,2,0,3,0.3,31794,0,0,0,0,1116,570,0,0,148,Brighton,Arsenal,West Ham,Chelsea,Stoke,1.0,1.6,1.1,1.0,1.5,1.2,1.7,1.1,1.3,1.8,1.2,1.5,1.0,1.3,1.2,1.8,1.2,84.7
