FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
Jarrod,Bowen,FWD,HUL,4500000,0,5,0.0505050505050505,1.12233445566779e-08,1.11111111111111e-06,0,5320,0,1,0,0,0,0,0,1.1,72,0,0,5,0,0.0,0,0.0,0,0,0,0,0,0.1,5930,0,0,0,0,65,29,0,0,15,Watford,Southampton,Sunderland,Crystal Palace,Tottenham,0.0,0.0,0.0,0.0,0.0
George,Boyd,MID,BUR,5100000,2,80,2.5,4.90196078431373e-07,1.56862745098039e-05,0,14178,3,40,0,0,0,2,0,15.7,662,-4,0,80,4,0.7,0,3.8,1,0,8,0,1,0.2,10699,0,0,0,0,2550,380,0,0,344,Man Utd,Crystal Palace,West Brom,Bournemouth,West Ham,2.1,1.3,2.4,1.2,1.9
Robbie,Brady,MID,BUR,5500000,2,31,0.313131313131313,5.693296602387509e-08,5.6363636363636395e-06,0,20145,0,7,0,0,0,1,0,5.6,2079,0,0,31,0,0.3,0,1.8,4,0,1,0,2,0.3,32582,0,0,0,0,519,59,0,0,103,Man Utd,Crystal Palace,West Brom,Bournemouth,West Ham,0.2,0.2,0.2,0.2,0.2
Cameron,Brannagan,MID,LIV,4200000,0,0,0.0,0.0,0.0,0,3687,0,0,0,0,0,0,0,0.0,31,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,0.1,2819,0,27,0,0,0,9,0,0,0,Crystal Palace,Watford,Southampton,West Ham,Middlesbrough,0.0,0.0,0.0,0.0,0.0
Claudio,Bravo,GLK,MCI,5000000,6,67,3.2,6.4e-07,1.34e-05,0,120310,0,26,0,32,0,0,0,13.4,567,-5,0,67,5,0.4,0,2.0,3,0,5,0,0,1.3,124695,0,0,1,1,1890,993,0,0,345,Man Utd,Middlesbrough,Crystal Palace,Leicester,West Brom,2.6,3.1,3.8,7.1,2.5
Miguel,Britos,DEF,WAT,4300000,0,69,2.8,6.51162790697674e-07,1.6046511627907e-05,0,60562,6,34,0,0,0,1,0,16.0,2042,-2,0,69,2,1.0,0,4.5,8,0,6,0,2,1.0,95441,0,205,0,2,2172,3053,0,2,396,Hull City,Liverpool,Leicester,Everton,Chelsea,2.0,3.9,1.4,3.5,2.9
Leon,Britton,MID,SWA,4400000,0,20,0.202020202020202,4.59136822773186e-08,4.54545454545455e-06,0,4047,2,22,0,0,0,0,0,4.5,19,-1,0,20,1,0.0,0,0.0,0,0,2,0,0,0.1,1872,0,166,0,0,802,9,0,0,133,Stoke,Man Utd,Everton,Sunderland,West Brom,0.1,0.1,0.1,0.1,0.1
Marcus,Browne,MID,WHU,4500000,0,0,0.0,0.0,0.0,0,97,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,109,0,0,0,0,0,1,0,0,0,Everton,Stoke,Tottenham,Liverpool,Burnley,0.0,0.0,0.0,0.0,0.0
Tyias,Browning,DEF,EVE,3900000,0,0,0.0,0.0,0.0,0,115098,0,0,0,0,0,0,0,0.0,2366,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,2.2,136272,0,22,0,0,0,74,0,0,0,West Ham,Chelsea,Swansea,Watford,Arsenal,0.0,0.0,0.0,0.0,0.0
Alex,Bruce,DEF,HUL,4000000,0,0,0.0,0.0,0.0,0,7275,0,0,0,0,0,0,0,0.0,56,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,4701,0,0,0,0,0,11,0,0,0,Watford,Southampton,Sunderland,Crystal Palace,Tottenham,0.0,0.0,0.0,0.0,0.0
Chris,Brunt,DEF,WBA,4900000,1,88,0.8888888888888891,1.8140589569161e-07,1.7959183673469397e-05,0,153868,5,28,0,0,0,3,0,17.6,25642,-1,1,88,1,0.5,0,2.3,10,0,4,0,3,2.6,250678,0,230,0,2,2027,549,-1,0,395,Leicester,Burnley,Chelsea,Man City,Swansea,0.0,0.4,0.4,0.9,0.4
Reece,Burke,DEF,WHU,4000000,0,0,0.0,0.0,0.0,0,2700,0,0,0,0,0,0,0,0.0,8,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,2484,0,0,0,0,0,2,0,0,0,Everton,Stoke,Tottenham,Liverpool,Burnley,0.0,0.0,0.0,0.0,0.0
Jack,Butland,GLK,STK,4500000,0,0,0.0,0.0,0.0,0,147502,0,0,0,0,0,0,0,0.0,109,-5,0,0,5,0.0,0,0.0,0,0,0,0,0,0.8,4276,0,341,0,0,0,228,0,0,0,Swansea,West Ham,Bournemouth,Arsenal,Southampton,0.0,0.0,0.0,0.0,0.0
Sam,Byram,DEF,WHU,4200000,-2,22,0.222222222222222,5.29100529100529e-08,5.23809523809524e-06,0,34434,4,22,0,0,0,0,0,5.2,1349,-3,0,22,3,0.4,0,1.8,2,0,2,0,1,0.3,17630,0,39,0,0,979,29,0,1,164,Everton,Stoke,Tottenham,Liverpool,Burnley,0.0,0.1,0.1,0.1,0.1
Willy,Caballero,GLK,MCI,4700000,0,44,0.444444444444444,9.456264775413711e-08,9.36170212765957e-06,0,43609,0,9,0,19,0,0,0,9.4,5461,-3,0,44,3,0.4,0,1.8,1,0,4,0,0,0.7,52697,0,45,1,0,990,189,0,0,206,Man Utd,Middlesbrough,Crystal Palace,Leicester,West Brom,0.2,0.2,0.2,0.4,0.2
Yohan,Cabaye,MID,CRY,5600000,9,83,2.9,5.178571428571429e-07,1.4821428571428601e-05,0,140501,6,39,0,0,0,4,0,14.8,724,-4,0,83,4,0.9,1,5.0,6,0,6,0,3,1.5,50162,0,397,0,1,1955,15765,0,0,391,Liverpool,Tottenham,Burnley,Man City,Hull City,3.7,3.4,1.9,3.4,2.3
Martin,Caceres,DEF,SOU,5000000,0,0,0.0,0.0,0.0,0,189,0,0,0,0,0,0,0,0.0,30,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,353,0,0,0,0,0,15,0,0,0,Chelsea,Hull City,Liverpool,Arsenal,Middlesbrough,0.0,0.0,0.0,0.0,0.0
Gary,Cahill,DEF,CHE,6600000,0,139,4.3,6.51515151515152e-07,2.10606060606061e-05,0,336480,4,27,0,0,0,4,0,21.1,47666,6,0,139,-6,0.2,0,1.0,12,0,13,0,0,14.3,640282,1,283,0,2,2873,6856,0,0,642,Southampton,Everton,Middlesbrough,West Brom,Watford,0.0,3.6,5.5,10.6,5.3
Jonathan,Calleri,FWD,WHU,6600000,1,16,0.161616161616162,2.44872972145699e-08,2.4242424242424197e-06,0,3580,0,3,0,0,0,1,0,2.4,47,-4,0,16,4,0.1,0,0.8,0,0,0,0,0,0.0,3369,0,0,0,0,258,31,0,0,40,Everton,Stoke,Tottenham,Liverpool,Burnley,0.1,0.1,0.1,0.1,0.1
,Callum Wilson,FWD,BOU,6000000,0,63,3.1,5.16666666666667e-07,1.05e-05,0,424829,0,25,0,0,0,6,0,10.5,429,-5,0,63,5,0.0,0,0.0,2,0,6,0,1,1.2,354735,0,165,0,0,1361,42,0,0,170,Middlesbrough,Sunderland,Stoke,Burnley,Leicester,0.0,0.0,0.0,0.0,0.0
Dominic,Calvert-Lewin,FWD,EVE,4500000,0,14,0.141414141414141,3.14253647586981e-08,3.11111111111111e-06,0,3596,0,5,0,0,0,1,0,3.1,635,0,0,14,0,0.2,0,0.8,1,0,0,0,0,0.1,5856,0,0,0,0,212,189,0,0,38,West Ham,Chelsea,Swansea,Watford,Arsenal,0.1,0.1,0.1,0.1,0.1
Geoff,Cameron,DEF,STK,4200000,2,38,0.383838383838384,9.13900913900914e-08,9.04761904761905e-06,0,28203,1,17,0,0,0,0,0,9.0,679,-3,0,38,3,0.3,0,1.3,2,0,4,0,0,0.4,29722,0,293,0,0,1179,421,0,0,228,Swansea,West Ham,Bournemouth,Arsenal,Southampton,0.2,0.2,0.2,0.2,0.2
Fraizer,Campbell,FWD,CRY,4400000,0,12,0.12121212121212101,2.75482093663912e-08,2.7272727272727298e-06,0,82858,0,3,0,0,0,1,0,2.7,1331,-1,0,12,1,0.0,0,0.0,0,0,0,0,0,1.0,87736,0,12,0,0,120,349,0,0,47,Liverpool,Tottenham,Burnley,Man City,Hull City,0.2,0.1,0.1,0.1,0.1
Joel,Campbell,MID,ARS,5900000,0,0,0.0,0.0,0.0,0,5102,0,0,0,0,0,0,0,0.0,12,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,499,0,175,0,0,0,7,0,0,0,Leicester,Tottenham,Man Utd,Southampton,Stoke,0.0,0.0,0.0,0.0,0.0
Emre,Can,MID,LIV,4700000,3,82,0.8282828282828281,1.7623038899634602e-07,1.74468085106383e-05,0,196291,6,26,0,0,0,4,0,17.4,6847,-3,0,82,3,0.4,0,2.0,9,0,5,0,2,2.2,212173,0,399,0,1,1921,4537,0,0,354,Crystal Palace,Watford,Southampton,West Ham,Middlesbrough,0.4,0.4,0.4,0.4,0.4
Etienne,Capoue,MID,WAT,4500000,8,115,3.7,8.22222222222222e-07,2.55555555555556e-05,0,1655684,4,45,0,0,0,6,0,25.6,17590,0,0,115,0,0.7,0,3.3,14,0,7,0,2,23.1,2315217,0,347,0,3,2716,24828,0,0,479,Hull City,Liverpool,Leicester,Everton,Chelsea,3.1,3.2,2.8,4.4,3.3
Baily,Cargill,DEF,BOU,4000000,0,1,0.0101010101010101,2.5252525252525305e-09,2.5e-07,0,582,0,0,0,0,0,0,0,0.3,61,0,0,1,0,0.0,0,0.0,0,0,0,0,0,0.0,1351,0,0,0,0,13,24,0,0,5,Middlesbrough,Sunderland,Stoke,Burnley,Leicester,0.0,0.0,0.0,0.0,0.0
Michael,Carrick,MID,MUN,4200000,1,31,0.313131313131313,7.45550745550746e-08,7.380952380952381e-06,0,130307,1,9,0,0,0,0,0,7.4,4559,-3,0,31,3,0.4,0,1.5,0,0,4,0,0,1.7,143117,0,275,0,0,1167,2585,0,0,212,Burnley,Man City,Swansea,Arsenal,Tottenham,0.4,0.2,0.2,0.4,0.2
Andy,Carroll,FWD,WHU,6100000,5,69,3.8,6.22950819672131e-07,1.1311475409836099e-05,0,661506,3,27,0,0,0,7,0,11.0,71967,-4,2,69,4,0.5,0,3.3,6,0,3,0,2,2.9,486303,0,381,0,1,1312,2187,-2,0,256,Everton,Stoke,Tottenham,Liverpool,Burnley,0.0,3.5,4.6,5.0,3.3
Tom,Carroll,MID,SWA,4200000,1,32,0.323232323232323,7.6960076960077e-08,7.61904761904762e-06,0,48931,0,16,0,0,0,0,0,7.6,6403,-3,0,32,3,0.4,0,1.8,1,0,2,0,2,1.4,100507,0,93,0,0,939,1659,0,0,155,Stoke,Man Utd,Everton,Sunderland,West Brom,0.2,0.2,0.2,0.2,0.2
Cameron,Carter-Vickers,DEF,TOT,4300000,0,0,0.0,0.0,0.0,0,1996,0,0,0,0,0,0,0,0.0,26,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.0,933,0,0,0,0,0,8,0,0,0,Crystal Palace,Arsenal,West Ham,Man Utd,Leicester,0.0,0.0,0.0,0.0,0.0
Craig,Cathcart,DEF,WAT,4300000,0,31,0.313131313131313,7.282123561193331e-08,7.209302325581401e-06,0,23188,3,21,0,0,0,0,0,7.2,2928,-2,0,31,2,1.0,0,4.5,3,0,2,0,1,0.3,15506,0,335,0,1,1162,71,0,0,183,Hull City,Liverpool,Leicester,Everton,Chelsea,0.0,0.2,0.2,0.4,0.2
Lee,Cattermole,MID,SUN,4200000,1,7,0.0707070707070707,1.68350168350168e-08,1.66666666666667e-06,0,6616,3,8,0,0,0,0,0,1.7,117,-3,0,7,3,0.2,0,1.0,0,0,0,0,0,0.1,3313,0,246,0,0,387,148,0,0,37,Middlesbrough,Bournemouth,Hull City,Swansea,Arsenal,0.0,0.0,0.0,0.0,0.0
Santiago,Cazorla,MID,ARS,7000000,0,38,4.8,6.85714285714286e-07,5.4285714285714306e-06,0,373251,2,5,0,0,0,2,0,5.4,140,-5,0,38,5,0.0,0,0.0,5,0,4,0,2,1.4,330180,0,259,0,0,618,11,0,0,159,Leicester,Tottenham,Man Utd,Southampton,Stoke,0.0,0.0,0.0,0.0,0.0
Petr,Cech,GLK,ARS,5300000,3,94,3.4,6.41509433962264e-07,1.7735849056603798e-05,0,569901,2,33,0,85,0,0,0,17.7,4837,-2,0,94,2,0.2,0,0.8,0,0,8,0,0,11.1,297079,1,409,0,0,2467,2798,0,0,489,Leicester,Tottenham,Man Utd,Southampton,Stoke,3.7,2.7,6.8,7.2,3.9
,Cedric,DEF,SOU,4800000,0,80,3.3,6.875e-07,1.6666666666666698e-05,0,162108,5,29,0,0,0,0,0,16.7,3890,-2,0,80,2,0.8,0,3.8,11,0,8,0,2,2.0,191159,0,320,0,1,1997,2252,0,0,465,Chelsea,Hull City,Liverpool,Arsenal,Middlesbrough,3.1,4.2,8.3,5.9,4.4
Nacer,Chadli,MID,WBA,5900000,2,106,1.0707070707070698,1.81475774696114e-07,1.7966101694915303e-05,0,336224,1,27,0,0,0,5,0,18.0,9243,-6,1,106,6,0.4,0,2.3,8,0,6,0,6,1.5,365118,0,173,0,2,1923,364,-1,0,346,Leicester,Burnley,Chelsea,Man City,Swansea,0.0,0.8,0.5,1.0,0.5
Nathaniel,Chalobah,MID,CHE,4500000,0,10,0.101010101010101,2.24466891133558e-08,2.22222222222222e-06,0,971,1,0,0,0,0,0,0,2.2,12,0,0,10,0,0.0,0,0.0,0,0,0,0,1,0.0,1035,0,0,0,0,79,9,0,0,35,Southampton,Everton,Middlesbrough,West Brom,Watford,0.1,0.1,0.1,0.2,0.1
,Chamberlain,MID,ARS,5800000,1,70,0.7070707070707071,1.2190874259839802e-07,1.20689655172414e-05,0,157234,1,20,0,0,0,2,0,12.1,491,-2,0,70,2,0.3,0,1.5,2,0,3,0,5,1.2,121446,0,186,0,1,1356,623,0,0,348,Leicester,Tottenham,Man Utd,Southampton,Stoke,0.4,0.4,0.8,0.8,0.4
Calum,Chambers,DEF,MID,4300000,0,66,3.5,8.13953488372093e-07,1.53488372093023e-05,0,306911,4,23,0,0,0,1,0,15.3,3267,-2,0,66,2,0.0,0,0.0,6,0,6,0,1,3.4,296862,0,70,0,0,1710,4953,0,0,398,Bournemouth,Sunderland,Man City,Chelsea,Southampton,7.7,3.8,3.3,4.7,4.1
James,Chester,DEF,WBA,4500000,0,0,0.0,0.0,0.0,0,4648,0,0,0,0,0,0,0,0.0,7,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,193,0,85,0,0,0,2,0,0,0,Leicester,Burnley,Chelsea,Man City,Swansea,0.0,0.0,0.0,0.0,0.0
Benjamin,Chilwell,DEF,LEI,4300000,1,12,0.12121212121212101,2.81888653981677e-08,2.7906976744186e-06,0,9131,1,9,0,0,0,0,0,2.8,91,-2,0,12,2,0.1,0,0.5,0,0,1,0,0,0.1,4684,0,0,0,0,429,130,0,0,84,Arsenal,West Brom,Watford,Man City,Tottenham,0.1,0.1,0.1,0.2,0.1
Pedro,Chirivella,MID,LIV,4200000,0,0,0.0,0.0,0.0,0,3615,0,0,0,0,0,0,0,0.0,32,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,0.1,3038,0,2,0,0,0,16,0,0,0,Crystal Palace,Watford,Southampton,West Ham,Middlesbrough,0.0,0.0,0.0,0.0,0.0
,Christian Benteke,FWD,CRY,7300000,6,110,3.7,5.06849315068493e-07,1.50684931506849e-05,0,939642,8,48,0,0,0,12,0,15.3,14384,-2,-1,110,2,0.8,2,5.8,9,0,6,0,2,11.2,1290854,0,315,0,2,2624,141745,1,0,303,Liverpool,Tottenham,Burnley,Man City,Hull City,8.3,4.8,4.0,5.2,3.5
Josh,Clackstone,DEF,HUL,4000000,0,0,0.0,0.0,0.0,0,5793,0,0,0,0,0,0,0,0.0,58,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,6728,0,0,0,0,0,3,0,0,0,Watford,Southampton,Sunderland,Crystal Palace,Tottenham,0.0,0.0,0.0,0.0,0.0
Jordy,Clasie,MID,SOU,4600000,0,36,0.36363636363636404,7.90513833992095e-08,7.82608695652174e-06,0,4937,3,14,0,0,0,1,0,7.8,316,-4,0,36,4,0.6,0,2.8,3,0,2,0,1,0.1,3910,0,183,0,1,932,88,0,0,148,Chelsea,Hull City,Liverpool,Arsenal,Middlesbrough,0.2,0.2,0.4,0.4,0.2
Adam,Clayton,MID,MID,4300000,2,56,2.0,4.65116279069767e-07,1.30232558139535e-05,0,63832,8,31,0,0,0,0,0,13.0,1362,-2,0,56,2,0.5,0,2.3,0,0,9,0,1,0.9,79771,0,0,0,0,2264,1898,0,0,354,Bournemouth,Sunderland,Man City,Chelsea,Southampton,3.1,1.1,1.0,1.4,1.0
Tom,Cleverley,MID,WAT,5100000,3,42,1.9,3.72549019607843e-07,8.23529411764706e-06,0,11376,4,25,0,0,0,0,0,8.2,188,-4,0,42,4,0.5,0,2.8,0,0,3,0,2,0.2,5609,0,241,0,0,1398,48,0,0,220,Hull City,Liverpool,Leicester,Everton,Chelsea,1.0,1.1,1.0,2.0,1.1
Gael,Clichy,DEF,MCI,5200000,7,72,3.4,6.538461538461541e-07,1.38461538461538e-05,0,63443,2,22,0,0,0,1,0,13.8,975,-3,0,72,3,0.5,0,2.5,9,0,6,0,0,1.4,44024,0,166,0,2,1804,3286,0,0,423,Man Utd,Middlesbrough,Crystal Palace,Leicester,West Brom,2.9,3.4,4.1,7.8,2.8
Sam,Clucas,MID,HUL,4700000,2,65,2.0,4.25531914893617e-07,1.38297872340426e-05,0,8257,7,62,0,0,0,1,0,13.8,599,-3,0,65,3,0.3,0,1.5,2,0,3,0,1,0.1,9415,0,0,0,0,2736,230,0,1,408,Watford,Southampton,Sunderland,Crystal Palace,Tottenham,2.3,1.0,2.2,1.0,1.4
Nathaniel,Clyne,DEF,LIV,5800000,6,103,3.2,5.51724137931035e-07,1.77586206896552e-05,0,533641,0,39,0,0,0,0,0,17.8,5612,3,0,103,-3,0.6,0,3.5,12,0,8,0,2,9.7,496149,0,387,0,1,2880,7197,0,0,612,Crystal Palace,Watford,Southampton,West Ham,Middlesbrough,4.0,2.2,4.2,3.7,3.7
Seamus,Coleman,DEF,EVE,5700000,0,133,5.1,8.947368421052629e-07,2.3333333333333302e-05,0,931811,3,28,0,0,0,4,0,23.3,19037,2,0,133,-2,0.0,0,0.0,15,0,10,0,4,4.5,944869,0,327,0,4,2316,544,0,0,548,West Ham,Chelsea,Swansea,Watford,Arsenal,0.0,0.0,0.0,0.0,0.0
James,Collins,DEF,WHU,4200000,9,50,0.505050505050505,1.2025012025012e-07,1.19047619047619e-05,0,367884,1,24,0,0,0,2,0,11.9,1450,-3,0,50,3,1.1,0,4.5,6,0,3,0,0,3.8,357853,0,217,0,2,1205,5443,0,0,266,Everton,Stoke,Tottenham,Liverpool,Burnley,0.3,0.3,0.3,0.3,0.3
Lewis,Cook,MID,BOU,4200000,1,3,0.0303030303030303,7.2150072150072204e-09,7.142857142857141e-07,0,36552,0,4,0,0,0,0,0,0.7,598,-3,0,3,3,0.1,0,0.3,0,0,0,0,0,0.8,27241,0,0,0,0,115,294,0,0,16,Middlesbrough,Sunderland,Stoke,Burnley,Leicester,0.0,0.0,0.0,0.0,0.0
Steve,Cook,DEF,BOU,4800000,0,95,2.9,6.04166666666667e-07,1.97916666666667e-05,0,142428,5,63,0,0,0,2,0,19.8,3955,-2,0,95,2,0.6,0,3.0,17,0,8,0,0,2.8,218938,1,443,0,1,2970,7285,0,0,670,Middlesbrough,Sunderland,Stoke,Burnley,Leicester,3.2,2.1,3.7,3.4,1.6
Francis,Coquelin,MID,ARS,4200000,1,44,0.444444444444444,1.05820105820106e-07,1.04761904761905e-05,0,175815,5,26,0,0,0,0,0,10.5,2113,-3,0,44,3,0.1,0,0.5,1,0,4,0,1,1.9,150403,0,246,0,0,1569,2147,0,0,267,Leicester,Tottenham,Man Utd,Southampton,Stoke,0.2,0.2,0.4,0.4,0.2
Jack,Cork,MID,SWA,4600000,0,48,1.7,3.69565217391304e-07,1.0434782608695699e-05,0,4781,7,51,0,0,0,0,0,10.4,107,-4,0,48,4,0.4,0,1.8,0,0,3,0,1,0.1,1982,2,376,0,0,2200,7,0,0,340,Stoke,Man Utd,Everton,Sunderland,West Brom,0.0,0.9,1.3,1.1,1.2
,Costa,FWD,CHE,10300000,1,167,5.6,5.436893203883489e-07,1.62135922330097e-05,0,2897294,8,27,0,0,0,17,0,16.2,131030,8,1,167,-8,0.3,1,3.0,22,0,11,0,9,29.2,3649810,0,533,0,3,2662,18336,-1,0,555,Southampton,Everton,Middlesbrough,West Brom,Watford,7.8,5.3,7.6,14.4,8.2
Thibaut,Courtois,GLK,CHE,5900000,0,119,3.8,6.44067796610169e-07,2.01694915254237e-05,0,412339,1,25,0,59,0,0,0,20.2,34953,4,0,119,-4,0.3,0,1.8,0,0,13,0,0,14.1,494771,0,230,0,1,2790,2170,0,0,521,Southampton,Everton,Middlesbrough,West Brom,Watford,5.2,2.9,4.7,8.9,4.5
Philippe,Coutinho,MID,LIV,8500000,3,131,1.3232323232323202,1.5567439096850902e-07,1.54117647058824e-05,0,2536268,2,25,0,0,0,9,0,15.4,17144,5,0,131,-5,0.9,0,7.8,16,0,5,0,7,22.8,2617431,0,459,0,3,1858,32478,0,0,492,Crystal Palace,Watford,Southampton,West Ham,Middlesbrough,0.7,0.7,0.7,0.7,0.9
Aaron,Cresswell,DEF,WHU,5100000,0,50,2.4,4.7058823529411793e-07,9.803921568627451e-06,0,37993,2,30,0,0,0,0,0,9.8,690,-4,0,50,4,0.3,0,1.3,1,0,4,0,2,0.3,34362,0,514,0,0,1788,89,0,1,282,Everton,Stoke,Tottenham,Liverpool,Burnley,2.3,2.0,2.5,3.0,1.4
Peter,Crouch,FWD,STK,4600000,5,66,2.9,6.30434782608696e-07,1.43478260869565e-05,0,330504,1,19,0,0,0,5,0,14.3,18268,-4,0,66,4,0.3,0,1.5,6,0,3,0,3,3.4,426495,0,47,0,2,1111,8468,0,0,206,Swansea,West Ham,Bournemouth,Arsenal,Southampton,2.7,3.4,2.3,3.2,2.3
Juan,Cuadrado,MID,CHE,6900000,0,0,0.0,0.0,0.0,0,54094,0,0,0,0,0,0,0,0.0,40,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.6,765,0,8,0,0,0,1,0,0,0,Southampton,Everton,Middlesbrough,West Brom,Watford,0.0,0.0,0.0,0.0,0.0
Josh,Cullen,MID,WHU,4400000,0,0,0.0,0.0,0.0,0,4759,0,0,0,0,0,0,0,0.0,21,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,1134,0,0,0,0,0,11,0,0,0,Everton,Stoke,Tottenham,Liverpool,Burnley,0.0,0.0,0.0,0.0,0.0
Charlie,Daniels,DEF,BOU,5100000,0,109,3.8,7.45098039215686e-07,2.13725490196078e-05,0,596387,1,49,0,0,0,3,0,21.4,14116,1,0,109,-1,0.4,0,2.0,12,0,8,0,3,8.6,761838,0,491,0,4,2610,9476,0,0,592,Middlesbrough,Sunderland,Stoke,Burnley,Leicester,4.7,3.2,5.4,4.9,2.5
Scott,Dann,DEF,CRY,5200000,0,61,2.7,5.19230769230769e-07,1.1730769230769198e-05,0,302198,2,36,0,0,0,3,0,11.7,2232,-3,0,61,3,0.1,0,0.3,4,0,2,0,1,2.2,110203,0,480,0,2,1752,151,0,0,310,Liverpool,Tottenham,Burnley,Man City,Hull City,0.0,2.8,2.4,3.1,2.0
Tendayi,Darikwa,DEF,BUR,4200000,0,0,0.0,0.0,0.0,0,2315,0,0,0,0,0,0,0,0.0,37,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,0.1,1101,0,0,0,0,0,18,0,0,0,Man Utd,Crystal Palace,West Brom,Bournemouth,West Ham,0.0,0.0,0.0,0.0,0.0
Matteo,Darmian,DEF,MUN,5000000,7,49,0.494949494949495,9.8989898989899e-08,9.800000000000001e-06,0,84942,3,5,0,0,0,0,0,9.8,288,-5,0,49,5,0.7,0,3.3,5,0,6,0,0,0.8,42508,0,257,0,0,943,8096,0,0,235,Burnley,Man City,Swansea,Arsenal,Tottenham,0.4,0.2,0.2,0.4,0.2
,David Luiz,DEF,CHE,6300000,1,107,3.8,6.03174603174603e-07,1.6984126984127e-05,0,168848,6,23,0,0,0,1,0,17.0,7655,3,0,107,-3,0.2,0,1.3,6,0,12,0,1,5.1,314721,0,0,0,1,2520,4900,0,0,550,Southampton,Everton,Middlesbrough,West Brom,Watford,5.2,2.9,4.7,8.9,4.5
Ben,Davies,DEF,TOT,4900000,6,54,0.545454545454546,1.1131725417439699e-07,1.1020408163265301e-05,0,34624,1,9,0,0,0,0,0,11.0,7006,-1,0,54,1,1.0,0,5.0,1,0,6,0,1,3.3,167038,0,192,0,0,1199,8561,0,0,276,Crystal Palace,Arsenal,West Ham,Man Utd,Leicester,0.3,0.3,0.3,0.6,0.3
Curtis,Davies,DEF,HUL,4900000,0,39,1.6,3.26530612244898e-07,7.95918367346939e-06,0,110311,3,48,0,0,0,0,0,8.0,207,-1,0,39,1,0.1,0,0.3,3,0,1,0,2,1.3,99955,1,0,0,1,2049,86,0,0,355,Watford,Southampton,Sunderland,Crystal Palace,Tottenham,1.4,1.0,1.3,1.1,1.5
Tom,Davies,MID,EVE,4400000,2,54,0.545454545454546,1.2396694214876002e-07,1.2272727272727302e-05,0,85361,4,12,0,0,0,2,0,12.3,9944,-1,0,54,1,0.6,0,2.8,0,0,7,0,3,3.0,210677,0,0,0,0,1204,5771,0,0,212,West Ham,Chelsea,Swansea,Watford,Arsenal,0.3,0.3,0.3,0.3,0.3
Steven,Davis,MID,SOU,5100000,1,61,2.4,4.7058823529411793e-07,1.19607843137255e-05,0,40863,3,30,0,0,0,0,0,12.0,113,-4,0,61,4,0.5,0,2.3,0,0,7,0,3,0.4,6520,0,535,0,0,2086,57,0,0,363,Chelsea,Hull City,Liverpool,Arsenal,Middlesbrough,1.2,2.7,2.8,3.5,2.1
Craig,Dawson,DEF,WBA,4800000,2,90,2.8,5.83333333333333e-07,1.875e-05,0,95337,9,41,0,0,0,3,0,18.8,8627,-2,0,90,2,0.6,0,2.8,6,0,6,0,0,2.2,78723,0,433,0,1,2826,2294,0,0,448,Leicester,Burnley,Chelsea,Man City,Swansea,0.0,2.8,1.7,5.4,2.3
Michael,Dawson,DEF,HUL,4200000,1,46,2.6,6.19047619047619e-07,1.0952380952381e-05,0,52486,3,33,0,0,0,3,0,11.0,680,-3,0,46,3,0.2,0,0.8,4,0,1,0,0,0.5,67773,1,0,0,2,1540,1324,0,0,281,Watford,Southampton,Sunderland,Crystal Palace,Tottenham,2.9,2.3,2.7,2.3,3.0
Kevin,De Bruyne,MID,MCI,10400000,12,153,5.1,4.90384615384615e-07,1.47115384615385e-05,0,1230807,4,30,0,0,0,4,0,14.7,4434,-1,0,153,1,0.5,1,4.8,27,0,8,0,16,6.7,1174243,0,546,0,4,2346,5750,0,0,626,Man Utd,Middlesbrough,Crystal Palace,Leicester,West Brom,5.4,5.8,5.4,13.0,6.0
