FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
Craig,Gardner,MID,WBA,5100000,0,14,1.6,3.13725490196078e-07,2.7450980392156897e-06,0,7420,1,6,0,0,0,0,0,2.7,7,-4,0,14,4,0.0,0,0.0,0,0,1,0,1,0.1,5098,0,244,0,0,218,1,0,0,52,Leicester,Burnley,Chelsea,Man City,Swansea,0.0,0.0,0.0,0.0,0.0
Florin,Gardos,DEF,SOU,4000000,0,0,0.0,0.0,0.0,0,5804,0,0,0,0,0,0,0,0.0,66,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,5732,0,0,0,0,0,18,0,0,0,Chelsea,Hull City,Liverpool,Arsenal,Middlesbrough,0.0,0.0,0.0,0.0,0.0
Paulo,Gazzaniga,GLK,SOU,4500000,0,0,0.0,0.0,0.0,0,323,0,0,0,0,0,0,0,0.0,3,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,139,0,15,0,0,0,3,0,0,0,Chelsea,Hull City,Liverpool,Arsenal,Middlesbrough,0.0,0.0,0.0,0.0,0.0
Rudy,Gestede,FWD,MID,4700000,0,16,0.161616161616162,3.43864173651408e-08,3.4042553191489397e-06,0,7898,2,8,0,0,0,1,0,3.4,1939,-3,0,16,3,0.2,0,1.0,0,0,1,0,0,0.1,13388,0,0,0,0,418,679,0,0,59,Bournemouth,Sunderland,Man City,Chelsea,Southampton,0.0,0.1,0.1,0.1,0.1
Kieran,Gibbs,DEF,ARS,4700000,0,17,0.17171717171717202,3.65355684504621e-08,3.61702127659574e-06,0,24240,3,1,0,0,0,0,0,3.6,92,-3,0,17,3,0.0,0,0.0,0,0,2,0,1,0.5,8153,0,69,0,0,297,68,0,0,82,Leicester,Tottenham,Man Utd,Southampton,Stoke,0.1,0.1,0.2,0.2,0.1
Ben,Gibson,DEF,MID,5000000,1,111,3.5,7e-07,2.22e-05,0,318880,3,39,0,0,0,1,0,22.2,5787,5,0,111,-5,1.0,0,5.0,13,0,10,0,1,12.3,786610,0,0,0,1,2880,112997,0,0,593,Bournemouth,Sunderland,Man City,Chelsea,Southampton,7.7,3.8,3.3,4.7,4.1
Darron,Gibson,MID,SUN,4300000,2,13,0.131313131313131,3.05379375146817e-08,3.02325581395349e-06,0,6712,2,8,0,0,0,0,0,3.0,69,-2,0,13,2,0.3,0,1.3,0,0,1,0,0,0.1,4076,0,44,0,0,499,50,0,0,78,Middlesbrough,Bournemouth,Hull City,Swansea,Arsenal,0.1,0.1,0.1,0.2,0.1
Olivier,Giroud,FWD,ARS,8100000,2,89,3.9,4.81481481481482e-07,1.09876543209877e-05,0,707382,1,13,0,0,0,9,0,11.0,7682,-9,0,89,9,0.3,0,2.3,13,0,3,0,4,2.5,720866,0,629,0,2,925,2658,0,0,329,Leicester,Tottenham,Man Utd,Southampton,Stoke,5.6,3.0,7.8,9.0,4.6
Shay,Given,GLK,STK,4200000,0,13,0.131313131313131,3.12650312650313e-08,3.0952380952381e-06,0,25221,1,14,0,18,0,0,0,3.1,153,-3,0,13,3,0.0,0,0.0,3,0,0,0,0,0.4,20549,1,24,1,1,450,35,0,0,92,Swansea,West Ham,Bournemouth,Arsenal,Southampton,0.1,0.1,0.1,0.1,0.1
Serge,Gnabry,MID,ARS,5000000,0,0,0.0,0.0,0.0,0,1032,0,0,0,0,0,0,0,0.0,4,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,383,0,4,0,0,0,4,0,0,0,Leicester,Tottenham,Man Utd,Southampton,Stoke,0.0,0.0,0.0,0.0,0.0
Heurelho,Gomes,GLK,WAT,4900000,9,101,3.2,6.53061224489796e-07,2.0612244897959197e-05,0,96301,1,48,0,93,0,0,0,20.6,986,-1,0,101,1,1.1,0,5.5,6,0,7,0,0,1.7,42980,1,375,1,1,2797,3707,0,0,578,Hull City,Liverpool,Leicester,Everton,Chelsea,2.5,4.7,1.7,4.4,3.5
Joseph,Gomez,DEF,LIV,4800000,0,0,0.0,0.0,0.0,0,1383,0,0,0,0,0,0,0,0.0,15,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.0,792,0,58,0,0,0,30,0,0,0,Crystal Palace,Watford,Southampton,West Ham,Middlesbrough,0.0,0.0,0.0,0.0,0.0
Bafetimbi,Gomis,FWD,SWA,6500000,0,0,0.0,0.0,0.0,0,1892,0,0,0,0,0,0,0,0.0,16,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,624,0,242,0,0,0,14,0,0,0,Stoke,Man Utd,Everton,Sunderland,West Brom,0.0,0.0,0.0,0.0,0.0
Lynden,Gooch,MID,SUN,4200000,0,10,0.101010101010101,2.40500240500241e-08,2.38095238095238e-06,0,8565,3,5,0,0,0,0,0,2.4,145,-3,0,10,3,0.0,0,0.0,0,0,1,0,0,0.1,10912,0,0,0,0,323,69,0,0,38,Middlesbrough,Bournemouth,Hull City,Swansea,Arsenal,0.1,0.1,0.1,0.2,0.1
Dan,Gosling,MID,BOU,4700000,0,44,0.444444444444444,9.456264775413711e-08,9.36170212765957e-06,0,12593,6,22,0,0,0,2,0,9.4,141,-3,0,44,3,0.2,0,0.8,1,0,4,0,0,0.1,8326,0,331,0,0,1223,16,0,0,217,Middlesbrough,Sunderland,Stoke,Burnley,Leicester,0.0,0.2,0.2,0.2,0.2
Lewis,Grabban,FWD,BOU,4300000,0,6,2.0,4.65116279069767e-07,1.3953488372093e-06,0,265116,0,2,0,0,0,0,0,1.4,3138,-2,0,6,2,0.0,0,0.0,0,0,0,0,1,3.0,192988,0,124,0,0,60,159,0,0,17,Middlesbrough,Sunderland,Stoke,Burnley,Leicester,0.0,0.0,0.0,0.0,0.0
Max,Gradel,MID,BOU,5000000,0,7,0.0707070707070707,1.41414141414141e-08,1.4e-06,0,13391,2,0,0,0,0,0,0,1.4,9,-5,0,7,5,0.1,0,0.3,0,0,0,0,0,0.1,1144,0,155,0,0,114,4,0,0,22,Middlesbrough,Sunderland,Stoke,Burnley,Leicester,0.0,0.0,0.0,0.0,0.0
Lee,Grant,GLK,STK,4400000,2,106,3.8,8.63636363636364e-07,2.40909090909091e-05,0,160594,1,34,0,91,0,0,0,24.1,14414,4,0,106,-4,0.5,0,2.0,9,0,9,0,0,9.3,528271,0,0,0,3,2520,7757,0,0,546,Swansea,West Ham,Bournemouth,Arsenal,Southampton,3.6,5.6,3.9,5.6,4.2
Andre,Gray,FWD,BUR,6000000,1,94,3.5,5.83333333333333e-07,1.56666666666667e-05,0,737434,2,28,0,0,0,8,0,15.4,25840,-5,1,94,5,0.3,0,1.5,10,0,8,0,2,4.2,465490,0,0,0,1,2024,1702,-1,0,268,Man Utd,Crystal Palace,West Brom,Bournemouth,West Ham,3.7,2.7,4.4,2.8,4.6
Demarai,Gray,MID,LEI,4800000,1,54,0.545454545454546,1.13636363636364e-07,1.125e-05,0,55772,1,17,0,0,0,1,0,11.3,1005,-2,0,54,2,0.6,0,3.0,0,0,4,0,4,0.6,41962,0,57,0,0,981,284,0,0,197,Arsenal,West Brom,Watford,Man City,Tottenham,0.3,0.3,0.3,0.6,0.3
Kamil,Grosicki,MID,HUL,5500000,2,33,0.33333333333333304,6.06060606060606e-08,6e-06,0,9656,0,17,0,0,0,0,0,6.0,1555,0,0,33,0,0.7,0,4.0,0,0,1,0,5,0.3,22405,0,0,0,0,747,690,0,0,95,Watford,Southampton,Sunderland,Crystal Palace,Tottenham,0.2,0.2,0.2,0.2,0.2
Marko,Grujic,MID,LIV,4300000,0,2,0.0202020202020202,4.69814423302795e-09,4.65116279069767e-07,0,27465,0,0,0,0,0,0,0,0.5,24,-7,0,2,7,0.0,0,0.0,0,0,0,0,0,0.2,2663,0,0,0,0,30,9,0,0,6,Crystal Palace,Watford,Southampton,West Ham,Middlesbrough,0.0,0.0,0.0,0.0,0.0
Johann Berg,Gudmundsson,MID,BUR,4800000,0,41,0.41414141414141403,8.62794612794613e-08,8.54166666666667e-06,0,22693,0,17,0,0,0,1,0,8.5,31,-7,0,41,7,0.0,0,0.0,3,0,3,0,2,0.1,13525,0,0,0,1,922,6,0,0,162,Man Utd,Crystal Palace,West Brom,Bournemouth,West Ham,0.2,0.2,0.2,0.2,0.2
Adlene,Guedioura,MID,MID,4300000,0,26,0.26262626262626304,6.10758750293634e-08,6.04651162790698e-06,0,7923,2,20,0,0,0,0,0,6.0,54,-2,0,26,2,0.1,0,0.3,0,0,0,0,1,0.1,7680,0,56,0,0,861,26,0,0,131,Bournemouth,Sunderland,Man City,Chelsea,Southampton,0.2,0.1,0.1,0.1,0.1
Idrissa,Gueye,MID,EVE,5000000,0,73,2.6,5.2e-07,1.4599999999999999e-05,0,48654,9,25,0,0,0,1,0,14.6,1654,0,0,73,0,0.3,0,1.3,9,0,8,0,2,0.5,53080,0,270,0,1,2321,381,0,0,475,West Ham,Chelsea,Swansea,Watford,Arsenal,1.3,2.0,1.6,3.3,1.3
Ilkay,Gundogan,MID,MCI,4900000,0,41,4.1,8.367346938775509e-07,8.36734693877551e-06,0,703868,0,8,0,0,0,3,0,8.4,359,-6,0,41,6,0.0,0,0.0,2,0,3,0,1,1.4,699937,0,0,0,1,704,33,0,0,196,Man Utd,Middlesbrough,Crystal Palace,Leicester,West Brom,0.0,0.0,0.0,0.0,0.0
Bradley,Guzan,GLK,MID,4200000,1,18,0.18181818181818202,4.32900432900433e-08,4.28571428571429e-06,0,29543,0,3,0,12,0,0,0,4.3,531,-3,0,18,3,0.1,0,0.3,1,0,2,0,0,0.8,26477,0,188,0,1,360,12664,0,0,82,Bournemouth,Sunderland,Man City,Chelsea,Southampton,0.2,0.1,0.1,0.1,0.1
Ben,Hamer,GLK,LEI,4300000,0,0,0.0,0.0,0.0,0,407,0,0,0,0,0,0,0,0.0,8,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.0,362,0,0,0,0,0,2,0,0,0,Arsenal,West Brom,Watford,Man City,Tottenham,0.0,0.0,0.0,0.0,0.0
Rekeem,Harper,MID,WBA,4500000,0,0,0.0,0.0,0.0,0,162,0,0,0,0,0,0,0,0.0,6,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,246,0,0,0,0,0,15,0,0,0,Leicester,Burnley,Chelsea,Man City,Swansea,0.0,0.0,0.0,0.0,0.0
Joe,Hart,GLK,MCI,5300000,0,0,0.0,0.0,0.0,0,174349,0,0,0,0,0,0,0,0.0,78,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,1.0,2862,0,360,0,0,0,19,0,0,0,Man Utd,Middlesbrough,Crystal Palace,Leicester,West Brom,0.0,0.0,0.0,0.0,0.0
Mouez,Hassen,GLK,SOU,4000000,0,0,0.0,0.0,0.0,0,188,0,0,0,0,0,0,0,0.0,20,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,418,0,0,0,0,0,26,0,0,0,Chelsea,Hull City,Liverpool,Arsenal,Middlesbrough,0.0,0.0,0.0,0.0,0.0
Jakob,Haugaard,GLK,STK,4300000,0,0,0.0,0.0,0.0,0,3542,0,0,0,0,0,0,0,0.0,13,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.1,272,0,31,0,0,0,2,0,0,0,Swansea,West Ham,Bournemouth,Arsenal,Southampton,0.0,0.0,0.0,0.0,0.0
Eden,Hazard,MID,CHE,10400000,2,193,6.4,6.153846153846151e-07,1.85576923076923e-05,0,1975151,2,24,0,0,0,14,0,18.6,20338,4,0,193,-4,0.7,1,7.5,29,0,14,0,8,30.9,2372889,0,476,0,5,2507,33725,0,0,745,Southampton,Everton,Middlesbrough,West Brom,Watford,8.0,6.4,9.0,16.2,9.4
Tom,Heaton,GLK,BUR,5200000,2,136,4.5,8.653846153846149e-07,2.61538461538462e-05,0,365037,1,40,0,126,0,0,0,26.2,13179,7,0,136,-7,0.8,0,4.3,21,0,9,0,0,20.1,943606,0,0,1,4,2700,10719,0,0,655,Man Utd,Crystal Palace,West Brom,Bournemouth,West Ham,5.1,5.0,6.8,4.6,6.8
Jordan,Henderson,MID,LIV,6200000,0,73,3.0,4.83870967741936e-07,1.17741935483871e-05,0,117647,8,28,0,0,0,1,0,11.8,553,-3,0,73,3,0.0,0,0.0,9,0,7,0,4,1.0,99204,0,250,0,0,2116,72,0,0,467,Crystal Palace,Watford,Southampton,West Ham,Middlesbrough,0.0,0.0,0.0,0.0,0.0
Jeff,Hendrick,MID,BUR,5300000,2,66,2.4,4.52830188679245e-07,1.2452830188679199e-05,0,5931,5,39,0,0,0,2,0,12.5,84,-2,0,66,2,0.6,0,3.3,1,0,8,0,1,0.0,7102,0,0,0,0,2241,63,0,1,225,Man Utd,Crystal Palace,West Brom,Bournemouth,West Ham,2.0,1.2,2.2,1.2,1.8
Wayne,Hennessey,GLK,CRY,4300000,1,77,3.3,7.674418604651159e-07,1.7906976744185998e-05,0,147794,1,35,0,72,0,0,0,17.9,3128,-2,0,77,2,0.9,0,3.8,4,0,6,0,0,3.3,111099,0,266,0,2,2070,17238,0,0,416,Liverpool,Tottenham,Burnley,Man City,Hull City,7.8,3.8,3.2,4.1,2.8
Rouwen,Hennings,FWD,BUR,4500000,0,0,0.0,0.0,0.0,0,4058,0,0,0,0,0,0,0,0.0,7,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,716,0,0,0,0,0,6,0,0,0,Man Utd,Crystal Palace,West Brom,Bournemouth,West Ham,0.0,0.0,0.0,0.0,0.0
Markus,Henriksen,MID,HUL,4900000,0,19,0.191919191919192,3.91671820243249e-08,3.8775510204081595e-06,0,1015,1,13,0,0,0,0,0,3.9,11,-6,0,19,6,0.2,0,0.8,0,0,0,0,0,0.0,1004,0,0,0,0,619,8,0,0,71,Watford,Southampton,Sunderland,Crystal Palace,Tottenham,0.1,0.1,0.1,0.1,0.1
Abel,Hernandez,FWD,HUL,5900000,1,69,3.1,5.254237288135589e-07,1.16949152542373e-05,0,155637,0,21,0,0,0,4,0,11.7,4711,-1,0,69,1,0.8,0,4.5,6,0,4,0,4,1.1,146578,0,0,0,2,1290,3092,0,0,195,Watford,Southampton,Sunderland,Crystal Palace,Tottenham,3.9,2.5,4.2,2.5,3.6
Luis,Hernandez,DEF,LEI,4200000,0,3,0.8,1.9047619047619e-07,7.142857142857141e-07,0,21485,1,8,0,0,0,0,0,0.7,63,-3,0,3,3,0.0,0,0.0,0,0,0,0,0,0.3,5961,0,0,0,0,327,3,0,0,50,Arsenal,West Brom,Watford,Man City,Tottenham,0.0,0.0,0.0,0.0,0.0
Ander,Herrera,MID,MUN,6300000,13,80,3.2,5.07936507936508e-07,1.26984126984127e-05,0,63994,5,15,0,0,0,1,0,12.7,1438,-2,0,80,2,0.8,0,5.3,9,0,11,0,5,2.3,139355,0,307,0,1,2087,74611,0,1,480,Burnley,Man City,Swansea,Arsenal,Tottenham,5.0,3.0,1.9,4.2,2.6
Jake,Hesketh,MID,SOU,4500000,0,0,0.0,0.0,0.0,0,193,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,231,0,0,0,0,0,4,0,0,0,Chelsea,Hull City,Liverpool,Arsenal,Middlesbrough,0.0,0.0,0.0,0.0,0.0
Mateusz,Hewelt,GLK,EVE,4000000,0,0,0.0,0.0,0.0,0,1600,0,0,0,0,0,0,0,0.0,51,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,2918,0,0,0,0,0,27,0,0,0,West Ham,Chelsea,Swansea,Watford,Arsenal,0.0,0.0,0.0,0.0,0.0
Ben,Hinchcliffe,FWD,HUL,4500000,0,0,0.0,0.0,0.0,0,2562,0,0,0,0,0,0,0,0.0,37,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,3232,0,0,0,0,0,30,0,0,0,Watford,Southampton,Sunderland,Crystal Palace,Tottenham,0.0,0.0,0.0,0.0,0.0
Tommie,Hoban,DEF,WAT,4000000,0,0,0.0,0.0,0.0,0,13054,0,0,0,0,0,0,0,0.0,50,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.2,1201,0,0,0,0,0,2,0,0,0,Hull City,Liverpool,Leicester,Everton,Chelsea,0.0,0.0,0.0,0.0,0.0
Pierre-Emile,H?jbjerg,MID,SOU,4200000,1,36,0.36363636363636404,8.65800865800866e-08,8.571428571428571e-06,0,153622,2,15,0,0,0,0,0,8.6,3304,-3,0,36,3,0.3,0,1.3,0,0,6,0,0,1.8,115555,0,0,0,0,1227,1137,0,0,218,Chelsea,Hull City,Liverpool,Arsenal,Middlesbrough,0.2,0.2,0.4,0.4,0.2
Rob,Holding,DEF,ARS,4000000,2,9,0.0909090909090909,2.2727272727272702e-08,2.25e-06,0,69809,1,6,0,0,0,0,0,2.3,270,-5,0,9,5,0.1,0,0.5,0,0,1,0,0,0.5,48567,0,0,0,0,360,873,0,0,75,Leicester,Tottenham,Man Utd,Southampton,Stoke,0.0,0.0,0.0,0.0,0.0
Jose,Holebas,DEF,WAT,4600000,8,86,3.0,6.52173913043478e-07,1.8695652173913e-05,0,406320,12,49,0,0,0,2,0,18.7,4371,1,0,86,-1,1.2,0,5.3,9,0,7,0,4,3.6,521747,0,96,0,1,2549,8398,0,0,484,Hull City,Liverpool,Leicester,Everton,Chelsea,2.2,4.3,1.5,4.0,3.2
Mason,Holgate,DEF,EVE,4100000,2,41,0.41414141414141403,1.01010101010101e-07,1e-05,0,415768,2,11,0,0,0,0,0,10.0,7568,-4,0,41,4,0.4,0,1.5,3,0,4,0,1,6.8,653281,0,0,0,0,980,7295,0,0,217,West Ham,Chelsea,Swansea,Watford,Arsenal,0.2,0.2,0.2,0.2,0.2
George,Honeyman,MID,SUN,4500000,0,3,0.0303030303030303,6.73400673400673e-09,6.66666666666667e-07,0,175,1,3,0,0,0,0,0,0.7,1,0,0,3,0,0.0,0,0.0,0,0,0,0,0,0.0,217,0,0,0,0,121,2,0,0,23,Middlesbrough,Bournemouth,Hull City,Swansea,Arsenal,0.0,0.0,0.0,0.0,0.0
Tom,Huddlestone,MID,HUL,4600000,2,57,2.1,4.56521739130435e-07,1.23913043478261e-05,0,25351,5,38,0,0,0,1,0,12.4,442,-4,0,57,4,0.1,0,0.5,5,0,4,0,2,0.3,23651,1,0,0,1,1892,150,0,1,325,Watford,Southampton,Sunderland,Crystal Palace,Tottenham,2.4,1.0,2.4,1.0,1.5
James,Husband,DEF,MID,4000000,0,0,0.0,0.0,0.0,0,68,0,3,0,0,0,0,0,0.0,27,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,192,0,0,0,0,58,59,0,0,3,Bournemouth,Sunderland,Man City,Chelsea,Southampton,0.0,0.0,0.0,0.0,0.0
Noor,Husin,MID,CRY,4500000,0,0,0.0,0.0,0.0,0,62,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,68,0,0,0,0,0,0,0,0,0,Liverpool,Tottenham,Burnley,Man City,Hull City,0.0,0.0,0.0,0.0,0.0
Robert,Huth,DEF,LEI,4900000,8,77,2.6,5.306122448979589e-07,1.57142857142857e-05,0,77642,8,48,0,0,0,2,0,15.7,2166,-1,0,77,1,1.0,0,4.8,1,0,7,0,2,2.0,93589,1,453,0,0,2656,5516,0,0,432,Arsenal,West Brom,Watford,Man City,Tottenham,2.2,2.1,2.9,4.9,3.3
Emerson,Hyndman,MID,BOU,4400000,0,0,0.0,0.0,0.0,0,1347,0,0,0,0,0,0,0,0.0,3,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,669,0,0,0,0,0,0,0,0,0,Middlesbrough,Sunderland,Stoke,Burnley,Leicester,0.0,0.0,0.0,0.0,0.0
Jordon,Ibe,MID,BOU,4900000,0,33,0.33333333333333304,6.80272108843537e-08,6.73469387755102e-06,0,162882,0,22,0,0,0,0,0,6.7,157,-6,0,33,6,0.2,0,0.8,0,0,3,0,0,1.1,26131,0,184,0,0,1011,37,0,0,128,Middlesbrough,Sunderland,Stoke,Burnley,Leicester,0.2,0.2,0.2,0.2,0.2
Zlatan,Ibrahimovic,FWD,MUN,11400000,0,163,5.8,5.08771929824561e-07,1.4298245614035098e-05,0,3301978,7,22,0,0,0,17,0,14.3,256189,-1,0,163,1,0.4,1,4.8,28,0,11,0,7,26.0,2545262,0,0,0,6,2438,82946,0,0,540,Burnley,Man City,Swansea,Arsenal,Tottenham,0.0,0.0,0.0,13.6,7.2
Odion,Ighalo,FWD,WAT,6800000,0,39,2.2,3.23529411764706e-07,5.73529411764706e-06,0,336745,1,29,0,0,0,1,0,5.7,330,-7,0,39,7,0.0,0,0.0,2,0,2,0,1,2.5,94220,0,709,0,0,1291,26,0,0,84,Hull City,Liverpool,Leicester,Everton,Chelsea,0.0,0.0,0.0,0.0,0.0
Kelechi,Iheanacho,FWD,MCI,6000000,1,50,2.8,4.66666666666667e-07,8.33333333333333e-06,0,789141,0,9,0,0,0,4,0,8.3,770,-10,0,50,10,0.1,0,0.5,6,0,1,0,3,2.3,760290,0,242,0,1,510,201,0,0,173,Man Utd,Middlesbrough,Crystal Palace,Leicester,West Brom,2.2,2.4,2.5,6.2,2.2
Giannelli,Imbula,MID,STK,4500000,0,24,0.24242424242424201,5.38720538720539e-08,5.333333333333329e-06,0,14073,1,20,0,0,0,0,0,5.3,36,-5,0,24,5,0.0,0,0.0,1,0,2,0,1,0.1,5535,1,194,0,0,796,13,0,0,126,Swansea,West Ham,Bournemouth,Arsenal,Southampton,0.1,0.1,0.1,0.1,0.1
Danny,Ings,FWD,LIV,5400000,0,0,0.0,0.0,0.0,0,23495,0,0,0,0,0,0,0,0.0,42,-6,0,0,6,0.0,0,0.0,0,0,0,0,0,0.2,4131,0,81,0,0,0,28,0,0,0,Crystal Palace,Watford,Southampton,West Ham,Middlesbrough,0.0,0.0,0.0,0.0,0.0
Gokhan,Inler,MID,LEI,4400000,0,0,0.0,0.0,0.0,0,9934,0,0,0,0,0,0,0,0.0,14,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,3792,0,20,0,0,0,2,0,0,0,Arsenal,West Brom,Watford,Man City,Tottenham,0.0,0.0,0.0,0.0,0.0
Stephen,Ireland,MID,STK,4400000,0,0,0.0,0.0,0.0,0,621,0,0,0,0,0,0,0,0.0,14,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,513,0,18,0,0,0,9,0,0,0,Swansea,West Ham,Bournemouth,Arsenal,Southampton,0.0,0.0,0.0,0.0,0.0
Lloyd,Isgrove,MID,SOU,4400000,0,0,0.0,0.0,0.0,0,258,0,0,0,0,0,0,0,0.0,9,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,333,0,0,0,0,0,12,0,0,0,Chelsea,Hull City,Liverpool,Arsenal,Middlesbrough,0.0,0.0,0.0,0.0,0.0
Branislav,Ivanovic,DEF,CHE,5600000,0,23,1.8,3.2142857142857103e-07,4.10714285714286e-06,0,193737,2,9,0,0,0,0,0,4.1,376,-4,0,23,4,0.0,0,0.0,2,0,1,0,1,2.7,34505,0,414,0,0,589,30,0,0,143,Southampton,Everton,Middlesbrough,West Brom,Watford,0.0,0.0,0.0,0.0,0.0
Alex,Iwobi,MID,ARS,5400000,0,87,0.878787878787879,1.62738496071829e-07,1.6111111111111098e-05,0,271351,1,20,0,0,0,3,0,16.1,4519,-6,0,87,6,0.1,0,0.3,8,0,9,0,5,1.3,257901,0,150,0,1,1411,325,0,0,345,Leicester,Tottenham,Man Utd,Southampton,Stoke,0.5,0.4,0.8,1.0,0.4
,J Pereira,GLK,MUN,4000000,0,0,0.0,0.0,0.0,0,23,0,0,0,0,0,0,0,0.0,16,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,81,0,0,0,0,0,43,0,0,0,Burnley,Man City,Swansea,Arsenal,Tottenham,0.0,0.0,0.0,0.0,0.0
Phil,Jagielka,DEF,EVE,4800000,11,82,3.7,7.70833333333333e-07,1.7083333333333302e-05,0,271230,3,25,0,0,0,3,0,17.1,3440,-2,-1,82,2,1.8,0,8.8,12,0,4,0,2,7.1,471632,0,221,0,4,1801,60267,1,1,413,West Ham,Chelsea,Swansea,Watford,Arsenal,4.2,4.8,3.4,4.7,4.0
Eldin,Jakupovic,GLK,HUL,4100000,1,64,3.6,8.78048780487805e-07,1.5609756097560998e-05,0,482701,0,30,0,66,0,0,0,15.6,10358,1,0,64,-1,0.5,0,2.0,4,0,3,0,0,22.3,805939,0,0,1,2,1620,3488,0,0,344,Watford,Southampton,Sunderland,Crystal Palace,Tottenham,4.5,3.8,4.3,3.8,4.7
Daniel,James,MID,SWA,4500000,0,0,0.0,0.0,0.0,0,352,0,0,0,0,0,0,0,0.0,4,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,411,0,0,0,0,0,11,0,0,0,Stoke,Man Utd,Everton,Sunderland,West Brom,0.0,0.0,0.0,0.0,0.0
Matthew,James,MID,LEI,4500000,0,1,1.0,2.22222222222222e-07,2.22222222222222e-07,0,242,0,0,0,0,0,0,0,0.2,5,0,0,1,0,0.0,0,0.0,0,0,0,0,0,0.0,220,0,0,0,0,1,2,0,0,3,Arsenal,West Brom,Watford,Man City,Tottenham,0.0,0.0,0.0,0.0,0.0
Daryl,Janmaat,DEF,WAT,4500000,6,39,0.393939393939394,8.75420875420875e-08,8.66666666666667e-06,0,16758,1,19,0,0,0,1,0,8.7,152,-5,0,39,5,0.4,0,2.0,0,0,2,0,1,0.1,19214,0,0,0,0,1126,329,0,0,187,Hull City,Liverpool,Leicester,Everton,Chelsea,0.2,0.2,0.2,0.4,0.2
Vincent,Janssen,FWD,TOT,7500000,5,52,2.2,2.93333333333333e-07,6.93333333333333e-06,0,115378,0,8,0,0,0,2,0,6.9,570,-5,0,52,5,0.4,0,3.3,3,0,3,0,3,0.8,64542,0,0,0,0,802,359,0,0,121,Crystal Palace,Arsenal,West Ham,Man Utd,Leicester,1.3,2.2,1.5,3.0,1.6
Adnan,Januzaj,MID,SUN,5300000,1,45,2.0,3.77358490566038e-07,8.49056603773585e-06,0,57161,3,36,0,0,0,0,0,8.5,204,-2,0,45,2,0.2,0,0.8,0,0,3,0,3,0.5,37751,0,33,0,0,1544,27,0,1,141,Middlesbrough,Bournemouth,Hull City,Swansea,Arsenal,1.2,1.5,1.3,2.6,1.0
Mile,Jedinak,MID,CRY,4500000,0,2,2.0,4.44444444444444e-07,4.44444444444444e-07,0,25934,0,1,0,0,0,0,0,0.4,31,0,0,2,0,0.0,0,0.0,0,0,0,0,0,0.1,1365,0,118,0,0,90,13,0,0,8,Liverpool,Tottenham,Burnley,Man City,Hull City,0.0,0.0,0.0,0.0,0.0
Carl,Jenkinson,DEF,ARS,4800000,0,2,0.0202020202020202,4.2087542087542105e-09,4.1666666666666704e-07,0,9990,0,1,0,0,0,0,0,0.4,16,-2,0,2,2,0.0,0,0.0,0,0,0,0,0,0.1,9692,0,178,0,0,82,9,0,0,12,Leicester,Tottenham,Man Utd,Southampton,Stoke,0.0,0.0,0.0,0.0,0.0
