FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
Saido,Berahino,FWD,WBA,6000000,0,6,1.5,2.5e-07,1e-06,0,44099,1,2,0,0,0,0,0,1.0,349,-5,0,6,5,0.0,0,0.0,0,0,2,0,0,0.4,10837,0,226,0,0,243,125,0,0,-3,Tottenham,Sunderland,Middlesbrough,Stoke,West Ham,0.0,0.0,0.0,1.1,1.0,1.2,1.2,0.8,1.0,0.8,0.8,1.1,1.2,0.9,1.4,0.8,0.8,1.1
Steven,Berghuis,MID,WAT,5000000,0,0,0.0,0.0,0.0,0,82,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,34,0,55,0,0,0,1,0,0,0,Middlesbrough,Bournemouth,Arsenal,Burnley,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Bernardo,DEF,MID,4300000,0,1,0.0166666666666667,3.875968992248061e-09,2.3255813953488398e-07,0,795,0,2,0,0,0,0,0,0.2,68,-2,0,1,2,0.1,0,0.3,0,0,0,0,0,0.0,573,0,0,0,0,90,66,0,0,19,Watford,West Ham,West Brom,Tottenham,Everton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan,Bertrand,DEF,SOU,5400000,0,52,4.3,7.96296296296296e-07,9.62962962962963e-06,0,59561,2,14,0,0,0,1,0,9.6,8175,-1,0,52,1,0.4,0,2.0,3,0,6,0,1,1.2,71091,0,415,0,1,1067,3666,0,0,227,Burnley,Leicester,Swansea,West Ham,Sunderland,3.3,5.1,4.5,6.3,3.4,6.2,4.1,4.4,4.1,6.3,5.7,4.5,5.4,4.0,6.0,5.0,4.4,6.2
Muhamed,Besic,MID,EVE,4300000,0,0,0.0,0.0,0.0,0,1150,0,0,0,0,0,0,0,0.0,32,-2,1,0,2,0.0,0,0.0,0,0,0,0,0,0.0,424,0,75,0,0,0,26,-1,0,0,Man City,Crystal Palace,Stoke,Bournemouth,Middlesbrough,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daley,Blind,DEF,MUN,5300000,0,62,4.8,9.056603773584909e-07,1.1698113207547199e-05,0,361322,2,12,0,0,0,1,0,11.7,28907,-2,0,62,2,0.6,0,3.3,10,0,5,0,2,5.5,420419,0,477,0,1,1080,5651,0,0,330,Liverpool,Stoke,Hull City,Leicester,Watford,6.8,6.2,6.6,4.1,6.2,5.6,7.0,6.0,5.7,6.3,6.0,4.6,5.9,4.4,5.9,6.2,5.3,6.3
Hiram,Boateng,MID,CRY,4500000,0,0,0.0,0.0,0.0,0,589,0,0,0,0,0,0,0,0.0,37,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,505,0,0,0,0,0,19,0,0,0,West Ham,Everton,Bournemouth,Sunderland,Stoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Bojan,MID,STK,5500000,0,30,0.5,9.09090909090909e-08,5.45454545454545e-06,0,104138,1,12,0,0,0,3,0,5.5,1812,-5,0,30,5,0.5,1,2.5,4,0,0,0,0,0.8,46147,0,360,0,0,475,491,0,0,93,Sunderland,Man Utd,Everton,West Brom,Crystal Palace,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Yannick,Bolasie,MID,EVE,5700000,0,45,0.75,1.3157894736842101e-07,7.89473684210526e-06,0,412267,3,14,0,0,0,1,0,7.9,4171,-3,0,45,3,0.0,0,0.0,3,0,3,0,4,1.9,292259,0,469,0,0,1048,106,0,0,172,Man City,Crystal Palace,Stoke,Bournemouth,Middlesbrough,0.0,0.0,0.0,0.0,0.0,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4
Wilfried,Bony,FWD,STK,7000000,0,29,2.9,4.14285714285714e-07,4.14285714285714e-06,0,127936,1,12,0,0,0,2,0,4.1,2034,-5,0,29,5,0.0,0,0.3,3,0,3,0,0,0.7,112728,0,249,0,1,684,150,0,0,92,Sunderland,Man Utd,Everton,West Brom,Crystal Palace,0.0,2.7,3.0,2.4,3.3,2.0,3.0,2.7,2.4,2.5,2.3,3.3,3.9,3.1,3.4,2.2,2.9,2.3
Fabio,Borini,FWD,SUN,5100000,2,17,0.28333333333333305,5.5555555555555594e-08,3.3333333333333304e-06,0,73387,2,12,0,0,0,1,0,3.3,2902,-4,0,17,4,0.6,0,3.0,1,0,2,0,0,0.7,21192,0,280,0,0,594,4511,0,0,65,Stoke,West Brom,Tottenham,Crystal Palace,Southampton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Cameron,Borthwick-Jackson,DEF,MUN,4400000,0,0,0.0,0.0,0.0,0,2980,0,0,0,0,0,0,0,0.0,17,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,96,0,123,0,0,0,2,0,0,0,Liverpool,Stoke,Hull City,Leicester,Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Artur,Boruc,GLK,BOU,4600000,0,61,3.4,7.391304347826091e-07,1.32608695652174e-05,0,183684,2,31,0,55,0,0,0,13.3,13406,1,0,61,-1,0.6,0,2.8,2,0,5,0,0,6.7,231789,0,281,1,2,1620,15567,0,0,335,Hull City,Watford,Crystal Palace,Everton,Man City,3.3,4.2,4.3,2.5,4.0,3.0,2.3,5.1,4.0,3.5,3.4,4.0,2.7,4.1,2.2,4.7,4.5,1.9
Sofiane,Boufal,MID,SOU,6800000,1,24,0.4,5.8823529411764695e-08,3.52941176470588e-06,0,11339,3,10,0,0,0,1,0,3.5,2029,-2,0,24,2,0.2,0,1.3,1,0,3,0,0,0.1,12484,0,0,0,0,624,101,0,0,104,Burnley,Leicester,Swansea,West Ham,Sunderland,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Jarrod,Bowen,FWD,HUL,4500000,0,5,0.0833333333333333,1.85185185185185e-08,1.11111111111111e-06,0,4353,0,1,0,0,0,0,0,1.1,218,0,0,5,0,0.1,0,0.3,0,0,0,0,0,0.1,5096,0,0,0,0,65,130,0,0,15,Bournemouth,Chelsea,Man Utd,Liverpool,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
George,Boyd,MID,BUR,5100000,2,41,2.2,4.313725490196079e-07,8.03921568627451e-06,0,9891,2,25,0,0,0,1,0,8.0,635,-4,0,41,4,0.4,0,2.0,0,0,3,0,0,0.1,4007,0,0,0,0,1437,313,0,0,186,Southampton,Arsenal,Leicester,Watford,Chelsea,0.0,1.1,2.6,1.1,1.6,1.1,1.1,1.1,1.3,1.8,2.0,1.1,1.1,1.9,1.1,2.0,1.1,1.8
Cameron,Brannagan,MID,LIV,4200000,0,0,0.0,0.0,0.0,0,2629,0,0,0,0,0,0,0,0.0,304,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,0.1,2257,0,27,0,0,0,307,0,0,0,Man Utd,Swansea,Chelsea,Hull City,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Claudio,Bravo,GLK,MCI,5200000,2,58,3.4,6.538461538461541e-07,1.1153846153846198e-05,0,91190,0,19,0,31,0,0,0,10.9,7242,-3,1,58,3,0.6,0,3.0,3,0,4,0,0,1.8,116996,0,0,1,1,1530,1763,-1,0,285,Everton,Tottenham,West Ham,Swansea,Bournemouth,2.9,4.2,4.2,3.7,3.4,2.9,2.6,4.4,4.6,4.1,3.0,4.2,3.9,4.0,3.3,4.0,3.5,3.1
Miguel,Britos,DEF,WAT,4300000,1,29,1.8,4.1860465116279104e-07,6.74418604651163e-06,0,25380,5,24,0,0,0,0,0,6.7,2425,-2,0,29,2,0.2,0,1.0,2,0,3,0,0,0.4,37360,0,205,0,1,1433,3783,0,1,217,Middlesbrough,Bournemouth,Arsenal,Burnley,Man Utd,1.6,1.2,1.5,1.7,0.9,2.2,2.0,1.0,1.4,1.5,1.6,1.0,1.5,1.3,2.0,0.9,0.9,1.5
Leon,Britton,MID,SWA,4400000,0,20,0.33333333333333304,7.575757575757571e-08,4.54545454545455e-06,0,3429,2,22,0,0,0,0,0,4.5,146,-1,0,20,1,0.3,0,1.5,0,0,2,0,0,0.1,1728,0,166,0,0,802,78,0,0,133,Arsenal,Liverpool,Southampton,Man City,Leicester,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Marcus,Browne,MID,WHU,4500000,0,0,0.0,0.0,0.0,0,46,0,0,0,0,0,0,0,0.0,16,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,79,0,0,0,0,0,28,0,0,0,Crystal Palace,Middlesbrough,Man City,Southampton,West Brom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyias,Browning,DEF,EVE,3900000,0,0,0.0,0.0,0.0,0,60885,0,0,0,0,0,0,0,0.0,8474,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,3.0,122065,0,22,0,0,0,15516,0,0,0,Man City,Crystal Palace,Stoke,Bournemouth,Middlesbrough,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alex,Bruce,DEF,HUL,4000000,0,0,0.0,0.0,0.0,0,5856,0,0,0,0,0,0,0,0.0,428,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,4298,0,0,0,0,0,120,0,0,0,Bournemouth,Chelsea,Man Utd,Liverpool,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris,Brunt,DEF,WBA,5000000,8,49,0.816666666666667,1.6333333333333302e-07,9.800000000000001e-06,0,34107,3,15,0,0,0,2,0,9.8,15554,0,0,49,0,0.6,0,3.0,6,0,1,0,3,2.3,120026,0,230,0,1,1039,15158,0,0,217,Tottenham,Sunderland,Middlesbrough,Stoke,West Ham,0.0,0.4,0.4,0.5,0.5,0.5,0.4,0.4,0.6,0.4,0.4,0.6,0.6,0.4,0.4,0.4,0.4,0.4
Reece,Burke,DEF,WHU,4000000,0,0,0.0,0.0,0.0,0,2465,0,0,0,0,0,0,0,0.0,73,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,2391,0,0,0,0,0,31,0,0,0,Crystal Palace,Middlesbrough,Man City,Southampton,West Brom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jack,Butland,GLK,STK,4600000,0,0,0.0,0.0,0.0,0,141604,0,0,0,0,0,0,0,0.0,1714,-4,0,0,4,0.0,0,0.0,0,0,0,0,0,0.9,3360,0,341,0,0,0,118,0,0,0,Sunderland,Man Utd,Everton,West Brom,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sam,Byram,DEF,WHU,4200000,0,7,0.116666666666667,2.7777777777777797e-08,1.66666666666667e-06,0,30462,2,6,0,0,0,0,0,1.7,367,-3,0,7,3,0.0,0,0.0,0,0,1,0,0,0.2,11486,0,39,0,0,264,157,0,0,56,Crystal Palace,Middlesbrough,Man City,Southampton,West Brom,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Willy,Caballero,GLK,MCI,4700000,0,6,0.1,2.1276595744680903e-08,1.27659574468085e-06,0,26637,0,3,0,5,0,0,0,1.3,269,-3,0,6,3,0.0,0,0.0,0,0,0,0,0,0.3,20570,0,45,0,0,270,51,0,0,39,Everton,Tottenham,West Ham,Swansea,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yohan,Cabaye,MID,CRY,5600000,2,36,0.6,1.07142857142857e-07,6.42857142857143e-06,0,125303,5,31,0,0,0,2,0,6.4,3063,-4,0,36,4,0.6,1,3.5,4,0,0,0,0,1.2,23895,0,397,0,1,1160,4389,0,0,208,West Ham,Everton,Bournemouth,Sunderland,Stoke,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Gary,Cahill,DEF,CHE,6400000,0,96,4.8,7.5e-07,1.4999999999999999e-05,0,163120,2,15,0,0,0,2,0,15.0,21948,4,0,96,-4,0.9,0,5.5,9,0,11,0,0,12.9,417023,1,283,0,1,1793,35521,0,0,436,Leicester,Hull City,Liverpool,Arsenal,Burnley,3.7,6.9,5.7,6.9,4.0,6.1,5.8,6.5,5.9,6.6,6.2,5.4,4.3,7.1,4.6,6.4,5.4,6.2
Jonathan,Calleri,FWD,WHU,6600000,0,6,0.1,1.51515151515151e-08,9.09090909090909e-07,0,2790,0,2,0,0,0,0,0,0.9,46,-4,1,6,4,0.0,0,0.0,0,0,0,0,0,0.0,2562,0,0,0,0,135,31,-1,0,8,Crystal Palace,Middlesbrough,Man City,Southampton,West Brom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Callum Wilson,FWD,BOU,6200000,6,59,3.5,5.645161290322579e-07,9.51612903225807e-06,0,331723,0,21,0,0,0,6,0,9.5,11716,-3,0,59,3,0.3,0,2.0,2,0,6,0,1,2.8,332863,0,165,0,0,1205,41617,0,0,166,Hull City,Watford,Crystal Palace,Everton,Man City,4.0,4.5,4.6,2.6,4.3,2.9,2.8,4.7,4.7,2.8,3.0,3.5,2.4,4.1,3.1,4.1,5.1,3.0
Dominic,Calvert-Lewin,FWD,EVE,4500000,1,4,0.0666666666666667,1.48148148148148e-08,8.888888888888891e-07,0,1273,0,1,0,0,0,0,0,0.9,291,0,0,4,0,0.2,0,0.8,0,0,0,0,0,0.0,1762,0,0,0,0,58,120,0,0,5,Man City,Crystal Palace,Stoke,Bournemouth,Middlesbrough,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Geoff,Cameron,DEF,STK,4300000,0,20,0.33333333333333304,7.75193798449612e-08,4.65116279069767e-06,0,22165,0,11,0,0,0,0,0,4.7,726,-2,0,20,2,0.0,0,0.0,2,0,2,0,0,0.2,14489,0,293,0,0,630,28,0,0,126,Sunderland,Man Utd,Everton,West Brom,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Fraizer,Campbell,FWD,CRY,4400000,1,12,0.2,4.54545454545455e-08,2.7272727272727298e-06,0,53651,0,3,0,0,0,1,0,2.7,6078,-1,0,12,1,0.2,0,1.0,0,0,0,0,0,1.2,69165,0,12,0,0,120,7515,0,0,47,West Ham,Everton,Bournemouth,Sunderland,Stoke,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Joel,Campbell,MID,ARS,5900000,0,0,0.0,0.0,0.0,0,4933,0,0,0,0,0,0,0,0.0,38,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,386,0,175,0,0,0,22,0,0,0,Swansea,Burnley,Watford,Chelsea,Hull City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Emre,Can,MID,LIV,4900000,2,44,0.733333333333333,1.4965986394557802e-07,8.97959183673469e-06,0,134440,3,11,0,0,0,3,0,9.0,12383,-1,0,44,1,0.3,0,1.5,2,0,4,0,1,1.8,134818,0,399,0,0,872,6071,0,0,182,Man Utd,Swansea,Chelsea,Hull City,Tottenham,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
Etienne,Capoue,MID,WAT,4800000,2,83,4.2,8.75e-07,1.72916666666667e-05,0,1079909,2,35,0,0,0,5,0,17.3,132908,3,0,83,-3,0.4,0,2.0,14,0,3,0,1,31.5,2080307,0,347,0,3,1747,45729,0,0,337,Middlesbrough,Bournemouth,Arsenal,Burnley,Man Utd,5.0,3.2,2.6,6.0,3.7,4.4,4.8,2.7,3.7,6.3,4.7,2.5,4.7,3.7,3.6,3.9,3.5,3.9
Michael,Carrick,MID,MUN,4300000,3,20,0.33333333333333304,7.75193798449612e-08,4.65116279069767e-06,0,77420,0,5,0,0,0,0,0,4.7,9012,-2,0,20,2,0.5,0,2.0,0,0,3,0,0,2.0,103265,0,275,0,0,733,20727,0,0,137,Liverpool,Stoke,Hull City,Leicester,Watford,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Andy,Carroll,FWD,WHU,6200000,1,23,2.9,4.6774193548387097e-07,3.70967741935484e-06,0,323731,0,8,0,0,0,2,0,3.7,21695,-3,0,23,3,0.5,0,3.3,2,0,2,0,0,2.6,140618,0,381,0,0,510,7833,0,0,80,Crystal Palace,Middlesbrough,Man City,Southampton,West Brom,3.4,2.3,3.2,2.2,3.1,2.4,2.5,2.2,3.7,3.4,2.3,3.5,2.5,3.1,2.3,3.1,3.4,2.2
Tom,Carroll,MID,TOT,4200000,0,1,0.0166666666666667,3.9682539682539705e-09,2.38095238095238e-07,0,8160,0,0,0,0,0,0,0,0.2,1051,-3,0,1,3,0.0,0,0.0,0,0,0,0,0,0.2,8665,0,93,0,0,1,2242,0,0,3,West Brom,Man City,Sunderland,Middlesbrough,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cameron,Carter-Vickers,DEF,TOT,4300000,0,0,0.0,0.0,0.0,0,1695,0,0,0,0,0,0,0,0.0,69,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.0,693,0,0,0,0,0,42,0,0,0,West Brom,Man City,Sunderland,Middlesbrough,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Craig,Cathcart,DEF,WAT,4300000,0,5,0.0833333333333333,1.93798449612403e-08,1.16279069767442e-06,0,18067,2,11,0,0,0,0,0,1.2,364,-2,0,5,2,-0.1,0,-0.3,0,0,0,0,0,0.2,3840,0,335,0,0,495,87,0,0,57,Middlesbrough,Bournemouth,Arsenal,Burnley,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lee,Cattermole,MID,SUN,4200000,0,3,0.05,1.19047619047619e-08,7.142857142857141e-07,0,5711,1,3,0,0,0,0,0,0.7,167,-3,1,3,3,0.0,0,0.0,0,0,0,0,0,0.1,1760,0,246,0,0,175,231,-1,0,17,Stoke,West Brom,Tottenham,Crystal Palace,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Santiago,Cazorla,MID,ARS,7000000,0,38,0.633333333333333,9.047619047619051e-08,5.4285714285714306e-06,0,369220,2,5,0,0,0,2,0,5.4,1451,-5,0,38,5,0.0,0,0.0,5,0,4,0,2,1.5,329850,0,259,0,0,618,99,0,0,159,Swansea,Burnley,Watford,Chelsea,Hull City,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3
Petr,Cech,GLK,ARS,5400000,2,65,3.3,6.11111111111111e-07,1.2037037037037e-05,0,375009,2,22,0,54,0,0,0,12.0,24528,-1,0,65,1,0.8,0,4.3,0,0,6,0,0,15.0,261679,1,409,0,0,1800,17801,0,0,334,Swansea,Burnley,Watford,Chelsea,Hull City,3.2,4.1,3.8,2.8,4.1,3.7,3.6,3.3,3.2,3.6,4.7,3.7,3.2,3.6,2.9,2.8,3.7,3.6
,Cedric,DEF,SOU,4800000,1,41,3.2,6.66666666666667e-07,8.54166666666667e-06,0,122922,1,14,0,0,0,0,0,8.5,12786,-2,1,41,2,0.2,0,0.8,7,0,4,0,0,1.5,130566,0,320,0,0,1007,3223,-1,0,238,Burnley,Leicester,Swansea,West Ham,Sunderland,2.0,3.3,2.9,4.7,2.1,4.4,2.6,2.8,2.6,4.3,3.8,2.9,3.6,2.5,4.1,3.2,2.8,4.2
Nacer,Chadli,MID,WBA,6000000,2,62,4.1,6.83333333333333e-07,1.0333333333333301e-05,0,265313,1,14,0,0,0,4,0,10.3,9640,-5,1,62,5,0.3,0,2.0,8,0,3,0,2,1.4,289027,0,173,0,2,973,2202,-1,0,187,Tottenham,Sunderland,Middlesbrough,Stoke,West Ham,2.5,6.0,3.9,4.4,3.1,4.8,4.1,3.5,3.4,3.8,4.0,4.5,3.3,3.0,5.6,3.5,3.7,3.9
Nathaniel,Chalobah,MID,CHE,4500000,0,10,0.166666666666667,3.7037037037037e-08,2.22222222222222e-06,0,762,1,0,0,0,0,0,0,2.2,39,0,0,10,0,0.1,0,0.5,0,0,0,0,1,0.0,912,0,0,0,0,79,41,0,0,35,Leicester,Hull City,Liverpool,Arsenal,Burnley,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
,Chamberlain,MID,ARS,5800000,2,51,0.85,1.4655172413793098e-07,8.79310344827586e-06,0,142137,0,10,0,0,0,2,0,8.8,3625,-2,0,51,2,0.2,0,1.0,2,0,1,0,4,1.4,113954,0,186,0,1,781,2977,0,0,228,Swansea,Burnley,Watford,Chelsea,Hull City,0.4,0.6,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.6,0.4,0.4,0.4,0.4
Calum,Chambers,DEF,MID,4400000,8,45,3.0,6.81818181818182e-07,1.0227272727272698e-05,0,150690,4,19,0,0,0,1,0,10.2,12409,-1,0,45,1,0.9,0,4.0,3,0,4,0,0,4.7,198508,0,70,0,0,1350,63063,0,0,281,Watford,West Ham,West Brom,Tottenham,Everton,2.5,4.3,3.4,2.5,3.2,3.2,3.2,3.1,2.4,2.8,3.1,3.6,3.9,2.8,3.1,2.4,4.0,3.1
James,Chester,DEF,WBA,4500000,0,0,0.0,0.0,0.0,0,4486,0,0,0,0,0,0,0,0.0,39,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,104,0,85,0,0,0,18,0,0,0,Tottenham,Sunderland,Middlesbrough,Stoke,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Benjamin,Chilwell,DEF,LEI,4300000,0,7,0.116666666666667,2.7131782945736404e-08,1.62790697674419e-06,0,6963,0,2,0,0,0,0,0,1.6,534,-2,0,7,2,0.4,0,1.8,0,0,1,0,0,0.2,3078,0,0,0,0,180,392,0,0,35,Chelsea,Southampton,Burnley,Man Utd,Swansea,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Pedro,Chirivella,MID,LIV,4200000,0,0,0.0,0.0,0.0,0,2638,0,0,0,0,0,0,0,0.0,410,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,0.1,2745,0,2,0,0,0,471,0,0,0,Man Utd,Swansea,Chelsea,Hull City,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Christian Benteke,FWD,CRY,7400000,1,68,3.8,5.13513513513513e-07,9.189189189189191e-06,0,689158,4,33,0,0,0,8,0,8.9,144910,-1,2,68,1,0.1,2,1.0,6,0,1,0,1,6.1,812887,0,315,0,1,1544,6092,-2,0,202,West Ham,Everton,Bournemouth,Sunderland,Stoke,0.0,4.2,3.6,5.0,3.9,4.2,3.9,4.3,4.6,3.0,3.8,4.1,5.1,4.0,5.3,4.2,5.2,3.8
Josh,Clackstone,DEF,HUL,4000000,0,0,0.0,0.0,0.0,0,4298,0,0,0,0,0,0,0,0.0,343,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,6561,0,0,0,0,0,110,0,0,0,Bournemouth,Chelsea,Man Utd,Liverpool,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordy,Clasie,MID,SOU,4600000,2,21,0.35,7.60869565217391e-08,4.56521739130435e-06,0,3978,3,11,0,0,0,0,0,4.6,105,-4,0,21,4,0.3,0,1.5,0,0,1,0,1,0.1,2127,0,183,0,0,751,167,0,0,102,Burnley,Leicester,Swansea,West Ham,Sunderland,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Adam,Clayton,MID,MID,4300000,2,36,2.0,4.65116279069767e-07,8.372093023255811e-06,0,34007,5,15,0,0,0,0,0,8.4,6106,-2,0,36,2,0.7,0,2.8,0,0,6,0,1,1.0,54070,0,0,0,0,1364,14659,0,0,211,Watford,West Ham,West Brom,Tottenham,Everton,1.3,1.3,1.4,1.0,1.6,1.2,1.1,2.3,1.4,1.2,1.2,2.1,1.0,1.0,1.1,1.0,1.5,1.0
