FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
Jason,Denayer,DEF,SUN,4700000,0,24,0.4,8.51063829787234e-08,5.1063829787234e-06,0,3402,2,11,0,0,0,0,0,5.1,178,-3,0,24,3,0.5,0,2.3,2,0,2,0,0,0.1,1457,0,0,0,0,791,97,0,0,130,Stoke,West Brom,Tottenham,Crystal Palace,Southampton,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Memphis,Depay,MID,MUN,7100000,0,3,0.05,7.042253521126759e-09,4.2253521126760605e-07,0,7248,1,1,0,0,0,0,0,0.4,105,-4,0,3,4,0.0,0,0.0,0,0,0,0,0,0.2,966,0,259,0,0,24,43,0,0,6,Liverpool,Stoke,Hull City,Leicester,Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gerard,Deulofeu,MID,EVE,5900000,0,13,0.21666666666666698,3.6723163841807905e-08,2.20338983050847e-06,0,129969,1,6,0,0,0,0,0,2.2,671,-6,0,13,6,0.0,0,0.0,0,0,0,0,0,0.9,18892,0,283,0,0,460,93,0,0,53,Man City,Crystal Palace,Stoke,Bournemouth,Middlesbrough,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Mohamed,Diame,MID,HUL,5500000,0,0,0.0,0.0,0.0,0,707,0,0,0,0,0,0,0,0.0,16,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,135,0,0,0,0,0,12,0,0,0,Bournemouth,Chelsea,Man Utd,Liverpool,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eric,Dier,MID,TOT,5000000,3,38,2.1,4.2e-07,7.6e-06,0,383569,2,12,0,0,0,0,0,7.6,4549,-5,0,38,5,0.5,0,2.3,0,0,7,0,0,4.6,29298,0,526,0,0,1441,2755,0,0,225,West Brom,Man City,Sunderland,Middlesbrough,Liverpool,1.7,1.0,1.5,1.9,1.0,1.7,1.9,1.1,1.8,1.0,1.2,2.1,1.9,1.2,1.2,1.0,1.6,1.1
Adama,Diomande,FWD,HUL,4500000,2,36,2.1,4.66666666666667e-07,8e-06,0,396021,1,23,0,0,0,2,0,8.0,23933,0,0,36,0,0.3,0,1.5,2,0,2,0,0,5.4,491997,0,0,0,0,1030,32586,0,0,105,Bournemouth,Chelsea,Man Utd,Liverpool,Arsenal,2.0,1.0,1.4,2.1,1.4,2.5,1.5,2.2,1.3,2.2,1.8,1.6,1.4,2.0,1.4,2.3,1.9,1.9
Mame Biram,Diouf,FWD,STK,5700000,1,28,1.9,3.3333333333333304e-07,4.91228070175439e-06,0,32117,3,21,0,0,0,0,0,4.9,2619,-3,0,28,3,0.4,0,2.3,0,0,3,0,2,0.4,16720,0,245,0,0,893,420,0,0,115,Sunderland,Man Utd,Everton,West Brom,Crystal Palace,0.0,1.4,1.6,1.2,1.8,1.0,1.5,1.4,1.2,1.3,1.1,1.8,2.2,1.6,1.9,1.1,1.5,1.1
Brice,Dja Djedje,DEF,WAT,4400000,0,0,0.0,0.0,0.0,0,1129,0,0,0,0,0,0,0,0.0,11,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,92,0,0,0,0,0,5,0,0,0,Middlesbrough,Bournemouth,Arsenal,Burnley,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Papy,Djilobodji,DEF,SUN,4300000,1,23,1.4,3.25581395348837e-07,5.34883720930233e-06,0,10737,3,30,0,0,0,0,0,5.3,1468,-2,0,23,2,0.5,0,2.0,0,0,2,0,0,0.3,11032,0,0,0,0,1397,3887,0,1,258,Stoke,West Brom,Tottenham,Crystal Palace,Southampton,1.3,0.7,1.2,0.8,1.4,0.7,1.0,0.7,1.2,0.7,0.7,0.7,1.6,0.9,1.4,0.8,1.0,0.7
Abdoulaye,Doucoure,MID,WAT,4600000,1,4,0.0666666666666667,1.44927536231884e-08,8.695652173913041e-07,0,893,1,7,0,0,0,0,0,0.9,24,-4,0,4,4,0.2,0,0.8,0,0,0,0,0,0.0,247,0,0,0,0,187,56,0,0,21,Middlesbrough,Bournemouth,Arsenal,Burnley,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stewart,Downing,MID,MID,5000000,1,46,0.766666666666667,1.53333333333333e-07,9.2e-06,0,49897,1,14,0,0,0,1,0,9.2,1148,-5,0,46,5,0.4,0,1.8,3,0,4,0,2,0.4,17594,0,0,0,0,1104,437,0,0,205,Watford,West Ham,West Brom,Tottenham,Everton,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4
Luke,Dreher,MID,CRY,4400000,0,0,0.0,0.0,0.0,0,134,0,0,0,0,0,0,0,0.0,11,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,151,0,0,0,0,0,11,0,0,0,West Ham,Everton,Bournemouth,Sunderland,Stoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daniel,Drinkwater,MID,LEI,5300000,0,34,2.4,4.52830188679245e-07,6.41509433962264e-06,0,310162,2,22,0,0,0,0,0,6.4,2868,-2,0,34,2,0.2,0,0.8,2,0,4,0,1,3.9,69259,0,592,0,0,1203,426,0,0,207,Chelsea,Southampton,Burnley,Man Utd,Swansea,1.8,1.2,1.2,2.0,1.4,1.5,2.2,1.2,1.2,2.1,3.1,1.2,1.3,1.9,1.2,2.6,1.2,2.3
Nathan,Dyer,MID,SWA,4700000,1,9,0.15,3.1914893617021297e-08,1.9148936170212797e-06,0,7112,0,8,0,0,0,0,0,1.9,136,-3,0,9,3,0.4,0,1.8,0,0,0,0,1,0.1,1542,0,64,0,0,138,88,0,0,37,Arsenal,Liverpool,Southampton,Man City,Leicester,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Oviemuno,Ejaria,MID,LIV,4400000,0,2,0.0333333333333333,7.57575757575758e-09,4.54545454545455e-07,0,175,0,0,0,0,0,0,0,0.5,17,-1,0,2,1,0.0,0,0.0,0,0,0,0,0,0.0,199,0,0,0,0,8,24,0,0,6,Man Utd,Swansea,Chelsea,Hull City,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andrew,Eleftheriou,DEF,WAT,4000000,0,0,0.0,0.0,0.0,0,373,0,0,0,0,0,0,0,0.0,76,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,778,0,0,0,0,0,71,0,0,0,Middlesbrough,Bournemouth,Arsenal,Burnley,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ahmed,Elmohamady,MID,HUL,4700000,6,37,1.9,4.0425531914893603e-07,7.872340425531911e-06,0,21061,2,42,0,0,0,0,0,7.9,650,-3,0,37,3,0.6,0,2.8,1,0,1,0,1,0.2,7247,0,0,0,0,1648,193,0,1,279,Bournemouth,Chelsea,Man Utd,Liverpool,Arsenal,0.0,1.0,1.1,1.0,1.0,2.0,1.1,1.3,1.0,1.2,1.5,1.0,1.0,1.7,1.0,2.1,1.1,1.2
Mohamed,Elneny,MID,ARS,4600000,0,21,0.35,7.60869565217391e-08,4.56521739130435e-06,0,30786,1,8,0,0,0,0,0,4.6,838,-4,0,21,4,0.2,0,0.8,0,0,2,0,1,0.4,9423,0,134,0,0,534,123,0,0,114,Swansea,Burnley,Watford,Chelsea,Hull City,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Elliot,Embleton,MID,SUN,4500000,0,0,0.0,0.0,0.0,0,14,0,0,0,0,0,0,0,0.0,4,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,21,0,0,0,0,0,4,0,0,0,Stoke,West Brom,Tottenham,Crystal Palace,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marvin,Emnes,FWD,SWA,4400000,0,0,0.0,0.0,0.0,0,22978,0,0,0,0,0,0,0,0.0,786,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.3,14288,0,4,0,0,0,281,0,0,0,Arsenal,Liverpool,Southampton,Man City,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christian,Eriksen,MID,TOT,8600000,11,111,5.8,6.74418604651163e-07,1.2906976744186e-05,0,573644,0,14,0,0,0,5,0,12.9,51818,1,0,111,-1,0.7,0,6.3,14,0,7,0,9,15.1,753379,0,738,0,3,1665,110672,0,0,414,West Brom,Man City,Sunderland,Middlesbrough,Liverpool,7.6,4.7,6.2,8.0,3.5,7.6,8.0,5.7,7.7,5.4,6.0,8.5,8.0,6.0,6.1,4.9,7.4,5.7
,Ethan Robson,MID,SUN,4500000,0,0,0.0,0.0,0.0,0,41,0,0,0,0,0,0,0,0.0,13,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,55,0,0,0,0,0,14,0,0,0,Stoke,West Brom,Tottenham,Crystal Palace,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jonny,Evans,DEF,WBA,4500000,1,44,2.6,5.77777777777778e-07,9.77777777777778e-06,0,292424,6,19,0,0,0,1,0,9.8,41194,0,0,44,0,0.3,0,1.3,3,0,3,0,0,5.9,226885,0,343,0,1,1469,3178,0,0,262,Tottenham,Sunderland,Middlesbrough,Stoke,West Ham,0.0,2.5,2.1,3.1,3.0,3.2,2.8,1.8,3.2,1.6,2.0,3.3,3.2,2.1,2.4,1.5,2.5,2.2
Lukasz,Fabianski,GLK,SWA,4800000,2,56,2.8,5.83333333333333e-07,1.1666666666666698e-05,0,128574,1,45,0,61,0,0,0,11.4,8515,-2,1,56,2,0.3,0,1.5,5,0,3,0,0,3.8,136270,0,366,1,0,1800,441,-1,0,339,Arsenal,Liverpool,Southampton,Man City,Leicester,3.5,2.9,3.5,2.5,2.5,2.3,3.1,2.9,2.6,2.9,3.1,3.5,2.4,3.3,2.0,2.8,1.9,2.9
,Fabio,DEF,MID,4400000,9,27,0.45,1.0227272727272699e-07,6.13636363636364e-06,0,4569,2,10,0,0,0,0,0,6.1,2292,-1,0,27,1,0.9,0,4.0,3,0,3,0,0,0.3,14450,0,0,0,0,705,9245,0,0,139,Watford,West Ham,West Brom,Tottenham,Everton,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Cesc,Fabregas,MID,CHE,6900000,1,42,0.7,1.0144927536231901e-07,6.08695652173913e-06,0,234196,3,6,0,0,0,1,0,6.1,10824,-6,0,42,6,0.6,0,4.0,5,0,2,0,6,2.2,72182,0,617,0,1,487,8175,0,0,179,Leicester,Hull City,Liverpool,Arsenal,Burnley,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5
Adam,Federici,GLK,BOU,4400000,0,8,0.133333333333333,3.03030303030303e-08,1.81818181818182e-06,0,2974,1,3,0,5,0,0,0,1.8,179,-1,0,8,1,0.0,0,0.0,1,0,1,0,0,0.1,1916,0,31,0,0,180,112,0,0,37,Hull City,Watford,Crystal Palace,Everton,Man City,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Sofiane,Feghouli,MID,WHU,5000000,-2,8,0.133333333333333,2.6666666666666697e-08,1.6e-06,0,136017,1,6,0,0,0,0,0,1.6,556,-5,0,8,5,0.2,0,0.8,0,0,0,0,1,0.6,7443,0,0,0,0,181,417,0,1,39,Crystal Palace,Middlesbrough,Man City,Southampton,West Brom,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Marouane,Fellaini,MID,MUN,5800000,0,21,1.4,2.41379310344828e-07,3.62068965517241e-06,0,17668,6,11,0,0,0,0,0,3.6,206,-2,0,21,2,0.2,0,1.3,0,0,4,0,0,0.2,10595,0,164,0,0,783,174,0,0,137,Liverpool,Stoke,Hull City,Leicester,Watford,0.7,0.7,0.8,0.7,1.0,0.7,0.8,0.7,0.7,0.7,0.8,0.9,0.7,0.7,0.8,0.7,0.7,0.7
Leroy,Fer,MID,SWA,4900000,4,65,4.1,8.367346938775509e-07,1.3265306122449e-05,0,579569,3,27,0,0,0,6,0,13.3,27990,-1,0,65,1,0.3,0,1.5,5,0,2,0,1,6.3,689019,0,107,0,2,1139,12147,0,0,257,Arsenal,Liverpool,Southampton,Man City,Leicester,3.2,2.4,4.4,3.2,5.4,2.9,5.6,3.9,3.4,4.6,3.8,3.3,4.2,4.2,4.0,4.6,4.8,4.2
Edimilson,Fernandes,MID,WHU,4800000,1,14,0.23333333333333303,4.8611111111111105e-08,2.91666666666667e-06,0,638,2,7,0,0,0,0,0,2.9,45,-2,1,14,2,0.2,0,1.0,0,0,1,0,0,0.0,709,0,0,0,0,399,46,-1,0,49,Crystal Palace,Middlesbrough,Man City,Southampton,West Brom,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Federico,Fernandez,DEF,SWA,4200000,2,13,1.4,3.3333333333333304e-07,3.0952380952381e-06,0,63335,3,16,0,0,0,0,0,3.1,1439,-3,0,13,3,0.1,0,0.5,0,0,1,0,0,1.1,9934,0,333,0,0,810,889,0,0,131,Arsenal,Liverpool,Southampton,Man City,Leicester,1.3,1.0,1.3,0.8,0.8,0.7,1.1,1.0,0.8,1.0,1.1,1.2,0.7,1.2,0.7,0.9,0.7,1.0
,Fernandinho,MID,MCI,5300000,-2,38,2.2,4.15094339622642e-07,7.16981132075472e-06,0,118740,3,17,0,0,0,1,0,7.2,6457,-2,0,38,2,0.2,0,0.8,3,0,3,0,1,1.4,69630,0,417,0,0,1471,215,0,2,239,Everton,Tottenham,West Ham,Swansea,Bournemouth,0.0,0.0,0.0,1.7,1.2,1.6,1.8,1.6,1.1,1.1,1.1,1.7,1.2,1.6,1.5,1.5,2.3,1.6
,Fernando,MID,MCI,4700000,0,14,0.23333333333333303,4.9645390070922e-08,2.97872340425532e-06,0,13819,3,8,0,0,0,0,0,3.0,618,-3,0,14,3,0.1,0,0.5,1,0,1,0,0,0.2,6874,0,236,0,0,532,299,0,0,90,Everton,Tottenham,West Ham,Swansea,Bournemouth,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Sam,Field,MID,WBA,4400000,0,4,0.0666666666666667,1.5151515151515202e-08,9.09090909090909e-07,0,562,1,1,0,0,0,0,0,0.9,29,-1,0,4,1,0.0,0,0.0,0,0,1,0,0,0.0,565,0,0,0,0,165,20,0,0,27,Tottenham,Sunderland,Middlesbrough,Stoke,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Roberto,Firmino,MID,LIV,8400000,2,97,5.1,6.071428571428571e-07,1.1547619047619001e-05,0,914800,2,22,0,0,0,6,0,11.4,89772,-1,1,97,1,0.5,0,4.5,10,0,6,0,5,10.9,936348,0,522,0,4,1682,26549,-1,0,321,Man Utd,Swansea,Chelsea,Hull City,Tottenham,5.0,6.2,5.4,4.9,5.7,5.2,4.9,7.6,4.1,6.6,6.6,4.8,4.7,5.8,5.4,6.3,4.2,6.6
Viktor,Fischer,MID,MID,4900000,0,21,0.35,7.14285714285714e-08,4.28571428571429e-06,0,43319,0,6,0,0,0,0,0,4.3,240,-6,0,21,6,0.1,0,0.3,0,0,1,0,2,0.2,2063,0,0,0,0,407,40,0,0,74,Watford,West Ham,West Brom,Tottenham,Everton,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Mathieu,Flamini,MID,CRY,4300000,0,8,0.133333333333333,3.1007751937984505e-08,1.86046511627907e-06,0,3362,0,4,0,0,0,0,0,1.9,573,-2,0,8,2,0.2,0,1.0,0,0,0,0,0,0.1,5446,0,0,0,0,237,877,0,0,33,West Ham,Everton,Bournemouth,Sunderland,Stoke,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Jon,Flanagan,DEF,BUR,4300000,0,8,0.133333333333333,3.1007751937984505e-08,1.86046511627907e-06,0,16841,2,4,0,0,0,0,0,1.9,880,-2,0,8,2,0.3,0,1.3,0,0,1,0,0,0.2,4371,0,67,0,0,315,135,0,0,51,Southampton,Arsenal,Leicester,Watford,Chelsea,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Ashley,Fletcher,FWD,WHU,5000000,0,11,0.18333333333333302,3.66666666666667e-08,2.2e-06,0,10297,2,10,0,0,0,0,0,2.2,666,0,0,11,0,0.1,0,0.3,0,0,0,0,0,0.2,12052,0,0,0,0,308,319,0,0,17,Crystal Palace,Middlesbrough,Man City,Southampton,West Brom,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Darren,Fletcher,MID,WBA,4400000,2,52,2.6,5.90909090909091e-07,1.18181818181818e-05,0,433736,0,20,0,0,0,1,0,11.8,33723,-1,0,52,1,0.5,0,2.0,0,0,5,0,1,9.4,287284,0,403,0,0,1714,35131,0,0,235,Tottenham,Sunderland,Middlesbrough,Stoke,West Ham,1.3,3.3,1.9,2.2,1.5,2.4,2.0,1.7,1.6,1.8,2.0,2.3,1.6,1.4,3.0,1.7,1.8,1.9
Michael,Folivi,FWD,WAT,4500000,1,1,0.0166666666666667,3.7037037037037e-09,2.22222222222222e-07,0,76,0,0,0,0,0,0,0,0.2,59,0,0,1,0,0.1,0,0.5,0,0,0,0,0,0.0,231,0,0,0,0,10,166,0,0,2,Middlesbrough,Bournemouth,Arsenal,Burnley,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jose,Fonte,DEF,SOU,5400000,1,58,3.4,6.2962962962963e-07,1.07407407407407e-05,0,176047,2,21,0,0,0,0,0,10.7,22964,-1,0,58,1,0.1,0,0.3,6,0,7,0,0,4.4,136712,0,487,0,0,1530,2979,0,0,323,Burnley,Leicester,Swansea,West Ham,Sunderland,2.2,3.7,3.1,5.0,2.3,4.8,2.9,3.1,2.8,4.7,4.2,3.1,3.9,2.7,4.4,3.5,3.1,4.6
Adam,Forshaw,MID,MID,4500000,3,51,2.5,5.55555555555556e-07,1.1333333333333302e-05,0,17507,3,20,0,0,0,0,0,11.3,5911,0,0,51,0,0.8,0,3.8,3,0,6,0,2,0.8,46157,0,0,0,0,1687,13014,0,0,302,Watford,West Ham,West Brom,Tottenham,Everton,1.9,1.9,2.1,1.2,2.3,1.7,1.6,3.1,2.0,1.8,1.7,2.9,1.5,1.4,1.6,1.2,2.1,1.2
Fraser,Forster,GLK,SOU,5100000,2,63,3.1,6.078431372549021e-07,1.2352941176470599e-05,0,147189,2,25,0,32,0,0,0,12.4,15627,1,0,63,-1,0.3,0,1.5,0,0,7,0,0,4.9,145694,0,233,0,0,1800,6576,0,0,299,Burnley,Leicester,Swansea,West Ham,Sunderland,1.9,3.2,2.7,4.5,2.0,4.2,2.5,2.6,2.4,4.1,3.7,2.7,3.4,2.4,3.9,3.1,2.7,4.1
Ben,Foster,GLK,WBA,4700000,3,65,3.3,7.02127659574468e-07,1.38297872340426e-05,0,311980,1,24,0,69,0,0,0,13.8,37099,2,0,65,-2,0.6,0,3.0,4,0,3,0,0,15.2,570662,0,129,0,1,1800,25078,0,0,353,Tottenham,Sunderland,Middlesbrough,Stoke,West Ham,2.9,3.6,3.1,4.3,4.0,4.4,3.9,2.6,4.5,2.4,2.9,4.5,4.4,3.1,3.4,2.2,3.6,3.2
Timothy,Fosu-Mensah,DEF,MUN,4100000,0,1,0.0166666666666667,4.0650406504065e-09,2.4390243902438996e-07,0,8358,0,0,0,0,0,0,0,0.2,297,-4,0,1,4,0.0,0,0.0,0,0,0,0,0,0.2,3081,0,40,0,0,1,319,0,0,2,Liverpool,Stoke,Hull City,Leicester,Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Simon,Francis,DEF,BOU,4600000,-2,54,2.7,5.8695652173913e-07,1.17391304347826e-05,0,114467,3,34,0,0,0,0,0,11.7,46118,1,0,54,-1,0.3,0,1.5,5,0,6,0,1,2.5,157824,0,462,0,1,1791,6297,0,1,402,Hull City,Watford,Crystal Palace,Everton,Man City,0.0,0.0,3.1,1.7,2.9,2.1,1.5,3.9,2.8,2.4,2.4,2.8,1.8,3.0,1.5,3.4,3.3,1.4
Ryan,Fraser,MID,BOU,4800000,13,47,0.783333333333333,1.63194444444444e-07,9.79166666666667e-06,0,15100,0,6,0,0,0,3,0,9.8,7614,-2,0,47,2,1.1,0,5.5,5,0,3,0,3,1.2,66248,0,0,0,2,506,45764,0,0,140,Hull City,Watford,Crystal Palace,Everton,Man City,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4
George,Friend,DEF,MID,4400000,1,39,2.8,6.36363636363636e-07,8.86363636363636e-06,0,224635,1,14,0,0,0,0,0,8.9,9421,-1,0,39,1,0.2,0,1.0,5,0,2,0,2,3.0,133035,0,0,0,0,1080,9122,0,0,236,Watford,West Ham,West Brom,Tottenham,Everton,2.3,3.9,3.0,2.2,2.9,2.9,2.9,2.8,2.1,2.5,2.8,3.2,3.6,2.5,2.8,2.1,3.6,2.8
Dael,Fry,DEF,MID,4000000,0,0,0.0,0.0,0.0,0,63421,0,0,0,0,0,0,0,0.0,713,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.6,3593,0,0,0,0,0,170,0,0,0,Watford,West Ham,West Brom,Tottenham,Everton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ezekiel,Fryers,DEF,CRY,4500000,0,9,0.15,3.33333333333333e-08,2e-06,0,729,0,7,0,0,0,0,0,2.0,48,0,0,9,0,0.1,0,0.3,0,0,0,0,1,0.0,931,0,0,0,0,188,23,0,0,38,West Ham,Everton,Bournemouth,Sunderland,Stoke,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Christian,Fuchs,DEF,LEI,5300000,6,52,2.7,5.09433962264151e-07,9.81132075471698e-06,0,371274,5,29,0,0,0,1,0,9.8,8097,-2,0,52,2,0.5,0,2.8,4,0,4,0,2,5.1,126147,0,482,0,1,1618,743,0,0,358,Chelsea,Southampton,Burnley,Man Utd,Swansea,2.9,2.4,1.4,2.2,2.0,3.6,3.3,2.6,2.8,3.5,2.9,1.6,2.4,3.3,2.0,3.1,1.9,3.5
Jay,Fulton,MID,SWA,4400000,3,16,0.266666666666667,6.06060606060606e-08,3.63636363636364e-06,0,1303,2,14,0,0,0,0,0,3.6,71,-1,0,16,1,0.3,0,1.5,0,0,3,0,0,0.0,883,0,4,0,0,623,50,0,0,78,Arsenal,Liverpool,Southampton,Man City,Leicester,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Ramiro,Funes Mori,DEF,EVE,4600000,6,33,0.55,1.19565217391304e-07,7.173913043478259e-06,0,82198,0,12,0,0,0,0,0,7.2,2205,-4,0,33,4,0.8,0,3.8,1,0,3,0,0,1.3,26283,0,304,0,0,833,3667,0,0,189,Man City,Crystal Palace,Stoke,Bournemouth,Middlesbrough,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
,Gabriel,DEF,ARS,4800000,1,19,0.316666666666667,6.597222222222219e-08,3.95833333333333e-06,0,15918,2,7,0,0,0,0,0,4.0,5137,-2,0,19,2,0.7,0,3.3,0,0,2,0,0,0.5,26112,0,244,0,0,642,3272,0,0,124,Swansea,Burnley,Watford,Chelsea,Hull City,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Brendan,Galloway,DEF,WBA,4100000,0,9,0.15,3.6585365853658505e-08,2.19512195121951e-06,0,16741,0,3,0,0,0,0,0,2.2,751,-4,0,9,4,0.0,0,0.0,0,0,1,0,0,0.2,14710,0,126,0,0,247,568,0,0,44,Tottenham,Sunderland,Middlesbrough,Stoke,West Ham,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Cristian,Gamboa,DEF,WBA,4000000,0,0,0.0,0.0,0.0,0,27181,0,0,0,0,0,0,0,0.0,728,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.5,1941,0,0,0,0,0,12,0,0,0,Tottenham,Sunderland,Middlesbrough,Stoke,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
