FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Kevin,Wimmer,DEF,STK,4300000,1,13,1.2,2.7906976744186e-07,3.02325581395349e-06,0,35898,3,20,0,0,0,0,0,3.0,1117,-2,0,13,2,0.1,0,0.3,1,0,1,0,0,0.3,35603,0,0,0,0,826,217,0,0,118,West Ham,West Brom,Huddersfield,Chelsea,Newcastle,1.2,0.9,0.6,0.6,0.7,0.6,1.1,0.8,0.6,1.0,0.6,0.6,0.6,0.6,0.6,0.8,0.7,0.8,0.6,1.8,0.6,20.6
Harry,Winks,MID,TOT,4800000,6,28,1.6470588235294097,3.43137254901961e-07,5.83333333333333e-06,0,18685,0,5,0,0,0,0,0,5.8,709,-2,0,28,2,0.5,0,2.2,0,0,4,0,1,0.3,25374,0,0,0,0,672,1143,0,0,149,Man City,Burnley,Southampton,Swansea,West Ham,0.8,0.8,1.0,0.0,2.6,1.6,0.9,1.0,0.8,1.3,0.8,1.6,0.9,1.3,0.8,0.8,0.8,0.8,0.9,0.8,1.1,31.2
Chris,Wood,FWD,BUR,6400000,2,46,3.5,5.46875e-07,7.1875e-06,0,222338,1,5,0,0,0,4,0,7.2,11894,-1,0,46,1,0.4,0,2.5,8,0,6,0,0,1.7,290682,0,0,0,0,907,6017,0,0,123,Brighton,Tottenham,Man Utd,Huddersfield,Liverpool,3.3,3.7,2.3,2.8,3.8,3.4,3.9,3.5,3.4,3.1,3.8,4.4,2.8,3.0,3.2,3.6,4.0,3.9,4.4,2.1,4.1,57.2
Ben,Woodburn,MID,LIV,4300000,0,0,0.0,0.0,0.0,0,19633,0,0,0,0,0,0,0,0.0,501,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.3,19650,0,0,0,0,0,302,0,0,0,Bournemouth,Arsenal,Swansea,Leicester,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Freddie,Woodman,GLK,NEW,4000000,0,0,0.0,0.0,0.0,0,5404,0,0,0,0,0,0,0,0.0,176,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.2,11966,0,0,0,0,0,163,0,0,0,Arsenal,West Ham,Man City,Brighton,Stoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Granit,Xhaka,MID,ARS,5300000,3,53,3.1,5.849056603773579e-07,1e-05,0,838608,3,20,0,0,0,0,0,10.0,15615,-2,0,53,2,0.5,0,2.5,2,0,8,0,4,8.2,793959,0,0,0,1,1454,7532,0,0,261,Newcastle,Liverpool,Crystal Palace,West Brom,Chelsea,3.7,2.9,1.7,1.9,2.9,2.2,3.7,2.6,4.2,1.6,2.1,1.6,2.8,1.8,3.4,3.2,2.2,4.1,1.6,3.3,1.8,83.9
Claudio,Yacob,MID,WBA,4300000,3,12,0.7058823529411771,1.64158686730506e-07,2.7906976744186e-06,0,20321,3,4,0,0,0,0,0,2.8,1440,-2,0,12,2,0.3,0,1.5,0,0,3,0,0,0.4,17527,0,0,0,0,429,2189,0,0,55,Man Utd,Stoke,Everton,Arsenal,West Ham,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,13.2
,Yaya Toure,MID,MCI,6100000,4,6,0.3529411764705879,5.785920925747349e-08,9.83606557377049e-07,0,75248,0,0,0,0,0,0,0,1.0,336,-4,0,6,4,0.1,0,0.7,0,0,0,0,1,0.8,9659,0,0,0,0,61,173,0,0,35,Tottenham,Bournemouth,Newcastle,Crystal Palace,Watford,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,7.5
DeAndre,Yedlin,DEF,NEW,4400000,2,25,1.9,4.31818181818182e-07,5.68181818181818e-06,0,30626,1,20,0,0,0,0,0,5.7,2409,-1,0,25,1,0.3,0,1.2,2,0,1,0,1,0.6,44216,1,0,0,1,1085,283,0,0,185,Arsenal,West Ham,Man City,Brighton,Stoke,1.0,1.5,1.1,2.0,1.3,1.3,1.1,1.7,2.2,1.5,1.1,1.2,1.5,1.2,2.1,1.0,1.7,1.0,1.9,1.7,1.6,36.8
Maya,Yoshida,DEF,SOU,4800000,6,56,4.3,8.95833333333333e-07,1.1666666666666698e-05,0,298413,0,15,0,0,0,2,0,11.7,7447,-2,0,56,2,0.4,0,1.7,6,0,4,0,1,3.1,354579,0,0,0,0,1084,5236,0,0,246,Chelsea,Huddersfield,Tottenham,Man Utd,Crystal Palace,5.1,6.1,4.8,3.7,6.2,5.9,5.3,5.9,5.1,5.1,4.8,5.2,4.6,4.5,5.3,3.8,5.0,4.0,4.6,3.5,3.9,56.8
Ashley,Young,MID,MUN,5100000,1,52,4.0,7.843137254901959e-07,1.0196078431372501e-05,0,106546,4,9,0,0,0,2,0,10.2,35960,1,0,52,-1,1.1,0,5.5,6,0,6,0,3,5.8,403051,0,0,0,1,1074,30711,0,0,234,West Brom,Leicester,Burnley,Southampton,Everton,3.2,2.9,4.7,4.5,3.7,4.7,2.9,2.5,5.8,3.6,4.1,2.9,4.1,3.0,5.4,2.2,5.2,3.6,5.2,2.8,4.0,64.2
Pablo,Zabaleta,DEF,WHU,4900000,6,42,2.6,5.306122448979589e-07,8.571428571428571e-06,0,140526,6,27,0,0,0,0,0,8.6,1138,-1,0,42,1,0.6,0,2.8,6,0,5,0,0,1.7,49622,0,0,0,0,1411,5893,0,0,261,Stoke,Newcastle,Bournemouth,West Brom,Tottenham,1.8,2.7,1.5,0.0,4.9,1.6,2.5,3.9,2.0,2.9,1.6,1.6,2.9,2.8,2.7,1.9,2.9,1.3,2.1,1.3,2.3,51.4
Wilfried,Zaha,MID,CRY,6900000,5,45,2.64705882352941,3.8363171355498707e-07,6.52173913043478e-06,0,1092065,1,13,0,0,0,3,0,6.5,15202,-1,0,45,1,0.6,0,4.0,0,0,3,0,2,5.0,285450,0,0,0,0,976,13298,0,0,126,Leicester,Swansea,Arsenal,Man City,Southampton,1.5,2.3,2.9,1.5,1.8,2.5,1.3,1.6,2.8,2.0,2.3,2.3,1.5,1.6,2.1,1.9,2.5,1.7,2.5,1.6,2.9,89.0
,Zanka,DEF,HUD,4500000,1,54,3.2,7.11111111111111e-07,1.2e-05,0,347800,2,29,0,0,0,0,0,12.0,9048,0,0,54,0,0.5,0,2.2,4,0,6,0,2,7.0,532679,0,0,0,2,1530,17220,0,0,307,Watford,Southampton,Stoke,Burnley,Leicester,3.1,2.5,4.0,4.0,1.7,4.8,2.3,4.0,1.6,3.5,2.4,2.2,3.4,4.8,2.1,2.7,4.0,2.5,3.3,1.9,4.1,45.6
Davide,Zappacosta,DEF,CHE,5900000,0,32,1.88235294117647,3.19042871385842e-07,5.42372881355932e-06,0,30043,0,3,0,0,0,0,0,5.4,4106,-1,0,32,1,0.5,0,2.8,1,0,4,0,0,0.4,43316,0,0,0,0,534,828,0,0,124,Southampton,Everton,Brighton,Stoke,Arsenal,1.4,0.9,1.9,1.6,0.9,1.2,1.5,1.3,1.8,1.8,0.9,1.1,2.8,1.3,1.6,2.2,1.5,2.0,1.2,1.5,1.2,36.5
Mauro,Zarate,FWD,WAT,5400000,0,0,0.0,0.0,0.0,0,1629,0,0,0,0,0,0,0,0.0,54,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,1343,0,0,0,0,0,43,0,0,0,Huddersfield,Brighton,Leicester,Swansea,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marvin,Zeegelaar,DEF,WAT,4400000,0,21,1.23529411764706,2.80748663101604e-07,4.77272727272727e-06,0,54312,2,6,0,0,0,0,0,4.8,13401,-1,1,21,1,0.8,0,3.5,5,0,2,0,2,0.8,91929,0,0,0,1,398,159,-1,1,99,Huddersfield,Brighton,Leicester,Swansea,Man City,0.0,0.0,0.6,0.6,0.6,0.6,0.6,0.7,0.6,0.9,0.6,0.8,0.6,0.7,0.6,0.7,0.7,1.7,0.7,0.6,0.6,16.9
Oleksandr,Zinchenko,MID,MCI,5000000,1,1,0.0588235294117647,1.1764705882352901e-08,2e-07,0,214,0,0,0,0,0,0,0,0.2,21,0,0,1,0,0.0,0,0.2,0,0,0,0,0,0.0,274,0,0,0,0,17,15,0,0,15,Tottenham,Bournemouth,Newcastle,Crystal Palace,Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5
Kurt,Zouma,DEF,STK,5500000,6,42,2.6,4.72727272727273e-07,7.63636363636364e-06,0,120063,0,31,0,0,0,1,0,7.6,9301,0,0,42,0,0.5,0,3.0,4,0,3,0,0,2.1,64780,0,0,0,0,1415,230,0,0,289,West Ham,West Brom,Huddersfield,Chelsea,Newcastle,0.0,3.0,1.9,2.2,2.4,1.5,3.3,2.7,1.8,3.1,1.6,2.3,1.9,2.1,1.5,2.7,2.4,2.7,1.9,3.9,1.9,59.7
