FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW37Forecast,GW38Forecast,ICTIndex
Mohamed,Elneny,MID,ARS,4200000,0,22,1.7,4.0476190476190503e-07,5.23809523809524e-06,0,351148,3,12,0,0,0,0,0,5.2,6020,-3,0,22,3,0.1,0,0.5,0,0,3,0,1,3.1,309006,0,0,0,0,865,355,0,1,156,Burnley,Leicester,Huddersfield,,,0.0,0.0,42.5
,Emerson,DEF,CHE,5200000,6,13,0.37142857142857105,7.14285714285714e-08,2.5e-06,0,3261,0,1,0,0,0,0,0,2.5,1190,-3,0,13,3,0.5,0,2.8,0,0,1,0,1,0.1,8115,0,0,0,0,188,2631,0,0,54,Liverpool,Huddersfield,Newcastle,,,0.4,0.2,11.6
Christian,Eriksen,MID,TOT,9600000,6,192,5.6,5.83333333333333e-07,2e-05,0,2254702,0,28,0,0,0,11,0,20.0,11529,1,0,192,-1,0.8,0,7.5,23,0,16,0,10,19.9,2514636,0,0,0,3,2948,109364,0,0,772,West Brom,Newcastle,Leicester,,,13.8,7.2,330.5
Jonny,Evans,DEF,WBA,4900000,1,78,2.8,5.714285714285711e-07,1.59183673469388e-05,0,131864,7,38,0,0,0,2,0,15.9,1320,-1,0,78,1,0.1,0,0.5,5,0,6,0,2,1.0,134027,1,0,0,1,2269,159,0,0,455,Tottenham,Crystal Palace,,,,3.0,3.4,85.1
Patrice,Evra,DEF,WHU,4200000,0,1,0.0285714285714286,6.80272108843537e-09,2.38095238095238e-07,0,10635,0,10,0,0,0,0,0,0.2,437,-3,0,1,3,0.1,0,0.3,0,0,0,0,0,0.2,17348,0,0,0,0,226,408,0,0,29,Leicester,Man Utd,Everton,,,0.0,0.0,5.0
Lukasz,Fabianski,GLK,SWA,4700000,2,141,4.0,8.51063829787234e-07,2.9999999999999997e-05,0,463795,0,52,0,123,0,0,0,30.0,5291,2,0,141,-2,0.9,0,4.0,12,0,9,0,0,10.0,760866,0,0,2,2,3150,58241,0,0,701,Bournemouth,Southampton,Stoke,,,8.6,5.3,96.7
Cesc,Fabregas,MID,CHE,6800000,10,83,2.8,4.1176470588235295e-07,1.2205882352941199e-05,0,708128,4,25,0,0,0,2,0,12.2,842,-2,0,83,2,0.5,0,3.5,6,0,10,0,4,3.1,418855,0,0,0,1,2120,6107,0,1,505,Liverpool,Huddersfield,Newcastle,,,5.2,2.2,232.8
Adam,Federici,GLK,BOU,4000000,0,0,0.0,0.0,0.0,0,145989,0,0,0,0,0,0,0,0.0,844,0,0,0,0,0.0,0,0.0,0,0,0,0,0,2.2,20152,0,0,0,0,0,94,0,0,0,Swansea,Burnley,,,,0.0,0.0,0.0
Sofiane,Feghouli,MID,WHU,5500000,0,0,0.0,0.0,0.0,0,1435,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,92,0,0,0,0,0,0,0,0,0,Leicester,Man Utd,Everton,,,0.0,0.0,0.0
Marouane,Fellaini,MID,MUN,4700000,6,45,1.28571428571429,2.7355623100303996e-07,9.57446808510638e-06,0,207240,1,0,0,0,0,4,0,9.6,170,-3,0,45,3,0.5,0,2.3,3,0,4,0,0,0.6,193779,0,0,0,1,544,2145,0,0,156,Brighton,West Ham,Watford,,,1.2,0.8,53.4
Leroy,Fer,MID,SWA,5200000,0,41,2.0,3.84615384615385e-07,7.88461538461538e-06,0,40065,5,26,0,0,0,1,0,7.9,27,-3,0,41,3,0.0,0,0.0,0,0,4,0,1,0.2,17283,0,0,0,0,1394,3,0,0,201,Bournemouth,Southampton,Stoke,,,0.0,0.0,56.0
Nathan,Ferguson,DEF,WBA,4000000,0,0,0.0,0.0,0.0,0,3254,0,0,0,0,0,0,0,0.0,106,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,6622,0,0,0,0,0,88,0,0,0,Tottenham,Crystal Palace,,,,0.0,0.0,0.0
Edimilson,Fernandes,MID,WHU,4300000,5,23,0.6571428571428571,1.5282392026578099e-07,5.34883720930233e-06,0,18145,1,19,0,0,0,0,0,5.3,290,-2,0,23,2,0.7,0,2.8,0,0,2,0,1,0.2,10644,0,0,0,0,760,1531,0,0,96,Leicester,Man Utd,Everton,,,0.6,0.3,21.3
Federico,Fernandez,DEF,SWA,4500000,0,82,2.9,6.44444444444444e-07,1.8222222222222197e-05,0,305060,4,42,0,0,0,1,0,18.2,9916,0,0,82,0,0.2,0,1.0,10,0,7,0,1,3.3,388532,1,0,0,2,2496,3857,0,0,471,Bournemouth,Southampton,Stoke,,,5.3,3.4,92.1
,Fernandinho,MID,MCI,5000000,9,105,3.4,6.8e-07,2.1e-05,0,758312,7,23,0,0,0,4,0,21.0,1647,0,0,105,0,0.5,0,2.5,7,0,13,0,4,4.3,834263,0,0,0,1,2610,23550,0,0,536,Huddersfield,Brighton,Southampton,,,7.4,3.1,150.3
,Fernando,MID,MCI,4500000,0,0,0.0,0.0,0.0,0,4543,0,0,0,0,0,0,0,0.0,3,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,605,0,0,0,0,0,1,0,0,0,Huddersfield,Brighton,Southampton,,,0.0,0.0,0.0
Sam,Field,MID,WBA,4400000,0,23,0.6388888888888891,1.4520202020202e-07,5.22727272727273e-06,0,22130,3,7,0,0,0,1,0,5.2,27,-1,0,23,1,0.0,0,0.0,2,0,4,0,0,0.1,21794,0,0,0,0,534,10,0,0,70,Tottenham,Crystal Palace,,,,0.3,0.3,26.3
Roberto,Firmino,FWD,LIV,9500000,2,177,5.1,5.368421052631579e-07,1.86315789473684e-05,0,3825770,1,31,0,0,0,15,0,18.6,261943,10,1,177,-10,0.3,0,3.0,29,0,15,0,8,34.5,4531188,0,0,0,3,2587,15958,-1,0,748,Chelsea,Brighton,,,,4.4,7.3,299.3
Jon,Flanagan,DEF,LIV,4400000,0,0,0.0,0.0,0.0,0,1516,0,0,0,0,0,0,0,0.0,2,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,1183,0,0,0,0,0,4,0,0,0,Chelsea,Brighton,,,,0.0,0.0,0.0
Ashley,Fletcher,FWD,WHU,4500000,0,0,0.0,0.0,0.0,0,36554,0,0,0,0,0,0,0,0.0,108,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.4,7409,0,0,0,0,0,35,0,0,0,Leicester,Man Utd,Everton,,,0.0,0.0,0.0
Darren,Fletcher,MID,STK,4700000,1,65,2.5,5.31914893617021e-07,1.38297872340426e-05,0,59453,0,48,0,0,0,1,0,13.8,159,-3,0,65,3,0.1,0,0.3,3,0,4,0,1,0.4,29295,0,0,0,1,2135,25,0,0,322,Crystal Palace,Swansea,,,,2.0,1.8,73.9
Phil,Foden,MID,MCI,4700000,0,7,0.2,4.25531914893617e-08,1.48936170212766e-06,0,2835,0,1,0,0,0,0,0,1.5,99,-3,0,7,3,0.1,0,0.3,0,0,0,0,1,0.0,1533,0,0,0,0,37,87,0,0,28,Huddersfield,Brighton,Southampton,,,0.2,0.1,6.9
Michael,Folivi,FWD,WAT,4500000,0,0,0.0,0.0,0.0,0,16279,0,0,0,0,0,0,0,0.0,94,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,22566,0,0,0,0,0,31,0,0,0,Newcastle,Man Utd,,,,0.0,0.0,0.0
Jose,Fonte,DEF,WHU,4700000,0,34,4.3,9.148936170212771e-07,7.23404255319149e-06,0,153932,0,11,0,0,0,0,0,7.2,70,-3,0,34,3,0.0,0,0.0,3,0,3,0,2,0.8,77180,0,0,0,0,688,2,0,0,156,Leicester,Man Utd,Everton,,,0.0,0.0,33.4
Fraser,Forster,GLK,SOU,4600000,0,73,3.6,7.826086956521741e-07,1.58695652173913e-05,0,537660,0,30,0,69,0,0,0,15.9,2492,-4,0,73,4,0.0,0,0.0,6,0,4,0,0,3.9,372138,0,0,1,1,1800,2149,0,0,351,Everton,Swansea,Man City,,,6.1,3.5,48.9
Ben,Foster,GLK,WBA,4300000,6,111,3.2,7.441860465116279e-07,2.58139534883721e-05,0,791455,2,53,0,91,0,0,0,25.8,15362,-2,0,111,2,1.0,0,4.5,8,0,9,0,0,9.2,521054,0,0,0,1,3150,6490,0,0,589,Tottenham,Crystal Palace,,,,3.7,3.9,67.9
Timothy,Fosu-Mensah,DEF,CRY,4400000,0,39,1.9,4.31818181818182e-07,8.86363636363636e-06,0,108508,2,29,0,0,0,0,0,8.9,1354,-1,0,39,1,0.0,0,0.0,3,0,2,0,0,1.0,70711,0,0,0,0,1592,76,0,0,279,Stoke,West Brom,,,,1.4,1.5,47.4
Juan,Foyth,DEF,TOT,4500000,0,0,0.0,0.0,0.0,0,1963,0,0,0,0,0,0,0,0.0,37,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,2052,0,0,0,0,0,40,0,0,0,West Brom,Newcastle,Leicester,,,0.0,0.0,0.0
Simon,Francis,DEF,BOU,4300000,6,50,1.6,3.7209302325581396e-07,1.1627906976744199e-05,0,203102,8,47,0,0,0,0,0,11.6,2642,-2,0,50,2,0.5,0,2.0,3,0,3,0,1,1.2,123378,0,0,0,0,2618,1577,0,1,472,Swansea,Burnley,,,,1.2,0.9,128.8
Ryan,Fraser,MID,BOU,5100000,2,84,3.5,6.86274509803922e-07,1.64705882352941e-05,0,137210,0,37,0,0,0,4,0,16.5,2184,-4,0,84,4,0.6,0,3.3,10,0,1,0,3,0.7,108287,0,0,0,2,1823,455,0,0,344,Swansea,Burnley,,,,3.8,3.1,145.6
Christian,Fuchs,DEF,LEI,4700000,0,56,1.6,3.4042553191489397e-07,1.1914893617021302e-05,0,217520,1,27,0,0,0,0,0,11.9,1100,-3,1,56,3,0.0,0,0.0,8,0,4,0,1,1.9,113131,0,0,0,1,1647,425,-1,0,323,West Ham,Arsenal,Tottenham,,,3.0,0.9,62.8
Jay,Fulton,MID,SWA,4300000,0,1,0.5,1.1627906976744199e-07,2.3255813953488398e-07,0,4356,1,0,0,0,0,0,0,0.2,9,-2,0,1,2,0.0,0,0.0,0,0,0,0,0,0.0,3727,0,0,0,0,17,5,0,0,1,Bournemouth,Southampton,Stoke,,,0.0,0.0,0.0
Ramiro,Funes Mori,DEF,EVE,4900000,1,2,0.0555555555555556,1.1337868480725601e-08,4.08163265306122e-07,0,1433,0,0,0,0,0,0,0,0.4,30,-1,0,2,1,0.1,0,0.5,0,0,0,0,0,0.0,991,0,0,0,0,29,42,0,0,9,Southampton,West Ham,,,,0.0,0.0,1.8
Manolo,Gabbiadini,FWD,SOU,6200000,0,58,2.1,3.38709677419355e-07,9.35483870967742e-06,0,502350,2,17,0,0,0,4,0,9.4,377,-8,0,58,8,0.0,0,0.3,7,0,4,0,0,1.3,266886,0,0,0,1,1045,418,0,0,173,Everton,Swansea,Man City,,,2.8,1.5,48.7
Ali,Gabr,DEF,WBA,4200000,0,0,0.0,0.0,0.0,0,4657,0,0,0,0,0,0,0,0.0,99,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,0.1,6730,0,0,0,0,0,57,0,0,0,Tottenham,Crystal Palace,,,,0.0,0.0,0.0
,Gabriel,DEF,ARS,5000000,0,0,0.0,0.0,0.0,0,2354,0,0,0,0,0,0,0,0.0,5,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,365,0,0,0,0,0,3,0,0,0,Burnley,Leicester,Huddersfield,,,0.0,0.0,0.0
,Gamez,DEF,NEW,3900000,0,9,4.5,1.15384615384615e-06,2.3076923076923098e-06,0,235653,0,0,0,0,0,0,0,2.3,1376,-1,0,9,1,0.0,0,0.0,2,0,1,0,0,1.5,204908,0,0,0,0,97,462,0,0,38,Watford,Tottenham,Chelsea,,,0.0,0.0,8.4
Luke,Garbutt,DEF,EVE,4000000,0,0,0.0,0.0,0.0,0,607,0,0,0,0,0,0,0,0.0,71,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,1211,0,0,0,0,0,55,0,0,0,Southampton,West Ham,,,,0.0,0.0,0.0
Dwight,Gayle,FWD,NEW,6100000,2,84,2.6,4.26229508196721e-07,1.3770491803278698e-05,0,214267,3,28,0,0,0,5,0,13.8,2255,-4,0,84,4,0.2,0,1.5,7,0,6,0,3,1.1,151975,0,0,0,2,1734,2123,0,0,240,Watford,Tottenham,Chelsea,,,3.7,1.9,128.7
Paulo,Gazzaniga,GLK,TOT,4200000,0,9,0.25714285714285695,6.122448979591839e-08,2.1428571428571398e-06,0,5786,0,0,0,3,0,0,0,2.1,51,-3,0,9,3,0.0,0,0.0,2,0,1,0,0,0.1,7058,0,0,0,0,90,56,0,0,26,West Brom,Newcastle,Leicester,,,0.2,0.1,2.7
Kieran,Gibbs,DEF,WBA,5000000,6,79,2.5,5e-07,1.58e-05,0,47884,2,42,0,0,0,0,0,15.8,464,0,0,79,0,0.8,0,3.8,1,0,7,0,2,0.4,53165,0,0,0,0,2646,325,0,0,451,Tottenham,Crystal Palace,,,,2.5,3.1,95.3
Olivier,Giroud,FWD,CHE,8300000,2,65,2.5,3.0120481927710803e-07,7.83132530120482e-06,0,219584,0,8,0,0,0,6,0,7.8,8065,-2,-1,65,2,0.5,0,4.3,7,0,4,0,1,2.6,240438,0,0,0,2,779,32221,1,0,238,Liverpool,Huddersfield,Newcastle,,,4.7,2.0,113.5
Connor,Goldson,DEF,BHA,3900000,0,5,0.14285714285714302,3.66300366300366e-08,1.28205128205128e-06,0,141356,1,4,0,0,0,0,0,1.3,5484,-1,0,5,1,0.0,0,0.0,0,0,1,0,0,2.7,254735,0,0,0,0,180,2864,0,0,33,Man Utd,Man City,Liverpool,,,0.2,0.1,9.7
Heurelho,Gomes,GLK,WAT,4400000,0,62,2.7,6.13636363636364e-07,1.40909090909091e-05,0,170735,0,39,0,61,0,0,0,13.8,1120,-1,1,62,1,0.0,0,0.0,4,0,5,0,0,1.3,135824,0,0,0,0,2038,143,-1,0,386,Newcastle,Man Utd,,,,2.5,1.8,45.1
Joseph,Gomez,DEF,LIV,4500000,9,86,3.7,8.22222222222222e-07,1.9111111111111103e-05,0,646189,3,22,0,0,0,0,0,19.1,6177,0,0,86,0,0.6,0,2.5,9,0,9,0,2,2.3,695438,0,0,0,2,1901,262,0,0,480,Chelsea,Brighton,,,,0.0,5.0,76.9
Dan,Gosling,MID,BOU,4800000,2,57,2.2,4.58333333333333e-07,1.1875e-05,0,11595,8,41,0,0,0,2,0,11.9,274,-2,0,57,2,0.3,0,1.5,4,0,1,0,1,0.1,12108,0,0,0,0,1898,59,0,0,252,Swansea,Burnley,,,,1.9,1.5,90.1
Yoan,Gouffran,MID,NEW,5000000,0,0,0.0,0.0,0.0,0,258,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,37,0,0,0,0,0,1,0,0,0,Watford,Tottenham,Chelsea,,,0.0,0.0,0.0
Max,Gradel,MID,BOU,5000000,0,0,0.0,0.0,0.0,0,4146,0,0,0,0,0,0,0,0.0,5,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,141,0,0,0,0,0,0,0,0,0,Swansea,Burnley,,,,0.0,0.0,0.0
Lee,Grant,GLK,STK,4200000,0,5,0.138888888888889,3.3068783068783096e-08,1.19047619047619e-06,0,29737,0,7,0,8,0,0,0,1.2,103,-3,0,5,3,0.0,0,0.0,0,0,0,0,0,0.2,9996,0,0,0,0,270,34,0,0,44,Crystal Palace,Swansea,,,,0.1,0.1,6.3
Andre,Gray,FWD,WAT,6300000,2,70,2.4,3.80952380952381e-07,1.11111111111111e-05,0,311757,1,28,0,0,0,4,0,11.1,603,-2,0,70,2,0.2,0,1.0,3,0,5,0,3,1.3,256629,0,0,0,0,1336,298,0,0,203,Newcastle,Man Utd,,,,2.5,1.4,96.0
Demarai,Gray,MID,LEI,5300000,2,73,2.3,4.33962264150943e-07,1.37735849056604e-05,0,148350,2,30,0,0,0,3,0,13.8,631,-2,0,73,2,0.4,0,2.0,2,0,4,0,2,0.7,137487,0,0,0,0,1576,2724,0,0,293,West Ham,Arsenal,Tottenham,,,4.3,1.2,103.1
Robert,Green,GLK,HUD,4000000,0,0,0.0,0.0,0.0,0,6648,0,0,0,0,0,0,0,0.0,128,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.2,13654,0,0,0,0,0,41,0,0,0,Man City,Chelsea,Arsenal,,,0.0,0.0,0.0
Pascal,Gro?,MID,BHA,5900000,3,154,4.4,7.45762711864407e-07,2.61016949152542e-05,0,1802250,1,42,0,0,0,6,0,25.7,44758,4,1,154,-4,0.7,0,4.3,24,0,9,0,8,15.6,2538428,0,0,0,3,2740,14841,-1,0,593,Man Utd,Man City,Liverpool,,,7.1,2.9,243.7
Marko,Grujic,MID,LIV,4200000,0,3,1.0,2.38095238095238e-07,7.142857142857141e-07,0,53124,0,0,0,0,0,0,0,0.7,110,-3,0,3,3,0.0,0,0.0,0,0,0,0,0,0.4,52121,0,0,0,0,14,15,0,0,9,Chelsea,Brighton,,,,0.0,0.0,1.9
Johann Berg,Gudmundsson,MID,BUR,5000000,3,113,3.4,6.8e-07,2.26e-05,0,154495,2,27,0,0,0,2,0,22.6,19872,0,0,113,0,0.7,0,3.6,7,0,10,0,9,1.7,243372,0,0,0,1,2664,4780,0,0,439,Arsenal,Bournemouth,,,,2.4,3.6,202.7
Idrissa,Gueye,MID,EVE,4800000,11,78,2.5,5.20833333333333e-07,1.625e-05,0,69389,6,41,0,0,0,2,0,16.3,678,-2,0,78,2,1.0,0,5.0,5,0,9,0,1,0.8,38216,0,0,0,1,2569,2525,0,1,517,Southampton,West Ham,,,,2.2,1.5,95.1
Ilkay,Gundogan,MID,MCI,5400000,2,76,2.17142857142857,4.0211640211640205e-07,1.40740740740741e-05,0,144284,3,14,0,0,0,4,0,14.1,10975,-1,0,76,1,1.1,0,5.8,9,0,5,0,2,2.4,254864,0,0,0,2,1310,27325,0,0,346,Huddersfield,Brighton,Southampton,,,3.8,1.5,109.3
Florent,Hadergjonaj,DEF,HUD,4500000,1,42,2.1,4.66666666666667e-07,9.33333333333333e-06,0,6888,3,27,0,0,0,0,0,9.3,461,0,0,42,0,0.7,0,3.0,5,0,3,0,1,0.1,10465,0,0,0,0,1462,69,0,0,242,Man City,Chelsea,Arsenal,,,2.5,2.3,66.9
Massadio,Haidara,DEF,NEW,3900000,0,0,0.0,0.0,0.0,0,121523,0,0,0,0,0,0,0,0.0,2022,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,1.8,141237,0,0,0,0,0,2079,0,0,0,Watford,Tottenham,Chelsea,,,0.0,0.0,0.0
Sead,Haksabanovic,MID,WHU,5000000,0,0,0.0,0.0,0.0,0,743,0,0,0,0,0,0,0,0.0,10,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,832,0,0,0,0,0,13,0,0,0,Leicester,Man Utd,Everton,,,0.0,0.0,0.0
Ben,Hamer,GLK,LEI,4300000,1,8,0.22857142857142898,5.3156146179402e-08,1.86046511627907e-06,0,2841,0,5,0,5,0,0,0,1.9,317,-2,0,8,2,0.5,0,2.0,0,0,1,0,0,0.1,5271,0,0,0,0,184,2569,0,0,42,West Ham,Arsenal,Tottenham,,,0.2,0.1,3.9
Grant,Hanley,DEF,NEW,4000000,0,0,0.0,0.0,0.0,0,86963,0,0,0,0,0,0,0,0.0,142,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.4,5860,0,0,0,0,0,5,0,0,0,Watford,Tottenham,Chelsea,,,0.0,0.0,0.0
Rekeem,Harper,MID,WBA,4500000,0,1,0.0277777777777778,6.17283950617284e-09,2.22222222222222e-07,0,2253,0,0,0,0,0,0,0,0.2,3,0,0,1,0,0.0,0,0.0,0,0,0,0,0,0.0,1479,0,0,0,0,20,2,0,0,6,Tottenham,Crystal Palace,,,,0.0,0.0,2.7
Joe,Hart,GLK,WHU,4200000,0,59,3.1,7.380952380952379e-07,1.4047619047619e-05,0,538069,0,39,0,54,0,0,0,14.0,3054,-3,0,59,3,0.4,0,1.8,3,0,4,0,1,5.8,203173,0,0,1,1,1710,6772,0,0,341,Leicester,Man Utd,Everton,,,5.6,3.1,40.2
Jakob,Haugaard,GLK,STK,4000000,0,0,0.0,0.0,0.0,0,3075,0,0,0,0,0,0,0,0.0,64,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,6005,0,0,0,0,0,38,0,0,0,Crystal Palace,Swansea,,,,0.0,0.0,0.0
Isaac,Hayden,MID,NEW,4300000,0,40,1.14285714285714,2.6578073089701e-07,9.30232558139535e-06,0,28735,7,25,0,0,0,1,0,9.3,96,-2,1,40,2,0.1,0,0.3,0,0,3,0,0,0.2,26129,0,0,0,0,1347,94,-1,0,170,Watford,Tottenham,Chelsea,,,1.2,0.6,57.8
Eden,Hazard,MID,CHE,10500000,6,167,5.4,5.14285714285714e-07,1.5904761904761902e-05,0,1358590,2,24,0,0,0,12,0,15.9,9635,0,0,167,0,0.4,0,4.0,24,0,11,0,6,6.5,1554521,0,0,0,5,2220,27261,0,0,660,Liverpool,Huddersfield,Newcastle,,,13.3,6.0,300.8
Tom,Heaton,GLK,BUR,4700000,0,8,0.222222222222222,4.72813238770686e-08,1.7021276595744699e-06,0,366629,0,4,0,8,0,0,0,1.7,310,-3,0,8,3,0.0,0,0.0,0,0,0,0,0,1.7,20255,0,0,0,0,305,40,0,0,48,Arsenal,Bournemouth,,,,0.1,0.1,5.3
Michael,Hefele,DEF,HUD,4200000,0,1,0.5,1.19047619047619e-07,2.38095238095238e-07,0,9179,1,1,0,0,0,0,0,0.2,12,-3,0,1,3,0.0,0,0.0,0,0,0,0,0,0.1,2763,0,0,0,0,32,7,0,0,1,Man City,Chelsea,Arsenal,,,0.0,0.0,0.4
Ahmed El-Sayed,Hegazi,DEF,WBA,4600000,8,107,3.0,6.52173913043478e-07,2.32608695652174e-05,0,1572986,3,53,0,0,0,2,0,23.3,32151,1,0,107,-1,1.0,0,4.5,10,0,9,0,0,17.5,1974005,0,0,0,1,3206,8244,0,0,602,Tottenham,Crystal Palace,,,,3.3,3.7,119.9
Tomer,Hemed,FWD,BHA,4600000,0,43,2.7,5.8695652173913e-07,9.347826086956521e-06,0,283836,0,8,0,0,0,2,0,9.3,1312,-4,0,43,4,0.0,0,0.0,5,0,3,0,2,1.0,304763,0,0,0,0,842,863,0,0,110,Man Utd,Man City,Liverpool,,,4.6,1.5,44.2
Jordan,Henderson,MID,LIV,5300000,3,71,2.8,5.283018867924531e-07,1.3396226415094301e-05,0,167921,1,21,0,0,0,1,0,13.4,1011,-2,0,71,2,0.5,0,2.8,3,0,13,0,1,1.1,129926,0,0,0,0,2048,376,0,0,358,Chelsea,Brighton,,,,1.8,2.7,94.2
Jeff,Hendrick,MID,BUR,5400000,1,81,2.5,4.62962962962963e-07,1.4999999999999999e-05,0,26236,1,21,0,0,0,2,0,15.0,398,-1,0,81,1,0.1,0,0.8,1,0,9,0,2,0.2,26278,0,0,0,0,2146,62,0,0,279,Arsenal,Bournemouth,,,,1.5,2.2,90.0
Wayne,Hennessey,GLK,CRY,4400000,6,91,3.6,8.18181818181818e-07,2.0681818181818202e-05,0,138604,1,40,0,89,0,0,0,20.7,7249,-1,0,91,1,1.0,0,4.5,11,0,6,0,0,2.8,216546,0,0,0,2,2250,6395,0,0,473,Stoke,West Brom,,,,3.9,4.0,59.7
Dion,Henry,GLK,CRY,4000000,0,0,0.0,0.0,0.0,0,3735,0,0,0,0,0,0,0,0.0,91,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,7492,0,0,0,0,0,37,0,0,0,Stoke,West Brom,,,,0.0,0.0,0.0
Ander,Herrera,MID,MUN,5000000,2,40,1.14285714285714,2.2857142857142897e-07,8e-06,0,198972,5,14,0,0,0,0,0,8.0,318,-5,0,40,5,0.5,0,2.5,0,0,4,0,2,1.3,31573,0,0,0,0,1154,1439,0,0,215,Brighton,West Ham,Watford,,,1.2,0.7,58.6
Wesley,Hoedt,DEF,SOU,5000000,2,62,2.5,5e-07,1.24e-05,0,10052,6,40,0,0,0,0,0,12.4,228,0,0,62,0,0.6,0,3.0,8,0,4,0,2,0.1,14454,0,0,0,0,2250,975,0,0,470,Everton,Swansea,Man City,,,3.4,2.0,81.0
Jonathan,Hogg,MID,HUD,4400000,1,46,1.7,3.8636363636363604e-07,1.04545454545455e-05,0,36312,8,38,0,0,0,0,0,10.5,166,-1,0,46,1,0.5,0,2.0,0,0,6,0,0,0.2,44131,0,0,0,0,2130,120,0,1,353,Man City,Chelsea,Arsenal,,,1.6,1.5,63.0
Pierre-Emile,H?jbjerg,MID,SOU,4300000,0,33,0.942857142857143,2.19269102990033e-07,7.674418604651159e-06,0,39165,5,28,0,0,0,0,0,7.7,999,-2,0,33,2,0.3,0,1.5,0,0,2,0,0,0.4,43711,0,0,0,0,1396,294,0,0,224,Everton,Swansea,Man City,,,1.0,0.5,58.9
Rob,Holding,DEF,ARS,4400000,0,20,0.5714285714285711,1.2987012987013e-07,4.54545454545455e-06,0,110793,2,14,0,0,0,0,0,4.5,401,-6,0,20,6,0.1,0,0.5,0,0,2,0,1,0.6,28890,0,0,0,0,639,507,0,0,153,Burnley,Leicester,Huddersfield,,,0.6,0.3,22.4
Jose,Holebas,DEF,WAT,4800000,1,69,2.7,5.625e-07,1.4375e-05,0,75643,6,45,0,0,0,0,0,14.4,1193,-2,0,69,2,0.4,0,2.0,6,0,6,0,4,0.5,70173,0,0,0,0,2201,332,0,0,390,Newcastle,Man Utd,,,,2.5,1.8,118.7
Mason,Holgate,DEF,EVE,4000000,0,37,2.5,6.25e-07,9.25e-06,0,219754,3,14,0,0,0,0,0,9.3,2585,-5,0,37,5,0.0,0,0.0,0,0,4,0,0,1.0,202026,0,0,0,0,1183,109,0,0,214,Southampton,West Ham,,,,0.0,0.0,48.5
Mark,Hudson,DEF,HUD,4000000,0,0,0.0,0.0,0.0,0,18763,0,0,0,0,0,0,0,0.0,28,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,1293,0,0,0,0,0,7,0,0,0,Man City,Chelsea,Arsenal,,,0.0,0.0,0.0
Callum,Hudson-Odoi,MID,CHE,4500000,0,2,0.0571428571428571,1.26984126984127e-08,4.44444444444444e-07,0,416,0,1,0,0,0,0,0,0.4,12,0,0,2,0,0.0,0,0.0,0,0,0,0,0,0.0,562,0,0,0,0,27,10,0,0,11,Liverpool,Huddersfield,Newcastle,,,0.0,0.0,3.8
Will,Hughes,MID,WAT,4600000,2,49,1.36111111111111,2.95893719806763e-07,1.06521739130435e-05,0,80138,0,14,0,0,0,2,0,10.7,1466,-4,0,49,4,0.5,0,2.5,5,0,4,0,3,0.3,77863,0,0,0,1,807,285,0,0,167,Newcastle,Man Utd,,,,0.9,0.7,61.4
Jordan,Hugill,FWD,WHU,4900000,0,3,0.0857142857142857,1.74927113702624e-08,6.12244897959184e-07,0,1496,0,0,0,0,0,0,0,0.6,27,-6,0,3,6,0.0,0,0.0,0,0,0,0,0,0.0,1930,0,0,0,0,22,42,0,0,4,Leicester,Man Utd,Everton,,,0.0,0.0,0.0
