FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW37Forecast,GW38Forecast,ICTIndex
Rolando,Aarons,MID,NEW,4300000,0,5,1.3,3.0232558139534897e-07,1.16279069767442e-06,0,20233,0,2,0,0,0,0,0,1.2,45,-2,0,5,2,0.0,0,0.0,0,0,0,0,0,0.1,11804,0,0,0,0,136,2,0,0,19,Watford,Tottenham,Chelsea,,,0.0,0.0,4.6
Tammy,Abraham,FWD,SWA,5400000,0,83,3.0,5.55555555555556e-07,1.53703703703704e-05,0,1345763,0,30,0,0,0,5,0,15.4,2485,-1,0,83,1,0.5,0,2.8,11,0,4,0,3,3.4,1328870,0,0,0,1,1623,2849,0,0,235,Bournemouth,Southampton,Stoke,,,6.2,3.5,107.5
Charlie,Adam,MID,STK,4700000,0,10,0.277777777777778,5.91016548463357e-08,2.12765957446809e-06,0,8002,2,9,0,0,0,0,0,2.1,14,-3,0,10,3,0.0,1,0.0,0,0,2,0,0,0.1,3587,0,0,0,0,405,14,0,1,57,Crystal Palace,Swansea,,,,0.1,0.1,27.1
,Adam Smith,DEF,BOU,4800000,0,56,2.1,4.375e-07,1.1666666666666698e-05,0,71130,6,38,0,0,0,1,0,11.7,920,-2,0,56,2,0.0,0,0.0,3,0,2,0,3,0.4,36619,0,0,0,0,2067,43,0,0,376,Swansea,Burnley,,,,0.0,0.0,94.5
Oluwatosin,Adarabioyo,DEF,MCI,4000000,0,0,0.0,0.0,0.0,0,2600,0,0,0,0,0,0,0,0.0,102,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,4072,0,0,0,0,0,107,0,0,0,Huddersfield,Brighton,Southampton,,,0.0,0.0,0.0
,Adrian,GLK,WHU,4000000,1,49,1.4,3.5e-07,1.225e-05,0,177675,2,28,0,54,0,0,0,12.0,6209,-5,1,49,5,0.1,0,0.3,1,0,4,0,0,1.8,267959,0,0,0,0,1440,5868,-1,0,292,Leicester,Man Utd,Everton,,,1.7,0.9,37.1
Ibrahim,Afellay,MID,STK,4800000,0,6,0.166666666666667,3.47222222222222e-08,1.25e-06,0,1892,1,9,0,0,0,0,0,1.3,13,-2,0,6,2,0.0,0,0.0,0,0,0,0,0,0.0,1405,0,0,0,0,162,7,0,0,29,Crystal Palace,Swansea,,,,0.1,0.1,1.8
Benik,Afobe,FWD,BOU,5700000,0,24,1.4,2.4561403508771896e-07,4.21052631578947e-06,0,33919,0,12,0,0,0,0,0,4.2,15,-3,0,24,3,0.0,0,0.0,0,0,0,0,1,0.2,7431,0,0,0,0,534,4,0,0,73,Swansea,Burnley,,,,0.0,0.0,31.3
Sergio,Aguero,FWD,MCI,11500000,0,169,6.8,5.91304347826087e-07,1.4695652173913e-05,0,4177855,2,12,0,0,0,21,0,14.7,16411,0,0,169,0,0.0,0,0.0,22,0,13,0,6,10.9,4136865,0,0,0,4,1960,269,0,0,740,Huddersfield,Brighton,Southampton,,,0.0,0.0,302.5
Nathan,Ake,DEF,BOU,5000000,1,94,2.6,5.2e-07,1.88e-05,0,544446,5,58,0,0,0,2,0,18.8,19310,0,0,94,0,0.2,0,0.8,8,0,5,0,3,6.1,469611,0,0,0,1,3172,2135,0,0,607,Swansea,Burnley,,,,2.5,2.1,123.5
Marc,Albrighton,MID,LEI,5500000,-2,107,3.1,5.63636363636364e-07,1.9454545454545497e-05,0,455479,5,42,0,0,0,2,0,19.5,34755,0,0,107,0,0.1,0,0.8,12,0,8,0,8,2.4,479964,0,0,0,2,2533,244,0,1,458,West Ham,Arsenal,Tottenham,,,6.8,1.8,160.2
Toby,Alderweireld,DEF,TOT,5800000,0,40,1.14285714285714,1.9704433497536897e-07,6.89655172413793e-06,0,659518,3,8,0,0,0,0,0,6.9,673,-2,0,40,2,0.1,0,0.5,3,0,5,0,0,5.0,169106,0,0,0,0,990,476,0,0,218,West Brom,Newcastle,Leicester,,,1.2,0.6,30.7
Trent,Alexander-Arnold,DEF,LIV,4400000,6,75,2.0833333333333304,4.7348484848484895e-07,1.7045454545454502e-05,0,380963,3,16,0,0,0,1,0,17.0,31504,-1,0,75,1,1.1,0,4.8,10,0,7,0,2,4.5,507596,0,0,0,3,1393,7492,0,0,351,Chelsea,Brighton,,,,1.5,2.2,82.7
Joe,Allen,MID,STK,5100000,3,106,3.1,6.078431372549021e-07,2.0784313725490197e-05,0,258098,8,53,0,0,0,2,0,20.8,2925,-4,0,106,4,0.5,0,2.3,12,0,6,0,6,1.7,132011,0,0,0,2,3042,630,0,0,519,Crystal Palace,Swansea,,,,2.8,2.5,151.9
Bamidele,Alli,MID,TOT,9000000,8,169,5.1,5.66666666666667e-07,1.87777777777778e-05,0,2286084,6,28,0,0,0,9,0,18.8,6967,-5,0,169,5,0.4,0,4.0,12,0,14,0,13,14.0,1295624,0,0,0,3,2785,49904,0,0,548,West Brom,Newcastle,Leicester,,,12.1,6.4,252.9
Marcos,Alonso,DEF,CHE,7100000,0,150,4.8,6.760563380281689e-07,2.1126760563380302e-05,0,1816422,5,29,0,0,0,6,0,21.1,11300,1,0,150,-1,0.2,0,1.5,13,0,12,0,2,15.8,1695617,0,0,0,4,2675,10163,0,0,600,Liverpool,Huddersfield,Newcastle,,,13.0,4.7,189.6
Daniel,Amartey,MID,LEI,4300000,0,13,1.6,3.7209302325581396e-07,3.02325581395349e-06,0,28363,0,7,0,0,0,0,0,3.0,156,-2,0,13,2,0.0,0,0.0,0,0,3,0,0,0.2,23780,0,0,0,0,486,11,0,1,53,West Ham,Arsenal,Tottenham,,,0.0,0.0,9.2
Ethan,Ampadu,MID,CHE,4500000,0,1,1.0,2.22222222222222e-07,2.22222222222222e-07,0,726,0,1,0,0,0,0,0,0.2,2,0,0,1,0,0.0,0,0.0,0,0,0,0,0,0.0,818,0,0,0,0,10,2,0,0,6,Liverpool,Huddersfield,Newcastle,,,0.0,0.0,0.7
Nordin,Amrabat,MID,WAT,5000000,0,6,2.0,4e-07,1.2e-06,0,7657,0,3,0,0,0,0,0,1.2,2,0,0,6,0,0.0,0,0.0,0,0,1,0,0,0.0,3630,0,0,0,0,198,1,0,0,11,Newcastle,Man Utd,,,,0.0,0.0,8.0
Keshi,Anderson,FWD,CRY,4500000,0,0,0.0,0.0,0.0,0,52464,0,0,0,0,0,0,0,0.0,108,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.3,59850,0,0,0,0,0,24,0,0,0,Stoke,West Brom,,,,0.0,0.0,0.0
,Andre Ayew,MID,SWA,6800000,1,68,2.5,3.67647058823529e-07,1e-05,0,106581,5,38,0,0,0,3,0,10.0,387,-2,0,68,2,0.3,1,1.8,2,0,3,0,4,1.0,58888,0,0,0,0,1564,1996,0,0,213,Bournemouth,Southampton,Stoke,,,4.1,2.2,77.5
Michail,Antonio,MID,WHU,7400000,0,62,3.0,4.05405405405405e-07,8.37837837837838e-06,0,90303,1,23,0,0,0,3,0,8.4,93,-1,0,62,1,0.0,0,0.0,1,0,7,0,2,0.2,85884,0,0,0,0,1350,23,0,0,188,Leicester,Man Utd,Everton,,,0.0,0.0,94.6
Scott,Arfield,MID,BUR,4900000,0,56,3.1,6.3265306122449e-07,1.14285714285714e-05,0,44651,3,15,0,0,0,2,0,11.4,115,-1,0,56,1,0.0,0,0.0,6,0,6,0,2,0.2,48038,0,0,0,2,1330,9,0,0,185,Arsenal,Bournemouth,,,,0.0,0.0,60.1
Marko,Arnautovic,MID,WHU,7000000,2,124,4.4,6.28571428571429e-07,1.77142857142857e-05,0,1096298,4,49,0,0,0,10,0,17.7,16945,0,0,124,0,0.5,0,3.8,10,0,5,0,5,6.8,1464364,0,0,0,3,2051,54855,0,1,371,Leicester,Man Utd,Everton,,,8.3,6.1,204.1
Harry,Arter,MID,BOU,4700000,0,27,0.75,1.5957446808510598e-07,5.74468085106383e-06,0,41976,4,13,0,0,0,1,0,5.7,171,-3,0,27,3,0.0,0,0.0,0,0,3,0,0,0.4,14061,0,0,0,0,959,5,0,0,156,Swansea,Burnley,,,,0.0,0.4,29.2
Christian,Atsu,MID,NEW,4800000,0,78,2.8,5.83333333333333e-07,1.625e-05,0,538553,1,22,0,0,0,2,0,16.3,2592,-2,0,78,2,0.1,0,0.3,5,0,6,0,4,1.3,453927,0,0,0,1,1776,10,0,0,236,Watford,Tottenham,Chelsea,,,0.0,0.0,112.9
Pierre-Emerick,Aubameyang,FWD,ARS,10700000,2,56,1.6,1.49532710280374e-07,5.23364485981308e-06,0,712530,0,12,0,0,0,6,0,5.2,53793,2,0,56,-2,0.4,1,4.3,6,0,2,0,3,11.4,1384997,0,0,0,1,810,42321,0,0,222,Burnley,Leicester,Huddersfield,,,2.0,0.8,83.2
Serge,Aurier,DEF,TOT,5900000,0,77,2.2,3.7288135593220294e-07,1.30508474576271e-05,0,108631,1,13,0,0,0,2,0,13.1,2442,-1,0,77,1,0.1,0,0.8,9,0,6,0,2,0.8,138206,0,0,0,3,1427,365,0,1,335,West Brom,Newcastle,Leicester,,,3.2,1.8,81.4
Charlie,Austin,FWD,SOU,5800000,2,64,1.8285714285714298,3.1527093596059105e-07,1.1034482758620698e-05,0,472644,1,15,0,0,0,7,0,11.0,4374,-7,0,64,7,0.4,0,2.3,9,0,1,0,0,1.5,476684,0,0,0,1,795,18853,0,0,203,Everton,Swansea,Man City,,,2.2,1.2,89.5
Cesar,Azpilicueta,DEF,CHE,6900000,9,166,4.9,7.10144927536232e-07,2.40579710144928e-05,0,1127245,1,34,0,0,0,2,0,24.1,12746,4,0,166,-4,0.8,0,5.8,25,0,14,0,6,20.9,1547958,1,0,0,4,3060,33176,0,0,850,Liverpool,Huddersfield,Newcastle,,,13.4,4.8,155.5
Daniel,Bachmann,GLK,WAT,4000000,0,0,0.0,0.0,0.0,0,4137,0,0,0,0,0,0,0,0.0,83,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,8611,0,0,0,0,0,43,0,0,0,Newcastle,Man Utd,,,,0.0,0.0,0.0
,Badou Ndiaye,MID,STK,5000000,3,31,0.8611111111111109,1.7222222222222198e-07,6.2e-06,0,1628,4,14,0,0,0,1,0,6.2,100,-5,0,31,5,0.7,0,3.5,3,0,2,0,1,0.0,2610,0,0,0,0,958,62,0,0,127,Crystal Palace,Swansea,,,,0.4,0.4,46.1
Eric,Bailly,DEF,MUN,6000000,0,48,1.37142857142857,2.2857142857142897e-07,8e-06,0,905194,2,6,0,0,0,1,0,8.0,4878,0,0,48,0,0.1,0,0.3,3,0,6,0,0,5.7,620399,1,0,0,1,909,546,0,0,218,Brighton,West Ham,Watford,,,1.5,1.3,31.4
Leighton,Baines,DEF,EVE,5600000,12,79,2.19444444444444,3.91865079365079e-07,1.4107142857142901e-05,0,492297,1,30,0,0,0,2,0,14.1,7134,-4,0,79,4,1.3,0,7.0,10,0,5,0,3,3.9,168362,0,0,0,3,1729,11898,0,0,360,Southampton,West Ham,,,,2.2,1.7,78.8
Tiemoue,Bakayoko,MID,CHE,4900000,3,73,2.7,5.510204081632651e-07,1.4897959183673499e-05,0,350825,2,21,0,0,0,2,0,14.9,325,-1,0,73,1,0.3,0,1.3,5,0,10,0,2,1.2,359236,0,0,0,1,1941,468,0,1,330,Liverpool,Huddersfield,Newcastle,,,4.8,2.1,106.5
Sam,Baldock,FWD,BHA,4900000,0,2,0.0571428571428571,1.1661807580174901e-08,4.08163265306122e-07,0,3039,0,1,0,0,0,0,0,0.4,52,-1,0,2,1,0.0,0,0.0,0,0,0,0,0,0.0,2680,0,0,0,0,30,60,0,0,4,Man Utd,Man City,Liverpool,,,0.0,0.0,0.7
Beni,Baningime,MID,EVE,4500000,0,7,0.19444444444444395,4.3209876543209907e-08,1.55555555555556e-06,0,537,1,2,0,0,0,0,0,1.6,11,0,0,7,0,0.1,0,0.3,0,0,0,0,0,0.0,676,0,0,0,0,192,13,0,0,20,Southampton,West Ham,,,,0.1,0.1,1.3
Phil,Bardsley,DEF,BUR,4100000,0,33,0.916666666666667,2.23577235772358e-07,8.04878048780488e-06,0,71451,5,13,0,0,0,0,0,8.0,1262,-4,0,33,4,0.0,0,0.0,0,0,4,0,0,0.3,80565,0,0,0,0,1125,234,0,0,193,Arsenal,Bournemouth,,,,0.5,0.5,38.3
Ross,Barkley,MID,CHE,7300000,0,1,0.0285714285714286,3.91389432485323e-09,1.36986301369863e-07,0,14647,0,1,0,0,0,0,0,0.1,29,-2,0,1,2,0.0,0,0.0,0,0,0,0,0,0.2,5663,0,0,0,0,53,34,0,0,4,Liverpool,Huddersfield,Newcastle,,,0.0,0.0,3.9
Ashley,Barnes,FWD,BUR,5400000,2,91,2.6,4.81481481481482e-07,1.68518518518519e-05,0,229609,10,22,0,0,0,9,0,16.5,66494,-1,1,91,1,0.7,0,3.8,9,0,5,0,0,4.3,437929,0,0,0,0,2129,6942,-1,0,288,Arsenal,Bournemouth,,,,1.6,2.7,145.7
Harvey,Barnes,MID,LEI,4500000,0,1,0.0285714285714286,6.34920634920635e-09,2.22222222222222e-07,0,32,0,0,0,0,0,0,0,0.2,10,0,0,1,0,0.1,0,0.3,0,0,0,0,0,0.0,86,0,0,0,0,1,23,0,0,2,West Ham,Arsenal,Tottenham,,,0.0,0.0,0.3
Modou,Barrow,MID,SWA,5000000,0,0,0.0,0.0,0.0,0,274,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,57,0,0,0,0,0,2,0,0,0,Bournemouth,Southampton,Stoke,,,0.0,0.0,0.0
Gareth,Barry,MID,WBA,4400000,0,56,2.2,5e-07,1.27272727272727e-05,0,136813,4,35,0,0,0,1,0,12.7,421,-1,0,56,1,0.0,0,0.0,0,0,4,0,2,0.8,70684,0,0,0,0,1921,13,0,0,287,Tottenham,Crystal Palace,,,,0.0,0.0,82.0
Kyle,Bartley,DEF,SWA,4300000,0,5,1.0,2.3255813953488398e-07,1.16279069767442e-06,0,5874,2,4,0,0,0,0,0,1.2,36,-2,0,5,2,0.1,0,0.3,0,0,0,0,0,0.1,1443,0,0,0,0,233,7,0,0,29,Bournemouth,Southampton,Stoke,,,0.0,0.0,11.2
Michy,Batshuayi,FWD,CHE,8100000,0,25,2.1,2.5925925925925896e-07,3.08641975308642e-06,0,181955,0,7,0,0,0,2,0,3.1,38,-4,0,25,4,0.0,0,0.0,3,0,1,0,1,0.5,121648,1,0,0,1,351,4,0,0,77,Liverpool,Huddersfield,Newcastle,,,0.0,0.0,25.7
Moritz,Bauer,DEF,STK,4500000,6,40,1.11111111111111,2.46913580246914e-07,8.88888888888889e-06,0,39420,2,15,0,0,0,0,0,8.9,2356,0,0,40,0,0.9,0,4.0,1,0,5,0,0,0.4,64543,0,0,0,0,1127,714,0,0,190,Crystal Palace,Swansea,,,,1.1,0.6,39.5
Jan,Bednarek,DEF,SOU,4100000,1,14,0.4,9.75609756097561e-08,3.41463414634146e-06,0,12835,1,4,0,0,0,1,0,3.4,1065,-4,0,14,4,0.9,0,3.5,0,0,1,0,0,0.7,38300,0,0,0,1,270,20427,0,0,57,Everton,Swansea,Man City,,,0.4,0.2,10.1
Asmir,Begovic,GLK,BOU,4500000,2,100,2.8,6.22222222222222e-07,2.22222222222222e-05,0,293351,2,60,0,105,0,0,0,22.2,5850,0,0,100,0,0.4,0,1.8,4,0,5,0,0,4.1,223471,0,0,1,3,3240,1328,0,0,589,Swansea,Burnley,,,,2.8,2.4,76.2
Valon,Behrami,MID,WAT,4500000,0,0,0.0,0.0,0.0,0,10046,0,0,0,0,0,0,0,0.0,4,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,650,0,0,0,0,0,2,0,0,0,Newcastle,Man Utd,,,,0.0,0.0,0.0
Hector,Bellerin,DEF,ARS,5900000,3,112,3.4,5.76271186440678e-07,1.8983050847457603e-05,0,956437,5,44,0,0,0,2,0,19.0,4806,-1,0,112,1,0.2,0,1.3,9,0,10,0,2,10.0,723449,0,0,0,1,2870,10197,0,0,580,Burnley,Leicester,Huddersfield,,,6.1,2.4,150.8
Yohan,Benalouane,DEF,LEI,4200000,0,0,0.0,0.0,0.0,0,3783,0,0,0,0,0,0,0,0.0,21,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,0.1,1729,0,0,0,0,0,28,0,0,0,West Ham,Arsenal,Tottenham,,,0.0,0.0,0.0
Christian,Benteke,FWD,CRY,7500000,5,82,2.8,3.7333333333333297e-07,1.09333333333333e-05,0,526106,6,36,0,0,0,3,0,10.9,3016,-5,0,82,5,0.2,1,1.8,5,0,6,0,7,2.5,193397,0,0,0,0,2185,2492,0,0,173,Stoke,West Brom,,,,2.6,3.1,153.4
Saido,Berahino,FWD,STK,5500000,0,20,0.555555555555556,1.01010101010101e-07,3.63636363636364e-06,0,35907,0,13,0,0,0,0,0,3.6,65,-5,0,20,5,0.0,1,0.0,0,0,2,0,1,0.3,15515,0,0,0,0,483,54,0,0,42,Crystal Palace,Swansea,,,,0.3,0.3,23.7
Steven,Berghuis,MID,WAT,5000000,0,0,0.0,0.0,0.0,0,240,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,43,0,0,0,0,0,2,0,0,0,Newcastle,Man Utd,,,,0.0,0.0,0.0
,Bernardo Silva,MID,MCI,7200000,0,99,2.8285714285714305,3.9285714285714297e-07,1.375e-05,0,218879,0,9,0,0,0,5,0,13.8,7834,-8,0,99,8,0.5,0,3.5,6,0,8,0,5,1.3,177639,0,0,0,2,1330,5029,0,0,398,Huddersfield,Brighton,Southampton,,,5.7,2.3,130.2
Ryan,Bertrand,DEF,SOU,5300000,2,89,2.8,5.283018867924531e-07,1.67924528301887e-05,0,806642,2,48,0,0,0,0,0,16.8,1955,-2,0,89,2,0.6,0,3.0,4,0,6,0,5,5.3,325553,0,0,0,1,2875,10053,0,0,509,Everton,Swansea,Man City,,,4.1,2.4,134.2
Muhamed,Besic,MID,EVE,4200000,0,2,1.0,2.38095238095238e-07,4.76190476190476e-07,0,15617,0,0,0,0,0,0,0,0.5,56,-3,0,2,3,0.0,0,0.0,0,0,0,0,0,0.1,11719,0,0,0,0,46,30,0,0,10,Southampton,West Ham,,,,0.0,0.0,3.0
Philip,Billing,MID,HUD,4400000,1,19,0.5428571428571429,1.23376623376623e-07,4.31818181818182e-06,0,38651,3,10,0,0,0,0,0,4.3,49,-1,0,19,1,0.2,0,1.0,0,0,3,0,0,0.2,32200,0,0,0,0,654,29,0,0,86,Man City,Chelsea,Arsenal,,,0.6,0.3,17.9
Daley,Blind,DEF,MUN,5100000,0,21,0.6,1.1764705882352901e-07,4.11764705882353e-06,0,189675,0,0,0,0,0,0,0,4.1,98,-4,0,21,4,0.1,0,0.3,0,0,3,0,0,0.9,136077,0,0,0,0,284,99,0,0,91,Brighton,West Ham,Watford,,,0.6,0.3,15.2
Jeremie,Boga,MID,CHE,6000000,0,1,1.0,1.66666666666667e-07,1.66666666666667e-07,0,998,0,0,0,0,0,0,0,0.2,0,0,0,1,0,0.0,0,0.0,0,0,0,0,0,0.0,547,0,0,0,0,17,1,0,0,1,Liverpool,Huddersfield,Newcastle,,,0.0,0.0,0.0
,Bojan,MID,STK,5500000,0,2,2.0,3.63636363636364e-07,3.63636363636364e-07,0,6610,0,1,0,0,0,0,0,0.4,3,0,0,2,0,0.0,0,0.0,0,0,0,0,0,0.0,1886,0,0,0,0,71,2,0,0,5,Crystal Palace,Swansea,,,,0.0,0.0,1.9
Yannick,Bolasie,MID,EVE,6400000,0,33,0.916666666666667,1.4322916666666698e-07,5.15625e-06,0,18291,0,14,0,0,0,1,0,5.2,1445,-1,0,33,1,0.2,0,1.5,0,0,3,0,1,0.2,18901,0,0,0,0,796,85,0,0,76,Southampton,West Ham,,,,0.5,0.5,37.9
Gaetan,Bong,DEF,BHA,4400000,8,56,2.5,5.68181818181818e-07,1.27272727272727e-05,0,14499,2,29,0,0,0,0,0,12.7,379,-1,0,56,1,0.7,0,3.3,5,0,5,0,0,0.2,17086,1,0,0,1,1967,1548,0,0,326,Man Utd,Man City,Liverpool,,,4.1,1.8,47.7
Wilfried,Bony,FWD,SWA,5600000,0,33,2.2,3.9285714285714297e-07,5.89285714285714e-06,0,88398,2,8,0,0,0,2,0,5.9,62,-4,0,33,4,0.0,0,0.0,3,0,2,0,1,0.1,87866,0,0,0,0,701,39,0,0,103,Bournemouth,Southampton,Stoke,,,0.0,0.0,39.3
Artur,Boruc,GLK,BOU,4100000,0,0,0.0,0.0,0.0,0,159788,0,0,0,0,0,0,0,0.0,637,-4,0,0,4,0.0,0,0.0,0,0,0,0,0,1.3,10313,0,0,0,0,0,78,0,0,0,Swansea,Burnley,,,,0.0,0.0,0.0
Sofiane,Boufal,MID,SOU,5700000,0,55,1.57142857142857,2.7568922305764397e-07,9.64912280701754e-06,0,23917,1,24,0,0,0,2,0,9.6,66,-3,0,55,3,0.0,0,0.0,2,0,1,0,2,0.2,18017,0,0,0,0,1206,91,0,0,215,Everton,Swansea,Man City,,,1.8,0.8,103.7
,Brad Smith,DEF,BOU,3900000,0,0,0.0,0.0,0.0,0,203637,0,0,0,0,0,0,0,0.0,2038,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,3.2,113381,0,0,0,0,0,1576,0,0,0,Swansea,Burnley,,,,0.0,0.0,0.0
Robbie,Brady,MID,BUR,5300000,0,56,3.7,6.981132075471699e-07,1.05660377358491e-05,0,212940,3,12,0,0,0,1,0,10.6,88,-2,0,56,2,0.0,0,0.0,7,0,6,0,4,0.4,199058,0,0,0,1,1277,28,0,0,216,Arsenal,Bournemouth,,,,0.0,0.0,97.3
Claudio,Bravo,GLK,MCI,4500000,0,1,0.0285714285714286,6.34920634920635e-09,2.22222222222222e-07,0,40589,0,0,0,0,0,0,0,0.2,136,-5,0,1,5,0.0,0,0.0,0,0,0,0,0,0.5,9384,0,0,0,0,44,71,0,0,4,Huddersfield,Brighton,Southampton,,,0.0,0.0,0.3
Miguel,Britos,DEF,WAT,4300000,0,22,0.6111111111111109,1.42118863049096e-07,5.11627906976744e-06,0,145912,3,16,0,0,0,1,0,5.1,65,-2,0,22,2,0.0,0,0.0,0,0,2,0,0,0.5,115467,0,0,0,0,795,11,0,1,149,Newcastle,Man Utd,,,,0.3,0.3,27.3
Leon,Britton,MID,SWA,4400000,0,9,0.25714285714285695,5.8441558441558394e-08,2.04545454545455e-06,0,8935,1,1,0,0,0,0,0,2.0,19,-1,0,9,1,0.0,0,0.0,0,0,3,0,0,0.1,4228,0,0,0,0,269,14,0,0,25,Bournemouth,Southampton,Stoke,,,0.2,0.1,1.6
Isaiah,Brown,MID,BHA,5200000,0,16,1.2,2.3076923076923105e-07,3.07692307692308e-06,0,3997,0,8,0,0,0,0,0,3.1,29,-3,0,16,3,0.0,0,0.0,0,0,0,0,0,0.0,740,0,0,0,0,302,30,0,0,60,Man Utd,Man City,Liverpool,,,0.0,0.0,14.5
Marcus,Browne,MID,WHU,4500000,0,0,0.0,0.0,0.0,0,183,0,0,0,0,0,0,0,0.0,17,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,343,0,0,0,0,0,14,0,0,0,Leicester,Man Utd,Everton,,,0.0,0.0,0.0
,Bruno,DEF,BHA,4500000,6,74,3.2,7.11111111111111e-07,1.64444444444444e-05,0,109116,3,20,0,0,0,0,0,16.4,776,0,0,74,0,0.4,0,2.0,5,0,9,0,0,0.8,137226,0,0,0,0,1834,258,0,0,378,Man Utd,Man City,Liverpool,,,6.0,2.7,50.3
Chris,Brunt,MID,WBA,5000000,3,75,3.1,6.2e-07,1.4999999999999999e-05,0,140532,3,21,0,0,0,0,0,15.0,470,-5,0,75,5,0.6,0,3.0,6,0,8,0,7,0.5,128375,0,0,0,0,1737,91,0,0,357,Tottenham,Crystal Palace,,,,2.5,2.1,112.8
Harry,Bunn,MID,HUD,4500000,0,0,0.0,0.0,0.0,0,632,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,109,0,0,0,0,0,4,0,0,0,Man City,Chelsea,Arsenal,,,0.0,0.0,0.0
Oliver,Burke,MID,WBA,4900000,0,23,0.6388888888888891,1.3038548752834499e-07,4.69387755102041e-06,0,4170,0,11,0,0,0,0,0,4.7,27,-6,0,23,6,0.1,0,0.3,0,0,0,0,2,0.0,4433,0,0,0,0,356,9,0,0,75,Tottenham,Crystal Palace,,,,0.3,0.3,22.5
Reece,Burke,DEF,WHU,4000000,0,0,0.0,0.0,0.0,0,1979,0,0,0,0,0,0,0,0.0,35,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,2930,0,0,0,0,0,11,0,0,0,Leicester,Man Utd,Everton,,,0.0,0.0,0.0
Matt,Butcher,MID,BOU,4500000,0,0,0.0,0.0,0.0,0,186,0,0,0,0,0,0,0,0.0,3,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,223,0,0,0,0,0,4,0,0,0,Swansea,Burnley,,,,0.0,0.0,0.0
Jack,Butland,GLK,STK,5000000,6,116,3.5,7e-07,2.3199999999999998e-05,0,184644,0,58,0,136,0,0,0,23.2,3271,0,0,116,0,0.8,0,3.8,13,0,6,0,0,2.5,160407,1,0,0,2,2970,816,0,0,647,Crystal Palace,Swansea,,,,5.0,3.2,94.6
Sam,Byram,DEF,WHU,4200000,0,5,1.0,2.38095238095238e-07,1.19047619047619e-06,0,10766,1,7,0,0,0,0,0,1.2,54,-3,0,5,3,0.0,0,0.0,0,0,0,0,0,0.1,3395,0,0,0,0,246,7,0,0,41,Leicester,Man Utd,Everton,,,0.0,0.0,14.5
Willy,Caballero,GLK,CHE,4800000,0,9,0.25714285714285695,5.3571428571428604e-08,1.875e-06,0,13207,0,3,0,6,0,0,0,1.9,133,-2,0,9,2,0.0,0,0.0,0,0,1,0,0,0.1,10735,0,0,0,0,180,22,0,0,43,Liverpool,Huddersfield,Newcastle,,,0.2,0.1,4.5
Yohan,Cabaye,MID,CRY,5300000,2,68,1.88888888888889,3.56394129979036e-07,1.28301886792453e-05,0,35052,7,35,0,0,0,0,0,12.8,148,-2,0,68,2,0.5,0,2.8,3,0,7,0,4,0.2,19909,0,0,0,0,2222,163,0,0,390,Stoke,West Brom,,,,1.1,1.6,147.7
Gary,Cahill,DEF,CHE,6200000,6,67,1.91428571428571,3.08755760368664e-07,1.08064516129032e-05,0,609412,1,24,0,0,0,0,0,10.8,401,-3,0,67,3,0.4,0,2.5,2,0,8,0,0,3.0,88416,0,0,0,0,1902,1459,0,1,408,Liverpool,Huddersfield,Newcastle,,,3.5,1.1,60.5
Dominic,Calvert-Lewin,FWD,EVE,5000000,0,88,2.8,5.6e-07,1.76e-05,0,1185984,4,28,0,0,0,4,0,17.6,21985,0,0,88,0,0.1,0,0.5,3,0,6,0,8,3.8,1296921,0,0,0,1,1871,175,0,0,255,Southampton,West Ham,,,,0.0,0.0,130.2
Rafael,Camacho,MID,LIV,4500000,0,0,0.0,0.0,0.0,0,54,0,0,0,0,0,0,0,0.0,19,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,88,0,0,0,0,0,26,0,0,0,Chelsea,Brighton,,,,0.0,0.0,0.0
