FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
Odion,Ighalo,FWD,WAT,6800000,0,39,2.2,3.23529411764706e-07,5.73529411764706e-06,0,335730,1,29,0,0,0,1,0,5.7,228,-7,0,39,7,0.0,0,0.0,2,0,2,0,1,2.5,94109,0,709,0,0,1291,40,0,0,84,West Brom,Tottenham,Swansea,Hull City,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kelechi,Iheanacho,FWD,MCI,6000000,0,48,3.0,5e-07,8e-06,0,786662,0,8,0,0,0,4,0,8.0,677,-10,0,48,10,0.1,0,0.3,6,0,1,0,3,2.3,759560,0,242,0,1,490,201,0,0,168,Chelsea,Hull City,Southampton,Man Utd,Middlesbrough,2.2,3.9,2.8,2.5,2.6,2.7,3.7,2.6
Giannelli,Imbula,MID,STK,4500000,0,24,0.266666666666667,5.9259259259259297e-08,5.333333333333329e-06,0,13959,1,20,0,0,0,0,0,5.3,19,-5,0,24,5,0.1,0,0.3,1,0,2,0,1,0.2,5494,1,194,0,0,796,9,0,0,126,Burnley,Liverpool,Hull City,Swansea,West Ham,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Danny,Ings,FWD,LIV,5400000,0,0,0.0,0.0,0.0,0,23397,0,0,0,0,0,0,0,0.0,19,-6,0,0,6,0.0,0,0.0,0,0,0,0,0,0.2,4055,0,81,0,0,0,12,0,0,0,Bournemouth,Stoke,West Brom,Crystal Palace,Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gokhan,Inler,MID,LEI,4400000,0,0,0.0,0.0,0.0,0,9902,0,0,0,0,0,0,0,0.0,12,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,3784,0,20,0,0,0,3,0,0,0,Sunderland,Everton,Crystal Palace,Arsenal,West Brom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stephen,Ireland,MID,STK,4400000,0,0,0.0,0.0,0.0,0,592,0,0,0,0,0,0,0,0.0,5,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,484,0,18,0,0,0,5,0,0,0,Burnley,Liverpool,Hull City,Swansea,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lloyd,Isgrove,MID,SOU,4400000,0,0,0.0,0.0,0.0,0,240,0,0,0,0,0,0,0,0.0,5,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,295,0,0,0,0,0,3,0,0,0,Crystal Palace,West Brom,Man City,Chelsea,Hull City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Branislav,Ivanovic,DEF,CHE,5600000,0,23,1.8,3.2142857142857103e-07,4.10714285714286e-06,0,192668,2,9,0,0,0,0,0,4.1,233,-4,0,23,4,0.0,0,0.0,2,0,1,0,1,2.7,34385,0,414,0,0,589,14,0,0,143,Man City,Bournemouth,Man Utd,Southampton,Everton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alex,Iwobi,MID,ARS,5600000,1,87,0.966666666666667,1.72619047619048e-07,1.55357142857143e-05,0,254303,1,20,0,0,0,3,0,15.5,4500,-4,0,87,4,0.2,0,1.0,8,0,9,0,5,1.6,256104,0,150,0,1,1411,1048,0,0,345,West Ham,Crystal Palace,Middlesbrough,Leicester,Tottenham,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5
Phil,Jagielka,DEF,EVE,4600000,1,48,0.5333333333333329,1.1594202898550698e-07,1.0434782608695699e-05,0,265970,3,21,0,0,0,0,0,10.4,619,-4,0,48,4,1.0,0,4.7,4,0,4,0,1,2.7,273610,0,221,0,1,1531,1526,0,1,307,Man Utd,Leicester,Burnley,West Ham,Chelsea,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Eldin,Jakupovic,GLK,HUL,4100000,3,59,3.9,9.512195121951219e-07,1.4390243902439001e-05,0,457586,0,22,0,57,0,0,0,14.4,3621,1,0,59,-1,0.5,0,2.0,4,0,3,0,0,22.7,797178,0,0,1,2,1350,2682,0,0,300,Middlesbrough,Man City,Stoke,Watford,Southampton,5.0,3.7,3.9,4.9,4.0,4.8,4.4,5.3
Daniel,James,MID,SWA,4500000,0,0,0.0,0.0,0.0,0,329,0,0,0,0,0,0,0,0.0,4,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,384,0,0,0,0,0,7,0,0,0,Tottenham,West Ham,Watford,Stoke,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matthew,James,MID,LEI,4500000,0,1,1.0,2.22222222222222e-07,2.22222222222222e-07,0,229,0,0,0,0,0,0,0,0.2,4,0,0,1,0,0.0,0,0.0,0,0,0,0,0,0.0,216,0,0,0,0,1,2,0,0,3,Sunderland,Everton,Crystal Palace,Arsenal,West Brom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daryl,Janmaat,DEF,WAT,4500000,1,32,0.35555555555555607,7.901234567901232e-08,7.11111111111111e-06,0,16151,1,15,0,0,0,1,0,7.1,162,-5,0,32,5,0.8,0,3.5,0,0,1,0,1,0.1,18427,0,0,0,0,903,84,0,0,150,West Brom,Tottenham,Swansea,Hull City,Liverpool,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Vincent,Janssen,FWD,TOT,7500000,2,41,2.0,2.66666666666667e-07,5.4666666666666705e-06,0,112909,0,8,0,0,0,1,0,5.5,309,-5,0,41,5,0.2,0,1.5,3,0,2,0,2,0.9,62851,0,0,0,0,708,949,0,0,79,Swansea,Watford,Bournemouth,Crystal Palace,Arsenal,1.4,2.0,2.0,1.2,1.8,1.3,1.5,1.4
Adnan,Januzaj,MID,SUN,5300000,2,44,2.1,3.9622641509434e-07,8.30188679245283e-06,0,56210,3,36,0,0,0,0,0,8.3,258,-2,0,44,2,0.5,0,2.5,0,0,3,0,3,0.5,37611,0,33,0,0,1529,97,0,1,139,Leicester,Man Utd,West Ham,Middlesbrough,Bournemouth,1.2,1.5,1.2,1.3,1.7,1.4,1.7,1.0
Mile,Jedinak,MID,CRY,4500000,0,2,2.0,4.44444444444444e-07,4.44444444444444e-07,0,25869,0,1,0,0,0,0,0,0.4,11,0,0,2,0,0.0,0,0.0,0,0,0,0,0,0.1,1337,0,118,0,0,90,7,0,0,8,Southampton,Arsenal,Leicester,Liverpool,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carl,Jenkinson,DEF,ARS,4800000,0,2,0.0222222222222222,4.6296296296296295e-09,4.1666666666666704e-07,0,9948,0,1,0,0,0,0,0,0.4,7,-2,0,2,2,0.0,0,0.0,0,0,0,0,0,0.1,9669,0,178,0,0,82,5,0,0,12,West Ham,Crystal Palace,Middlesbrough,Leicester,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Jesus,FWD,MCI,8700000,0,26,0.288888888888889,3.3205619412516004e-08,2.98850574712644e-06,0,426695,1,1,0,0,0,3,0,3.0,1023,-3,0,26,3,0.0,0,0.0,6,0,1,0,1,0.5,441640,0,0,0,2,203,223,0,0,93,Chelsea,Hull City,Southampton,Man Utd,Middlesbrough,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1
Glen,Johnson,DEF,STK,4700000,1,45,2.6,5.53191489361702e-07,9.57446808510638e-06,0,19520,1,23,0,0,0,0,0,9.6,52,-3,0,45,3,0.1,0,0.3,3,0,5,0,0,0.1,13734,0,324,0,0,1417,37,0,0,289,Burnley,Liverpool,Hull City,Swansea,West Ham,1.5,3.6,3.2,2.0,3.4,2.3,3.3,2.3
,Jonathan Benteke,FWD,CRY,4300000,0,1,0.0111111111111111,2.5839793281653698e-09,2.3255813953488398e-07,0,26822,0,0,0,0,0,0,0,0.2,703,-2,0,1,2,0.0,0,0.0,0,0,0,0,0,0.4,37528,0,0,0,0,7,1057,0,0,3,Southampton,Arsenal,Leicester,Liverpool,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Billy,Jones,DEF,SUN,4400000,1,36,1.9,4.31818181818182e-07,8.18181818181818e-06,0,2550,6,32,0,0,0,0,0,8.2,111,-1,0,36,1,0.7,0,3.0,3,0,4,0,0,0.1,3522,0,211,0,0,1553,39,0,0,252,Leicester,Man Utd,West Ham,Middlesbrough,Bournemouth,1.0,1.3,2.2,1.2,2.1,1.2,1.7,1.2
David,Jones,MID,BUR,5000000,0,1,1.0,2e-07,2e-07,0,3017,1,1,0,0,0,0,0,0.2,3,0,0,1,0,0.0,0,0.0,0,0,0,0,0,0.0,187,0,0,0,0,86,2,0,0,8,Stoke,Middlesbrough,Everton,Man Utd,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phil,Jones,DEF,MUN,4600000,0,42,0.46666666666666706,1.0144927536231901e-07,9.13043478260869e-06,0,215165,1,10,0,0,0,0,0,9.1,6593,-4,1,42,4,0.1,0,0.5,4,0,3,0,0,1.0,234205,0,64,0,0,1224,37,-1,0,269,Everton,Sunderland,Chelsea,Burnley,Man City,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2
,Joselu,FWD,STK,5300000,0,0,0.0,0.0,0.0,0,6727,0,0,0,0,0,0,0,0.0,14,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.1,692,0,246,0,0,0,7,0,0,0,Burnley,Liverpool,Hull City,Swansea,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Josh Robson,DEF,SUN,4000000,0,0,0.0,0.0,0.0,0,3609,0,0,0,0,0,0,0,0.0,20,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,4963,0,0,0,0,0,1,0,0,0,Leicester,Man Utd,West Ham,Middlesbrough,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lukas,Jutkiewicz,FWD,BUR,4300000,0,2,1.0,2.3255813953488398e-07,4.65116279069767e-07,0,29582,0,0,0,0,0,0,0,0.5,146,-2,0,2,2,0.0,0,0.0,0,0,0,0,0,0.6,14028,0,0,0,0,13,129,0,0,5,Stoke,Middlesbrough,Everton,Man Utd,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christian,Kabasele,DEF,WAT,4800000,0,29,0.32222222222222197,6.71296296296296e-08,6.04166666666667e-06,0,3053,1,12,0,0,0,2,0,6.0,18,-2,0,29,2,0.0,0,0.0,1,0,1,0,0,0.0,1358,0,0,0,0,558,5,0,0,104,West Brom,Tottenham,Swansea,Hull City,Liverpool,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Younes,Kaboul,DEF,WAT,4400000,1,57,2.5,5.68181818181818e-07,1.29545454545455e-05,0,49956,2,36,0,0,0,2,0,13.0,5148,-1,0,57,1,0.3,0,1.5,1,0,4,0,0,1.1,61617,0,231,0,0,1910,44,0,0,342,West Brom,Tottenham,Swansea,Hull City,Liverpool,0.0,0.0,0.0,0.0,0.0,1.2,1.3,2.4
Sullay,Kaikai,MID,CRY,4500000,0,0,0.0,0.0,0.0,0,2274,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,200,0,9,0,0,0,0,0,0,0,Southampton,Arsenal,Leicester,Liverpool,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Harry,Kane,FWD,TOT,11200000,0,152,6.9,6.16071428571429e-07,1.35714285714286e-05,0,2142634,1,15,0,0,0,19,0,13.6,23764,2,0,152,-2,0.0,1,0.0,23,0,11,0,4,8.2,1761347,0,1053,0,6,1887,1388,0,0,617,Swansea,Watford,Bournemouth,Crystal Palace,Arsenal,0.0,0.0,0.0,0.0,0.0,7.9,9.4,7.3
N'Golo,Kante,MID,CHE,4700000,2,68,2.4,5.1063829787234e-07,1.4468085106382998e-05,0,764329,6,23,0,0,0,1,0,14.5,3115,-3,0,68,3,0.4,0,2.0,1,0,12,0,0,11.9,280653,0,501,0,0,2508,2880,0,0,438,Man City,Bournemouth,Man Utd,Southampton,Everton,1.5,1.3,1.6,1.9,1.3,2.2,1.3,2.7
Bartosz,Kapustka,MID,LEI,5000000,0,0,0.0,0.0,0.0,0,5801,0,0,0,0,0,0,0,0.0,5,-5,0,0,5,0.0,0,0.0,0,0,0,0,0,0.1,557,0,0,0,0,0,6,0,0,0,Sunderland,Everton,Crystal Palace,Arsenal,West Brom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Loris,Karius,GLK,LIV,4300000,0,32,0.35555555555555607,8.2687338501292e-08,7.44186046511628e-06,0,79225,0,12,0,20,0,0,0,7.4,206,-7,0,32,7,0.0,0,0.0,0,0,3,0,0,0.7,78944,0,0,0,0,900,29,0,0,153,Bournemouth,Stoke,West Brom,Crystal Palace,Watford,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Michael,Keane,DEF,BUR,5000000,0,89,3.0,6e-07,1.7800000000000002e-05,0,103223,3,44,0,0,0,2,0,17.8,1840,0,0,89,0,0.5,0,2.3,5,0,7,0,1,3.5,190110,0,0,0,2,2700,7261,0,0,512,Stoke,Middlesbrough,Everton,Man Utd,Crystal Palace,4.1,2.2,1.6,2.8,2.8,4.1,2.5,4.2
Will,Keane,FWD,HUL,4400000,0,8,0.0888888888888889,2.02020202020202e-08,1.81818181818182e-06,0,39083,0,10,0,0,0,0,0,1.8,124,-1,0,8,1,0.0,0,0.0,0,0,1,0,0,0.2,41000,0,0,0,0,280,111,0,0,9,Middlesbrough,Man City,Stoke,Watford,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Martin,Kelly,DEF,CRY,4200000,1,26,0.288888888888889,6.87830687830688e-08,6.190476190476191e-06,0,46099,3,30,0,0,0,0,0,6.2,206,-3,0,26,3,0.1,0,0.5,0,0,0,0,2,0.4,45650,0,96,0,0,1329,124,0,0,189,Southampton,Arsenal,Leicester,Liverpool,Tottenham,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1
,Kenedy,MID,CHE,5100000,0,1,0.0111111111111111,2.1786492374727697e-09,1.9607843137254898e-07,0,2222,0,0,0,0,0,0,0,0.2,4,-4,0,1,4,0.0,0,0.0,0,0,0,0,0,0.0,1252,0,86,0,0,16,5,0,0,2,Man City,Bournemouth,Man Utd,Southampton,Everton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jonjoe,Kenny,DEF,EVE,4000000,0,0,0.0,0.0,0.0,0,825,0,0,0,0,0,0,0,0.0,32,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,1501,0,0,0,0,0,16,0,0,0,Man Utd,Leicester,Burnley,West Ham,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wahbi,Khazri,MID,SUN,6000000,0,17,0.188888888888889,3.14814814814815e-08,2.83333333333333e-06,0,11692,4,15,0,0,0,0,0,2.8,9,-5,0,17,5,0.1,0,0.5,0,0,1,0,0,0.1,1000,0,172,0,0,521,5,0,0,49,Leicester,Man Utd,West Ham,Middlesbrough,Bournemouth,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
,Ki Sung-yueng,MID,SWA,5000000,0,23,0.25555555555555604,5.111111111111111e-08,4.6e-06,0,4803,3,23,0,0,0,0,0,4.6,15,-5,0,23,5,0.1,0,0.3,0,0,1,0,0,0.0,1388,0,241,0,0,901,18,0,0,150,Tottenham,West Ham,Watford,Stoke,Man Utd,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Michael,Kightly,MID,BUR,4200000,0,6,1.2,2.85714285714286e-07,1.4285714285714301e-06,0,32223,0,1,0,0,0,0,0,1.4,270,-3,0,6,3,0.0,0,0.0,0,0,0,0,0,0.6,29143,0,0,0,0,104,7,0,0,20,Stoke,Middlesbrough,Everton,Man Utd,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andy,King,MID,LEI,4700000,0,32,0.35555555555555607,7.56501182033097e-08,6.80851063829787e-06,0,17752,2,18,0,0,0,1,0,6.8,69,-3,0,32,3,0.0,0,0.0,1,0,1,0,0,0.2,9629,0,174,0,0,1093,64,0,0,162,Sunderland,Everton,Crystal Palace,Arsenal,West Brom,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Joshua,King,MID,BOU,5800000,3,127,4.4,7.586206896551721e-07,2.1896551724137898e-05,0,126316,1,42,0,0,0,11,0,21.9,30360,3,0,127,-3,1.7,1,9.7,10,0,7,0,2,13.2,666631,0,321,0,2,2091,29822,0,0,401,Liverpool,Chelsea,Tottenham,Middlesbrough,Sunderland,2.4,4.2,2.7,5.6,4.8,5.4,6.2,4.1
Stephen,Kingsley,DEF,SWA,3900000,0,20,0.222222222222222,5.6980056980057e-08,5.12820512820513e-06,0,485192,0,19,0,0,0,0,0,5.1,4215,-1,0,20,1,0.1,0,0.3,2,0,2,0,0,9.2,633840,0,75,0,1,855,1056,0,0,151,Tottenham,West Ham,Watford,Stoke,Man Utd,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Jan,Kirchhoff,MID,SUN,4200000,0,12,0.133333333333333,3.1746031746031705e-08,2.8571428571428602e-06,0,3641,1,11,0,0,0,0,0,2.9,22,-3,0,12,3,0.0,0,0.0,0,0,0,0,1,0.0,1706,0,118,0,0,433,25,0,0,61,Leicester,Man Utd,West Ham,Middlesbrough,Bournemouth,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1
Ragnar,Klavan,DEF,LIV,4500000,1,40,2.4,5.33333333333333e-07,8.88888888888889e-06,0,82985,2,16,0,0,0,0,0,8.9,1011,-5,0,40,5,0.4,0,2.0,4,0,3,0,0,0.8,66503,0,0,0,0,1226,204,0,0,263,Bournemouth,Stoke,West Brom,Crystal Palace,Watford,2.9,1.9,1.9,2.7,1.4,2.9,2.4,2.5
Aleksandar,Kolarov,DEF,MCI,5800000,0,83,3.3,5.68965517241379e-07,1.43103448275862e-05,0,206052,6,23,0,0,0,1,0,14.3,3523,-2,0,83,2,0.3,0,2.0,6,0,8,0,1,3.3,116897,1,429,0,2,2175,558,0,0,480,Chelsea,Hull City,Southampton,Man Utd,Middlesbrough,3.2,4.1,3.6,2.8,3.2,3.8,3.3,2.8
Vincent,Kompany,DEF,MCI,5900000,0,3,0.0333333333333333,5.6497175141242895e-09,5.084745762711859e-07,0,20176,1,1,0,0,0,0,0,0.5,58,-1,0,3,1,0.0,0,0.0,0,0,0,0,0,0.4,7170,0,173,0,0,114,71,0,0,13,Chelsea,Hull City,Southampton,Man Utd,Middlesbrough,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arouna,Kone,FWD,EVE,5100000,0,3,0.0333333333333333,6.5359477124183e-09,5.882352941176471e-07,0,69499,0,0,0,0,0,0,0,0.6,89,-4,0,3,4,0.0,0,0.0,0,0,0,0,0,0.7,15497,0,289,0,0,46,56,0,0,9,Man Utd,Leicester,Burnley,West Ham,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lamine,Kone,DEF,SUN,4300000,1,56,2.4,5.58139534883721e-07,1.30232558139535e-05,0,109850,4,36,0,0,0,1,0,13.0,1685,-2,0,56,2,0.1,0,0.5,5,0,4,0,0,1.7,85887,0,176,0,2,2003,611,0,0,353,Leicester,Man Utd,West Ham,Middlesbrough,Bournemouth,1.2,1.9,3.0,1.8,2.9,1.8,2.4,1.7
Dimitrios,Konstantopoulos,GLK,MID,4100000,0,0,0.0,0.0,0.0,0,6637,0,0,0,0,0,0,0,0.0,20,-4,1,0,4,0.0,0,0.0,0,0,0,0,0,0.1,1038,0,0,0,0,0,5,-1,0,0,Hull City,Burnley,Arsenal,Bournemouth,Sunderland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Laurent,Koscielny,DEF,ARS,6200000,0,107,4.0,6.45161290322581e-07,1.7258064516129e-05,0,710291,3,32,0,0,0,2,0,17.3,32342,2,0,107,-2,0.1,0,0.5,19,0,8,0,1,13.0,898242,0,493,0,3,2358,2109,0,0,622,West Ham,Crystal Palace,Middlesbrough,Leicester,Tottenham,0.0,4.9,4.1,4.7,3.6,4.0,4.4,4.8
Cheikhou,Kouyate,MID,WHU,5000000,2,56,2.2,4.4e-07,1.12e-05,0,92612,2,41,0,0,0,0,0,11.2,108,-5,0,56,5,0.4,0,2.0,0,0,5,0,1,0.7,22682,0,498,0,0,2195,51,0,0,335,Arsenal,Swansea,Sunderland,Everton,Stoke,1.1,1.7,1.8,1.9,1.3,1.5,1.2,1.4
Dusan,Kuciak,GLK,HUL,4000000,0,0,0.0,0.0,0.0,0,6397,0,0,0,0,0,0,0,0.0,48,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.2,7883,0,0,0,0,0,8,0,0,0,Middlesbrough,Man City,Stoke,Watford,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Olayinka Fredrick Oladotun,Ladapo,FWD,CRY,4500000,0,0,0.0,0.0,0.0,0,1091,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,900,0,0,0,0,0,2,0,0,0,Southampton,Arsenal,Leicester,Liverpool,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daniel,Lafferty,DEF,BUR,4000000,0,0,0.0,0.0,0.0,0,23124,0,0,0,0,0,0,0,0.0,48,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.3,3148,0,0,0,0,0,3,0,0,0,Stoke,Middlesbrough,Everton,Man Utd,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adam,Lallana,MID,LIV,6900000,0,123,1.3666666666666698,1.98067632850242e-07,1.7826086956521697e-05,0,1766269,3,32,0,0,0,7,0,17.8,56929,-1,0,123,1,0.1,0,1.0,13,0,6,0,7,10.2,1885676,0,416,0,3,2064,623,0,0,488,Bournemouth,Stoke,West Brom,Crystal Palace,Watford,0.0,0.0,0.0,0.0,0.0,0.8,0.7,1.0
Rickie,Lambert,FWD,WBA,5400000,0,1,1.0,1.85185185185185e-07,1.85185185185185e-07,0,8239,0,0,0,0,0,0,0,0.2,10,-1,0,1,1,0.0,0,0.0,0,0,0,0,0,0.1,1408,0,72,0,0,13,6,0,0,3,Watford,Southampton,Liverpool,Leicester,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Erik,Lamela,MID,TOT,6600000,0,28,0.311111111111111,4.71380471380471e-08,4.24242424242424e-06,0,536595,1,2,0,0,0,1,0,4.2,228,-4,0,28,4,0.0,1,0.0,4,0,4,0,1,3.3,302991,0,519,0,0,595,49,0,0,93,Swansea,Watford,Bournemouth,Crystal Palace,Arsenal,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2
Manuel,Lanzini,MID,WHU,6500000,2,110,1.22222222222222,1.8803418803418802e-07,1.69230769230769e-05,0,94503,5,43,0,0,0,7,0,16.9,15779,0,0,110,0,0.9,0,6.0,18,0,5,0,3,3.3,226862,0,381,0,3,1988,5723,0,0,491,Arsenal,Swansea,Sunderland,Everton,Stoke,0.6,0.7,0.7,0.7,0.6,0.6,0.6,0.6
Sebastian,Larsson,MID,SUN,4700000,0,28,1.9,4.0425531914893603e-07,5.95744680851064e-06,0,2070,3,22,0,0,0,0,0,6.0,33,-3,0,28,3,0.3,0,1.5,0,0,3,0,1,0.0,1875,0,58,0,0,1072,8,0,0,146,Leicester,Man Utd,West Ham,Middlesbrough,Bournemouth,1.0,1.3,1.0,1.1,1.4,1.2,1.5,1.0
Grant,Leadbitter,MID,MID,4400000,0,19,0.211111111111111,4.7979797979798e-08,4.31818181818182e-06,0,1542,0,6,0,0,0,1,0,4.3,24,-6,0,19,6,0.2,0,1.0,0,0,2,0,0,0.0,1573,0,0,0,0,374,8,0,0,74,Hull City,Burnley,Arsenal,Bournemouth,Sunderland,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1
Michael,Ledger,DEF,SUN,4000000,0,0,0.0,0.0,0.0,0,302,0,0,0,0,0,0,0,0.0,16,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,519,0,0,0,0,0,1,0,0,0,Leicester,Man Utd,West Ham,Middlesbrough,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joe,Ledley,MID,CRY,4300000,0,40,0.444444444444444,1.03359173126615e-07,9.30232558139535e-06,0,38715,1,26,0,0,0,1,0,9.3,163,-2,0,40,2,0.0,0,0.0,1,0,2,0,1,0.4,27370,0,121,0,0,1160,68,0,0,201,Southampton,Arsenal,Leicester,Liverpool,Tottenham,0.2,0.2,0.2,0.4,0.2,0.2,0.2,0.2
,Lee Chung-yong,MID,CRY,4200000,0,23,0.25555555555555604,6.084656084656089e-08,5.47619047619048e-06,0,18346,0,10,0,0,0,0,0,5.5,218,-3,0,23,3,0.0,0,0.0,0,0,2,0,1,0.3,18652,0,56,0,0,437,182,0,0,100,Southampton,Arsenal,Leicester,Liverpool,Tottenham,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1
Jonathan,Leko,MID,WBA,4200000,0,10,0.111111111111111,2.64550264550265e-08,2.38095238095238e-06,0,47542,0,3,0,0,0,0,0,2.4,495,-3,0,10,3,0.0,0,0.0,0,0,0,0,1,0.6,51810,0,28,0,0,105,176,0,0,33,Watford,Southampton,Liverpool,Leicester,Burnley,0.1,0.1,0.1,0.0,0.1,0.1,0.1,0.1
Brian,Lenihan,DEF,HUL,3900000,0,0,0.0,0.0,0.0,0,81391,0,0,0,0,0,0,0,0.0,763,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,1.3,73081,0,0,0,0,0,86,0,0,0,Middlesbrough,Man City,Stoke,Watford,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aaron,Lennon,MID,EVE,5500000,0,22,0.24444444444444396,4.444444444444441e-08,4e-06,0,14548,0,5,0,0,0,0,0,4.0,85,-5,0,22,5,0.0,0,0.0,0,0,2,0,1,0.2,4002,0,278,0,0,509,12,0,0,104,Man Utd,Leicester,Burnley,West Ham,Chelsea,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Jeremain,Lens,MID,SUN,5900000,0,2,1.0,1.6949152542372902e-07,3.3898305084745803e-07,0,2555,0,1,0,0,0,0,0,0.3,4,-1,0,2,1,0.0,0,0.0,0,0,0,0,0,0.0,242,0,180,0,0,69,2,0,0,12,Leicester,Man Utd,West Ham,Middlesbrough,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joleon,Lescott,DEF,SUN,3900000,0,1,0.0111111111111111,2.8490028490028496e-09,2.56410256410256e-07,0,4582,0,0,0,0,0,0,0,0.3,472,-1,0,1,1,0.0,0,0.0,0,0,0,0,0,0.3,15049,0,0,0,0,34,542,0,0,5,Leicester,Man Utd,West Ham,Middlesbrough,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
