FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
Wilfried,Bony,FWD,STK,6900000,0,29,0.32222222222222197,4.66988727858293e-08,4.20289855072464e-06,0,131044,1,12,0,0,0,2,0,4.2,83,-6,0,29,6,0.0,0,0.0,3,0,3,0,0,0.6,113584,0,249,0,1,684,52,0,0,92,Burnley,Liverpool,Hull City,Swansea,West Ham,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Fabio,Borini,FWD,SUN,5100000,2,30,2.0,3.9215686274509797e-07,5.88235294117647e-06,0,85232,3,21,0,0,0,1,0,5.9,301,-4,0,30,4,0.3,0,1.5,1,0,4,0,0,0.6,27671,0,280,0,0,1148,494,0,0,111,Leicester,Man Utd,West Ham,Middlesbrough,Bournemouth,1.3,1.5,1.9,1.2,1.9,1.5,2.1,1.0
Cameron,Borthwick-Jackson,DEF,MUN,4400000,0,0,0.0,0.0,0.0,0,3040,0,0,0,0,0,0,0,0.0,1,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,120,0,123,0,0,0,2,0,0,0,Everton,Sunderland,Chelsea,Burnley,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Artur,Boruc,GLK,BOU,4500000,8,95,3.4,7.555555555555559e-07,2.11111111111111e-05,0,247614,2,51,0,85,0,0,0,21.1,2003,0,0,95,0,1.2,0,5.3,6,0,7,0,0,6.0,267813,0,281,2,2,2520,1512,0,0,515,Liverpool,Chelsea,Tottenham,Middlesbrough,Sunderland,3.8,4.0,2.7,4.1,2.7,4.6,4.2,2.1
Sofiane,Boufal,MID,SOU,6700000,1,32,0.35555555555555607,5.3067993366500803e-08,4.77611940298507e-06,0,12787,4,16,0,0,0,1,0,4.8,59,-3,0,32,3,0.1,0,0.5,1,0,3,0,1,0.1,13101,0,0,0,0,784,19,0,0,127,Crystal Palace,West Brom,Man City,Chelsea,Hull City,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Jarrod,Bowen,FWD,HUL,4500000,0,5,0.0555555555555556,1.23456790123457e-08,1.11111111111111e-06,0,5154,0,1,0,0,0,0,0,1.1,32,0,0,5,0,0.0,0,0.0,0,0,0,0,0,0.1,5812,0,0,0,0,65,39,0,0,15,Middlesbrough,Man City,Stoke,Watford,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
George,Boyd,MID,BUR,5100000,2,67,2.3,4.509803921568629e-07,1.31372549019608e-05,0,12759,2,37,0,0,0,1,0,13.1,215,-4,0,67,4,0.5,0,2.3,0,0,6,0,1,0.2,8277,0,0,0,0,2280,294,0,0,293,Stoke,Middlesbrough,Everton,Man Utd,Crystal Palace,2.2,1.3,1.2,1.9,1.2,2.1,1.2,1.6
Robbie,Brady,MID,BUR,5500000,1,25,0.277777777777778,5.05050505050505e-08,4.54545454545455e-06,0,12425,0,4,0,0,0,1,0,4.5,2619,0,0,25,0,0.2,0,1.0,4,0,0,0,2,0.5,32370,0,0,0,0,305,133,0,0,82,Stoke,Middlesbrough,Everton,Man Utd,Crystal Palace,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Cameron,Brannagan,MID,LIV,4200000,0,0,0.0,0.0,0.0,0,3579,0,0,0,0,0,0,0,0.0,25,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,0.1,2790,0,27,0,0,0,10,0,0,0,Bournemouth,Stoke,West Brom,Crystal Palace,Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Claudio,Bravo,GLK,MCI,5000000,0,59,3.1,6.2e-07,1.18e-05,0,118557,0,25,0,31,0,0,0,11.8,493,-5,0,59,5,0.0,0,0.0,3,0,4,0,0,1.3,122858,0,0,1,1,1710,53,0,0,309,Chelsea,Hull City,Southampton,Man Utd,Middlesbrough,2.9,3.8,3.3,2.5,3.0,3.5,3.0,2.5
Miguel,Britos,DEF,WAT,4300000,15,66,2.8,6.51162790697674e-07,1.53488372093023e-05,0,39748,6,34,0,0,0,1,0,15.3,673,-2,0,66,2,2.0,0,8.5,8,0,5,0,2,1.3,90456,0,205,0,2,2108,19319,0,1,384,West Brom,Tottenham,Swansea,Hull City,Liverpool,3.6,1.9,3.1,2.2,3.9,1.5,1.6,2.9
Leon,Britton,MID,SWA,4400000,0,20,0.222222222222222,5.05050505050505e-08,4.54545454545455e-06,0,3975,2,22,0,0,0,0,0,4.5,16,-1,0,20,1,0.0,0,0.0,0,0,2,0,0,0.1,1852,0,166,0,0,802,0,0,0,133,Tottenham,West Ham,Watford,Stoke,Man Utd,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Marcus,Browne,MID,WHU,4500000,0,0,0.0,0.0,0.0,0,91,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,107,0,0,0,0,0,1,0,0,0,Arsenal,Swansea,Sunderland,Everton,Stoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyias,Browning,DEF,EVE,3900000,0,0,0.0,0.0,0.0,0,108388,0,0,0,0,0,0,0,0.0,1534,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,2.3,136007,0,22,0,0,0,34,0,0,0,Man Utd,Leicester,Burnley,West Ham,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alex,Bruce,DEF,HUL,4000000,0,0,0.0,0.0,0.0,0,7122,0,0,0,0,0,0,0,0.0,24,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,4659,0,0,0,0,0,8,0,0,0,Middlesbrough,Man City,Stoke,Watford,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris,Brunt,DEF,WBA,5100000,6,85,0.944444444444445,1.85185185185185e-07,1.6666666666666698e-05,0,104771,4,25,0,0,0,3,0,16.7,2872,1,0,85,-1,0.6,0,3.0,10,0,4,0,3,3.6,246826,0,230,0,2,1809,2449,0,0,368,Watford,Southampton,Liverpool,Leicester,Burnley,0.5,0.7,0.8,0.0,0.5,0.5,0.5,0.5
Reece,Burke,DEF,WHU,4000000,0,0,0.0,0.0,0.0,0,2679,0,0,0,0,0,0,0,0.0,6,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,2475,0,0,0,0,0,5,0,0,0,Arsenal,Swansea,Sunderland,Everton,Stoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jack,Butland,GLK,STK,4500000,0,0,0.0,0.0,0.0,0,146939,0,0,0,0,0,0,0,0.0,138,-5,0,0,5,0.0,0,0.0,0,0,0,0,0,0.8,3880,0,341,0,0,0,33,0,0,0,Burnley,Liverpool,Hull City,Swansea,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sam,Byram,DEF,WHU,4200000,1,16,0.17777777777777803,4.23280423280423e-08,3.80952380952381e-06,0,32405,3,17,0,0,0,0,0,3.8,174,-3,0,16,3,0.4,0,1.8,0,0,1,0,1,0.3,15761,0,39,0,0,709,146,0,0,129,Arsenal,Swansea,Sunderland,Everton,Stoke,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Willy,Caballero,GLK,MCI,4700000,1,38,0.422222222222222,8.983451536643029e-08,8.08510638297872e-06,0,32983,0,7,0,17,0,0,0,8.1,652,-3,0,38,3,0.7,0,3.3,1,0,4,0,0,0.8,43932,0,45,0,0,900,716,0,0,183,Chelsea,Hull City,Southampton,Man Utd,Middlesbrough,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Yohan,Cabaye,MID,CRY,5600000,2,65,2.5,4.4642857142857105e-07,1.16071428571429e-05,0,137635,6,36,0,0,0,2,0,11.6,317,-4,0,65,4,0.7,1,4.0,4,0,5,0,3,1.1,30710,0,397,0,1,1747,460,0,0,325,Southampton,Arsenal,Leicester,Liverpool,Tottenham,1.6,1.5,2.6,3.0,2.7,1.5,2.7,1.9
Martin,Caceres,DEF,SOU,5000000,0,0,0.0,0.0,0.0,0,81,0,0,0,0,0,0,0,0.0,33,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,279,0,0,0,0,0,21,0,0,0,Crystal Palace,West Brom,Man City,Chelsea,Hull City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gary,Cahill,DEF,CHE,6600000,0,135,4.7,7.12121212121212e-07,2.0454545454545498e-05,0,264788,3,23,0,0,0,4,0,20.5,11497,6,0,135,-6,0.5,0,3.3,12,0,13,0,0,15.3,615391,1,283,0,2,2603,7372,0,0,601,Man City,Bournemouth,Man Utd,Southampton,Everton,5.8,5.6,4.7,6.8,4.2,6.2,5.6,6.0
Jonathan,Calleri,FWD,WHU,6600000,1,14,0.155555555555556,2.3569023569023597e-08,2.12121212121212e-06,0,3441,0,3,0,0,0,1,0,2.1,35,-4,0,14,4,0.0,0,0.3,0,0,0,0,0,0.0,3244,0,0,0,0,206,24,0,0,32,Arsenal,Swansea,Sunderland,Everton,Stoke,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
,Callum Wilson,FWD,BOU,6000000,0,63,3.1,5.16666666666667e-07,1.05e-05,0,423474,0,25,0,0,0,6,0,10.5,338,-5,0,63,5,0.0,0,0.0,2,0,6,0,1,1.2,354624,0,165,0,0,1361,40,0,0,170,Liverpool,Chelsea,Tottenham,Middlesbrough,Sunderland,0.0,0.0,0.0,0.0,0.0,3.6,4.0,2.6
Dominic,Calvert-Lewin,FWD,EVE,4500000,2,13,0.144444444444444,3.20987654320988e-08,2.8888888888888903e-06,0,2126,0,4,0,0,0,1,0,2.9,134,0,0,13,0,0.7,0,3.0,1,0,0,0,0,0.1,4042,0,0,0,0,201,1074,0,0,39,Man Utd,Leicester,Burnley,West Ham,Chelsea,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Geoff,Cameron,DEF,STK,4200000,0,33,0.3666666666666671,8.73015873015873e-08,7.857142857142861e-06,0,26593,1,13,0,0,0,0,0,7.9,1272,-3,0,33,3,0.5,0,2.0,2,0,4,0,0,0.4,27572,0,293,0,0,909,80,0,0,185,Burnley,Liverpool,Hull City,Swansea,West Ham,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2
Fraizer,Campbell,FWD,CRY,4400000,0,12,0.133333333333333,3.03030303030303e-08,2.7272727272727298e-06,0,78244,0,3,0,0,0,1,0,2.7,1204,-1,0,12,1,0.0,0,0.0,0,0,0,0,0,1.1,87056,0,12,0,0,120,428,0,0,47,Southampton,Arsenal,Leicester,Liverpool,Tottenham,0.0,0.1,0.1,0.2,0.1,0.1,0.1,0.1
Joel,Campbell,MID,ARS,5900000,0,0,0.0,0.0,0.0,0,5074,0,0,0,0,0,0,0,0.0,4,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,478,0,175,0,0,0,2,0,0,0,West Ham,Crystal Palace,Middlesbrough,Leicester,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Emre,Can,MID,LIV,4700000,1,75,0.833333333333333,1.77304964539007e-07,1.59574468085106e-05,0,178404,6,23,0,0,0,4,0,16.0,3023,-3,0,75,3,0.9,0,4.0,9,0,4,0,2,2.1,190977,0,399,0,1,1651,8675,0,0,315,Bournemouth,Stoke,West Brom,Crystal Palace,Watford,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
Etienne,Capoue,MID,WAT,4500000,2,104,3.6,8e-07,2.3111111111111102e-05,0,1557958,4,45,0,0,0,5,0,23.1,16731,0,0,104,0,0.4,0,2.0,14,0,5,0,2,24.3,2269781,0,347,0,3,2536,9611,0,0,437,West Brom,Tottenham,Swansea,Hull City,Liverpool,3.9,1.8,4.0,3.2,3.0,2.9,2.4,3.1
Baily,Cargill,DEF,BOU,4000000,0,1,0.0111111111111111,2.77777777777778e-09,2.5e-07,0,417,0,0,0,0,0,0,0,0.3,57,0,0,1,0,0.0,0,0.0,0,0,0,0,0,0.0,1277,0,0,0,0,13,22,0,0,5,Liverpool,Chelsea,Tottenham,Middlesbrough,Sunderland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Michael,Carrick,MID,MUN,4200000,3,28,0.311111111111111,7.40740740740741e-08,6.66666666666667e-06,0,120088,1,8,0,0,0,0,0,6.7,1320,-3,0,28,3,0.6,0,2.5,0,0,4,0,0,1.6,129206,0,275,0,0,1072,4230,0,0,181,Everton,Sunderland,Chelsea,Burnley,Man City,0.2,0.2,0.2,0.4,0.2,0.2,0.2,0.2
Andy,Carroll,FWD,WHU,6300000,6,62,3.9,6.19047619047619e-07,9.841269841269839e-06,0,533705,3,24,0,0,0,7,0,9.8,8857,-2,0,62,2,0.6,0,3.8,6,0,3,0,1,5.1,458336,0,381,0,1,1159,30551,0,0,234,Arsenal,Swansea,Sunderland,Everton,Stoke,3.8,5.1,4.4,4.5,3.7,4.7,5.3,3.7
Tom,Carroll,MID,SWA,4300000,3,28,0.311111111111111,7.23514211886305e-08,6.511627906976741e-06,0,34517,0,12,0,0,0,0,0,6.5,2718,-2,0,28,2,0.5,0,2.3,1,0,2,0,2,1.6,94420,0,93,0,0,780,1526,0,0,137,Tottenham,West Ham,Watford,Stoke,Man Utd,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Cameron,Carter-Vickers,DEF,TOT,4300000,0,0,0.0,0.0,0.0,0,1932,0,0,0,0,0,0,0,0.0,10,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.0,898,0,0,0,0,0,9,0,0,0,Swansea,Watford,Bournemouth,Crystal Palace,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Craig,Cathcart,DEF,WAT,4300000,11,24,0.266666666666667,6.201550387596901e-08,5.58139534883721e-06,0,18975,3,17,0,0,0,0,0,5.6,58,-2,0,24,2,1.5,0,6.5,2,0,1,0,1,0.2,5230,0,335,0,1,982,863,0,0,138,West Brom,Tottenham,Swansea,Hull City,Liverpool,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Lee,Cattermole,MID,SUN,4200000,0,3,0.0333333333333333,7.936507936507941e-09,7.142857142857141e-07,0,6389,1,3,0,0,0,0,0,0.7,20,-3,0,3,3,0.0,0,0.0,0,0,0,0,0,0.1,2599,0,246,0,0,175,97,0,0,17,Leicester,Man Utd,West Ham,Middlesbrough,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Santiago,Cazorla,MID,ARS,7000000,0,38,0.422222222222222,6.03174603174603e-08,5.4285714285714306e-06,0,372860,2,5,0,0,0,2,0,5.4,86,-5,0,38,5,0.0,0,0.0,5,0,4,0,2,1.4,330135,0,259,0,0,618,12,0,0,159,West Ham,Crystal Palace,Middlesbrough,Leicester,Tottenham,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2
Petr,Cech,GLK,ARS,5400000,0,91,3.4,6.2962962962963e-07,1.68518518518519e-05,0,532319,2,32,0,81,0,0,0,16.9,13348,-1,0,91,1,0.2,0,1.0,0,0,8,0,0,12.0,293477,1,409,0,0,2377,91,0,0,472,West Ham,Crystal Palace,Middlesbrough,Leicester,Tottenham,0.0,3.9,3.2,3.7,2.8,3.1,3.5,3.8
,Cedric,DEF,SOU,4800000,6,71,3.4,7.08333333333333e-07,1.47916666666667e-05,0,154296,2,25,0,0,0,0,0,14.8,836,-2,0,71,2,0.7,0,3.5,11,0,7,0,1,1.9,180603,0,320,0,1,1727,3287,0,0,414,Crystal Palace,West Brom,Man City,Chelsea,Hull City,4.3,3.4,3.7,3.0,4.5,3.8,3.1,4.6
Nacer,Chadli,MID,WBA,6000000,3,100,1.11111111111111,1.85185185185185e-07,1.6666666666666698e-05,0,314396,1,23,0,0,0,5,0,16.7,2579,-5,0,100,5,0.6,0,3.3,8,0,6,0,6,1.9,360997,0,173,0,2,1683,4032,0,0,318,Watford,Southampton,Liverpool,Leicester,Burnley,0.6,0.6,0.6,0.0,0.8,0.6,0.6,0.6
Nathaniel,Chalobah,MID,CHE,4500000,0,10,0.111111111111111,2.46913580246914e-08,2.22222222222222e-06,0,948,1,0,0,0,0,0,0,2.2,0,0,0,10,0,0.0,0,0.0,0,0,0,0,1,0.0,1012,0,0,0,0,79,5,0,0,35,Man City,Bournemouth,Man Utd,Southampton,Everton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
,Chamberlain,MID,ARS,5800000,0,64,0.7111111111111109,1.22605363984674e-07,1.1034482758620698e-05,0,155753,0,19,0,0,0,2,0,11.0,739,-2,0,64,2,0.2,0,1.0,2,0,3,0,4,1.2,120026,0,186,0,1,1234,181,0,0,315,West Ham,Crystal Palace,Middlesbrough,Leicester,Tottenham,0.0,0.4,0.4,0.4,0.4,0.4,0.4,0.4
Calum,Chambers,DEF,MID,4300000,0,66,3.5,8.13953488372093e-07,1.53488372093023e-05,0,288380,4,23,0,0,0,1,0,15.3,5891,-2,0,66,2,0.0,0,0.0,6,0,6,0,1,3.7,291097,0,70,0,0,1710,526,0,0,398,Hull City,Burnley,Arsenal,Bournemouth,Sunderland,0.0,4.2,4.8,7.7,3.8,3.3,4.7,4.1
James,Chester,DEF,WBA,4500000,0,0,0.0,0.0,0.0,0,4627,0,0,0,0,0,0,0,0.0,5,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,181,0,85,0,0,0,4,0,0,0,Watford,Southampton,Liverpool,Leicester,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Benjamin,Chilwell,DEF,LEI,4300000,1,11,0.12222222222222198,2.84237726098191e-08,2.55813953488372e-06,0,8869,1,5,0,0,0,0,0,2.6,66,-2,0,11,2,0.2,0,1.0,0,0,1,0,0,0.1,4407,0,0,0,0,324,52,0,0,68,Sunderland,Everton,Crystal Palace,Arsenal,West Brom,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Pedro,Chirivella,MID,LIV,4200000,0,0,0.0,0.0,0.0,0,3517,0,0,0,0,0,0,0,0.0,18,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,0.1,3008,0,2,0,0,0,7,0,0,0,Bournemouth,Stoke,West Brom,Crystal Palace,Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Christian Benteke,FWD,CRY,7000000,10,97,3.6,5.14285714285714e-07,1.3857142857142902e-05,0,902793,7,43,0,0,0,10,0,13.9,1886,-5,0,97,5,0.9,2,6.0,9,0,5,0,2,5.9,1018839,0,315,0,2,2354,81697,0,0,261,Southampton,Arsenal,Leicester,Liverpool,Tottenham,3.7,3.8,4.8,7.9,4.6,3.9,4.9,3.5
Josh,Clackstone,DEF,HUL,4000000,0,0,0.0,0.0,0.0,0,5628,0,0,0,0,0,0,0,0.0,35,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,6721,0,0,0,0,0,1,0,0,0,Middlesbrough,Man City,Stoke,Watford,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordy,Clasie,MID,SOU,4600000,0,25,0.277777777777778,6.03864734299517e-08,5.43478260869565e-06,0,4500,3,14,0,0,0,0,0,5.4,22,-4,0,25,4,0.0,0,0.0,0,0,1,0,1,0.1,2449,0,183,0,0,848,10,0,0,115,Crystal Palace,West Brom,Man City,Chelsea,Hull City,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Adam,Clayton,MID,MID,4300000,3,50,2.0,4.65116279069767e-07,1.1627906976744199e-05,0,59992,7,25,0,0,0,0,0,11.6,869,-2,0,50,2,0.5,0,2.0,0,0,8,0,1,0.9,75918,0,0,0,0,1994,445,0,0,315,Hull City,Burnley,Arsenal,Bournemouth,Sunderland,1.4,2.0,1.1,3.1,1.1,1.0,1.4,1.0
Tom,Cleverley,MID,WAT,5100000,3,34,1.8,3.5294117647058796e-07,6.66666666666667e-06,0,10829,4,21,0,0,0,0,0,6.7,100,-4,0,34,4,0.4,0,2.0,0,0,1,0,2,0.2,5395,0,241,0,0,1130,60,0,0,178,West Brom,Tottenham,Swansea,Hull City,Liverpool,1.3,0.9,1.4,1.0,0.9,0.9,0.9,1.0
Gael,Clichy,DEF,MCI,5200000,1,63,3.5,6.73076923076923e-07,1.2115384615384599e-05,0,60801,1,19,0,0,0,1,0,12.1,411,-3,0,63,3,0.7,0,3.7,8,0,5,0,0,1.2,35738,0,166,0,2,1534,637,0,0,359,Chelsea,Hull City,Southampton,Man Utd,Middlesbrough,3.5,4.5,4.0,3.0,3.5,4.2,3.7,3.1
Sam,Clucas,MID,HUL,4700000,2,61,2.1,4.4680851063829794e-07,1.2978723404255301e-05,0,6471,6,55,0,0,0,1,0,13.0,323,-3,0,61,3,0.4,0,2.0,2,0,3,0,1,0.1,8774,0,0,0,0,2499,712,0,1,370,Middlesbrough,Man City,Stoke,Watford,Southampton,1.9,1.0,1.0,2.3,1.0,2.4,1.1,1.6
Nathaniel,Clyne,DEF,LIV,5800000,2,91,3.1,5.344827586206899e-07,1.56896551724138e-05,0,515323,0,36,0,0,0,0,0,15.7,3203,3,0,91,-3,0.3,0,2.0,9,0,7,0,2,9.7,476290,0,387,0,1,2610,8393,0,0,549,Bournemouth,Stoke,West Brom,Crystal Palace,Watford,4.2,2.8,2.9,3.8,2.2,4.1,3.5,3.6
Seamus,Coleman,DEF,EVE,5800000,0,133,5.1,8.79310344827586e-07,2.2931034482758603e-05,0,817053,3,28,0,0,0,4,0,22.5,102539,3,1,133,-3,0.7,0,4.0,15,0,10,0,4,7.0,940573,0,327,0,4,2316,788,-1,0,548,Man Utd,Leicester,Burnley,West Ham,Chelsea,0.0,0.0,0.0,0.0,0.0,5.4,7.1,5.8
James,Collins,DEF,WHU,4200000,1,33,0.3666666666666671,8.73015873015873e-08,7.857142857142861e-06,0,364516,1,19,0,0,0,1,0,7.9,894,-3,0,33,3,0.1,0,0.3,3,0,2,0,0,3.6,347294,0,217,0,1,935,186,0,0,199,Arsenal,Swansea,Sunderland,Everton,Stoke,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Lewis,Cook,MID,BOU,4200000,0,2,0.0222222222222222,5.291005291005289e-09,4.76190476190476e-07,0,34777,0,3,0,0,0,0,0,0.5,487,-3,0,2,3,0.0,0,0.0,0,0,0,0,0,0.8,25902,0,0,0,0,80,341,0,0,10,Liverpool,Chelsea,Tottenham,Middlesbrough,Sunderland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Steve,Cook,DEF,BOU,4800000,9,92,3.1,6.45833333333333e-07,1.9166666666666698e-05,0,133202,5,54,0,0,0,2,0,19.2,1402,-2,0,92,2,1.1,0,5.3,16,0,8,0,0,2.6,201146,1,443,0,1,2700,4035,0,0,614,Liverpool,Chelsea,Tottenham,Middlesbrough,Sunderland,3.3,3.5,2.3,3.6,2.3,4.1,3.7,1.8
Francis,Coquelin,MID,ARS,4300000,1,43,0.47777777777777797,1.11111111111111e-07,1e-05,0,169935,5,26,0,0,0,0,0,10.0,1253,-2,0,43,2,0.1,0,0.5,1,0,4,0,1,2.0,146930,0,246,0,0,1568,455,0,0,262,West Ham,Crystal Palace,Middlesbrough,Leicester,Tottenham,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Jack,Cork,MID,SWA,4600000,3,44,1.7,3.69565217391304e-07,9.56521739130435e-06,0,4508,7,47,0,0,0,0,0,9.6,33,-4,0,44,4,0.4,0,2.0,0,0,3,0,1,0.1,1915,2,376,0,0,2046,42,0,0,312,Tottenham,West Ham,Watford,Stoke,Man Utd,1.0,0.8,1.1,1.2,0.9,1.2,1.2,1.1
,Costa,FWD,CHE,10600000,1,156,5.8,5.47169811320755e-07,1.47169811320755e-05,0,2539259,7,23,0,0,0,17,0,14.6,86742,11,1,156,-11,0.3,1,3.7,22,0,11,0,7,36.4,3608380,0,533,0,3,2392,13392,-1,0,549,Man City,Bournemouth,Man Utd,Southampton,Everton,7.8,6.8,6.6,8.4,5.7,7.9,6.3,8.5
Thibaut,Courtois,GLK,CHE,5900000,1,113,3.9,6.61016949152542e-07,1.9152542372881398e-05,0,355889,1,23,0,53,0,0,0,19.2,10315,4,0,113,-4,0.3,0,1.7,0,0,13,0,0,15.1,485030,0,230,0,1,2610,957,0,0,493,Man City,Bournemouth,Man Utd,Southampton,Everton,4.4,4.4,3.5,5.4,3.1,4.8,4.3,4.6
Philippe,Coutinho,MID,LIV,8300000,13,113,1.25555555555556,1.51271753681392e-07,1.3614457831325301e-05,0,2369379,2,24,0,0,0,7,0,13.8,1407,3,-1,113,-3,0.6,0,5.3,14,0,4,0,7,22.9,2458096,0,459,0,3,1659,232900,1,0,432,Bournemouth,Stoke,West Brom,Crystal Palace,Watford,0.7,0.6,0.6,0.6,0.6,0.7,0.6,0.8
Aaron,Cresswell,DEF,WHU,5200000,5,50,2.4,4.615384615384621e-07,9.61538461538462e-06,0,32554,2,30,0,0,0,0,0,9.6,2322,-3,0,50,3,0.4,0,2.0,1,0,4,0,2,0.5,34106,0,514,0,0,1788,93,0,1,282,Arsenal,Swansea,Sunderland,Everton,Stoke,0.0,0.0,1.6,2.2,2.1,2.5,3.1,1.4
Peter,Crouch,FWD,STK,4700000,0,60,2.9,6.17021276595745e-07,1.27659574468085e-05,0,282538,1,19,0,0,0,4,0,12.8,20432,-3,0,60,3,0.1,0,0.3,6,0,3,0,3,4.1,409892,0,47,0,2,1058,2103,0,0,178,Burnley,Liverpool,Hull City,Swansea,West Ham,0.0,3.7,4.0,2.7,3.4,2.3,3.1,2.3
Juan,Cuadrado,MID,CHE,6900000,0,0,0.0,0.0,0.0,0,53978,0,0,0,0,0,0,0,0.0,21,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.6,760,0,8,0,0,0,2,0,0,0,Man City,Bournemouth,Man Utd,Southampton,Everton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh,Cullen,MID,WHU,4400000,0,0,0.0,0.0,0.0,0,4701,0,0,0,0,0,0,0,0.0,16,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,1093,0,0,0,0,0,12,0,0,0,Arsenal,Swansea,Sunderland,Everton,Stoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charlie,Daniels,DEF,BOU,5100000,6,107,4.1,8.039215686274509e-07,2.0980392156862697e-05,0,562016,1,40,0,0,0,3,0,21.0,5967,1,0,107,-1,0.8,0,4.3,12,0,8,0,3,8.7,732446,0,491,0,4,2340,7421,0,0,549,Liverpool,Chelsea,Tottenham,Middlesbrough,Sunderland,4.7,5.2,3.6,5.3,3.6,5.9,5.4,2.9
Scott,Dann,DEF,CRY,5200000,1,61,2.7,5.19230769230769e-07,1.1730769230769198e-05,0,293427,2,36,0,0,0,3,0,11.7,2524,-3,0,61,3,0.2,0,1.0,4,0,2,0,1,2.4,109905,0,480,0,2,1752,56,0,0,310,Southampton,Arsenal,Leicester,Liverpool,Tottenham,0.0,0.0,0.0,0.0,2.7,2.5,3.1,2.1
