FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
David,de Gea,GLK,MUN,5900000,2,144,4.8,8.13559322033898e-07,2.4406779661017e-05,0,949170,0,23,0,97,0,0,0,24.4,28731,4,0,144,-4,0.4,0,2.3,10,0,15,0,0,40.7,1223394,0,0,0,0,2700,7731,0,0,624,Swansea,Man City,West Brom,Bournemouth,Arsenal,0.0,6.4,4.3,6.7,4.3,7.2,5.0,7.1,68.8
Siem,de Jong,MID,NEW,4900000,0,0,0.0,0.0,0.0,0,9731,0,0,0,0,0,0,0,0.0,4,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,526,0,0,0,0,0,1,0,0,0,Huddersfield,Leicester,Arsenal,Everton,West Brom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mathieu,Debuchy,DEF,ARS,4500000,0,0,0.0,0.0,0.0,0,1609,0,0,0,0,0,0,0,0.0,16,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,1476,0,0,0,0,0,1,0,0,0,Stoke,Southampton,Newcastle,West Ham,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Troy,Deeney,FWD,WAT,6300000,0,61,2.9,4.6031746031746e-07,9.68253968253968e-06,0,82136,1,22,0,0,0,5,0,9.7,4252,-2,0,61,2,1.0,1,6.0,7,0,4,0,2,1.7,101991,0,0,0,1,1303,17037,0,1,217,Liverpool,Bournemouth,Burnley,Huddersfield,Crystal Palace,1.9,3.3,2.8,2.3,3.3,1.9,3.2,1.9,92.7
Jermain,Defoe,FWD,BOU,7600000,1,43,1.4333333333333302,1.8859649122806998e-07,5.6578947368421e-06,0,210092,1,17,0,0,0,3,0,5.7,440,-4,0,43,4,0.1,0,0.7,4,0,2,0,1,1.5,50544,0,0,0,1,818,3367,0,0,135,West Brom,Watford,Crystal Palace,Liverpool,Man Utd,1.2,0.8,1.1,0.7,1.0,0.9,0.9,0.7,61.9
Steven,Defour,MID,BUR,5400000,0,62,2.6,4.81481481481482e-07,1.14814814814815e-05,0,33990,6,17,0,0,0,1,0,11.5,191,-1,0,62,1,0.0,0,0.0,0,0,12,0,1,0.3,26864,0,0,0,0,1998,9,0,0,353,West Brom,Watford,Leicester,Stoke,Brighton,0.0,0.0,0.0,0.0,0.0,2.4,1.5,2.4,78.4
Damien,Delaney,DEF,CRY,4200000,0,1,0.0333333333333333,7.936507936507941e-09,2.38095238095238e-07,0,24524,0,5,0,0,0,0,0,0.2,76,-3,0,1,3,0.1,0,0.3,0,0,0,0,0,0.2,4391,0,0,0,0,95,112,0,0,19,Huddersfield,Liverpool,Bournemouth,Brighton,Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
Fabian,Delph,MID,MCI,4500000,0,42,1.4,3.11111111111111e-07,9.33333333333333e-06,0,119799,1,12,0,0,0,1,0,9.3,600,0,0,42,0,0.0,0,0.0,0,0,5,0,1,0.4,117726,0,0,0,0,1282,36,0,0,294,Everton,Man Utd,Tottenham,Swansea,West Ham,0.0,0.0,0.7,0.7,0.9,0.7,1.1,0.7,52.3
Mousa,Dembele,MID,TOT,4900000,2,43,1.4333333333333302,2.92517006802721e-07,8.77551020408163e-06,0,170301,5,17,0,0,0,0,0,8.8,2388,-1,0,43,1,0.5,0,2.3,3,0,6,0,0,1.7,97782,0,0,0,0,1545,1037,0,0,274,Chelsea,Stoke,Man City,Brighton,Watford,0.0,0.7,0.7,0.7,0.7,0.9,0.7,0.9,56.9
Laurent,Depoitre,FWD,HUD,5100000,1,78,3.0,5.882352941176471e-07,1.5294117647058802e-05,0,606952,1,31,0,0,0,5,0,15.3,7684,-4,0,78,4,0.2,0,1.0,11,0,4,0,2,3.3,757845,0,0,0,1,1533,31798,0,0,237,Crystal Palace,Newcastle,Brighton,Watford,Chelsea,3.6,2.3,2.2,3.5,1.5,3.8,2.0,3.5,81.9
Gerard,Deulofeu,MID,WAT,5700000,0,21,0.7,1.2280701754386e-07,3.6842105263157896e-06,0,226803,0,2,0,0,0,1,0,3.6,14367,-3,1,21,3,0.2,0,1.0,3,0,2,0,1,0.7,267704,0,0,0,1,311,61,-1,0,79,Liverpool,Bournemouth,Burnley,Huddersfield,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.4,27.4
Fousseni,Diabate,FWD,LEI,5000000,1,7,0.23333333333333303,4.66666666666667e-08,1.4e-06,0,7501,1,4,0,0,0,0,0,1.4,1009,0,0,7,0,0.2,0,1.0,0,0,0,0,0,0.1,13172,0,0,0,0,225,226,0,0,20,Brighton,Newcastle,Burnley,Southampton,Crystal Palace,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,8.1
Mohamed,Diame,MID,NEW,4600000,3,53,2.3,5e-07,1.15217391304348e-05,0,18464,1,21,0,0,0,2,0,11.5,1231,-4,0,53,4,0.5,0,2.3,3,0,3,0,0,0.2,16231,0,0,0,0,1347,333,0,0,229,Huddersfield,Leicester,Arsenal,Everton,West Brom,0.0,2.4,1.4,2.2,1.7,2.3,1.4,1.7,56.4
Brahim,Diaz,MID,MCI,4700000,0,3,0.1,2.1276595744680903e-08,6.382978723404259e-07,0,4187,0,1,0,0,0,0,0,0.6,31,-3,0,3,3,0.0,0,0.0,0,0,0,0,0,0.0,1599,0,0,0,0,31,23,0,0,9,Everton,Man Utd,Tottenham,Swansea,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5
Eric,Dier,MID,TOT,4700000,0,70,2.4,5.1063829787234e-07,1.48936170212766e-05,0,277562,4,22,0,0,0,0,0,14.9,6834,-3,0,70,3,0.4,0,2.0,0,0,14,0,1,2.4,186685,0,0,0,0,2464,366,0,0,402,Chelsea,Stoke,Man City,Brighton,Watford,0.0,1.3,1.5,1.3,1.3,2.0,1.6,2.1,102.5
Mame Biram,Diouf,FWD,STK,5200000,0,77,2.8,5.384615384615379e-07,1.4807692307692301e-05,0,601374,5,43,0,0,0,5,0,14.8,10817,-3,1,77,3,0.1,0,0.7,6,0,5,0,2,1.9,651348,0,0,0,0,2012,187,-1,0,275,Everton,Arsenal,Tottenham,West Ham,Burnley,0.0,0.0,0.0,2.2,2.6,1.9,3.1,2.1,122.5
Abdoulaye,Doucoure,MID,WAT,5500000,2,119,4.1,7.454545454545451e-07,2.1636363636363602e-05,0,1377297,7,49,0,0,0,7,0,21.6,34005,5,0,119,-5,0.5,0,2.7,16,0,8,0,3,15.5,2087887,0,0,0,1,2610,24702,0,0,569,Liverpool,Bournemouth,Burnley,Huddersfield,Crystal Palace,2.7,4.8,4.5,3.7,4.6,2.9,4.8,2.5,167.0
Aleksandar,Dragovic,DEF,LEI,4900000,0,21,0.7,1.42857142857143e-07,4.28571428571429e-06,0,15166,1,10,0,0,0,0,0,4.3,1120,-1,0,21,1,0.0,0,0.0,0,0,3,0,0,0.1,21679,0,0,0,0,584,26,0,0,132,Brighton,Newcastle,Burnley,Southampton,Crystal Palace,0.0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,17.7
Daniel,Drinkwater,MID,CHE,4800000,0,24,0.8,1.66666666666667e-07,5e-06,0,23506,0,7,0,0,0,1,0,5.0,393,-2,0,24,2,0.3,0,1.3,1,0,1,0,0,0.2,15323,0,0,0,1,520,78,0,0,117,Tottenham,West Ham,Southampton,Huddersfield,Swansea,0.0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,25.7
Martin,Dubravka,GLK,NEW,4500000,6,18,0.6,1.3333333333333302e-07,4e-06,0,3968,0,4,0,9,0,0,0,4.0,1632,0,0,18,0,0.7,0,3.0,2,0,2,0,0,0.3,22441,0,0,0,1,360,1506,0,0,77,Huddersfield,Leicester,Arsenal,Everton,West Brom,0.0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,7.3
Shane,Duffy,DEF,BHA,4600000,1,82,2.8,6.08695652173913e-07,1.7826086956521697e-05,0,247013,6,39,0,0,0,0,0,17.8,10276,1,0,82,-1,0.7,0,3.0,7,0,8,0,2,2.9,413119,0,0,0,1,2592,2469,0,0,495,Leicester,Huddersfield,Crystal Palace,Tottenham,Burnley,0.0,2.8,3.4,3.2,3.1,2.2,3.1,2.1,122.0
Paul,Dummett,DEF,NEW,4200000,6,30,1.0,2.38095238095238e-07,7.142857142857139e-06,0,47069,1,11,0,0,0,0,0,7.1,1581,-3,0,30,3,0.6,0,2.7,0,0,3,0,0,0.4,36592,0,0,0,0,915,1998,0,0,166,Huddersfield,Leicester,Arsenal,Everton,West Brom,0.0,0.7,0.5,0.8,0.5,0.6,0.5,0.6,29.3
Lewis,Dunk,DEF,BHA,4500000,1,74,2.5,5.55555555555556e-07,1.64444444444444e-05,0,222098,6,40,0,0,0,1,0,16.4,8895,0,0,74,0,0.7,0,3.0,5,0,8,0,0,2.7,313328,4,0,0,1,2700,1433,0,0,497,Leicester,Huddersfield,Crystal Palace,Tottenham,Burnley,0.0,2.3,2.9,2.8,2.6,1.8,2.6,1.7,125.4
Nathan,Dyer,MID,SWA,4400000,0,34,1.13333333333333,2.57575757575758e-07,7.727272727272729e-06,0,17090,2,16,0,0,0,0,0,7.7,1855,-1,0,34,1,0.2,0,0.7,0,0,3,0,1,0.2,27423,0,0,0,0,1024,96,0,0,125,Man Utd,West Brom,Everton,Man City,Chelsea,0.0,0.6,0.6,0.9,0.6,0.6,0.6,0.6,31.8
,Ederson,GLK,MCI,5600000,7,138,4.6,8.214285714285709e-07,2.46428571428571e-05,0,346559,0,20,0,50,0,0,0,24.6,10076,1,0,138,-1,1.7,0,9.3,9,0,14,0,0,7.4,488886,0,0,2,2,2655,9605,0,0,578,Everton,Man Utd,Tottenham,Swansea,West Ham,0.0,3.9,5.7,4.9,5.6,5.7,6.2,5.7,48.5
,Eduardo,GLK,CHE,4700000,0,0,0.0,0.0,0.0,0,3461,0,0,0,0,0,0,0,0.0,37,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,0.1,1120,0,0,0,0,0,16,0,0,0,Tottenham,West Ham,Southampton,Huddersfield,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thomas,Edwards,DEF,STK,4000000,0,6,0.2,5e-08,1.5e-06,0,25841,0,15,0,0,0,0,0,1.5,1229,0,0,6,0,0.0,0,0.0,0,0,0,0,0,0.4,47951,0,0,0,0,481,351,0,0,81,Everton,Arsenal,Tottenham,West Ham,Burnley,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,12.7
Robert,Elliot,GLK,NEW,4000000,0,57,3.6,9.000000000000001e-07,1.425e-05,0,884500,0,21,0,44,0,0,0,14.3,50358,0,0,57,0,0.0,0,0.0,4,0,3,0,0,15.3,889125,0,0,1,3,1440,832,0,0,280,Huddersfield,Leicester,Arsenal,Everton,West Brom,0.0,4.6,2.9,4.9,2.5,4.4,3.8,4.4,36.5
Mohamed,Elneny,MID,ARS,4200000,3,18,0.6,1.42857142857143e-07,4.28571428571429e-06,0,318066,2,8,0,0,0,0,0,4.3,7129,-3,0,18,3,0.2,0,1.0,0,0,2,0,1,3.1,288593,0,0,0,0,566,1601,0,0,110,Stoke,Southampton,Newcastle,West Ham,Man Utd,0.0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,26.8
,Emerson,DEF,CHE,5300000,0,1,0.0333333333333333,6.2893081761006295e-09,1.88679245283019e-07,0,1406,0,0,0,0,0,0,0,0.2,127,-2,0,1,2,0.1,0,0.3,0,0,0,0,0,0.0,1947,0,0,0,0,8,22,0,0,2,Tottenham,West Ham,Southampton,Huddersfield,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christian,Eriksen,MID,TOT,9400000,5,153,5.3,5.638297872340429e-07,1.62765957446809e-05,0,2080088,0,22,0,0,0,7,0,16.3,52140,-1,0,153,1,0.5,0,4.7,18,0,15,0,9,13.6,2030660,0,0,0,2,2498,4538,0,0,624,Chelsea,Stoke,Man City,Brighton,Watford,0.0,4.7,5.3,4.7,4.8,6.6,5.6,6.7,274.0
Jonny,Evans,DEF,WBA,4900000,0,65,2.7,5.510204081632651e-07,1.3265306122449e-05,0,117891,7,35,0,0,0,2,0,13.3,3053,-1,0,65,1,0.1,0,0.7,4,0,5,0,1,1.3,130324,1,0,0,1,2083,1871,0,0,403,Bournemouth,Burnley,Swansea,Man Utd,Liverpool,1.8,2.8,2.8,1.6,3.0,1.7,2.9,3.1,78.3
Patrice,Evra,DEF,WHU,4400000,0,0,0.0,0.0,0.0,0,6599,0,6,0,0,0,0,0,0.0,1366,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.2,15092,0,0,0,0,135,311,0,0,17,Southampton,Chelsea,Stoke,Arsenal,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6
Lukasz,Fabianski,GLK,SWA,4700000,9,123,4.1,8.723404255319151e-07,2.6170212765957398e-05,0,382595,0,42,0,106,0,0,0,26.2,16404,2,0,123,-2,0.8,0,3.7,10,0,9,0,0,8.1,616556,0,0,1,2,2700,4431,0,0,606,Man Utd,West Brom,Everton,Man City,Chelsea,0.0,3.4,3.8,4.7,3.7,5.3,3.7,5.5,81.5
Cesc,Fabregas,MID,CHE,6800000,3,67,2.6,3.82352941176471e-07,9.85294117647059e-06,0,700511,4,19,0,0,0,1,0,9.9,1336,-2,0,67,2,0.3,0,2.0,4,0,9,0,4,3.0,406715,0,0,0,1,1770,400,0,1,418,Tottenham,West Ham,Southampton,Huddersfield,Swansea,0.0,2.0,2.6,1.9,2.9,1.8,1.8,1.8,196.6
Adam,Federici,GLK,BOU,4000000,0,0,0.0,0.0,0.0,0,141404,0,0,0,0,0,0,0,0.0,1164,0,0,0,0,0.0,0,0.0,0,0,0,0,0,2.3,19101,0,0,0,0,0,260,0,0,0,West Brom,Watford,Crystal Palace,Liverpool,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sofiane,Feghouli,MID,WHU,5500000,0,0,0.0,0.0,0.0,0,1431,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,90,0,0,0,0,0,0,0,0,0,Southampton,Chelsea,Stoke,Arsenal,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marouane,Fellaini,MID,MUN,4700000,1,36,1.2,2.5531914893617e-07,7.65957446808511e-06,0,206373,1,0,0,0,0,3,0,7.7,152,-3,0,36,3,0.1,0,0.3,3,0,3,0,0,0.5,191192,0,0,0,1,428,101,0,0,121,Swansea,Man City,West Brom,Bournemouth,Arsenal,0.0,0.8,0.6,0.9,0.6,0.8,0.6,0.7,45.0
Leroy,Fer,MID,SWA,5200000,0,41,2.0,3.84615384615385e-07,7.88461538461538e-06,0,39803,5,26,0,0,0,1,0,7.9,59,-3,0,41,3,0.0,0,0.0,0,0,4,0,1,0.2,17258,0,0,0,0,1394,2,0,0,201,Man Utd,West Brom,Everton,Man City,Chelsea,0.0,0.0,0.0,0.0,0.0,1.4,1.3,1.5,56.0
Nathan,Ferguson,DEF,WBA,4000000,0,0,0.0,0.0,0.0,0,2523,0,0,0,0,0,0,0,0.0,193,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,5804,0,0,0,0,0,141,0,0,0,Bournemouth,Burnley,Swansea,Man Utd,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Edimilson,Fernandes,MID,WHU,4300000,0,9,0.3,6.97674418604651e-08,2.09302325581395e-06,0,16969,1,13,0,0,0,0,0,2.1,46,-2,0,9,2,0.0,0,0.0,0,0,0,0,0,0.2,6470,0,0,0,0,412,3,0,0,44,Southampton,Chelsea,Stoke,Arsenal,Man City,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,10.6
Federico,Fernandez,DEF,SWA,4500000,6,77,3.2,7.11111111111111e-07,1.7111111111111098e-05,0,238890,4,34,0,0,0,1,0,17.1,10961,0,0,77,0,0.6,0,2.7,10,0,7,0,1,3.6,370555,1,0,0,2,2160,1075,0,0,429,Man Utd,West Brom,Everton,Man City,Chelsea,0.0,2.3,2.6,3.3,2.5,3.8,2.5,3.9,77.7
,Fernandinho,MID,MCI,5000000,3,93,3.3,6.6e-07,1.86e-05,0,706102,6,18,0,0,0,3,0,18.6,11527,0,0,93,0,0.2,0,1.0,5,0,13,0,4,4.4,796976,0,0,0,1,2340,1583,0,0,473,Everton,Man Utd,Tottenham,Swansea,West Ham,0.0,3.1,2.8,2.2,3.4,2.8,3.9,2.9,129.0
,Fernando,MID,MCI,4500000,0,0,0.0,0.0,0.0,0,4503,0,0,0,0,0,0,0,0.0,10,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,585,0,0,0,0,0,2,0,0,0,Everton,Man Utd,Tottenham,Swansea,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sam,Field,MID,WBA,4400000,1,22,0.733333333333333,1.66666666666667e-07,5e-06,0,21665,3,6,0,0,0,1,0,5.0,76,-1,0,22,1,0.2,0,0.7,2,0,4,0,0,0.1,21755,0,0,0,0,526,21,0,0,65,Bournemouth,Burnley,Swansea,Man Utd,Liverpool,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,22.3
Roberto,Firmino,FWD,LIV,9600000,2,156,5.4,5.625e-07,1.625e-05,0,2677104,1,28,0,0,0,13,0,16.6,10679,11,-2,156,-11,0.5,0,5.0,26,0,12,0,8,50.1,4116383,0,0,0,3,2199,365332,2,0,648,Watford,Crystal Palace,Everton,Bournemouth,West Brom,7.5,6.3,5.8,7.6,6.2,7.7,4.6,8.0,260.2
Jon,Flanagan,DEF,LIV,4400000,0,0,0.0,0.0,0.0,0,1483,0,0,0,0,0,0,0,0.0,11,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,1173,0,0,0,0,0,3,0,0,0,Watford,Crystal Palace,Everton,Bournemouth,West Brom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ashley,Fletcher,FWD,WHU,4500000,0,0,0.0,0.0,0.0,0,35624,0,0,0,0,0,0,0,0.0,188,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.4,7173,0,0,0,0,0,36,0,0,0,Southampton,Chelsea,Stoke,Arsenal,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Darren,Fletcher,MID,STK,4700000,0,64,2.6,5.53191489361702e-07,1.3617021276595698e-05,0,57883,0,48,0,0,0,1,0,13.3,270,-3,1,64,3,0.0,0,0.0,3,0,4,0,1,0.5,28997,0,0,0,1,2110,139,-1,0,319,Everton,Arsenal,Tottenham,West Ham,Burnley,3.1,1.5,1.9,1.8,2.2,1.3,2.3,1.9,73.7
Phil,Foden,MID,MCI,4700000,0,6,0.2,4.25531914893617e-08,1.27659574468085e-06,0,2585,0,1,0,0,0,0,0,1.3,20,-3,0,6,3,0.1,0,0.3,0,0,0,0,1,0.0,970,0,0,0,0,18,7,0,0,18,Everton,Man Utd,Tottenham,Swansea,West Ham,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3.7
Michael,Folivi,FWD,WAT,4500000,0,0,0.0,0.0,0.0,0,15507,0,0,0,0,0,0,0,0.0,249,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,22346,0,0,0,0,0,45,0,0,0,Liverpool,Bournemouth,Burnley,Huddersfield,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jose,Fonte,DEF,WHU,4700000,0,34,4.3,9.148936170212771e-07,7.23404255319149e-06,0,153071,0,11,0,0,0,0,0,7.2,218,-3,0,34,3,0.0,0,0.0,3,0,3,0,2,0.8,77177,0,0,0,0,688,0,0,0,156,Southampton,Chelsea,Stoke,Arsenal,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.4
Fraser,Forster,GLK,SOU,4600000,0,73,3.6,7.826086956521741e-07,1.58695652173913e-05,0,521928,0,30,0,69,0,0,0,15.5,4145,-4,1,73,4,0.0,0,0.0,6,0,4,0,0,4.0,365867,0,0,1,1,1800,196,-1,0,351,West Ham,Arsenal,Chelsea,Leicester,Bournemouth,0.0,4.1,3.5,4.2,3.1,3.5,2.7,3.4,48.9
Ben,Foster,GLK,WBA,4400000,1,90,3.1,7.045454545454549e-07,2.0454545454545498e-05,0,705257,2,46,0,79,0,0,0,20.5,7902,-1,0,90,1,0.4,0,1.7,6,0,7,0,0,10.1,489872,0,0,0,0,2610,7483,0,0,487,Bournemouth,Burnley,Swansea,Man Utd,Liverpool,2.2,3.5,3.4,2.0,3.7,2.2,3.5,3.6,58.3
Timothy,Fosu-Mensah,DEF,CRY,4400000,0,38,1.9,4.31818181818182e-07,8.63636363636364e-06,0,100219,2,29,0,0,0,0,0,8.6,851,-1,0,38,1,0.2,0,0.7,3,0,2,0,0,1.1,69821,0,0,0,0,1590,482,0,0,276,Huddersfield,Liverpool,Bournemouth,Brighton,Watford,1.1,1.7,1.1,2.0,1.4,1.4,1.4,1.7,47.4
Juan,Foyth,DEF,TOT,4500000,0,0,0.0,0.0,0.0,0,1786,0,0,0,0,0,0,0,0.0,35,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,1861,0,0,0,0,0,15,0,0,0,Chelsea,Stoke,Man City,Brighton,Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Simon,Francis,DEF,BOU,4300000,0,41,1.6,3.7209302325581396e-07,9.53488372093023e-06,0,172052,7,38,0,0,0,0,0,9.5,1181,-2,0,41,2,0.2,0,1.0,1,0,3,0,0,1.6,119203,0,0,0,0,2242,6368,0,1,388,West Brom,Watford,Crystal Palace,Liverpool,Man Utd,1.3,1.1,1.9,1.0,1.2,1.1,1.1,1.0,100.5
Ryan,Fraser,MID,BOU,5100000,0,69,2.3,4.509803921568629e-07,1.35294117647059e-05,0,118374,0,26,0,0,0,4,0,13.5,4937,-4,0,69,4,0.1,0,0.7,8,0,1,0,2,0.9,101577,0,0,0,2,1373,2399,0,0,255,West Brom,Watford,Crystal Palace,Liverpool,Man Utd,0.0,1.4,1.8,1.2,1.6,1.6,2.0,1.6,101.2
Christian,Fuchs,DEF,LEI,4800000,0,55,2.6,5.41666666666667e-07,1.1458333333333301e-05,0,207950,1,27,0,0,0,0,0,11.5,2808,-2,0,55,2,0.2,0,1.0,8,0,4,0,1,1.9,109800,0,0,0,1,1642,217,0,0,319,Brighton,Newcastle,Burnley,Southampton,Crystal Palace,0.0,2.1,2.4,2.1,2.7,3.1,3.2,1.9,62.4
Jay,Fulton,MID,SWA,4300000,0,1,0.5,1.1627906976744199e-07,2.3255813953488398e-07,0,4265,1,0,0,0,0,0,0,0.2,30,-2,0,1,2,0.0,0,0.0,0,0,0,0,0,0.0,3713,0,0,0,0,17,2,0,0,1,Man Utd,West Brom,Everton,Man City,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ramiro,Funes Mori,DEF,EVE,4900000,0,0,0.0,0.0,0.0,0,1224,0,0,0,0,0,0,0,0.0,43,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,719,0,0,0,0,0,88,0,0,0,Stoke,Man City,Liverpool,Swansea,Newcastle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Manolo,Gabbiadini,FWD,SOU,6200000,1,56,2.2,3.54838709677419e-07,9.03225806451613e-06,0,498315,2,14,0,0,0,4,0,9.0,1034,-8,0,56,8,0.5,0,3.3,7,0,4,0,0,1.4,264316,0,0,0,1,999,329,0,0,168,West Ham,Arsenal,Chelsea,Leicester,Bournemouth,0.0,1.6,1.2,1.4,1.8,2.0,1.5,1.6,48.4
Ali,Gabr,DEF,WBA,4300000,0,0,0.0,0.0,0.0,0,3693,0,0,0,0,0,0,0,0.0,363,-2,1,0,2,0.0,0,0.0,0,0,0,0,0,0.1,6400,0,0,0,0,0,74,-1,0,0,Bournemouth,Burnley,Swansea,Man Utd,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Gabriel,DEF,ARS,5000000,0,0,0.0,0.0,0.0,0,2300,0,0,0,0,0,0,0,0.0,8,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,353,0,0,0,0,0,0,0,0,0,Stoke,Southampton,Newcastle,West Ham,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Gamez,DEF,NEW,3900000,0,9,0.3,7.692307692307691e-08,2.3076923076923098e-06,0,226137,0,0,0,0,0,0,0,2.3,1847,-1,0,9,1,0.0,0,0.0,2,0,1,0,0,1.5,199166,0,0,0,0,97,757,0,0,38,Huddersfield,Leicester,Arsenal,Everton,West Brom,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,8.4
Luke,Garbutt,DEF,EVE,4000000,0,0,0.0,0.0,0.0,0,220,0,0,0,0,0,0,0,0.0,91,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,622,0,0,0,0,0,119,0,0,0,Stoke,Man City,Liverpool,Swansea,Newcastle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dwight,Gayle,FWD,NEW,6100000,5,76,2.53333333333333,4.1530054644808704e-07,1.24590163934426e-05,0,190566,2,26,0,0,0,5,0,12.5,3873,-4,0,76,4,1.1,0,6.7,7,0,4,0,3,1.1,129795,0,0,0,2,1438,6791,0,0,245,Huddersfield,Leicester,Arsenal,Everton,West Brom,0.0,2.9,2.1,2.6,1.8,2.9,1.9,1.9,111.8
Paulo,Gazzaniga,GLK,TOT,4200000,0,9,0.3,7.14285714285714e-08,2.1428571428571398e-06,0,5352,0,0,0,3,0,0,0,2.1,72,-3,0,9,3,0.0,0,0.0,2,0,1,0,0,0.1,6702,0,0,0,0,90,57,0,0,26,Chelsea,Stoke,Man City,Brighton,Watford,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,2.7
Kieran,Gibbs,DEF,WBA,5000000,0,62,2.5,5e-07,1.24e-05,0,43854,2,36,0,0,0,0,0,12.4,503,0,0,62,0,0.2,0,1.0,1,0,5,0,2,0.5,51150,0,0,0,0,2166,2163,0,0,357,Bournemouth,Burnley,Swansea,Man Utd,Liverpool,1.6,2.5,2.5,1.4,2.7,1.5,2.6,2.8,76.8
Olivier,Giroud,FWD,CHE,8200000,2,47,2.2,2.68292682926829e-07,5.73170731707317e-06,0,193911,0,7,0,0,0,4,0,5.7,4580,-3,0,47,3,0.2,0,1.3,4,0,3,0,1,1.4,153139,0,0,0,1,555,2071,0,0,161,Tottenham,West Ham,Southampton,Huddersfield,Swansea,0.0,1.7,2.2,1.8,2.4,1.4,1.7,1.6,83.4
