FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Carl,Stewart,MID,WAT,4500000,0,0,0.0,0.0,0.0,0,167,0,0,0,0,0,0,0,0.0,34,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,270,0,0,0,0,0,26,0,0,0,Liverpool,Bournemouth,Burnley,Huddersfield,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
John,Stones,DEF,MCI,5300000,0,55,3.4,6.41509433962264e-07,1.0377358490566001e-05,0,770986,0,11,0,0,0,0,0,10.4,2885,-2,0,55,2,0.0,0,0.0,2,0,7,0,0,3.2,621083,0,0,0,0,1139,441,0,0,280,Everton,Man Utd,Tottenham,Swansea,West Ham,0.0,2.4,3.7,3.1,3.6,3.8,4.1,3.7,36.5
Daniel,Sturridge,FWD,WBA,7900000,0,29,0.966666666666667,1.22362869198312e-07,3.6708860759493696e-06,0,92647,0,7,0,0,0,2,0,3.7,811,-1,0,29,1,0.0,0,0.0,0,0,3,0,1,0.6,77951,0,0,0,0,503,61,0,0,120,Bournemouth,Burnley,Swansea,Man Utd,Liverpool,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,61.5
Isaac,Success,MID,WAT,5300000,0,0,0.0,0.0,0.0,0,3057,0,0,0,0,0,0,0,0.0,8,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.0,878,0,0,0,0,0,1,0,0,0,Liverpool,Bournemouth,Burnley,Huddersfield,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andrew,Surman,MID,BOU,4400000,0,67,3.7,8.409090909090909e-07,1.52272727272727e-05,0,696224,1,25,0,0,0,2,0,15.2,7616,-1,0,67,1,0.1,0,0.3,7,0,4,0,4,3.4,795557,0,0,0,1,1543,3055,0,0,298,West Brom,Watford,Crystal Palace,Liverpool,Man Utd,4.4,3.1,3.8,2.4,3.4,3.5,4.0,3.3,66.9
Markus,Suttner,DEF,BHA,4200000,1,38,1.26666666666667,3.01587301587302e-07,9.04761904761905e-06,0,80186,0,18,0,0,0,0,0,9.0,683,-3,0,38,3,0.1,0,0.3,3,0,4,0,0,0.4,58664,0,0,0,1,1178,146,0,0,204,Leicester,Huddersfield,Crystal Palace,Tottenham,Burnley,0.0,0.8,1.0,1.0,0.9,0.6,0.9,0.6,30.8
Dusan,Tadic,MID,SOU,6200000,1,84,3.0,4.83870967741936e-07,1.3548387096774199e-05,0,300299,3,32,0,0,0,3,0,13.5,2453,-3,0,84,3,0.3,0,2.0,5,0,7,0,3,1.6,202498,0,0,0,1,2112,328,0,0,319,West Ham,Arsenal,Chelsea,Leicester,Bournemouth,0.0,2.5,2.0,2.5,2.4,2.9,2.7,1.7,159.0
Matt,Targett,DEF,SOU,4300000,0,2,1.0,2.3255813953488398e-07,4.65116279069767e-07,0,7443,0,6,0,0,0,0,0,0.5,24,-2,0,2,2,0.0,0,0.0,0,0,0,0,0,0.1,1583,0,0,0,0,166,0,0,0,35,West Ham,Arsenal,Chelsea,Leicester,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.1
James,Tarkowski,DEF,BUR,4500000,7,82,3.6,8e-07,1.8222222222222197e-05,0,511217,3,17,0,0,0,0,0,18.2,3992,0,0,82,0,0.7,0,3.0,2,0,10,0,0,2.6,645375,0,0,0,0,2070,8953,0,0,404,West Brom,Watford,Leicester,Stoke,Brighton,0.0,3.3,3.9,3.7,4.0,4.7,3.4,3.6,85.2
Charlie,Taylor,DEF,BUR,4200000,0,23,0.766666666666667,1.82539682539683e-07,5.47619047619048e-06,0,46537,3,12,0,0,0,0,0,5.5,3973,-3,0,23,3,0.0,0,0.0,0,0,2,0,0,0.5,63170,0,0,0,0,949,143,0,0,132,West Brom,Watford,Leicester,Stoke,Brighton,0.0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,27.5
Kyle,Taylor,MID,BOU,4500000,0,0,0.0,0.0,0.0,0,160,0,0,0,0,0,0,0,0.0,20,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,265,0,0,0,0,0,24,0,0,0,West Brom,Watford,Crystal Palace,Liverpool,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stuart,Taylor,GLK,SOU,4000000,0,0,0.0,0.0,0.0,0,12546,0,0,0,0,0,0,0,0.0,267,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.4,17894,0,0,0,0,0,102,0,0,0,West Ham,Arsenal,Chelsea,Leicester,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
George,Thomas,MID,LEI,4500000,0,0,0.0,0.0,0.0,0,327,0,0,0,0,0,0,0,0.0,21,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,431,0,0,0,0,0,14,0,0,0,Brighton,Newcastle,Burnley,Southampton,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
James,Tomkins,DEF,CRY,4400000,0,58,2.8,6.36363636363636e-07,1.31818181818182e-05,0,132376,4,27,0,0,0,1,0,13.2,3002,-1,0,58,1,0.7,0,3.3,4,0,5,0,0,3.3,217909,0,0,0,1,1756,12620,0,0,359,Huddersfield,Liverpool,Bournemouth,Brighton,Watford,2.1,3.1,2.0,3.4,2.6,2.6,2.6,3.1,62.2
Fikayo,Tomori,DEF,CHE,4500000,0,0,0.0,0.0,0.0,0,807,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,426,0,0,0,0,0,1,0,0,0,Tottenham,West Ham,Southampton,Huddersfield,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cenk,Tosun,FWD,EVE,6800000,8,23,0.766666666666667,1.1274509803921599e-07,3.3823529411764703e-06,0,60570,0,6,0,0,0,2,0,3.4,2024,-7,-1,23,7,0.9,0,6.0,5,0,1,0,0,4.6,181645,0,0,0,1,331,106004,1,0,79,Stoke,Man City,Liverpool,Swansea,Newcastle,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,29.5
Andros,Townsend,MID,CRY,5600000,2,92,3.3,5.892857142857139e-07,1.6428571428571398e-05,0,172641,3,41,0,0,0,2,0,16.4,2167,-4,0,92,4,0.7,0,3.7,7,0,5,0,6,2.3,121686,0,0,0,0,2414,21494,0,0,416,Huddersfield,Liverpool,Bournemouth,Brighton,Watford,2.6,2.7,2.9,3.5,2.5,3.4,2.6,3.9,167.9
Kieran,Trippier,DEF,TOT,5300000,4,90,4.7,8.867924528301891e-07,1.69811320754717e-05,0,838525,1,16,0,0,0,0,0,17.0,13032,-2,0,90,2,0.2,0,1.3,15,0,7,0,6,4.3,877468,0,0,0,4,1470,3627,0,0,425,Chelsea,Stoke,Man City,Brighton,Watford,0.0,5.1,5.6,5.4,5.1,6.7,4.7,5.7,88.9
Nathan,Trott,GLK,WHU,4000000,0,0,0.0,0.0,0.0,0,3677,0,0,0,0,0,0,0,0.0,259,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.2,11246,0,0,0,0,0,207,0,0,0,Southampton,Chelsea,Stoke,Arsenal,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Axel,Tuanzebe,DEF,MUN,3900000,0,1,1.0,2.56410256410256e-07,2.56410256410256e-07,0,132771,0,0,0,0,0,0,0,0.3,1047,-1,0,1,1,0.0,0,0.0,0,0,0,0,0,1.2,110708,0,0,0,0,1,51,0,0,3,Swansea,Man City,West Brom,Bournemouth,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rayhaan,Tulloch,FWD,WBA,4500000,0,0,0.0,0.0,0.0,0,36063,0,0,0,0,0,0,0,0.0,2202,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.6,70181,0,0,0,0,0,1582,0,0,0,Bournemouth,Burnley,Swansea,Man Utd,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh,Tymon,DEF,STK,4400000,0,0,0.0,0.0,0.0,0,1373,0,9,0,0,0,0,0,0.0,6,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,732,0,0,0,0,162,0,0,0,18,Everton,Arsenal,Tottenham,West Ham,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5
Leonardo,Ulloa,FWD,BHA,4800000,1,8,0.266666666666667,5.5555555555555594e-08,1.66666666666667e-06,0,31856,0,1,0,0,0,0,0,1.7,1189,-2,0,8,2,0.1,0,0.3,0,0,0,0,0,0.3,33770,0,0,0,0,82,310,0,0,26,Leicester,Huddersfield,Crystal Palace,Tottenham,Burnley,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,9.0
Fredrik,Ulvestad,MID,BUR,4400000,0,0,0.0,0.0,0.0,0,275,0,0,0,0,0,0,0,0.0,1,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,315,0,0,0,0,0,1,0,0,0,West Brom,Watford,Leicester,Stoke,Brighton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antonio,Valencia,DEF,MUN,6900000,1,128,4.9,7.10144927536232e-07,1.85507246376812e-05,0,1165896,7,18,0,0,0,3,0,18.6,15005,4,0,128,-4,0.3,0,2.0,12,0,14,0,1,10.8,1110698,0,0,0,2,2291,9138,0,0,564,Swansea,Man City,West Brom,Bournemouth,Arsenal,0.0,6.6,4.4,6.9,4.5,7.4,5.1,7.2,109.1
Enner,Valencia,FWD,WHU,5000000,0,0,0.0,0.0,0.0,0,2484,0,0,0,0,0,0,0,0.0,19,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,821,0,0,0,0,0,8,0,0,0,Southampton,Chelsea,Stoke,Arsenal,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Patrick,van Aanholt,DEF,CRY,5100000,6,40,2.0,3.9215686274509797e-07,7.84313725490196e-06,0,166101,6,31,0,0,0,2,0,7.8,1226,-4,0,40,4,1.0,0,5.0,1,0,2,0,0,4.9,71855,0,0,0,0,1471,47344,0,0,242,Huddersfield,Liverpool,Bournemouth,Brighton,Watford,1.2,1.8,1.2,2.1,1.5,1.5,1.6,1.9,71.5
Mike,van der Hoorn,DEF,SWA,4400000,6,69,2.3,5.22727272727273e-07,1.56818181818182e-05,0,20844,2,16,0,0,0,1,0,15.7,3934,-1,0,69,1,1.3,0,5.7,4,0,8,0,0,1.0,73794,0,0,0,1,1468,8055,0,0,320,Man Utd,West Brom,Everton,Man City,Chelsea,0.0,1.3,1.5,2.0,1.5,2.3,1.5,2.5,51.7
Virgil,van Dijk,DEF,LIV,5700000,1,44,2.4,4.21052631578947e-07,7.719298245614039e-06,0,295600,0,24,0,0,0,0,0,7.9,9021,2,-1,44,-2,0.5,0,3.0,5,0,3,0,0,7.9,599030,0,0,0,1,1533,34935,1,0,303,Watford,Crystal Palace,Everton,Bournemouth,West Brom,2.7,2.8,1.2,2.0,1.6,2.6,1.8,2.8,72.1
Rajiv,van La Parra,MID,HUD,4900000,3,63,2.4,4.89795918367347e-07,1.28571428571429e-05,0,17732,2,32,0,0,0,3,0,13.1,2712,-1,-1,63,1,1.0,0,5.0,3,0,5,0,0,1.7,75881,0,0,0,1,1718,16808,1,1,215,Crystal Palace,Newcastle,Brighton,Watford,Chelsea,2.2,1.4,1.2,2.2,1.2,2.9,1.2,2.5,98.4
Jamie,Vardy,FWD,LEI,8700000,5,135,4.7,5.40229885057471e-07,1.55172413793103e-05,0,2148835,3,40,0,0,0,14,0,15.5,52085,2,0,135,-2,0.3,1,3.0,20,0,6,0,2,17.1,2682289,0,0,0,2,2528,80470,0,0,496,Brighton,Newcastle,Burnley,Southampton,Crystal Palace,0.0,4.9,6.2,4.8,6.2,5.2,6.4,4.2,184.8
Jan,Vertonghen,DEF,TOT,6000000,2,110,3.8,6.33333333333333e-07,1.8333333333333302e-05,0,617594,4,25,0,0,0,0,0,18.3,10976,0,0,110,0,0.6,0,3.3,10,0,13,0,1,8.1,609041,0,0,0,0,2579,8562,0,0,626,Chelsea,Stoke,Man City,Brighton,Watford,0.0,3.8,4.1,3.9,3.7,5.1,3.4,4.2,98.2
Nikola,Vlasic,MID,EVE,5300000,0,13,0.4333333333333329,8.17610062893082e-08,2.45283018867925e-06,0,2519,0,11,0,0,0,0,0,2.5,17,-2,0,13,2,0.0,0,0.0,0,0,0,0,0,0.0,2642,0,0,0,0,438,27,0,0,63,Stoke,Man City,Liverpool,Swansea,Newcastle,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,26.5
Sam,Vokes,FWD,BUR,5700000,1,49,1.6333333333333302,2.86549707602339e-07,8.596491228070179e-06,0,452832,3,9,0,0,0,3,0,8.6,1199,-3,0,49,3,0.1,0,0.3,6,0,2,0,2,2.0,337098,0,0,0,1,784,519,0,0,128,West Brom,Watford,Leicester,Stoke,Brighton,0.0,1.0,1.0,1.3,1.2,1.4,0.8,1.3,58.2
Michel,Vorm,GLK,TOT,4800000,0,3,0.1,2.08333333333333e-08,6.25e-07,0,9542,0,1,0,4,0,0,0,0.6,45,-2,0,3,2,0.0,0,0.0,0,0,0,0,0,0.1,7750,0,0,0,0,90,26,0,0,17,Chelsea,Stoke,Man City,Brighton,Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9
Molla,Wague,DEF,WAT,4500000,0,19,0.633333333333333,1.40740740740741e-07,4.2222222222222194e-06,0,4388,0,8,0,0,0,1,0,4.2,49,0,0,19,0,0.0,0,0.0,0,0,1,0,0,0.0,4984,0,0,0,0,438,11,0,0,82,Liverpool,Bournemouth,Burnley,Huddersfield,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,14.5
Theo,Walcott,MID,EVE,7100000,3,35,1.16666666666667,1.64319248826291e-07,4.92957746478873e-06,0,399958,2,10,0,0,0,2,0,4.9,29218,-4,1,35,4,0.3,0,2.3,3,0,1,0,1,7.3,581092,0,0,0,1,645,35260,-1,0,125,Stoke,Man City,Liverpool,Swansea,Newcastle,0.6,0.6,0.6,0.6,0.7,0.6,0.6,0.6,59.0
Kyle,Walker,DEF,MCI,6600000,6,124,4.4,6.66666666666667e-07,1.87878787878788e-05,0,1152265,2,19,0,0,0,0,0,18.8,9043,1,0,124,-1,1.1,0,7.3,6,0,14,0,6,12.4,715529,1,0,0,3,2454,14289,0,1,630,Everton,Man Utd,Tottenham,Swansea,West Ham,0.0,3.6,5.4,4.6,5.3,5.4,5.9,5.4,100.5
Kyle,Walker-Peters,DEF,TOT,4000000,0,7,0.23333333333333303,5.83333333333333e-08,1.75e-06,0,136504,0,0,0,0,0,0,0,1.8,1042,-5,0,7,5,0.0,0,0.0,0,0,1,0,0,0.9,120293,0,0,0,0,98,632,0,0,33,Chelsea,Stoke,Man City,Brighton,Watford,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,4.4
Jonathan,Walters,MID,BUR,5100000,0,3,0.1,1.96078431372549e-08,5.882352941176471e-07,0,30811,0,2,0,0,0,0,0,0.6,17,-4,0,3,4,0.0,0,0.0,0,0,0,0,0,0.1,1650,0,0,0,0,36,5,0,0,3,West Brom,Watford,Leicester,Stoke,Brighton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1
Aaron,Wan-Bissaka,MID,CRY,4500000,2,6,0.2,4.444444444444441e-08,1.33333333333333e-06,0,190,0,6,0,0,0,0,0,1.3,42,0,0,6,0,0.4,0,2.0,0,0,0,0,0,0.0,525,0,0,0,0,270,181,0,0,46,Huddersfield,Liverpool,Bournemouth,Brighton,Watford,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,12.0
Victor,Wanyama,MID,TOT,4800000,2,21,0.7,1.45833333333333e-07,4.375e-06,0,43513,0,4,0,0,0,1,0,4.4,408,-2,0,21,2,0.4,0,1.7,1,0,1,0,0,0.4,9779,0,0,0,0,363,158,0,0,95,Chelsea,Stoke,Man City,Brighton,Watford,0.0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,21.4
Danny,Ward,GLK,LIV,4400000,0,0,0.0,0.0,0.0,0,1030,0,0,0,0,0,0,0,0.0,26,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,918,0,0,0,0,0,16,0,0,0,Watford,Crystal Palace,Everton,Bournemouth,West Brom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joel,Ward,DEF,CRY,4700000,0,28,0.933333333333333,1.98581560283688e-07,5.95744680851064e-06,0,31731,3,23,0,0,0,0,0,6.0,80,-3,0,28,3,0.0,0,0.0,0,0,2,0,1,0.2,10445,1,0,0,0,1304,16,0,0,224,Huddersfield,Liverpool,Bournemouth,Brighton,Watford,0.0,0.0,0.5,0.6,0.5,0.5,0.5,0.5,49.9
Stephen,Ward,DEF,BUR,4700000,6,86,4.3,9.148936170212771e-07,1.82978723404255e-05,0,1442308,1,14,0,0,0,1,0,18.3,8385,2,0,86,-2,0.7,0,3.3,9,0,8,0,1,6.7,1573223,0,0,0,1,1740,8538,0,0,374,West Brom,Watford,Leicester,Stoke,Brighton,0.0,4.3,5.1,4.8,5.1,6.0,4.4,4.6,60.3
James,Ward-Prowse,MID,SOU,5100000,2,75,2.5,4.90196078431373e-07,1.4705882352941199e-05,0,216149,1,21,0,0,0,3,0,14.7,24248,-4,0,75,4,0.3,0,1.3,8,0,2,0,4,2.1,230217,0,0,0,1,1434,223,0,0,330,West Ham,Arsenal,Chelsea,Leicester,Bournemouth,0.0,1.8,1.5,1.9,1.8,2.2,2.1,1.2,110.5
Ben,Watson,MID,WAT,4300000,0,12,1.5,3.48837209302326e-07,2.7906976744186e-06,0,16684,1,12,0,0,0,0,0,2.8,114,-2,0,12,2,0.0,0,0.0,0,0,0,0,0,0.1,15047,0,0,0,0,455,2,0,0,61,Liverpool,Bournemouth,Burnley,Huddersfield,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.1
Danny,Welbeck,FWD,ARS,7300000,1,45,2.3,3.1506849315068495e-07,6.16438356164384e-06,0,201294,1,15,0,0,0,3,0,6.2,511,-2,0,45,2,0.2,0,1.3,3,0,3,0,1,0.8,162369,0,0,0,1,834,722,0,0,161,Stoke,Southampton,Newcastle,West Ham,Man Utd,0.0,2.6,2.4,1.4,2.5,1.2,2.2,1.3,64.2
Nahki,Wells,FWD,BUR,4900000,0,6,0.2,4.08163265306122e-08,1.22448979591837e-06,0,5516,0,2,0,0,0,0,0,1.2,133,-1,0,6,1,0.0,0,0.0,0,0,0,0,0,0.1,4298,0,0,0,0,32,89,0,0,11,West Brom,Watford,Leicester,Stoke,Brighton,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,4.0
Ashley,Westwood,MID,BUR,4300000,2,14,0.46666666666666706,1.0852713178294599e-07,3.2558139534883703e-06,0,8734,2,4,0,0,0,0,0,3.3,145,-2,0,14,2,0.4,0,1.7,0,0,1,0,0,0.1,7473,0,0,0,0,395,93,0,0,71,West Brom,Watford,Leicester,Stoke,Brighton,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,12.7
Glenn,Whelan,MID,STK,4500000,0,0,0.0,0.0,0.0,0,854,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,139,0,0,0,0,0,0,0,0,0,Everton,Arsenal,Tottenham,West Ham,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dean,Whitehead,MID,HUD,4200000,0,3,0.1,2.38095238095238e-08,7.142857142857141e-07,0,7857,0,3,0,0,0,0,0,0.7,107,-3,1,3,3,0.0,0,0.0,0,0,0,0,0,0.1,5986,0,0,0,0,65,161,-1,0,13,Crystal Palace,Newcastle,Brighton,Watford,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7
Alfie,Whiteman,GLK,TOT,4000000,0,0,0.0,0.0,0.0,0,3647,0,0,0,0,0,0,0,0.0,91,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,6233,0,0,0,0,0,65,0,0,0,Chelsea,Stoke,Man City,Brighton,Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Connor,Wickham,FWD,CRY,5400000,0,0,0.0,0.0,0.0,0,2052,0,0,0,0,0,0,0,0.0,24,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,1006,0,0,0,0,0,25,0,0,0,Huddersfield,Liverpool,Bournemouth,Brighton,Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Georginio,Wijnaldum,MID,LIV,6600000,1,60,2.4,3.63636363636364e-07,9.09090909090909e-06,0,270633,1,19,0,0,0,1,0,9.1,375,-4,0,60,4,0.0,0,0.3,0,0,10,0,1,2.2,54301,0,0,0,0,1707,209,0,0,280,Watford,Crystal Palace,Everton,Bournemouth,West Brom,2.0,1.5,1.8,2.2,1.6,2.1,1.3,2.2,79.2
Ashley,Williams,DEF,EVE,5200000,0,56,2.3,4.4230769230769206e-07,1.0769230769230802e-05,0,287474,3,31,0,0,0,1,0,10.8,4481,-3,0,56,3,0.0,0,0.0,3,0,5,0,0,2.2,140582,0,0,0,1,1830,62,0,1,332,Stoke,Man City,Liverpool,Swansea,Newcastle,0.0,0.0,0.0,1.4,2.1,1.3,2.4,1.8,68.9
Danny,Williams,MID,HUD,4800000,1,28,0.933333333333333,1.94444444444444e-07,5.83333333333333e-06,0,3881,2,22,0,0,0,0,0,5.8,47,-2,0,28,2,0.4,0,1.7,0,0,0,0,0,0.0,1322,0,0,0,0,1115,21,0,0,134,Crystal Palace,Newcastle,Brighton,Watford,Chelsea,0.0,0.0,0.0,0.0,0.0,0.7,0.5,0.6,27.0
,Willian,MID,CHE,7000000,10,117,3.9,5.57142857142857e-07,1.67142857142857e-05,0,1508297,0,12,0,0,0,6,0,16.7,26492,0,0,117,0,1.0,0,7.0,13,0,9,0,7,10.7,1233686,0,0,0,3,1488,56617,0,0,451,Tottenham,West Ham,Southampton,Huddersfield,Swansea,0.0,3.7,4.7,3.6,5.1,3.5,3.5,3.5,181.2
Joseph,Willock,MID,ARS,4500000,0,0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0,0.0,6,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,14,0,0,0,0,0,14,0,0,0,Stoke,Southampton,Newcastle,West Ham,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jack,Wilshere,MID,ARS,5200000,1,37,1.23333333333333,2.37179487179487e-07,7.115384615384621e-06,0,112643,5,15,0,0,0,1,0,7.1,3676,-3,0,37,3,0.1,0,0.7,2,0,2,0,2,0.7,143076,0,0,0,0,1013,665,0,0,195,Stoke,Southampton,Newcastle,West Ham,Man Utd,0.0,0.8,0.7,0.6,0.9,0.6,0.7,0.6,58.1
Callum,Wilson,FWD,BOU,6000000,2,81,4.0,6.66666666666667e-07,1.3500000000000001e-05,0,644600,0,24,0,0,0,7,0,13.7,13001,0,-1,81,0,0.3,0,2.0,10,0,5,0,2,13.3,1226768,0,0,0,3,1474,190545,1,0,256,West Brom,Watford,Crystal Palace,Liverpool,Man Utd,5.3,4.1,5.0,3.4,4.7,4.6,4.6,3.9,115.6
Kane,Wilson,DEF,WBA,4000000,0,0,0.0,0.0,0.0,0,19990,0,0,0,0,0,0,0,0.0,48,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.2,15331,0,0,0,0,0,3,0,0,0,Bournemouth,Burnley,Swansea,Man Utd,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kevin,Wimmer,DEF,STK,4000000,0,19,0.633333333333333,1.5833333333333302e-07,4.75e-06,0,56002,5,32,0,0,0,0,0,4.6,767,-5,1,19,5,0.0,0,0.0,1,0,1,0,0,0.3,53951,0,0,0,0,1321,75,-1,0,196,Everton,Arsenal,Tottenham,West Ham,Burnley,0.0,0.3,0.3,0.3,0.3,0.3,0.5,0.3,36.5
Harry,Winks,MID,TOT,4800000,0,31,1.03333333333333,2.1527777777777801e-07,6.45833333333333e-06,0,30027,0,9,0,0,0,0,0,6.5,113,-2,0,31,2,0.0,0,0.0,0,0,4,0,1,0.1,28217,0,0,0,0,768,15,0,0,167,Chelsea,Stoke,Man City,Brighton,Watford,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,33.1
Chris,Wood,FWD,BUR,6200000,15,69,4.1,6.61290322580645e-07,1.11290322580645e-05,0,297643,1,6,0,0,0,7,0,11.1,1723,-3,0,69,3,1.1,0,6.7,11,0,7,0,1,0.9,319815,0,0,0,1,1095,18334,0,0,210,West Brom,Watford,Leicester,Stoke,Brighton,0.0,4.4,4.3,5.2,4.8,5.4,3.3,5.1,91.2
Ben,Woodburn,MID,LIV,4200000,0,0,0.0,0.0,0.0,0,32489,0,0,0,0,0,0,0,0.0,969,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,0.3,33853,0,0,0,0,0,124,0,0,0,Watford,Crystal Palace,Everton,Bournemouth,West Brom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Freddie,Woodman,GLK,NEW,4000000,0,0,0.0,0.0,0.0,0,9464,0,0,0,0,0,0,0,0.0,169,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.2,15106,0,0,0,0,0,9,0,0,0,Huddersfield,Leicester,Arsenal,Everton,West Brom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Granit,Xhaka,MID,ARS,5200000,2,88,2.9,5.57692307692308e-07,1.69230769230769e-05,0,1061666,7,40,0,0,0,1,0,16.9,10149,-3,0,88,3,0.5,0,2.7,2,0,10,0,6,6.8,935905,0,0,0,1,2615,1586,0,0,474,Stoke,Southampton,Newcastle,West Ham,Man Utd,0.0,3.0,2.9,1.8,3.3,1.4,2.9,1.8,154.1
Claudio,Yacob,MID,WBA,4300000,0,19,0.633333333333333,1.47286821705426e-07,4.41860465116279e-06,0,31094,4,13,0,0,0,0,0,4.4,338,-2,0,19,2,0.0,0,0.0,0,0,3,0,0,0.3,23183,0,0,0,0,717,44,0,0,97,Bournemouth,Burnley,Swansea,Man Utd,Liverpool,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,19.7
,Yaya Toure,MID,MCI,6000000,0,8,0.266666666666667,4.444444444444441e-08,1.33333333333333e-06,0,79931,1,1,0,0,0,0,0,1.3,117,-5,0,8,5,0.1,0,0.3,0,0,0,0,1,0.8,11395,0,0,0,0,97,79,0,0,46,Everton,Man Utd,Tottenham,Swansea,West Ham,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,9.4
