FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW37Forecast,GW38Forecast
Kamil,Grosicki,MID,HUL,5500000,1,40,0.37037037037037,6.73400673400673e-08,7.272727272727271e-06,0,14434,1,19,0,0,0,0,0,7.3,2504,0,0,40,0,0.4,0,2.3,0,0,3,0,5,0.3,25624,0,0,0,0,1008,261,0,0,116,Crystal Palace,Tottenham,,,,0.2,0.2
Marko,Grujic,MID,LIV,4300000,1,3,0.0277777777777778,6.45994832041344e-09,6.976744186046509e-07,0,27532,1,0,0,0,0,0,0,0.7,31,-7,0,3,7,0.1,0,0.3,0,0,0,0,0,0.2,2709,0,0,0,0,41,25,0,0,7,West Ham,Middlesbrough,,,,0.0,0.0
Johann Berg,Gudmundsson,MID,BUR,4800000,1,43,0.398148148148148,8.29475308641975e-08,8.95833333333333e-06,0,22745,0,17,0,0,0,1,0,9.0,15,-7,0,43,7,0.1,0,0.5,3,0,3,0,2,0.1,13555,0,0,0,1,959,3,0,0,173,Bournemouth,West Ham,,,,0.2,0.2
Adlene,Guedioura,MID,MID,4200000,0,26,0.24074074074074103,5.73192239858907e-08,6.190476190476191e-06,0,8080,2,20,0,0,0,0,0,6.2,65,-3,0,26,3,0.0,0,0.0,0,0,0,0,1,0.1,7742,0,56,0,0,861,15,0,0,131,Southampton,Liverpool,,,,0.0,0.1
Idrissa,Gueye,MID,EVE,5000000,2,76,2.5,5e-07,1.52e-05,0,51265,11,29,0,0,0,1,0,15.2,648,0,0,76,0,0.2,0,0.8,9,0,8,0,2,0.4,53653,0,270,0,1,2546,179,0,0,515,Watford,Arsenal,,,,3.1,1.2
Ilkay,Gundogan,MID,MCI,4900000,0,41,4.1,8.367346938775509e-07,8.36734693877551e-06,0,704527,0,8,0,0,0,3,0,8.4,188,-6,0,41,6,0.0,0,0.0,2,0,3,0,1,1.3,699986,0,0,0,1,704,11,0,0,196,Leicester,West Brom,Watford,,,0.0,0.0
Angus,Gunn,GLK,MCI,4000000,0,0,0.0,0.0,0.0,0,36,0,0,0,0,0,0,0,0.0,23,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,138,0,0,0,0,0,79,0,0,0,Leicester,West Brom,Watford,,,0.0,0.0
Bradley,Guzan,GLK,MID,4200000,2,32,0.296296296296296,7.054673721340389e-08,7.61904761904762e-06,0,36382,0,12,0,28,0,0,0,7.6,2287,-3,0,32,3,0.7,0,3.0,3,0,3,0,0,0.7,28294,0,188,0,1,720,326,0,0,162,Southampton,Liverpool,,,,0.1,0.1
Ben,Hamer,GLK,LEI,4300000,0,0,0.0,0.0,0.0,0,423,0,0,0,0,0,0,0,0.0,6,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.0,382,0,0,0,0,0,9,0,0,0,Man City,Tottenham,Bournemouth,,,0.0,0.0
Rekeem,Harper,MID,WBA,4500000,0,0,0.0,0.0,0.0,0,185,0,0,0,0,0,0,0,0.0,8,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,261,0,0,0,0,0,4,0,0,0,Chelsea,Man City,Swansea,,,0.0,0.0
Joe,Hart,GLK,MCI,5300000,0,0,0.0,0.0,0.0,0,174535,0,0,0,0,0,0,0,0.0,60,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,1.0,2909,0,360,0,0,0,14,0,0,0,Leicester,West Brom,Watford,,,0.0,0.0
Mouez,Hassen,GLK,SOU,4000000,0,0,0.0,0.0,0.0,0,233,0,0,0,0,0,0,0,0.0,18,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,495,0,0,0,0,0,37,0,0,0,Middlesbrough,Man Utd,Stoke,,,0.0,0.0
Jakob,Haugaard,GLK,STK,4300000,0,0,0.0,0.0,0.0,0,3576,0,0,0,0,0,0,0,0.0,10,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.1,282,0,31,0,0,0,3,0,0,0,Arsenal,Southampton,,,,0.0,0.0
Eden,Hazard,MID,CHE,10600000,3,210,6.4,6.0377358490566e-07,1.9811320754717e-05,0,2039120,3,25,0,0,0,15,0,19.8,34524,6,-1,210,-6,0.5,1,4.8,31,0,16,0,9,33.9,2570051,0,476,0,5,2751,40045,1,0,806,West Brom,Watford,Sunderland,,,16.5,9.2
Tom,Heaton,GLK,BUR,5200000,1,146,4.4,8.46153846153846e-07,2.8076923076923102e-05,0,457077,1,44,0,136,0,0,0,28.1,54363,7,0,146,-7,0.6,0,3.0,21,0,10,0,0,18.4,959935,0,0,1,4,2970,2798,0,0,712,Bournemouth,West Ham,,,,4.8,6.6
Jordan,Henderson,MID,LIV,6200000,0,73,3.0,4.83870967741936e-07,1.17741935483871e-05,0,118653,8,28,0,0,0,1,0,11.8,262,-3,0,73,3,0.0,0,0.0,9,0,7,0,4,1.0,99365,0,250,0,0,2116,52,0,0,467,West Ham,Middlesbrough,,,,0.0,0.0
Jeff,Hendrick,MID,BUR,5300000,2,72,2.4,4.52830188679245e-07,1.35849056603774e-05,0,6144,6,43,0,0,0,2,0,13.6,77,-2,0,72,2,0.4,0,2.0,1,0,9,0,1,0.0,7307,0,0,0,0,2511,41,0,1,265,Bournemouth,West Ham,,,,1.2,1.8
Wayne,Hennessey,GLK,CRY,4300000,2,85,3.1,7.2093023255814e-07,1.97674418604651e-05,0,170081,1,44,0,83,0,0,0,19.8,9065,-2,0,85,2,0.4,0,1.8,4,0,6,0,0,3.1,123209,0,266,0,2,2430,1668,0,0,465,Hull City,Man Utd,,,,3.7,2.6
Rouwen,Hennings,FWD,BUR,4500000,0,0,0.0,0.0,0.0,0,4081,0,0,0,0,0,0,0,0.0,9,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,735,0,0,0,0,0,8,0,0,0,Bournemouth,West Ham,,,,0.0,0.0
Markus,Henriksen,MID,HUL,4900000,0,20,0.185185185185185,3.77928949357521e-08,4.08163265306122e-06,0,1023,1,13,0,0,0,0,0,4.1,2,-6,0,20,6,0.1,0,0.3,0,0,0,0,0,0.0,1012,0,0,0,0,638,3,0,0,75,Crystal Palace,Tottenham,,,,0.1,0.1
Abel,Hernandez,FWD,HUL,5900000,2,72,3.0,5.084745762711859e-07,1.22033898305085e-05,0,164538,0,23,0,0,0,4,0,12.2,3335,-1,0,72,1,0.2,0,1.0,6,0,4,0,4,1.0,153361,0,0,0,2,1425,523,0,0,208,Crystal Palace,Tottenham,,,,2.5,3.4
Luis,Hernandez,DEF,LEI,4200000,0,3,0.8,1.9047619047619e-07,7.142857142857141e-07,0,21622,1,8,0,0,0,0,0,0.7,34,-3,0,3,3,0.0,0,0.0,0,0,0,0,0,0.3,5973,0,0,0,0,327,3,0,0,50,Man City,Tottenham,Bournemouth,,,0.0,0.0
Ander,Herrera,MID,MUN,6400000,2,95,3.3,5.15625e-07,1.484375e-05,0,100172,5,18,0,0,0,1,0,14.8,11921,-1,0,95,1,0.9,0,5.6,11,0,13,0,6,2.7,188314,0,307,0,1,2419,14004,0,1,552,Tottenham,Southampton,Crystal Palace,,,4.5,2.8
Jake,Hesketh,MID,SOU,4500000,0,0,0.0,0.0,0.0,0,200,0,0,0,0,0,0,0,0.0,4,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,245,0,0,0,0,0,4,0,0,0,Middlesbrough,Man Utd,Stoke,,,0.0,0.0
Mateusz,Hewelt,GLK,EVE,4000000,0,0,0.0,0.0,0.0,0,1686,0,0,0,0,0,0,0,0.0,34,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,2994,0,0,0,0,0,41,0,0,0,Watford,Arsenal,,,,0.0,0.0
Ben,Hinchcliffe,FWD,HUL,4500000,0,0,0.0,0.0,0.0,0,2658,0,0,0,0,0,0,0,0.0,35,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,3320,0,0,0,0,0,31,0,0,0,Crystal Palace,Tottenham,,,,0.0,0.0
Tommie,Hoban,DEF,WAT,4000000,0,0,0.0,0.0,0.0,0,13200,0,0,0,0,0,0,0,0.0,51,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.2,1214,0,0,0,0,0,5,0,0,0,Everton,Chelsea,Man City,,,0.0,0.0
Pierre-Emile,H?jbjerg,MID,SOU,4200000,0,36,0.33333333333333304,7.93650793650794e-08,8.571428571428571e-06,0,161512,2,15,0,0,0,0,0,8.6,2774,-3,0,36,3,0.0,0,0.2,0,0,6,0,0,1.7,116277,0,0,0,0,1227,148,0,0,218,Middlesbrough,Man Utd,Stoke,,,0.4,0.2
Rob,Holding,DEF,ARS,4000000,15,24,0.222222222222222,5.5555555555555594e-08,6e-06,0,72938,1,6,0,0,0,0,0,6.0,894,-5,0,24,5,0.8,0,3.4,3,0,3,0,0,2.8,152864,0,0,0,1,540,96339,0,0,132,Stoke,Sunderland,Everton,,,0.2,0.1
Jose,Holebas,DEF,WAT,4600000,0,87,2.9,6.30434782608696e-07,1.89130434782609e-05,0,438607,12,51,0,0,0,2,0,18.9,9942,1,0,87,-1,0.5,0,2.3,9,0,7,0,4,3.0,528072,0,96,0,1,2635,1561,0,0,506,Everton,Chelsea,Man City,,,3.8,3.1
Mason,Holgate,DEF,EVE,4100000,2,52,0.48148148148148107,1.1743450767841e-07,1.2682926829268301e-05,0,444551,2,15,0,0,0,0,0,12.7,13618,-4,0,52,4,0.8,0,3.3,5,0,5,0,1,7.2,699186,0,0,0,0,1237,8980,0,0,277,Watford,Arsenal,,,,0.2,0.2
Nathan,Holland,MID,WHU,4500000,0,0,0.0,0.0,0.0,0,39,0,0,0,0,0,0,0,0.0,16,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,138,0,0,0,0,0,56,0,0,0,Liverpool,Burnley,,,,0.0,0.0
George,Honeyman,MID,SUN,4500000,3,7,0.0648148148148148,1.440329218107e-08,1.55555555555556e-06,0,197,1,4,0,0,0,0,0,1.6,17,0,0,7,0,0.2,0,1.0,0,0,1,0,0,0.0,292,0,0,0,0,235,67,0,0,30,Swansea,Arsenal,Chelsea,,,0.0,0.0
Tom,Huddlestone,MID,HUL,4500000,1,60,2.0,4.44444444444444e-07,1.3333333333333301e-05,0,26478,5,40,0,0,0,1,0,13.3,376,-5,1,60,5,0.3,0,1.3,5,0,4,0,2,0.2,23937,1,0,0,1,1935,79,-1,1,337,Crystal Palace,Tottenham,,,,1.0,1.4
James,Husband,DEF,MID,4000000,0,0,0.0,0.0,0.0,0,136,0,3,0,0,0,0,0,0.0,27,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,325,0,0,0,0,58,63,0,0,3,Southampton,Liverpool,,,,0.0,0.0
Noor,Husin,MID,CRY,4500000,0,0,0.0,0.0,0.0,0,67,0,0,0,0,0,0,0,0.0,3,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,69,0,0,0,0,0,0,0,0,0,Hull City,Man Utd,,,,0.0,0.0
Robert,Huth,DEF,LEI,5000000,6,88,2.7,5.4e-07,1.76e-05,0,93471,9,49,0,0,0,2,0,17.6,9886,0,-1,88,0,1.0,0,4.8,1,0,9,0,2,2.1,114210,2,453,0,0,2926,3999,1,0,479,Man City,Tottenham,Bournemouth,,,0.0,3.5
Emerson,Hyndman,MID,BOU,4400000,0,0,0.0,0.0,0.0,0,1364,0,0,0,0,0,0,0,0.0,5,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,675,0,0,0,0,0,2,0,0,0,Burnley,Leicester,,,,0.0,0.0
Jordon,Ibe,MID,BOU,4900000,1,34,0.314814814814815,6.424792139077849e-08,6.9387755102040806e-06,0,163254,0,22,0,0,0,0,0,6.9,107,-6,0,34,6,0.1,0,0.3,0,0,3,0,0,1.1,26200,0,184,0,0,1023,28,0,0,130,Burnley,Leicester,,,,0.2,0.2
Zlatan,Ibrahimovic,FWD,MUN,11400000,0,163,5.8,5.08771929824561e-07,1.4298245614035098e-05,0,3429764,7,22,0,0,0,17,0,14.3,10960,-1,0,163,1,0.0,1,0.0,28,0,11,0,7,23.1,2545718,0,0,0,6,2438,106,0,0,540,Tottenham,Southampton,Crystal Palace,,,0.0,0.0
Odion,Ighalo,FWD,WAT,6800000,0,39,2.2,3.23529411764706e-07,5.73529411764706e-06,0,337418,1,29,0,0,0,1,0,5.7,197,-7,0,39,7,0.0,0,0.0,2,0,2,0,1,2.4,94282,0,709,0,0,1291,22,0,0,84,Everton,Chelsea,Man City,,,0.0,0.0
Kelechi,Iheanacho,FWD,MCI,6000000,1,51,2.7,4.5e-07,8.5e-06,0,791038,0,9,0,0,0,4,0,8.5,630,-10,0,51,10,0.1,0,0.5,6,0,1,0,3,2.3,763007,0,242,0,1,517,1866,0,0,176,Leicester,West Brom,Watford,,,5.8,2.1
Giannelli,Imbula,MID,STK,4500000,0,24,0.222222222222222,4.938271604938269e-08,5.333333333333329e-06,0,14140,1,20,0,0,0,0,0,5.3,20,-5,0,24,5,0.0,0,0.0,1,0,2,0,1,0.1,5565,1,194,0,0,796,9,0,0,126,Arsenal,Southampton,,,,0.1,0.1
Danny,Ings,FWD,LIV,5400000,0,0,0.0,0.0,0.0,0,23603,0,0,0,0,0,0,0,0.0,36,-6,0,0,6,0.0,0,0.0,0,0,0,0,0,0.2,4200,0,81,0,0,0,22,0,0,0,West Ham,Middlesbrough,,,,0.0,0.0
Gokhan,Inler,MID,LEI,4400000,0,0,0.0,0.0,0.0,0,9964,0,0,0,0,0,0,0,0.0,6,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,3798,0,20,0,0,0,0,0,0,0,Man City,Tottenham,Bournemouth,,,0.0,0.0
Stephen,Ireland,MID,STK,4400000,0,0,0.0,0.0,0.0,0,655,0,0,0,0,0,0,0,0.0,8,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,553,0,18,0,0,0,13,0,0,0,Arsenal,Southampton,,,,0.0,0.0
Lloyd,Isgrove,MID,SOU,4400000,0,0,0.0,0.0,0.0,0,281,0,0,0,0,0,0,0,0.0,5,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,349,0,0,0,0,0,6,0,0,0,Middlesbrough,Man Utd,Stoke,,,0.0,0.0
Branislav,Ivanovic,DEF,CHE,5600000,0,23,1.8,3.2142857142857103e-07,4.10714285714286e-06,0,194408,2,9,0,0,0,0,0,4.1,195,-4,0,23,4,0.0,0,0.0,2,0,1,0,1,2.7,34602,0,414,0,0,589,36,0,0,143,West Brom,Watford,Sunderland,,,0.0,0.0
Alex,Iwobi,MID,ARS,5300000,0,87,0.805555555555555,1.5199161425576502e-07,1.64150943396226e-05,0,279006,1,20,0,0,0,3,0,16.4,2642,-7,0,87,7,0.0,0,0.0,8,0,9,0,5,1.2,261112,0,150,0,1,1411,1006,0,0,345,Stoke,Sunderland,Everton,,,0.9,0.4
Phil,Jagielka,DEF,EVE,4900000,2,92,3.7,7.55102040816327e-07,1.87755102040816e-05,0,312139,3,29,0,0,0,3,0,18.8,23137,-1,-1,92,1,1.1,0,5.3,13,0,5,0,2,7.4,521513,0,221,0,4,2071,5689,1,1,483,Watford,Arsenal,,,,4.7,3.9
Eldin,Jakupovic,GLK,HUL,4100000,2,86,4.1,1e-06,2.0975609756097602e-05,0,537147,0,32,0,73,0,0,0,21.0,28897,1,0,86,-1,1.4,0,5.8,7,0,5,0,0,22.1,853218,0,0,2,3,1890,10477,0,0,422,Crystal Palace,Tottenham,,,,4.7,5.7
Daniel,James,MID,SWA,4500000,0,0,0.0,0.0,0.0,0,372,0,0,0,0,0,0,0,0.0,4,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,439,0,0,0,0,0,14,0,0,0,Sunderland,West Brom,,,,0.0,0.0
Matthew,James,MID,LEI,4500000,0,1,1.0,2.22222222222222e-07,2.22222222222222e-07,0,248,0,0,0,0,0,0,0,0.2,2,0,0,1,0,0.0,0,0.0,0,0,0,0,0,0.0,226,0,0,0,0,1,2,0,0,3,Man City,Tottenham,Bournemouth,,,0.0,0.0
Daryl,Janmaat,DEF,WAT,4500000,1,43,0.398148148148148,8.8477366255144e-08,9.55555555555555e-06,0,17599,1,25,0,0,0,1,0,9.6,265,-5,0,43,5,0.6,0,2.5,0,0,2,0,1,0.1,21153,0,0,0,0,1396,888,0,0,225,Everton,Chelsea,Man City,,,0.4,0.2
Vincent,Janssen,FWD,TOT,7500000,1,53,2.1,2.8e-07,7.0666666666666704e-06,0,116281,0,8,0,0,0,2,0,7.1,216,-5,0,53,5,0.2,0,1.5,3,0,3,0,3,0.8,64961,0,0,0,0,820,146,0,0,124,Man Utd,Leicester,Hull City,,,2.9,1.4
Adnan,Januzaj,MID,SUN,5300000,0,46,2.0,3.77358490566038e-07,8.679245283018871e-06,0,57599,3,36,0,0,0,0,0,8.7,115,-2,0,46,2,0.1,0,0.5,0,0,3,0,3,0.5,37884,0,33,0,0,1558,64,0,1,144,Swansea,Arsenal,Chelsea,,,2.6,1.0
Mile,Jedinak,MID,CRY,4500000,0,2,2.0,4.44444444444444e-07,4.44444444444444e-07,0,25970,0,1,0,0,0,0,0,0.4,11,0,0,2,0,0.0,0,0.0,0,0,0,0,0,0.1,1379,0,118,0,0,90,1,0,0,8,Hull City,Man Utd,,,,0.0,0.0
Carl,Jenkinson,DEF,ARS,4800000,0,2,0.0185185185185185,3.85802469135802e-09,4.1666666666666704e-07,0,10021,0,1,0,0,0,0,0,0.4,12,-2,0,2,2,0.0,0,0.0,0,0,0,0,0,0.1,9712,0,178,0,0,82,9,0,0,12,Stoke,Sunderland,Everton,,,0.0,0.0
,Jesus,FWD,MCI,8900000,5,37,0.342592592592593,3.84935497295048e-08,4.157303370786519e-06,0,437338,2,3,0,0,0,4,0,4.2,3469,-1,-1,37,1,0.3,0,2.8,6,0,2,0,2,11.3,931975,0,0,0,2,381,213037,1,0,134,Leicester,West Brom,Watford,,,0.4,0.2
,Joe Williams,MID,EVE,4500000,0,0,0.0,0.0,0.0,0,40,0,0,0,0,0,0,0,0.0,7,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,82,0,0,0,0,0,10,0,0,0,Watford,Arsenal,,,,0.0,0.0
,Joel Pereira,GLK,MUN,4000000,0,0,0.0,0.0,0.0,0,72,0,0,0,0,0,0,0,0.0,19,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,188,0,0,0,0,0,46,0,0,0,Tottenham,Southampton,Crystal Palace,,,0.0,0.0
Glen,Johnson,DEF,STK,4700000,1,56,2.5,5.31914893617021e-07,1.1914893617021302e-05,0,20195,1,30,0,0,0,0,0,11.9,152,-3,0,56,3,0.5,0,2.5,3,0,6,0,0,0.1,14407,0,324,0,0,1867,50,0,0,370,Arsenal,Southampton,,,,3.3,2.3
,Jonathan Benteke,FWD,CRY,4300000,0,1,1.0,2.3255813953488398e-07,2.3255813953488398e-07,0,32555,0,0,0,0,0,0,0,0.2,747,-2,0,1,2,0.0,0,0.0,0,0,0,0,0,0.4,42677,0,0,0,0,7,1557,0,0,3,Hull City,Man Utd,,,,0.0,0.0
Billy,Jones,DEF,SUN,4400000,15,55,2.3,5.22727272727273e-07,1.25e-05,0,3720,7,40,0,0,0,1,0,12.5,242,-1,0,55,1,1.0,0,4.3,6,0,5,0,0,0.1,7217,0,211,0,1,2000,2725,0,0,335,Swansea,Arsenal,Chelsea,,,4.4,1.7
David,Jones,MID,BUR,5000000,0,1,1.0,2e-07,2e-07,0,3030,1,1,0,0,0,0,0,0.2,2,0,0,1,0,0.0,0,0.0,0,0,0,0,0,0.0,195,0,0,0,0,86,3,0,0,8,Bournemouth,West Ham,,,,0.0,0.0
Phil,Jones,DEF,MUN,4500000,1,43,0.398148148148148,8.8477366255144e-08,9.55555555555555e-06,0,231001,1,12,0,0,0,0,0,9.6,417,-5,0,43,5,0.0,0,0.2,4,0,3,0,0,0.7,238234,0,64,0,0,1314,3313,0,0,286,Tottenham,Southampton,Crystal Palace,,,0.4,0.2
,Joselu,FWD,STK,5300000,0,0,0.0,0.0,0.0,0,6781,0,0,0,0,0,0,0,0.0,4,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.1,725,0,246,0,0,0,6,0,0,0,Arsenal,Southampton,,,,0.0,0.0
,Josh Robson,DEF,SUN,4000000,0,0,0.0,0.0,0.0,0,3807,0,0,0,0,0,0,0,0.0,31,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,5039,0,0,0,0,0,13,0,0,0,Swansea,Arsenal,Chelsea,,,0.0,0.0
Lukas,Jutkiewicz,FWD,BUR,4300000,0,2,1.0,2.3255813953488398e-07,4.65116279069767e-07,0,30863,0,0,0,0,0,0,0,0.5,185,-2,0,2,2,0.0,0,0.0,0,0,0,0,0,0.6,14657,0,0,0,0,13,140,0,0,5,Bournemouth,West Ham,,,,0.0,0.0
Christian,Kabasele,DEF,WAT,4800000,1,34,0.314814814814815,6.55864197530864e-08,7.08333333333333e-06,0,3138,1,15,0,0,0,2,0,7.1,13,-2,0,34,2,0.2,0,1.0,1,0,1,0,0,0.1,1456,0,0,0,0,735,37,0,0,138,Everton,Chelsea,Man City,,,0.4,0.2
Younes,Kaboul,DEF,WAT,4300000,0,57,2.5,5.81395348837209e-07,1.32558139534884e-05,0,67574,2,36,0,0,0,2,0,13.3,1204,-2,0,57,2,0.0,0,0.0,1,0,4,0,0,0.7,61758,0,231,0,0,1910,23,0,0,342,Everton,Chelsea,Man City,,,0.0,0.0
Sullay,Kaikai,MID,CRY,4500000,0,0,0.0,0.0,0.0,0,2295,0,0,0,0,0,0,0,0.0,10,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,230,0,9,0,0,0,5,0,0,0,Hull City,Man Utd,,,,0.0,0.0
Harry,Kane,FWD,TOT,11700000,2,176,6.5,5.55555555555556e-07,1.5042735042735e-05,0,2233283,3,16,0,0,0,21,0,15.0,35752,7,0,176,-7,0.5,1,5.8,26,0,14,0,6,19.9,2376506,0,1053,0,7,2265,49685,0,0,696,Man Utd,Leicester,Hull City,,,15.3,6.8
N'Golo,Kante,MID,CHE,4700000,0,79,2.4,5.1063829787234e-07,1.68085106382979e-05,0,800290,9,29,0,0,0,1,0,16.8,10123,-3,0,79,3,0.3,0,1.5,1,0,13,0,1,11.7,306599,0,501,0,0,2958,2531,0,0,523,West Brom,Watford,Sunderland,,,4.3,2.7
Bartosz,Kapustka,MID,LEI,5000000,0,0,0.0,0.0,0.0,0,5856,0,0,0,0,0,0,0,0.0,10,-5,0,0,5,0.0,0,0.0,0,0,0,0,0,0.1,589,0,0,0,0,0,8,0,0,0,Man City,Tottenham,Bournemouth,,,0.0,0.0
Loris,Karius,GLK,LIV,4300000,0,32,0.296296296296296,6.89061154177433e-08,7.44186046511628e-06,0,80719,0,12,0,20,0,0,0,7.4,181,-7,0,32,7,0.0,0,0.0,0,0,3,0,0,0.7,79150,0,0,0,0,900,19,0,0,153,West Ham,Middlesbrough,,,,0.1,0.1
Michael,Keane,DEF,BUR,5100000,0,113,3.2,6.274509803921571e-07,2.2156862745098e-05,0,154038,4,49,0,0,0,2,0,22.2,26739,1,0,113,-1,0.5,0,2.5,10,0,10,0,1,3.6,243212,0,0,0,3,3150,639,0,0,619,Bournemouth,West Ham,,,,0.0,4.7
Will,Keane,FWD,HUL,4400000,0,8,1.6,3.63636363636364e-07,1.81818181818182e-06,0,39906,0,10,0,0,0,0,0,1.8,101,-1,0,8,1,0.0,0,0.0,0,0,1,0,0,0.2,41451,0,0,0,0,280,95,0,0,9,Crystal Palace,Tottenham,,,,0.0,0.0
Martin,Kelly,DEF,CRY,4200000,0,39,1.4,3.3333333333333304e-07,9.28571428571429e-06,0,51830,4,42,0,0,0,0,0,9.3,1797,-3,0,39,3,0.3,0,1.2,0,0,1,0,2,0.6,58984,0,96,0,0,1944,527,0,0,286,Hull City,Man Utd,,,,1.1,0.7
,Kenedy,MID,CHE,5100000,0,1,0.009259259259259259,1.81554103122731e-09,1.9607843137254898e-07,0,2252,0,0,0,0,0,0,0,0.2,6,-4,0,1,4,0.0,0,0.0,0,0,0,0,0,0.0,1273,0,86,0,0,16,6,0,0,2,West Brom,Watford,Sunderland,,,0.0,0.0
Jonjoe,Kenny,DEF,EVE,4000000,1,1,1.0,2.5e-07,2.5e-07,0,1037,0,0,0,0,0,0,0,0.3,53,0,0,1,0,0.1,0,0.3,0,0,0,0,0,0.0,1727,0,0,0,0,13,46,0,0,2,Watford,Arsenal,,,,0.0,0.0
Wahbi,Khazri,MID,SUN,6000000,0,31,0.287037037037037,4.7839506172839506e-08,5.16666666666667e-06,0,11938,5,20,0,0,0,1,0,5.2,77,-5,0,31,5,0.6,0,3.3,3,0,1,0,0,0.1,1344,0,172,0,0,795,49,0,0,99,Swansea,Arsenal,Chelsea,,,0.2,0.1
,Ki Sung-yueng,MID,SWA,5000000,3,34,0.314814814814815,6.2962962962963e-08,6.8e-06,0,4902,3,28,0,0,0,0,0,6.8,16,-5,0,34,5,0.5,0,2.5,0,0,3,0,0,0.0,1601,0,241,0,0,1215,85,0,0,195,Sunderland,West Brom,,,,0.2,0.2
Michael,Kightly,MID,BUR,4200000,0,6,1.2,2.85714285714286e-07,1.4285714285714301e-06,0,34139,0,1,0,0,0,0,0,1.4,239,-3,0,6,3,0.0,0,0.0,0,0,0,0,0,0.6,29240,0,0,0,0,104,8,0,0,20,Bournemouth,West Ham,,,,0.0,0.0
Andy,King,MID,LEI,4700000,1,37,0.342592592592593,7.289204097714731e-08,7.872340425531911e-06,0,18321,4,23,0,0,0,1,0,7.9,68,-3,0,37,3,0.2,0,0.8,1,0,1,0,0,0.2,10149,0,174,0,0,1289,124,0,0,188,Man City,Tottenham,Bournemouth,,,0.4,0.2
Joshua,King,MID,BOU,6200000,5,169,4.8,7.741935483870971e-07,2.7258064516129e-05,0,278421,1,53,0,0,0,15,0,27.3,62468,7,0,169,-7,1.0,1,6.5,15,0,9,0,3,19.1,1077914,0,321,0,3,2624,26550,0,0,527,Burnley,Leicester,,,,6.8,4.5
Stephen,Kingsley,DEF,SWA,3900000,0,28,0.25925925925925897,6.64767331433998e-08,7.179487179487179e-06,0,524727,0,20,0,0,0,0,0,7.2,9761,-1,0,28,1,0.5,0,2.0,2,0,3,0,0,8.8,660090,0,75,0,1,1035,6904,0,0,189,Sunderland,West Brom,,,,0.1,0.1
Jan,Kirchhoff,MID,SUN,4200000,0,12,1.7,4.0476190476190503e-07,2.8571428571428602e-06,0,3796,1,11,0,0,0,0,0,2.9,24,-3,0,12,3,0.0,0,0.0,0,0,0,0,1,0.0,1805,0,118,0,0,433,8,0,0,61,Swansea,Arsenal,Chelsea,,,0.0,0.0
Ragnar,Klavan,DEF,LIV,4400000,0,43,2.1,4.772727272727271e-07,9.772727272727271e-06,0,91367,3,19,0,0,0,0,0,9.8,1029,-6,0,43,6,0.1,0,0.3,4,0,3,0,0,0.6,67675,0,0,0,0,1410,93,0,0,292,West Ham,Middlesbrough,,,,2.0,2.0
