FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
Ritchie,de Laet,DEF,LEI,4400000,0,0,0.0,0.0,0.0,0,5998,0,0,0,0,0,0,0,0.0,6,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,300,0,129,0,0,0,4,0,0,0,West Brom,Watford,Man City,Tottenham,Bournemouth,0.0,0.0,0.0,0.0
Carlos,De Pena,MID,MID,4200000,0,0,0.0,0.0,0.0,0,15687,0,0,0,0,0,0,0,0.0,120,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,0.2,15563,0,0,0,0,0,7,0,0,0,Man City,Chelsea,Southampton,Liverpool,,0.0,0.0,0.0,0.0
Marten,de Roon,MID,MID,4400000,12,87,2.9,6.59090909090909e-07,1.97727272727273e-05,0,131277,6,37,0,0,0,4,0,19.8,10643,-1,0,87,1,0.9,0,4.0,5,0,8,0,1,2.2,212694,0,0,0,2,2503,3653,0,0,375,Man City,Chelsea,Southampton,Liverpool,,2.1,1.5,2.6,1.4
Julien,de Sart,MID,MID,4300000,0,0,0.0,0.0,0.0,0,3468,0,0,0,0,0,0,0,0.0,7,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.0,2418,0,0,0,0,0,1,0,0,0,Man City,Chelsea,Southampton,Liverpool,,0.0,0.0,0.0,0.0
Mathieu,Debuchy,DEF,ARS,4600000,0,1,0.00980392156862745,2.1312872975277105e-09,2.1739130434782601e-07,0,10623,0,0,0,0,0,0,0,0.2,23,-4,0,1,4,0.0,0,0.0,0,0,0,0,0,0.2,2084,0,11,0,0,15,23,0,0,2,Tottenham,Man Utd,Southampton,Stoke,Sunderland,0.0,0.0,0.0,0.0
Troy,Deeney,FWD,WAT,6700000,2,124,3.9,5.82089552238806e-07,1.85074626865672e-05,0,756419,6,49,0,0,0,10,0,18.2,28288,-3,1,124,3,0.5,0,3.2,18,0,6,0,4,5.7,793173,1,629,0,2,2707,5100,-1,0,431,Liverpool,Leicester,Everton,Chelsea,Man City,5.5,3.4,5.3,4.8
Jermain,Defoe,FWD,SUN,7500000,2,154,4.7,6.26666666666667e-07,2.05333333333333e-05,0,1833726,1,58,0,0,0,14,0,20.3,38570,5,1,154,-5,0.3,0,2.0,24,0,5,0,3,17.4,2242057,0,595,0,6,2962,11308,-1,0,497,Bournemouth,Hull City,Swansea,Arsenal,Chelsea,6.6,5.2,11.3,4.0
Steven,Defour,MID,BUR,5600000,0,53,0.519607843137255,9.27871148459384e-08,9.46428571428571e-06,0,31322,1,13,0,0,0,1,0,9.5,30,-4,0,53,4,0.1,0,0.4,6,0,5,0,3,0.2,30846,0,0,0,0,1055,24,0,0,242,Crystal Palace,West Brom,Bournemouth,West Ham,,0.3,0.3,0.3,0.3
Damien,Delaney,DEF,CRY,4800000,2,50,1.9,3.9583333333333297e-07,1.0416666666666699e-05,0,38542,7,35,0,0,0,0,0,10.4,177,-2,0,50,2,0.1,0,0.7,3,0,3,0,2,0.5,15047,0,366,0,1,1904,170,0,0,324,Burnley,Man City,Hull City,Man Utd,,1.6,1.4,1.9,1.2
Fabian,Delph,MID,MCI,4700000,0,13,0.127450980392157,2.7117229870671702e-08,2.7659574468085098e-06,0,7552,1,4,0,0,0,1,0,2.8,196,-3,0,13,3,0.3,0,1.6,0,0,0,0,0,0.1,3013,0,156,0,0,224,58,0,0,62,Middlesbrough,Crystal Palace,Leicester,West Brom,Watford,0.1,0.1,0.2,0.1
Mousa,Dembele,MID,TOT,5400000,1,70,0.686274509803921,1.27087872185911e-07,1.2962962962963e-05,0,31980,5,16,0,0,0,1,0,13.0,1960,-1,0,70,1,0.6,0,3.2,6,0,11,0,2,0.5,39587,0,473,0,0,1898,595,0,0,421,Arsenal,West Ham,Man Utd,Leicester,Hull City,0.0,0.3,0.6,0.3
Jason,Denayer,DEF,SUN,4700000,2,49,2.2,4.68085106382979e-07,1.0425531914893598e-05,0,4447,2,29,0,0,0,0,0,10.4,87,-3,0,49,3,0.3,0,1.4,2,0,5,0,0,0.1,2523,1,0,0,0,1769,73,0,0,294,Bournemouth,Hull City,Swansea,Arsenal,Chelsea,0.0,1.5,4.1,1.5
Memphis,Depay,MID,MUN,7100000,0,3,0.8,1.12676056338028e-07,4.2253521126760605e-07,0,7874,1,1,0,0,0,0,0,0.4,15,-4,0,3,4,0.0,0,0.0,0,0,0,0,0,0.2,1100,0,259,0,0,24,7,0,0,6,Swansea,Arsenal,Tottenham,Southampton,Crystal Palace,0.0,0.0,0.0,0.0
Gerard,Deulofeu,MID,EVE,5900000,0,13,1.2,2.03389830508475e-07,2.20338983050847e-06,0,133348,1,6,0,0,0,0,0,2.2,73,-6,0,13,6,0.0,0,0.0,0,0,0,0,0,0.8,19177,0,283,0,0,460,11,0,0,53,Chelsea,Swansea,Watford,Arsenal,,0.0,0.0,0.0,0.0
Mohamed,Diame,MID,HUL,5500000,0,0,0.0,0.0,0.0,0,866,0,0,0,0,0,0,0,0.0,5,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,296,0,0,0,0,0,5,0,0,0,Southampton,Sunderland,Crystal Palace,Tottenham,,0.0,0.0,0.0,0.0
Eric,Dier,MID,TOT,5000000,3,82,2.6,5.2e-07,1.64e-05,0,412507,6,20,0,0,0,2,0,16.4,3531,-5,0,82,5,1.1,0,5.4,4,0,15,0,0,5.0,81276,0,526,0,1,2611,7026,0,0,437,Arsenal,West Ham,Man Utd,Leicester,Hull City,2.0,1.3,3.7,1.7
Adama,Diomande,FWD,HUL,4400000,0,42,1.9,4.31818181818182e-07,9.54545454545455e-06,0,514758,1,29,0,0,0,2,0,9.5,3458,-1,0,42,1,0.0,0,0.0,2,0,2,0,0,3.7,537117,0,0,0,0,1171,562,0,0,127,Southampton,Sunderland,Crystal Palace,Tottenham,,1.1,2.2,1.1,1.7
Mame Biram,Diouf,FWD,STK,5700000,1,39,1.6,2.80701754385965e-07,6.8421052631578906e-06,0,35846,3,23,0,0,0,0,0,6.8,115,-3,0,39,3,0.2,0,1.0,0,0,4,0,2,0.3,18675,0,245,0,0,1180,79,0,0,152,West Ham,Bournemouth,Arsenal,Southampton,,1.4,0.8,1.3,0.8
Brice,Dja Djedje,DEF,WAT,4400000,0,0,0.0,0.0,0.0,0,1180,0,0,0,0,0,0,0,0.0,2,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,113,0,0,0,0,0,2,0,0,0,Liverpool,Leicester,Everton,Chelsea,Man City,0.0,0.0,0.0,0.0
Papy,Djilobodji,DEF,SUN,4300000,0,24,0.23529411764705901,5.47195622435021e-08,5.58139534883721e-06,0,17203,4,35,0,0,0,0,0,5.6,90,-2,0,24,2,0.0,0,0.0,0,0,2,0,0,0.2,12217,0,0,0,0,1577,19,0,1,281,Bournemouth,Hull City,Swansea,Arsenal,Chelsea,0.1,0.1,0.2,0.1
Abdoulaye,Doucoure,MID,WAT,4600000,2,29,0.28431372549019607,6.180733162830349e-08,6.30434782608696e-06,0,1236,3,18,0,0,0,1,0,6.3,25,-4,0,29,4,0.5,0,2.2,0,0,4,0,0,0.0,708,0,0,0,0,902,10,0,0,150,Liverpool,Leicester,Everton,Chelsea,Man City,0.1,0.1,0.2,0.1
Stewart,Downing,MID,MID,4900000,5,70,2.7,5.510204081632651e-07,1.42857142857143e-05,0,58249,1,29,0,0,0,1,0,14.3,4143,-6,0,70,6,0.6,0,3.0,3,0,7,0,3,0.5,32347,0,0,0,0,1885,104,0,0,325,Man City,Chelsea,Southampton,Liverpool,,1.9,1.4,2.3,1.4
Luke,Dreher,MID,CRY,4400000,0,0,0.0,0.0,0.0,0,249,0,0,0,0,0,0,0,0.0,8,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,355,0,0,0,0,0,14,0,0,0,Burnley,Man City,Hull City,Man Utd,,0.0,0.0,0.0,0.0
Daniel,Drinkwater,MID,LEI,5300000,2,64,2.4,4.52830188679245e-07,1.2075471698113199e-05,0,329026,5,44,0,0,0,1,0,12.1,958,-2,0,64,2,0.4,0,2.2,3,0,6,0,1,3.7,87248,0,592,0,0,2310,414,0,0,367,West Brom,Watford,Man City,Tottenham,Bournemouth,1.2,3.0,3.1,2.2
Nathan,Dyer,MID,SWA,4700000,0,12,1.5,3.1914893617021297e-07,2.5531914893617e-06,0,7826,0,11,0,0,0,0,0,2.6,16,-3,0,12,3,0.0,0,0.0,0,0,0,0,1,0.1,1848,0,64,0,0,214,1,0,0,47,Man Utd,Everton,Sunderland,West Brom,,0.0,0.0,0.0,0.0
,Eduardo,GLK,CHE,4500000,0,0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0,0.0,4,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,8,0,0,0,0,0,3,0,0,0,Everton,Middlesbrough,West Brom,Watford,Sunderland,0.0,0.0,0.0,0.0
Thomas,Edwards,DEF,STK,4000000,0,0,0.0,0.0,0.0,0,257,0,0,0,0,0,0,0,0.0,18,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,569,0,0,0,0,0,19,0,0,0,West Ham,Bournemouth,Arsenal,Southampton,,0.0,0.0,0.0,0.0
Oviemuno,Ejaria,MID,LIV,4400000,0,2,1.0,2.2727272727272702e-07,4.54545454545455e-07,0,268,0,0,0,0,0,0,0,0.5,7,-1,0,2,1,0.0,0,0.0,0,0,0,0,0,0.0,259,0,0,0,0,8,2,0,0,6,Watford,Southampton,West Ham,Middlesbrough,,0.0,0.0,0.0,0.0
Omar,Elabdellaoui,DEF,HUL,4400000,0,14,0.137254901960784,3.11942959001782e-08,3.18181818181818e-06,0,1011,0,9,0,0,0,0,0,3.1,53,-1,1,14,1,0.0,0,0.0,0,0,1,0,0,0.0,1436,0,0,0,0,525,2,-1,0,99,Southampton,Sunderland,Crystal Palace,Tottenham,,0.0,0.1,0.1,0.1
Andrew,Eleftheriou,DEF,WAT,4000000,0,0,0.0,0.0,0.0,0,691,0,0,0,0,0,0,0,0.0,21,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,1074,0,0,0,0,0,12,0,0,0,Liverpool,Leicester,Everton,Chelsea,Man City,0.0,0.0,0.0,0.0
Ahmed,Elmohamady,MID,HUL,4600000,3,55,1.9,4.1304347826086996e-07,1.19565217391304e-05,0,22757,2,56,0,0,0,0,0,12.0,69,-4,0,55,4,0.3,0,1.6,1,0,2,0,2,0.2,8737,1,0,0,0,2239,42,0,1,385,Southampton,Sunderland,Crystal Palace,Tottenham,,1.0,2.1,1.0,1.3
Mohamed,Elneny,MID,ARS,4500000,0,26,0.254901960784314,5.664488017429191e-08,5.7777777777777805e-06,0,32982,1,9,0,0,0,0,0,5.8,89,-5,0,26,5,0.2,0,0.8,0,0,3,0,1,0.4,10912,0,134,0,0,694,53,0,0,133,Tottenham,Man Utd,Southampton,Stoke,Sunderland,0.1,0.2,0.2,0.1
Elliot,Embleton,MID,SUN,4400000,0,0,0.0,0.0,0.0,0,234,0,0,0,0,0,0,0,0.0,4,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,390,0,0,0,0,0,15,0,0,0,Bournemouth,Hull City,Swansea,Arsenal,Chelsea,0.0,0.0,0.0,0.0
Marvin,Emnes,FWD,SWA,4400000,0,0,0.0,0.0,0.0,0,25750,0,0,0,0,0,0,0,0.0,75,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.3,15403,0,4,0,0,0,9,0,0,0,Man Utd,Everton,Sunderland,West Brom,,0.0,0.0,0.0,0.0
Christian,Eriksen,MID,TOT,8800000,11,193,6.0,6.81818181818182e-07,2.1931818181818202e-05,0,991428,0,21,0,0,0,8,0,21.9,12780,3,0,193,-3,0.9,0,8.0,26,0,15,0,16,18.4,1315737,0,738,0,5,2799,30694,0,0,702,Arsenal,West Ham,Man Utd,Leicester,Hull City,7.1,4.7,13.4,6.4
,Ethan Robson,MID,SUN,4500000,0,0,0.0,0.0,0.0,0,125,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,144,0,0,0,0,0,2,0,0,0,Bournemouth,Hull City,Swansea,Arsenal,Chelsea,0.0,0.0,0.0,0.0
,Evandro,MID,HUL,4900000,1,12,0.11764705882352902,2.4009603841536604e-08,2.44897959183673e-06,0,670,1,5,0,0,0,0,0,2.4,13,-1,0,12,1,0.1,0,0.4,0,0,2,0,0,0.0,773,0,0,0,0,410,4,0,0,65,Southampton,Sunderland,Crystal Palace,Tottenham,,0.1,0.1,0.1,0.1
Jonny,Evans,DEF,WBA,4400000,0,65,2.5,5.68181818181818e-07,1.4772727272727301e-05,0,379363,8,32,0,0,0,1,0,14.8,1937,-1,0,65,1,0.7,0,3.0,6,0,4,0,1,4.3,253414,0,343,0,1,2227,2877,0,0,393,Leicester,Burnley,Chelsea,Man City,Swansea,2.4,1.5,4.6,1.9
Lukasz,Fabianski,GLK,SWA,4800000,9,99,2.9,6.04166666666667e-07,2.0625e-05,0,160110,1,68,0,106,0,0,0,20.6,1133,-2,0,99,2,1.0,0,4.8,7,0,6,0,0,3.4,155398,0,366,1,0,3060,1423,0,0,585,Man Utd,Everton,Sunderland,West Brom,,2.2,3.1,2.1,3.7
,Fabio,DEF,MID,4400000,0,56,0.549019607843137,1.2477718360071302e-07,1.27272727272727e-05,0,34690,6,20,0,0,0,0,0,12.7,1525,-1,0,56,1,0.2,0,1.0,8,0,6,0,0,0.4,50257,0,0,0,0,1505,77,0,0,298,Man City,Chelsea,Southampton,Liverpool,,0.3,0.3,0.3,0.3
Cesc,Fabregas,MID,CHE,6900000,4,88,0.862745098039216,1.2503552145495902e-07,1.2753623188405802e-05,0,280370,8,13,0,0,0,4,0,12.8,1250,-6,0,88,6,0.5,0,3.4,11,0,2,0,10,1.9,104408,0,617,0,2,1049,1605,0,0,391,Everton,Middlesbrough,West Brom,Watford,Sunderland,0.4,0.4,1.0,0.6
Adam,Federici,GLK,BOU,4400000,0,8,4.0,9.09090909090909e-07,1.81818181818182e-06,0,4223,1,3,0,5,0,0,0,1.8,28,-1,0,8,1,0.0,0,0.0,1,0,1,0,0,0.1,2170,0,31,0,0,180,9,0,0,37,Sunderland,Stoke,Burnley,Leicester,,0.0,0.0,0.0,0.0
Sofiane,Feghouli,MID,WHU,5000000,0,46,0.450980392156863,9.019607843137249e-08,9.2e-06,0,158205,1,19,0,0,0,2,0,9.2,1305,-5,0,46,5,0.1,0,0.6,3,0,1,0,3,0.8,34811,0,0,0,1,916,18,0,1,189,Stoke,Tottenham,Liverpool,Burnley,,0.2,0.2,0.2,0.2
Marouane,Fellaini,MID,MUN,5800000,3,45,1.7,2.9310344827586197e-07,7.75862068965517e-06,0,22138,8,14,0,0,0,1,0,7.8,2079,-2,0,45,2,0.3,0,2.0,0,0,9,0,0,0.3,16449,0,164,0,0,1530,173,0,1,241,Swansea,Arsenal,Tottenham,Southampton,Crystal Palace,0.0,0.0,1.6,0.9
Leroy,Fer,MID,SWA,4800000,1,90,3.0,6.25e-07,1.875e-05,0,693489,9,48,0,0,0,6,0,18.8,9764,-2,0,90,2,0.4,0,1.8,5,0,4,0,2,4.8,746971,0,107,0,2,2255,118,0,0,393,Man Utd,Everton,Sunderland,West Brom,,0.0,3.1,2.7,2.9
Edimilson,Fernandes,MID,WHU,4700000,2,28,0.27450980392156893,5.84063412599082e-08,5.95744680851064e-06,0,845,3,13,0,0,0,0,0,6.0,4,-3,0,28,3,0.3,0,1.4,0,0,2,0,0,0.0,863,0,0,0,0,731,8,0,0,100,Stoke,Tottenham,Liverpool,Burnley,,0.1,0.1,0.1,0.1
Federico,Fernandez,DEF,SWA,4200000,6,46,2.0,4.76190476190476e-07,1.0952380952381e-05,0,80564,5,39,0,0,0,0,0,11.0,1739,-3,0,46,3,0.8,0,3.2,1,0,4,0,1,1.7,52901,0,333,0,1,2070,718,0,0,355,Man Utd,Everton,Sunderland,West Brom,,1.2,1.8,1.1,2.2
,Fernandinho,MID,MCI,5300000,3,61,2.3,4.33962264150943e-07,1.15094339622642e-05,0,131069,4,23,0,0,0,1,0,11.5,632,-2,0,61,2,0.3,0,1.8,3,0,8,0,1,1.4,82123,0,417,0,0,2305,717,0,2,380,Middlesbrough,Crystal Palace,Leicester,West Brom,Watford,1.7,1.5,4.1,1.8
,Fernando,MID,MCI,4700000,0,17,0.166666666666667,3.54609929078014e-08,3.61702127659574e-06,0,15761,3,9,0,0,0,0,0,3.6,52,-3,0,17,3,0.0,0,0.2,1,0,1,0,0,0.2,7992,0,236,0,0,558,51,0,0,99,Middlesbrough,Crystal Palace,Leicester,West Brom,Watford,0.1,0.1,0.2,0.1
Sam,Field,MID,WBA,4300000,0,8,0.0784313725490196,1.82398540811674e-08,1.86046511627907e-06,0,669,1,1,0,0,0,0,0,1.9,3,-2,0,8,2,0.0,0,0.0,0,0,1,0,0,0.0,678,0,0,0,0,172,4,0,0,43,Leicester,Burnley,Chelsea,Man City,Swansea,0.0,0.0,0.0,0.0
Roberto,Firmino,MID,LIV,8700000,2,168,5.3,6.09195402298851e-07,1.93103448275862e-05,0,1349807,5,39,0,0,0,11,0,19.3,22773,2,-1,168,-2,0.6,0,5.6,17,0,8,0,10,13.5,1487484,0,522,0,6,2804,23351,1,0,599,Watford,Southampton,West Ham,Middlesbrough,,5.9,6.2,4.3,7.2
Viktor,Fischer,MID,MID,4900000,0,21,0.20588235294117604,4.20168067226891e-08,4.28571428571429e-06,0,43964,0,6,0,0,0,0,0,4.3,20,-6,0,21,6,0.0,0,0.0,0,0,1,0,2,0.2,2184,0,0,0,0,407,1,0,0,74,Man City,Chelsea,Southampton,Liverpool,,0.1,0.1,0.1,0.1
Mathieu,Flamini,MID,CRY,4200000,0,11,0.107843137254902,2.56769374416433e-08,2.61904761904762e-06,0,5947,0,4,0,0,0,0,0,2.6,113,-3,0,11,3,0.1,0,0.3,0,0,0,0,0,0.1,7284,0,0,0,0,250,92,0,0,44,Burnley,Man City,Hull City,Man Utd,,0.1,0.1,0.1,0.1
Jon,Flanagan,DEF,BUR,4300000,0,8,0.0784313725490196,1.82398540811674e-08,1.86046511627907e-06,0,19141,2,4,0,0,0,0,0,1.9,60,-2,0,8,2,0.0,0,0.0,0,0,1,0,0,0.2,5068,0,67,0,0,315,16,0,0,51,Crystal Palace,West Brom,Bournemouth,West Ham,,0.0,0.0,0.0,0.0
Ashley,Fletcher,FWD,WHU,5000000,0,13,0.127450980392157,2.54901960784314e-08,2.6e-06,0,13183,2,10,0,0,0,0,0,2.6,79,0,0,13,0,0.0,0,0.0,0,0,0,0,0,0.1,13994,0,0,0,0,322,43,0,0,24,Stoke,Tottenham,Liverpool,Burnley,,0.1,0.1,0.1,0.1
Darren,Fletcher,MID,WBA,4500000,0,91,2.8,6.22222222222222e-07,2.02222222222222e-05,0,610627,0,37,0,0,0,2,0,20.2,9373,0,0,91,0,0.5,0,2.3,2,0,8,0,2,8.6,436914,0,403,0,1,2849,3331,0,0,400,Leicester,Burnley,Chelsea,Man City,Swansea,3.3,2.0,3.7,1.9
Michael,Folivi,FWD,WAT,4500000,0,1,1.0,2.22222222222222e-07,2.22222222222222e-07,0,390,0,0,0,0,0,0,0,0.2,5,0,0,1,0,0.0,0,0.0,0,0,0,0,0,0.0,470,0,0,0,0,10,4,0,0,2,Liverpool,Leicester,Everton,Chelsea,Man City,0.0,0.0,0.0,0.0
Jose,Fonte,DEF,WHU,5300000,5,79,2.7,5.09433962264151e-07,1.49056603773585e-05,0,241865,4,44,0,0,0,0,0,14.9,1010,-2,0,79,2,0.5,0,2.6,6,0,9,0,0,3.2,155106,0,487,0,0,2610,282,0,0,511,Stoke,Tottenham,Liverpool,Burnley,,2.4,3.0,3.5,1.7
Adam,Forshaw,MID,MID,4500000,5,72,2.4,5.33333333333333e-07,1.6e-05,0,48361,3,27,0,0,0,0,0,16.0,890,0,0,72,0,0.3,0,1.5,3,0,9,0,2,0.4,61530,0,0,0,0,2401,70,0,0,390,Man City,Chelsea,Southampton,Liverpool,,1.5,1.2,1.9,1.2
Fraser,Forster,GLK,SOU,5000000,1,101,3.2,6.4e-07,2.02e-05,0,212730,3,44,0,61,0,0,0,20.2,2728,0,0,101,0,0.7,0,3.4,1,0,11,0,0,4.2,180864,0,233,0,0,2880,12007,0,0,495,Hull City,Liverpool,Arsenal,Middlesbrough,Man Utd,4.2,8.1,5.6,4.2
Ben,Foster,GLK,WBA,4700000,0,102,3.1,6.59574468085106e-07,2.17021276595745e-05,0,477732,2,42,0,101,0,0,0,21.7,9752,2,0,102,-2,0.6,0,3.0,4,0,6,0,0,13.4,668220,0,129,0,2,2970,2594,0,0,559,Leicester,Burnley,Chelsea,Man City,Swansea,3.3,2.1,6.3,2.7
Timothy,Fosu-Mensah,DEF,MUN,4100000,1,3,1.0,2.4390243902438996e-07,7.317073170731709e-07,0,9808,0,0,0,0,0,0,0,0.7,120,-4,0,3,4,0.1,0,0.3,0,0,0,0,0,0.1,4111,0,40,0,0,7,42,0,0,8,Swansea,Arsenal,Tottenham,Southampton,Crystal Palace,0.0,0.0,0.0,0.0
Simon,Francis,DEF,BOU,4500000,6,77,2.6,5.77777777777778e-07,1.7111111111111098e-05,0,172543,3,50,0,0,0,0,0,17.1,751,0,0,77,0,0.6,0,2.8,5,0,9,0,1,1.3,167742,0,462,0,1,2578,1772,0,1,559,Sunderland,Stoke,Burnley,Leicester,,1.7,3.3,2.8,1.3
Ryan,Fraser,MID,BOU,4600000,6,87,0.852941176470588,1.8542199488491002e-07,1.89130434782609e-05,0,104565,3,29,0,0,0,3,0,18.9,2234,-4,0,87,4,0.5,0,2.2,8,0,6,0,7,1.3,157217,0,0,0,2,1544,3270,0,0,294,Sunderland,Stoke,Burnley,Leicester,,0.4,0.4,0.5,0.4
George,Friend,DEF,MID,4200000,5,52,2.6,6.19047619047619e-07,1.23809523809524e-05,0,291987,4,25,0,0,0,0,0,12.4,1922,-3,0,52,3,0.2,0,1.0,6,0,4,0,2,1.9,154116,0,0,0,0,1604,346,0,0,317,Man City,Chelsea,Southampton,Liverpool,,2.5,2.0,3.2,2.6
Dael,Fry,DEF,MID,4000000,0,0,0.0,0.0,0.0,0,65924,0,0,0,0,0,0,0,0.0,118,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.5,4529,0,0,0,0,0,27,0,0,0,Man City,Chelsea,Southampton,Liverpool,,0.0,0.0,0.0,0.0
Ezekiel,Fryers,DEF,CRY,4500000,0,9,0.0882352941176471,1.96078431372549e-08,2e-06,0,929,0,7,0,0,0,0,0,2.0,6,0,0,9,0,0.0,0,0.0,0,0,0,0,1,0.0,1051,0,0,0,0,188,6,0,0,38,Burnley,Man City,Hull City,Man Utd,,0.0,0.0,0.0,0.0
Christian,Fuchs,DEF,LEI,5300000,1,87,2.8,5.283018867924531e-07,1.64150943396226e-05,0,423922,9,48,0,0,0,2,0,16.4,3188,-2,0,87,2,0.6,0,3.4,6,0,6,0,4,5.4,196558,0,482,0,1,2653,2263,0,0,572,West Brom,Watford,Man City,Tottenham,Bournemouth,2.3,3.3,5.4,3.7
Jay,Fulton,MID,SWA,4400000,0,19,0.186274509803922,4.2335115864527594e-08,4.31818181818182e-06,0,1537,2,15,0,0,0,0,0,4.3,10,-1,0,19,1,0.1,0,0.4,0,0,3,0,0,0.0,989,0,4,0,0,690,2,0,0,92,Man Utd,Everton,Sunderland,West Brom,,0.1,0.1,0.1,0.1
Ramiro,Funes Mori,DEF,EVE,4500000,0,69,3.0,6.66666666666667e-07,1.53333333333333e-05,0,206714,0,19,0,0,0,0,0,15.3,2803,-5,0,69,5,0.0,0,0.0,4,0,7,0,1,1.5,156965,0,304,0,0,1543,31,0,0,365,Chelsea,Swansea,Watford,Arsenal,,0.0,0.0,0.0,0.0
Manolo,Gabbiadini,FWD,SOU,6500000,5,32,0.313725490196078,4.82654600301659e-08,4.9230769230769205e-06,0,408092,1,10,0,0,0,4,0,5.0,4877,0,-1,32,0,0.2,0,1.2,4,0,1,0,1,6.8,699632,0,0,0,1,421,161485,1,0,129,Hull City,Liverpool,Arsenal,Middlesbrough,Man Utd,0.2,0.4,0.4,0.2
,Gabriel,DEF,ARS,4800000,6,45,0.44117647058823495,9.19117647058823e-08,9.375e-06,0,43562,4,16,0,0,0,0,0,9.4,1551,-2,0,45,2,0.7,0,3.4,2,0,5,0,0,0.8,65032,0,244,0,0,1391,16930,0,0,288,Tottenham,Man Utd,Southampton,Stoke,Sunderland,0.2,0.4,0.4,0.2
Brendan,Galloway,DEF,WBA,4000000,0,9,0.0882352941176471,2.20588235294118e-08,2.25e-06,0,19665,0,3,0,0,0,0,0,2.3,69,-5,0,9,5,0.0,0,0.0,0,0,1,0,0,0.2,16288,0,126,0,0,247,43,0,0,44,Leicester,Burnley,Chelsea,Man City,Swansea,0.0,0.0,0.0,0.0
Cristian,Gamboa,DEF,WBA,4000000,0,0,0.0,0.0,0.0,0,29280,0,0,0,0,0,0,0,0.0,62,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.4,2005,0,0,0,0,0,3,0,0,0,Leicester,Burnley,Chelsea,Man City,Swansea,0.0,0.0,0.0,0.0
,Garcia,MID,MCI,5000000,0,3,0.0294117647058824,5.8823529411764695e-09,6e-07,0,612,0,1,0,0,0,0,0,0.6,5,0,0,3,0,0.0,0,0.0,0,0,0,0,0,0.0,584,0,0,0,0,29,4,0,0,11,Middlesbrough,Crystal Palace,Leicester,West Brom,Watford,0.0,0.0,0.0,0.0
Craig,Gardner,MID,WBA,5100000,0,14,1.6,3.13725490196078e-07,2.7450980392156897e-06,0,7424,1,6,0,0,0,0,0,2.7,3,-4,0,14,4,0.0,0,0.0,0,0,1,0,1,0.1,5098,0,244,0,0,218,0,0,0,52,Leicester,Burnley,Chelsea,Man City,Swansea,0.0,0.0,0.0,0.0
Florin,Gardos,DEF,SOU,4000000,0,0,0.0,0.0,0.0,0,5847,0,0,0,0,0,0,0,0.0,42,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,5753,0,0,0,0,0,21,0,0,0,Hull City,Liverpool,Arsenal,Middlesbrough,Man Utd,0.0,0.0,0.0,0.0
Paulo,Gazzaniga,GLK,SOU,4500000,0,0,0.0,0.0,0.0,0,328,0,0,0,0,0,0,0,0.0,5,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,142,0,15,0,0,0,3,0,0,0,Hull City,Liverpool,Arsenal,Middlesbrough,Man Utd,0.0,0.0,0.0,0.0
Rudy,Gestede,FWD,MID,4600000,2,18,0.17647058823529396,3.8363171355498705e-08,3.91304347826087e-06,0,9013,2,8,0,0,0,1,0,3.8,1003,-4,1,18,4,0.2,0,1.0,0,0,1,0,0,0.1,13556,0,0,0,0,444,157,-1,0,66,Man City,Chelsea,Southampton,Liverpool,,0.1,0.1,0.1,0.1
