FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW36Forecast,GW37Forecast,GW38Forecast
Etienne,Capoue,MID,WAT,4500000,1,118,3.6,8e-07,2.62222222222222e-05,0,1686689,5,48,0,0,0,6,0,26.2,12860,0,0,118,0,0.6,0,2.8,14,0,7,0,2,23.0,2343747,0,347,0,3,2878,11596,0,0,486,Leicester,Everton,Chelsea,Man City,,2.7,4.3,3.2
Baily,Cargill,DEF,BOU,4000000,0,1,0.00952380952380952,2.38095238095238e-09,2.5e-07,0,660,0,0,0,0,0,0,0,0.3,37,0,0,1,0,0.0,0,0.0,0,0,0,0,0,0.0,1390,0,0,0,0,13,13,0,0,5,Stoke,Burnley,Leicester,,,0.0,0.0,0.0
Michael,Carrick,MID,MUN,4200000,2,37,0.352380952380952,8.39002267573696e-08,8.80952380952381e-06,0,134454,1,10,0,0,0,0,0,8.8,1394,-3,0,37,3,0.4,0,1.5,0,0,5,0,0,1.7,146379,0,275,0,0,1348,1436,0,0,243,Arsenal,Tottenham,Southampton,Crystal Palace,,0.2,0.4,0.2
Andy,Carroll,FWD,WHU,6000000,0,69,3.8,6.33333333333333e-07,1.15e-05,0,691232,3,27,0,0,0,7,0,11.5,5166,-5,0,69,5,0.2,0,1.4,6,0,3,0,2,2.2,486687,0,381,0,1,1312,100,0,0,256,Tottenham,Liverpool,Burnley,,,0.0,0.0,3.4
Tom,Carroll,MID,SWA,4100000,2,44,0.41904761904761895,1.0220673635307801e-07,1.07317073170732e-05,0,55948,1,17,0,0,0,1,0,10.7,3278,-4,0,44,4,0.8,0,3.2,4,0,3,0,2,1.8,120942,0,93,0,0,1119,9317,0,0,205,Everton,Sunderland,West Brom,,,0.2,0.2,0.2
Cameron,Carter-Vickers,DEF,TOT,4300000,0,0,0.0,0.0,0.0,0,2039,0,0,0,0,0,0,0,0.0,17,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.0,959,0,0,0,0,0,9,0,0,0,West Ham,Man Utd,Leicester,Hull City,,0.0,0.0,0.0
Craig,Cathcart,DEF,WAT,4300000,0,31,0.29523809523809497,6.86600221483942e-08,7.209302325581401e-06,0,25436,3,21,0,0,0,0,0,7.2,667,-2,0,31,2,0.3,0,1.4,3,0,2,0,1,0.3,15529,0,335,0,1,1162,6,0,0,183,Leicester,Everton,Chelsea,Man City,,0.0,0.0,0.1
Lee,Cattermole,MID,SUN,4200000,0,9,0.0857142857142857,2.04081632653061e-08,2.1428571428571398e-06,0,6801,3,9,0,0,0,0,0,2.1,74,-3,0,9,3,0.3,0,1.2,0,0,0,0,0,0.1,3378,0,246,0,0,470,6,0,0,50,Hull City,Swansea,Arsenal,Chelsea,,0.0,0.0,0.0
Santiago,Cazorla,MID,ARS,7000000,0,38,4.8,6.85714285714286e-07,5.4285714285714306e-06,0,373463,2,5,0,0,0,2,0,5.4,75,-5,0,38,5,0.0,0,0.0,5,0,4,0,2,1.4,330200,0,259,0,0,618,4,0,0,159,Man Utd,Southampton,Stoke,Sunderland,Everton,0.0,0.0,0.0
Petr,Cech,GLK,ARS,5300000,4,105,3.5,6.603773584905661e-07,1.9811320754717e-05,0,576695,2,35,0,97,0,0,0,19.8,2719,-2,0,105,2,0.5,0,2.8,0,0,9,0,0,11.9,339446,1,409,0,0,2647,31014,0,0,542,Man Utd,Southampton,Stoke,Sunderland,Everton,7.0,7.5,4.0
,Cedric,DEF,SOU,4800000,6,89,3.4,7.08333333333333e-07,1.85416666666667e-05,0,167325,5,33,0,0,0,0,0,18.5,2911,-2,0,89,2,0.8,0,3.6,11,0,9,0,3,2.4,217075,0,320,0,1,2177,10776,0,0,515,Liverpool,Arsenal,Middlesbrough,Man Utd,Stoke,8.9,6.1,4.6
Nacer,Chadli,MID,WBA,5900000,2,108,1.02857142857143,1.7433414043583502e-07,1.83050847457627e-05,0,340678,1,28,0,0,0,5,0,18.3,1624,-6,0,108,6,0.3,0,2.0,8,0,6,0,6,1.4,367124,0,173,0,2,2013,791,0,0,353,Burnley,Chelsea,Man City,Swansea,,0.5,1.0,0.5
Nathaniel,Chalobah,MID,CHE,4500000,0,10,0.0952380952380952,2.11640211640212e-08,2.22222222222222e-06,0,984,1,0,0,0,0,0,0,2.2,5,0,0,10,0,0.0,0,0.0,0,0,0,0,1,0.0,1043,0,0,0,0,79,5,0,0,35,Middlesbrough,West Brom,Watford,Sunderland,,0.0,0.0,0.0
,Chamberlain,MID,ARS,5800000,2,72,0.6857142857142859,1.1822660098522199e-07,1.24137931034483e-05,0,158571,1,22,0,0,0,2,0,12.4,661,-2,0,72,2,0.3,0,1.6,2,0,3,0,5,1.4,132279,0,186,0,1,1446,7603,0,0,358,Man Utd,Southampton,Stoke,Sunderland,Everton,0.6,0.7,0.3
Calum,Chambers,DEF,MID,4300000,8,80,3.6,8.37209302325581e-07,1.8604651162790697e-05,0,312824,4,29,0,0,0,2,0,18.6,2363,-2,0,80,2,0.5,0,2.3,7,0,7,0,1,3.4,302724,0,70,0,0,1980,3180,0,0,456,Chelsea,Southampton,Liverpool,,,3.3,4.9,4.3
James,Chester,DEF,WBA,4500000,0,0,0.0,0.0,0.0,0,4662,0,0,0,0,0,0,0,0.0,6,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,198,0,85,0,0,0,3,0,0,0,Burnley,Chelsea,Man City,Swansea,,0.0,0.0,0.0
Benjamin,Chilwell,DEF,LEI,4300000,0,12,0.11428571428571402,2.6578073089701e-08,2.7906976744186e-06,0,9266,1,9,0,0,0,0,0,2.8,63,-2,0,12,2,0.0,0,0.2,0,0,1,0,0,0.1,4814,0,0,0,0,429,47,0,0,84,Watford,Man City,Tottenham,Bournemouth,,0.1,0.2,0.1
Pedro,Chirivella,MID,LIV,4200000,0,0,0.0,0.0,0.0,0,3652,0,0,0,0,0,0,0,0.0,10,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,0.1,3046,0,2,0,0,0,3,0,0,0,Southampton,West Ham,Middlesbrough,,,0.0,0.0,0.0
,Christian Benteke,FWD,CRY,7400000,1,125,3.8,5.13513513513513e-07,1.6891891891891902e-05,0,1029794,10,51,0,0,0,14,0,16.9,72210,-1,0,125,1,0.6,2,4.7,12,0,6,0,2,12.2,1426667,0,315,0,3,2861,12350,0,0,347,Man City,Hull City,Man Utd,,,4.2,5.1,3.8
Josh,Clackstone,DEF,HUL,4000000,0,0,0.0,0.0,0.0,0,5857,0,0,0,0,0,0,0,0.0,22,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,6731,0,0,0,0,0,0,0,0,0,Sunderland,Crystal Palace,Tottenham,,,0.0,0.0,0.0
Jordy,Clasie,MID,SOU,4600000,0,36,0.34285714285714297,7.45341614906832e-08,7.82608695652174e-06,0,5290,3,14,0,0,0,1,0,7.8,127,-4,0,36,4,0.5,0,2.2,3,0,2,0,1,0.1,4037,0,183,0,1,932,61,0,0,148,Liverpool,Arsenal,Middlesbrough,Man Utd,Stoke,0.4,0.4,0.2
Adam,Clayton,MID,MID,4300000,2,65,2.1,4.88372093023256e-07,1.51162790697674e-05,0,66278,9,37,0,0,0,0,0,15.1,895,-2,0,65,2,0.6,0,2.5,0,0,10,0,2,0.8,80579,0,0,0,0,2534,279,0,0,393,Chelsea,Southampton,Liverpool,,,1.0,1.5,1.0
Tom,Cleverley,MID,WAT,5100000,2,46,1.9,3.72549019607843e-07,9.01960784313725e-06,0,11581,4,28,0,0,0,0,0,9.0,78,-4,0,46,4,0.5,0,2.4,0,0,3,0,2,0.1,5695,0,241,0,0,1578,42,0,0,252,Leicester,Everton,Chelsea,Man City,,1.0,2.0,1.1
Gael,Clichy,DEF,MCI,5200000,1,73,3.3,6.346153846153849e-07,1.4038461538461499e-05,0,68049,2,23,0,0,0,1,0,14.0,1479,-3,0,73,3,0.4,0,2.0,9,0,6,0,0,1.5,53085,0,166,0,2,1853,1774,0,0,426,Crystal Palace,Leicester,West Brom,Watford,,3.8,7.4,2.7
Sam,Clucas,MID,HUL,4700000,3,78,2.3,4.8936170212766e-07,1.65957446808511e-05,0,8807,7,62,0,0,0,2,0,16.6,291,-3,0,78,3,0.7,0,3.4,4,0,5,0,1,0.2,12417,0,0,0,0,2916,1565,0,1,452,Sunderland,Crystal Palace,Tottenham,,,2.7,1.3,1.8
Nathaniel,Clyne,DEF,LIV,5800000,6,110,3.2,5.51724137931035e-07,1.89655172413793e-05,0,545692,0,41,0,0,0,0,0,19.0,4664,3,0,110,-3,0.7,0,3.8,12,0,9,0,2,9.6,501125,0,387,0,1,3053,1467,0,0,653,Southampton,West Ham,Middlesbrough,,,4.1,3.8,3.7
Seamus,Coleman,DEF,EVE,5600000,0,133,5.1,9.107142857142858e-07,2.375e-05,0,946532,3,28,0,0,0,4,0,23.3,4275,1,1,133,-1,0.0,0,0.0,15,0,10,0,4,4.2,945429,0,327,0,4,2316,230,-1,0,548,Swansea,Watford,Arsenal,,,0.0,0.0,0.0
James,Collins,DEF,WHU,4200000,6,63,0.6,1.42857142857143e-07,1.4999999999999999e-05,0,370390,1,24,0,0,0,2,0,15.0,1358,-3,0,63,3,1.4,0,6.0,7,0,5,0,0,4.0,370763,0,217,0,2,1385,5146,0,0,323,Tottenham,Liverpool,Burnley,,,0.3,0.4,0.3
Francis,Coquelin,MID,ARS,4200000,0,47,0.44761904761904797,1.06575963718821e-07,1.1190476190476199e-05,0,178393,5,26,0,0,0,0,0,11.2,1050,-3,0,47,3,0.2,0,0.8,1,0,5,0,1,1.9,152675,0,246,0,0,1643,895,0,0,278,Man Utd,Southampton,Stoke,Sunderland,Everton,0.4,0.4,0.2
Jack,Cork,MID,SWA,4600000,0,48,1.7,3.69565217391304e-07,1.0434782608695699e-05,0,4836,7,51,0,0,0,0,0,10.4,6,-4,0,48,4,0.2,0,0.8,0,0,3,0,1,0.1,1996,2,376,0,0,2200,11,0,0,340,Everton,Sunderland,West Brom,,,1.3,1.1,1.2
,Costa,FWD,CHE,10400000,1,184,5.8,5.57692307692308e-07,1.76923076923077e-05,0,2936359,9,29,0,0,0,19,0,17.7,16870,9,-1,184,-9,0.5,1,5.6,25,0,12,0,10,31.8,3804349,0,533,0,4,2842,58246,1,0,617,Middlesbrough,West Brom,Watford,Sunderland,,8.1,15.4,8.4
Thibaut,Courtois,GLK,CHE,5900000,7,127,3.8,6.44067796610169e-07,2.15254237288136e-05,0,429524,1,27,0,64,0,0,0,21.5,4437,4,0,127,-4,0.5,0,2.8,0,0,14,0,0,13.9,502515,0,230,0,1,2970,4715,0,0,561,Middlesbrough,West Brom,Watford,Sunderland,,4.7,9.0,4.5
Philippe,Coutinho,MID,LIV,8500000,1,139,1.32380952380952,1.55742296918768e-07,1.63529411764706e-05,0,2637497,2,27,0,0,0,10,0,16.2,87403,5,1,139,-5,0.6,0,5.2,16,0,5,0,7,21.8,2674599,0,459,0,3,1960,5186,-1,0,515,Southampton,West Ham,Middlesbrough,,,0.0,0.7,0.9
Aaron,Cresswell,DEF,WHU,5100000,1,52,2.3,4.509803921568629e-07,1.0196078431372501e-05,0,38542,2,30,0,0,0,0,0,10.2,237,-4,0,52,4,0.1,0,0.4,1,0,4,0,2,0.3,34480,0,514,0,0,1845,25,0,1,294,Tottenham,Liverpool,Burnley,,,2.4,2.8,1.3
Peter,Crouch,FWD,STK,4500000,1,68,2.7,6e-07,1.5111111111111099e-05,0,345959,2,21,0,0,0,5,0,15.1,5380,-5,0,68,5,0.4,0,1.6,6,0,3,0,3,3.3,435993,0,47,0,2,1222,1944,0,0,211,Bournemouth,Arsenal,Southampton,,,1.9,3.0,2.0
Juan,Cuadrado,MID,CHE,6900000,0,0,0.0,0.0,0.0,0,54137,0,0,0,0,0,0,0,0.0,17,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.5,773,0,8,0,0,0,0,0,0,0,Middlesbrough,West Brom,Watford,Sunderland,,0.0,0.0,0.0
Josh,Cullen,MID,WHU,4400000,0,0,0.0,0.0,0.0,0,4810,0,0,0,0,0,0,0,0.0,15,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,1166,0,0,0,0,0,8,0,0,0,Tottenham,Liverpool,Burnley,,,0.0,0.0,0.0
Charlie,Daniels,DEF,BOU,5200000,6,129,4.2,8.076923076923079e-07,2.4807692307692302e-05,0,604776,1,49,0,0,0,4,0,24.8,4644,2,0,129,-2,0.8,0,4.4,14,0,10,0,3,9.9,827586,0,491,0,5,2790,15417,0,0,659,Stoke,Burnley,Leicester,,,6.1,5.3,3.0
Scott,Dann,DEF,CRY,5200000,0,61,0.580952380952381,1.11721611721612e-07,1.1730769230769198e-05,0,304102,2,36,0,0,0,3,0,11.7,584,-3,0,61,3,0.0,0,0.0,4,0,2,0,1,2.2,110322,0,480,0,2,1752,19,0,0,310,Man City,Hull City,Man Utd,,,0.0,0.0,0.3
Tendayi,Darikwa,DEF,BUR,4200000,0,0,0.0,0.0,0.0,0,2357,0,0,0,0,0,0,0,0.0,18,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,0.1,1133,0,0,0,0,0,13,0,0,0,West Brom,Bournemouth,West Ham,,,0.0,0.0,0.0
Matteo,Darmian,DEF,MUN,5000000,1,62,0.5904761904761899,1.1809523809523802e-07,1.24e-05,0,87247,3,6,0,0,0,0,0,12.4,1626,-5,0,62,5,0.9,0,4.3,5,0,8,0,0,1.0,51088,0,257,0,1,1153,1887,0,0,280,Arsenal,Tottenham,Southampton,Crystal Palace,,0.3,0.6,0.3
,David Luiz,DEF,CHE,6300000,8,116,3.9,6.19047619047619e-07,1.8412698412698398e-05,0,186393,6,25,0,0,0,1,0,18.4,10026,3,0,116,-3,0.4,0,2.8,8,0,13,0,1,4.9,320928,0,0,0,1,2691,1876,0,0,600,Middlesbrough,West Brom,Watford,Sunderland,,0.0,9.3,4.6
Ben,Davies,DEF,TOT,4900000,6,69,0.6571428571428571,1.34110787172012e-07,1.40816326530612e-05,0,46702,1,9,0,0,0,0,0,14.1,4657,-1,0,69,1,1.2,0,5.8,4,0,8,0,1,3.7,194518,0,192,0,0,1379,15847,0,0,338,West Ham,Man Utd,Leicester,Hull City,,0.3,0.6,0.3
Curtis,Davies,DEF,HUL,4900000,0,39,1.6,3.26530612244898e-07,7.95918367346939e-06,0,110633,3,48,0,0,0,0,0,8.0,118,-1,0,39,1,0.0,0,0.0,3,0,1,0,2,1.3,100074,1,0,0,1,2049,58,0,0,355,Sunderland,Crystal Palace,Tottenham,,,1.3,1.1,1.5
Tom,Davies,MID,EVE,4400000,2,57,0.5428571428571429,1.23376623376623e-07,1.29545454545455e-05,0,100017,4,15,0,0,0,2,0,13.0,5091,-1,0,57,1,0.6,0,2.6,0,0,7,0,3,2.7,214571,0,0,0,0,1339,1847,0,0,231,Swansea,Watford,Arsenal,,,0.3,0.3,0.3
Steven,Davis,MID,SOU,5100000,3,66,2.4,4.7058823529411793e-07,1.2941176470588199e-05,0,41065,3,34,0,0,0,0,0,12.9,115,-4,0,66,4,0.4,0,2.2,0,0,8,0,3,0.4,7635,0,535,0,0,2266,872,0,0,391,Liverpool,Arsenal,Middlesbrough,Man Utd,Stoke,2.9,3.4,2.2
Craig,Dawson,DEF,WBA,4800000,2,92,2.8,5.83333333333333e-07,1.9166666666666698e-05,0,99900,9,42,0,0,0,3,0,19.2,1906,-2,0,92,2,0.4,0,1.8,6,0,6,0,0,2.2,82905,0,433,0,1,2916,1197,0,0,459,Burnley,Chelsea,Man City,Swansea,,1.8,5.3,2.3
Michael,Dawson,DEF,HUL,4200000,1,48,2.4,5.714285714285711e-07,1.14285714285714e-05,0,53721,3,33,0,0,0,3,0,11.4,480,-3,0,48,3,0.2,0,1.0,4,0,1,0,0,0.5,68765,1,0,0,2,1542,451,0,0,287,Sunderland,Crystal Palace,Tottenham,,,2.4,2.1,2.7
Kevin,De Bruyne,MID,MCI,10400000,2,158,4.9,4.7115384615384597e-07,1.51923076923077e-05,0,1240954,4,32,0,0,0,4,0,15.2,6499,-1,0,158,1,0.4,1,3.8,27,0,9,0,16,7.0,1197166,0,546,0,4,2526,3986,0,0,671,Crystal Palace,Leicester,West Brom,Watford,,5.0,12.2,5.7
David,de Gea,GLK,MUN,5500000,3,133,4.0,7.27272727272727e-07,2.41818181818182e-05,0,946667,2,25,0,68,0,0,0,24.2,19118,0,-1,133,0,0.9,0,4.8,5,0,14,0,0,34.8,571143,0,368,0,2,2970,4963,1,0,549,Arsenal,Tottenham,Southampton,Crystal Palace,,5.1,9.1,4.8
Ritchie,de Laet,DEF,LEI,4400000,0,0,0.0,0.0,0.0,0,6006,0,0,0,0,0,0,0,0.0,7,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,302,0,129,0,0,0,2,0,0,0,Watford,Man City,Tottenham,Bournemouth,,0.0,0.0,0.0
Carlos,De Pena,MID,MID,4200000,0,0,0.0,0.0,0.0,0,15771,0,0,0,0,0,0,0,0.0,81,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,0.2,15568,0,0,0,0,0,5,0,0,0,Chelsea,Southampton,Liverpool,,,0.0,0.0,0.0
Marten,de Roon,MID,MID,4400000,1,88,2.8,6.36363636363636e-07,2e-05,0,137407,7,39,0,0,0,4,0,20.0,5903,-1,0,88,1,0.8,0,3.7,5,0,8,0,1,2.1,215051,0,0,0,2,2593,2267,0,0,377,Chelsea,Southampton,Liverpool,,,1.4,2.4,1.4
Julien,de Sart,MID,MID,4300000,0,0,0.0,0.0,0.0,0,3473,0,0,0,0,0,0,0,0.0,5,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.0,2418,0,0,0,0,0,0,0,0,0,Chelsea,Southampton,Liverpool,,,0.0,0.0,0.0
Mathieu,Debuchy,DEF,ARS,4600000,0,1,0.00952380952380952,2.0703933747412e-09,2.1739130434782601e-07,0,10648,0,0,0,0,0,0,0,0.2,25,-4,0,1,4,0.0,0,0.0,0,0,0,0,0,0.2,2110,0,11,0,0,15,24,0,0,2,Man Utd,Southampton,Stoke,Sunderland,Everton,0.0,0.0,0.0
Troy,Deeney,FWD,WAT,6700000,2,126,3.8,5.671641791044779e-07,1.8805970149253697e-05,0,766880,6,50,0,0,0,10,0,18.8,9994,-3,0,126,3,0.5,0,3.6,18,0,6,0,4,5.5,797601,1,629,0,2,2797,4321,0,0,434,Leicester,Everton,Chelsea,Man City,,3.3,5.2,4.6
Jermain,Defoe,FWD,SUN,7500000,2,156,4.6,6.13333333333333e-07,2.08e-05,0,1860259,1,59,0,0,0,14,0,20.8,25892,5,0,156,-5,0.3,0,2.0,24,0,5,0,3,16.9,2246026,0,595,0,6,3052,3710,0,0,500,Hull City,Swansea,Arsenal,Chelsea,,5.1,10.9,3.9
Steven,Defour,MID,BUR,5600000,0,53,0.504761904761905,9.013605442176869e-08,9.46428571428571e-06,0,31339,1,13,0,0,0,1,0,9.5,16,-4,0,53,4,0.0,0,0.2,6,0,5,0,3,0.2,30865,0,0,0,0,1055,19,0,0,242,West Brom,Bournemouth,West Ham,,,0.3,0.3,0.3
Damien,Delaney,DEF,CRY,4800000,1,51,1.8,3.75e-07,1.0625e-05,0,38676,7,37,0,0,0,0,0,10.6,133,-2,0,51,2,0.1,0,0.7,3,0,3,0,2,0.5,15078,0,366,0,1,1994,29,0,0,339,Man City,Hull City,Man Utd,,,1.3,1.7,1.1
Fabian,Delph,MID,MCI,4700000,0,13,0.12380952380952401,2.6342451874366803e-08,2.7659574468085098e-06,0,7648,1,4,0,0,0,1,0,2.8,93,-3,0,13,3,0.3,0,1.6,0,0,0,0,0,0.1,3028,0,156,0,0,224,15,0,0,62,Crystal Palace,Leicester,West Brom,Watford,,0.1,0.2,0.1
Mousa,Dembele,MID,TOT,5400000,1,71,0.6761904761904761,1.25220458553792e-07,1.31481481481481e-05,0,32678,5,16,0,0,0,1,0,13.1,645,-1,0,71,1,0.6,0,3.2,6,0,11,0,2,0.5,40106,0,473,0,0,1910,516,0,0,423,West Ham,Man Utd,Leicester,Hull City,,0.3,0.6,0.3
Jason,Denayer,DEF,SUN,4700000,0,49,2.2,4.68085106382979e-07,1.0425531914893598e-05,0,4507,2,29,0,0,0,0,0,10.4,57,-3,0,49,3,0.2,0,1.0,2,0,5,0,0,0.1,2531,1,0,0,0,1769,7,0,0,294,Hull City,Swansea,Arsenal,Chelsea,,0.0,4.1,1.5
Memphis,Depay,MID,MUN,7100000,0,3,0.8,1.12676056338028e-07,4.2253521126760605e-07,0,7881,1,1,0,0,0,0,0,0.4,7,-4,0,3,4,0.0,0,0.0,0,0,0,0,0,0.2,1102,0,259,0,0,24,2,0,0,6,Arsenal,Tottenham,Southampton,Crystal Palace,,0.0,0.0,0.0
Gerard,Deulofeu,MID,EVE,5900000,0,13,1.2,2.03389830508475e-07,2.20338983050847e-06,0,133383,1,6,0,0,0,0,0,2.2,34,-6,0,13,6,0.0,0,0.0,0,0,0,0,0,0.8,19182,0,283,0,0,460,5,0,0,53,Swansea,Watford,Arsenal,,,0.0,0.0,0.0
Mohamed,Diame,MID,HUL,5500000,0,0,0.0,0.0,0.0,0,876,0,0,0,0,0,0,0,0.0,10,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,299,0,0,0,0,0,3,0,0,0,Sunderland,Crystal Palace,Tottenham,,,0.0,0.0,0.0
Eric,Dier,MID,TOT,5000000,3,85,2.7,5.4e-07,1.7e-05,0,414865,6,20,0,0,0,2,0,17.0,2281,-5,0,85,5,0.8,0,3.8,4,0,16,0,0,5.0,85429,0,526,0,1,2701,4011,0,0,449,West Ham,Man Utd,Leicester,Hull City,,1.4,4.0,1.8
Adama,Diomande,FWD,HUL,4400000,0,42,1.9,4.31818181818182e-07,9.54545454545455e-06,0,516648,1,29,0,0,0,2,0,9.5,1812,-1,0,42,1,0.0,0,0.0,2,0,2,0,0,3.6,537663,0,0,0,0,1171,535,0,0,127,Sunderland,Crystal Palace,Tottenham,,,2.1,1.2,1.7
Mame Biram,Diouf,FWD,STK,5700000,0,39,1.6,2.80701754385965e-07,6.8421052631578906e-06,0,35916,3,23,0,0,0,0,0,6.8,70,-3,0,39,3,0.1,0,0.8,0,0,4,0,2,0.3,18712,0,245,0,0,1180,37,0,0,152,Bournemouth,Arsenal,Southampton,,,0.8,1.3,0.8
Brice,Dja Djedje,DEF,WAT,4400000,0,0,0.0,0.0,0.0,0,1183,0,0,0,0,0,0,0,0.0,3,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,114,0,0,0,0,0,1,0,0,0,Leicester,Everton,Chelsea,Man City,,0.0,0.0,0.0
Papy,Djilobodji,DEF,SUN,4300000,0,24,0.22857142857142898,5.3156146179402e-08,5.58139534883721e-06,0,17253,4,35,0,0,0,0,0,5.6,48,-2,0,24,2,0.0,0,0.0,0,0,2,0,0,0.2,12223,0,0,0,0,1577,6,0,1,281,Hull City,Swansea,Arsenal,Chelsea,,0.1,0.2,0.1
Abdoulaye,Doucoure,MID,WAT,4600000,2,31,0.29523809523809497,6.41821946169772e-08,6.739130434782611e-06,0,1251,3,19,0,0,0,1,0,6.7,14,-4,0,31,4,0.4,0,2.0,0,0,4,0,0,0.0,715,0,0,0,0,992,6,0,0,167,Leicester,Everton,Chelsea,Man City,,0.1,0.2,0.1
Stewart,Downing,MID,MID,4900000,2,72,2.7,5.510204081632651e-07,1.4693877551020401e-05,0,59609,1,31,0,0,0,1,0,14.7,1261,-6,0,72,6,0.6,0,2.8,3,0,7,0,3,0.5,32398,0,0,0,0,1975,49,0,0,331,Chelsea,Southampton,Liverpool,,,1.4,2.3,1.4
Luke,Dreher,MID,CRY,4400000,0,0,0.0,0.0,0.0,0,256,0,0,0,0,0,0,0,0.0,7,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,366,0,0,0,0,0,11,0,0,0,Man City,Hull City,Man Utd,,,0.0,0.0,0.0
Daniel,Drinkwater,MID,LEI,5300000,2,66,2.4,4.52830188679245e-07,1.2452830188679199e-05,0,329531,6,44,0,0,0,1,0,12.5,494,-2,0,66,2,0.4,0,2.0,3,0,7,0,1,3.7,87592,0,592,0,0,2400,338,0,0,373,Watford,Man City,Tottenham,Bournemouth,,2.9,3.1,2.1
Nathan,Dyer,MID,SWA,4700000,0,12,1.5,3.1914893617021297e-07,2.5531914893617e-06,0,7835,0,11,0,0,0,0,0,2.6,8,-3,0,12,3,0.0,0,0.0,0,0,0,0,1,0.1,1854,0,64,0,0,214,5,0,0,47,Everton,Sunderland,West Brom,,,0.0,0.0,0.0
,Eduardo,GLK,CHE,4500000,0,0,0.0,0.0,0.0,0,12,0,0,0,0,0,0,0,0.0,6,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,16,0,0,0,0,0,8,0,0,0,Middlesbrough,West Brom,Watford,Sunderland,,0.0,0.0,0.0
Thomas,Edwards,DEF,STK,4000000,0,0,0.0,0.0,0.0,0,270,0,0,0,0,0,0,0,0.0,13,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,582,0,0,0,0,0,13,0,0,0,Bournemouth,Arsenal,Southampton,,,0.0,0.0,0.0
Oviemuno,Ejaria,MID,LIV,4400000,0,2,1.0,2.2727272727272702e-07,4.54545454545455e-07,0,270,0,0,0,0,0,0,0,0.5,2,-1,0,2,1,0.0,0,0.0,0,0,0,0,0,0.0,261,0,0,0,0,8,2,0,0,6,Southampton,West Ham,Middlesbrough,,,0.0,0.0,0.0
Omar,Elabdellaoui,DEF,HUL,4400000,0,14,0.133333333333333,3.03030303030303e-08,3.18181818181818e-06,0,1038,0,9,0,0,0,0,0,3.2,25,-1,0,14,1,0.0,0,0.0,0,0,1,0,0,0.0,1441,0,0,0,0,525,3,0,0,99,Sunderland,Crystal Palace,Tottenham,,,0.1,0.1,0.1
Andrew,Eleftheriou,DEF,WAT,4000000,0,0,0.0,0.0,0.0,0,699,0,0,0,0,0,0,0,0.0,7,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,1085,0,0,0,0,0,11,0,0,0,Leicester,Everton,Chelsea,Man City,,0.0,0.0,0.0
Ahmed,Elmohamady,MID,HUL,4600000,3,58,1.9,4.1304347826086996e-07,1.26086956521739e-05,0,22790,2,56,0,0,0,0,0,12.6,31,-4,0,58,4,0.4,0,1.8,1,0,3,0,2,0.2,8819,1,0,0,0,2329,82,0,1,403,Sunderland,Crystal Palace,Tottenham,,,2.1,1.0,1.3
Mohamed,Elneny,MID,ARS,4500000,0,26,0.24761904761904802,5.5026455026455e-08,5.7777777777777805e-06,0,33044,1,9,0,0,0,0,0,5.8,59,-5,0,26,5,0.2,0,0.8,0,0,3,0,1,0.4,10970,0,134,0,0,694,58,0,0,133,Man Utd,Southampton,Stoke,Sunderland,Everton,0.2,0.2,0.1
Elliot,Embleton,MID,SUN,4400000,0,0,0.0,0.0,0.0,0,240,0,0,0,0,0,0,0,0.0,6,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,403,0,0,0,0,0,13,0,0,0,Hull City,Swansea,Arsenal,Chelsea,,0.0,0.0,0.0
